id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2822555661,119,4,1,16,34,8sy0cxovuxo76tuoas3uo55xj,1,52.4,74.8,2025-06-14T16:17:09.527Z,2025-06-14T16:17:50Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5770645791,294,,5770645123,233,154,5770645113,13,,5770645115,56,Center,5770645117,152,,5770645121,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555659,154,4,1,16,34,3cbke8cbou2ms925872vk6dwx,0,47.6,25.2,2025-06-14T16:17:09.528Z,2025-06-14T16:17:45Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,,5770645711,294,,5770645107,285,,5770645099,13,,5770645103,152,,5770645101,56,Back,5770645131,233,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555701,120,1,1,16,54,8sy0cxovuxo76tuoas3uo55xj,1,39.6,73.6,2025-06-14T16:17:29.402Z,2025-06-14T16:17:30Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5770645341,141,73.5,5770645333,5,,5770645335,152,,5770645337,56,Center,5770645343,212,23.9,5770645339,140,62.4,5770645345,213,6.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555703,121,1,1,16,55,8sy0cxovuxo76tuoas3uo55xj,1,62.4,73.5,2025-06-14T16:17:30.042Z,2025-06-14T16:18:01Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5770645349,56,Back,5770645351,140,45.8,5770645357,213,3.09,5770645361,156,,5770645355,212,17.5,5770645353,141,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555711,122,1,1,16,56,8sy0cxovuxo76tuoas3uo55xj,1,38.2,73.3,2025-06-14T16:17:31.642Z,2025-06-14T16:17:34Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5770645395,56,Back,5770645401,212,28.9,5770645399,141,46.1,5770645397,140,17.1,5770645403,213,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555727,123,1,1,16,59,8sy0cxovuxo76tuoas3uo55xj,1,17.8,43.3,2025-06-14T16:17:34.585Z,2025-06-14T16:17:38Z,dl6lfojhwzis2gboqxonxu904,M. Zhuk,,,5770645501,212,15.9,5770645497,140,29.7,5770645503,213,5.62,5770645499,141,28.9,5770645495,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555735,124,1,1,17,4,8sy0cxovuxo76tuoas3uo55xj,1,26.8,29.1,2025-06-14T16:17:38.809Z,2025-06-14T16:17:40Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5770645549,212,15.5,5770645545,140,32.5,5770645543,56,Back,5770645551,213,5.11,5770645547,141,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555739,155,83,1,17,4,3cbke8cbou2ms925872vk6dwx,0,68.9,69.0,2025-06-14T16:17:39.304Z,2025-06-14T16:17:46Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,,5770645713,399,8bk1u1zlolcgphg6dwdezdre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555747,125,1,1,17,5,8sy0cxovuxo76tuoas3uo55xj,1,31.7,11.0,2025-06-14T16:17:40.618Z,2025-06-14T16:17:42Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5770645613,141,28.3,5770645615,212,12.2,5770645617,213,1.82,5770645611,140,28.8,5770645609,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555759,126,1,1,17,7,8sy0cxovuxo76tuoas3uo55xj,1,32.3,23.1,2025-06-14T16:17:42.458Z,2025-06-14T16:17:44Z,apryim5dle6o29qp6hpio06sq,F. Ellé,,,5770645677,141,16.2,5770645673,56,Back,5770645675,140,10.1,5770645679,212,23.8,5770645681,213,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555765,127,1,1,17,10,8sy0cxovuxo76tuoas3uo55xj,1,9.3,17.9,2025-06-14T16:17:44.762Z,2025-06-14T16:17:46Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5770645715,56,Back,5770645719,141,37.1,5770645717,140,3.2,5770645721,212,14.5,5770645723,213,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555767,128,1,1,17,11,8sy0cxovuxo76tuoas3uo55xj,1,3.1,37.1,2025-06-14T16:17:46.506Z,2025-06-14T16:17:49Z,dl6lfojhwzis2gboqxonxu904,M. Zhuk,,,5770645749,213,4.71,5770645747,212,17.7,5770645741,56,Back,5770645745,141,11.1,5770645743,140,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555777,129,1,1,17,14,8sy0cxovuxo76tuoas3uo55xj,0,5.6,8.3,2025-06-14T16:17:49.179Z,2025-06-14T16:17:52Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5770645807,212,48.5,5770645811,1,,5770645801,56,Right,5770645809,213,0.08,5770645799,157,,5770645803,140,51.6,5770645805,141,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555783,156,8,1,17,18,3cbke8cbou2ms925872vk6dwx,1,54.7,87.1,2025-06-14T16:17:53.432Z,2025-06-14T16:17:53Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5770645845,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555789,157,61,1,17,21,3cbke8cbou2ms925872vk6dwx,0,45.8,95.7,2025-06-14T16:17:56.057Z,2025-06-14T16:17:56Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5770645859,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555791,130,5,1,17,21,8sy0cxovuxo76tuoas3uo55xj,1,52.4,-1.8,2025-06-14T16:17:56.555Z,2025-06-14T18:06:20Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5770645883,347,,5770645881,56,Right,5770645935,233,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555801,158,5,1,17,21,3cbke8cbou2ms925872vk6dwx,0,47.6,101.8,2025-06-14T16:17:56.555Z,2025-06-14T18:06:20Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5770645943,233,130,5770645933,347,,5770645931,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555861,131,1,1,17,39,8sy0cxovuxo76tuoas3uo55xj,1,56.5,0.0,2025-06-14T16:18:14.698Z,2025-06-14T16:18:19Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5770646255,213,0.88,5770646245,107,,5770646249,140,63.8,5770646247,56,Right,5770646251,141,12.0,5770646253,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555863,132,3,1,17,44,8sy0cxovuxo76tuoas3uo55xj,0,68.2,27.0,2025-06-14T16:18:19.482Z,2025-06-14T16:18:27Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,,5770646325,233,159,5770646261,286,,5770646259,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555883,159,7,1,17,44,3cbke8cbou2ms925872vk6dwx,0,31.8,73.0,2025-06-14T16:18:19.483Z,2025-06-14T16:22:25Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5770646317,285,,5770646319,233,132,5770646315,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556453,157,61,1,17,45,8sy0cxovuxo76tuoas3uo55xj,1,63.8,49.7,2025-06-14T16:18:20.477Z,2025-06-14T16:22:34Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,,5770650987,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556427,187,61,1,17,46,3cbke8cbou2ms925872vk6dwx,1,28.1,54.0,2025-06-14T16:18:21.440Z,2025-06-14T16:22:13Z,bbdoe533sbua0ikwxa8ldo91x,A. Kabashi,,,5770649049,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555887,133,15,1,17,48,8sy0cxovuxo76tuoas3uo55xj,1,72.0,31.8,2025-06-14T16:18:22.874Z,2025-06-14T16:18:30Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,,5770646431,102,48.9,5770646439,146,98.1,5770646447,233,160,5770646335,18,,5770646435,215,,5770646437,458,,5770646429,78,,5770646337,56,Center,5770646433,103,5770646441,147,5770646333,22,,5770646381,20,,,,,14.6,45.8,,,,,,,,,,,,,,,
2822555895,160,10,1,17,48,3cbke8cbou2ms925872vk6dwx,1,1.7,51.5,2025-06-14T16:18:22.974Z,2025-06-14T16:18:31Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,,5770646451,233,133,5770646397,180,,5770646377,182,,5770646379,56,Back,5770646395,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555913,162,1,1,17,59,3cbke8cbou2ms925872vk6dwx,1,1.7,51.5,2025-06-14T16:18:33.945Z,2025-06-14T16:18:36Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,,5770646517,212,13.0,5770646511,56,Back,5770646519,213,5.02,5770646509,123,,5770646513,140,5.4,5770646515,141,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555921,163,1,1,18,1,3cbke8cbou2ms925872vk6dwx,1,5.3,32.7,2025-06-14T16:18:36.249Z,2025-06-14T16:18:40Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5770646605,140,9.1,5770646603,56,Back,5770646609,212,12.9,5770646607,141,14.7,5770646611,213,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555931,164,1,1,18,5,3cbke8cbou2ms925872vk6dwx,1,15.0,33.4,2025-06-14T16:18:39.960Z,2025-06-14T16:18:45Z,166chk5he9ehkh9col37bw3jd,O. Olufunwa,,,5770646679,141,52.4,5770646681,212,18.7,5770646675,56,Back,5770646683,213,2.38,5770646677,140,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555945,165,1,1,18,10,3cbke8cbou2ms925872vk6dwx,1,8.0,49.1,2025-06-14T16:18:45.561Z,2025-06-14T16:18:50Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,,5770646729,212,51.8,5770646731,213,0.64,5770646727,141,94.4,5770646721,155,,5770646725,140,47.7,5770646723,56,Back,5770646733,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555947,166,1,1,18,15,3cbke8cbou2ms925872vk6dwx,0,53.1,93.3,2025-06-14T16:18:50.568Z,2025-06-14T16:18:51Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5770646737,56,Left,5770646743,212,6.2,5770646741,141,85.3,5770646745,213,5.22,5770646739,140,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555953,134,61,1,18,18,8sy0cxovuxo76tuoas3uo55xj,1,38.6,14.3,2025-06-14T16:18:52.852Z,2025-06-14T16:18:52Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5770646775,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555955,167,61,1,18,20,3cbke8cbou2ms925872vk6dwx,0,65.5,96.0,2025-06-14T16:18:55.432Z,2025-06-14T16:18:55Z,8do2uv6sab8cz1556kk5o1q1g,D. Hafstad,,,5770646777,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555961,135,5,1,18,20,8sy0cxovuxo76tuoas3uo55xj,1,30.8,-1.2,2025-06-14T16:18:55.434Z,2025-06-14T16:18:58Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5770646799,56,Back,5770646801,347,,5770646803,233,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555959,168,5,1,18,20,3cbke8cbou2ms925872vk6dwx,0,69.2,101.2,2025-06-14T16:18:55.434Z,2025-06-14T18:06:21Z,8do2uv6sab8cz1556kk5o1q1g,D. Hafstad,,,5770646797,347,,5770646821,233,135,5770646795,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555969,136,1,1,18,22,8sy0cxovuxo76tuoas3uo55xj,1,28.8,0.0,2025-06-14T16:18:57.610Z,2025-06-14T16:18:59Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5770646849,107,,5770646859,213,0.80,5770646857,212,11.3,5770646851,56,Back,5770646855,141,10.0,5770646853,140,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555979,137,1,1,18,23,8sy0cxovuxo76tuoas3uo55xj,1,36.3,10.3,2025-06-14T16:18:58.265Z,2025-06-14T16:19:00Z,apryim5dle6o29qp6hpio06sq,F. Ellé,,,5770646917,56,Back,5770646921,141,9.2,5770646923,212,7.5,5770646925,213,3.24,5770646919,140,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555983,138,1,1,18,26,8sy0cxovuxo76tuoas3uo55xj,0,28.7,3.4,2025-06-14T16:19:00.890Z,2025-06-14T16:19:02Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5770646953,213,0.09,5770646943,157,,5770646951,212,30.4,5770646947,140,57.5,5770646949,141,7.6,5770646945,56,Right,5770646955,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555989,169,8,1,18,29,3cbke8cbou2ms925872vk6dwx,1,47.2,96.6,2025-06-14T16:19:04.424Z,2025-06-14T16:19:04Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5770646987,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555995,170,1,1,18,30,3cbke8cbou2ms925872vk6dwx,1,60.4,95.9,2025-06-14T16:19:05Z,2025-06-14T16:26:51Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,,5770647005,141,95.6,5770647003,140,65.4,5770647009,213,6.24,5770647001,56,Left,5770647007,212,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556001,172,1,1,18,31,3cbke8cbou2ms925872vk6dwx,1,65.4,95.6,2025-06-14T16:19:06.456Z,2025-06-14T16:19:07Z,8do2uv6sab8cz1556kk5o1q1g,D. Hafstad,,,5770647025,56,Left,5770647029,141,91.8,5770647027,140,59.0,5770647031,212,7.2,5770647037,156,,5770647033,213,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556011,173,1,1,18,33,3cbke8cbou2ms925872vk6dwx,1,56.5,88.3,2025-06-14T16:19:08.408Z,2025-06-14T16:19:11Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5770647075,56,Center,5770647079,141,74.1,5770647081,212,10.2,5770647083,213,4.38,5770647077,140,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556033,174,1,1,18,36,3cbke8cbou2ms925872vk6dwx,1,46.8,68.5,2025-06-14T16:19:11.288Z,2025-06-14T16:19:17Z,bbdoe533sbua0ikwxa8ldo91x,A. Kabashi,,,5770647159,56,Right,5770647169,1,,5770647165,212,42.9,5770647163,141,7.7,5770647167,213,4.98,5770647157,196,,5770647161,140,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556029,139,83,1,18,41,8sy0cxovuxo76tuoas3uo55xj,0,39.7,90.2,2025-06-14T16:19:16.522Z,2025-06-14T16:19:20Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5770647197,399,nxt066bqaqw7grehjw514d7t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556037,175,1,1,18,42,3cbke8cbou2ms925872vk6dwx,1,53.2,5.8,2025-06-14T16:19:17.225Z,2025-06-14T16:19:18Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,,5770647189,213,2.84,5770647185,141,13.1,5770647183,140,38.0,5770647187,212,16.7,5770647181,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556049,176,1,1,18,48,3cbke8cbou2ms925872vk6dwx,1,48.6,27.7,2025-06-14T16:19:23.289Z,2025-06-14T16:19:25Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5770647263,56,Back,5770647265,140,44.4,5770647267,141,37.4,5770647269,212,7.9,5770647271,213,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556057,177,1,1,18,50,3cbke8cbou2ms925872vk6dwx,1,44.4,37.4,2025-06-14T16:19:25.209Z,2025-06-14T16:19:28Z,bbdoe533sbua0ikwxa8ldo91x,A. Kabashi,,,5770647333,212,23.0,5770647331,141,71.1,5770647327,56,Back,5770647329,140,46.6,5770647335,213,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556069,178,1,1,18,54,3cbke8cbou2ms925872vk6dwx,1,48.0,76.0,2025-06-14T16:19:28.825Z,2025-06-14T16:19:31Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5770647395,141,94.5,5770647399,213,0.61,5770647397,212,21.9,5770647393,140,65.1,5770647391,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556073,179,1,1,18,56,3cbke8cbou2ms925872vk6dwx,0,66.2,95.4,2025-06-14T16:19:31.400Z,2025-06-14T16:19:32Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5770647421,212,4.4,5770647417,140,69.2,5770647423,213,5.50,5770647419,141,90.8,5770647415,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556093,180,3,1,18,57,3cbke8cbou2ms925872vk6dwx,1,64.8,86.6,2025-06-14T16:19:31.739Z,2025-06-14T18:06:58Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5770647503,56,Left,5770652645,233,181,5770647505,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557011,181,45,1,18,57,8sy0cxovuxo76tuoas3uo55xj,0,35.2,13.4,2025-06-14T16:19:31.739Z,2025-06-14T18:06:58Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5770652593,285,,5770652591,56,Back,5770652649,233,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556081,140,61,1,18,58,8sy0cxovuxo76tuoas3uo55xj,0,26.8,9.4,2025-06-14T16:19:33.626Z,2025-06-14T17:01:53Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5770647447,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556099,181,50,1,19,2,3cbke8cbou2ms925872vk6dwx,1,64.4,70.8,2025-06-14T16:19:36.856Z,2025-06-14T16:19:43Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5770647511,56,Center,5770647513,286,,5770647631,233,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556121,142,7,1,19,2,8sy0cxovuxo76tuoas3uo55xj,0,35.6,29.2,2025-06-14T16:19:36.857Z,2025-06-14T17:01:46Z,apryim5dle6o29qp6hpio06sq,F. Ellé,,,5770647609,56,Back,5770647611,285,,5770647613,233,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556103,141,43,1,19,2,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-06-14T16:19:37.098Z,2025-06-14T17:02:00Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5770647533,141,24.3,5770647535,212,14.9,5770682707,144,1,5770647527,157,0,5770647531,140,40.9,5770647537,213,0.15,5770647539,1,0,5770647529,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556159,182,1,1,19,7,3cbke8cbou2ms925872vk6dwx,1,63.8,50.7,2025-06-14T16:19:41.769Z,2025-06-14T16:19:49Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5770647781,56,Right,5770647783,140,74.8,5770647787,212,30.5,5770647789,213,5.10,5770647785,141,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556165,143,83,1,19,13,8sy0cxovuxo76tuoas3uo55xj,1,24.0,71.8,2025-06-14T16:19:47.794Z,2025-06-14T16:23:40Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5770652031,399,nxt066bqaqw7grehjw514d7t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556161,183,61,1,19,14,3cbke8cbou2ms925872vk6dwx,0,75.8,26.0,2025-06-14T16:19:48.793Z,2025-06-14T16:23:40Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,,5770647793,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556193,145,4,1,19,22,8sy0cxovuxo76tuoas3uo55xj,1,55.2,71.2,2025-06-14T16:19:57.290Z,2025-06-14T16:48:05Z,7dvn6m2z49c2n1ev0o9rvk93o,L. Weckström,,,5770647981,265,,5770647979,152,,5770647977,56,Center,5770647983,286,,5770648035,233,184,5770647975,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556201,184,4,1,19,22,3cbke8cbou2ms925872vk6dwx,0,44.8,28.8,2025-06-14T16:19:57.291Z,2025-06-14T16:48:05Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5770648021,285,,5770648017,152,,5770648063,233,145,5770648019,265,,5770648013,13,,5770648117,55,185,5770648015,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556215,185,17,1,19,25,3cbke8cbou2ms925872vk6dwx,1,0.0,0.0,2025-06-14T16:20:00.345Z,2025-06-14T16:56:11Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5770648107,55,184,5770648101,31,,5770680783,392,,5770648105,13,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556335,146,1,1,20,1,8sy0cxovuxo76tuoas3uo55xj,1,55.2,78.7,2025-06-14T16:20:35.723Z,2025-06-14T16:20:37Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5770648609,140,50.8,5770648611,141,67.6,5770648621,189,,5770648607,56,Center,5770648615,213,4.16,5770648605,152,,5770648613,212,8.8,5770648603,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556353,147,1,1,20,3,8sy0cxovuxo76tuoas3uo55xj,1,53.7,62.3,2025-06-14T16:20:38.379Z,2025-06-14T16:20:41Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5770648709,141,3.4,5770648711,212,47.1,5770648707,140,77.3,5770648715,1,,5770648705,56,Right,5770648713,213,5.27,5770648703,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556365,148,1,1,20,7,8sy0cxovuxo76tuoas3uo55xj,1,77.1,3.5,2025-06-14T16:20:41.739Z,2025-06-14T16:20:43Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5770648753,140,73.0,5770648755,141,8.2,5770648757,212,5.4,5770648751,56,Right,5770648749,3,,5770648759,213,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556375,149,1,1,20,8,8sy0cxovuxo76tuoas3uo55xj,1,72.1,8.0,2025-06-14T16:20:43.115Z,2025-06-14T16:20:44Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5770648819,56,Right,5770648825,212,1.3,5770648827,213,4.38,5770648823,141,6.2,5770648821,140,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556391,150,3,1,20,10,8sy0cxovuxo76tuoas3uo55xj,1,70.2,4.4,2025-06-14T16:20:44.842Z,2025-06-14T18:06:59Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5770648885,233,186,5770648877,56,Right,5770648879,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556377,186,45,1,20,10,3cbke8cbou2ms925872vk6dwx,0,29.8,95.6,2025-06-14T16:20:44.842Z,2025-06-14T18:06:59Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5770648833,285,,5770648903,233,150,5770648831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556403,151,1,1,20,13,8sy0cxovuxo76tuoas3uo55xj,1,66.4,6.8,2025-06-14T16:20:47.882Z,2025-06-14T16:20:49Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5770648935,141,3.2,5770648939,213,6.00,5770648937,212,8.6,5770648933,140,74.3,5770648931,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556409,152,1,1,20,15,8sy0cxovuxo76tuoas3uo55xj,1,73.3,3.5,2025-06-14T16:20:49.787Z,2025-06-14T16:59:47Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5770648973,140,39.7,5770648975,141,12.6,5770648977,212,35.8,5770648971,56,Back,5770648979,213,2.97,5770648981,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556415,153,1,1,20,21,8sy0cxovuxo76tuoas3uo55xj,1,41.7,17.1,2025-06-14T16:20:56.043Z,2025-06-14T16:20:57Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5770649007,212,6.6,5770649001,56,Back,5770649009,213,5.05,5770649003,140,43.8,5770649005,141,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
