id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/14/value
2815829839,216,1,1,21,49,duspptyvnr5kpx2iko5gerhnz,1,35.9,10.1,2025-05-17T16:21:30.298Z,2025-05-17T16:21:32Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,5733117421,140,35.6,5733117423,141,36.0,5733117427,213,1.59,5733117425,212,17.6,5733117419,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815829869,217,1,1,21,51,duspptyvnr5kpx2iko5gerhnz,1,38.5,35.4,2025-05-17T16:21:32.459Z,2025-05-17T16:21:34Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,5733117579,141,15.5,5733117587,213,4.21,5733117583,212,15.4,5733117575,56,Back,5733117577,140,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815829909,218,1,1,21,53,duspptyvnr5kpx2iko5gerhnz,1,31.8,15.5,2025-05-17T16:21:34.265Z,2025-05-17T16:21:37Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,5733117813,141,42.7,5733117817,213,1.68,5733117811,140,29.8,5733117809,56,Back,5733117815,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815829947,219,1,1,21,56,duspptyvnr5kpx2iko5gerhnz,1,30.6,46.0,2025-05-17T16:21:37.450Z,2025-05-17T16:21:41Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,5733118045,213,1.39,5733118043,212,25.3,5733118037,56,Back,5733118041,141,82.6,5733118039,140,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815829999,220,1,1,22,0,duspptyvnr5kpx2iko5gerhnz,1,43.0,86.2,2025-05-17T16:21:40.833Z,2025-05-17T16:21:44Z,1xquqxm7zxe002v8dc2z46sb9,J. Engström,,5733118371,212,19.0,5733118367,140,60.3,5733118373,213,0.30,5733118369,141,94.4,5733118365,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815830045,221,1,1,22,4,duspptyvnr5kpx2iko5gerhnz,1,71.7,95.1,2025-05-17T16:21:44.587Z,2025-05-17T16:21:47Z,eaa9sktij53071abummj4pkwk,A. Cicale,,5733118641,140,61.8,5733118639,56,Left,5733118645,212,13.8,5733118647,213,3.86,5733118643,141,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815830085,222,1,1,22,7,duspptyvnr5kpx2iko5gerhnz,1,59.4,83.9,2025-05-17T16:21:47.707Z,2025-05-17T16:21:50Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,5733118871,140,36.4,5733118869,56,Back,5733118877,213,3.35,5733118873,141,76.4,5733118875,212,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815830169,223,1,1,22,9,duspptyvnr5kpx2iko5gerhnz,1,36.6,74.5,2025-05-17T16:21:50.202Z,2025-05-17T16:21:56Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,5733119315,1,,5733119307,140,45.4,5733119309,141,27.1,5733119311,212,33.5,5733119305,56,Back,5733119313,213,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815830247,224,1,1,22,15,duspptyvnr5kpx2iko5gerhnz,1,60.6,24.4,2025-05-17T16:21:55.898Z,2025-05-17T16:22:00Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,5733119675,213,5.13,5733119669,140,66.4,5733119673,212,15.1,5733119667,56,Right,5733119671,141,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815830299,225,1,1,22,19,duspptyvnr5kpx2iko5gerhnz,1,65.2,5.0,2025-05-17T16:22:00.266Z,2025-05-17T16:22:03Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,5733119971,141,18.8,5733119973,212,24.6,5733119967,56,Back,5733119969,140,43.5,5733119975,213,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815830339,226,1,1,22,22,duspptyvnr5kpx2iko5gerhnz,1,42.0,26.1,2025-05-17T16:22:03.498Z,2025-05-17T16:22:07Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,5733120189,141,69.1,5733120203,212,29.2,5733120185,56,Back,5733120205,213,1.55,5733120187,140,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815830371,227,1,1,22,26,duspptyvnr5kpx2iko5gerhnz,1,50.1,72.4,2025-05-17T16:22:07.242Z,2025-05-17T16:22:08Z,1xquqxm7zxe002v8dc2z46sb9,J. Engström,,5733120351,141,91.7,5733120349,140,77.1,5733120353,212,31.2,5733120347,56,Left,5733120355,213,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815830401,228,1,1,22,28,duspptyvnr5kpx2iko5gerhnz,1,77.3,91.4,2025-05-17T16:22:08.746Z,2025-05-17T16:22:12Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,,5733120541,140,84.7,5733120539,56,Left,5733120547,213,5.81,5733120543,141,85.6,5733120545,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815830417,229,1,1,22,31,duspptyvnr5kpx2iko5gerhnz,0,84.8,89.6,2025-05-17T16:22:12.010Z,2025-05-17T16:22:15Z,eaa9sktij53071abummj4pkwk,A. Cicale,,5733120647,140,83.3,5733120643,56,Left,5733120653,212,2.3,5733120657,213,3.94,5733120791,236,,5733120651,141,87.2,5733120797,286,,5733120793,233,180,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815830445,180,74,1,22,31,7efqk7uh63928il0yffxijnv7,1,22.6,12.0,2025-05-17T16:22:12.011Z,2025-05-17T16:47:09Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,5733120787,56,Back,5733120831,233,229,5733120789,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815830483,181,5,1,22,36,7efqk7uh63928il0yffxijnv7,0,29.9,-2.0,2025-05-17T16:22:16.897Z,2025-05-17T16:25:59Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,5733120945,347,,5733120943,56,Back,5733123919,233,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815830601,230,5,1,22,36,duspptyvnr5kpx2iko5gerhnz,1,70.1,102.0,2025-05-17T16:22:16.897Z,2025-05-17T16:25:59Z,eaa9sktij53071abummj4pkwk,A. Cicale,,5733121653,347,,5733121651,56,Left,5733123887,233,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815830617,231,1,1,22,45,duspptyvnr5kpx2iko5gerhnz,1,65.6,100.0,2025-05-17T16:22:26.553Z,2025-05-17T16:22:28Z,eaa9sktij53071abummj4pkwk,A. Cicale,,5733121737,56,Left,5733121743,212,10.1,5733121741,141,90.5,5733121735,107,,5733121745,213,5.40,5733121739,140,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815830623,232,50,1,22,46,duspptyvnr5kpx2iko5gerhnz,1,72.1,92.5,2025-05-17T16:22:26.690Z,2025-05-17T16:47:07Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,,5733121803,233,182,5733121767,286,,5733121763,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815830615,182,7,1,22,46,7efqk7uh63928il0yffxijnv7,1,27.9,7.5,2025-05-17T16:22:26.691Z,2025-05-17T16:47:06Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,5733121731,56,Back,5733121799,233,232,5733121733,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815830635,184,1,1,22,47,7efqk7uh63928il0yffxijnv7,1,30.8,9.2,2025-05-17T16:22:28.052Z,2025-05-17T16:22:29Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,5733121833,140,38.4,5733121837,212,10.5,5733121831,56,Back,5733121835,141,19.2,5733121839,213,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815830669,185,1,1,22,49,7efqk7uh63928il0yffxijnv7,1,37.4,24.3,2025-05-17T16:22:29.603Z,2025-05-17T16:22:32Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,5733122055,213,1.27,5733122047,56,Back,5733122053,212,26.2,5733122049,140,44.7,5733122051,141,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815830729,186,1,1,22,51,7efqk7uh63928il0yffxijnv7,1,56.6,70.3,2025-05-17T16:22:32.547Z,2025-05-17T16:22:38Z,d7od1kij5jchngdcwlvls0max,S. Kähkönen,,5733122429,213,5.74,5733122421,56,Center,5733122427,212,14.1,5733122425,141,59.6,5733122423,140,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815830707,233,83,1,22,55,duspptyvnr5kpx2iko5gerhnz,0,37.4,39.8,2025-05-17T16:22:35.705Z,2025-05-17T16:22:40Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,5733122587,399,cbceals9gkfqlywg94zzzlgb9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815830721,234,83,1,22,57,duspptyvnr5kpx2iko5gerhnz,0,35.9,38.9,2025-05-17T16:22:37.611Z,2025-05-17T16:22:39Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,5733122573,399,cbceals9gkfqlywg94zzzlgb9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815830747,187,1,1,22,57,7efqk7uh63928il0yffxijnv7,1,75.0,69.6,2025-05-17T16:22:38.259Z,2025-05-17T16:22:39Z,cbceals9gkfqlywg94zzzlgb9,F. Valenčič,,5733122509,212,4.3,5733122505,140,77.7,5733122513,213,5.43,5733122501,56,Center,5733122507,141,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815830779,188,3,1,22,59,7efqk7uh63928il0yffxijnv7,1,75.1,64.6,2025-05-17T16:22:40.507Z,2025-05-17T17:53:24Z,d7od1kij5jchngdcwlvls0max,S. Kähkönen,,5733122707,233,235,5733122675,286,,5733122673,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815830769,235,45,1,22,59,duspptyvnr5kpx2iko5gerhnz,0,24.9,35.4,2025-05-17T16:22:40.507Z,2025-05-17T17:53:24Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,5733122737,233,188,5733122637,285,,5733122635,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815830811,189,1,1,23,0,7efqk7uh63928il0yffxijnv7,1,85.9,59.4,2025-05-17T16:22:41.524Z,2025-05-17T16:23:05Z,d7od1kij5jchngdcwlvls0max,S. Kähkönen,1.0,5733122867,56,Center,5733122873,212,9.4,5733122871,141,46.9,5733124487,210,15,5733122875,213,5.15,5733124489,154,,5733122869,140,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815830819,190,15,1,23,1,7efqk7uh63928il0yffxijnv7,1,90.6,44.0,2025-05-17T16:22:42.267Z,2025-05-17T16:23:05Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,5733124065,20,,5733124501,154,,5733124519,147,47.3,5733124497,29,,5733122907,22,,5733124505,55,189,5733124495,76,,5733124515,146,98.6,5733122911,56,Center,5733122909,17,,5733124543,233,5733124511,103,236,7.0,5733124509,102,52.6,5733124513,214,,,,,,,,,,
2815830807,236,10,1,23,1,duspptyvnr5kpx2iko5gerhnz,1,4.8,51.9,2025-05-17T16:22:42.367Z,2025-05-17T16:29:37Z,45kijyqwuvgoc6hx51yueyeol,T. Marttinen,,5733122849,182,,5733124585,233,190,5733122853,56,Back,5733122843,173,,5733123071,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815830829,191,6,1,23,3,7efqk7uh63928il0yffxijnv7,1,96.3,57.6,2025-05-17T16:22:44.452Z,2025-05-17T16:26:01Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,5733122975,73,,5733122971,56,Center,5733123213,233,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815830873,237,6,1,23,3,duspptyvnr5kpx2iko5gerhnz,0,3.7,42.4,2025-05-17T16:22:44.452Z,2025-05-17T16:26:01Z,45kijyqwuvgoc6hx51yueyeol,T. Marttinen,,5733123223,233,191,5733123181,73,,5733123179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815831439,192,1,1,23,52,7efqk7uh63928il0yffxijnv7,0,99.5,99.5,2025-05-17T16:23:33.316Z,2025-05-17T16:23:35Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,5733126545,2,,5733126553,56,Center,5733126557,141,51.2,5733126551,223,,5733126549,155,,5733126563,1,,5733126547,6,,5733126555,140,97.4,5733126559,212,32.9,5733126561,213,4.65,,,,,,,,,,,,,,,,,,,,,
2815831547,239,44,1,23,55,duspptyvnr5kpx2iko5gerhnz,1,1.3,45.4,2025-05-17T16:23:35.642Z,2025-05-17T16:25:32Z,84wint64ygxx3pi5fz3mr12j8,N. Fleuriau Chateau,,5733127053,285,,5733127113,233,193,5733127051,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815831467,193,44,1,23,55,7efqk7uh63928il0yffxijnv7,0,98.7,54.6,2025-05-17T16:23:35.643Z,2025-05-17T16:25:29Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,5733126677,56,Center,5733127123,233,239,5733126679,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815831463,238,12,1,23,55,duspptyvnr5kpx2iko5gerhnz,1,4.4,45.4,2025-05-17T16:23:36.490Z,2025-05-17T16:25:34Z,84wint64ygxx3pi5fz3mr12j8,N. Fleuriau Chateau,,5733126669,140,15.1,5733126671,141,52.2,5733126695,15,,5733126675,213,0.39,5733126673,212,12.1,5733126667,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815831535,194,1,1,24,0,7efqk7uh63928il0yffxijnv7,0,86.6,20.7,2025-05-17T16:23:41.477Z,2025-05-17T16:23:42Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,5733127015,212,4.8,5733127007,155,,5733127013,141,27.7,5733127017,213,1.42,5733127005,2,,5733127011,140,87.3,5733127009,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815831551,240,43,1,24,1,duspptyvnr5kpx2iko5gerhnz,1,0.0,0.0,2025-05-17T16:23:42.500Z,2025-05-17T16:23:47Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,,5733127353,144,61,5733127071,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815831571,241,12,1,24,4,duspptyvnr5kpx2iko5gerhnz,1,4.6,82.1,2025-05-17T16:23:45.131Z,2025-05-17T16:23:46Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,,5733127239,167,,5733127219,212,12.2,5733127217,141,100.0,5733127221,213,1.55,5733127215,140,4.8,5733127213,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815831573,195,5,1,24,4,7efqk7uh63928il0yffxijnv7,1,94.3,-0.8,2025-05-17T16:23:45.268Z,2025-05-17T16:25:59Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,5733127223,56,Right,5733127285,233,242,5733127225,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815831577,242,5,1,24,4,duspptyvnr5kpx2iko5gerhnz,0,5.7,100.8,2025-05-17T16:23:45.268Z,2025-05-17T16:26:00Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,,5733127301,233,195,5733127233,56,Back,5733127235,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815831763,196,1,1,24,18,7efqk7uh63928il0yffxijnv7,1,92.7,0.0,2025-05-17T16:23:59.012Z,2025-05-17T16:24:01Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,5733128369,107,,5733128379,213,1.51,5733128371,56,Center,5733128377,212,18.4,5733128373,140,93.7,5733128375,141,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815831777,197,1,1,24,21,7efqk7uh63928il0yffxijnv7,0,93.7,25.2,2025-05-17T16:24:01.651Z,2025-05-17T16:24:02Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,5733128425,56,Center,5733128427,140,94.6,5733128423,168,,5733128431,212,6.3,5733128433,213,1.42,5733128429,141,34.3,5733128421,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815831801,243,12,1,24,22,duspptyvnr5kpx2iko5gerhnz,1,4.1,54.6,2025-05-17T16:24:03.066Z,2025-05-17T16:24:03Z,1xquqxm7zxe002v8dc2z46sb9,J. Engström,,5733128537,140,13.5,5733128563,15,,5733128543,213,5.82,5733128541,212,11.0,5733128535,56,Back,5733128539,141,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815831819,198,15,1,24,23,7efqk7uh63928il0yffxijnv7,1,80.6,45.8,2025-05-17T16:24:04.195Z,2025-05-17T16:25:00Z,cbceals9gkfqlywg94zzzlgb9,F. Valenčič,,5733132843,147,46.4,5733132847,231,48.9,5733128627,18,,5733132829,78,,5733132841,146,84.3,5733132845,230,98.4,5733132409,20,,5733132413,82,,5733132839,458,,5733132837,328,,5733132833,103,5733132407,160,19,,5733132831,102,48.8,5733132865,233,244,5733132835,108,5733132827,113,5733128629,56,Center,,
2815831825,244,10,1,24,23,duspptyvnr5kpx2iko5gerhnz,1,15.7,53.6,2025-05-17T16:24:04.295Z,2025-05-17T16:25:01Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,5733128647,94,,5733132903,233,198,5733128651,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815831839,245,43,1,24,25,duspptyvnr5kpx2iko5gerhnz,1,0.0,0.0,2025-05-17T16:24:05.818Z,2025-05-17T16:24:08Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,5733128753,56,Back,5733128751,185,0,5733128901,144,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815923527,909,12,1,24,26,duspptyvnr5kpx2iko5gerhnz,1,14.7,26.7,2025-05-17T16:24:06.557Z,2025-05-17T18:16:18Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,5733641407,212,18.4,5733641405,141,35.5,5733641403,140,31.3,5733641409,213,0.33,5733641401,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815831857,199,13,1,24,26,7efqk7uh63928il0yffxijnv7,1,74.6,54.0,2025-05-17T16:24:07.203Z,2025-05-17T16:24:15Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,5733129135,20,,5733128829,18,,5733129131,160,,5733129379,103,73.6,5733129381,215,,5733129377,102,50.6,5733129383,458,,5733129387,231,50.7,5733129375,74,,5733129385,230,98.8,5733128831,56,,,Center,,,,,,,,,,,,,,,,
2815831881,200,5,1,24,29,7efqk7uh63928il0yffxijnv7,0,100.8,54.0,2025-05-17T16:24:09.589Z,2025-05-17T16:24:15Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,5733128951,346,,5733129195,233,246,5733128949,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815831923,246,5,1,24,29,duspptyvnr5kpx2iko5gerhnz,1,-0.8,46.0,2025-05-17T16:24:09.589Z,2025-05-17T16:26:00Z,45kijyqwuvgoc6hx51yueyeol,T. Marttinen,,5733129185,233,200,5733129123,56,Back,5733129125,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815832153,248,1,1,24,49,duspptyvnr5kpx2iko5gerhnz,1,2.3,50.9,2025-05-17T16:24:29.818Z,2025-05-17T16:24:32Z,45kijyqwuvgoc6hx51yueyeol,T. Marttinen,,5733130599,56,Back,5733130607,213,0.83,5733130603,141,91.4,5733130601,140,26.2,5733130605,212,37.3,5733130613,237,,5733130609,1,,5733130597,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815832173,249,1,1,24,51,duspptyvnr5kpx2iko5gerhnz,1,26.2,91.4,2025-05-17T16:24:31.947Z,2025-05-17T16:24:33Z,1xquqxm7zxe002v8dc2z46sb9,J. Engström,,5733130759,213,5.44,5733130751,56,Back,5733130753,140,34.7,5733130757,212,13.4,5733130755,141,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815832181,250,1,1,24,52,duspptyvnr5kpx2iko5gerhnz,1,34.7,76.7,2025-05-17T16:24:33.306Z,2025-05-17T16:24:34Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,5733130805,213,0.33,5733130799,140,61.8,5733130803,212,30.1,5733130797,56,Left,5733130801,141,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815832193,251,1,1,24,53,duspptyvnr5kpx2iko5gerhnz,1,61.8,91.1,2025-05-17T16:24:33.961Z,2025-05-17T16:24:34Z,eaa9sktij53071abummj4pkwk,A. Cicale,,5733130877,141,79.6,5733130873,56,Left,5733130883,213,5.70,5733130875,140,73.2,5733130879,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815832229,252,1,1,24,54,duspptyvnr5kpx2iko5gerhnz,0,73.2,79.6,2025-05-17T16:24:34.842Z,2025-05-17T16:24:38Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,,5733131081,56,Left,5733131089,213,0.47,5733131087,212,16.5,5733131083,140,87.2,5733131085,141,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815832283,253,4,1,24,57,duspptyvnr5kpx2iko5gerhnz,1,87.8,91.0,2025-05-17T16:24:38.435Z,2025-05-17T16:47:11Z,eaa9sktij53071abummj4pkwk,A. Cicale,,5733131715,265,,5733131709,13,,5733131711,56,Left,5733131753,233,201,5733131713,152,,5733131717,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815832233,201,4,1,24,57,7efqk7uh63928il0yffxijnv7,0,12.2,9.0,2025-05-17T16:24:38.436Z,2025-05-17T16:47:11Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,5733131741,13,,5733131099,56,Back,5733131747,285,,5733131743,152,,5733131745,265,,5733131799,233,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815833319,255,1,1,26,26,duspptyvnr5kpx2iko5gerhnz,0,87.0,95.6,2025-05-17T16:26:06.715Z,2025-05-17T16:26:08Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,,5733137565,152,,5733137575,213,4.93,5733137569,140,92.5,5733137563,155,,5733137567,56,Center,5733137573,212,26.9,5733137559,2,,5733137571,141,57.0,5733137561,5,,,,,,,,,,,,,,,,,,,,,,,,,
2815833353,202,12,1,26,28,7efqk7uh63928il0yffxijnv7,1,8.3,37.7,2025-05-17T16:26:09.524Z,2025-05-17T16:26:11Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,5733137807,167,,5733137747,213,4.91,5733137743,141,0.0,5733137741,140,13.3,5733137745,212,27.2,5733137739,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815833359,203,5,1,26,30,7efqk7uh63928il0yffxijnv7,0,13.4,-1.8,2025-05-17T16:26:10.670Z,2025-05-17T16:26:12Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,5733137775,56,Back,5733137777,347,,5733137895,233,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815833369,256,5,1,26,30,duspptyvnr5kpx2iko5gerhnz,1,86.6,101.8,2025-05-17T16:26:10.670Z,2025-05-17T16:27:28Z,eaa9sktij53071abummj4pkwk,A. Cicale,,5733137861,56,Left,5733137889,233,203,5733137863,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815833477,257,1,1,26,41,duspptyvnr5kpx2iko5gerhnz,1,89.8,100.0,2025-05-17T16:26:21.753Z,2025-05-17T16:26:22Z,eaa9sktij53071abummj4pkwk,A. Cicale,,5733138517,141,93.3,5733138513,56,Left,5733138523,213,3.66,5733138511,107,,5733138515,140,80.2,5733138519,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815833555,258,1,1,26,42,duspptyvnr5kpx2iko5gerhnz,1,80.2,93.3,2025-05-17T16:26:22.841Z,2025-05-17T16:26:30Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,5733138963,212,5.2,5733138961,141,94.2,5733138959,140,85.1,5733138957,56,Left,5733138965,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815833547,204,83,1,26,48,7efqk7uh63928il0yffxijnv7,0,14.7,11.6,2025-05-17T16:26:28.773Z,2025-05-17T16:26:31Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,5733139029,399,eaa9sktij53071abummj4pkwk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815833575,205,45,1,26,49,7efqk7uh63928il0yffxijnv7,0,6.5,10.8,2025-05-17T16:26:30.426Z,2025-05-17T17:53:25Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,5733139071,233,259,5733139059,56,Back,5733139061,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815833563,259,3,1,26,49,duspptyvnr5kpx2iko5gerhnz,1,93.5,89.2,2025-05-17T16:26:30.426Z,2025-05-17T17:53:24Z,eaa9sktij53071abummj4pkwk,A. Cicale,,5733138999,286,,5733138997,56,Left,5733139067,233,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815833589,260,1,1,26,51,duspptyvnr5kpx2iko5gerhnz,0,95.6,86.5,2025-05-17T16:26:32.329Z,2025-05-17T16:26:35Z,eaa9sktij53071abummj4pkwk,A. Cicale,,5733139151,213,4.16,5733139281,233,206,5733139149,212,4.0,5733139147,141,81.5,5733139285,286,,5733139143,140,93.6,5733139279,236,,5733139141,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,
