id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/14/value,qualifier/15/value
2820363161,210,1,1,22,38,1c7dv8ays675v9kp6a04sd8pq,1,51.9,46.6,2025-05-31T16:22:57.188Z,2025-05-31T16:22:59Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,5758317573,141,21.5,5758317569,56,Back,5758317575,212,17.4,5758317571,140,48.5,5758317577,213,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363165,211,1,1,22,40,1c7dv8ays675v9kp6a04sd8pq,1,48.5,21.5,2025-05-31T16:22:58.884Z,2025-05-31T16:23:03Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,5758317609,212,23.0,5758317605,140,67.0,5758317611,213,0.57,5758317603,56,Center,5758317607,141,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363171,212,1,1,22,44,1c7dv8ays675v9kp6a04sd8pq,1,68.1,37.6,2025-05-31T16:23:03.124Z,2025-05-31T16:23:04Z,2vvnbkdgeje34aivohozzvm5l,A. Heinonen,,5758317637,140,76.1,5758317641,212,21.8,5758317635,56,Right,5758317643,213,5.11,5758317639,141,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363177,213,1,1,22,45,1c7dv8ays675v9kp6a04sd8pq,1,77.2,8.0,2025-05-31T16:23:04.404Z,2025-05-31T16:23:07Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,5758317703,141,19.1,5758317705,212,11.8,5758317699,56,Right,5758317701,140,68.5,5758317707,213,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363199,214,1,1,22,48,1c7dv8ays675v9kp6a04sd8pq,1,69.5,18.2,2025-05-31T16:23:07.366Z,2025-05-31T16:23:12Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,5758317849,1,,5758317845,212,48.2,5758317835,155,,5758317839,56,Left,5758317841,140,82.1,5758317843,141,86.3,5758317847,213,1.29,5758317837,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363205,215,1,1,22,53,1c7dv8ays675v9kp6a04sd8pq,0,87.0,90.3,2025-05-31T16:23:12.452Z,2025-05-31T16:23:14Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,5758317883,212,5.1,5758317921,236,,5758317923,233,232,5758317881,141,82.9,5758317927,286,,5758317879,140,87.8,5758317875,155,,5758317877,56,Left,5758317873,2,,5758317885,213,4.88,,,,,,,,,,,,,,,,,,,,,
2820363209,232,12,1,22,53,303582z192rnbr2x28o2t7u38,1,11.6,17.3,2025-05-31T16:23:12.552Z,2025-05-31T16:23:14Z,bl6vj48jfq2s09w7sezntwgt0,L. Möller,,5758317905,56,Back,5758317929,233,215,5758317903,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363215,216,5,1,22,56,1c7dv8ays675v9kp6a04sd8pq,1,96.2,101.3,2025-05-31T16:23:14.773Z,2025-05-31T18:04:44Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,5758317933,56,Left,5758317945,233,233,5758317935,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363217,233,5,1,22,56,303582z192rnbr2x28o2t7u38,0,3.8,-1.3,2025-05-31T16:23:14.773Z,2025-05-31T18:04:44Z,bl6vj48jfq2s09w7sezntwgt0,L. Möller,,5758317951,233,216,5758317941,347,,5758317939,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363297,217,1,1,23,19,1c7dv8ays675v9kp6a04sd8pq,1,93.3,100.0,2025-05-31T16:23:37.796Z,2025-05-31T16:23:41Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,5758318415,56,Left,5758318419,141,93.8,5758318421,212,27.7,5758318425,1,,5758318413,107,,5758318417,140,67.5,5758318423,213,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363301,218,1,1,23,23,1c7dv8ays675v9kp6a04sd8pq,1,68.9,93.2,2025-05-31T16:23:41.636Z,2025-05-31T16:23:44Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,5758318473,56,Center,5758318477,141,67.6,5758318479,212,18.4,5758318475,140,63.2,5758318481,213,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363307,219,1,1,23,25,1c7dv8ays675v9kp6a04sd8pq,1,63.4,65.8,2025-05-31T16:23:44.244Z,2025-05-31T16:23:48Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,5758318583,212,12.1,5758318579,141,70.8,5758318575,140,74.5,5758318573,56,Center,5758318587,213,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363317,220,1,1,23,31,1c7dv8ays675v9kp6a04sd8pq,1,75.2,72.4,2025-05-31T16:23:50.116Z,2025-05-31T16:39:13Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,5758318643,140,77.1,5758318647,212,7.2,5758318649,213,1.29,5758318645,141,82.6,5758318641,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363325,221,1,1,23,32,1c7dv8ays675v9kp6a04sd8pq,1,77.1,82.6,2025-05-31T16:23:50.772Z,2025-05-31T16:39:23Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,5758318687,140,86.2,5758318693,213,0.71,5758318691,212,12.7,5758318685,56,Left,5758318689,141,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363335,222,1,1,23,33,1c7dv8ays675v9kp6a04sd8pq,1,87.4,94.4,2025-05-31T16:23:52.179Z,2025-05-31T16:23:56Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,5758318757,212,26.6,5758318753,140,62.9,5758318751,56,Left,5758318755,141,84.4,5758318759,213,3.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363339,223,1,1,23,37,1c7dv8ays675v9kp6a04sd8pq,1,62.9,84.4,2025-05-31T16:23:56.388Z,2025-05-31T16:40:02Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,5758318781,56,Left,5758318787,212,16.8,5758318783,140,77.9,5758318785,141,92.9,5758318789,213,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363343,224,1,1,23,40,1c7dv8ays675v9kp6a04sd8pq,0,77.9,92.7,2025-05-31T16:23:58.853Z,2025-05-31T16:24:03Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,5758318819,1,,5758318815,212,34.6,5758318805,2,,5758318809,56,Center,5758318811,140,97.0,5758318807,155,,5758318849,233,234,5758318813,141,51.3,5758318817,213,5.33,,,,,,,,,,,,,,,,,,,,,,,,
2820363349,234,11,1,23,44,303582z192rnbr2x28o2t7u38,1,5.7,49.4,2025-05-31T16:24:02.712Z,2025-05-31T16:24:03Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,5758318847,88,,5758318845,56,Back,5758318853,233,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363385,235,1,1,23,46,303582z192rnbr2x28o2t7u38,1,13.3,55.5,2025-05-31T16:24:05.257Z,2025-05-31T16:24:11Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,5758319033,123,,5758319043,213,0.88,5758319037,140,25.2,5758319039,141,77.6,5758319035,56,Back,5758319041,212,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363399,236,1,1,23,52,303582z192rnbr2x28o2t7u38,1,31.2,75.9,2025-05-31T16:24:11.449Z,2025-05-31T16:24:13Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,5758319093,213,3.57,5758319087,140,23.6,5758319089,141,70.5,5758319085,56,Back,5758319091,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363409,237,1,1,23,55,303582z192rnbr2x28o2t7u38,1,22.7,71.8,2025-05-31T16:24:13.738Z,2025-05-31T16:24:20Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,5758319155,213,1.18,5758319149,140,25.7,5758319151,141,82.9,5758319153,212,8.2,5758319147,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363423,238,1,1,24,1,303582z192rnbr2x28o2t7u38,1,37.6,76.7,2025-05-31T16:24:20.089Z,2025-05-31T16:24:24Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,5758319233,213,4.44,5758319227,140,31.9,5758319225,56,Back,5758319231,212,22.0,5758319229,141,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363429,239,1,1,24,5,303582z192rnbr2x28o2t7u38,1,33.0,35.4,2025-05-31T16:24:24.505Z,2025-05-31T16:24:27Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,5758319277,141,24.0,5758319273,56,Back,5758319281,213,5.06,5758319275,140,35.7,5758319279,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363439,240,1,1,24,8,303582z192rnbr2x28o2t7u38,1,39.0,15.6,2025-05-31T16:24:27.402Z,2025-05-31T16:24:30Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,5758319331,141,8.8,5758319327,56,Right,5758319339,213,6.01,5758319335,212,16.9,5758319329,140,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363453,241,1,1,24,11,303582z192rnbr2x28o2t7u38,1,52.1,8.5,2025-05-31T16:24:30.185Z,2025-05-31T16:40:26Z,bl6vj48jfq2s09w7sezntwgt0,L. Möller,,5758319441,56,Back,5758319445,141,37.3,5758319449,213,2.24,5758319447,212,24.9,5758320883,155,,5758319443,140,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363455,242,1,1,24,16,303582z192rnbr2x28o2t7u38,1,45.1,48.7,2025-05-31T16:24:35.289Z,2025-05-31T16:24:37Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,5758319475,212,16.6,5758319473,141,73.0,5758319469,56,Back,5758319477,213,1.63,5758319471,140,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363457,243,1,1,24,19,303582z192rnbr2x28o2t7u38,1,44.3,77.3,2025-05-31T16:24:37.673Z,2025-05-31T16:24:39Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,5758319487,56,Left,5758319491,141,96.6,5758319489,140,59.5,5758319495,213,0.69,5758319493,212,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363469,244,1,1,24,20,303582z192rnbr2x28o2t7u38,1,59.5,96.6,2025-05-31T16:24:39.273Z,2025-05-31T16:24:43Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,5758319561,213,5.66,5758319553,56,Left,5758319555,140,72.5,5758319559,212,16.8,5758319557,141,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363475,245,1,1,24,24,303582z192rnbr2x28o2t7u38,1,72.8,92.4,2025-05-31T16:24:43.273Z,2025-05-31T16:24:46Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,5758319601,56,Left,5758319605,141,88.7,5758319609,213,6.09,5758319607,212,13.0,5758319603,140,84.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363485,246,1,1,24,27,303582z192rnbr2x28o2t7u38,1,85.4,90.9,2025-05-31T16:24:46.105Z,2025-05-31T16:24:48Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,5758319657,141,89.9,5758319659,212,6.0,5758319655,140,79.7,5758319661,213,3.25,5758319653,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363489,247,1,1,24,29,303582z192rnbr2x28o2t7u38,1,81.0,94.7,2025-05-31T16:24:48.506Z,2025-05-31T16:24:50Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,5758319707,141,91.7,5758319709,212,15.9,5758319705,140,66.0,5758319711,213,3.27,5758319703,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363517,248,1,1,24,31,303582z192rnbr2x28o2t7u38,1,63.0,88.0,2025-05-31T16:24:50.521Z,2025-05-31T16:24:55Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,5758319851,141,72.9,5758319855,213,3.90,5758319849,140,52.6,5758319847,56,Center,5758319853,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363523,249,1,1,24,37,303582z192rnbr2x28o2t7u38,1,52.1,66.3,2025-05-31T16:24:55.609Z,2025-05-31T16:24:58Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,5758319887,212,22.2,5758319881,56,Center,5758319889,213,4.70,5758319885,141,33.6,5758319883,140,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363545,250,1,1,24,39,303582z192rnbr2x28o2t7u38,1,53.5,27.3,2025-05-31T16:24:58.409Z,2025-05-31T16:25:04Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,5758320035,141,5.8,5758320039,213,5.20,5758320031,56,Right,5758320033,140,60.9,5758320037,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363559,251,1,1,24,45,303582z192rnbr2x28o2t7u38,1,61.0,4.1,2025-05-31T16:25:04.073Z,2025-05-31T16:25:07Z,bl6vj48jfq2s09w7sezntwgt0,L. Möller,,5758320093,212,18.5,5758320095,213,0.28,5758320089,140,77.9,5758320091,141,11.7,5758320087,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363571,252,1,1,24,48,303582z192rnbr2x28o2t7u38,1,92.0,26.2,2025-05-31T16:25:07.097Z,2025-05-31T16:41:13Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,1.0,5758320165,141,39.7,5758320169,213,1.88,5758325405,210,13,5758346565,195,,5758320161,56,Center,5758320163,140,89.2,5758320167,212,9.6,5758325407,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363573,253,13,1,24,50,303582z192rnbr2x28o2t7u38,1,92.0,43.6,2025-05-31T16:25:09.033Z,2025-05-31T16:41:15Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,5758325415,73,,5758325419,154,,5758325425,102,94.5,5758346371,328,,5758325429,146,97.3,5758325329,72,,5758320177,17,,5758325435,231,48.7,5758325433,230,99.3,5758325421,55,252,5758320179,56,5758320175,22,,Center,5758325427,103,5758325417,29,,5758325431,147,5758325333,153,,,,15.3,85.8,
2820363581,254,1,1,24,54,303582z192rnbr2x28o2t7u38,1,95.0,83.9,2025-05-31T16:25:12.762Z,2025-05-31T16:25:14Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,5758320225,56,Center,5758320229,141,76.9,5758320231,212,7.6,5758320233,213,3.81,5758320227,140,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363585,255,1,1,24,55,303582z192rnbr2x28o2t7u38,1,86.0,74.1,2025-05-31T16:25:14.473Z,2025-05-31T16:25:15Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,5758320253,140,86.7,5758320257,212,6.7,5758320255,141,64.3,5758320259,213,4.82,5758320251,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363591,256,1,1,24,57,303582z192rnbr2x28o2t7u38,1,86.8,64.3,2025-05-31T16:25:15.817Z,2025-05-31T16:25:16Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,5758320303,213,0.09,5758320299,141,65.5,5758320293,56,Center,5758320297,140,95.2,5758320301,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363603,257,1,1,24,58,303582z192rnbr2x28o2t7u38,1,90.4,67.3,2025-05-31T16:25:16.826Z,2025-05-31T16:25:21Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,5758320365,56,Center,5758320373,213,1.31,5758320369,141,77.6,5758320367,140,92.2,5758320371,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363615,258,1,1,25,2,303582z192rnbr2x28o2t7u38,1,93.2,82.4,2025-05-31T16:25:21.546Z,2025-05-31T16:25:24Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,5758320421,56,Left,5758320425,141,82.6,5758320429,213,3.09,5758320427,212,2.7,5758320423,140,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363621,259,1,1,25,5,303582z192rnbr2x28o2t7u38,1,84.4,82.0,2025-05-31T16:25:24.293Z,2025-05-31T16:25:25Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,5758320455,56,Center,5758320459,141,75.1,5758320461,212,6.6,5758320457,140,80.0,5758320463,213,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363625,260,1,1,25,6,303582z192rnbr2x28o2t7u38,1,80.0,75.1,2025-05-31T16:25:25.194Z,2025-05-31T16:25:26Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,5758320481,140,81.1,5758320487,213,1.38,5758320483,141,84.1,5758320479,56,Left,5758320485,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363633,261,1,1,25,7,303582z192rnbr2x28o2t7u38,1,81.1,84.1,2025-05-31T16:25:26.185Z,2025-05-31T16:25:29Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,5758320521,56,Left,5758320525,141,89.9,5758320529,213,0.58,5758320527,212,7.2,5758320523,140,86.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363637,262,1,1,25,10,303582z192rnbr2x28o2t7u38,1,89.6,89.4,2025-05-31T16:25:28.905Z,2025-05-31T16:25:30Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,5758320551,212,4.9,5758320549,141,85.6,5758320545,56,Left,5758320547,140,93.6,5758320553,213,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363639,263,61,1,25,11,303582z192rnbr2x28o2t7u38,0,93.6,85.6,2025-05-31T16:25:30.473Z,2025-05-31T16:25:30Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,5758320557,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363649,225,1,1,25,14,1c7dv8ays675v9kp6a04sd8pq,0,6.3,11.6,2025-05-31T16:25:32.789Z,2025-05-31T16:25:33Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,5758320603,213,6.08,5758320613,286,,5758320607,236,,5758320595,56,Back,5758320599,141,9.8,5758320597,140,12.1,5758320605,1,,5758320609,233,264,5758320593,157,,5758320601,212,6.2,,,,,,,,,,,,,,,,,,,,,
2820363647,264,74,1,25,14,303582z192rnbr2x28o2t7u38,1,90.0,91.4,2025-05-31T16:25:32.790Z,2025-05-31T16:25:34Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,5758320591,285,,5758320589,56,Left,5758320621,233,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363671,227,43,1,25,15,1c7dv8ays675v9kp6a04sd8pq,1,0.0,0.0,2025-05-31T16:25:34.371Z,2025-05-31T16:44:14Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,5758320767,56,Back,5758352691,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363655,226,5,1,25,16,1c7dv8ays675v9kp6a04sd8pq,1,12.8,-2.0,2025-05-31T16:25:34.635Z,2025-05-31T16:44:16Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,5758320783,233,265,5758320655,347,,5758320653,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363667,265,5,1,25,16,303582z192rnbr2x28o2t7u38,0,87.2,102.0,2025-05-31T16:25:34.635Z,2025-05-31T18:04:45Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,5758320779,233,226,5758320747,347,,5758320743,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363693,266,43,1,25,33,303582z192rnbr2x28o2t7u38,1,0.0,0.0,2025-05-31T16:25:52.217Z,2025-05-31T16:44:22Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,5758320925,107,0,5758352913,144,1,5758320929,140,87.4,5758349051,189,0,5758320933,212,15.6,5758320931,141,78.7,5758320927,56,Center,5758320935,213,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363695,228,1,1,25,37,1c7dv8ays675v9kp6a04sd8pq,1,10.1,0.0,2025-05-31T16:25:56.181Z,2025-05-31T16:45:30Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,5758355031,189,,5758353197,56,Back,5758353211,213,1.50,5758353203,141,18.0,5758353207,212,12.7,5758353199,140,11.0,5758353195,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363699,229,1,1,25,37,1c7dv8ays675v9kp6a04sd8pq,1,26.4,11.1,2025-05-31T16:25:56.293Z,2025-05-31T16:25:57Z,9c2ajg42wya1u4lh1eeye2jo4,M. Toure,,5758320963,213,1.26,5758320957,140,31.5,5758320961,212,17.4,5758320959,141,35.4,5758320955,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363705,230,1,1,25,38,1c7dv8ays675v9kp6a04sd8pq,1,31.5,35.4,2025-05-31T16:25:57.268Z,2025-05-31T16:26:00Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,5758320997,213,1.54,5758320991,140,32.4,5758320995,212,27.0,5758320989,56,Back,5758320993,141,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363719,231,1,1,25,41,1c7dv8ays675v9kp6a04sd8pq,1,32.4,75.3,2025-05-31T16:26:00.052Z,2025-05-31T16:26:06Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,5758321107,212,68.5,5758321099,155,,5758321103,140,89.9,5758321101,56,Center,5758321109,213,5.79,5758321105,141,27.7,5758321111,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363733,232,1,1,25,47,1c7dv8ays675v9kp6a04sd8pq,1,93.1,27.6,2025-05-31T16:26:06.005Z,2025-05-31T16:26:09Z,9c2ajg42wya1u4lh1eeye2jo4,M. Toure,,5758321199,140,85.4,5758321201,141,31.6,5758321197,56,Center,5758321203,212,8.5,5758321205,213,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363737,233,1,1,25,50,1c7dv8ays675v9kp6a04sd8pq,1,80.3,31.3,2025-05-31T16:26:09.284Z,2025-05-31T16:26:10Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,5758321225,212,8.7,5758321223,141,29.8,5758321227,213,3.26,5758321219,56,Center,5758321221,140,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363751,234,1,1,25,52,1c7dv8ays675v9kp6a04sd8pq,1,72.1,29.8,2025-05-31T16:26:10.788Z,2025-05-31T16:26:14Z,2vvnbkdgeje34aivohozzvm5l,A. Heinonen,,5758321291,141,17.7,5758321287,56,Right,5758321293,212,22.1,5758321295,213,5.90,5758321289,140,91.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363759,235,1,1,25,56,1c7dv8ays675v9kp6a04sd8pq,1,88.4,12.9,2025-05-31T16:26:14.613Z,2025-05-31T16:26:16Z,9c2ajg42wya1u4lh1eeye2jo4,M. Toure,,5758321325,56,Right,5758321329,141,13.2,5758321331,212,5.6,5758321327,140,83.1,5758321333,213,3.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363771,236,1,1,25,58,1c7dv8ays675v9kp6a04sd8pq,1,84.3,12.9,2025-05-31T16:26:16.852Z,2025-05-31T16:26:21Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,5758321407,141,8.2,5758321405,140,90.7,5758321409,212,7.4,5758321403,56,Right,5758321411,213,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363789,237,1,1,26,3,1c7dv8ays675v9kp6a04sd8pq,1,76.1,22.2,2025-05-31T16:26:21.669Z,2025-05-31T16:26:25Z,9c2ajg42wya1u4lh1eeye2jo4,M. Toure,,5758321537,212,8.3,5758321533,140,81.7,5758321531,56,Center,5758321535,141,30.9,5758321539,213,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363799,238,1,1,26,6,1c7dv8ays675v9kp6a04sd8pq,1,81.7,30.9,2025-05-31T16:26:25.525Z,2025-05-31T16:47:36Z,2vvnbkdgeje34aivohozzvm5l,A. Heinonen,,5758321595,140,79.3,5758321599,212,8.5,5758321593,56,Right,5758321601,213,4.41,5758321597,141,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363809,239,1,1,26,8,1c7dv8ays675v9kp6a04sd8pq,1,79.3,18.9,2025-05-31T16:26:26.805Z,2025-05-31T16:27:02Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,1.0,5758321653,140,89.5,5758322185,154,,5758321647,2,,5758321657,212,25.6,5758322183,210,15,5758321655,141,53.1,5758321659,213,1.14,5758321649,155,,5758321651,56,Center,,,,,,,,,,,,,,,,,,,,,,,,
2820363811,240,44,1,26,8,1c7dv8ays675v9kp6a04sd8pq,1,91.0,54.4,2025-05-31T16:26:27.353Z,2025-05-31T16:26:35Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,5758321681,233,267,5758321667,286,,5758321665,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820363803,267,44,1,26,8,303582z192rnbr2x28o2t7u38,0,9.0,45.6,2025-05-31T16:26:27.354Z,2025-05-31T16:26:30Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,5758321613,285,,5758321611,56,Back,5758321685,233,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
