id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2820736485,222,1,1,25,32,8eab5wbcnttsiosd1o8c71gmk,1,61.2,58.2,2025-06-01T15:56:38.027Z,2025-06-01T15:56:42Z,9wpb7yiz7zdsb7bj70ornyfis,J. Kekarainen,,,5760423259,213,5.34,5760423251,56,Center,5760423253,140,67.7,5760423255,141,44.3,5760423249,3,,5760423257,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736487,223,43,1,25,34,8eab5wbcnttsiosd1o8c71gmk,1,0.0,0.0,2025-06-01T15:56:40.091Z,2025-06-01T15:57:32Z,50pntfz4g78co2q68kno332z9,J. Tuominen,,,5760423265,286,0,5760423263,56,Center,5760423941,144,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736483,231,83,1,25,34,7efqk7uh63928il0yffxijnv7,1,30.6,53.8,2025-06-01T15:56:40.092Z,2025-06-01T15:57:31Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5760423927,399,50pntfz4g78co2q68kno332z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736493,225,4,1,25,38,8eab5wbcnttsiosd1o8c71gmk,1,74.5,35.6,2025-06-01T15:56:44.099Z,2025-06-01T16:21:10Z,50pntfz4g78co2q68kno332z9,J. Tuominen,,,5760423283,56,Center,5760423327,265,,5760423325,152,,5760423333,233,232,5760423329,286,,5760423323,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736495,232,4,1,25,38,7efqk7uh63928il0yffxijnv7,0,25.5,64.4,2025-06-01T15:56:44.100Z,2025-06-01T16:21:10Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5760423293,13,,5760423299,265,,5760423351,233,225,5760423295,56,Back,5760423301,285,,5760423297,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736613,226,15,1,26,38,8eab5wbcnttsiosd1o8c71gmk,1,74.8,31.0,2025-06-01T15:57:43.620Z,2025-06-01T15:57:49Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5760424137,147,49.1,5760424125,120,,5760424133,458,,5760424131,103,28.5,5760424065,56,Center,5760424093,20,,5760424127,79,,5760424163,233,233,5760424135,146,99.1,5760424063,18,5760424061,26,,5760424129,102,49.0,,,,,,,,,,,,,,,,,,,
2820736617,233,10,1,26,38,7efqk7uh63928il0yffxijnv7,1,2.1,50.0,2025-06-01T15:57:43.720Z,2025-06-01T15:57:49Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5760424091,56,Back,5760424141,176,,5760424087,178,,5760424179,233,226,5760424089,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736699,236,1,1,26,57,7efqk7uh63928il0yffxijnv7,1,18.1,37.4,2025-06-01T15:58:03.291Z,2025-06-01T15:58:07Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5760424555,1,,5760424551,212,57.3,5760424553,213,5.94,5760424547,140,69.5,5760424545,56,Right,5760424543,198,,5760424541,157,,5760424549,141,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736701,237,1,1,27,1,7efqk7uh63928il0yffxijnv7,0,69.5,8.9,2025-06-01T15:58:07.087Z,2025-06-01T15:58:09Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5760424569,212,9.0,5760424561,168,,5760424563,56,Right,5760424565,140,74.7,5760424559,3,,5760424567,141,19.4,5760424571,213,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736711,227,44,1,27,2,8eab5wbcnttsiosd1o8c71gmk,1,26.5,77.6,2025-06-01T15:58:08.383Z,2025-06-01T16:21:33Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5760424617,233,238,5760424601,56,Back,5760424603,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736705,238,44,1,27,2,7efqk7uh63928il0yffxijnv7,0,73.5,22.4,2025-06-01T15:58:08.384Z,2025-06-01T16:21:33Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,,5760424621,233,227,5760424587,56,Center,5760424589,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736717,228,1,1,27,3,8eab5wbcnttsiosd1o8c71gmk,1,28.6,72.7,2025-06-01T15:58:08.882Z,2025-06-01T15:58:10Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5760424629,3,,5760424633,140,36.2,5760424631,56,Back,5760424639,213,0.08,5760424635,141,73.6,5760424637,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736721,229,1,1,27,4,8eab5wbcnttsiosd1o8c71gmk,1,36.2,73.6,2025-06-01T15:58:09.642Z,2025-06-01T15:58:12Z,9wpb7yiz7zdsb7bj70ornyfis,J. Kekarainen,,,5760424687,141,69.9,5760424691,213,5.70,5760424683,56,Back,5760424689,212,4.5,5760424685,140,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736725,230,1,1,27,6,8eab5wbcnttsiosd1o8c71gmk,1,39.8,69.9,2025-06-01T15:58:12.203Z,2025-06-01T15:58:13Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5760424717,212,11.4,5760424715,141,86.0,5760424711,56,Back,5760424713,140,36.9,5760424719,213,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736729,232,1,1,27,8,8eab5wbcnttsiosd1o8c71gmk,1,36.9,86.0,2025-06-01T15:58:13.635Z,2025-06-01T15:58:14Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5760424735,140,52.9,5760424733,56,Center,5760424739,212,18.5,5760424737,141,74.5,5760424741,213,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736733,233,1,1,27,9,8eab5wbcnttsiosd1o8c71gmk,0,52.9,74.5,2025-06-01T15:58:14.594Z,2025-06-01T15:58:15Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5760424761,141,33.3,5760424763,212,29.7,5760424759,140,62.2,5760424757,56,Center,5760424765,213,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736751,240,1,1,27,11,7efqk7uh63928il0yffxijnv7,0,44.3,47.2,2025-06-01T15:58:17.210Z,2025-06-01T15:58:20Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5760424891,213,6.21,5760424893,1,,5760424887,141,42.4,5760424885,140,88.5,5760424889,212,46.5,5760424881,155,,5760424883,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736779,236,1,1,27,17,8eab5wbcnttsiosd1o8c71gmk,1,13.3,60.9,2025-06-01T15:58:22.906Z,2025-06-01T15:58:26Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5760425015,140,16.2,5760425013,56,Back,5760425021,213,1.09,5760425019,212,6.5,5760425017,141,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736803,237,1,1,27,20,8eab5wbcnttsiosd1o8c71gmk,1,19.9,69.6,2025-06-01T15:58:26.034Z,2025-06-01T15:58:33Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5760425141,141,67.8,5760425147,213,6.12,5760425137,140,26.8,5760425135,56,Back,5760425145,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736815,238,1,1,27,28,8eab5wbcnttsiosd1o8c71gmk,1,36.6,48.5,2025-06-01T15:58:33.586Z,2025-06-01T15:58:37Z,c90jak72lerrxc3kpo73cupsk,B. Ampofo,,,5760425225,212,26.1,5760425219,56,Back,5760425221,140,45.1,5760425223,141,12.5,5760425227,213,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736823,239,1,1,27,31,8eab5wbcnttsiosd1o8c71gmk,1,45.1,12.5,2025-06-01T15:58:37.379Z,2025-06-01T15:58:40Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5760425285,213,1.30,5760425281,141,25.3,5760425283,212,9.0,5760425279,140,47.4,5760425277,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736835,240,1,1,27,34,8eab5wbcnttsiosd1o8c71gmk,1,50.9,24.1,2025-06-01T15:58:40.394Z,2025-06-01T15:58:42Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5760425367,141,7.6,5760425371,213,5.37,5760425369,212,14.2,5760425363,56,Right,5760425365,140,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736857,241,1,1,27,36,8eab5wbcnttsiosd1o8c71gmk,1,58.1,8.5,2025-06-01T15:58:42.354Z,2025-06-01T15:58:45Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5760425485,213,2.58,5760425477,56,Right,5760425483,212,6.8,5760425481,141,13.8,5760425479,140,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736873,242,1,1,27,39,8eab5wbcnttsiosd1o8c71gmk,0,52.1,15.6,2025-06-01T15:58:45.330Z,2025-06-01T15:58:50Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5760425599,140,91.8,5760425607,1,,5760425597,56,Center,5760425603,212,45.3,5760425601,141,41.6,5760425595,155,,5760425605,213,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736871,241,11,1,27,44,7efqk7uh63928il0yffxijnv7,1,9.8,58.4,2025-06-01T15:58:50.062Z,2025-06-01T15:58:50Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5760425593,88,,5760425591,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736919,242,1,1,28,0,7efqk7uh63928il0yffxijnv7,0,14.9,43.1,2025-06-01T15:59:05.872Z,2025-06-01T15:59:11Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5760425845,199,,5760425857,1,,5760425849,140,60.8,5760425855,213,5.81,5760425853,212,54.2,5760425851,141,6.7,5760425847,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736925,243,4,1,28,6,8eab5wbcnttsiosd1o8c71gmk,1,40.6,93.3,2025-06-01T15:59:11.723Z,2025-06-01T16:21:11Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5760425899,294,,5760425941,233,243,5760425897,13,,5760425901,56,Back,5760425903,152,,5760425905,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736929,243,4,1,28,6,7efqk7uh63928il0yffxijnv7,0,59.4,6.7,2025-06-01T15:59:11.724Z,2025-06-01T16:21:11Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5760425935,285,,5760425929,294,,5760425933,152,,5760425931,56,Right,5760425945,233,243,5760425927,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820976033,782,17,1,28,35,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-06-01T15:59:40.654Z,2025-06-02T07:03:08Z,,,,,5761773457,283,4ukpzzpqnh7u40cdefmzrmpd5,5761773453,184,,5761773451,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737089,245,1,1,28,48,8eab5wbcnttsiosd1o8c71gmk,0,46.7,88.6,2025-06-01T15:59:54.100Z,2025-06-01T16:00:00Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5760426815,140,80.2,5760426809,196,,5760426801,5,,5760426823,1,,5760426821,213,5.42,5760426813,56,Center,5760426811,152,,5760426819,212,54.2,5760426805,155,,5760426817,141,,,,,,,,,27.9,,,,,,,,,,,,,,,,
2820737095,246,44,1,28,54,8eab5wbcnttsiosd1o8c71gmk,1,79.8,26.2,2025-06-01T16:00:00.015Z,2025-06-01T16:21:33Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5760426829,286,,5760429549,233,244,5760426827,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737087,244,44,1,28,54,7efqk7uh63928il0yffxijnv7,0,20.2,73.8,2025-06-01T16:00:00.016Z,2025-06-01T16:21:34Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5760426799,285,,5760429565,233,246,5760426797,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737549,269,1,1,28,54,8eab5wbcnttsiosd1o8c71gmk,0,74.4,28.2,2025-06-01T16:00:00.290Z,2025-06-01T16:10:29Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5760429407,3,,5760429409,56,Center,5760429415,212,3.3,5760429417,213,0.47,5760429413,141,30.4,5760429411,140,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737103,247,83,1,28,57,8eab5wbcnttsiosd1o8c71gmk,0,91.0,4.0,2025-06-01T16:00:02.921Z,2025-06-01T16:01:40Z,50pntfz4g78co2q68kno332z9,J. Tuominen,,,5760429193,399,dtdqh03syykiv1cjstn2lhkvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737099,245,61,1,28,58,7efqk7uh63928il0yffxijnv7,0,4.8,94.4,2025-06-01T16:00:03.672Z,2025-06-01T16:00:03Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5760426865,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737101,246,5,1,28,58,7efqk7uh63928il0yffxijnv7,0,9.9,102.0,2025-06-01T16:00:04.390Z,2025-06-01T16:00:08Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5760426867,56,Back,5760426869,347,,5760426913,233,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737105,248,5,1,28,58,8eab5wbcnttsiosd1o8c71gmk,1,90.1,-2.0,2025-06-01T16:00:04.390Z,2025-06-01T16:21:48Z,50pntfz4g78co2q68kno332z9,J. Tuominen,,,5760426875,56,Right,5760426895,233,246,5760426877,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737117,249,1,1,29,3,8eab5wbcnttsiosd1o8c71gmk,1,80.0,0.0,2025-06-01T16:00:09.095Z,2025-06-01T16:00:13Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5760427001,107,,5760427003,56,Right,5760427009,212,8.3,5760427005,140,73.0,5760427011,213,2.66,5760427007,141,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737121,250,1,1,29,7,8eab5wbcnttsiosd1o8c71gmk,1,71.9,5.3,2025-06-01T16:00:13.241Z,2025-06-01T16:00:23Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5760427025,212,17.5,5760427021,140,58.0,5760427023,141,19.5,5760427019,56,Right,5760427027,213,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737137,251,1,1,29,8,8eab5wbcnttsiosd1o8c71gmk,1,58.0,19.5,2025-06-01T16:00:14.346Z,2025-06-01T16:00:19Z,c90jak72lerrxc3kpo73cupsk,B. Ampofo,,,5760427117,212,8.2,5760427113,140,60.7,5760427111,56,Right,5760427119,213,5.07,5760427115,141,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737151,252,1,1,29,13,8eab5wbcnttsiosd1o8c71gmk,1,59.1,13.5,2025-06-01T16:00:19.010Z,2025-06-01T16:00:22Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5760427189,56,Back,5760427195,212,23.5,5760427197,213,2.42,5760427191,140,42.4,5760427193,141,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737183,253,1,1,29,18,8eab5wbcnttsiosd1o8c71gmk,1,42.3,35.2,2025-06-01T16:00:24.002Z,2025-06-01T16:00:30Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5760427355,140,48.8,5760427353,56,Back,5760427359,212,10.1,5760427357,141,24.3,5760427361,213,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737207,254,1,1,29,24,8eab5wbcnttsiosd1o8c71gmk,1,57.1,37.6,2025-06-01T16:00:30.114Z,2025-06-01T16:00:37Z,c90jak72lerrxc3kpo73cupsk,B. Ampofo,,,5760427497,212,24.5,5760427495,141,70.0,5760427499,213,2.03,5760427491,56,Back,5760427493,140,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737225,255,1,1,29,31,8eab5wbcnttsiosd1o8c71gmk,1,66.4,63.9,2025-06-01T16:00:37.082Z,2025-06-01T16:00:42Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5760427587,140,54.7,5760427589,141,44.2,5760427593,213,3.97,5760427591,212,18.2,5760427585,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737239,256,1,1,29,37,8eab5wbcnttsiosd1o8c71gmk,1,54.7,44.2,2025-06-01T16:00:42.561Z,2025-06-01T16:00:44Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5760427639,141,30.1,5760427635,56,Center,5760427643,213,5.04,5760427641,212,10.1,5760427637,140,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737251,257,1,1,29,39,8eab5wbcnttsiosd1o8c71gmk,1,57.8,30.1,2025-06-01T16:00:44.761Z,2025-06-01T16:10:52Z,c90jak72lerrxc3kpo73cupsk,B. Ampofo,,,5760447683,155,,5760427699,56,Center,5760427705,212,29.4,5760427707,213,0.35,5760427701,140,84.1,5760427703,141,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737253,258,61,1,29,42,8eab5wbcnttsiosd1o8c71gmk,1,84.1,45.1,2025-06-01T16:00:47.647Z,2025-06-01T16:00:48Z,9wpb7yiz7zdsb7bj70ornyfis,J. Kekarainen,,,5760427713,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737255,247,45,1,29,42,7efqk7uh63928il0yffxijnv7,0,22.0,60.8,2025-06-01T16:00:48.071Z,2025-06-01T16:11:18Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5760427759,233,259,5760427721,285,,5760427719,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737259,259,3,1,29,42,8eab5wbcnttsiosd1o8c71gmk,1,78.0,39.2,2025-06-01T16:00:48.071Z,2025-06-01T16:11:20Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5760427745,286,,5760427761,233,247,5760427743,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737289,260,1,1,29,44,8eab5wbcnttsiosd1o8c71gmk,1,76.5,34.2,2025-06-01T16:00:50.076Z,2025-06-01T16:00:55Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5760427895,141,29.7,5760427899,213,3.64,5760427891,56,Center,5760427893,140,71.1,5760427897,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737291,261,1,1,29,45,8eab5wbcnttsiosd1o8c71gmk,1,71.1,29.7,2025-06-01T16:00:50.705Z,2025-06-01T16:00:55Z,9wpb7yiz7zdsb7bj70ornyfis,J. Kekarainen,,,5760427911,141,9.5,5760427913,212,14.7,5760427909,140,66.2,5760427915,213,4.35,5760427907,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737293,262,1,1,29,47,8eab5wbcnttsiosd1o8c71gmk,1,67.6,17.0,2025-06-01T16:00:53.066Z,2025-06-01T16:00:56Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5760427935,213,2.98,5760427931,141,19.1,5760427933,212,9.1,5760427927,56,Right,5760427929,140,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737297,263,1,1,29,49,8eab5wbcnttsiosd1o8c71gmk,1,59.0,19.1,2025-06-01T16:00:54.986Z,2025-06-01T16:00:56Z,c90jak72lerrxc3kpo73cupsk,B. Ampofo,,,5760427955,141,25.5,5760427959,213,0.36,5760427951,56,Center,5760427953,140,69.9,5760427957,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737303,264,1,1,29,50,8eab5wbcnttsiosd1o8c71gmk,1,69.9,25.5,2025-06-01T16:00:55.961Z,2025-06-01T16:00:59Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5760427985,212,11.8,5760427987,213,3.51,5760427983,141,19.2,5760427981,140,59.4,5760427979,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737331,265,1,1,29,54,8eab5wbcnttsiosd1o8c71gmk,1,59.4,19.2,2025-06-01T16:00:59.625Z,2025-06-01T16:01:04Z,c90jak72lerrxc3kpo73cupsk,B. Ampofo,,,5760428109,140,52.8,5760428115,213,2.05,5760428107,56,Center,5760428111,141,38.6,5760428113,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737335,266,1,1,29,59,8eab5wbcnttsiosd1o8c71gmk,0,53.7,39.4,2025-06-01T16:01:04.554Z,2025-06-01T16:01:05Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5760428151,212,39.2,5760428153,213,0.81,5760428147,140,79.4,5760428155,1,,5760428143,155,,5760428149,141,81.2,5760428145,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737341,248,12,1,30,0,7efqk7uh63928il0yffxijnv7,1,13.6,13.4,2025-06-01T16:01:06.302Z,2025-06-01T16:01:08Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5760428183,141,14.1,5760428179,56,Back,5760428181,140,36.5,5760428189,15,,5760428187,213,0.02,5760428185,212,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737357,249,1,1,30,3,7efqk7uh63928il0yffxijnv7,1,35.2,16.5,2025-06-01T16:01:08.676Z,2025-06-01T16:01:10Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5760428239,141,38.5,5760428233,3,,5760428235,56,Back,5760428237,140,43.9,5760428241,212,17.5,5760428243,213,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737381,251,1,1,30,6,7efqk7uh63928il0yffxijnv7,1,53.3,54.2,2025-06-01T16:01:12.113Z,2025-06-01T16:01:17Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5760428393,141,78.8,5760428391,140,58.5,5760428397,213,1.26,5760428389,56,Center,5760428395,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737397,252,1,1,30,12,7efqk7uh63928il0yffxijnv7,1,70.8,75.4,2025-06-01T16:01:17.596Z,2025-06-01T16:01:20Z,d7od1kij5jchngdcwlvls0max,S. Kähkönen,,,5760428485,212,12.9,5760428479,56,Left,5760428483,141,94.2,5760428481,140,72.6,5760428487,213,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737425,253,1,1,30,15,7efqk7uh63928il0yffxijnv7,1,62.8,96.6,2025-06-01T16:01:20.565Z,2025-06-01T16:01:25Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5760428639,141,85.0,5760428635,56,Left,5760428637,140,56.0,5760428641,212,10.6,5760428643,213,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737461,254,1,1,30,19,7efqk7uh63928il0yffxijnv7,1,55.8,67.5,2025-06-01T16:01:24.907Z,2025-06-01T16:01:30Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5760428827,141,7.3,5760428833,1,,5760428831,213,5.11,5760428823,56,Right,5760428821,196,,5760428829,212,44.4,5760428819,155,,5760428825,140,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737483,255,1,1,30,24,7efqk7uh63928il0yffxijnv7,1,51.9,5.6,2025-06-01T16:01:30.344Z,2025-06-01T16:01:33Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5760428963,212,37.1,5760428961,141,42.1,5760428957,56,Back,5760428965,213,2.41,5760428959,140,25.7,5760428967,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737497,256,1,1,30,27,7efqk7uh63928il0yffxijnv7,1,25.7,42.1,2025-06-01T16:01:33.030Z,2025-06-01T16:01:36Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5760429079,212,17.1,5760429073,56,Back,5760429075,140,12.0,5760429081,213,2.57,5760429077,141,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737513,257,1,1,30,31,7efqk7uh63928il0yffxijnv7,1,12.0,55.8,2025-06-01T16:01:36.780Z,2025-06-01T16:01:40Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5760429177,140,42.9,5760429181,212,33.0,5760429183,213,0.19,5760429185,1,,5760429173,157,,5760429179,141,64.9,5760429175,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737515,258,50,1,30,34,7efqk7uh63928il0yffxijnv7,1,40.4,64.2,2025-06-01T16:01:39.687Z,2025-06-01T16:21:20Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5760429189,56,Back,5760431207,233,267,5760429191,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820737511,267,7,1,30,34,8eab5wbcnttsiosd1o8c71gmk,0,59.6,35.8,2025-06-01T16:01:39.688Z,2025-06-01T16:21:20Z,c90jak72lerrxc3kpo73cupsk,B. Ampofo,,,5760431191,233,258,5760431189,285,,5760431187,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
