id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2820688613,231,1,1,19,36,2rdnn9p03qrmmv34tyx1nahpa,0,24.8,67.2,2025-06-01T13:19:55.980Z,2025-06-01T13:19:58Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5760149727,157,,5760149735,212,15.8,5760149733,141,46.9,5760149743,1,,5760149729,56,Back,5760149739,213,5.23,5760149731,140,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820688663,134,1,1,19,41,3cbke8cbou2ms925872vk6dwx,0,66.6,62.4,2025-06-01T13:20:00.756Z,2025-06-01T13:20:04Z,anqhl7ehns6thx9ldto2jp5ud,J. Raitala,,,5760150027,155,,5760150037,141,43.9,5760150035,140,71.2,5760150039,212,13.5,5760150041,213,5.08,5760150031,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820688667,135,44,1,19,43,3cbke8cbou2ms925872vk6dwx,1,74.8,36.2,2025-06-01T13:20:02.827Z,2025-06-01T13:57:00Z,8do2uv6sab8cz1556kk5o1q1g,D. Hafstad,,,5760150085,233,232,5760150059,286,,5760150057,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820688655,232,44,1,19,43,2rdnn9p03qrmmv34tyx1nahpa,0,25.2,63.8,2025-06-01T13:20:02.828Z,2025-06-01T13:56:24Z,87xd8a3n7mtk57za6pcc5l5n9,L. Ala-Myllymäki,,,5760150065,233,135,5760149983,285,,5760149981,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820689457,147,1,1,19,44,3cbke8cbou2ms925872vk6dwx,0,69.1,42.5,2025-06-01T13:20:03.461Z,2025-06-01T13:37:57Z,8do2uv6sab8cz1556kk5o1q1g,D. Hafstad,,,5760154629,213,3.56,5760154619,3,,5760154627,212,10.0,5760154625,141,36.6,5760154621,56,Center,5760154623,140,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820688659,233,61,1,19,44,2rdnn9p03qrmmv34tyx1nahpa,1,21.6,71.5,2025-06-01T13:20:04.024Z,2025-06-01T13:38:06Z,87xd8a3n7mtk57za6pcc5l5n9,L. Ala-Myllymäki,,,5760150003,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820688671,136,61,1,19,45,3cbke8cbou2ms925872vk6dwx,1,50.0,50.0,2025-06-01T13:20:04.581Z,2025-06-01T13:22:29Z,ecuwplrj6gv5s67cg9lu342ui,O. Güneş,,,5760155409,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820695763,420,83,1,19,45,2rdnn9p03qrmmv34tyx1nahpa,0,31.3,66.0,2025-06-01T13:20:04.884Z,2025-06-01T13:38:29Z,87xd8a3n7mtk57za6pcc5l5n9,L. Ala-Myllymäki,,,5760190061,399,8do2uv6sab8cz1556kk5o1q1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820689655,152,50,1,19,46,3cbke8cbou2ms925872vk6dwx,1,70.8,36.1,2025-06-01T13:20:05.062Z,2025-06-01T13:55:38Z,8do2uv6sab8cz1556kk5o1q1g,D. Hafstad,,,5760155521,286,,5760155519,56,Center,5760155593,233,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820688677,234,7,1,19,46,2rdnn9p03qrmmv34tyx1nahpa,1,29.2,63.9,2025-06-01T13:20:05.063Z,2025-06-01T13:55:38Z,87xd8a3n7mtk57za6pcc5l5n9,L. Ala-Myllymäki,,,5760155589,233,152,5760150093,56,Back,5760150095,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820688777,236,1,1,19,51,2rdnn9p03qrmmv34tyx1nahpa,0,30.2,76.7,2025-06-01T13:20:10.332Z,2025-06-01T13:20:30Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5760150701,213,0.30,5760150693,56,Back,5760150695,140,49.5,5760150697,141,86.0,5760150699,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820688761,137,8,1,19,57,3cbke8cbou2ms925872vk6dwx,1,42.8,6.5,2025-06-01T13:20:16.869Z,2025-06-01T13:20:17Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5760150589,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820688773,138,4,1,19,58,3cbke8cbou2ms925872vk6dwx,1,43.6,10.6,2025-06-01T13:20:17.828Z,2025-06-01T13:55:33Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5760150681,152,,5760150677,13,,5760150745,233,237,5760150683,265,,5760150685,286,,5760150679,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820688779,237,4,1,19,58,2rdnn9p03qrmmv34tyx1nahpa,0,56.4,89.4,2025-06-01T13:20:17.829Z,2025-06-01T13:55:33Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5760150715,56,Left,5760150753,233,138,5760150723,285,,5760150721,265,,5760150711,13,,5760150719,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820689021,139,1,1,20,36,3cbke8cbou2ms925872vk6dwx,1,41.3,6.4,2025-06-01T13:20:55.236Z,2025-06-01T13:20:57Z,166chk5he9ehkh9col37bw3jd,O. Olufunwa,,,5760152055,140,74.3,5760152053,56,Right,5760152063,1,,5760152047,5,,5760152057,141,20.9,5760152051,152,,5760152049,155,,5760152061,213,0.28,5760152059,212,,,,36.0,,,,,,,,,,,,,,,,,,,,,
2820689051,140,1,1,20,37,3cbke8cbou2ms925872vk6dwx,0,74.8,22.1,2025-06-01T13:20:56.997Z,2025-06-01T13:21:02Z,8do2uv6sab8cz1556kk5o1q1g,D. Hafstad,,,5760152181,56,Center,5760152183,140,75.9,5760152185,141,48.8,5760152189,213,1.51,5760152179,3,,5760152187,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820689091,238,1,1,20,40,2rdnn9p03qrmmv34tyx1nahpa,0,27.0,55.4,2025-06-01T13:20:59.997Z,2025-06-01T13:21:02Z,afacx0e14xrz11u9dnbry92ei,K. Wallius,,,5760152381,3,,5760152389,212,2.9,5760152385,140,28.9,5760152383,56,Back,5760152391,213,5.49,5760152387,141,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820696163,290,61,1,20,41,3cbke8cbou2ms925872vk6dwx,0,73.6,67.3,2025-06-01T13:21:00.221Z,2025-06-01T13:41:32Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,,5760193399,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820696115,424,3,1,20,41,2rdnn9p03qrmmv34tyx1nahpa,0,37.4,51.0,2025-06-01T13:21:00.827Z,2025-06-01T13:41:33Z,87xd8a3n7mtk57za6pcc5l5n9,L. Ala-Myllymäki,,,5760193957,286,,5760193953,56,Back,5760194725,233,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820689089,141,7,1,20,41,3cbke8cbou2ms925872vk6dwx,0,62.6,49.0,2025-06-01T13:21:00.828Z,2025-06-01T13:41:34Z,ecuwplrj6gv5s67cg9lu342ui,O. Güneş,,,5760194723,285,,5760152375,56,Center,5760194719,233,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820696117,425,61,1,20,42,2rdnn9p03qrmmv34tyx1nahpa,1,29.9,46.6,2025-06-01T13:21:01.208Z,2025-06-01T13:41:35Z,87xd8a3n7mtk57za6pcc5l5n9,L. Ala-Myllymäki,,,5760194933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820689107,142,61,1,20,42,3cbke8cbou2ms925872vk6dwx,1,74.3,43.7,2025-06-01T13:21:01.916Z,2025-06-01T13:41:36Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5760152483,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820696945,319,61,1,20,43,3cbke8cbou2ms925872vk6dwx,1,71.1,44.0,2025-06-01T13:21:02.625Z,2025-06-01T13:41:40Z,8do2uv6sab8cz1556kk5o1q1g,D. Hafstad,,,5760197219,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820696165,291,3,1,20,44,3cbke8cbou2ms925872vk6dwx,0,71.2,45.7,2025-06-01T13:21:03.398Z,2025-06-01T13:42:06Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5760196731,233,239,5760195475,286,,5760195473,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820689099,239,7,1,20,44,2rdnn9p03qrmmv34tyx1nahpa,0,28.8,54.3,2025-06-01T13:21:03.399Z,2025-06-01T13:42:06Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5760152441,285,,5760152439,56,Back,5760196653,233,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820689115,143,1,1,20,45,3cbke8cbou2ms925872vk6dwx,0,77.8,32.7,2025-06-01T13:21:04.965Z,2025-06-01T13:21:05Z,8do2uv6sab8cz1556kk5o1q1g,D. Hafstad,,,5760152527,141,22.8,5760152529,212,6.8,5760152523,56,Center,5760152531,213,4.85,5760152525,140,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820689133,240,1,1,20,48,2rdnn9p03qrmmv34tyx1nahpa,0,19.5,75.9,2025-06-01T13:21:07.676Z,2025-06-01T13:21:10Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5760152607,212,0.1,5760152609,213,0.00,5760152605,141,75.9,5760152603,140,19.6,5760152601,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820689135,144,61,1,20,48,3cbke8cbou2ms925872vk6dwx,1,80.5,20.0,2025-06-01T13:21:07.951Z,2025-06-01T13:21:08Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,,5760152615,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820689139,145,83,1,20,50,3cbke8cbou2ms925872vk6dwx,0,67.0,43.1,2025-06-01T13:21:10.004Z,2025-06-01T13:21:37Z,bbdoe533sbua0ikwxa8ldo91x,A. Kabashi,,,5760152741,399,a30y638aa4uo6vudqgrcjvpat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820689151,242,43,1,20,52,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-06-01T13:21:11.309Z,2025-06-01T13:21:19Z,7wysiv77u3wt6pk31uzzl7dre,T. Hytönen,,,5760152711,56,Back,5760153187,144,50,5760152713,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820689287,243,4,1,20,54,2rdnn9p03qrmmv34tyx1nahpa,1,30.8,51.4,2025-06-01T13:21:13.204Z,2025-06-01T13:55:34Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5760153539,13,,5760153541,56,Back,5760153547,285,,5760153545,265,,5760198889,233,146,5760153543,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820689167,146,4,1,20,54,3cbke8cbou2ms925872vk6dwx,0,69.2,48.6,2025-06-01T13:21:13.205Z,2025-06-01T13:55:34Z,bbdoe533sbua0ikwxa8ldo91x,A. Kabashi,,,5760198927,233,243,5760152879,56,Center,5760152889,286,,5760152877,13,,5760152885,265,,5760152881,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820689521,244,1,1,21,40,2rdnn9p03qrmmv34tyx1nahpa,1,30.4,54.8,2025-06-01T13:21:59.404Z,2025-06-01T13:22:03Z,5h0xmzqj69qpakvv8b3gfin6d,O. Virtanen,,,5760154721,152,,5760154731,213,0.21,5760154719,155,,5760154729,212,44.8,5760154723,56,Center,5760154725,140,72.1,5760154733,1,,5760154727,141,68.8,5760154717,5,,,,,,,,,,,,,,,,,,,,,,,,,
2820689565,245,1,1,21,43,2rdnn9p03qrmmv34tyx1nahpa,0,77.2,69.6,2025-06-01T13:22:03.020Z,2025-06-01T13:22:10Z,7wysiv77u3wt6pk31uzzl7dre,T. Hytönen,,,5760154991,213,2.92,5760154987,141,71.7,5760154983,56,Center,5760154985,140,71.1,5760154989,212,6.6,5760154981,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820689539,148,44,1,21,45,3cbke8cbou2ms925872vk6dwx,1,26.7,24.8,2025-06-01T13:22:04.230Z,2025-06-01T13:57:00Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5760154839,56,Back,5760155305,233,246,5760154841,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820689571,246,44,1,21,45,2rdnn9p03qrmmv34tyx1nahpa,0,73.3,75.2,2025-06-01T13:22:04.231Z,2025-06-01T13:57:00Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5760155309,233,148,5760155027,56,Center,5760155029,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820689557,149,1,1,21,45,3cbke8cbou2ms925872vk6dwx,1,23.1,18.8,2025-06-01T13:22:04.726Z,2025-06-01T13:22:08Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5760154951,140,31.6,5760154953,141,19.1,5760154955,212,8.9,5760154957,213,0.02,5760154947,3,,5760154949,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820689561,150,50,1,21,47,3cbke8cbou2ms925872vk6dwx,1,38.0,25.4,2025-06-01T13:22:06.355Z,2025-06-01T13:55:39Z,8do2uv6sab8cz1556kk5o1q1g,D. Hafstad,,,5760201219,233,247,5760154975,56,Back,5760155849,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820689587,247,7,1,21,47,2rdnn9p03qrmmv34tyx1nahpa,0,62.0,74.6,2025-06-01T13:22:06.356Z,2025-06-01T13:55:39Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5760201199,233,150,5760155103,56,Center,5760201185,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820697879,351,61,1,21,47,3cbke8cbou2ms925872vk6dwx,1,37.7,28.9,2025-06-01T13:22:06.478Z,2025-06-01T13:43:36Z,8do2uv6sab8cz1556kk5o1q1g,D. Hafstad,,,5760202141,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820689591,248,4,1,21,50,2rdnn9p03qrmmv34tyx1nahpa,1,64.4,76.0,2025-06-01T13:22:09.332Z,2025-06-01T13:22:16Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5760155133,152,,5760155135,265,,5760155137,286,,5760155131,56,Center,5760155139,233,151,5760155129,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820689563,151,4,1,21,50,3cbke8cbou2ms925872vk6dwx,0,35.6,24.0,2025-06-01T13:22:09.333Z,2025-06-01T13:22:16Z,8do2uv6sab8cz1556kk5o1q1g,D. Hafstad,,,5760154997,56,Back,5760155001,265,,5760154995,13,,5760155003,285,,5760154999,152,,5760155157,233,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820689853,249,1,1,22,33,2rdnn9p03qrmmv34tyx1nahpa,1,69.0,75.4,2025-06-01T13:22:52.060Z,2025-06-01T13:22:55Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5760156539,56,Left,5760156541,140,82.3,5760156537,152,,5760156547,213,0.66,5760156533,5,,5760156543,141,91.2,5760156545,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820689855,250,61,1,22,36,2rdnn9p03qrmmv34tyx1nahpa,0,85.0,89.0,2025-06-01T13:22:55.275Z,2025-06-01T13:22:55Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5760156551,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820689919,153,12,1,22,38,3cbke8cbou2ms925872vk6dwx,1,15.8,29.4,2025-06-01T13:22:57.719Z,2025-06-01T13:23:03Z,ecuwplrj6gv5s67cg9lu342ui,O. Güneş,,,5760156869,212,68.6,5760156867,141,0.0,5760156871,213,5.97,5760156863,56,Right,5760156879,167,,5760156865,140,77.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820689921,154,5,1,22,43,3cbke8cbou2ms925872vk6dwx,0,78.2,-1.6,2025-06-01T13:23:02.350Z,2025-06-01T13:23:05Z,ecuwplrj6gv5s67cg9lu342ui,O. Güneş,,,5760156917,233,251,5760156875,347,,5760156873,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820689925,251,5,1,22,43,2rdnn9p03qrmmv34tyx1nahpa,1,21.8,101.6,2025-06-01T13:23:02.350Z,2025-06-01T13:50:38Z,5h0xmzqj69qpakvv8b3gfin6d,O. Virtanen,,,5760156895,56,Back,5760156911,233,154,5760156897,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820690101,252,1,1,23,10,2rdnn9p03qrmmv34tyx1nahpa,0,26.6,100.0,2025-06-01T13:23:29.052Z,2025-06-01T13:23:31Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5760157871,213,6.19,5760157873,1,,5760157867,141,97.5,5760157869,212,32.0,5760157865,140,57.0,5760157863,56,Left,5760157861,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820690107,155,8,1,23,12,3cbke8cbou2ms925872vk6dwx,1,45.3,7.6,2025-06-01T13:23:31.142Z,2025-06-01T13:25:27Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5760157893,56,Back,5760157949,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820690141,156,5,1,23,15,3cbke8cbou2ms925872vk6dwx,0,40.3,-1.8,2025-06-01T13:23:34.556Z,2025-06-01T13:50:38Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5760158087,56,Back,5760158089,347,,5760158097,233,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820690137,253,5,1,23,15,2rdnn9p03qrmmv34tyx1nahpa,1,59.7,101.8,2025-06-01T13:23:34.556Z,2025-06-01T13:50:38Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5760158063,56,Left,5760158065,347,,5760158091,233,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820690163,254,1,1,23,16,2rdnn9p03qrmmv34tyx1nahpa,1,61.0,100.0,2025-06-01T13:23:35.885Z,2025-06-01T13:23:41Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5760158207,140,83.6,5760158217,213,5.87,5760158215,212,26.0,5760158203,107,,5760158205,56,Left,5760158219,1,,5760158211,141,85.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820690173,255,1,1,23,21,2rdnn9p03qrmmv34tyx1nahpa,0,86.7,75.7,2025-06-01T13:23:40.924Z,2025-06-01T13:23:41Z,7wysiv77u3wt6pk31uzzl7dre,T. Hytönen,,,5760158257,56,Center,5760158265,213,4.22,5760158259,140,82.3,5760158261,141,62.9,5760158263,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820690195,157,12,1,23,23,3cbke8cbou2ms925872vk6dwx,1,15.5,32.1,2025-06-01T13:23:42.517Z,2025-06-01T13:23:44Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5760158367,213,5.83,5760158365,212,28.0,5760158359,56,Back,5760158363,141,14.1,5760158361,140,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820690199,256,83,1,23,25,2rdnn9p03qrmmv34tyx1nahpa,0,57.5,80.6,2025-06-01T13:23:44.972Z,2025-06-01T13:23:53Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5760158721,399,8do2uv6sab8cz1556kk5o1q1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820690209,257,83,1,23,26,2rdnn9p03qrmmv34tyx1nahpa,0,55.7,83.8,2025-06-01T13:23:45.776Z,2025-06-01T13:23:53Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5760158687,399,8do2uv6sab8cz1556kk5o1q1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820690217,258,83,1,23,28,2rdnn9p03qrmmv34tyx1nahpa,0,52.5,86.2,2025-06-01T13:23:47.452Z,2025-06-01T13:23:53Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5760158683,399,8do2uv6sab8cz1556kk5o1q1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820690247,159,1,1,23,31,3cbke8cbou2ms925872vk6dwx,1,63.0,4.6,2025-06-01T13:23:50.822Z,2025-06-01T13:23:52Z,8do2uv6sab8cz1556kk5o1q1g,D. Hafstad,,,5760158645,212,18.0,5760158643,141,3.4,5760158647,213,3.19,5760158641,140,45.9,5760158639,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820690257,160,1,1,23,33,3cbke8cbou2ms925872vk6dwx,1,45.8,3.4,2025-06-01T13:23:52.070Z,2025-06-01T13:23:53Z,166chk5he9ehkh9col37bw3jd,O. Olufunwa,,,5760158707,56,Center,5760158709,140,52.1,5760158713,212,15.9,5760158711,141,24.7,5760158715,213,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820690263,161,1,1,23,34,3cbke8cbou2ms925872vk6dwx,1,51.4,25.0,2025-06-01T13:23:53.590Z,2025-06-01T13:23:55Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5760158753,56,Back,5760158755,140,38.9,5760158757,141,31.2,5760158759,212,13.8,5760158761,213,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820690273,162,1,1,23,35,3cbke8cbou2ms925872vk6dwx,1,38.9,31.2,2025-06-01T13:23:54.918Z,2025-06-01T13:23:56Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5760158827,212,9.8,5760158823,140,45.3,5760158825,141,41.6,5760158829,213,0.81,5760158821,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820690283,163,1,1,23,37,3cbke8cbou2ms925872vk6dwx,1,45.8,40.0,2025-06-01T13:23:56.485Z,2025-06-01T13:23:59Z,bbdoe533sbua0ikwxa8ldo91x,A. Kabashi,,,5760158865,141,69.1,5760158861,56,Back,5760158863,140,34.2,5760158869,213,2.12,5760158867,212,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820690293,164,1,1,23,40,3cbke8cbou2ms925872vk6dwx,1,34.4,69.1,2025-06-01T13:23:59.078Z,2025-06-01T13:24:01Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5760158945,213,0.92,5760158943,212,19.7,5760158937,56,Back,5760158941,141,92.1,5760158939,140,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820690331,165,1,1,23,42,3cbke8cbou2ms925872vk6dwx,1,46.6,87.5,2025-06-01T13:24:01.077Z,2025-06-01T13:24:05Z,anqhl7ehns6thx9ldto2jp5ud,J. Raitala,,,5760159145,140,24.8,5760159151,213,3.77,5760159143,56,Back,5760159149,212,28.4,5760159147,141,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820690341,166,1,1,23,47,3cbke8cbou2ms925872vk6dwx,1,24.6,66.4,2025-06-01T13:24:06.598Z,2025-06-01T13:24:07Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5760159209,140,34.5,5760159207,56,Back,5760159215,213,5.63,5760159211,141,54.6,5760159213,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820690351,167,1,1,23,48,3cbke8cbou2ms925872vk6dwx,1,34.7,53.9,2025-06-01T13:24:07.446Z,2025-06-01T13:24:09Z,bbdoe533sbua0ikwxa8ldo91x,A. Kabashi,,,5760159287,213,5.66,5760159279,56,Back,5760159283,141,40.6,5760159281,140,46.6,5760159285,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820690359,168,1,1,23,50,3cbke8cbou2ms925872vk6dwx,1,46.6,40.6,2025-06-01T13:24:09.350Z,2025-06-01T13:24:14Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5760159321,141,39.1,5760159329,213,3.17,5760159435,1,,5760159313,56,Back,5760159325,212,37.8,5760159317,140,10.6,5760159347,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820690393,169,1,1,23,54,3cbke8cbou2ms925872vk6dwx,1,10.4,41.2,2025-06-01T13:24:13.942Z,2025-06-01T13:24:16Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,,5760159519,140,23.5,5760159521,141,34.3,5760159517,56,Back,5760159525,213,5.95,5760159523,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820690413,170,1,1,23,57,3cbke8cbou2ms925872vk6dwx,1,23.5,34.3,2025-06-01T13:24:16.118Z,2025-06-01T13:24:20Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5760159629,141,47.6,5760159627,140,6.8,5760159633,213,2.67,5760159625,56,Back,5760159631,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820690475,171,1,1,24,0,3cbke8cbou2ms925872vk6dwx,1,7.0,42.4,2025-06-01T13:24:19.878Z,2025-06-01T13:24:26Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,,5760159983,140,33.2,5760159985,141,4.9,5760159987,212,37.5,5760159979,155,,5760159991,1,,5760159981,56,Back,5760159989,213,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
