id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2809363501,133,1,1,16,7,303582z192rnbr2x28o2t7u38,1,74.8,6.8,2025-05-03T14:17:06.071Z,2025-05-03T14:17:10Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5697447997,213,2.95,5697447993,212,7.3,5697447991,141,8.8,5697447989,140,68.0,5697447985,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809363535,134,1,1,16,10,303582z192rnbr2x28o2t7u38,1,68.0,8.8,2025-05-03T14:17:09.812Z,2025-05-03T14:17:11Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5697448193,140,66.0,5697448199,212,17.0,5697448197,141,33.6,5697448189,56,Center,5697448203,213,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809363577,135,1,1,16,11,303582z192rnbr2x28o2t7u38,1,66.0,33.6,2025-05-03T14:17:10.858Z,2025-05-03T14:17:12Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5697448431,141,58.7,5697448433,212,17.4,5697448429,140,62.6,5697448427,56,Center,5697448435,213,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809363617,136,1,1,16,13,303582z192rnbr2x28o2t7u38,1,63.6,59.1,2025-05-03T14:17:12.176Z,2025-05-03T14:17:14Z,c9yprnk5bqte686eqdm42oic5,D. O'Shaughnessy,,,5697448611,56,Center,5697448613,140,76.2,5697448617,212,13.2,5697448619,213,6.23,5697448615,141,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809363657,137,1,1,16,14,303582z192rnbr2x28o2t7u38,1,76.2,58.1,2025-05-03T14:17:13.557Z,2025-05-03T14:17:15Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5697448849,212,14.7,5697448845,141,58.2,5697448939,156,,5697448837,56,Center,5697448839,140,62.2,5697448853,213,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809363733,138,1,1,16,16,303582z192rnbr2x28o2t7u38,1,62.2,58.2,2025-05-03T14:17:15.166Z,2025-05-03T14:17:17Z,c9yprnk5bqte686eqdm42oic5,D. O'Shaughnessy,,,5697449265,141,46.3,5697449269,212,8.9,5697449261,140,58.6,5697449271,213,4.28,5697449257,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809363843,139,1,1,16,17,303582z192rnbr2x28o2t7u38,1,57.6,46.3,2025-05-03T14:17:16.857Z,2025-05-03T14:17:20Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5697449835,213,5.97,5697449833,212,14.4,5697449825,56,Center,5697449827,140,70.6,5697449831,141,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809363947,140,1,1,16,20,303582z192rnbr2x28o2t7u38,1,73.5,53.0,2025-05-03T14:17:19.676Z,2025-05-03T14:17:22Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5697450341,212,7.0,5697450337,140,76.1,5697450335,56,Center,5697450339,141,62.4,5697450343,213,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809364067,141,1,1,16,23,303582z192rnbr2x28o2t7u38,1,75.5,62.4,2025-05-03T14:17:22.357Z,2025-05-03T14:17:26Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5697450987,212,8.9,5697450985,141,52.8,5697450989,213,3.96,5697450983,140,69.7,5697450981,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809364219,142,1,1,16,27,303582z192rnbr2x28o2t7u38,1,71.5,57.3,2025-05-03T14:17:26.340Z,2025-05-03T14:17:31Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5697451773,141,40.1,5697451769,56,Center,5697451775,212,13.8,5697451779,213,5.27,5697451771,140,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809364285,143,1,1,16,32,303582z192rnbr2x28o2t7u38,1,75.9,34.9,2025-05-03T14:17:31.338Z,2025-05-03T14:17:33Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5697452123,213,0.23,5697452117,140,87.5,5697452119,141,39.1,5697452113,56,Center,5697452121,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809364411,144,1,1,16,34,303582z192rnbr2x28o2t7u38,1,87.5,39.1,2025-05-03T14:17:33.388Z,2025-05-03T14:17:37Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5697452671,140,88.5,5697452669,56,Center,5697452673,141,35.7,5697452677,213,5.14,5697452675,212,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809364415,145,61,1,16,36,303582z192rnbr2x28o2t7u38,0,88.6,26.4,2025-05-03T14:17:35.485Z,2025-05-03T14:47:15Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5697452697,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809364435,172,12,1,16,37,8eab5wbcnttsiosd1o8c71gmk,1,6.6,68.2,2025-05-03T14:17:36.142Z,2025-05-03T14:17:38Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5697452753,141,100.0,5697452833,167,,5697452759,213,1.22,5697452755,212,24.5,5697452751,140,14.6,5697452749,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809364489,146,5,1,16,38,303582z192rnbr2x28o2t7u38,1,83.6,-2.0,2025-05-03T14:17:37.464Z,2025-05-03T15:04:03Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5697453039,56,Right,5697453067,233,173,5697453041,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809364447,173,5,1,16,38,8eab5wbcnttsiosd1o8c71gmk,0,16.4,102.0,2025-05-03T14:17:37.464Z,2025-05-03T14:17:42Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5697452799,56,Back,5697452801,347,,5697453109,233,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809364725,147,1,1,16,45,303582z192rnbr2x28o2t7u38,1,80.5,0.0,2025-05-03T14:17:44.902Z,2025-05-03T14:17:46Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5697454311,141,7.6,5697454315,213,2.66,5697454309,140,68.7,5697454313,212,14.0,5697454305,107,,5697454307,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809364763,148,1,1,16,46,303582z192rnbr2x28o2t7u38,1,68.7,7.6,2025-05-03T14:17:45.862Z,2025-05-03T14:17:47Z,c9yprnk5bqte686eqdm42oic5,D. O'Shaughnessy,,,5697454531,141,29.7,5697454535,213,2.26,5697454533,212,19.5,5697454529,140,56.9,5697454527,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809364865,149,1,1,16,48,303582z192rnbr2x28o2t7u38,1,56.3,29.5,2025-05-03T14:17:47.071Z,2025-05-03T14:17:50Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5697455175,141,37.3,5697455179,213,0.30,5697455177,212,17.8,5697455173,140,72.5,5697455169,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809364881,150,61,1,16,50,303582z192rnbr2x28o2t7u38,0,72.5,37.3,2025-05-03T14:17:49.964Z,2025-05-03T14:17:50Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5697455245,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809365151,176,1,1,16,52,8eab5wbcnttsiosd1o8c71gmk,1,29.2,66.4,2025-05-03T14:17:51.630Z,2025-05-03T14:17:56Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5697456601,141,81.8,5697456605,212,10.5,5697456609,213,1.66,5697456599,140,28.3,5697456595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809365317,177,1,1,16,57,8eab5wbcnttsiosd1o8c71gmk,1,24.0,86.9,2025-05-03T14:17:56.543Z,2025-05-03T14:18:01Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5697457477,141,70.3,5697457475,140,3.1,5697457479,212,24.7,5697457473,56,Back,5697457483,213,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809365401,178,1,1,17,2,8eab5wbcnttsiosd1o8c71gmk,0,2.2,59.9,2025-05-03T14:18:01.182Z,2025-05-03T14:18:03Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5697457969,213,0.05,5697457967,212,40.8,5697457959,140,41.0,5697457957,56,Back,5697457971,1,,5697457953,157,,5697457961,141,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809365507,153,1,1,17,3,303582z192rnbr2x28o2t7u38,1,65.3,43.4,2025-05-03T14:18:02.789Z,2025-05-03T14:18:06Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5697458613,213,5.12,5697458603,56,Right,5697458607,141,17.4,5697458605,140,72.6,5697458611,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809365659,154,1,1,17,6,303582z192rnbr2x28o2t7u38,1,74.5,16.5,2025-05-03T14:18:05.828Z,2025-05-03T14:18:10Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5697459531,212,18.7,5697459523,56,Center,5697459525,140,91.3,5697459529,141,25.6,5697459521,155,,5697459535,213,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809365705,155,1,1,17,10,303582z192rnbr2x28o2t7u38,0,95.0,22.2,2025-05-03T14:18:09.923Z,2025-05-03T14:18:13Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5697459767,56,Center,5697459769,140,96.7,5697459773,212,13.3,5697459775,213,1.44,5697459763,2,,5697459771,141,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809366199,180,1,1,17,21,8eab5wbcnttsiosd1o8c71gmk,1,10.9,49.3,2025-05-03T14:18:20.830Z,2025-05-03T14:18:26Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5697462501,56,Back,5697462503,140,11.1,5697462507,212,10.7,5697462509,213,4.73,5697462505,141,33.6,5697462499,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809366313,181,1,1,17,27,8eab5wbcnttsiosd1o8c71gmk,0,12.7,31.8,2025-05-03T14:18:26.367Z,2025-05-03T14:18:30Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5697463143,1,,5697463131,155,,5697463137,141,39.8,5697463135,140,54.0,5697463139,212,43.7,5697463133,56,Center,5697463141,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809366391,157,1,1,17,31,303582z192rnbr2x28o2t7u38,1,50.1,62.4,2025-05-03T14:18:30.759Z,2025-05-03T14:18:32Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5697463563,141,50.3,5697463567,213,5.61,5697463565,212,13.2,5697463561,140,59.9,5697463559,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809366439,158,1,1,17,33,303582z192rnbr2x28o2t7u38,1,59.9,50.3,2025-05-03T14:18:32.483Z,2025-05-03T14:18:34Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5697463811,212,9.9,5697463807,140,68.7,5697463813,213,5.92,5697463805,56,Center,5697463809,141,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809366663,159,1,1,17,34,303582z192rnbr2x28o2t7u38,1,68.7,45.2,2025-05-03T14:18:33.975Z,2025-05-03T14:18:41Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5697465089,213,4.91,5697465085,212,8.5,5697465075,56,Center,5697465077,140,70.3,5697465081,141,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809366747,160,1,1,17,41,303582z192rnbr2x28o2t7u38,1,69.0,32.4,2025-05-03T14:18:40.831Z,2025-05-03T14:18:43Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5697465501,56,Right,5697465511,212,18.0,5697465515,213,4.91,5697465505,140,72.4,5697465509,141,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809366797,161,1,1,17,44,303582z192rnbr2x28o2t7u38,1,74.6,6.1,2025-05-03T14:18:43.392Z,2025-05-03T14:18:45Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5697465737,56,Right,5697465739,140,71.4,5697465741,141,13.8,5697465743,212,6.2,5697465745,213,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809366847,162,1,1,17,45,303582z192rnbr2x28o2t7u38,1,71.4,13.8,2025-05-03T14:18:44.918Z,2025-05-03T14:18:47Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5697465983,213,2.21,5697465975,56,Center,5697465979,141,34.6,5697465977,140,61.3,5697465981,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809366909,163,1,1,17,47,303582z192rnbr2x28o2t7u38,1,60.7,36.7,2025-05-03T14:18:46.652Z,2025-05-03T14:18:48Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5697466303,212,16.9,5697466299,141,39.8,5697466307,213,0.12,5697466287,56,Center,5697466293,140,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809367029,164,1,1,17,48,303582z192rnbr2x28o2t7u38,1,73.0,40.0,2025-05-03T14:18:48.039Z,2025-05-03T14:18:51Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5697467057,56,Center,5697467059,140,67.7,5697467061,141,66.0,5697467065,213,1.88,5697467063,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809367115,165,1,1,17,52,303582z192rnbr2x28o2t7u38,1,67.1,67.8,2025-05-03T14:18:51.327Z,2025-05-03T14:18:55Z,c9yprnk5bqte686eqdm42oic5,D. O'Shaughnessy,,,5697467541,56,Center,5697467543,140,56.4,5697467549,213,4.08,5697467545,141,45.4,5697467547,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809367219,166,1,1,17,55,303582z192rnbr2x28o2t7u38,1,56.4,45.4,2025-05-03T14:18:54.551Z,2025-05-03T14:18:58Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5697468141,141,49.6,5697468137,56,Center,5697468139,140,88.3,5697468135,155,,5697468143,212,33.6,5697468147,1,,5697468145,213,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809367227,167,61,1,17,59,303582z192rnbr2x28o2t7u38,0,88.3,48.7,2025-05-03T14:18:58.125Z,2025-05-03T14:18:58Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5697468173,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809367293,182,12,1,18,0,8eab5wbcnttsiosd1o8c71gmk,1,14.7,48.1,2025-05-03T14:18:59.070Z,2025-05-03T14:19:01Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5697468571,141,0.0,5697468689,167,,5697468567,56,Back,5697468573,212,48.6,5697468569,140,47.9,5697468575,213,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809367471,168,5,1,18,1,303582z192rnbr2x28o2t7u38,1,46.8,101.8,2025-05-03T14:19:01.053Z,2025-05-03T15:04:03Z,c9yprnk5bqte686eqdm42oic5,D. O'Shaughnessy,,,5697469531,233,183,5697469499,56,Back,5697469503,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809367309,183,5,1,18,1,8eab5wbcnttsiosd1o8c71gmk,0,53.2,-1.8,2025-05-03T14:19:01.053Z,2025-05-03T14:19:10Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5697468665,56,Right,5697468667,347,,5697469591,233,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809367555,169,1,1,18,8,303582z192rnbr2x28o2t7u38,1,38.9,100.0,2025-05-03T14:19:07.351Z,2025-05-03T14:19:10Z,c9yprnk5bqte686eqdm42oic5,D. O'Shaughnessy,,,5697470005,56,Back,5697470013,141,77.3,5697470009,140,34.6,5697470019,212,17.4,5697470023,213,4.45,5697470001,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809367765,170,1,1,18,9,303582z192rnbr2x28o2t7u38,1,34.7,77.5,2025-05-03T14:19:08.846Z,2025-05-03T14:19:16Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5697471167,212,13.4,5697471163,141,57.9,5697471159,56,Back,5697471171,213,4.79,5697471161,140,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809367821,171,1,1,18,17,303582z192rnbr2x28o2t7u38,1,39.8,62.9,2025-05-03T14:19:16.271Z,2025-05-03T14:19:18Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5697471579,141,59.6,5697471575,56,Center,5697471577,140,64.9,5697471581,212,26.5,5697471583,213,6.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809367865,172,1,1,18,19,303582z192rnbr2x28o2t7u38,0,64.9,59.6,2025-05-03T14:19:18.095Z,2025-05-03T14:19:20Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5697471871,155,,5697471873,56,Center,5697471877,141,41.6,5697471881,213,4.52,5697471875,140,62.6,5697471879,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809369227,187,8,1,18,21,8eab5wbcnttsiosd1o8c71gmk,1,43.6,34.2,2025-05-03T14:19:20.702Z,2025-05-03T14:20:12Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5697479821,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809367907,184,61,1,18,22,8eab5wbcnttsiosd1o8c71gmk,0,46.5,56.3,2025-05-03T14:19:21.406Z,2025-05-03T14:20:14Z,50pntfz4g78co2q68kno332z9,J. Tuominen,,,5697472133,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809368007,174,1,1,18,23,303582z192rnbr2x28o2t7u38,1,60.0,35.2,2025-05-03T14:19:22.184Z,2025-05-03T14:19:26Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5697472701,140,68.9,5697472707,212,16.8,5697472705,141,14.6,5697472709,213,5.30,5697472699,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809369569,188,83,1,18,23,8eab5wbcnttsiosd1o8c71gmk,0,46.1,59.4,2025-05-03T14:19:22.197Z,2025-05-03T14:20:24Z,50pntfz4g78co2q68kno332z9,J. Tuominen,,,5697482477,399,19xsgxk4g4gf1ickmbc92uzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809368031,175,1,1,18,26,303582z192rnbr2x28o2t7u38,1,68.6,16.2,2025-05-03T14:19:25.560Z,2025-05-03T14:19:27Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5697472841,212,11.6,5697472837,140,66.0,5697472835,56,Center,5697472839,141,32.8,5697472843,213,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809368091,176,1,1,18,27,303582z192rnbr2x28o2t7u38,1,66.0,32.8,2025-05-03T14:19:26.829Z,2025-05-03T14:19:29Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5697473201,140,70.1,5697473197,56,Center,5697473213,213,5.48,5697473209,212,6.2,5697473205,141,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809368145,177,3,1,18,30,303582z192rnbr2x28o2t7u38,1,69.5,27.3,2025-05-03T14:19:29.289Z,2025-05-03T15:24:04Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5697473491,56,Center,5697473589,233,185,5697473493,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809368111,185,45,1,18,30,8eab5wbcnttsiosd1o8c71gmk,0,30.5,72.7,2025-05-03T14:19:29.289Z,2025-05-03T15:24:04Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5697473309,285,,5697473307,56,Back,5697473623,233,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809368345,178,1,1,18,32,303582z192rnbr2x28o2t7u38,1,73.7,20.1,2025-05-03T14:19:31.315Z,2025-05-03T14:19:39Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5697474721,141,11.1,5697474725,213,5.69,5697474717,56,Right,5697474723,212,10.9,5697474719,140,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809368349,179,4,1,18,40,303582z192rnbr2x28o2t7u38,1,96.8,4.5,2025-05-03T14:19:39.446Z,2025-05-03T14:19:48Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5697476017,233,186,5697474885,13,,5697475975,294,,5697474889,152,,5697474893,286,,5697474887,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809368401,186,4,1,18,40,8eab5wbcnttsiosd1o8c71gmk,0,3.2,95.5,2025-05-03T14:19:39.447Z,2025-05-03T14:19:48Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5697475373,56,Back,5697475369,294,,5697475363,13,,5697475517,233,179,5697475377,152,,5697475383,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809370003,180,1,1,19,30,303582z192rnbr2x28o2t7u38,0,95.7,6.2,2025-05-03T14:20:29.735Z,2025-05-03T14:49:01Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5697483861,56,Center,5697483855,152,,5697483871,141,40.4,5697483843,2,,5697483847,5,,5697483879,213,1.52,5697483875,212,23.3,5697483851,155,,5697483867,140,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809370129,189,12,1,19,35,8eab5wbcnttsiosd1o8c71gmk,1,4.9,58.5,2025-05-03T14:20:34.287Z,2025-05-03T14:49:11Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5697484611,15,,5697484501,212,11.8,5697484497,140,8.0,5697484499,141,41.8,5697484495,56,Back,5697484503,213,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809370207,181,61,1,19,37,303582z192rnbr2x28o2t7u38,1,94.9,53.4,2025-05-03T14:20:36.259Z,2025-05-03T14:20:36Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5697484905,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809370317,190,61,1,19,39,8eab5wbcnttsiosd1o8c71gmk,0,3.1,28.2,2025-05-03T14:20:38.910Z,2025-05-03T14:49:45Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5697485427,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809370449,182,1,1,19,42,303582z192rnbr2x28o2t7u38,1,93.8,70.5,2025-05-03T14:20:41.485Z,2025-05-03T14:20:43Z,c9yprnk5bqte686eqdm42oic5,D. O'Shaughnessy,,,5697486041,141,65.1,5697486043,212,6.8,5697486045,213,3.71,5697486035,56,Center,5697486039,140,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809370539,183,1,1,19,43,303582z192rnbr2x28o2t7u38,1,87.6,65.1,2025-05-03T14:20:42.624Z,2025-05-03T14:20:45Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5697486519,212,14.6,5697486515,140,75.7,5697486517,141,53.9,5697486513,56,Center,5697486523,213,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809370621,184,1,1,19,45,303582z192rnbr2x28o2t7u38,1,75.7,53.9,2025-05-03T14:20:44.794Z,2025-05-03T14:20:47Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5697486991,141,66.7,5697486981,155,,5697486985,56,Center,5697486989,140,91.9,5697486993,212,19.1,5697486995,213,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809370643,185,44,1,19,47,303582z192rnbr2x28o2t7u38,1,84.6,69.2,2025-05-03T14:20:46.923Z,2025-05-03T14:21:02Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5697487141,233,191,5697487031,56,Center,5697487033,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809370665,191,44,1,19,47,8eab5wbcnttsiosd1o8c71gmk,0,15.4,30.8,2025-05-03T14:20:46.924Z,2025-05-03T14:51:04Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5697489491,233,185,5697487115,56,Back,5697487117,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809370723,186,1,1,19,48,303582z192rnbr2x28o2t7u38,0,91.9,66.7,2025-05-03T14:20:47.339Z,2025-05-03T14:20:49Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5697487363,141,58.2,5697487367,213,5.01,5697487365,212,6.0,5697487361,140,93.6,5697487357,3,,5697487359,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809370747,192,12,1,19,50,8eab5wbcnttsiosd1o8c71gmk,1,7.9,47.2,2025-05-03T14:20:49.870Z,2025-05-03T14:50:52Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5697487525,15,,5697487507,213,5.34,5697487505,212,9.4,5697487503,141,36.0,5697487499,56,Back,5697487501,140,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
