id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/15/value,qualifier/18/value,qualifier/16/value
2796434775,246,1,1,24,28,5qxgilg61hlwxzfpdn2nhcayd,1,18.4,85.7,2025-04-05T16:27:06.115Z,2025-04-05T16:27:07Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5626162791,56,Back,5626162795,141,59.3,5626162799,213,4.24,5626162797,212,20.2,5626162793,140,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796434833,248,1,1,24,30,5qxgilg61hlwxzfpdn2nhcayd,0,9.5,58.2,2025-04-05T16:27:07.829Z,2025-04-05T16:27:10Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5626163115,140,64.0,5626163117,141,69.1,5626163119,212,57.7,5626163113,56,Center,5626163121,213,0.13,5626163111,157,,5626163123,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796434897,182,44,1,24,37,3cbke8cbou2ms925872vk6dwx,1,40.7,18.6,2025-04-05T16:27:15.266Z,2025-04-05T16:27:17Z,72oiz92rfd5sxtpxxnqb7kpre,O. Pettersson,,,5626163439,233,249,5626163375,56,Back,5626163443,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796434879,249,44,1,24,37,5qxgilg61hlwxzfpdn2nhcayd,0,59.3,81.4,2025-04-05T16:27:15.267Z,2025-04-05T16:57:20Z,udbewp8no8ut63j1nla34ine,A. Sejdiu,,,5626163449,233,182,5626163319,286,,5626163317,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796434907,183,1,1,24,37,3cbke8cbou2ms925872vk6dwx,0,52.1,15.2,2025-04-05T16:27:15.468Z,2025-04-05T16:57:22Z,72oiz92rfd5sxtpxxnqb7kpre,O. Pettersson,,,5626163461,56,Back,5626163469,213,4.04,5626163467,212,14.4,5626163463,140,43.6,5626163459,3,,5626163465,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796434909,184,5,1,24,39,3cbke8cbou2ms925872vk6dwx,0,44.8,-1.4,2025-04-05T16:27:17.172Z,2025-04-05T17:12:55Z,72oiz92rfd5sxtpxxnqb7kpre,O. Pettersson,,,5626163475,56,Back,5626163509,233,250,5626163477,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796434905,250,5,1,24,39,5qxgilg61hlwxzfpdn2nhcayd,1,55.2,101.4,2025-04-05T16:27:17.172Z,2025-04-05T17:12:55Z,d7fbq3piag375ujo9q9njqq6s,D. Bulgakov,,,5626163455,347,,5626163493,233,184,5626163453,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796435059,251,1,1,24,51,5qxgilg61hlwxzfpdn2nhcayd,1,54.5,100.0,2025-04-05T16:27:29.602Z,2025-04-05T16:58:07Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5626164403,141,80.6,5626164409,1,,5626164407,213,5.71,5626164399,56,Left,5626164397,107,,5626164401,140,76.0,5626164405,212,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796460285,441,1,1,24,53,5qxgilg61hlwxzfpdn2nhcayd,0,64.8,95.5,2025-04-05T16:27:30.693Z,2025-04-05T16:58:02Z,2shgmz0kct6m0wphe28gq04ix,S. Lindholm,,,5626319893,168,,5626319899,141,90.8,5626319897,140,75.2,5626319901,212,11.4,5626319895,56,Left,5626319903,213,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796435091,185,61,1,24,55,3cbke8cbou2ms925872vk6dwx,1,27.0,11.0,2025-04-05T16:27:33.287Z,2025-04-05T16:58:14Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5626164561,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796435113,186,1,1,24,57,3cbke8cbou2ms925872vk6dwx,0,31.7,9.4,2025-04-05T16:27:34.807Z,2025-04-05T16:58:17Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,,5626164705,1,,5626164695,56,Right,5626164703,213,0.20,5626164699,141,20.3,5626164697,140,66.5,5626164693,157,,5626164701,212,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796435117,252,1,1,24,58,5qxgilg61hlwxzfpdn2nhcayd,0,36.2,65.4,2025-04-05T16:27:35.754Z,2025-04-05T16:59:06Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5626164743,212,19.5,5626164737,56,Center,5626164739,140,54.1,5626164741,141,73.0,5626164735,3,,5626164745,213,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796460013,374,1,1,24,59,3cbke8cbou2ms925872vk6dwx,0,23.5,10.9,2025-04-05T16:27:36.693Z,2025-04-05T16:59:04Z,b7x9fczqecsf267ewzcvccmhh,R. Eremenko,,,5626323067,212,11.2,5626323063,141,16.4,5626323051,3,,5626323055,56,Back,5626323071,213,0.34,5626323059,140,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796435163,187,61,1,25,1,3cbke8cbou2ms925872vk6dwx,0,46.3,34.8,2025-04-05T16:27:38.756Z,2025-04-05T16:59:14Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5626164995,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796435121,253,43,1,25,2,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-04-05T16:27:40.224Z,2025-04-05T16:59:25Z,2shgmz0kct6m0wphe28gq04ix,S. Lindholm,,,5626164767,56,Center,5626324701,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796466421,388,45,1,25,3,3cbke8cbou2ms925872vk6dwx,0,38.2,22.0,2025-04-05T16:27:40.693Z,2025-04-05T18:04:59Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5626327569,285,,5626327605,233,443,5626327565,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796460327,443,3,1,25,3,5qxgilg61hlwxzfpdn2nhcayd,1,61.8,78.0,2025-04-05T16:27:40.693Z,2025-04-05T18:04:58Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5626325365,56,Center,5626325367,286,,5626327583,233,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796435209,254,1,1,25,6,5qxgilg61hlwxzfpdn2nhcayd,1,60.1,60.2,2025-04-05T16:27:43.715Z,2025-04-05T16:27:47Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5626165309,212,16.6,5626165307,141,83.0,5626165303,56,Left,5626165311,213,1.94,5626165305,140,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796435233,255,1,1,25,8,5qxgilg61hlwxzfpdn2nhcayd,1,54.4,83.0,2025-04-05T16:27:45.778Z,2025-04-05T17:01:35Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5626165471,212,23.4,5626165463,56,Left,5626165467,141,84.4,5626165465,140,76.7,5626329101,155,,5626165475,213,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796466449,389,83,1,25,9,3cbke8cbou2ms925872vk6dwx,0,14.2,22.8,2025-04-05T16:27:46.693Z,2025-04-05T17:01:37Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5626333755,399,2kbiramhoa1b8k51wtfk5raei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796435261,256,61,1,25,9,5qxgilg61hlwxzfpdn2nhcayd,0,88.2,75.9,2025-04-05T16:27:47.692Z,2025-04-05T17:01:31Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5626165631,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796435297,188,43,1,25,13,3cbke8cbou2ms925872vk6dwx,1,0.0,0.0,2025-04-05T16:27:51.154Z,2025-04-05T16:28:08Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5626165839,56,Back,5626166629,144,7,5626165841,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796435303,189,4,1,25,17,3cbke8cbou2ms925872vk6dwx,1,8.8,21.6,2025-04-05T16:27:55.152Z,2025-04-05T16:27:58Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5626165893,233,257,5626165879,56,Back,5626165877,13,,5626165885,265,,5626165881,152,,5626165889,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796435285,257,4,1,25,17,5qxgilg61hlwxzfpdn2nhcayd,0,91.2,78.4,2025-04-05T16:27:55.153Z,2025-04-05T16:27:59Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5626165831,265,,5626165921,233,189,5626165833,286,,5626165823,13,,5626165829,152,,5626165827,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796435475,190,1,1,25,35,3cbke8cbou2ms925872vk6dwx,0,9.0,21.0,2025-04-05T16:28:13.542Z,2025-04-05T17:01:48Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5626166895,152,,5626166889,5,,5626334641,189,,5626166911,1,,5626166905,141,86.0,5626166907,212,78.7,5626166909,213,0.60,5626166903,140,71.0,5626166891,155,,5626166893,196,5626166899,56,,,,,,,,,,Left,,,,,,,,,,,,,,,,
2796435471,258,12,1,25,36,5qxgilg61hlwxzfpdn2nhcayd,1,15.4,32.4,2025-04-05T16:28:13.745Z,2025-04-05T17:02:00Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5626166867,212,11.6,5626166869,213,5.30,5626166863,141,18.2,5626166885,15,,5626336117,189,,5626166853,56,Back,5626166859,140,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796435483,259,1,1,25,37,5qxgilg61hlwxzfpdn2nhcayd,0,21.1,12.2,2025-04-05T16:28:15.146Z,2025-04-05T17:02:52Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5626166957,213,6.23,5626340785,157,,5626166953,141,11.6,5626166951,140,28.8,5626340791,1,,5626166949,56,Back,5626166955,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796435495,191,61,1,25,39,3cbke8cbou2ms925872vk6dwx,1,71.9,87.7,2025-04-05T16:28:16.919Z,2025-04-05T16:28:17Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,,5626167041,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796435507,260,1,1,25,40,5qxgilg61hlwxzfpdn2nhcayd,0,14.4,16.7,2025-04-05T16:28:17.922Z,2025-04-05T16:28:19Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5626167103,212,42.8,5626167107,1,,5626167095,157,,5626167101,141,13.8,5626167097,56,Right,5626167099,140,55.1,5626167105,213,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796435537,192,44,1,25,41,3cbke8cbou2ms925872vk6dwx,1,54.8,85.4,2025-04-05T16:28:19.089Z,2025-04-05T18:05:17Z,anqhl7ehns6thx9ldto2jp5ud,J. Raitala,,,5626167283,233,261,5626167249,286,,5626167247,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796435515,261,44,1,25,41,5qxgilg61hlwxzfpdn2nhcayd,0,45.2,14.6,2025-04-05T16:28:19.090Z,2025-04-05T18:05:17Z,d7fbq3piag375ujo9q9njqq6s,D. Bulgakov,,,5626167295,233,192,5626167149,285,,5626167147,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796435553,193,1,1,25,42,3cbke8cbou2ms925872vk6dwx,0,57.1,82.1,2025-04-05T16:28:19.807Z,2025-04-05T17:03:04Z,anqhl7ehns6thx9ldto2jp5ud,J. Raitala,,,5626167347,56,Center,5626167355,212,20.7,5626167349,140,75.0,5626167343,3,,5626167353,141,69.3,5626167357,213,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796435563,262,1,1,25,43,5qxgilg61hlwxzfpdn2nhcayd,1,37.0,14.3,2025-04-05T16:28:21.673Z,2025-04-05T17:03:18Z,6k8sy2tikge6yet4o6tqtixux,E. Romero,,,5626167413,141,30.9,5626167417,213,0.86,5626167411,140,46.2,5626167409,56,Back,5626167415,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796435577,264,1,1,25,47,5qxgilg61hlwxzfpdn2nhcayd,1,43.6,32.5,2025-04-05T16:28:24.722Z,2025-04-05T16:28:25Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5626167461,56,Back,5626167465,141,23.1,5626167469,213,3.80,5626167467,212,10.4,5626167463,140,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796435591,265,1,1,25,47,5qxgilg61hlwxzfpdn2nhcayd,1,35.8,23.0,2025-04-05T16:28:25.362Z,2025-04-05T16:28:27Z,6k8sy2tikge6yet4o6tqtixux,E. Romero,,,5626167573,212,30.2,5626167571,141,48.1,5626167575,213,2.54,5626167567,56,Back,5626167569,140,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796435639,266,1,1,25,49,5qxgilg61hlwxzfpdn2nhcayd,1,12.1,48.1,2025-04-05T16:28:27.452Z,2025-04-05T16:28:32Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5626167879,212,34.5,5626167877,141,83.2,5626167881,213,0.76,5626167873,56,Back,5626167883,1,,5626167875,140,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796435665,267,1,1,25,55,5qxgilg61hlwxzfpdn2nhcayd,0,34.6,82.3,2025-04-05T16:28:32.722Z,2025-04-05T16:28:34Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5626167999,56,Left,5626167997,155,,5626168005,212,44.2,5626168001,140,76.7,5626168003,141,82.6,5626168007,213,0.00,5626168009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796435741,194,1,1,25,58,3cbke8cbou2ms925872vk6dwx,0,33.9,14.1,2025-04-05T16:28:36.318Z,2025-04-05T17:04:30Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5626168331,212,12.1,5626168325,56,Back,5626168327,140,45.0,5626168329,141,9.1,5626168333,213,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796435753,268,1,1,25,59,5qxgilg61hlwxzfpdn2nhcayd,1,62.9,82.6,2025-04-05T16:28:36.920Z,2025-04-05T17:04:32Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5626168411,56,Center,5626168413,140,80.7,5626168417,212,19.2,5626168419,213,6.06,5626168415,141,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796435765,269,50,1,26,1,5qxgilg61hlwxzfpdn2nhcayd,1,75.4,71.6,2025-04-05T16:28:39.674Z,2025-04-05T17:04:46Z,d7fbq3piag375ujo9q9njqq6s,D. Bulgakov,,,5626168459,56,Center,5626168903,233,195,5626168461,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796435821,195,7,1,26,1,3cbke8cbou2ms925872vk6dwx,0,24.6,28.4,2025-04-05T16:28:39.675Z,2025-04-05T17:04:50Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5626168801,56,Back,5626168875,233,269,5626168803,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796435831,196,50,1,26,3,3cbke8cbou2ms925872vk6dwx,1,32.0,34.6,2025-04-05T16:28:41.616Z,2025-04-05T16:28:49Z,bl43lr9kdb35de8gxvuk4xgk4,G. Europaeus,,,5626168851,56,Back,5626168931,233,270,5626168929,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796435841,270,7,1,26,3,5qxgilg61hlwxzfpdn2nhcayd,1,68.0,65.4,2025-04-05T16:28:41.617Z,2025-04-05T16:28:48Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5626168899,233,196,5626168867,56,Center,5626168985,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796435903,271,1,1,26,6,5qxgilg61hlwxzfpdn2nhcayd,1,68.7,66.3,2025-04-05T16:28:44.480Z,2025-04-05T17:05:54Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,1.0,,5626357163,210,15,5626169171,213,0.13,5626169163,56,Center,5626169167,141,71.1,5626169169,212,25.8,5626169165,140,93.1,5626357165,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796435911,272,15,1,26,8,5qxgilg61hlwxzfpdn2nhcayd,1,93.1,69.9,2025-04-05T16:28:45.952Z,2025-04-05T18:05:41Z,udbewp8no8ut63j1nla34ine,A. Sejdiu,,,5626353379,72,,5626357175,154,,5626673237,233,755,5626357183,103,7.0,5626357185,328,,5626357173,29,,5626352825,22,,5626357181,102,48.2,5626352827,64,,5626357189,147,5626357187,146,5626357177,55,5626169225,56,Center,5626357171,78,,64.6,95.0,,,,,,,,,,,,271,,,,
2796528455,755,10,1,26,8,3cbke8cbou2ms925872vk6dwx,1,1.9,42.8,2025-04-05T16:28:46.052Z,2025-04-05T18:05:40Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,,5626673125,174,,5626673131,56,Back,5626673263,233,272,5626673129,21,,5626673127,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796436305,273,4,1,26,11,5qxgilg61hlwxzfpdn2nhcayd,1,87.8,57.6,2025-04-05T16:28:49.549Z,2025-04-05T18:02:45Z,2shgmz0kct6m0wphe28gq04ix,S. Lindholm,,,5626174623,348,2shgmz0kct6m0wphe28gq04ix,5626170571,56,Center,5626171793,9,,5626170569,13,,5626170577,286,,5626170573,152,,5626170575,265,,5626170613,233,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796436259,197,4,1,26,11,3cbke8cbou2ms925872vk6dwx,0,12.2,42.4,2025-04-05T16:28:49.550Z,2025-04-05T17:07:47Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5626170445,265,,5626171563,9,,5626170593,233,273,5626170441,56,Back,5626170439,13,,5626170447,285,,5626170443,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796436871,198,58,1,27,17,3cbke8cbou2ms925872vk6dwx,0,0.0,0.0,2025-04-05T16:29:55.406Z,2025-04-05T17:10:35Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,,5626173503,56,Back,5626173501,73,,5626173499,179,,5626173495,9,,5626386391,233,274,5626173915,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796436857,274,15,1,27,17,5qxgilg61hlwxzfpdn2nhcayd,1,88.5,50.0,2025-04-05T16:29:55.406Z,2025-04-05T18:05:39Z,2shgmz0kct6m0wphe28gq04ix,S. Lindholm,,,5626174155,458,,5626173641,20,,5626174153,390,63927,5626173427,17,,5626173429,56,Center,5626173431,214,,5626173425,9,,5626174159,147,50.2,5626174157,146,99.5,5626386355,353,5626174151,103,5626673301,233,5626174149,102,47.8,5626174147,80,,198,4.4,,,,,,,,,,,,391,,,,
2796466537,391,10,1,27,17,3cbke8cbou2ms925872vk6dwx,1,0.3,49.3,2025-04-05T16:29:55.506Z,2025-04-05T18:06:05Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,,5626384145,179,,5626384147,182,,5626384149,56,Back,5626673349,233,274,5626384143,177,,5626676011,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796437033,200,1,1,27,33,3cbke8cbou2ms925872vk6dwx,1,1.4,50.4,2025-04-05T16:30:11.175Z,2025-04-05T16:30:12Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,,5626174357,213,0.86,5626174353,141,74.2,5626174347,123,,5626174349,56,Back,5626174351,140,14.8,5626174355,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796437075,201,1,1,27,34,3cbke8cbou2ms925872vk6dwx,1,14.3,73.8,2025-04-05T16:30:12.584Z,2025-04-05T16:30:14Z,anqhl7ehns6thx9ldto2jp5ud,J. Raitala,,,5626174475,141,40.9,5626174477,212,24.5,5626174479,213,4.29,5626174473,140,4.7,5626174471,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796437119,202,1,1,27,36,3cbke8cbou2ms925872vk6dwx,0,4.7,40.9,2025-04-05T16:30:14.312Z,2025-04-05T16:30:19Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,,5626174725,212,56.6,5626174721,140,56.9,5626174717,157,,5626174719,56,Right,5626174723,141,20.0,5626174727,213,6.03,5626174729,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796437135,275,1,1,27,42,5qxgilg61hlwxzfpdn2nhcayd,0,34.3,55.4,2025-04-05T16:30:20.175Z,2025-04-05T16:30:20Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5626174785,3,,5626174793,212,20.9,5626174795,213,0.46,5626174789,140,52.2,5626174787,56,Center,5626174791,141,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796437177,203,1,1,27,45,3cbke8cbou2ms925872vk6dwx,1,47.2,6.8,2025-04-05T16:30:22.887Z,2025-04-05T17:11:26Z,72oiz92rfd5sxtpxxnqb7kpre,O. Pettersson,,,5626175075,213,2.32,5626175069,140,38.9,5626175067,56,Back,5626175071,141,20.7,5626175073,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796437197,204,1,1,27,47,3cbke8cbou2ms925872vk6dwx,0,38.4,21.3,2025-04-05T16:30:25.272Z,2025-04-05T17:11:28Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5626175195,140,70.8,5626175203,1,,5626175193,56,Right,5626175197,141,11.0,5626175199,212,34.7,5626175191,157,,5626175201,213,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796437245,276,12,1,27,48,5qxgilg61hlwxzfpdn2nhcayd,1,23.8,76.6,2025-04-05T16:30:26.606Z,2025-04-05T16:30:31Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5626175431,56,Back,5626175435,141,87.2,5626175433,140,35.6,5626175439,213,0.53,5626175437,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796437259,278,1,1,27,54,5qxgilg61hlwxzfpdn2nhcayd,1,41.5,88.1,2025-04-05T16:30:31.838Z,2025-04-05T16:30:32Z,udbewp8no8ut63j1nla34ine,A. Sejdiu,,,5626175515,140,40.5,5626175513,56,Back,5626175519,212,10.7,5626175517,141,72.4,5626175521,213,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796437265,279,1,1,27,54,5qxgilg61hlwxzfpdn2nhcayd,1,40.5,72.3,2025-04-05T16:30:32.606Z,2025-04-05T16:30:33Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5626175551,56,Back,5626175559,213,4.03,5626175557,212,17.2,5626175553,140,30.2,5626175555,141,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796437289,280,1,1,27,55,5qxgilg61hlwxzfpdn2nhcayd,1,30.2,52.7,2025-04-05T16:30:33.390Z,2025-04-05T16:30:37Z,6k8sy2tikge6yet4o6tqtixux,E. Romero,,,5626175707,212,17.8,5626175709,213,4.01,5626175703,140,19.2,5626175701,56,Back,5626175705,141,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796437297,281,1,1,27,59,5qxgilg61hlwxzfpdn2nhcayd,1,19.6,25.5,2025-04-05T16:30:36.878Z,2025-04-05T16:30:37Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5626175767,213,5.54,5626175763,141,7.0,5626175761,140,32.7,5626175759,56,Back,5626175765,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796437321,282,1,1,27,59,5qxgilg61hlwxzfpdn2nhcayd,1,32.7,7.0,2025-04-05T16:30:37.597Z,2025-04-05T16:30:39Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5626175827,213,2.24,5626175823,141,23.7,5626175821,140,24.2,5626175819,56,Back,5626175825,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796437425,283,1,1,28,1,5qxgilg61hlwxzfpdn2nhcayd,1,23.6,25.0,2025-04-05T16:30:39.006Z,2025-04-05T16:30:47Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5626176411,56,Back,5626176415,141,43.7,5626176417,212,17.9,5626176419,213,2.35,5626176413,140,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796437455,284,1,1,28,9,5qxgilg61hlwxzfpdn2nhcayd,0,18.0,42.7,2025-04-05T16:30:47.103Z,2025-04-05T16:30:51Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5626176577,213,0.01,5626176573,212,68.6,5626176561,56,Center,5626176569,141,44.2,5626176565,140,83.3,5626176581,1,,5626176559,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
