id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value
2817621393,170,1,1,12,33,2rdnn9p03qrmmv34tyx1nahpa,1,51.8,87.1,2025-05-21T15:12:40.798Z,2025-05-21T15:12:45Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5742993129,212,23.8,5742993123,56,Center,5742993125,140,53.4,5742993127,141,52.2,5742993131,213,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621399,171,1,1,12,38,2rdnn9p03qrmmv34tyx1nahpa,1,51.3,46.1,2025-05-21T15:12:45.367Z,2025-05-21T15:12:47Z,cayn625x26mewt9gp2xrmh4ut,F. Aspegren,,,5742993171,213,4.56,5742993165,140,49.4,5742993167,141,27.3,5742993163,56,Back,5742993169,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621407,172,1,1,12,40,2rdnn9p03qrmmv34tyx1nahpa,1,49.0,30.7,2025-05-21T15:12:47.422Z,2025-05-21T15:12:50Z,afacx0e14xrz11u9dnbry92ei,K. Wallius,,,5742993223,213,1.79,5742993215,56,Back,5742993217,140,44.6,5742993221,212,21.0,5742993219,141,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621409,173,1,1,12,43,2rdnn9p03qrmmv34tyx1nahpa,1,44.6,60.9,2025-05-21T15:12:50.199Z,2025-05-21T15:12:51Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5742993247,141,56.6,5742993245,140,53.8,5742993249,212,10.1,5742993243,56,Center,5742993251,213,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621419,174,1,1,12,44,2rdnn9p03qrmmv34tyx1nahpa,1,53.8,56.6,2025-05-21T15:12:51.663Z,2025-05-21T15:12:53Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5742993285,56,Back,5742993287,140,41.6,5742993291,212,13.0,5742993289,141,59.6,5742993293,213,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621423,175,1,1,12,46,2rdnn9p03qrmmv34tyx1nahpa,1,43.2,60.8,2025-05-21T15:12:53.430Z,2025-05-21T15:12:56Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5742993323,141,53.1,5742993327,213,6.06,5742993321,140,65.1,5742993325,212,23.6,5742993319,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621425,176,1,1,12,49,2rdnn9p03qrmmv34tyx1nahpa,0,65.2,52.8,2025-05-21T15:12:56.255Z,2025-05-21T15:13:05Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5742993443,168,,5742993333,140,66.2,5742993339,213,4.87,5742993337,212,6.9,5742993331,56,Center,5742993335,141,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621429,114,1,1,12,50,1c7dv8ays675v9kp6a04sd8pq,1,35.4,60.0,2025-05-21T15:12:57.625Z,2025-05-21T15:12:59Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5742993343,56,Center,5742993349,212,22.3,5742993345,140,56.1,5742993347,141,52.8,5742993351,213,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621437,115,1,1,12,52,1c7dv8ays675v9kp6a04sd8pq,1,56.3,50.7,2025-05-21T15:12:59.096Z,2025-05-21T15:13:01Z,27tqgrgwe7bvct5ffmr0sqdey,D. Krasniqi,,,5742993393,213,4.87,5742993387,140,58.9,5742993385,56,Center,5742993391,212,17.9,5742993389,141,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621443,116,1,1,12,54,1c7dv8ays675v9kp6a04sd8pq,1,56.6,27.4,2025-05-21T15:13:01.512Z,2025-05-21T15:13:04Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5742993435,141,29.8,5742993437,212,28.1,5742993431,56,Back,5742993439,213,3.08,5742993433,140,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621447,117,1,1,12,57,1c7dv8ays675v9kp6a04sd8pq,1,29.3,30.6,2025-05-21T15:13:04.777Z,2025-05-21T15:13:06Z,3ani6i6zvyyz715jalqfbcvoq,A. Lötjönen,,,5742993469,213,2.20,5742993463,140,18.3,5742993461,56,Back,5742993467,212,19.6,5742993465,141,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621453,118,1,1,12,59,1c7dv8ays675v9kp6a04sd8pq,1,18.3,53.9,2025-05-21T15:13:06.744Z,2025-05-21T15:13:09Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5742993487,213,0.81,5742993481,140,35.0,5742993485,212,25.5,5742993479,56,Back,5742993483,141,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621455,119,1,1,13,2,1c7dv8ays675v9kp6a04sd8pq,1,35.0,81.1,2025-05-21T15:13:09.465Z,2025-05-21T15:13:10Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5742993499,213,4.70,5742993493,140,34.8,5742993497,212,14.3,5742993491,56,Back,5742993495,141,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621459,120,1,1,13,3,1c7dv8ays675v9kp6a04sd8pq,1,34.8,60.0,2025-05-21T15:13:10.201Z,2025-05-21T15:13:11Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5742993525,213,0.54,5742993521,141,69.4,5742993517,56,Back,5742993519,140,44.9,5742993523,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621465,121,1,1,13,4,1c7dv8ays675v9kp6a04sd8pq,1,44.9,69.4,2025-05-21T15:13:11.257Z,2025-05-21T15:39:04Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5742993583,213,3.52,5742993581,212,9.9,5742993575,56,Back,5742993577,140,36.1,5742993579,141,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621469,122,1,1,13,6,1c7dv8ays675v9kp6a04sd8pq,1,37.2,63.3,2025-05-21T15:13:13.305Z,2025-05-21T15:13:16Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5742993623,140,29.5,5742993629,213,2.09,5742993627,212,16.4,5742993625,141,84.2,5742993621,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621473,123,1,1,13,8,1c7dv8ays675v9kp6a04sd8pq,1,29.5,84.2,2025-05-21T15:13:15.993Z,2025-05-21T15:13:19Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5742993659,213,3.93,5742993651,56,Back,5742993655,141,55.1,5742993657,212,27.9,5742993653,140,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621483,124,1,1,13,11,1c7dv8ays675v9kp6a04sd8pq,1,17.0,54.3,2025-05-21T15:13:19.017Z,2025-05-21T15:13:21Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5742993723,213,4.93,5742993719,141,17.3,5742993721,212,25.8,5742993717,140,22.4,5742993715,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621493,125,1,1,13,16,1c7dv8ays675v9kp6a04sd8pq,0,22.2,16.7,2025-05-21T15:13:23.545Z,2025-05-21T15:13:24Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5742993759,56,Back,5742993767,213,0.29,5742993761,140,47.4,5742993765,212,27.6,5742993763,141,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621505,178,50,1,13,22,2rdnn9p03qrmmv34tyx1nahpa,1,65.0,63.2,2025-05-21T15:13:29.095Z,2025-05-21T15:13:33Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5742993819,56,Center,5742993821,286,,5742993851,233,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621507,126,7,1,13,22,1c7dv8ays675v9kp6a04sd8pq,1,35.0,36.8,2025-05-21T15:13:29.096Z,2025-05-21T15:13:40Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5742993843,285,,5742993841,56,Back,5742993845,233,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621511,127,61,1,13,27,1c7dv8ays675v9kp6a04sd8pq,0,35.3,20.9,2025-05-21T15:13:34.505Z,2025-05-21T15:13:34Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5742993871,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621513,179,1,1,13,28,2rdnn9p03qrmmv34tyx1nahpa,1,56.7,74.4,2025-05-21T15:13:36.038Z,2025-05-21T15:13:37Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5742993873,56,Back,5742993877,141,83.6,5742993881,213,2.73,5742993875,140,43.2,5742993879,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621523,180,1,1,13,30,2rdnn9p03qrmmv34tyx1nahpa,1,43.2,83.6,2025-05-21T15:13:37.822Z,2025-05-21T15:13:40Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5742993919,140,47.0,5742993921,141,58.5,5742993925,213,4.94,5742993917,56,Back,5742993923,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621525,181,1,1,13,33,2rdnn9p03qrmmv34tyx1nahpa,1,47.4,51.0,2025-05-21T15:13:40.190Z,2025-05-21T15:13:42Z,cayn625x26mewt9gp2xrmh4ut,F. Aspegren,,,5742993929,56,Back,5742993933,141,37.1,5742993937,213,4.44,5742993931,140,44.9,5742993935,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621533,182,1,1,13,35,2rdnn9p03qrmmv34tyx1nahpa,1,45.3,33.4,2025-05-21T15:13:42.542Z,2025-05-21T15:13:45Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5742993991,213,5.33,5742993985,140,58.7,5742993987,141,4.0,5742993989,212,24.4,5742993983,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621535,183,1,1,13,38,2rdnn9p03qrmmv34tyx1nahpa,1,56.3,5.3,2025-05-21T15:13:45.262Z,2025-05-21T15:13:47Z,afacx0e14xrz11u9dnbry92ei,K. Wallius,,,5742994003,212,15.9,5742993997,56,Back,5742993999,140,41.9,5742994001,141,12.3,5742994005,213,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621539,184,1,1,13,40,2rdnn9p03qrmmv34tyx1nahpa,0,41.9,13.4,2025-05-21T15:13:47.142Z,2025-05-21T15:13:48Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5742994033,213,0.52,5742994031,212,17.0,5742994027,140,55.9,5742994025,56,Center,5742994029,141,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621543,128,8,1,13,41,1c7dv8ays675v9kp6a04sd8pq,1,48.2,72.9,2025-05-21T15:13:48.873Z,2025-05-21T15:13:49Z,27tqgrgwe7bvct5ffmr0sqdey,D. Krasniqi,,,5742994037,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621547,130,1,1,13,44,1c7dv8ays675v9kp6a04sd8pq,1,55.1,78.4,2025-05-21T15:13:51.128Z,2025-05-21T15:13:54Z,27tqgrgwe7bvct5ffmr0sqdey,D. Krasniqi,,,5742994083,212,23.7,5742994081,141,93.5,5742994077,56,Left,5742994085,213,0.45,5742994079,140,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621557,131,1,1,13,47,1c7dv8ays675v9kp6a04sd8pq,1,73.6,93.2,2025-05-21T15:13:54.568Z,2025-05-21T15:39:30Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5742994133,56,Left,5742994139,212,5.8,5742994135,140,68.2,5742994137,141,94.8,5742994141,213,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621563,132,1,1,13,49,1c7dv8ays675v9kp6a04sd8pq,1,68.2,94.8,2025-05-21T15:13:56.761Z,2025-05-21T15:14:00Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,,5742994185,212,31.2,5742994187,213,3.19,5742994181,140,38.5,5742994179,56,Back,5742994183,141,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621571,133,1,1,13,54,1c7dv8ays675v9kp6a04sd8pq,1,42.9,85.4,2025-05-21T15:14:01.401Z,2025-05-21T15:14:03Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5742994211,141,43.9,5742994215,213,4.78,5742994209,140,44.7,5742994213,212,28.3,5742994207,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621579,134,1,1,13,56,1c7dv8ays675v9kp6a04sd8pq,1,44.8,43.4,2025-05-21T15:14:03.497Z,2025-05-21T15:14:06Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5742994249,140,65.9,5742994247,56,Right,5742994255,213,5.44,5742994257,1,,5742994251,141,7.1,5742994253,212,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621583,135,1,1,13,58,1c7dv8ays675v9kp6a04sd8pq,1,65.9,7.1,2025-05-21T15:14:05.976Z,2025-05-21T15:14:09Z,3ani6i6zvyyz715jalqfbcvoq,A. Lötjönen,,,5742994289,140,76.1,5742994291,141,31.5,5742994295,213,1.00,5742994287,56,Center,5742994293,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621615,189,83,1,14,0,2rdnn9p03qrmmv34tyx1nahpa,0,28.5,69.9,2025-05-21T15:14:07.111Z,2025-05-21T15:14:21Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5742994549,399,7z2gs2b8ccchwf0h92hwx8d90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621585,136,3,1,14,1,1c7dv8ays675v9kp6a04sd8pq,0,74.3,29.5,2025-05-21T15:14:08.981Z,2025-05-21T15:53:45Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5742994299,56,Center,5742994323,233,185,5742994301,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621587,185,7,1,14,1,2rdnn9p03qrmmv34tyx1nahpa,1,25.7,70.5,2025-05-21T15:14:08.982Z,2025-05-21T15:53:45Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5742994319,233,136,5742994303,56,Back,5742994305,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621605,187,1,1,14,5,2rdnn9p03qrmmv34tyx1nahpa,1,34.8,65.2,2025-05-21T15:14:12.359Z,2025-05-21T15:14:16Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5742994423,141,56.4,5742994419,56,Back,5742994425,212,12.3,5742994427,213,5.77,5742994421,140,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621607,188,4,1,14,9,2rdnn9p03qrmmv34tyx1nahpa,1,42.5,59.3,2025-05-21T15:14:16.326Z,2025-05-21T15:53:35Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5742994451,265,,5742994453,286,,5742994477,233,137,5742994447,56,Back,5742994445,13,,5742994449,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621611,137,4,1,14,9,1c7dv8ays675v9kp6a04sd8pq,0,57.5,40.7,2025-05-21T15:14:16.327Z,2025-05-21T15:53:35Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5742994467,13,,5742994469,56,Center,5742994473,265,,5742994471,152,,5742994481,233,188,5742994475,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621635,191,1,1,14,30,2rdnn9p03qrmmv34tyx1nahpa,1,47.5,62.6,2025-05-21T15:14:37.663Z,2025-05-21T15:14:39Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5742994707,213,4.32,5742994705,212,8.6,5742994701,140,44.4,5742994703,141,50.9,5742994699,56,Back,5742994697,152,,5742994695,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621639,192,1,1,14,31,2rdnn9p03qrmmv34tyx1nahpa,1,44.4,49.0,2025-05-21T15:14:38.870Z,2025-05-21T15:14:41Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5742994723,213,4.79,5742994715,56,Back,5742994721,212,9.8,5742994717,140,45.1,5742994719,141,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621641,193,1,1,14,34,2rdnn9p03qrmmv34tyx1nahpa,1,45.0,35.2,2025-05-21T15:14:41.502Z,2025-05-21T15:14:45Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5742994753,212,13.1,5742994747,56,Back,5742994749,140,38.7,5742994755,213,2.10,5742994751,141,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621643,194,1,1,14,37,2rdnn9p03qrmmv34tyx1nahpa,1,38.7,51.8,2025-05-21T15:14:44.870Z,2025-05-21T15:14:47Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5742994769,141,76.6,5742994765,56,Center,5742994767,140,57.1,5742994773,213,0.72,5742994771,212,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621647,195,1,1,14,40,2rdnn9p03qrmmv34tyx1nahpa,1,57.4,79.7,2025-05-21T15:14:47.415Z,2025-05-21T15:14:48Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5742994841,213,1.98,5742994835,140,53.9,5742994837,141,92.1,5742994831,56,Left,5742994839,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621649,196,1,1,14,41,2rdnn9p03qrmmv34tyx1nahpa,0,53.9,92.1,2025-05-21T15:14:48.606Z,2025-05-21T15:14:49Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5742994853,213,6.14,5742994851,212,5.6,5742994849,141,90.9,5742994847,140,59.2,5742994845,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621651,139,8,1,14,42,1c7dv8ays675v9kp6a04sd8pq,1,40.5,12.0,2025-05-21T15:14:49.338Z,2025-05-21T15:14:49Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5742994855,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621655,140,5,1,14,43,1c7dv8ays675v9kp6a04sd8pq,0,54.4,-1.7,2025-05-21T15:14:50.991Z,2025-05-21T15:57:49Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5742994871,233,197,5742994863,56,Right,5742994865,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621653,197,5,1,14,43,2rdnn9p03qrmmv34tyx1nahpa,1,45.6,101.7,2025-05-21T15:14:50.991Z,2025-05-21T15:57:49Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5742994857,56,Back,5742994859,347,,5742994867,233,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621665,198,1,1,14,55,2rdnn9p03qrmmv34tyx1nahpa,1,45.7,100.0,2025-05-21T15:15:02.526Z,2025-05-21T15:15:07Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5742994963,1,,5742994953,56,Back,5742994955,140,22.4,5742994951,107,,5742994957,141,80.6,5742994959,212,28.2,5742994961,213,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621677,199,1,1,14,59,2rdnn9p03qrmmv34tyx1nahpa,1,22.0,76.4,2025-05-21T15:15:07.038Z,2025-05-21T15:15:10Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5742995033,212,22.2,5742995029,140,18.5,5742995027,56,Back,5742995031,141,44.2,5742995035,213,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621687,200,1,1,15,3,2rdnn9p03qrmmv34tyx1nahpa,0,18.5,44.2,2025-05-21T15:15:10.502Z,2025-05-21T15:15:13Z,5h0xmzqj69qpakvv8b3gfin6d,O. Virtanen,,,5742995063,212,63.3,5742995065,213,6.16,5742995067,1,,5742995061,141,33.1,5742995059,140,78.4,5742995057,56,Center,5742995055,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621703,142,1,1,15,9,1c7dv8ays675v9kp6a04sd8pq,1,22.5,70.9,2025-05-21T15:15:16.762Z,2025-05-21T15:15:20Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5742995157,212,11.8,5742995151,56,Back,5742995155,141,70.2,5742995159,213,6.24,5742995153,140,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621707,143,1,1,15,12,1c7dv8ays675v9kp6a04sd8pq,1,32.7,70.6,2025-05-21T15:15:19.946Z,2025-05-21T15:15:21Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5742995183,141,91.4,5742995185,212,15.5,5742995181,140,38.7,5742995187,213,1.15,5742995179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621709,144,1,1,15,14,1c7dv8ays675v9kp6a04sd8pq,1,38.7,91.4,2025-05-21T15:15:21.289Z,2025-05-21T15:15:24Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,,5742995201,212,14.0,5742995199,141,71.1,5742995195,56,Back,5742995197,140,36.3,5742995203,213,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621711,145,1,1,15,17,1c7dv8ays675v9kp6a04sd8pq,1,36.3,70.3,2025-05-21T15:15:24.361Z,2025-05-21T15:15:26Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5742995215,56,Back,5742995221,212,22.6,5742995217,140,31.2,5742995219,141,38.0,5742995223,213,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621715,146,1,1,15,18,1c7dv8ays675v9kp6a04sd8pq,0,31.2,38.0,2025-05-21T15:15:26.009Z,2025-05-21T15:15:28Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5742995243,141,18.0,5742995247,213,5.70,5742995241,140,50.7,5742995245,212,24.6,5742995239,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621717,201,8,1,15,21,2rdnn9p03qrmmv34tyx1nahpa,1,47.3,89.4,2025-05-21T15:15:28.214Z,2025-05-21T15:15:28Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5742995249,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621719,202,3,1,15,22,2rdnn9p03qrmmv34tyx1nahpa,0,68.4,88.8,2025-05-21T15:15:29.998Z,2025-05-21T15:15:35Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5742995253,56,Left,5742995303,233,147,5742995255,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621725,147,7,1,15,22,1c7dv8ays675v9kp6a04sd8pq,1,31.6,11.2,2025-05-21T15:15:29.999Z,2025-05-21T15:15:35Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5742995291,285,,5742995287,167,,5742995293,233,202,5742995289,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621733,148,5,1,15,25,1c7dv8ays675v9kp6a04sd8pq,0,45.0,-1.6,2025-05-21T15:15:32.313Z,2025-05-21T15:57:49Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5742995363,233,203,5742995327,347,,5742995325,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621727,203,5,1,15,25,2rdnn9p03qrmmv34tyx1nahpa,1,55.0,101.6,2025-05-21T15:15:32.313Z,2025-05-21T15:57:49Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5742995297,56,Left,5742995299,347,,5742995345,233,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621771,204,1,1,15,46,2rdnn9p03qrmmv34tyx1nahpa,1,67.0,100.0,2025-05-21T15:15:53.158Z,2025-05-21T15:15:56Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5742995503,56,Left,5742995511,213,5.81,5742995509,212,10.6,5742995505,140,76.0,5742995501,107,,5742995507,141,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621773,205,4,1,15,49,2rdnn9p03qrmmv34tyx1nahpa,1,74.7,92.1,2025-05-21T15:15:56.158Z,2025-05-21T15:53:35Z,cayn625x26mewt9gp2xrmh4ut,F. Aspegren,,,5742995515,13,,5742995521,265,,5742995517,56,Left,5742995519,152,,5742995523,286,,5742995551,233,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621775,149,4,1,15,49,1c7dv8ays675v9kp6a04sd8pq,0,25.3,7.9,2025-05-21T15:15:56.159Z,2025-05-21T15:53:36Z,3ani6i6zvyyz715jalqfbcvoq,A. Lötjönen,,,5742995535,285,,5742995531,152,,5742995557,233,205,5742995527,13,,5742995529,56,Back,5742995533,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621807,206,1,1,16,7,2rdnn9p03qrmmv34tyx1nahpa,1,76.2,93.6,2025-05-21T15:16:14.718Z,2025-05-21T15:16:34Z,cayn625x26mewt9gp2xrmh4ut,F. Aspegren,,,5742995731,213,3.81,5742995723,56,Left,5742995995,189,,5742995729,212,8.3,5742995719,5,,5742995727,141,86.0,5742995721,152,,5742995725,140,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
