id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2817965273,102,1,1,10,30,8sy0cxovuxo76tuoas3uo55xj,0,55.9,16.2,2025-05-23T15:10:53.858Z,2025-05-23T15:10:55Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,5744957099,141,27.1,5744957097,140,50.4,5744957103,213,2.23,5744957101,212,9.4,5744957095,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965341,113,8,1,10,31,5qxgilg61hlwxzfpdn2nhcayd,1,47.0,68.5,2025-05-23T15:10:54.908Z,2025-05-23T15:12:35Z,czl632fkj2mhbgu4jie3bug9h,J. Akintunde,,5744957577,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965279,101,4,1,10,33,5qxgilg61hlwxzfpdn2nhcayd,1,47.7,62.4,2025-05-23T15:10:56.992Z,2025-05-23T15:11:03Z,czl632fkj2mhbgu4jie3bug9h,J. Akintunde,,5744957139,295,,5744957131,233,103,5744957121,13,,5744957123,56,Back,5744957129,286,,5744957125,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965275,103,4,1,10,33,8sy0cxovuxo76tuoas3uo55xj,0,52.3,37.6,2025-05-23T15:10:56.993Z,2025-05-23T15:11:08Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,5744957137,233,101,5744957163,55,104,5744957111,13,,5744957113,56,Center,5744957119,285,,5744957167,295,,5744957115,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965281,104,17,1,10,35,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-05-23T15:10:59.745Z,2025-05-23T15:11:05Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,5744957155,13,243,5744957157,55,103,5744957151,31,,5744957153,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965285,102,1,1,10,59,5qxgilg61hlwxzfpdn2nhcayd,1,47.2,54.4,2025-05-23T15:11:22.808Z,2025-05-23T15:22:59Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,5744957187,152,,5744957195,212,23.8,5744957193,141,80.8,5744957191,140,32.3,5744957189,56,Back,5744957289,189,,5744957197,213,2.29,5744957185,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965289,103,1,1,11,1,5qxgilg61hlwxzfpdn2nhcayd,1,34.5,82.4,2025-05-23T15:11:25.588Z,2025-05-23T15:23:00Z,eexcxuea18xbokvkko1erdffu,M. Almén,,5744957217,141,96.9,5744957219,212,34.6,5744957221,213,0.29,5744957213,56,Left,5744957293,189,,5744961437,1,,5744957215,140,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965295,106,1,1,11,3,5qxgilg61hlwxzfpdn2nhcayd,1,65.7,96.7,2025-05-23T15:11:27.619Z,2025-05-23T15:23:02Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,5744961565,212,8.2,5744961563,141,85.0,5744961561,140,63.8,5744961567,213,4.47,5744961559,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817966035,233,83,1,11,5,8sy0cxovuxo76tuoas3uo55xj,0,50.0,50.0,2025-05-23T15:11:29.550Z,2025-05-23T15:23:12Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,5744961929,399,udbewp8no8ut63j1nla34ine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965291,104,50,1,11,6,5qxgilg61hlwxzfpdn2nhcayd,1,68.5,87.8,2025-05-23T15:11:29.992Z,2025-05-23T15:23:17Z,udbewp8no8ut63j1nla34ine,A. Sejdiu,,5744957225,56,Left,5744957227,286,,5744957233,233,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965287,105,7,1,11,6,8sy0cxovuxo76tuoas3uo55xj,0,31.5,12.2,2025-05-23T15:11:29.993Z,2025-05-23T15:13:16Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,5744957205,285,,5744957229,233,104,5744957203,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965293,105,3,1,11,7,5qxgilg61hlwxzfpdn2nhcayd,0,70.0,88.2,2025-05-23T15:11:31.510Z,2025-05-23T15:23:36Z,udbewp8no8ut63j1nla34ine,A. Sejdiu,,5744962165,233,106,5744957329,56,Left,5744957331,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965297,106,7,1,11,7,8sy0cxovuxo76tuoas3uo55xj,1,30.0,11.8,2025-05-23T15:11:31.511Z,2025-05-23T15:23:36Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,5744957241,56,Back,5744957243,285,,5744962171,233,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965303,108,1,1,11,9,8sy0cxovuxo76tuoas3uo55xj,1,20.5,18.8,2025-05-23T15:11:33.105Z,2025-05-23T15:11:36Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,5744957249,141,16.4,5744957247,140,25.0,5744957251,212,5.0,5744957253,213,5.95,5744957245,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965305,109,4,1,11,12,8sy0cxovuxo76tuoas3uo55xj,1,29.0,14.6,2025-05-23T15:11:35.851Z,2025-05-23T15:11:39Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,5744957277,233,107,5744957273,265,,5744957271,152,,5744957269,56,Back,5744957275,285,,5744957267,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965301,107,4,1,11,12,5qxgilg61hlwxzfpdn2nhcayd,0,71.0,85.4,2025-05-23T15:11:35.852Z,2025-05-23T15:11:40Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,5744957257,13,,5744957261,152,,5744957263,265,,5744957283,233,109,5744957265,286,,5744957259,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965307,110,1,1,11,28,8sy0cxovuxo76tuoas3uo55xj,1,25.9,16.2,2025-05-23T15:11:51.809Z,2025-05-23T15:11:54Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,5744957317,141,56.3,5744957321,213,1.78,5744957313,56,Back,5744957311,152,,5744957319,212,27.9,5744957315,140,20.4,5744957309,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965309,111,1,1,11,30,8sy0cxovuxo76tuoas3uo55xj,1,20.3,56.4,2025-05-23T15:11:54.489Z,2025-05-23T15:11:58Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,5744957345,141,82.1,5744957347,212,21.5,5744957341,56,Back,5744957343,140,32.2,5744957349,213,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965311,112,1,1,11,34,8sy0cxovuxo76tuoas3uo55xj,1,40.1,84.5,2025-05-23T15:11:58.713Z,2025-05-23T15:12:01Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,5744957359,140,28.4,5744957365,213,3.62,5744957363,212,13.8,5744957361,141,75.1,5744957357,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965315,113,1,1,11,37,8sy0cxovuxo76tuoas3uo55xj,1,28.4,75.1,2025-05-23T15:12:01.321Z,2025-05-23T15:12:04Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,5744957383,140,60.7,5744957381,56,Center,5744957389,213,6.19,5744957385,141,70.6,5744957387,212,34.1,5744957379,157,,5744957391,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965317,114,44,1,11,39,8sy0cxovuxo76tuoas3uo55xj,1,61.8,67.9,2025-05-23T15:12:03.336Z,2025-05-23T15:13:19Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,5744957397,286,,5744957399,233,108,5744957395,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965313,108,44,1,11,39,5qxgilg61hlwxzfpdn2nhcayd,0,38.2,32.1,2025-05-23T15:12:03.337Z,2025-05-23T15:13:19Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,5744957377,285,,5744957403,233,114,5744957375,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965321,115,1,1,11,40,8sy0cxovuxo76tuoas3uo55xj,0,60.6,72.9,2025-05-23T15:12:04.169Z,2025-05-23T15:12:05Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,5744957417,141,80.2,5744957415,140,67.7,5744957409,3,,5744957421,213,0.59,5744957411,168,,5744957413,56,Left,5744957419,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965319,109,61,1,11,41,5qxgilg61hlwxzfpdn2nhcayd,0,31.0,24.7,2025-05-23T15:12:05.524Z,2025-05-23T15:12:05Z,e7cov36din7hwsjxovwr5smlm,Nícolas,,5744957407,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965323,116,61,1,11,42,8sy0cxovuxo76tuoas3uo55xj,1,61.8,80.0,2025-05-23T15:12:06.223Z,2025-05-23T15:12:06Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,5744957423,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965329,111,50,1,11,44,5qxgilg61hlwxzfpdn2nhcayd,1,38.0,30.4,2025-05-23T15:12:08.800Z,2025-05-23T15:13:18Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,5744957527,286,,5744957537,233,117,5744957429,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965327,117,7,1,11,44,8sy0cxovuxo76tuoas3uo55xj,0,62.0,69.6,2025-05-23T15:12:08.801Z,2025-05-23T15:13:17Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,5744957531,285,,5744957533,233,111,5744957529,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965331,118,1,1,11,46,8sy0cxovuxo76tuoas3uo55xj,0,59.5,65.2,2025-05-23T15:12:10.729Z,2025-05-23T15:12:20Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,5744957471,140,63.5,5744957473,141,100.0,5744957479,1,,5744957477,213,1.40,5744957475,212,24.7,5744957467,157,,5744957469,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965333,112,5,1,11,49,5qxgilg61hlwxzfpdn2nhcayd,1,36.9,-1.3,2025-05-23T15:12:13.054Z,2025-05-23T15:13:13Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,5744957501,233,119,5744957487,56,Back,5744957489,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965335,119,5,1,11,49,8sy0cxovuxo76tuoas3uo55xj,0,63.1,101.3,2025-05-23T15:12:13.054Z,2025-05-23T15:13:13Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,5744957495,347,,5744957511,233,112,5744957493,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965347,114,1,1,12,14,5qxgilg61hlwxzfpdn2nhcayd,1,45.9,0.0,2025-05-23T15:12:38.296Z,2025-05-23T15:12:44Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,5744957611,213,0.47,5744957613,1,,5744957605,140,71.2,5744957609,212,29.8,5744957603,56,Right,5744957601,107,,5744957607,141,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965349,115,1,1,12,20,5qxgilg61hlwxzfpdn2nhcayd,1,79.5,24.9,2025-05-23T15:12:43.904Z,2025-05-23T15:12:50Z,49br3gmn71y8pd5wqkfkvrbah,Lucas Falcão,,5744957625,56,Center,5744957635,1,,5744957629,141,78.7,5744957633,213,1.63,5744957631,212,36.6,5744957627,140,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965351,116,1,1,12,26,5qxgilg61hlwxzfpdn2nhcayd,0,89.4,76.3,2025-05-23T15:12:50.294Z,2025-05-23T15:12:54Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,5744957647,141,74.5,5744957659,233,120,5744957651,213,4.88,5744957639,2,,5744957663,286,,5744957649,212,1.2,5744957657,236,,5744957643,56,Center,5744957645,140,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965353,120,12,1,12,26,8sy0cxovuxo76tuoas3uo55xj,1,10.4,24.4,2025-05-23T15:12:50.394Z,2025-05-23T15:12:51Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,5744957653,185,,5744957655,56,Back,5744957665,233,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965359,118,61,1,12,27,5qxgilg61hlwxzfpdn2nhcayd,1,88.5,75.0,2025-05-23T15:12:51.289Z,2025-05-23T15:13:09Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,5744957713,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965355,117,5,1,12,28,5qxgilg61hlwxzfpdn2nhcayd,0,100.9,77.7,2025-05-23T15:12:51.934Z,2025-05-23T15:13:15Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,5744957669,56,Center,5744957741,346,,5744957709,233,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965357,121,5,1,12,28,8sy0cxovuxo76tuoas3uo55xj,1,-0.9,22.3,2025-05-23T15:12:51.934Z,2025-05-23T15:13:52Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,5744957739,346,,5744957701,233,117,5744957673,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965377,122,1,1,12,44,8sy0cxovuxo76tuoas3uo55xj,1,5.4,57.8,2025-05-23T15:13:07.873Z,2025-05-23T15:13:18Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,5744957725,141,44.6,5744957755,124,,5744957721,56,Back,5744957723,140,4.4,5744957729,213,4.60,5744957757,237,,5744957727,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965383,123,1,1,12,46,8sy0cxovuxo76tuoas3uo55xj,1,4.4,44.6,2025-05-23T15:13:10.089Z,2025-05-23T15:13:18Z,dl6lfojhwzis2gboqxonxu904,M. Zhuk,,5744957749,212,15.2,5744957743,56,Back,5744957745,140,12.5,5744957747,141,26.1,5744957751,213,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965385,124,1,1,12,55,8sy0cxovuxo76tuoas3uo55xj,1,19.5,32.5,2025-05-23T15:13:19.009Z,2025-05-23T15:13:20Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,5744957767,213,1.69,5744957759,56,Back,5744957761,140,16.9,5744957763,141,64.8,5744957765,212,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965387,125,1,1,12,56,8sy0cxovuxo76tuoas3uo55xj,1,17.9,67.6,2025-05-23T15:13:20.649Z,2025-05-23T15:13:24Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,5744957785,213,3.99,5744957783,212,17.6,5744957781,141,48.2,5744957779,140,6.8,5744957777,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965389,126,1,1,13,0,8sy0cxovuxo76tuoas3uo55xj,1,9.5,48.8,2025-05-23T15:13:24.513Z,2025-05-23T15:13:29Z,dl6lfojhwzis2gboqxonxu904,M. Zhuk,,5744957795,56,Back,5744957799,141,68.5,5744957801,212,15.4,5744957803,213,1.05,5744957797,140,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965391,127,1,1,13,5,8sy0cxovuxo76tuoas3uo55xj,0,23.6,73.2,2025-05-23T15:13:29.081Z,2025-05-23T15:13:32Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,5744957819,212,58.4,5744957823,1,,5744957813,56,Left,5744957821,213,0.12,5744957811,155,,5744957815,140,78.8,5744957817,141,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965393,119,8,1,13,8,5qxgilg61hlwxzfpdn2nhcayd,1,23.8,13.4,2025-05-23T15:13:32.340Z,2025-05-23T15:13:32Z,e7cov36din7hwsjxovwr5smlm,Nícolas,,5744957825,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965401,121,1,1,13,11,5qxgilg61hlwxzfpdn2nhcayd,0,26.1,1.6,2025-05-23T15:13:35.715Z,2025-05-23T15:13:37Z,e7cov36din7hwsjxovwr5smlm,Nícolas,,5744957865,1,,5744957861,212,31.5,5744957863,213,0.35,5744957857,140,54.3,5744957855,56,Right,5744957853,157,,5744957859,141,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965403,128,1,1,13,16,8sy0cxovuxo76tuoas3uo55xj,0,45.7,81.6,2025-05-23T15:13:40.056Z,2025-05-23T15:13:49Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,5744957917,157,,5744957927,1,,5744957867,56,Center,5744957921,141,71.6,5744957923,212,34.2,5744957919,140,77.6,5744957925,213,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965405,122,1,1,13,16,5qxgilg61hlwxzfpdn2nhcayd,1,22.9,36.7,2025-05-23T15:13:40.776Z,2025-05-23T15:13:42Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,5744957877,212,8.9,5744957873,140,19.9,5744957871,56,Back,5744957879,213,1.93,5744957875,141,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965409,123,12,1,13,19,5qxgilg61hlwxzfpdn2nhcayd,1,19.6,49.1,2025-05-23T15:13:42.823Z,2025-05-23T15:13:45Z,eexcxuea18xbokvkko1erdffu,M. Almén,,5744957899,212,36.5,5744957893,56,Back,5744957895,140,30.3,5744957897,141,0.0,5744957901,213,5.03,5744957913,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965407,129,43,1,13,19,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-05-23T15:13:43.504Z,2025-05-23T15:13:45Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,5744957909,144,74,5744957887,56,Center,5744957889,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965411,124,5,1,13,20,5qxgilg61hlwxzfpdn2nhcayd,0,32.2,-1.7,2025-05-23T15:13:44.369Z,2025-05-23T15:23:44Z,eexcxuea18xbokvkko1erdffu,M. Almén,,5744957905,56,Back,5744957955,233,130,5744957907,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965415,130,5,1,13,20,8sy0cxovuxo76tuoas3uo55xj,1,67.8,101.7,2025-05-23T15:13:44.369Z,2025-05-23T15:23:44Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,5744957949,347,,5744957951,233,124,5744957947,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965417,131,1,1,13,31,8sy0cxovuxo76tuoas3uo55xj,1,64.7,100.0,2025-05-23T15:13:55.529Z,2025-05-23T15:14:14Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,5744957971,141,80.3,5744957973,212,16.1,5744957965,107,,5744957975,213,5.19,5744957967,56,Left,5744957969,140,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965427,133,61,1,13,32,8sy0cxovuxo76tuoas3uo55xj,0,75.8,80.9,2025-05-23T15:13:56.474Z,2025-05-23T15:14:06Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,5744958017,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965419,125,12,1,13,34,5qxgilg61hlwxzfpdn2nhcayd,1,21.8,24.4,2025-05-23T15:13:58.366Z,2025-05-23T15:14:00Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,5744957989,213,5.48,5744957983,140,38.3,5744957981,56,Back,5744957985,141,0.0,5744957995,167,,5744957987,212,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965421,126,5,1,13,36,5qxgilg61hlwxzfpdn2nhcayd,0,39.0,-1.6,2025-05-23T15:13:59.944Z,2025-05-23T15:14:04Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,5744957991,56,Back,5744957993,347,,5744958007,233,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965423,132,5,1,13,36,8sy0cxovuxo76tuoas3uo55xj,1,61.0,101.6,2025-05-23T15:13:59.944Z,2025-05-23T15:23:45Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,5744958001,233,126,5744957997,56,Left,5744957999,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965429,134,1,1,13,55,8sy0cxovuxo76tuoas3uo55xj,1,71.1,100.0,2025-05-23T15:14:19.192Z,2025-05-23T15:14:21Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,5744958057,107,,5744958063,141,93.8,5744958061,140,77.2,5744958065,212,8.0,5744958067,213,5.64,5744958059,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965431,135,1,1,13,57,8sy0cxovuxo76tuoas3uo55xj,0,77.2,93.8,2025-05-23T15:14:21.288Z,2025-05-23T15:14:21Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,5744958075,141,94.1,5744958071,56,Left,5744958073,140,76.5,5744958079,213,2.87,5744958077,212,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965433,127,61,1,13,59,5qxgilg61hlwxzfpdn2nhcayd,1,25.9,7.4,2025-05-23T15:14:22.845Z,2025-05-23T15:14:22Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,5744958085,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965437,129,1,1,14,0,5qxgilg61hlwxzfpdn2nhcayd,1,28.6,9.5,2025-05-23T15:14:24.422Z,2025-05-23T15:14:25Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,5744958091,141,2.9,5744958093,212,6.1,5744958089,140,32.6,5744958095,213,5.46,5744958087,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965439,130,1,1,14,1,5qxgilg61hlwxzfpdn2nhcayd,1,32.6,2.9,2025-05-23T15:14:25.125Z,2025-05-23T15:14:26Z,49br3gmn71y8pd5wqkfkvrbah,Lucas Falcão,,5744958107,213,0.54,5744958099,56,Back,5744958101,140,44.6,5744958103,141,14.1,5744958105,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965441,131,1,1,14,2,5qxgilg61hlwxzfpdn2nhcayd,0,47.7,13.8,2025-05-23T15:14:26.641Z,2025-05-23T15:14:27Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,5744958117,212,14.8,5744958113,140,61.7,5744958111,56,Right,5744958119,213,0.08,5744958115,141,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965443,136,1,1,14,4,8sy0cxovuxo76tuoas3uo55xj,1,40.9,86.9,2025-05-23T15:14:28.408Z,2025-05-23T15:14:29Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,5744958125,141,94.5,5744958121,56,Back,5744958123,140,42.9,5744958129,213,1.18,5744958127,212,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965447,138,1,1,14,6,8sy0cxovuxo76tuoas3uo55xj,1,42.8,94.5,2025-05-23T15:14:29.920Z,2025-05-23T15:14:32Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,5744958135,140,48.4,5744958139,212,13.0,5744958133,56,Back,5744958137,141,77.5,5744958141,213,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965449,139,1,1,14,8,8sy0cxovuxo76tuoas3uo55xj,1,52.2,78.4,2025-05-23T15:14:32.001Z,2025-05-23T15:14:33Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,5744958149,141,94.8,5744958147,140,55.2,5744958153,213,1.30,5744958151,212,11.6,5744958145,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965453,140,1,1,14,9,8sy0cxovuxo76tuoas3uo55xj,0,55.2,94.8,2025-05-23T15:14:32.824Z,2025-05-23T15:14:36Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,5744958157,56,Center,5744958163,212,35.4,5744958161,141,68.4,5744958165,213,5.75,5744958167,1,,5744958159,140,84.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965455,133,1,1,14,13,5qxgilg61hlwxzfpdn2nhcayd,1,15.2,50.7,2025-05-23T15:14:37.466Z,2025-05-23T15:14:41Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,5744958173,56,Back,5744958179,212,36.7,5744958175,140,34.5,5744958177,141,95.7,5744958183,1,,5744958181,213,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965457,134,1,1,14,17,5qxgilg61hlwxzfpdn2nhcayd,1,36.0,95.9,2025-05-23T15:14:41.575Z,2025-05-23T15:14:46Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,5744958195,212,13.8,5744958189,56,Back,5744958191,140,26.6,5744958193,141,81.8,5744958197,213,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
