id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/12/value,qualifier/11/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2812568701,205,1,1,24,6,3ptum5fjcgw51mqui0gu6uuf4,1,35.1,93.0,2025-05-10T14:23:57.161Z,2025-05-10T14:23:59Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,,5715145337,140,45.8,5715145341,141,75.3,5715145349,213,5.46,5715145345,212,16.5,5715145335,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812568733,206,1,1,24,8,3ptum5fjcgw51mqui0gu6uuf4,0,46.0,74.2,2025-05-10T14:23:58.995Z,2025-05-10T14:24:00Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,,5715145549,141,62.6,5715145547,140,36.0,5715145545,56,Back,5715145551,212,13.1,5715145553,213,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812568777,245,1,1,24,10,8eab5wbcnttsiosd1o8c71gmk,0,66.3,31.9,2025-05-10T14:24:01.036Z,2025-05-10T14:31:41Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5715145791,213,0.77,5715145785,140,67.1,5715145787,141,33.1,5715145783,56,Center,5715145789,212,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812568789,207,61,1,24,12,3ptum5fjcgw51mqui0gu6uuf4,1,35.9,61.4,2025-05-10T14:24:02.608Z,2025-05-10T14:24:02Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5715145847,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812568993,208,1,1,24,16,3ptum5fjcgw51mqui0gu6uuf4,1,47.0,30.9,2025-05-10T14:24:07.155Z,2025-05-10T14:24:12Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5715146965,141,7.0,5715146963,140,57.1,5715146967,212,19.4,5715146969,213,5.29,5715146961,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812569049,209,1,1,24,21,3ptum5fjcgw51mqui0gu6uuf4,1,60.6,12.8,2025-05-10T14:24:11.668Z,2025-05-10T14:24:14Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5715147271,141,24.3,5715147273,212,26.2,5715147275,213,2.84,5715147269,140,36.8,5715147267,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812569161,210,1,1,24,23,3ptum5fjcgw51mqui0gu6uuf4,1,35.1,31.2,2025-05-10T14:24:14.466Z,2025-05-10T14:24:18Z,b7594v117himyndjrpkval8us,E. Okereke,,,5715147899,141,65.7,5715147897,140,38.5,5715147895,56,Back,5715147903,213,1.42,5715147901,212,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812569281,211,1,1,24,27,3ptum5fjcgw51mqui0gu6uuf4,1,38.7,69.7,2025-05-10T14:24:18.083Z,2025-05-10T14:24:21Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5715148391,56,Back,5715148397,212,20.2,5715148393,140,45.9,5715148401,213,5.10,5715148395,141,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812569335,212,1,1,24,30,3ptum5fjcgw51mqui0gu6uuf4,1,45.3,50.7,2025-05-10T14:24:21.251Z,2025-05-10T14:24:23Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5715148687,56,Back,5715148691,140,37.8,5715148695,141,73.8,5715148701,212,17.6,5715148707,213,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812569411,213,1,1,24,32,3ptum5fjcgw51mqui0gu6uuf4,1,37.1,68.1,2025-05-10T14:24:23.331Z,2025-05-10T14:24:25Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5715149025,56,Back,5715149033,213,4.45,5715149031,212,19.3,5715149029,141,40.6,5715149027,140,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812569809,214,1,1,24,34,3ptum5fjcgw51mqui0gu6uuf4,1,32.4,40.3,2025-05-10T14:24:25.315Z,2025-05-10T14:24:35Z,b7594v117himyndjrpkval8us,E. Okereke,,,5715150689,141,51.8,5715150687,140,14.1,5715150685,56,Back,5715150693,213,2.76,5715150691,212,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812569915,215,1,1,24,45,3ptum5fjcgw51mqui0gu6uuf4,1,18.8,50.6,2025-05-10T14:24:35.621Z,2025-05-10T14:24:39Z,eklpacb4xe0yb13zxi642gys4,J. Viitala,,,5715151245,212,42.5,5715151239,56,Back,5715151237,155,,5715151241,140,46.0,5715151249,1,,5715151247,213,5.45,5715151243,141,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812569993,216,1,1,24,49,3ptum5fjcgw51mqui0gu6uuf4,1,42.8,18.2,2025-05-10T14:24:39.622Z,2025-05-10T14:24:51Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,1.0,,5715151675,140,80.3,5715151681,213,0.11,5715151683,1,,5715152887,210,13,5715151677,141,24.6,5715151673,56,Center,5715151671,155,,5715151679,212,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812570003,217,13,1,24,52,3ptum5fjcgw51mqui0gu6uuf4,1,79.3,25.6,2025-05-10T14:24:42.627Z,2025-05-10T15:01:22Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,,5715152991,328,,5715151705,18,,5715152961,29,,5715152975,102,35.1,5715152993,230,93.7,5715152959,81,,5715152995,231,43.7,5715151703,22,,5715152967,55,216,5715152981,103,84.7,5715152957,20,5715152985,215,5715151707,56,,,,,,,,,,,,,,,,Center,,,,,
2812570053,218,5,1,24,53,3ptum5fjcgw51mqui0gu6uuf4,0,101.1,35.6,2025-05-10T14:24:43.756Z,2025-05-10T14:54:40Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,,5715152069,233,246,5715151971,346,,5715151969,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812570017,246,5,1,24,53,8eab5wbcnttsiosd1o8c71gmk,1,-1.1,64.4,2025-05-10T14:24:43.756Z,2025-05-10T14:54:40Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5715152005,233,218,5715151801,56,Back,5715151803,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812570431,247,1,1,25,4,8eab5wbcnttsiosd1o8c71gmk,1,4.4,59.4,2025-05-10T14:24:55.317Z,2025-05-10T14:34:17Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5715154143,212,25.8,5715210309,189,,5715154149,237,,5715154141,141,93.3,5715154135,56,Back,5715154133,124,,5715154137,140,15.5,5715154145,213,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812570447,248,1,1,25,5,8eab5wbcnttsiosd1o8c71gmk,1,15.1,92.8,2025-05-10T14:24:55.605Z,2025-05-10T14:34:16Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5715154217,56,Back,5715154219,140,32.5,5715211351,189,,5715154225,213,6.05,5715154221,141,86.5,5715154223,212,18.8,5715154215,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812581803,365,1,1,25,6,8eab5wbcnttsiosd1o8c71gmk,0,30.1,87.1,2025-05-10T14:24:56.816Z,2025-05-10T14:34:24Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5715219177,212,12.2,5715219173,140,41.2,5715219171,56,Back,5715219179,213,0.30,5715219175,141,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812570457,219,61,1,25,10,3ptum5fjcgw51mqui0gu6uuf4,0,62.8,13.7,2025-05-10T14:25:01.476Z,2025-05-10T14:25:01Z,b7594v117himyndjrpkval8us,E. Okereke,,,5715154273,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812570493,249,1,1,25,12,8eab5wbcnttsiosd1o8c71gmk,0,31.9,69.0,2025-05-10T14:25:03.508Z,2025-05-10T14:34:22Z,50pntfz4g78co2q68kno332z9,J. Tuominen,,,5715154437,56,Back,5715154445,141,70.9,5715154561,236,,5715154567,286,,5715229897,233,220,5715154449,213,0.63,5715154443,140,33.6,5715154447,212,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812570505,220,74,1,25,12,3ptum5fjcgw51mqui0gu6uuf4,1,61.9,25.2,2025-05-10T14:25:03.509Z,2025-05-10T14:34:23Z,b7594v117himyndjrpkval8us,E. Okereke,,,5715154513,56,Center,5715229923,233,249,5715154519,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812570551,222,1,1,25,14,3ptum5fjcgw51mqui0gu6uuf4,1,63.3,32.5,2025-05-10T14:25:05.324Z,2025-05-10T14:33:30Z,b7594v117himyndjrpkval8us,E. Okereke,,,5715154767,140,58.9,5715154769,141,52.4,5715154773,213,1.90,5715154771,212,14.3,5715154765,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812570615,223,1,1,25,15,3ptum5fjcgw51mqui0gu6uuf4,0,58.9,52.4,2025-05-10T14:25:05.587Z,2025-05-10T14:25:08Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5715155137,56,Center,5715155139,140,90.6,5715155145,213,0.36,5715155143,212,35.6,5715155147,1,,5715155141,141,70.9,5715155135,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812570783,251,1,1,25,21,8eab5wbcnttsiosd1o8c71gmk,1,13.8,29.5,2025-05-10T14:25:12.318Z,2025-05-10T14:25:15Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5715156093,56,Back,5715156103,213,1.15,5715156099,141,33.3,5715156091,123,,5715156101,212,2.8,5715156095,140,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812570813,252,1,1,25,24,8eab5wbcnttsiosd1o8c71gmk,1,22.1,32.4,2025-05-10T14:25:15.052Z,2025-05-10T14:25:16Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5715156295,212,5.4,5715156279,56,Back,5715156285,140,26.0,5715156291,141,37.6,5715156299,213,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812570975,253,1,1,25,25,8eab5wbcnttsiosd1o8c71gmk,1,26.0,37.6,2025-05-10T14:25:16.221Z,2025-05-10T14:25:23Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5715157165,140,20.5,5715157171,212,6.8,5715157161,56,Back,5715157169,141,32.2,5715157175,213,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812571033,254,1,1,25,33,8eab5wbcnttsiosd1o8c71gmk,1,31.2,32.2,2025-05-10T14:25:23.581Z,2025-05-10T14:25:25Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5715157537,212,8.4,5715157533,140,37.4,5715157539,213,0.69,5715157531,56,Back,5715157535,141,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812571081,255,1,1,25,34,8eab5wbcnttsiosd1o8c71gmk,1,37.0,40.3,2025-05-10T14:25:25.500Z,2025-05-10T14:25:27Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5715157817,212,9.0,5715157813,140,33.0,5715157819,213,4.23,5715157811,56,Back,5715157815,141,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812571121,256,1,1,25,36,8eab5wbcnttsiosd1o8c71gmk,1,31.2,29.4,2025-05-10T14:25:26.956Z,2025-05-10T14:25:28Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5715157997,56,Back,5715158005,141,48.2,5715158007,212,18.6,5715158003,140,18.3,5715158011,213,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812571171,257,1,1,25,38,8eab5wbcnttsiosd1o8c71gmk,1,18.3,48.2,2025-05-10T14:25:28.669Z,2025-05-10T14:25:30Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5715158297,56,Back,5715158299,140,23.6,5715158305,213,5.04,5715158303,212,17.1,5715158301,141,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812571241,258,1,1,25,40,8eab5wbcnttsiosd1o8c71gmk,1,24.6,22.5,2025-05-10T14:25:30.668Z,2025-05-10T14:25:34Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5715158627,212,7.5,5715158623,140,31.0,5715158621,56,Back,5715158629,213,0.46,5715158625,141,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812571321,259,1,1,25,43,8eab5wbcnttsiosd1o8c71gmk,1,34.6,22.4,2025-05-10T14:25:34Z,2025-05-10T14:25:36Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5715159085,213,6.03,5715159079,140,61.4,5715159077,56,Right,5715159075,155,,5715159083,212,29.1,5715159081,141,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812571339,260,61,1,25,45,8eab5wbcnttsiosd1o8c71gmk,0,62.0,11.4,2025-05-10T14:25:36.365Z,2025-05-10T14:25:36Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5715159163,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812571361,225,1,1,25,46,3ptum5fjcgw51mqui0gu6uuf4,1,40.6,77.0,2025-05-10T14:25:36.803Z,2025-05-10T14:25:37Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5715159275,213,3.42,5715159263,56,Back,5715159271,141,72.4,5715159265,140,30.1,5715159273,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812571429,226,1,1,25,47,3ptum5fjcgw51mqui0gu6uuf4,1,29.3,72.3,2025-05-10T14:25:37.634Z,2025-05-10T14:25:40Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5715159655,140,34.6,5715159661,213,1.17,5715159657,141,91.8,5715159653,56,Back,5715159659,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812571529,227,1,1,25,49,3ptum5fjcgw51mqui0gu6uuf4,0,34.2,95.6,2025-05-10T14:25:40.228Z,2025-05-10T14:25:43Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5715160169,155,,5715160175,141,87.4,5715160185,1,,5715160183,213,6.15,5715160171,56,Left,5715160181,212,42.7,5715160173,140,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812571671,262,1,1,25,56,8eab5wbcnttsiosd1o8c71gmk,1,22.0,3.2,2025-05-10T14:25:47.069Z,2025-05-10T14:25:50Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5715160895,56,Back,5715160903,213,3.16,5715160901,212,3.9,5715160899,141,3.1,5715160897,140,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812571745,263,1,1,25,59,8eab5wbcnttsiosd1o8c71gmk,1,20.5,15.6,2025-05-10T14:25:49.869Z,2025-05-10T14:25:52Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5715161199,56,Back,5715161201,140,2.7,5715161207,213,2.41,5715161203,141,40.4,5715161205,212,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812571791,264,1,1,26,1,8eab5wbcnttsiosd1o8c71gmk,1,3.0,43.7,2025-05-10T14:25:52.492Z,2025-05-10T14:25:55Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5715161491,213,0.32,5715161483,56,Back,5715161487,141,51.6,5715161489,212,17.3,5715161485,140,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812571863,265,1,1,26,4,8eab5wbcnttsiosd1o8c71gmk,1,20.3,56.7,2025-05-10T14:25:54.909Z,2025-05-10T14:25:57Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5715161829,56,Back,5715161835,212,19.1,5715161837,213,1.79,5715161833,141,84.2,5715161831,140,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812571901,228,45,1,26,7,3ptum5fjcgw51mqui0gu6uuf4,0,77.9,16.6,2025-05-10T14:25:57.725Z,2025-05-10T14:55:01Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5715162063,56,Right,5715162489,233,266,5715162065,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812571965,266,3,1,26,7,8eab5wbcnttsiosd1o8c71gmk,1,22.1,83.4,2025-05-10T14:25:57.725Z,2025-05-10T14:55:01Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5715162429,233,228,5715162377,285,,5715162375,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812572049,267,1,1,26,10,8eab5wbcnttsiosd1o8c71gmk,1,40.8,57.8,2025-05-10T14:26:01.325Z,2025-05-10T14:26:04Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5715162869,141,28.3,5715162867,140,44.3,5715162871,212,20.4,5715162865,56,Back,5715162873,213,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812572159,268,1,1,26,13,8eab5wbcnttsiosd1o8c71gmk,1,46.9,24.1,2025-05-10T14:26:04.429Z,2025-05-10T14:26:09Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5715163415,213,5.83,5715163407,140,58.3,5715163403,56,Right,5715163409,141,15.5,5715163413,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812572219,269,1,1,26,18,8eab5wbcnttsiosd1o8c71gmk,1,76.7,13.2,2025-05-10T14:26:08.989Z,2025-05-10T14:26:17Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,1.0,,5715163805,141,46.9,5715164713,210,15,5715164719,154,,5715163799,155,,5715163797,2,,5715163807,212,26.1,5715163803,140,88.6,5715163809,213,1.07,5715163801,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812572227,270,15,1,26,20,8eab5wbcnttsiosd1o8c71gmk,1,88.6,46.9,2025-05-10T14:26:10.926Z,2025-05-10T14:26:18Z,50pntfz4g78co2q68kno332z9,J. Tuominen,,,5715164787,328,,5715163839,17,,5715164763,154,,5715164791,147,47.1,5715164769,55,269,5715164761,29,,5715164779,103,9.5,5715164759,78,,5715163837,22,,5715164789,146,99.1,5715164835,233,5715164777,102,5715163841,56,5715164757,15,,,,,,,,,,,,,229,Center,48.9,,,,
2812572235,229,10,1,26,20,3ptum5fjcgw51mqui0gu6uuf4,1,1.9,51.3,2025-05-10T14:26:11.026Z,2025-05-10T14:26:18Z,eklpacb4xe0yb13zxi642gys4,J. Viitala,,,5715163895,182,,5715163899,56,Back,5715164843,233,270,5715164221,180,,5715164217,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812572819,231,1,1,26,44,3ptum5fjcgw51mqui0gu6uuf4,0,14.0,43.0,2025-05-10T14:26:34.949Z,2025-05-10T14:26:37Z,eklpacb4xe0yb13zxi642gys4,J. Viitala,,,5715167231,56,Right,5715167237,212,63.9,5715167233,140,72.9,5715167245,1,,5715167241,213,6.03,5715167235,141,19.5,5715167229,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812572863,272,1,1,26,48,8eab5wbcnttsiosd1o8c71gmk,0,30.9,77.8,2025-05-10T14:26:38.862Z,2025-05-10T14:26:39Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5715167525,140,35.7,5715167531,213,0.97,5715167521,3,,5715167529,212,8.9,5715167527,141,88.6,5715167523,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812572919,273,83,1,26,50,8eab5wbcnttsiosd1o8c71gmk,0,32.9,91.1,2025-05-10T14:26:41.341Z,2025-05-10T14:26:46Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5715168501,399,64pptq46unjnsxn6wc3avhtec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812573013,232,50,1,26,53,3ptum5fjcgw51mqui0gu6uuf4,1,68.0,4.8,2025-05-10T14:26:44.100Z,2025-05-10T14:54:53Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5715168303,286,,5715168301,56,Right,5715168617,233,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812573049,274,7,1,26,53,8eab5wbcnttsiosd1o8c71gmk,1,32.0,95.2,2025-05-10T14:26:44.101Z,2025-05-10T14:54:52Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5715168451,285,,5715168685,167,,5715168545,233,232,5715168449,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812573061,233,5,1,26,54,3ptum5fjcgw51mqui0gu6uuf4,1,67.6,-1.8,2025-05-10T14:26:45.413Z,2025-05-10T14:54:41Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5715168521,56,Right,5715236593,361,,5715168523,347,,5715168783,233,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812573107,275,5,1,26,54,8eab5wbcnttsiosd1o8c71gmk,0,32.4,101.8,2025-05-10T14:26:45.413Z,2025-05-10T14:54:41Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5715168717,347,,5715168853,233,233,5715236851,361,,5715168715,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812573143,234,1,1,26,56,3ptum5fjcgw51mqui0gu6uuf4,1,68.5,0.0,2025-05-10T14:26:46.645Z,2025-05-10T14:26:48Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5715168917,212,8.1,5715168911,141,7.9,5715168887,107,,5715168905,140,63.9,5715168897,56,Right,5715168921,213,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812573345,235,1,1,26,57,3ptum5fjcgw51mqui0gu6uuf4,1,63.3,9.7,2025-05-10T14:26:47.844Z,2025-05-10T14:26:55Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5715169909,56,Back,5715169915,212,32.2,5715169919,213,2.41,5715169911,140,40.4,5715169913,141,41.2,5715169925,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812573369,236,1,1,27,5,3ptum5fjcgw51mqui0gu6uuf4,1,37.6,63.6,2025-05-10T14:26:55.716Z,2025-05-10T14:26:57Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5715170035,141,35.8,5715170039,213,4.57,5715170031,56,Back,5715170033,140,35.1,5715170037,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812573421,237,1,1,27,6,3ptum5fjcgw51mqui0gu6uuf4,1,35.0,35.8,2025-05-10T14:26:56.964Z,2025-05-10T14:26:59Z,b7594v117himyndjrpkval8us,E. Okereke,,,5715170341,213,6.20,5715170339,212,11.0,5715170331,140,45.4,5715170337,141,34.5,5715170327,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812573469,238,1,1,27,8,3ptum5fjcgw51mqui0gu6uuf4,1,45.4,38.8,2025-05-10T14:26:59.061Z,2025-05-10T14:27:02Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5715170639,140,39.4,5715170637,56,Back,5715170645,213,2.38,5715170641,141,47.6,5715170643,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812573501,239,1,1,27,11,3ptum5fjcgw51mqui0gu6uuf4,1,43.0,42.1,2025-05-10T14:27:02.292Z,2025-05-10T14:27:04Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5715170803,212,19.1,5715170801,141,14.3,5715170799,140,45.9,5715170797,56,Back,5715170805,213,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812573611,240,1,1,27,13,3ptum5fjcgw51mqui0gu6uuf4,1,55.1,8.6,2025-05-10T14:27:03.876Z,2025-05-10T14:27:08Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5715171349,213,0.66,5715171341,56,Center,5715171347,212,17.8,5715171343,140,68.5,5715171345,141,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812573555,276,83,1,27,16,8eab5wbcnttsiosd1o8c71gmk,0,31.0,71.5,2025-05-10T14:27:06.541Z,2025-05-10T14:27:11Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5715171801,399,36gi7l0qvkbru5w6v2nym00ve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812573669,241,1,1,27,17,3ptum5fjcgw51mqui0gu6uuf4,1,75.3,24.0,2025-05-10T14:27:07.908Z,2025-05-10T14:27:11Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5715171621,56,Center,5715171629,213,2.26,5715171623,140,70.9,5715171627,212,7.2,5715171625,141,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812573691,242,3,1,27,20,3ptum5fjcgw51mqui0gu6uuf4,1,75.2,47.2,2025-05-10T14:27:10.947Z,2025-05-10T14:55:02Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5715171745,286,,5715171739,56,Center,5715172153,233,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
