id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/15/value
2796212385,269,1,1,24,31,3ptum5fjcgw51mqui0gu6uuf4,1,99.5,99.5,2025-04-05T14:24:50.086Z,2025-04-05T14:24:59Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5624978405,212,62.5,5624978403,141,8.8,5624978413,345,,5624978391,2,,5624978395,155,,5624978393,6,,5624978401,140,90.0,5624978407,213,4.55,5624978399,56,5624978397,223,5624978409,1,,,,,,,,,,,,,,,Right,,,
2796212591,270,1,1,24,36,3ptum5fjcgw51mqui0gu6uuf4,1,89.1,8.2,2025-04-05T14:24:54.764Z,2025-04-05T14:24:58Z,46ums24te70jl5qclztg8xhwp,C. David,,,5624979535,212,10.3,5624979533,141,15.9,5624979537,213,2.61,5624979529,56,Right,5624979531,140,80.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796212619,271,1,1,24,39,3ptum5fjcgw51mqui0gu6uuf4,0,94.2,23.7,2025-04-05T14:24:58.021Z,2025-04-05T14:24:58Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5624979715,141,46.1,5624979713,140,94.5,5624979717,212,15.2,5624979711,56,Center,5624979719,213,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796212765,208,12,1,24,41,7efqk7uh63928il0yffxijnv7,1,4.1,51.9,2025-04-05T14:24:59.774Z,2025-04-05T14:58:02Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5624980483,213,0.68,5624980479,141,69.7,5624980477,140,18.5,5624980481,212,19.4,5624980475,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796212769,209,61,1,24,42,7efqk7uh63928il0yffxijnv7,1,18.5,69.7,2025-04-05T14:25:01.320Z,2025-04-05T14:59:04Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,,5624980515,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796212759,272,3,1,24,43,3ptum5fjcgw51mqui0gu6uuf4,0,89.1,36.8,2025-04-05T14:25:02.173Z,2025-04-05T16:14:10Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5624980455,56,Center,5624980457,286,,5624981289,233,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796212885,210,7,1,24,43,7efqk7uh63928il0yffxijnv7,1,10.9,63.2,2025-04-05T14:25:02.174Z,2025-04-05T16:14:09Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5624981149,285,,5624981147,56,Back,5624981269,233,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796212953,211,12,1,24,47,7efqk7uh63928il0yffxijnv7,1,10.9,62.1,2025-04-05T14:25:06.095Z,2025-04-05T14:59:06Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5624981489,140,28.8,5624981593,167,,5624981499,213,0.96,5624981495,212,32.7,5624981493,141,100.0,5624981487,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796212963,212,5,1,24,48,7efqk7uh63928il0yffxijnv7,0,32.6,101.6,2025-04-05T14:25:06.822Z,2025-04-05T14:28:10Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5624981677,233,273,5624981537,347,,5624981535,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796212943,273,5,1,24,48,3ptum5fjcgw51mqui0gu6uuf4,1,67.4,-1.6,2025-04-05T14:25:06.822Z,2025-04-05T14:28:10Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5624981435,347,,5624981617,233,212,5624981429,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796213081,274,1,1,24,51,3ptum5fjcgw51mqui0gu6uuf4,1,61.1,0.0,2025-04-05T14:25:09.493Z,2025-04-05T14:25:11Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5624982197,213,0.43,5624982177,56,Right,5624982185,141,5.6,5624982181,140,71.7,5624982173,107,,5624982189,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796213095,275,50,1,24,53,3ptum5fjcgw51mqui0gu6uuf4,1,76.6,4.7,2025-04-05T14:25:11.501Z,2025-04-05T16:14:11Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5624982225,56,Right,5624983587,233,213,5624982227,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796213321,213,7,1,24,53,7efqk7uh63928il0yffxijnv7,1,23.4,95.3,2025-04-05T14:25:11.502Z,2025-04-05T16:14:11Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5624983479,233,275,5624983367,285,,5624983365,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796213395,215,1,1,25,0,7efqk7uh63928il0yffxijnv7,0,22.8,95.1,2025-04-05T14:25:18.767Z,2025-04-05T14:25:20Z,cbceals9gkfqlywg94zzzlgb9,F. Valenčič,,,5624983763,56,Left,5624983773,1,,5624983765,140,63.6,5624983771,213,6.28,5624983769,212,42.8,5624983767,141,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796213415,276,12,1,25,1,3ptum5fjcgw51mqui0gu6uuf4,1,39.3,6.7,2025-04-05T14:25:19.662Z,2025-04-05T14:25:21Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5624983887,212,5.8,5624983985,167,,5624983881,56,Back,5624983889,213,4.95,5624983885,141,0.0,5624983883,140,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796213485,216,5,1,25,1,7efqk7uh63928il0yffxijnv7,1,58.4,101.8,2025-04-05T14:25:20.164Z,2025-04-05T14:28:11Z,cbceals9gkfqlywg94zzzlgb9,F. Valenčič,,,5624984241,233,277,5624984171,347,,5624984169,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796213427,277,5,1,25,1,3ptum5fjcgw51mqui0gu6uuf4,0,41.6,-1.8,2025-04-05T14:25:20.164Z,2025-04-05T14:25:24Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5624983935,56,Back,5624983937,347,,5624984333,233,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796214163,217,1,1,25,22,7efqk7uh63928il0yffxijnv7,0,56.9,100.0,2025-04-05T14:25:40.495Z,2025-04-05T14:25:42Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5624988129,141,94.7,5624988131,212,19.2,5624988119,107,,5624988123,56,Left,5624988125,140,74.6,5624988135,213,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796214229,278,1,1,25,25,3ptum5fjcgw51mqui0gu6uuf4,0,36.0,3.8,2025-04-05T14:25:43.774Z,2025-04-05T14:25:44Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5624988537,212,10.5,5624988539,213,0.48,5624988531,56,Back,5624988529,3,,5624988535,141,10.9,5624988533,140,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796214277,218,1,1,25,25,7efqk7uh63928il0yffxijnv7,1,63.3,84.8,2025-04-05T14:25:43.959Z,2025-04-05T14:25:46Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5624988797,141,95.3,5624988799,212,11.2,5624988795,140,71.5,5624988801,213,0.69,5624988793,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796214313,219,1,1,25,27,7efqk7uh63928il0yffxijnv7,0,71.5,95.3,2025-04-05T14:25:46.230Z,2025-04-05T14:25:47Z,d7od1kij5jchngdcwlvls0max,S. Kähkönen,,,5624988963,212,10.7,5624988953,56,Left,5624988967,213,6.23,5624988957,140,81.7,5624988959,141,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796214291,279,43,1,25,28,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-04-05T14:25:46.526Z,2025-04-05T14:48:54Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5625300369,144,61,5624988861,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796214371,280,12,1,25,29,3ptum5fjcgw51mqui0gu6uuf4,1,24.7,5.2,2025-04-05T14:25:48.229Z,2025-04-05T14:25:49Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5624989313,140,32.9,5624989317,141,0.0,5624989321,212,9.9,5624989323,213,5.77,5624989573,167,,5624989309,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796214383,220,5,1,25,30,7efqk7uh63928il0yffxijnv7,1,71.4,102.0,2025-04-05T14:25:48.439Z,2025-04-05T14:28:11Z,d7od1kij5jchngdcwlvls0max,S. Kähkönen,,,5624989601,233,281,5624989387,56,Left,5624989389,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796214391,281,5,1,25,30,3ptum5fjcgw51mqui0gu6uuf4,0,28.6,-2.0,2025-04-05T14:25:48.439Z,2025-04-05T14:28:11Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5624989645,233,220,5624989447,56,Back,5624989449,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796214803,221,1,1,25,39,7efqk7uh63928il0yffxijnv7,1,78.5,100.0,2025-04-05T14:25:58.054Z,2025-04-05T14:26:00Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5624991717,56,Left,5624991721,141,81.7,5624991719,140,90.2,5624991725,213,5.44,5624991715,107,,5624991723,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796214879,222,61,1,25,41,7efqk7uh63928il0yffxijnv7,0,88.3,79.9,2025-04-05T14:26:00.279Z,2025-04-05T14:57:28Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,,5624992177,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796214993,282,61,1,25,41,3ptum5fjcgw51mqui0gu6uuf4,1,10.7,34.6,2025-04-05T14:26:00.280Z,2025-04-05T14:57:30Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5624992727,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796214905,223,1,1,25,44,7efqk7uh63928il0yffxijnv7,0,96.4,77.2,2025-04-05T14:26:02.431Z,2025-04-05T14:57:30Z,d7od1kij5jchngdcwlvls0max,S. Kähkönen,,,5624992347,140,88.0,5624992349,141,59.4,5624992351,212,15.0,5624992345,56,Center,5624992355,213,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796215099,284,1,1,25,48,3ptum5fjcgw51mqui0gu6uuf4,0,10.8,34.0,2025-04-05T14:26:06.989Z,2025-04-05T14:26:08Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5624993413,140,22.8,5624993417,141,7.6,5624993421,212,21.9,5624993429,1,,5624993425,213,5.32,5624993409,157,,5624993411,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796215203,224,3,1,25,52,7efqk7uh63928il0yffxijnv7,0,81.2,95.4,2025-04-05T14:26:10.637Z,2025-04-05T14:56:03Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5624993935,56,Left,5624993939,286,,5624994151,233,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796215219,285,7,1,25,52,3ptum5fjcgw51mqui0gu6uuf4,0,18.8,4.6,2025-04-05T14:26:10.638Z,2025-04-05T14:26:16Z,8v9ms04dm6d99xb9lt5qdk74k,L. Andersson,,,5624994025,56,Back,5624994029,285,,5624994085,233,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796215273,225,61,1,25,53,7efqk7uh63928il0yffxijnv7,1,84.7,94.7,2025-04-05T14:26:12.127Z,2025-04-05T14:56:26Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5624994309,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796215333,226,5,1,25,54,7efqk7uh63928il0yffxijnv7,0,78.4,102.0,2025-04-05T14:26:12.519Z,2025-04-05T14:26:45Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5624995125,233,286,5624994587,56,Left,5624994589,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796215411,286,5,1,25,54,3ptum5fjcgw51mqui0gu6uuf4,1,21.6,-2.0,2025-04-05T14:26:12.519Z,2025-04-05T14:28:12Z,8v9ms04dm6d99xb9lt5qdk74k,L. Andersson,,,5624994989,347,,5624995091,233,226,5624994987,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796215549,287,1,1,25,54,3ptum5fjcgw51mqui0gu6uuf4,0,23.5,0.0,2025-04-05T14:26:12.781Z,2025-04-05T14:49:06Z,8v9ms04dm6d99xb9lt5qdk74k,L. Andersson,,,5624995779,140,38.6,5624995783,212,17.6,5624995785,213,0.45,5624995777,56,Back,5624995781,141,9.2,5624995775,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796215621,227,8,1,25,56,7efqk7uh63928il0yffxijnv7,1,55.6,95.1,2025-04-05T14:26:14.431Z,2025-04-05T14:56:24Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5624996105,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796215673,228,5,1,26,2,7efqk7uh63928il0yffxijnv7,0,57.4,101.8,2025-04-05T14:26:20.438Z,2025-04-05T14:26:50Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5624996411,56,Left,5624996565,233,288,5624996415,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796215613,288,5,1,26,2,3ptum5fjcgw51mqui0gu6uuf4,1,42.6,-1.8,2025-04-05T14:26:20.438Z,2025-04-05T14:28:12Z,8v9ms04dm6d99xb9lt5qdk74k,L. Andersson,,,5624996483,233,228,5624996075,56,Back,5624996079,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796216089,289,1,1,26,2,3ptum5fjcgw51mqui0gu6uuf4,1,41.6,0.0,2025-04-05T14:26:20.669Z,2025-04-05T14:26:47Z,8v9ms04dm6d99xb9lt5qdk74k,L. Andersson,,,5624998553,107,,5624998563,212,11.4,5624998565,213,2.86,5624998559,140,31.2,5624998561,141,2.8,5624998557,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796216123,290,1,1,26,13,3ptum5fjcgw51mqui0gu6uuf4,1,29.4,14.6,2025-04-05T14:26:31.437Z,2025-04-05T14:26:32Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5624998755,213,1.62,5624998749,212,10.5,5624998743,56,Back,5624998745,140,28.9,5624998747,141,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796216261,291,1,1,26,13,3ptum5fjcgw51mqui0gu6uuf4,1,29.1,30.7,2025-04-05T14:26:32.277Z,2025-04-05T14:26:35Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5624999475,56,Back,5624999489,213,1.33,5624999477,140,34.3,5624999485,212,23.0,5624999483,141,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796216405,292,1,1,26,17,3ptum5fjcgw51mqui0gu6uuf4,1,34.1,62.4,2025-04-05T14:26:35.693Z,2025-04-05T14:26:39Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5625000239,212,9.8,5625000219,56,Back,5625000227,140,28.6,5625000243,213,4.08,5625000235,141,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796216667,293,1,1,26,20,3ptum5fjcgw51mqui0gu6uuf4,1,37.5,58.5,2025-04-05T14:26:39.029Z,2025-04-05T14:26:45Z,eyxig53mzy4qlf208vpchs7is,M. Fonsell,,,5625001679,140,35.2,5625001683,212,14.8,5625001677,56,Back,5625001685,213,4.55,5625001681,141,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796216913,294,1,1,26,27,3ptum5fjcgw51mqui0gu6uuf4,1,47.8,39.1,2025-04-05T14:26:45.693Z,2025-04-05T14:26:53Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5625003069,56,Back,5625003079,213,1.93,5625003077,212,15.4,5625003073,140,42.6,5625003075,141,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796217123,295,1,1,26,34,3ptum5fjcgw51mqui0gu6uuf4,1,57.0,65.2,2025-04-05T14:26:52.870Z,2025-04-05T14:26:59Z,eyxig53mzy4qlf208vpchs7is,M. Fonsell,,,5625004297,140,82.4,5625004295,56,Left,5625004303,213,0.60,5625004305,1,,5625004301,212,32.2,5625004299,141,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796217151,296,1,1,26,40,3ptum5fjcgw51mqui0gu6uuf4,0,92.2,86.5,2025-04-05T14:26:59.062Z,2025-04-05T14:27:00Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5625004487,213,4.51,5625004679,236,,5625004479,141,80.6,5625004685,286,,5625004471,2,,5625004475,56,Left,5625004681,233,229,5625004481,212,4.1,5625004477,140,,,,,,,,,,,,,,,,,,,91.4,,,
2796217131,229,12,1,26,40,7efqk7uh63928il0yffxijnv7,1,8.0,18.6,2025-04-05T14:26:59.162Z,2025-04-05T14:55:28Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5625004741,233,296,5625004359,56,Back,5625004355,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796217297,297,1,1,26,44,3ptum5fjcgw51mqui0gu6uuf4,0,97.9,69.3,2025-04-05T14:27:02.573Z,2025-04-05T14:59:25Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5625005297,212,8.4,5625005299,213,4.33,5625005291,56,Center,5625005295,141,57.9,5625005287,155,,5625005293,140,94.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796217483,230,12,1,26,44,7efqk7uh63928il0yffxijnv7,1,5.7,45.7,2025-04-05T14:27:03.287Z,2025-04-05T14:27:08Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5625006277,140,4.4,5625006279,141,31.3,5625006283,213,4.57,5625006275,56,Back,5625006281,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796217617,232,50,1,26,50,7efqk7uh63928il0yffxijnv7,1,5.4,15.3,2025-04-05T14:27:09.070Z,2025-04-05T16:14:13Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5625007039,285,,5625007035,56,Back,5625007863,233,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796217749,298,7,1,26,50,3ptum5fjcgw51mqui0gu6uuf4,1,94.6,84.7,2025-04-05T14:27:09.071Z,2025-04-05T16:14:12Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5625007721,56,Left,5625007723,286,,5625007851,233,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796217705,233,83,1,26,54,7efqk7uh63928il0yffxijnv7,0,6.2,18.0,2025-04-05T14:27:12.431Z,2025-04-05T14:27:28Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5625008509,399,1iyf79yql5sm8m6i8nwxntsve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796217791,300,1,1,26,55,3ptum5fjcgw51mqui0gu6uuf4,0,96.5,84.4,2025-04-05T14:27:14.262Z,2025-04-05T14:27:15Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5625007941,213,4.71,5625007927,2,,5625007937,141,59.3,5625007933,56,Center,5625007935,140,96.5,5625007939,212,17.1,5625007929,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796217915,234,12,1,26,58,7efqk7uh63928il0yffxijnv7,1,7.8,43.9,2025-04-05T14:27:16.798Z,2025-04-05T14:27:18Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5625008587,213,5.89,5625008585,212,20.9,5625008583,141,32.2,5625008579,56,Back,5625008581,140,26.2,5625008667,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796218073,301,13,1,27,0,3ptum5fjcgw51mqui0gu6uuf4,1,80.3,67.0,2025-04-05T14:27:18.719Z,2025-04-06T11:28:16Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5625010989,103,4.2,5625009437,56,Center,5625010991,215,,5625010987,102,41.0,5625010993,458,,5625010995,230,99.0,5625010147,72,,5625009435,18,,5625009433,22,5625010985,84,5625010997,231,,,,,,,,,,,,,,,,,50.9,
2796218557,235,5,1,27,5,7efqk7uh63928il0yffxijnv7,1,-0.6,62.4,2025-04-05T14:27:24.221Z,2025-04-05T14:28:14Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5625012137,56,Back,5625012139,346,,5625018601,233,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796218111,302,5,1,27,5,3ptum5fjcgw51mqui0gu6uuf4,0,100.6,37.6,2025-04-05T14:27:24.221Z,2025-04-05T14:28:14Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5625009687,346,,5625018645,233,235,5625009685,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796219153,236,1,1,27,29,7efqk7uh63928il0yffxijnv7,0,4.8,60.2,2025-04-05T14:27:47.528Z,2025-04-05T14:27:55Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5625015521,140,40.5,5625015531,74,,5625015529,1,,5625015517,124,,5625015519,56,Back,5625015527,213,0.14,5625015523,141,67.9,5625015525,212,37.8,,,,,,,,,,,,,,,,,,,,,,,,
2796219045,303,1,1,27,32,3ptum5fjcgw51mqui0gu6uuf4,1,57.2,33.0,2025-04-05T14:27:50.486Z,2025-04-05T14:27:52Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5625014977,213,6.07,5625014971,140,65.2,5625014969,56,Center,5625014975,212,8.6,5625014965,3,,5625014973,141,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796219105,304,1,1,27,34,3ptum5fjcgw51mqui0gu6uuf4,1,64.4,28.3,2025-04-05T14:27:52.798Z,2025-04-05T14:27:54Z,46ums24te70jl5qclztg8xhwp,C. David,,,5625015271,56,Center,5625015279,213,0.73,5625015277,212,7.2,5625015273,140,69.5,5625015275,141,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796219201,306,61,1,27,38,3ptum5fjcgw51mqui0gu6uuf4,0,77.3,18.3,2025-04-05T14:27:56.485Z,2025-04-05T14:27:56Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5625015725,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796219361,238,1,1,27,41,7efqk7uh63928il0yffxijnv7,0,1.7,79.0,2025-04-05T14:28:00.311Z,2025-04-05T14:28:04Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5625016579,141,80.0,5625016583,213,0.31,5625017055,236,,5625017057,233,307,5625016577,140,3.7,5625017061,286,,5625016581,212,2.2,5625016575,56,Back,,,,,,,,,,,,,,,,,,,,,,,,
2796219433,307,74,1,27,41,3ptum5fjcgw51mqui0gu6uuf4,1,94.5,12.5,2025-04-05T14:28:00.312Z,2025-04-05T14:30:41Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5625016987,56,Right,5625017119,233,238,5625016991,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796219527,239,5,1,27,47,7efqk7uh63928il0yffxijnv7,1,-0.8,76.7,2025-04-05T14:28:05.576Z,2025-04-05T14:28:13Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5625017521,346,,5625017519,56,Back,5625018015,233,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796219621,308,5,1,27,47,3ptum5fjcgw51mqui0gu6uuf4,0,100.8,23.3,2025-04-05T14:28:05.576Z,2025-04-05T14:28:13Z,8v9ms04dm6d99xb9lt5qdk74k,L. Andersson,,,5625017977,346,,5625018061,233,239,5625017975,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796220317,240,1,1,28,3,7efqk7uh63928il0yffxijnv7,0,5.0,63.0,2025-04-05T14:28:21.895Z,2025-04-05T14:28:30Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5625021513,124,,5625021523,213,6.08,5625021525,1,,5625021515,56,Back,5625021529,74,,5625021521,212,36.9,5625021519,141,51.9,5625021517,140,39.4,,,,,,,,,,,,,,,,,,,,,,,,
2796220333,309,44,1,28,8,3ptum5fjcgw51mqui0gu6uuf4,1,58.5,42.4,2025-04-05T14:28:27.078Z,2025-04-05T14:33:54Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5625022307,233,241,5625021601,56,Center,5625021603,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796220421,241,44,1,28,8,7efqk7uh63928il0yffxijnv7,0,41.5,57.6,2025-04-05T14:28:27.079Z,2025-04-05T14:33:54Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5625022007,285,,5625022003,56,Back,5625022367,233,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796220367,310,1,1,28,9,3ptum5fjcgw51mqui0gu6uuf4,0,55.3,32.5,2025-04-05T14:28:27.614Z,2025-04-05T14:28:28Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5625021727,140,70.4,5625021731,212,16.5,5625021729,141,39.1,5625021725,56,Center,5625021733,213,0.28,5625021723,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796220497,311,61,1,28,11,3ptum5fjcgw51mqui0gu6uuf4,1,66.8,26.8,2025-04-05T14:28:30.278Z,2025-04-05T14:54:51Z,46ums24te70jl5qclztg8xhwp,C. David,,,5625022477,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
