id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/14/value
2802941333,106,1,1,13,48,duspptyvnr5kpx2iko5gerhnz,1,73.4,89.9,2025-04-19T12:14:28.012Z,2025-04-19T12:14:31Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5662098593,141,92.4,5662098589,56,Left,5662098597,213,0.19,5662098591,140,81.7,5662098595,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802941351,107,1,1,13,51,duspptyvnr5kpx2iko5gerhnz,0,89.8,88.7,2025-04-19T12:14:31.389Z,2025-04-19T12:14:32Z,6zw6j1zpm7vs8zkx5z6enqpgq,M. Borchers,,,5662098657,56,Left,5662098693,233,148,5662098663,212,1.4,5662098655,155,,5662098691,236,,5662098661,141,86.6,5662098659,140,89.6,5662098665,213,4.57,5662098653,2,,5662098697,286,,,,,,,,,,,,,,,,,,,,,
2802941343,148,12,1,13,51,8eab5wbcnttsiosd1o8c71gmk,1,6.2,22.1,2025-04-19T12:14:31.489Z,2025-04-19T12:14:33Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5662098639,56,Back,5662098637,185,,5662098707,233,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802941373,108,6,1,13,53,duspptyvnr5kpx2iko5gerhnz,1,96.8,82.6,2025-04-19T12:14:32.902Z,2025-04-19T12:55:13Z,6zw6j1zpm7vs8zkx5z6enqpgq,M. Borchers,,,5662098923,233,149,5662098881,73,,5662098879,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802941363,149,6,1,13,53,8eab5wbcnttsiosd1o8c71gmk,0,3.2,17.4,2025-04-19T12:14:32.902Z,2025-04-19T12:14:39Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5662098769,56,Back,5662098771,73,,5662098929,233,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802941749,109,1,1,14,19,duspptyvnr5kpx2iko5gerhnz,0,99.5,99.5,2025-04-19T12:14:59.197Z,2025-04-19T12:15:04Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5662100867,155,,5662100875,141,45.5,5662101057,233,151,5662100873,140,96.2,5662100869,223,,5662100865,6,,5662100883,1,,5662100877,212,36.9,5662100863,2,,5662100879,213,4.62,5662100871,56,,,,,,,,,,,,,,,,Center,,
2802941769,150,44,1,14,23,8eab5wbcnttsiosd1o8c71gmk,1,3.8,50.9,2025-04-19T12:15:02.779Z,2025-04-19T12:55:04Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5662101009,285,,5662102125,233,112,5662101005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802941947,112,44,1,14,23,duspptyvnr5kpx2iko5gerhnz,0,96.2,49.1,2025-04-19T12:15:02.780Z,2025-04-19T12:55:04Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5662101885,56,Center,5662101887,286,,5662102153,233,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802941773,151,11,1,14,24,8eab5wbcnttsiosd1o8c71gmk,0,2.9,51.3,2025-04-19T12:15:03.687Z,2025-04-19T12:15:04Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5662101035,88,,5662101033,56,Back,5662101065,233,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802941821,110,13,1,14,26,duspptyvnr5kpx2iko5gerhnz,1,97.6,49.8,2025-04-19T12:15:06.030Z,2025-04-19T12:19:06Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5662101221,56,Center,5662102447,25,,5662119017,102,41.0,5662119023,328,,5662119019,103,70.8,5662102449,20,,5662119025,458,,5662119029,231,50.4,5662119015,81,,5662119021,108,,5662102451,16,5662119027,230,99.9,,,,,,,,,,,,,,,
2802941833,111,5,1,14,28,duspptyvnr5kpx2iko5gerhnz,0,101.2,43.2,2025-04-19T12:15:07.997Z,2025-04-19T12:55:19Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5662102439,233,152,5662101285,346,,5662101283,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802942013,152,5,1,14,28,8eab5wbcnttsiosd1o8c71gmk,1,-1.2,56.8,2025-04-19T12:15:07.997Z,2025-04-19T12:55:19Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5662102231,56,Back,5662102235,346,,5662102433,233,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802942099,153,1,1,14,40,8eab5wbcnttsiosd1o8c71gmk,0,3.2,59.3,2025-04-19T12:15:20.127Z,2025-04-19T12:20:37Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5662102681,140,31.2,5662102683,141,93.5,5662102677,124,,5662102689,1,,5662102739,189,,5662102687,213,0.67,5662102685,212,37.5,5662102679,56,Back,5662102691,74,,,,,,,,,,,,,,,,,,,,,,,,
2802946337,154,61,1,14,45,duspptyvnr5kpx2iko5gerhnz,1,60.3,7.8,2025-04-19T12:15:24.758Z,2025-04-19T12:20:47Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5662126511,56,Right,5662126761,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802942159,114,3,1,14,50,duspptyvnr5kpx2iko5gerhnz,0,78.2,4.6,2025-04-19T12:15:30.476Z,2025-04-19T12:20:54Z,di62c8bxsf1t8jrhzu47qb7u2,J. Lakkamäki,,,5662102943,286,,5662102941,56,Right,5662127477,233,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802942177,154,7,1,14,50,8eab5wbcnttsiosd1o8c71gmk,1,21.8,95.4,2025-04-19T12:15:30.477Z,2025-04-19T12:20:55Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5662103045,56,Back,5662103043,167,,5662103047,285,,5662127587,233,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802942241,115,5,1,14,52,duspptyvnr5kpx2iko5gerhnz,1,77.6,-1.5,2025-04-19T12:15:31.942Z,2025-04-19T12:55:19Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5662103403,347,,5662103401,56,Right,5662103431,233,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802942229,155,5,1,14,52,8eab5wbcnttsiosd1o8c71gmk,0,22.4,101.5,2025-04-19T12:15:31.942Z,2025-04-19T12:55:20Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5662103355,347,,5662103353,56,Back,5662103467,233,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802942255,116,1,1,14,56,duspptyvnr5kpx2iko5gerhnz,1,82.0,0.0,2025-04-19T12:15:35.949Z,2025-04-19T12:15:37Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5662103529,212,6.7,5662103523,56,Right,5662103521,107,,5662103525,140,81.9,5662103531,213,1.59,5662103527,141,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802942313,117,1,1,14,57,duspptyvnr5kpx2iko5gerhnz,1,83.5,4.1,2025-04-19T12:15:37.037Z,2025-04-19T12:15:40Z,di62c8bxsf1t8jrhzu47qb7u2,J. Lakkamäki,,,5662103777,56,Right,5662103783,212,9.6,5662103781,141,16.1,5662103779,140,88.3,5662103785,213,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802942307,159,43,1,15,0,8eab5wbcnttsiosd1o8c71gmk,1,0.0,0.0,2025-04-19T12:15:39.975Z,2025-04-19T12:21:34Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5662103831,399,6zw6j1zpm7vs8zkx5z6enqpgq,5662130053,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802942321,118,50,1,15,0,duspptyvnr5kpx2iko5gerhnz,1,87.6,14.8,2025-04-19T12:15:40.605Z,2025-04-19T12:15:45Z,6zw6j1zpm7vs8zkx5z6enqpgq,M. Borchers,,,5662103953,233,160,5662103799,56,Right,5662103803,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802942339,160,7,1,15,0,8eab5wbcnttsiosd1o8c71gmk,1,12.4,85.2,2025-04-19T12:15:40.606Z,2025-04-19T12:21:26Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5662129519,167,,5662103891,56,Back,5662103893,285,,5662103947,233,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802942651,121,5,1,15,2,duspptyvnr5kpx2iko5gerhnz,1,89.1,-1.0,2025-04-19T12:15:42.509Z,2025-04-19T12:55:20Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5662105525,56,Right,5662105537,233,161,5662105527,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802942393,161,5,1,15,2,8eab5wbcnttsiosd1o8c71gmk,0,10.9,101.0,2025-04-19T12:15:42.509Z,2025-04-19T12:55:20Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5662104129,347,,5662104127,56,Back,5662105573,233,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802942737,122,1,1,15,23,duspptyvnr5kpx2iko5gerhnz,1,85.4,0.0,2025-04-19T12:16:03.661Z,2025-04-19T12:16:10Z,di62c8bxsf1t8jrhzu47qb7u2,J. Lakkamäki,,,5662106061,140,90.5,5662106057,56,Center,5662106071,1,,5662106069,213,1.34,5662106067,212,23.4,5662106053,107,,5662106065,141,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802942747,123,61,1,15,31,duspptyvnr5kpx2iko5gerhnz,0,90.4,32.7,2025-04-19T12:16:10.686Z,2025-04-19T12:23:52Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5662106109,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802942971,164,1,1,15,39,8eab5wbcnttsiosd1o8c71gmk,1,12.3,57.5,2025-04-19T12:16:19.590Z,2025-04-19T12:16:22Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5662107173,213,5.73,5662107169,212,31.0,5662107167,141,33.6,5662107163,56,Back,5662107165,140,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802942979,165,1,1,15,42,8eab5wbcnttsiosd1o8c71gmk,1,37.4,33.6,2025-04-19T12:16:22.007Z,2025-04-19T12:16:25Z,50pntfz4g78co2q68kno332z9,J. Tuominen,,,5662107221,213,4.33,5662107217,141,11.9,5662107215,140,31.7,5662107213,56,Back,5662107219,212,15.9,5662107243,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802943037,166,1,1,15,45,8eab5wbcnttsiosd1o8c71gmk,1,28.6,9.7,2025-04-19T12:16:25.335Z,2025-04-19T12:16:27Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5662107535,140,12.0,5662107533,56,Back,5662107537,141,17.3,5662107539,212,18.2,5662107541,213,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802943087,167,1,1,15,47,8eab5wbcnttsiosd1o8c71gmk,1,10.7,16.4,2025-04-19T12:16:27.560Z,2025-04-19T12:16:31Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5662107807,213,2.05,5662107797,56,Back,5662107799,140,3.4,5662107801,141,38.2,5662107803,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802943123,168,1,1,15,51,8eab5wbcnttsiosd1o8c71gmk,1,4.2,33.1,2025-04-19T12:16:31.591Z,2025-04-19T12:16:34Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5662107989,212,29.8,5662107991,213,0.06,5662107985,140,32.5,5662107987,141,35.8,5662107983,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802943201,169,1,1,15,54,8eab5wbcnttsiosd1o8c71gmk,1,32.5,35.8,2025-04-19T12:16:34.167Z,2025-04-19T12:16:39Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5662108375,212,13.6,5662108377,213,1.73,5662108371,140,30.5,5662108373,141,55.5,5662108369,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802943229,170,1,1,15,59,8eab5wbcnttsiosd1o8c71gmk,1,39.6,67.0,2025-04-19T12:16:39.207Z,2025-04-19T12:16:40Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5662108507,212,13.6,5662108505,141,86.9,5662108509,213,1.45,5662108503,140,41.2,5662108501,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802943255,171,1,1,16,0,8eab5wbcnttsiosd1o8c71gmk,1,41.5,86.9,2025-04-19T12:16:40.583Z,2025-04-19T12:16:42Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5662108685,141,93.9,5662108687,212,17.7,5662108689,213,0.27,5662108683,140,57.7,5662108681,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802943305,172,1,1,16,3,8eab5wbcnttsiosd1o8c71gmk,0,64.2,93.5,2025-04-19T12:16:42.839Z,2025-04-19T12:16:45Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5662108939,56,Left,5662108945,212,22.8,5662108947,213,6.26,5662108941,140,85.9,5662108943,141,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802943327,173,83,1,16,7,8eab5wbcnttsiosd1o8c71gmk,0,87.9,93.8,2025-04-19T12:16:46.775Z,2025-04-19T12:16:53Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5662109509,399,5ynhzqvpks5u5bjgno6snhyzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802943417,126,1,1,16,11,duspptyvnr5kpx2iko5gerhnz,0,6.7,6.5,2025-04-19T12:16:51.101Z,2025-04-19T12:16:53Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,,5662109479,140,28.3,5662109481,141,15.8,5662109477,56,Back,5662109483,212,23.5,5662109485,213,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802943443,174,50,1,16,14,8eab5wbcnttsiosd1o8c71gmk,1,73.0,83.5,2025-04-19T12:16:53.975Z,2025-04-19T12:54:57Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5662109577,56,Left,5662109581,286,,5662111103,233,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802943465,128,7,1,16,14,duspptyvnr5kpx2iko5gerhnz,0,27.0,16.5,2025-04-19T12:16:53.976Z,2025-04-19T12:54:57Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5662111041,233,174,5662109725,285,,5662109723,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802943461,127,61,1,16,15,duspptyvnr5kpx2iko5gerhnz,0,27.7,15.0,2025-04-19T12:16:54.862Z,2025-04-19T12:16:55Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5662109691,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802943499,129,1,1,16,17,duspptyvnr5kpx2iko5gerhnz,0,30.9,9.4,2025-04-19T12:16:56.734Z,2025-04-19T12:16:58Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5662109875,140,45.6,5662109877,141,30.3,5662109881,213,0.74,5662109873,56,Back,5662109879,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802943547,176,1,1,16,20,8eab5wbcnttsiosd1o8c71gmk,1,47.3,67.8,2025-04-19T12:17:00.487Z,2025-04-19T12:17:01Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5662110119,141,74.2,5662110115,56,Center,5662110123,213,0.27,5662110117,140,62.3,5662110121,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802943565,177,1,1,16,22,8eab5wbcnttsiosd1o8c71gmk,1,62.3,74.4,2025-04-19T12:17:01.751Z,2025-04-19T12:17:03Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5662110197,56,Center,5662110205,213,0.47,5662110199,140,66.4,5662110201,141,77.6,5662110203,212,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802943571,178,1,1,16,23,8eab5wbcnttsiosd1o8c71gmk,1,66.4,77.6,2025-04-19T12:17:02.967Z,2025-04-19T12:17:04Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5662110269,213,1.95,5662110267,212,3.7,5662110261,56,Left,5662110263,140,65.1,5662110265,141,82.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802943601,179,1,1,16,24,8eab5wbcnttsiosd1o8c71gmk,1,65.1,82.7,2025-04-19T12:17:03.895Z,2025-04-19T12:17:06Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5662110407,212,20.3,5662110405,141,95.4,5662110403,140,82.6,5662110399,56,Left,5662110409,213,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802943605,180,61,1,16,26,8eab5wbcnttsiosd1o8c71gmk,0,83.0,95.4,2025-04-19T12:17:06.280Z,2025-04-19T12:17:06Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5662110433,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802943629,130,12,1,16,27,duspptyvnr5kpx2iko5gerhnz,1,8.3,5.5,2025-04-19T12:17:07.309Z,2025-04-19T12:17:08Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5662110555,213,5.54,5662110547,56,Back,5662110585,167,,5662110553,212,7.5,5662110551,141,0.0,5662110549,140,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802943635,131,5,1,16,28,duspptyvnr5kpx2iko5gerhnz,0,18.2,-1.6,2025-04-19T12:17:07.937Z,2025-04-19T12:17:12Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5662110571,347,,5662110569,56,Back,5662110605,233,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802943637,181,5,1,16,28,8eab5wbcnttsiosd1o8c71gmk,1,81.8,101.6,2025-04-19T12:17:07.937Z,2025-04-19T12:55:20Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5662110575,347,,5662110599,233,131,5662110573,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802943779,183,1,1,16,41,8eab5wbcnttsiosd1o8c71gmk,1,63.7,100.0,2025-04-19T12:17:20.920Z,2025-04-19T12:17:27Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5662111373,213,4.58,5662111369,141,89.6,5662111371,212,8.0,5662111367,140,62.7,5662111365,56,Left,5662111613,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802943789,184,1,1,16,42,8eab5wbcnttsiosd1o8c71gmk,1,62.7,89.6,2025-04-19T12:17:22.023Z,2025-04-19T12:17:46Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5662113139,156,,5662111425,141,95.9,5662111427,212,4.5,5662111421,56,Left,5662111423,140,63.9,5662111429,213,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802943797,185,1,1,16,43,8eab5wbcnttsiosd1o8c71gmk,1,63.9,95.9,2025-04-19T12:17:22.935Z,2025-04-19T12:17:24Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5662111463,213,3.62,5662111455,56,Left,5662111461,212,4.9,5662111457,140,59.8,5662111459,141,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802943825,186,1,1,16,44,8eab5wbcnttsiosd1o8c71gmk,1,59.8,92.6,2025-04-19T12:17:23.880Z,2025-04-19T12:17:26Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5662111601,141,91.2,5662111603,212,20.7,5662111599,140,40.1,5662111605,213,3.19,5662111597,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802943935,187,1,1,16,48,8eab5wbcnttsiosd1o8c71gmk,1,39.9,90.9,2025-04-19T12:17:27.847Z,2025-04-19T12:17:35Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5662112191,213,4.02,5662112179,140,26.1,5662112177,56,Back,5662112183,141,65.1,5662112187,212,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802943945,188,1,1,16,55,8eab5wbcnttsiosd1o8c71gmk,1,25.7,59.9,2025-04-19T12:17:34.983Z,2025-04-19T12:17:40Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5662112263,212,14.4,5662112267,213,1.57,5662112257,141,81.1,5662112251,140,25.7,5662112247,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802944023,189,1,1,17,0,8eab5wbcnttsiosd1o8c71gmk,0,26.2,82.6,2025-04-19T12:17:40.567Z,2025-04-19T12:17:43Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5662112647,212,51.0,5662112645,141,56.4,5662112649,213,5.93,5662112643,140,71.7,5662112641,56,Center,5662112651,1,,5662112639,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802944109,133,1,1,17,4,duspptyvnr5kpx2iko5gerhnz,1,22.6,46.7,2025-04-19T12:17:44.157Z,2025-04-19T12:17:46Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,5662113121,140,6.0,5662113127,213,3.06,5662113123,141,48.7,5662113125,212,17.5,5662113119,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802944175,134,1,1,17,6,duspptyvnr5kpx2iko5gerhnz,1,5.4,50.1,2025-04-19T12:17:46.573Z,2025-04-19T12:17:50Z,6i2n7bcfphn89v0eccet2fop,R. Leislahti,,,5662113453,140,13.5,5662113451,56,Back,5662113459,213,1.03,5662113457,212,16.4,5662113455,141,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802944217,135,1,1,17,10,duspptyvnr5kpx2iko5gerhnz,0,12.4,72.7,2025-04-19T12:17:50.557Z,2025-04-19T12:17:52Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,5662113633,141,92.0,5662113637,213,0.94,5662113631,140,21.5,5662113635,212,16.2,5662113629,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802944223,191,8,1,17,13,8eab5wbcnttsiosd1o8c71gmk,1,81.1,5.8,2025-04-19T12:17:53.335Z,2025-04-19T12:17:53Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5662113661,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802944289,193,1,1,17,16,8eab5wbcnttsiosd1o8c71gmk,1,81.7,12.2,2025-04-19T12:17:55.815Z,2025-04-19T12:17:58Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5662114047,140,78.0,5662114045,56,Center,5662114051,212,11.0,5662114053,213,1.93,5662114049,141,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802944313,194,1,1,17,18,8eab5wbcnttsiosd1o8c71gmk,1,79.8,39.5,2025-04-19T12:17:58.023Z,2025-04-19T12:18:14Z,50pntfz4g78co2q68kno332z9,J. Tuominen,1.0,,5662115281,210,15,5662114213,212,6.2,5662114211,141,47.0,5662114209,140,76.4,5662114215,213,2.18,5662114207,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802944319,195,15,1,17,19,8eab5wbcnttsiosd1o8c71gmk,1,76.2,47.0,2025-04-19T12:17:59.239Z,2025-04-19T12:18:15Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5662114257,22,,5662115409,233,136,5662115335,146,98.8,5662115317,55,194,5662115323,103,7.0,5662115311,20,,5662114259,18,,5662115333,328,,5662114261,56,Center,5662115321,102,52.5,5662115337,147,5662115315,29,,5662115313,76,5662115327,215,,,,,,,,,50.7,,
2802944331,136,10,1,17,19,duspptyvnr5kpx2iko5gerhnz,1,1.4,47.6,2025-04-19T12:17:59.339Z,2025-04-19T12:18:15Z,6i2n7bcfphn89v0eccet2fop,R. Leislahti,,,5662115457,233,195,5662114589,177,,5662114591,179,,5662114331,56,Back,5662114329,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802944639,138,1,1,17,44,duspptyvnr5kpx2iko5gerhnz,0,12.7,46.6,2025-04-19T12:18:24.382Z,2025-04-19T12:18:26Z,6i2n7bcfphn89v0eccet2fop,R. Leislahti,,,5662116171,212,60.1,5662116173,213,6.11,5662116169,141,31.0,5662116163,199,,5662116261,189,,5662116175,1,,5662116165,56,Center,5662116167,140,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2802944699,197,1,1,17,48,8eab5wbcnttsiosd1o8c71gmk,1,30.5,72.4,2025-04-19T12:18:28.312Z,2025-04-19T12:18:29Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5662116469,56,Back,5662116473,141,47.5,5662116471,140,19.8,5662116481,213,4.13,5662116477,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802944755,198,1,1,17,49,8eab5wbcnttsiosd1o8c71gmk,1,19.8,47.5,2025-04-19T12:18:29.624Z,2025-04-19T12:18:32Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5662116751,56,Back,5662116753,140,33.5,5662116759,213,5.29,5662116757,212,26.5,5662116755,141,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802944783,199,1,1,17,53,8eab5wbcnttsiosd1o8c71gmk,1,33.8,10.6,2025-04-19T12:18:32.791Z,2025-04-19T12:18:35Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5662116883,212,13.6,5662116877,56,Back,5662116881,141,4.1,5662116879,140,46.0,5662116885,213,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
