id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/10/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2822543613,162,44,1,22,20,cy6zs39z79dcfbr4xzkp38z7q,1,62.6,6.4,2025-06-14T14:22:34.569Z,2025-06-14T14:42:50Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,,5770578103,233,241,5770578069,56,Right,5770578071,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543617,241,44,1,22,20,303582z192rnbr2x28o2t7u38,0,37.4,93.6,2025-06-14T14:22:34.570Z,2025-06-14T14:42:50Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5770578089,285,,5770578107,233,162,5770578087,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543619,163,1,1,22,20,cy6zs39z79dcfbr4xzkp38z7q,0,63.2,9.8,2025-06-14T14:22:34.906Z,2025-06-14T14:22:36Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,,5770578091,3,,5770578093,56,Right,5770578097,141,17.6,5770578095,140,66.2,5770578101,213,1.03,5770578099,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543621,242,1,1,22,21,303582z192rnbr2x28o2t7u38,1,32.9,89.0,2025-06-14T14:22:36.304Z,2025-06-14T14:22:37Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5770578119,56,Back,5770578125,212,11.4,5770578127,213,4.16,5770578123,141,74.7,5770578121,140,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543629,244,1,1,22,27,303582z192rnbr2x28o2t7u38,1,24.6,73.9,2025-06-14T14:22:41.610Z,2025-06-14T14:22:44Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5770578181,140,37.0,5770578183,141,97.2,5770578187,213,0.88,5770578185,212,20.5,5770578179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543647,245,1,1,22,30,303582z192rnbr2x28o2t7u38,1,40.2,98.0,2025-06-14T14:22:44.661Z,2025-06-14T14:22:52Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5770578275,212,45.8,5770578279,1,,5770578277,213,0.00,5770578273,141,98.1,5770578271,140,83.8,5770578267,155,,5770578269,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543653,246,1,1,22,38,303582z192rnbr2x28o2t7u38,0,87.5,88.1,2025-06-14T14:22:52.906Z,2025-06-14T14:37:55Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5770578303,212,14.9,5770578297,56,Center,5770578299,140,87.9,5770578305,213,4.74,5770578301,141,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543651,164,43,1,22,39,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-06-14T14:22:53.704Z,2025-06-14T14:37:56Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5770588641,144,61,5770578295,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543659,166,1,1,22,41,cy6zs39z79dcfbr4xzkp38z7q,1,12.9,29.5,2025-06-14T14:22:56.186Z,2025-06-14T14:22:57Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5770578333,213,6.00,5770578325,56,Back,5770578329,141,19.4,5770578327,140,35.8,5770578331,212,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543663,167,1,1,22,42,cy6zs39z79dcfbr4xzkp38z7q,1,35.8,19.4,2025-06-14T14:22:56.953Z,2025-06-14T14:22:57Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5770578351,140,34.3,5770578361,156,,5770578349,56,Back,5770578355,212,2.4,5770578357,213,2.28,5770578353,141,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543665,168,61,1,22,43,cy6zs39z79dcfbr4xzkp38z7q,0,34.3,22.1,2025-06-14T14:22:58.329Z,2025-06-14T14:22:58Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,,5770578363,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543669,169,45,1,22,44,cy6zs39z79dcfbr4xzkp38z7q,0,34.6,46.4,2025-06-14T14:22:59.402Z,2025-06-14T14:39:13Z,4accnmk8l7khcvpzibgdxjl04,J. Körkkö,,,5770578377,56,Back,5770578421,233,247,5770578379,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543679,247,3,1,22,44,303582z192rnbr2x28o2t7u38,1,65.4,53.6,2025-06-14T14:22:59.402Z,2025-06-14T14:39:10Z,4aoegh7yokqb5ix45ruvqjalm,J. Kallinen,,,5770578415,286,,5770578413,56,Center,5770578417,233,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543683,248,1,1,22,46,303582z192rnbr2x28o2t7u38,0,66.0,50.9,2025-06-14T14:23:01.126Z,2025-06-14T14:38:58Z,4aoegh7yokqb5ix45ruvqjalm,J. Kallinen,,,5770578429,56,Center,5770578437,213,5.82,5770578433,141,49.6,5770578431,140,67.7,5770578435,212,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543671,170,61,1,22,47,cy6zs39z79dcfbr4xzkp38z7q,1,32.4,56.0,2025-06-14T14:23:02.474Z,2025-06-14T14:39:15Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5770578381,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543681,171,83,1,22,49,cy6zs39z79dcfbr4xzkp38z7q,0,29.0,49.9,2025-06-14T14:23:04.090Z,2025-06-14T14:39:35Z,4accnmk8l7khcvpzibgdxjl04,J. Körkkö,,,5770578525,399,7198rz1vtgazkeytaltke2noq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543699,250,1,1,22,50,303582z192rnbr2x28o2t7u38,1,66.7,50.0,2025-06-14T14:23:05.224Z,2025-06-14T14:23:12Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,1.0,,5770578493,141,52.5,5770578573,210,13,5770578497,213,0.16,5770578495,212,10.7,5770578489,56,Center,5770578491,140,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543701,251,13,1,22,51,303582z192rnbr2x28o2t7u38,1,74.6,48.3,2025-06-14T14:23:06.380Z,2025-06-14T14:39:55Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5770578513,56,Center,5770578537,20,,5770578591,231,50.2,5770578579,55,250,5770578589,230,98.2,5770578511,18,,5770578509,22,,5770578575,74,,5770578585,103,5770578577,29,,68.1,5770578587,215,5770578583,102,50.6,,,,,,,,,,,,,,,,,,,,,,,,
2822543697,172,5,1,22,52,cy6zs39z79dcfbr4xzkp38z7q,1,-1.2,51.2,2025-06-14T14:23:06.986Z,2025-06-14T14:42:27Z,4accnmk8l7khcvpzibgdxjl04,J. Körkkö,,,5770578485,56,Back,5770578533,233,252,5770578487,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543703,252,5,1,22,52,303582z192rnbr2x28o2t7u38,0,101.2,48.8,2025-06-14T14:23:06.986Z,2025-06-14T14:42:27Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5770578529,56,Center,5770578531,346,,5770578541,233,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543799,174,27,1,23,20,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-06-14T14:23:34.859Z,2025-06-14T14:50:00Z,,,,,5770598413,53,4votdnyh0srvboatz6a20d5p0,5770592747,233,253,5770598411,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543751,253,27,1,23,20,303582z192rnbr2x28o2t7u38,1,0.0,0.0,2025-06-14T14:23:34.859Z,2025-06-14T14:42:34Z,,,,,5770592751,233,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543811,177,28,1,23,51,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-06-14T14:24:05.954Z,2025-06-14T14:24:10Z,,,,,5770579167,233,256,5770579157,55,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543815,256,28,1,23,51,303582z192rnbr2x28o2t7u38,1,0.0,0.0,2025-06-14T14:24:05.954Z,2025-06-14T14:24:11Z,,,,,5770579171,233,177,5770579163,55,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543819,178,43,1,23,59,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-06-14T14:24:13.753Z,2025-06-14T14:24:40Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5770579187,141,68.1,5770579183,56,Back,5770579189,212,13.4,5770579185,140,8.2,5770579191,213,1.25,5770579195,237,0,5770579181,124,0,5770579457,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543821,179,1,1,24,0,cy6zs39z79dcfbr4xzkp38z7q,1,3.3,58.9,2025-06-14T14:24:14.746Z,2025-06-14T14:25:04Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5770579505,237,,5770579211,213,4.97,5770579503,124,,5770579207,141,49.4,5770579203,56,Back,5770579205,140,4.9,5770579209,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543829,180,1,1,24,1,cy6zs39z79dcfbr4xzkp38z7q,1,10.6,55.2,2025-06-14T14:24:15.722Z,2025-06-14T14:24:21Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5770579261,140,24.5,5770579265,212,24.9,5770579267,213,0.94,5770579259,56,Back,5770579263,141,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543831,181,1,1,24,7,cy6zs39z79dcfbr4xzkp38z7q,1,40.6,85.0,2025-06-14T14:24:21.481Z,2025-06-14T14:24:22Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5770579279,213,0.36,5770579275,141,95.7,5770579273,140,59.2,5770579277,212,20.8,5770579271,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543835,182,1,1,24,8,cy6zs39z79dcfbr4xzkp38z7q,1,59.2,95.7,2025-06-14T14:24:22.633Z,2025-06-14T14:24:25Z,bse78hbpbf32wr6nboc5zds0k,M. Jatta,,,5770579301,141,87.5,5770579303,212,16.9,5770579297,56,Back,5770579299,140,44.0,5770579305,213,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543837,183,61,1,24,11,cy6zs39z79dcfbr4xzkp38z7q,0,49.1,95.1,2025-06-14T14:24:25.658Z,2025-06-14T14:24:26Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5770579309,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543839,184,5,1,24,11,cy6zs39z79dcfbr4xzkp38z7q,0,52.2,101.6,2025-06-14T14:24:26.378Z,2025-06-14T14:42:28Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5770579311,56,Left,5770579339,233,257,5770579313,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543841,257,5,1,24,11,303582z192rnbr2x28o2t7u38,1,47.8,-1.6,2025-06-14T14:24:26.378Z,2025-06-14T14:42:27Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5770579317,347,,5770579335,233,184,5770579315,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543855,258,1,1,24,13,303582z192rnbr2x28o2t7u38,1,48.9,0.0,2025-06-14T14:24:28.210Z,2025-06-14T14:24:32Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5770579381,141,10.6,5770579377,56,Right,5770579387,1,,5770579383,212,30.6,5770579385,213,0.27,5770579375,107,,5770579379,140,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543859,185,45,1,24,17,cy6zs39z79dcfbr4xzkp38z7q,0,21.0,91.6,2025-06-14T14:24:32.231Z,2025-06-14T14:42:46Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,,5770579405,56,Back,5770579413,233,259,5770579407,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543857,259,3,1,24,17,303582z192rnbr2x28o2t7u38,1,79.0,8.4,2025-06-14T14:24:32.231Z,2025-06-14T14:42:46Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5770579397,286,,5770579409,233,185,5770579395,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543861,260,4,1,24,18,303582z192rnbr2x28o2t7u38,1,74.2,9.2,2025-06-14T14:24:32.684Z,2025-06-14T14:42:36Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5770579449,13,,5770579455,286,,5770579471,233,186,5770579417,56,Right,5770579453,265,,5770579451,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543865,186,4,1,24,18,cy6zs39z79dcfbr4xzkp38z7q,0,25.8,90.8,2025-06-14T14:24:32.685Z,2025-06-14T14:42:37Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5770579439,13,,5770579445,265,,5770579447,285,,5770579443,152,,5770579475,233,260,5770579441,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543959,261,1,1,25,2,303582z192rnbr2x28o2t7u38,0,76.0,5.9,2025-06-14T14:25:16.922Z,2025-06-14T14:25:24Z,4aoegh7yokqb5ix45ruvqjalm,J. Kallinen,,,5770579981,56,Center,5770579987,212,29.3,5770579977,155,,5770579973,2,,5770579983,140,87.6,5770579979,152,,5770579989,213,1.14,5770579975,5,,5770579985,141,,,,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543965,187,44,1,25,5,cy6zs39z79dcfbr4xzkp38z7q,1,11.6,55.0,2025-06-14T14:25:20.427Z,2025-06-14T14:42:51Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5770580009,56,Back,5770580011,285,,5770580031,233,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543963,262,44,1,25,5,303582z192rnbr2x28o2t7u38,0,88.4,45.0,2025-06-14T14:25:20.428Z,2025-06-14T14:42:51Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5770580005,56,Center,5770580007,286,,5770580035,233,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543969,188,12,1,25,6,cy6zs39z79dcfbr4xzkp38z7q,1,13.1,55.4,2025-06-14T14:25:20.554Z,2025-06-14T14:31:53Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5770580387,140,0.0,5770580391,212,17.4,5770580385,167,,5770580389,141,70.3,5770580029,56,Back,5770580393,213,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543973,189,6,1,25,10,cy6zs39z79dcfbr4xzkp38z7q,0,11.2,55.0,2025-06-14T14:25:24.784Z,2025-06-14T14:25:47Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5770580039,56,Back,5770580041,73,,5770580077,233,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543971,263,6,1,25,10,303582z192rnbr2x28o2t7u38,1,88.8,45.0,2025-06-14T14:25:24.784Z,2025-06-14T14:42:35Z,4aoegh7yokqb5ix45ruvqjalm,J. Kallinen,,,5770580067,233,189,5770580055,75,,5770580053,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822543997,264,1,1,25,32,303582z192rnbr2x28o2t7u38,0,99.5,0.5,2025-06-14T14:25:46.937Z,2025-06-14T14:25:49Z,4aoegh7yokqb5ix45ruvqjalm,J. Kallinen,,,5770580221,213,1.70,5770580211,225,,5770580223,1,,5770580207,6,,5770580213,56,Center,5770580217,141,52.4,5770580215,140,95.1,5770580219,212,35.6,5770580205,2,5770580209,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822544009,190,12,1,25,36,cy6zs39z79dcfbr4xzkp38z7q,1,5.1,43.1,2025-06-14T14:25:51.418Z,2025-06-14T14:25:53Z,bse78hbpbf32wr6nboc5zds0k,M. Jatta,,,5770580273,212,8.4,5770580269,140,12.8,5770580267,56,Back,5770580271,141,39.8,5770580275,213,6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822544011,191,12,1,25,38,cy6zs39z79dcfbr4xzkp38z7q,1,12.8,39.8,2025-06-14T14:25:53.219Z,2025-06-14T14:26:24Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,,5770580291,141,0.0,5770580301,15,,5770580289,140,16.6,5770580287,56,Back,5770580295,213,4.86,5770580323,167,,5770580293,212,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822544017,192,5,1,25,39,cy6zs39z79dcfbr4xzkp38z7q,0,16.3,-1.0,2025-06-14T14:25:53.981Z,2025-06-14T14:42:28Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,,5770580325,233,265,5770580315,56,Back,5770580317,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822544013,265,5,1,25,39,303582z192rnbr2x28o2t7u38,1,83.7,101.0,2025-06-14T14:25:53.981Z,2025-06-14T14:42:28Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5770580297,56,Left,5770580299,347,,5770580319,233,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822544021,266,1,1,25,43,303582z192rnbr2x28o2t7u38,1,84.1,100.0,2025-06-14T14:25:57.556Z,2025-06-14T14:25:58Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5770580351,141,85.1,5770580349,140,87.6,5770580355,213,5.03,5770580345,107,,5770580353,212,11.7,5770580347,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822544023,267,1,1,25,44,303582z192rnbr2x28o2t7u38,1,87.6,85.1,2025-06-14T14:25:58.858Z,2025-06-14T14:25:59Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5770580365,212,8.1,5770580363,141,96.2,5770580359,56,Left,5770580371,156,,5770580367,213,1.95,5770580361,140,84.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822544027,268,1,1,25,45,303582z192rnbr2x28o2t7u38,1,84.7,96.2,2025-06-14T14:26:00.338Z,2025-06-14T14:26:03Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5770580401,56,Left,5770580405,141,94.5,5770580409,213,3.19,5770580403,140,62.2,5770580407,212,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822544031,269,1,1,25,48,303582z192rnbr2x28o2t7u38,1,61.4,94.4,2025-06-14T14:26:03.096Z,2025-06-14T14:26:06Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5770580421,140,53.3,5770580427,213,4.40,5770580423,141,55.8,5770580425,212,27.6,5770580419,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822544035,270,1,1,25,51,303582z192rnbr2x28o2t7u38,1,53.5,47.2,2025-06-14T14:26:06.333Z,2025-06-14T14:26:10Z,e0p7anuqsx00gybhm4wnkoesp,B. Lyons-Foster,,,5770580451,141,46.6,5770580449,140,24.9,5770580455,213,3.16,5770580447,56,Back,5770580453,212,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822544039,271,1,1,25,55,303582z192rnbr2x28o2t7u38,1,24.9,46.6,2025-06-14T14:26:10.210Z,2025-06-14T14:26:13Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5770580473,56,Back,5770580477,141,44.6,5770580475,140,38.1,5770580479,212,13.9,5770580481,213,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822544045,272,1,1,25,59,303582z192rnbr2x28o2t7u38,0,37.2,44.3,2025-06-14T14:26:13.800Z,2025-06-14T14:26:17Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5770580527,213,0.60,5770580517,155,,5770580523,141,82.1,5770580519,56,Left,5770580529,1,,5770580525,212,45.5,5770580521,140,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822544049,193,1,1,26,3,cy6zs39z79dcfbr4xzkp38z7q,0,28.9,17.4,2025-06-14T14:26:17.722Z,2025-06-14T14:26:19Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5770580551,212,31.7,5770580543,3,,5770580553,213,2.91,5770580547,140,0.0,5770580549,141,27.9,5770580545,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822544051,194,6,1,26,4,cy6zs39z79dcfbr4xzkp38z7q,0,10.4,24.0,2025-06-14T14:26:19.116Z,2025-06-14T14:26:24Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5770580557,73,,5770580555,56,Back,5770580575,233,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822544053,273,6,1,26,4,303582z192rnbr2x28o2t7u38,1,89.6,76.0,2025-06-14T14:26:19.116Z,2025-06-14T14:42:35Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5770580563,233,194,5770580559,56,Center,5770580561,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822544119,274,1,1,26,38,303582z192rnbr2x28o2t7u38,0,99.5,99.5,2025-06-14T14:26:53.291Z,2025-06-14T14:26:58Z,4aoegh7yokqb5ix45ruvqjalm,J. Kallinen,,,5770580961,1,,5770580951,56,Center,5770580953,140,96.8,5770580943,2,,5770580957,212,32.5,5770580947,155,,5770580959,213,4.63,5770580949,225,,5770580955,141,5770580945,6,,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822544113,195,44,1,26,42,cy6zs39z79dcfbr4xzkp38z7q,1,3.4,45.2,2025-06-14T14:26:56.746Z,2025-06-14T14:42:51Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5770580925,56,Back,5770580987,233,275,5770580927,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822544121,275,44,1,26,42,303582z192rnbr2x28o2t7u38,0,96.6,54.8,2025-06-14T14:26:56.747Z,2025-06-14T14:42:51Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5770580973,286,,5770580991,233,195,5770580971,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822544117,196,12,1,26,42,cy6zs39z79dcfbr4xzkp38z7q,1,3.8,40.3,2025-06-14T14:26:56.955Z,2025-06-14T14:26:58Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5770580941,213,4.08,5770580969,15,,5770580937,141,29.1,5770580933,56,Back,5770580981,167,,5770580935,140,0.0,5770580939,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822544123,197,6,1,26,43,cy6zs39z79dcfbr4xzkp38z7q,0,0.4,36.6,2025-06-14T14:26:57.611Z,2025-06-14T14:42:36Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5770580985,73,,5770580983,56,Back,5770581029,233,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822544125,276,6,1,26,43,303582z192rnbr2x28o2t7u38,1,99.6,63.4,2025-06-14T14:26:57.611Z,2025-06-14T14:42:36Z,4aoegh7yokqb5ix45ruvqjalm,J. Kallinen,,,5770581003,73,,5770581001,56,Center,5770581019,233,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822544145,277,1,1,26,53,303582z192rnbr2x28o2t7u38,1,99.5,99.5,2025-06-14T14:27:08.200Z,2025-06-14T14:27:11Z,4aoegh7yokqb5ix45ruvqjalm,J. Kallinen,,,5770581087,56,Left,5770581091,141,85.1,5770581085,6,,5770581089,140,71.2,5770581093,212,31.3,5770581095,213,3.46,5770581111,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822544149,278,1,1,26,56,303582z192rnbr2x28o2t7u38,0,73.8,85.1,2025-06-14T14:27:10.720Z,2025-06-14T14:27:13Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5770581165,233,198,5770581125,213,5.49,5770581115,155,,5770581119,140,97.7,5770581133,1,,5770581113,2,,5770581123,212,35.8,5770581117,56,Center,5770581121,141,,,,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822544153,198,11,1,26,58,cy6zs39z79dcfbr4xzkp38z7q,1,7.9,58.2,2025-06-14T14:27:13.402Z,2025-06-14T14:27:13Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5770581169,233,278,5770581149,56,Back,5770581151,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
