id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2815721745,90,44,1,12,30,3ptum5fjcgw51mqui0gu6uuf4,1,39.7,71.2,2025-05-17T14:13:53.766Z,2025-05-17T14:52:22Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,5732569691,56,Back,5732569803,233,138,5732569693,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815721771,138,44,1,12,30,cy6zs39z79dcfbr4xzkp38z7q,0,60.3,28.8,2025-05-17T14:13:53.767Z,2025-05-17T14:52:22Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,5732569783,56,Center,5732569867,233,90,5732569785,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815721799,91,1,1,12,30,3ptum5fjcgw51mqui0gu6uuf4,0,41.2,76.3,2025-05-17T14:13:53.838Z,2025-05-17T14:13:56Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,5732569895,141,76.3,5732569885,168,,5732569899,213,0.00,5732569897,212,19.8,5732569883,3,,5732569891,140,60.1,5732569889,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815721849,139,1,1,12,34,cy6zs39z79dcfbr4xzkp38z7q,1,40.2,27.0,2025-05-17T14:13:57.212Z,2025-05-17T14:13:59Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,5732570155,141,12.3,5732570159,213,5.62,5732570157,212,16.3,5732570151,56,Right,5732570153,140,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815721913,140,1,1,12,36,cy6zs39z79dcfbr4xzkp38z7q,1,53.6,11.6,2025-05-17T14:13:59.197Z,2025-05-17T14:14:02Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,5732570455,141,16.7,5732570453,140,63.2,5732570457,212,10.7,5732570459,213,0.33,5732570451,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815722021,141,1,1,12,38,cy6zs39z79dcfbr4xzkp38z7q,1,65.8,13.4,2025-05-17T14:14:02.040Z,2025-05-17T14:14:06Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,5732570991,213,6.06,5732570989,212,12.1,5732570981,140,77.0,5732570977,56,Right,5732570985,141,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815721983,92,83,1,12,42,3ptum5fjcgw51mqui0gu6uuf4,0,16.0,91.1,2025-05-17T14:14:05.062Z,2025-05-17T14:14:08Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,5732571081,399,cn6gncw8nbyds83xx6cxbzrpw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815722025,142,50,1,12,43,cy6zs39z79dcfbr4xzkp38z7q,1,85.0,6.8,2025-05-17T14:14:06.508Z,2025-05-17T14:14:20Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,5732571591,233,93,5732571015,286,,5732571013,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815722147,93,7,1,12,43,3ptum5fjcgw51mqui0gu6uuf4,0,15.0,93.2,2025-05-17T14:14:06.509Z,2025-05-17T14:14:17Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,5732571541,56,Back,5732571569,233,142,5732571543,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815722151,143,61,1,12,51,cy6zs39z79dcfbr4xzkp38z7q,1,87.9,2.5,2025-05-17T14:14:14.818Z,2025-05-17T14:14:14Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,5732571561,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815722217,94,56,1,12,53,3ptum5fjcgw51mqui0gu6uuf4,1,6.8,98.7,2025-05-17T14:14:16.222Z,2025-05-17T14:14:17Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,5732571897,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815722233,95,5,1,12,53,3ptum5fjcgw51mqui0gu6uuf4,1,9.4,101.4,2025-05-17T14:14:16.380Z,2025-05-17T14:49:30Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,5732572009,233,144,5732571945,347,,5732571943,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815722167,144,5,1,12,53,cy6zs39z79dcfbr4xzkp38z7q,0,90.6,-1.4,2025-05-17T14:14:16.380Z,2025-05-17T14:14:22Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,5732572037,233,95,5732571637,347,,5732571635,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815722655,96,1,1,13,12,3ptum5fjcgw51mqui0gu6uuf4,0,20.7,100.0,2025-05-17T14:14:35.357Z,2025-05-17T14:14:38Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,5732573865,107,,5732573875,141,91.4,5732573881,1,,5732573873,140,43.6,5732573869,56,Back,5732573877,212,25.1,5732573879,213,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815722703,145,1,1,13,15,cy6zs39z79dcfbr4xzkp38z7q,1,53.6,14.3,2025-05-17T14:14:38.850Z,2025-05-17T15:03:18Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,5732574079,56,Right,5732574085,212,8.5,5732574087,213,0.27,5732574081,140,61.4,5732574083,141,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815722685,97,83,1,13,16,3ptum5fjcgw51mqui0gu6uuf4,0,38.7,90.0,2025-05-17T14:14:39.181Z,2025-05-17T15:03:33Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,5732574285,399,a1dhi0sqw2yeffewd34n6z7fu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815722709,146,61,1,13,18,cy6zs39z79dcfbr4xzkp38z7q,0,17.1,68.3,2025-05-17T14:14:41.506Z,2025-05-17T15:03:46Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,5732574099,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815722731,98,43,1,13,19,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-05-17T14:14:42.894Z,2025-05-17T14:14:50Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,5732574633,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815722737,99,1,1,13,19,3ptum5fjcgw51mqui0gu6uuf4,1,38.2,84.8,2025-05-17T14:14:42.939Z,2025-05-17T14:14:44Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,5732574263,56,Back,5732574271,213,5.52,5732574269,212,13.1,5732574267,141,71.4,5732574265,140,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815722779,100,1,1,13,21,3ptum5fjcgw51mqui0gu6uuf4,1,47.2,69.1,2025-05-17T14:14:44.518Z,2025-05-17T14:14:46Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,5732574483,140,44.6,5732574487,212,14.1,5732574489,213,4.52,5732574481,56,Back,5732574485,141,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815722827,101,1,1,13,23,3ptum5fjcgw51mqui0gu6uuf4,1,44.6,48.8,2025-05-17T14:14:46.117Z,2025-05-17T14:14:51Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,5732574693,212,24.2,5732574687,56,Center,5732574689,140,63.3,5732574695,213,5.66,5732574691,141,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815722847,102,1,1,13,28,3ptum5fjcgw51mqui0gu6uuf4,1,68.9,23.4,2025-05-17T14:14:51.310Z,2025-05-17T14:14:52Z,b7594v117himyndjrpkval8us,E. Okereke,,5732574789,141,70.3,5732574787,140,82.5,5732574815,1,,5732574793,213,1.15,5732574783,155,,5732574791,212,34.9,5732574785,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815722871,103,1,1,13,29,3ptum5fjcgw51mqui0gu6uuf4,1,87.6,68.1,2025-05-17T14:14:52.709Z,2025-05-17T14:14:54Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,5732574903,140,81.7,5732574905,141,53.0,5732574901,56,Center,5732574909,213,4.17,5732574907,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815722875,104,61,1,13,31,3ptum5fjcgw51mqui0gu6uuf4,0,81.7,53.0,2025-05-17T14:14:54.093Z,2025-05-17T14:14:54Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,5732574929,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815722931,147,12,1,13,31,cy6zs39z79dcfbr4xzkp38z7q,1,10.9,43.0,2025-05-17T14:14:55.040Z,2025-05-17T14:51:37Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,5732575163,213,1.45,5732717931,397,,5732717933,233,387,5732575155,56,Back,5732575161,212,8.8,5732575157,140,11.9,5732575159,141,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815752413,387,74,1,13,32,3ptum5fjcgw51mqui0gu6uuf4,1,87.1,56.7,2025-05-17T14:14:55.041Z,2025-05-17T14:51:53Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,5732717579,56,Center,5732717947,233,147,5732717581,285,,5732717893,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815722915,105,15,1,13,34,3ptum5fjcgw51mqui0gu6uuf4,1,90.2,51.3,2025-05-17T14:14:57.062Z,2025-05-17T14:52:59Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,5732575875,146,99.0,5732575865,78,,5732575905,233,148,5732575869,103,10.8,5732575081,17,,5732575083,56,Center,5732724387,23,,5732575341,72,,5732575871,108,,5732575877,147,50.4,5732575867,102,48.8,5732575873,458,,,,,,,,,,,,,,,,,,,,,,
2815722937,148,10,1,13,34,cy6zs39z79dcfbr4xzkp38z7q,1,1.7,49.6,2025-05-17T14:14:57.162Z,2025-05-17T14:15:09Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,5732575185,182,,5732575913,233,105,5732575187,56,Back,5732575183,178,,5732575219,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815723207,150,1,1,13,48,cy6zs39z79dcfbr4xzkp38z7q,1,11.4,56.4,2025-05-17T14:15:12.019Z,2025-05-17T14:15:14Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,5732576385,56,Back,5732576383,123,,5732576391,212,15.3,5732576389,141,71.5,5732576387,140,22.2,5732576393,213,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815723267,151,1,1,13,51,cy6zs39z79dcfbr4xzkp38z7q,1,24.9,71.7,2025-05-17T14:15:14.143Z,2025-05-17T14:15:16Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,5732576577,213,6.22,5732576565,56,Back,5732576567,140,36.1,5732576573,212,11.8,5732576569,141,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815723279,152,1,1,13,53,cy6zs39z79dcfbr4xzkp38z7q,1,34.8,69.9,2025-05-17T14:15:16.096Z,2025-05-17T14:15:17Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,5732576643,212,4.9,5732576639,140,38.4,5732576637,56,Back,5732576645,213,5.60,5732576641,141,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815723291,153,1,1,13,53,cy6zs39z79dcfbr4xzkp38z7q,1,39.0,66.0,2025-05-17T14:15:16.971Z,2025-05-17T14:15:18Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,5732576737,156,,5732576697,56,Back,5732576699,140,36.6,5732576709,213,1.70,5732576701,141,95.3,5732576705,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815723569,154,1,1,13,56,cy6zs39z79dcfbr4xzkp38z7q,1,37.4,95.3,2025-05-17T14:15:19.642Z,2025-05-17T14:15:33Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,5732577949,1,,5732577947,213,6.24,5732577945,212,46.6,5732577937,155,,5732577941,140,81.7,5732577939,56,Left,5732577943,141,92.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815723489,106,83,1,14,5,3ptum5fjcgw51mqui0gu6uuf4,0,3.6,28.3,2025-05-17T14:15:28.437Z,2025-05-17T14:15:35Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,5732578129,399,3tpjeq8mn2sy9v6a8hcesp9wq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815723497,107,83,1,14,6,3ptum5fjcgw51mqui0gu6uuf4,0,4.7,26.7,2025-05-17T14:15:29.045Z,2025-05-17T14:15:35Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,5732578083,399,3tpjeq8mn2sy9v6a8hcesp9wq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815723565,108,83,1,14,9,3ptum5fjcgw51mqui0gu6uuf4,0,12.9,28.3,2025-05-17T14:15:33.005Z,2025-05-17T14:15:34Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,5732578073,399,3tpjeq8mn2sy9v6a8hcesp9wq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815723589,155,1,1,14,10,cy6zs39z79dcfbr4xzkp38z7q,1,87.3,71.8,2025-05-17T14:15:33.124Z,2025-05-17T14:15:34Z,3tpjeq8mn2sy9v6a8hcesp9wq,T. Kaukua,,5732578061,141,67.9,5732578063,212,9.2,5732578065,213,3.43,5732578057,56,Center,5732578059,140,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815723641,156,1,1,14,11,cy6zs39z79dcfbr4xzkp38z7q,1,76.7,64.6,2025-05-17T14:15:34.765Z,2025-05-17T14:15:37Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,5732578295,212,11.9,5732578291,140,65.6,5732578297,213,2.96,5732578289,56,Center,5732578293,141,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815723681,157,1,1,14,14,cy6zs39z79dcfbr4xzkp38z7q,1,65.9,68.4,2025-05-17T14:15:37.561Z,2025-05-17T14:15:39Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,5732578455,141,91.2,5732578453,140,75.0,5732578451,56,Left,5732578459,213,1.02,5732578457,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815723715,158,1,1,14,16,cy6zs39z79dcfbr4xzkp38z7q,1,80.0,91.8,2025-05-17T14:15:39.233Z,2025-05-17T14:15:46Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,5732578573,56,Center,5732578569,2,,5732578577,141,75.7,5732578579,212,12.5,5732578581,213,5.22,5732578575,140,85.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815723717,159,61,1,14,18,cy6zs39z79dcfbr4xzkp38z7q,1,85.8,75.7,2025-05-17T14:15:41.420Z,2025-05-17T14:15:41Z,3tpjeq8mn2sy9v6a8hcesp9wq,T. Kaukua,,5732578589,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815723879,110,1,1,14,23,3ptum5fjcgw51mqui0gu6uuf4,1,30.4,20.6,2025-05-17T14:15:46.637Z,2025-05-17T14:15:50Z,b7594v117himyndjrpkval8us,E. Okereke,,5732579325,212,6.2,5732579319,56,Back,5732579323,141,26.2,5732579321,140,35.0,5732579327,213,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815723971,111,1,1,14,27,3ptum5fjcgw51mqui0gu6uuf4,1,37.2,33.1,2025-05-17T14:15:50.293Z,2025-05-17T14:16:28Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,5732579709,140,69.7,5732579707,56,Left,5732579715,213,0.91,5732579705,196,,5732579713,212,55.4,5732579717,1,,5732579711,141,97.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815724049,112,1,1,14,33,3ptum5fjcgw51mqui0gu6uuf4,1,70.7,94.4,2025-05-17T14:15:56.117Z,2025-05-17T14:16:01Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,5732580089,140,97.7,5732580087,56,Center,5732580093,212,30.9,5732580095,213,5.87,5732580091,141,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815724089,113,3,1,14,38,3ptum5fjcgw51mqui0gu6uuf4,0,97.7,76.2,2025-05-17T14:16:01.149Z,2025-05-17T14:49:20Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,5732580235,56,Center,5732580237,286,,5732580329,233,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815724069,160,7,1,14,38,cy6zs39z79dcfbr4xzkp38z7q,1,2.3,23.8,2025-05-17T14:16:01.150Z,2025-05-17T14:16:03Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,5732580289,233,113,5732580181,285,,5732580177,167,,5732580179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815724111,114,6,1,14,38,3ptum5fjcgw51mqui0gu6uuf4,1,97.7,76.0,2025-05-17T14:16:01.931Z,2025-05-17T14:42:42Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,5732580511,233,161,5732580389,73,,5732580387,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815724083,161,6,1,14,38,cy6zs39z79dcfbr4xzkp38z7q,0,2.3,24.0,2025-05-17T14:16:01.931Z,2025-05-17T14:42:43Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,5732580481,73,,5732580531,233,114,5732580479,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815724539,115,1,1,15,7,3ptum5fjcgw51mqui0gu6uuf4,0,99.5,99.5,2025-05-17T14:16:30.318Z,2025-05-17T14:21:16Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,5732582425,223,,5732582435,213,4.60,5732582419,2,,5732582421,6,,5732582427,56,Center,5732582429,140,96.6,5732582431,141,59.6,5732582423,155,,5732582433,212,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815724567,162,12,1,15,9,cy6zs39z79dcfbr4xzkp38z7q,1,3.4,37.0,2025-05-17T14:16:32.097Z,2025-05-17T14:20:57Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,5732598617,213,5.07,5732598611,140,4.3,5732598615,212,2.7,5732582533,56,Back,5732598613,141,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815724541,116,61,1,15,10,3ptum5fjcgw51mqui0gu6uuf4,1,96.6,59.6,2025-05-17T14:16:33.952Z,2025-05-17T14:20:59Z,b7594v117himyndjrpkval8us,E. Okereke,,5732582439,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815724615,117,1,1,15,13,3ptum5fjcgw51mqui0gu6uuf4,1,88.4,73.0,2025-05-17T14:16:36.197Z,2025-05-17T14:16:37Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,5732582733,141,87.8,5732582731,140,90.3,5732582735,212,10.3,5732582729,56,Left,5732582739,213,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815724673,118,2,1,15,14,3ptum5fjcgw51mqui0gu6uuf4,1,90.2,87.1,2025-05-17T14:16:37.373Z,2025-05-17T14:22:08Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,5732583063,140,93.7,5732583613,56,Center,5732583609,8,,5732583065,141,47.7,5732583611,7,eyxig53mzy4qlf208vpchs7is,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815724921,164,1,1,15,30,cy6zs39z79dcfbr4xzkp38z7q,0,7.7,49.9,2025-05-17T14:16:53.546Z,2025-05-17T14:17:53Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,5732584183,213,0.19,5732587997,5,,5732584165,140,78.5,5732584181,212,75.7,5732588135,241,,5732584161,157,,5732584185,1,,5732584179,141,70.9,5732584163,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815724935,119,61,1,15,31,3ptum5fjcgw51mqui0gu6uuf4,1,39.1,18.2,2025-05-17T14:16:54.706Z,2025-05-17T14:17:02Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,5732584271,189,,5732584225,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815724927,165,13,1,15,32,cy6zs39z79dcfbr4xzkp38z7q,1,87.4,72.3,2025-05-17T14:16:55.608Z,2025-05-17T14:55:52Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,5732584195,22,,5732592137,77,,5732592145,458,,5732591801,72,,5732584199,56,Center,5732592149,231,56.0,5732592139,102,60.5,5732592141,103,70.8,5732592147,230,96.5,5732584197,64,,5732592143,328,,5732736599,391,,,,,,,,,,,,,,,,,,,,,,
2815724981,120,5,1,15,34,3ptum5fjcgw51mqui0gu6uuf4,1,-1.6,32.8,2025-05-17T14:16:57.811Z,2025-05-17T14:49:30Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,5732584401,233,166,5732584389,56,Back,5732584391,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815724939,166,5,1,15,34,cy6zs39z79dcfbr4xzkp38z7q,0,101.6,67.2,2025-05-17T14:16:57.811Z,2025-05-17T14:17:01Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,5732584233,56,Center,5732584417,233,120,5732584235,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815725427,121,1,1,16,1,3ptum5fjcgw51mqui0gu6uuf4,0,5.1,37.7,2025-05-17T14:17:24.644Z,2025-05-17T14:17:26Z,eklpacb4xe0yb13zxi642gys4,J. Viitala,,5732586225,212,41.4,5732586217,124,,5732586219,56,Back,5732586221,140,44.5,5732586227,213,6.25,5732586229,1,,5732586231,74,,5732586223,141,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815725511,168,50,1,16,7,cy6zs39z79dcfbr4xzkp38z7q,1,44.8,55.0,2025-05-17T14:17:30.411Z,2025-05-17T14:49:21Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,5732586831,233,122,5732586573,56,Back,5732586575,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815725559,122,7,1,16,7,3ptum5fjcgw51mqui0gu6uuf4,1,55.2,45.0,2025-05-17T14:17:30.412Z,2025-05-17T14:49:21Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,5732586757,285,,5732586755,56,Center,5732586793,233,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815725567,123,4,1,16,11,3ptum5fjcgw51mqui0gu6uuf4,1,68.8,50.8,2025-05-17T14:17:34.237Z,2025-05-17T14:23:31Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,5732586877,286,,5732586887,233,169,5732586871,56,Center,5732605887,295,,5732586873,152,,5732586869,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815725563,169,4,1,16,11,cy6zs39z79dcfbr4xzkp38z7q,0,31.2,49.2,2025-05-17T14:17:34.238Z,2025-05-17T14:23:28Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,5732586817,152,,5732605773,295,,5732586901,233,123,5732586811,56,Back,5732586809,13,,5732586821,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815725995,124,1,1,16,41,3ptum5fjcgw51mqui0gu6uuf4,0,71.2,52.5,2025-05-17T14:18:04.820Z,2025-05-17T14:18:08Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,5732588821,213,5.68,5732588815,140,91.9,5732588807,5,,5732588809,155,,5732588811,152,,5732588817,141,30.4,5732588819,212,26.4,5732588813,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815726001,125,44,1,16,44,3ptum5fjcgw51mqui0gu6uuf4,1,91.7,33.4,2025-05-17T14:18:07.690Z,2025-05-17T15:59:44Z,b7594v117himyndjrpkval8us,E. Okereke,,5732588959,233,170,5732588847,56,Center,5732588849,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815726017,170,44,1,16,44,cy6zs39z79dcfbr4xzkp38z7q,0,8.3,66.6,2025-05-17T14:18:07.691Z,2025-05-17T15:58:50Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,5732588933,233,125,5732588905,285,,5732588903,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
