id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value
2812435063,106,1,1,14,13,8sy0cxovuxo76tuoas3uo55xj,1,34.7,35.5,2025-05-10T12:14:23.697Z,2025-05-10T12:14:27Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,5714442795,56,Back,5714442801,212,18.0,5714442803,213,1.79,5714442797,140,31.0,5714442799,141,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812435147,107,2,1,14,17,8sy0cxovuxo76tuoas3uo55xj,1,34.2,68.1,2025-05-10T12:14:27.329Z,2025-05-10T12:14:33Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,5714443185,140,71.2,5714443231,1,,5714443233,56,Center,5714443187,141,37.0,5714443229,7,5wtugxjwq7fvbeqcak5j5l5nt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812435327,164,1,1,14,32,1c7dv8ays675v9kp6a04sd8pq,1,28.1,41.0,2025-05-10T12:14:41.955Z,2025-05-10T12:14:43Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,5714444037,212,22.9,5714444029,56,Back,5714444039,213,1.49,5714444023,5,,5714444031,140,29.9,5714444025,241,,5714444035,141,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812435383,165,1,1,14,33,1c7dv8ays675v9kp6a04sd8pq,1,32.2,73.2,2025-05-10T12:14:43.767Z,2025-05-10T12:14:48Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,5714444317,140,29.5,5714444321,212,18.5,5714444319,141,46.3,5714444323,213,4.56,5714444315,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812435509,166,1,1,14,38,1c7dv8ays675v9kp6a04sd8pq,1,29.7,42.8,2025-05-10T12:14:47.972Z,2025-05-10T12:14:55Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,5714445011,213,1.94,5714445005,140,24.1,5714445009,212,16.5,5714445003,56,Back,5714445007,141,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812435559,167,1,1,14,45,1c7dv8ays675v9kp6a04sd8pq,1,35.6,59.7,2025-05-10T12:14:54.884Z,2025-05-10T12:14:58Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,5714445217,213,6.27,5714445209,56,Back,5714445211,140,46.5,5714445215,212,11.4,5714445213,141,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812435593,168,1,1,14,48,1c7dv8ays675v9kp6a04sd8pq,1,46.5,59.4,2025-05-10T12:14:58.020Z,2025-05-10T12:15:00Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,5714445411,213,1.76,5714445405,140,44.3,5714445407,141,77.5,5714445409,212,12.5,5714445403,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812435627,169,1,1,14,50,1c7dv8ays675v9kp6a04sd8pq,0,44.3,77.5,2025-05-10T12:15:00.675Z,2025-05-10T12:15:03Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,5714445609,56,Center,5714445611,140,86.6,5714445617,213,6.12,5714445619,1,,5714445615,212,45.0,5714445607,155,,5714445613,141,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812435671,108,12,1,14,53,8sy0cxovuxo76tuoas3uo55xj,1,26.6,30.9,2025-05-10T12:15:03.633Z,2025-05-10T12:15:05Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,5714445823,141,36.1,5714445825,212,3.5,5714445821,140,26.8,5714445827,213,1.51,5714445819,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812435681,109,12,1,14,55,8sy0cxovuxo76tuoas3uo55xj,1,11.4,42.8,2025-05-10T12:15:05.393Z,2025-05-10T12:15:06Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,5714445885,212,9.0,5714445883,141,30.1,5714445879,56,Back,5714445881,140,13.9,5714445887,213,5.01,5714445899,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812435701,110,43,1,14,57,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-05-10T12:15:07.217Z,2025-05-10T12:15:38Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,5714446199,399,27tqgrgwe7bvct5ffmr0sqdey,5714448673,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812435735,170,1,1,14,58,1c7dv8ays675v9kp6a04sd8pq,1,90.6,76.7,2025-05-10T12:15:08.404Z,2025-05-10T12:15:09Z,27tqgrgwe7bvct5ffmr0sqdey,D. Krasniqi,,5714446189,140,81.2,5714446191,141,75.3,5714446193,212,9.9,5714446195,213,3.24,5714446187,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812435779,171,1,1,15,0,1c7dv8ays675v9kp6a04sd8pq,1,83.5,74.8,2025-05-10T12:15:10.532Z,2025-05-10T12:15:12Z,c11fpnugs2ihyqk07ohha54np,J. Voutilainen,,5714446459,213,5.92,5714446455,141,68.4,5714446453,140,94.4,5714446451,56,Center,5714446457,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812435783,172,1,1,15,2,1c7dv8ays675v9kp6a04sd8pq,0,94.4,68.4,2025-05-10T12:15:12.404Z,2025-05-10T12:15:12Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,5714446483,213,4.62,5714446477,140,93.3,5714446475,56,Center,5714446479,141,49.1,5714446481,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812435827,111,12,1,15,3,8sy0cxovuxo76tuoas3uo55xj,1,9.9,44.3,2025-05-10T12:15:13.201Z,2025-05-10T12:15:16Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,5714446705,213,5.29,5714446693,140,24.1,5714446689,56,Back,5714446697,141,10.4,5714446701,212,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812435841,112,12,1,15,6,8sy0cxovuxo76tuoas3uo55xj,1,22.6,9.5,2025-05-10T12:15:15.857Z,2025-05-10T12:15:17Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,5714446889,167,,5714446749,140,30.1,5714446761,213,5.55,5714446753,141,0.0,5714446745,56,Back,5714446757,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812435851,113,5,1,15,6,8sy0cxovuxo76tuoas3uo55xj,0,27.6,-1.2,2025-05-10T12:15:16.292Z,2025-05-10T13:00:09Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,5714446805,56,Back,5714446923,233,173,5714446807,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812435857,173,5,1,15,6,1c7dv8ays675v9kp6a04sd8pq,1,72.4,101.2,2025-05-10T12:15:16.292Z,2025-05-10T12:15:19Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,5714446821,56,Left,5714446907,233,113,5714446823,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812435947,174,1,1,15,9,1c7dv8ays675v9kp6a04sd8pq,1,74.9,100.0,2025-05-10T12:15:19.666Z,2025-05-10T12:15:23Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,5714447325,107,,5714447335,213,3.75,5714447331,141,89.9,5714447333,212,13.7,5714447329,140,64.2,5714447327,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812435969,175,1,1,15,13,1c7dv8ays675v9kp6a04sd8pq,1,64.2,89.9,2025-05-10T12:15:23.396Z,2025-05-10T12:32:43Z,27tqgrgwe7bvct5ffmr0sqdey,D. Krasniqi,,5714447433,140,67.0,5714447439,213,0.95,5714447437,212,5.0,5714447435,141,95.9,5714447431,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812435993,176,1,1,15,16,1c7dv8ays675v9kp6a04sd8pq,1,67.0,95.9,2025-05-10T12:15:25.971Z,2025-05-10T12:15:27Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,5714447591,140,55.2,5714447589,56,Left,5714447597,213,3.44,5714447593,141,90.3,5714447595,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436005,177,1,1,15,17,1c7dv8ays675v9kp6a04sd8pq,1,55.2,90.3,2025-05-10T12:15:26.996Z,2025-05-10T12:15:28Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,5714447653,141,52.8,5714447655,212,26.8,5714447649,56,Back,5714447657,213,4.40,5714447651,140,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436047,178,1,1,15,18,1c7dv8ays675v9kp6a04sd8pq,1,47.3,52.8,2025-05-10T12:15:28.036Z,2025-05-10T12:15:31Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,5714447877,140,56.6,5714447879,141,59.0,5714447881,212,10.6,5714447883,213,0.41,5714447875,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436081,179,1,1,15,21,1c7dv8ays675v9kp6a04sd8pq,1,56.6,59.0,2025-05-10T12:15:30.932Z,2025-05-10T12:32:52Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,5714448099,213,4.44,5714448093,140,52.1,5714448097,212,17.8,5714448095,141,33.7,5714448091,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436127,180,1,1,15,23,1c7dv8ays675v9kp6a04sd8pq,1,52.1,33.7,2025-05-10T12:15:32.932Z,2025-05-10T12:15:35Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,5714448315,212,13.3,5714448313,141,52.4,5714448311,140,48.3,5714448309,56,Back,5714448317,213,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436183,181,1,1,15,25,1c7dv8ays675v9kp6a04sd8pq,1,48.3,52.4,2025-05-10T12:15:35.109Z,2025-05-10T12:15:37Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,5714448567,140,57.9,5714448573,213,1.08,5714448569,141,80.2,5714448571,212,21.4,5714448565,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436217,182,1,1,15,27,1c7dv8ays675v9kp6a04sd8pq,1,57.9,80.2,2025-05-10T12:15:37.412Z,2025-05-10T12:15:39Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,5714448773,213,0.35,5714448767,140,79.6,5714448769,141,92.6,5714448765,56,Left,5714448771,212,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436277,183,1,1,15,29,1c7dv8ays675v9kp6a04sd8pq,1,81.7,93.5,2025-05-10T12:15:39.828Z,2025-05-10T12:15:43Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,5714449025,56,Left,5714449031,212,12.7,5714449029,141,84.7,5714449033,213,5.79,5714449027,140,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436287,184,50,1,15,32,1c7dv8ays675v9kp6a04sd8pq,1,90.5,79.0,2025-05-10T12:15:42.432Z,2025-05-10T12:24:15Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,5714449077,56,Left,5714449287,233,114,5714449079,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436307,114,7,1,15,32,8sy0cxovuxo76tuoas3uo55xj,1,9.5,21.0,2025-05-10T12:15:42.433Z,2025-05-10T12:24:14Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,5714449261,233,184,5714449183,56,Back,5714449185,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812437291,115,12,1,15,34,8sy0cxovuxo76tuoas3uo55xj,1,7.2,31.6,2025-05-10T12:15:44.161Z,2025-05-10T12:16:45Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,5714454417,212,43.7,5714454411,56,Back,5714454415,141,3.4,5714454413,140,44.6,5714454419,213,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436423,185,1,1,15,41,1c7dv8ays675v9kp6a04sd8pq,1,71.6,93.6,2025-05-10T12:15:51.140Z,2025-05-10T12:15:53Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,5714449837,212,24.8,5714449833,140,60.1,5714449839,213,4.20,5714449831,56,Center,5714449835,141,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436467,186,1,1,15,43,1c7dv8ays675v9kp6a04sd8pq,1,60.1,61.7,2025-05-10T12:15:53.028Z,2025-05-10T12:15:55Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,5714450093,56,Center,5714450099,212,17.4,5714450097,141,36.3,5714450095,140,61.8,5714450101,213,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436521,187,1,1,15,45,1c7dv8ays675v9kp6a04sd8pq,1,61.8,36.1,2025-05-10T12:15:55.653Z,2025-05-10T12:15:59Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,5714450375,141,11.6,5714450373,140,74.0,5714450379,213,5.37,5714450377,212,21.0,5714450371,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436589,188,1,1,15,49,1c7dv8ays675v9kp6a04sd8pq,1,74.0,8.9,2025-05-10T12:15:59.379Z,2025-05-10T12:16:03Z,3ani6i6zvyyz715jalqfbcvoq,A. Lötjönen,,5714450691,140,43.8,5714450697,213,3.03,5714450689,56,Back,5714450695,212,31.9,5714450693,141,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436679,189,1,1,15,57,1c7dv8ays675v9kp6a04sd8pq,1,44.2,20.3,2025-05-10T12:16:07.811Z,2025-05-10T12:16:09Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,5714451177,213,1.53,5714451171,141,52.1,5714451163,56,Back,5714451175,212,21.6,5714451167,140,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436693,190,1,1,15,59,1c7dv8ays675v9kp6a04sd8pq,1,45.1,52.1,2025-05-10T12:16:08.900Z,2025-05-10T12:16:10Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,5714451277,56,Left,5714451283,212,25.3,5714451285,213,1.28,5714451281,141,87.8,5714451279,140,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436719,191,1,1,16,0,1c7dv8ays675v9kp6a04sd8pq,1,51.9,87.8,2025-05-10T12:16:09.972Z,2025-05-10T12:16:12Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,5714451449,213,4.43,5714451439,140,47.0,5714451435,56,Back,5714451443,141,62.1,5714451447,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436795,192,1,1,16,2,1c7dv8ays675v9kp6a04sd8pq,1,47.0,62.1,2025-05-10T12:16:12.051Z,2025-05-10T12:16:16Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,5714451847,141,64.2,5714451851,213,0.07,5714451845,140,67.0,5714451843,56,Center,5714451849,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436843,193,1,1,16,6,1c7dv8ays675v9kp6a04sd8pq,1,68.1,64.6,2025-05-10T12:16:16.708Z,2025-05-10T12:16:19Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,5714452043,141,94.2,5714452047,213,1.15,5714452039,56,Left,5714452045,212,22.1,5714452041,140,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436873,194,1,1,16,9,1c7dv8ays675v9kp6a04sd8pq,1,75.4,93.8,2025-05-10T12:16:19.364Z,2025-05-10T12:16:21Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,5714452213,213,3.93,5714452203,140,68.8,5714452209,212,9.9,5714452205,141,83.5,5714452199,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436913,195,1,1,16,11,1c7dv8ays675v9kp6a04sd8pq,1,68.8,83.5,2025-05-10T12:16:21.316Z,2025-05-10T12:16:23Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,5714452387,140,70.3,5714452393,213,4.80,5714452389,141,58.4,5714452385,56,Center,5714452391,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436937,196,1,1,16,13,1c7dv8ays675v9kp6a04sd8pq,1,70.3,58.4,2025-05-10T12:16:23.140Z,2025-05-10T12:16:25Z,c11fpnugs2ihyqk07ohha54np,J. Voutilainen,,5714452521,140,63.5,5714452529,212,7.2,5714452517,56,Center,5714452525,141,57.8,5714452533,213,3.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436989,197,1,1,16,15,1c7dv8ays675v9kp6a04sd8pq,1,66.0,57.8,2025-05-10T12:16:25.235Z,2025-05-10T12:16:28Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,5714452809,56,Left,5714452825,212,17.7,5714452819,141,83.6,5714452829,213,1.43,5714452815,140,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812437045,198,1,1,16,18,1c7dv8ays675v9kp6a04sd8pq,1,70.3,82.7,2025-05-10T12:16:28.580Z,2025-05-10T12:16:31Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,5714453143,212,14.2,5714453145,213,4.26,5714453139,140,64.4,5714453137,56,Center,5714453141,141,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812437071,199,1,1,16,21,1c7dv8ays675v9kp6a04sd8pq,1,64.9,64.0,2025-05-10T12:16:31.476Z,2025-05-10T12:16:33Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,5714453255,140,66.6,5714453253,56,Left,5714453259,212,15.0,5714453257,141,85.9,5714453261,213,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812437137,200,1,1,16,23,1c7dv8ays675v9kp6a04sd8pq,1,70.0,85.6,2025-05-10T12:16:33.060Z,2025-05-10T12:16:37Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,5714453655,212,14.5,5714453647,140,62.0,5714453657,213,4.10,5714453651,141,68.2,5714453643,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812437175,201,1,1,16,27,1c7dv8ays675v9kp6a04sd8pq,1,63.0,62.7,2025-05-10T12:16:36.981Z,2025-05-10T12:16:39Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,5714453831,213,3.78,5714453825,140,48.1,5714453827,141,45.5,5714453829,212,19.5,5714453823,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812437209,202,1,1,16,29,1c7dv8ays675v9kp6a04sd8pq,0,48.1,45.5,2025-05-10T12:16:38.964Z,2025-05-10T12:16:46Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,5714453951,56,Center,5714453967,213,6.09,5714453955,140,63.4,5714453959,141,41.0,5714453963,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812437303,116,4,1,16,31,8sy0cxovuxo76tuoas3uo55xj,1,34.9,57.1,2025-05-10T12:16:40.914Z,2025-05-10T12:24:09Z,apryim5dle6o29qp6hpio06sq,F. Ellé,,5714455353,233,203,5714454539,13,,5714454545,152,,5714454555,286,,5714454551,265,,5714454543,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812437293,203,4,1,16,31,1c7dv8ays675v9kp6a04sd8pq,0,65.1,42.9,2025-05-10T12:16:40.915Z,2025-05-10T12:24:09Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,5714455385,233,116,5714455341,152,,5714455339,13,,5714455345,285,,5714454421,56,Center,5714455343,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812437801,117,1,1,17,4,8sy0cxovuxo76tuoas3uo55xj,1,36.9,50.7,2025-05-10T12:17:14.193Z,2025-05-10T12:17:25Z,apryim5dle6o29qp6hpio06sq,F. Ellé,,5714457095,5,,5714457101,140,30.3,5714457105,212,13.4,5714457107,213,2.12,5714457099,56,Back,5714458047,189,,5714457097,152,,5714457103,141,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812437817,118,1,1,17,5,8sy0cxovuxo76tuoas3uo55xj,0,30.4,68.2,2025-05-10T12:17:15.409Z,2025-05-10T12:17:23Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,5714457191,140,79.9,5714457189,56,Center,5714457197,213,6.27,5714457199,1,,5714457187,157,,5714457885,189,,5714457193,141,67.3,5714457195,212,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812437839,204,44,1,17,6,1c7dv8ays675v9kp6a04sd8pq,1,23.8,34.3,2025-05-10T12:17:16.657Z,2025-05-10T12:18:02Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,5714457301,285,,5714457299,56,Back,5714457331,233,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812437831,119,44,1,17,6,8sy0cxovuxo76tuoas3uo55xj,0,76.2,65.7,2025-05-10T12:17:16.658Z,2025-05-10T12:18:00Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,5714457365,233,204,5714457257,286,,5714457255,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812437913,205,12,1,17,6,1c7dv8ays675v9kp6a04sd8pq,1,27.5,38.0,2025-05-10T12:17:16.732Z,2025-05-10T12:18:45Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,5714457625,213,4.68,5714457619,212,26.9,5714461121,15,,5714457613,140,26.7,5714461123,167,,5714457611,56,Back,5714457615,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812438591,122,61,1,17,7,8sy0cxovuxo76tuoas3uo55xj,1,74.5,65.2,2025-05-10T12:17:16.850Z,2025-05-10T12:18:16Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,5714461863,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812437899,120,5,1,17,10,8sy0cxovuxo76tuoas3uo55xj,0,74.0,101.4,2025-05-10T12:17:20.241Z,2025-05-10T13:00:09Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,5714457703,233,206,5714457555,347,,5714457553,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812437923,206,5,1,17,10,1c7dv8ays675v9kp6a04sd8pq,1,26.0,-1.4,2025-05-10T12:17:20.241Z,2025-05-10T13:00:09Z,3ani6i6zvyyz715jalqfbcvoq,A. Lötjönen,,5714457663,347,,5714457763,233,120,5714457661,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812438089,121,27,1,17,19,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-05-10T12:17:29.211Z,2025-05-10T12:17:32Z,,,,5714458619,41,Injury,5714458683,233,207,5714458625,53,btr893a8ljoe8av97ji8kwr11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812438109,207,27,1,17,19,1c7dv8ays675v9kp6a04sd8pq,1,0.0,0.0,2025-05-10T12:17:29.211Z,2025-05-10T12:17:32Z,,,,5714458673,233,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812438843,123,28,1,18,14,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-05-10T12:18:24.263Z,2025-05-10T12:18:27Z,,,,5714462375,233,208,5714462309,55,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812438853,208,28,1,18,14,1c7dv8ays675v9kp6a04sd8pq,1,0.0,0.0,2025-05-10T12:18:24.263Z,2025-05-10T12:18:26Z,,,,5714462349,55,207,5714462355,233,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812438991,209,1,1,18,25,1c7dv8ays675v9kp6a04sd8pq,1,28.4,0.0,2025-05-10T12:18:35.315Z,2025-05-10T12:18:39Z,3ani6i6zvyyz715jalqfbcvoq,A. Lötjönen,,5714463073,141,11.9,5714463075,212,19.2,5714463067,107,,5714463069,56,Back,5714463077,213,2.64,5714463071,140,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812439071,210,1,1,18,29,1c7dv8ays675v9kp6a04sd8pq,1,11.8,12.0,2025-05-10T12:18:38.916Z,2025-05-10T12:18:47Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,5714463549,141,50.9,5714463547,140,25.9,5714463545,56,Back,5714463557,213,1.06,5714463553,212,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
