id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value
2803059255,287,1,1,26,15,ea3yd0dgq6uy6pupkpn17j5xg,1,59.0,25.3,2025-04-19T14:26:13.966Z,2025-04-19T14:26:17Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5662713407,56,Right,5662713415,213,5.41,5662713413,212,14.3,5662713411,141,9.2,5662713409,140,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803059347,288,1,1,26,18,ea3yd0dgq6uy6pupkpn17j5xg,1,67.8,9.2,2025-04-19T14:26:17.118Z,2025-04-19T14:26:20Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5662713849,212,8.6,5662713851,213,2.48,5662713843,56,Right,5662713845,140,61.3,5662713847,141,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803059411,289,1,1,26,21,ea3yd0dgq6uy6pupkpn17j5xg,1,61.3,17.0,2025-04-19T14:26:20.366Z,2025-04-19T14:26:22Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5662714175,213,5.52,5662714173,212,14.6,5662714169,140,71.4,5662714171,141,2.2,5662714165,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803059437,290,1,1,26,24,ea3yd0dgq6uy6pupkpn17j5xg,1,71.4,2.2,2025-04-19T14:26:22.670Z,2025-04-19T14:26:24Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5662714299,141,20.0,5662714303,213,1.31,5662714295,56,Right,5662714297,140,74.5,5662714301,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803059469,291,1,1,26,25,ea3yd0dgq6uy6pupkpn17j5xg,0,74.5,20.0,2025-04-19T14:26:24.222Z,2025-04-19T14:26:25Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5662714481,141,0.0,5662714473,56,Right,5662714487,213,5.07,5662714477,140,79.7,5662714483,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803059721,192,5,1,26,26,3ptum5fjcgw51mqui0gu6uuf4,1,21.4,101.5,2025-04-19T14:26:24.647Z,2025-04-19T14:47:43Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5662716603,233,292,5662715777,347,,5662715775,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803059477,292,5,1,26,26,ea3yd0dgq6uy6pupkpn17j5xg,0,78.6,-1.5,2025-04-19T14:26:24.647Z,2025-04-19T14:47:44Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5662716619,233,192,5662714543,56,Right,5662714547,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803059763,193,1,1,26,33,3ptum5fjcgw51mqui0gu6uuf4,1,23.1,100.0,2025-04-19T14:26:32.621Z,2025-04-19T14:26:49Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5662716001,141,94.5,5662715997,56,Back,5662715995,107,,5662715999,140,37.3,5662716003,212,15.6,5662716005,213,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803059767,194,1,1,26,34,3ptum5fjcgw51mqui0gu6uuf4,0,37.3,94.5,2025-04-19T14:26:33.389Z,2025-04-19T14:28:26Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,,5662730627,236,,5662716019,56,Back,5662716023,141,98.0,5662716027,213,2.89,5662716025,212,9.7,5662716021,140,28.3,5662730629,233,309,5662730637,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803062047,309,74,1,26,34,ea3yd0dgq6uy6pupkpn17j5xg,1,65.1,6.0,2025-04-19T14:26:33.390Z,2025-04-19T14:47:52Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5662730563,56,Right,5662730653,233,194,5662730565,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803059747,293,1,1,26,35,ea3yd0dgq6uy6pupkpn17j5xg,1,70.0,11.1,2025-04-19T14:26:34.494Z,2025-04-19T14:28:28Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5662715919,140,57.9,5662715917,56,Center,5662715977,213,2.61,5662715975,212,14.7,5662715921,141,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803059791,294,1,1,26,36,ea3yd0dgq6uy6pupkpn17j5xg,1,57.9,22.1,2025-04-19T14:26:35.390Z,2025-04-19T14:26:37Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5662716169,141,11.6,5662716171,212,11.1,5662716173,213,3.84,5662716167,140,49.8,5662716165,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803059853,296,1,1,26,39,ea3yd0dgq6uy6pupkpn17j5xg,1,51.7,11.6,2025-04-19T14:26:37.663Z,2025-04-19T14:26:40Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5662716469,140,63.9,5662716473,212,14.1,5662716467,56,Right,5662716477,213,5.86,5662716471,141,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803059889,297,1,1,26,41,ea3yd0dgq6uy6pupkpn17j5xg,1,65.8,3.4,2025-04-19T14:26:39.758Z,2025-04-19T14:26:41Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5662716671,141,14.3,5662716665,56,Right,5662716673,212,7.8,5662716677,213,1.89,5662716669,140,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803059947,298,1,1,26,42,ea3yd0dgq6uy6pupkpn17j5xg,1,63.5,14.3,2025-04-19T14:26:40.814Z,2025-04-19T14:26:43Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5662716991,213,0.21,5662716983,56,Right,5662716987,141,19.7,5662716985,140,79.7,5662716989,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803060019,299,1,1,26,44,ea3yd0dgq6uy6pupkpn17j5xg,1,76.9,22.4,2025-04-19T14:26:43.150Z,2025-04-19T14:27:00Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,1.0,,5662719031,154,,5662717345,140,90.9,5662717347,141,30.9,5662717343,56,Center,5662717349,212,15.8,5662717351,213,0.37,5662719029,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803060025,300,13,1,26,46,ea3yd0dgq6uy6pupkpn17j5xg,1,88.8,36.3,2025-04-19T14:26:45.519Z,2025-04-19T14:58:01Z,1coz8r44qcr2aau1u09888i6s,M. Bojang,,,5662719045,55,299,5662717399,56,Center,5662719043,154,,5662719053,103,16.7,5662717385,22,,5662719059,231,45.7,5662719041,29,,5662719039,73,,5662717393,63,,5662719049,102,5662717879,20,,5662719057,230,97.1,,,60.5,,,,,,,,,,,,,
2803060033,195,5,1,26,48,3ptum5fjcgw51mqui0gu6uuf4,1,-1.6,30.7,2025-04-19T14:26:46.846Z,2025-04-19T14:47:44Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,,5662717443,346,,5662717933,233,301,5662717441,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803060109,301,5,1,26,48,ea3yd0dgq6uy6pupkpn17j5xg,0,101.6,69.3,2025-04-19T14:26:46.846Z,2025-04-19T14:47:44Z,1coz8r44qcr2aau1u09888i6s,M. Bojang,,,5662717969,233,195,5662717843,56,Center,5662717845,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803060705,196,1,1,27,14,3ptum5fjcgw51mqui0gu6uuf4,1,4.6,61.1,2025-04-19T14:27:13.213Z,2025-04-19T14:27:16Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5662720989,141,50.3,5662720993,213,4.54,5662720997,237,,5662720991,212,7.5,5662720983,124,,5662720985,56,Back,5662720987,140,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803060911,197,1,1,27,17,3ptum5fjcgw51mqui0gu6uuf4,1,3.4,50.4,2025-04-19T14:27:16.188Z,2025-04-19T14:27:23Z,cikb5rw9wtq5th334wj89dhey,M. Riikonen,,,5662721979,212,21.8,5662721969,56,Back,5662721977,141,19.4,5662721973,140,8.8,5662721981,213,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803060961,198,1,1,27,24,3ptum5fjcgw51mqui0gu6uuf4,0,22.5,10.0,2025-04-19T14:27:23.518Z,2025-04-19T14:27:25Z,b7594v117himyndjrpkval8us,E. Okereke,,,5662722255,141,23.3,5662722257,212,48.2,5662722261,1,,5662722253,140,67.6,5662722251,56,Center,5662722249,155,,5662722259,213,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803061025,302,1,1,27,27,ea3yd0dgq6uy6pupkpn17j5xg,1,31.1,69.9,2025-04-19T14:27:26.318Z,2025-04-19T14:27:27Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5662722517,212,5.8,5662722515,141,75.7,5662722513,140,35.2,5662722521,213,0.74,5662722511,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803061105,304,1,1,27,29,ea3yd0dgq6uy6pupkpn17j5xg,1,35.2,75.7,2025-04-19T14:27:28.088Z,2025-04-19T14:27:31Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5662722985,56,Back,5662722987,140,23.7,5662722991,212,12.3,5662722989,141,79.0,5662722993,213,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803061047,199,83,1,27,30,3ptum5fjcgw51mqui0gu6uuf4,0,64.4,17.9,2025-04-19T14:27:28.781Z,2025-04-19T14:27:33Z,1nysj6xb60fhhjhtle8pakbo4,A. Lundberg,,,5662723241,399,3zfwycbtlksz95tsqcog03yp6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803061139,305,1,1,27,33,ea3yd0dgq6uy6pupkpn17j5xg,0,27.9,85.7,2025-04-19T14:27:31.712Z,2025-04-19T14:27:35Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5662723199,212,60.0,5662723201,213,0.11,5662723203,1,,5662723191,157,,5662723193,56,Left,5662723197,141,95.3,5662723195,140,84.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803061357,201,1,1,27,39,3ptum5fjcgw51mqui0gu6uuf4,1,9.8,8.2,2025-04-19T14:27:38.014Z,2025-04-19T14:27:42Z,b7594v117himyndjrpkval8us,E. Okereke,,,5662724367,212,10.3,5662724365,141,2.9,5662724363,140,19.0,5662724361,56,Back,5662724369,213,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803061367,202,4,1,27,43,3ptum5fjcgw51mqui0gu6uuf4,1,19.8,5.2,2025-04-19T14:27:42.174Z,2025-04-19T14:47:53Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5662724437,13,,5662724445,285,,5662724443,265,,5662724439,56,Back,5662724669,233,306,5662724441,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803061371,306,4,1,27,43,ea3yd0dgq6uy6pupkpn17j5xg,0,80.2,94.8,2025-04-19T14:27:42.175Z,2025-04-19T14:47:54Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5662724547,56,Left,5662724545,13,,5662724555,265,,5662724559,286,,5662724753,233,202,5662724549,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803061863,203,1,1,28,2,3ptum5fjcgw51mqui0gu6uuf4,1,31.5,7.0,2025-04-19T14:28:01.198Z,2025-04-19T14:28:26Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5662726893,140,28.6,5662726895,141,36.3,5662726897,212,20.2,5662726889,152,,5662726891,56,Back,5662730615,189,,5662726887,5,,5662726899,213,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803061907,204,1,1,28,3,3ptum5fjcgw51mqui0gu6uuf4,1,28.6,36.3,2025-04-19T14:28:01.967Z,2025-04-19T14:28:27Z,b7594v117himyndjrpkval8us,E. Okereke,,,5662727089,56,Back,5662727099,212,40.0,5662730845,189,,5662727105,1,,5662727101,213,1.32,5662727093,140,38.2,5662727097,141,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803061935,205,1,1,28,4,3ptum5fjcgw51mqui0gu6uuf4,0,38.2,93.3,2025-04-19T14:28:03.391Z,2025-04-19T14:30:21Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5662727235,212,20.7,5662727237,213,5.88,5662727229,56,Left,5662727233,141,81.4,5662727231,140,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803062041,308,1,1,28,6,ea3yd0dgq6uy6pupkpn17j5xg,1,45.9,15.5,2025-04-19T14:28:05.207Z,2025-04-19T14:28:07Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5662727721,56,Back,5662727723,140,48.9,5662727725,141,2.0,5662727727,212,9.7,5662727729,213,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803062097,206,83,1,28,11,3ptum5fjcgw51mqui0gu6uuf4,0,44.5,92.9,2025-04-19T14:28:09.918Z,2025-04-19T14:28:14Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5662728873,399,ag78l8kpc7icq4payr6mgyej8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803062251,310,1,1,28,11,ea3yd0dgq6uy6pupkpn17j5xg,1,65.9,20.1,2025-04-19T14:28:10.079Z,2025-04-19T14:28:14Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5662728813,141,6.1,5662728815,212,21.7,5662728809,56,Right,5662728819,213,5.83,5662728811,140,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803062287,311,1,1,28,15,ea3yd0dgq6uy6pupkpn17j5xg,0,94.9,2.9,2025-04-19T14:28:14.190Z,2025-04-19T14:28:16Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5662729139,236,,5662729075,2,,5662729095,213,1.47,5662729089,141,11.9,5662729141,233,207,5662729083,56,Right,5662729085,140,95.5,5662729091,212,6.2,5662729145,286,,5662729079,155,,,,,,,,,,,,,,,,,,,,,,
2803062295,207,12,1,28,15,3ptum5fjcgw51mqui0gu6uuf4,1,5.5,84.7,2025-04-19T14:28:14.290Z,2025-04-19T14:28:16Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5662729209,233,311,5662729113,185,,5662729115,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803062341,208,5,1,28,17,3ptum5fjcgw51mqui0gu6uuf4,0,4.6,102.0,2025-04-19T14:28:16.544Z,2025-04-19T14:47:44Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5662731967,233,312,5662729371,347,,5662729367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803062875,312,5,1,28,17,ea3yd0dgq6uy6pupkpn17j5xg,1,95.4,-2.0,2025-04-19T14:28:16.544Z,2025-04-19T14:28:36Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5662731821,56,Right,5662731823,347,,5662731929,233,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803062915,313,1,1,28,36,ea3yd0dgq6uy6pupkpn17j5xg,1,92.3,0.0,2025-04-19T14:28:34.718Z,2025-04-19T14:28:36Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5662732049,56,Right,5662732051,140,93.9,5662732047,107,,5662732053,141,17.0,5662732055,212,12.6,5662732057,213,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803062965,209,83,1,28,37,3ptum5fjcgw51mqui0gu6uuf4,0,13.1,92.7,2025-04-19T14:28:36.062Z,2025-04-19T14:29:37Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5662733267,399,93961wszqaocy96z45j4a232s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803062955,314,1,1,28,37,ea3yd0dgq6uy6pupkpn17j5xg,1,93.9,17.0,2025-04-19T14:28:36.607Z,2025-04-19T14:28:38Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5662732255,213,4.41,5662732249,212,11.1,5662732243,141,1.4,5662732237,140,90.7,5662732233,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803063063,315,1,1,28,39,ea3yd0dgq6uy6pupkpn17j5xg,1,90.7,1.4,2025-04-19T14:28:37.903Z,2025-04-19T14:28:41Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5662732801,141,3.4,5662732799,140,73.6,5662732805,213,3.07,5662732803,212,18.0,5662732797,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803063159,316,1,1,28,42,ea3yd0dgq6uy6pupkpn17j5xg,1,73.4,2.5,2025-04-19T14:28:41.360Z,2025-04-19T14:28:48Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5662733739,1,,5662733243,56,Left,5662733247,141,81.8,5662733741,345,,5662733245,140,96.2,5662733251,213,1.15,5662733239,2,,5662733249,212,59.0,5662733241,155,,,,,,,,,,,,,,,,,,,,,,,,,
2803063299,317,1,1,28,50,ea3yd0dgq6uy6pupkpn17j5xg,0,96.9,84.5,2025-04-19T14:28:49.311Z,2025-04-19T14:28:50Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5662733965,140,80.9,5662733973,212,16.8,5662733977,213,3.15,5662733961,56,Left,5662733969,141,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803063337,210,3,1,28,51,3ptum5fjcgw51mqui0gu6uuf4,1,14.6,7.4,2025-04-19T14:28:50.429Z,2025-04-19T15:52:31Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5662734241,233,318,5662734157,285,,5662734155,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803063343,318,45,1,28,51,ea3yd0dgq6uy6pupkpn17j5xg,0,85.4,92.6,2025-04-19T14:28:50.429Z,2025-04-19T15:52:31Z,7glr1eur910fj5b5fg743job9,R. Karjalainen,,,5662734295,233,210,5662734189,286,,5662734187,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803063453,212,1,1,28,53,3ptum5fjcgw51mqui0gu6uuf4,1,28.4,3.8,2025-04-19T14:28:51.998Z,2025-04-19T14:28:55Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5662734741,56,Back,5662734745,141,23.0,5662734747,212,17.0,5662734743,140,38.8,5662734749,213,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803063443,319,83,1,28,56,ea3yd0dgq6uy6pupkpn17j5xg,0,81.6,93.0,2025-04-19T14:28:55.151Z,2025-04-19T14:28:57Z,7glr1eur910fj5b5fg743job9,R. Karjalainen,,,5662735005,399,1nysj6xb60fhhjhtle8pakbo4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803063469,213,1,1,28,56,3ptum5fjcgw51mqui0gu6uuf4,0,38.6,26.2,2025-04-19T14:28:55.182Z,2025-04-19T14:28:58Z,1nysj6xb60fhhjhtle8pakbo4,A. Lundberg,,,5662735183,236,,5662735187,233,320,5662734811,56,Back,5662734819,213,0.77,5662734815,141,27.7,5662735193,286,,5662734817,212,1.5,5662734813,140,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803063533,320,74,1,28,56,ea3yd0dgq6uy6pupkpn17j5xg,1,69.7,65.4,2025-04-19T14:28:55.183Z,2025-04-19T14:47:52Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5662735205,233,213,5662735127,285,,5662735125,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803063619,322,1,1,29,0,ea3yd0dgq6uy6pupkpn17j5xg,1,71.7,67.5,2025-04-19T14:28:59.422Z,2025-04-19T14:29:01Z,7glr1eur910fj5b5fg743job9,R. Karjalainen,,,5662735649,141,82.7,5662735641,56,Left,5662735657,213,0.42,5662735653,212,25.5,5662735645,140,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803063641,323,1,1,29,2,ea3yd0dgq6uy6pupkpn17j5xg,0,93.9,82.7,2025-04-19T14:29:01.295Z,2025-04-19T14:29:02Z,1coz8r44qcr2aau1u09888i6s,M. Bojang,,,5662735757,213,3.89,5662735749,56,Center,5662735755,212,4.3,5662735753,141,78.4,5662735751,140,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803063729,215,1,1,29,5,3ptum5fjcgw51mqui0gu6uuf4,1,12.2,15.9,2025-04-19T14:29:03.726Z,2025-04-19T14:29:05Z,b7594v117himyndjrpkval8us,E. Okereke,,,5662736131,56,Back,5662736139,213,5.73,5662736135,141,7.6,5662736137,212,10.7,5662736133,140,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803063817,216,1,1,29,7,3ptum5fjcgw51mqui0gu6uuf4,1,26.6,11.4,2025-04-19T14:29:05.646Z,2025-04-19T14:29:23Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5662736495,213,2.28,5662736493,212,7.4,5662736489,140,22.0,5662736491,141,19.7,5662736487,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803063865,324,83,1,29,8,ea3yd0dgq6uy6pupkpn17j5xg,0,80.0,79.4,2025-04-19T14:29:06.832Z,2025-04-19T14:29:25Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5662737977,399,36gi7l0qvkbru5w6v2nym00ve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803063835,217,1,1,29,9,3ptum5fjcgw51mqui0gu6uuf4,0,22.0,19.7,2025-04-19T14:29:08.430Z,2025-04-19T14:29:09Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5662736569,56,Back,5662736573,141,0.0,5662736577,213,4.04,5662736575,212,18.5,5662736571,140,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803063843,218,5,1,29,10,3ptum5fjcgw51mqui0gu6uuf4,0,12.5,-1.4,2025-04-19T14:29:09.046Z,2025-04-19T14:47:45Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5662737083,233,325,5662736605,56,Back,5662736607,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803063917,325,5,1,29,10,ea3yd0dgq6uy6pupkpn17j5xg,1,87.5,101.4,2025-04-19T14:29:09.046Z,2025-04-19T14:47:45Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5662737005,347,,5662737055,233,218,5662737003,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803063951,326,1,1,29,14,ea3yd0dgq6uy6pupkpn17j5xg,1,85.0,100.0,2025-04-19T14:29:13.023Z,2025-04-19T14:29:15Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5662737193,141,77.8,5662737197,213,4.25,5662737195,212,17.6,5662737185,107,,5662737187,56,Center,5662737191,140,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803064073,219,83,1,29,15,3ptum5fjcgw51mqui0gu6uuf4,0,23.8,9.5,2025-04-19T14:29:14.278Z,2025-04-19T14:30:58Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5662738343,399,ayl3txfejfa46xvwnzzd76vze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803064005,327,1,1,29,16,ea3yd0dgq6uy6pupkpn17j5xg,1,77.6,77.8,2025-04-19T14:29:15.119Z,2025-04-19T14:29:17Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5662737503,213,0.92,5662737497,140,86.4,5662737495,56,Left,5662737499,141,95.6,5662737501,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803064095,328,1,1,29,18,ea3yd0dgq6uy6pupkpn17j5xg,1,86.4,95.6,2025-04-19T14:29:16.927Z,2025-04-19T14:30:27Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5662737931,213,4.57,5662737929,212,14.6,5662737927,141,74.4,5662737925,140,84.5,5662737923,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803064111,329,43,1,29,21,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-04-19T14:29:19.903Z,2025-04-19T14:30:40Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5662747575,144,1,5662738011,56,Center,5662738019,213,5.56,5662738013,140,85.3,5662738017,212,1.1,5662738015,141,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803064119,330,1,1,29,21,ea3yd0dgq6uy6pupkpn17j5xg,1,85.3,73.3,2025-04-19T14:29:20.565Z,2025-04-19T14:30:05Z,7glr1eur910fj5b5fg743job9,R. Karjalainen,1.0,,5662738075,212,12.0,5662738073,141,62.7,5662744071,210,15,5662738079,213,3.79,5662738067,56,Center,5662738071,140,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803064157,331,15,1,29,23,ea3yd0dgq6uy6pupkpn17j5xg,1,74.7,56.2,2025-04-19T14:29:22.287Z,2025-04-19T14:56:50Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5662894895,78,,5662743539,82,,5662744119,215,,5662744125,230,98.8,5662744123,147,54.9,5662744111,55,330,5662744117,103,19,5662738311,18,,5662744109,29,,5662738313,56,5662738309,22,,5662744129,231,49.8,5662744115,102,Center,49.5,5662744175,233,220,5662744121,146,79.7,5662743535,20,,,,
2803064181,220,10,1,29,23,3ptum5fjcgw51mqui0gu6uuf4,1,11.9,45.5,2025-04-19T14:29:22.387Z,2025-04-19T14:30:06Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5662738459,56,Back,5662738457,94,,5662744205,233,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
