id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2823312813,87,61,1,9,3,duspptyvnr5kpx2iko5gerhnz,1,13.9,25.9,2025-06-18T18:11:28.280Z,2025-06-18T18:11:28Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,5774899133,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823312817,102,50,1,9,4,3cbke8cbou2ms925872vk6dwx,1,84.6,57.2,2025-06-18T18:11:29.025Z,2025-06-18T18:29:08Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,5774899151,56,Center,5774899153,286,,5774899227,233,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823312829,88,7,1,9,4,duspptyvnr5kpx2iko5gerhnz,0,15.4,42.8,2025-06-18T18:11:29.026Z,2025-06-18T18:29:11Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,5774899223,233,102,5774899209,285,,5774899207,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823314823,188,61,1,9,4,3cbke8cbou2ms925872vk6dwx,1,83.9,47.0,2025-06-18T18:11:29.793Z,2025-06-18T18:29:06Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,5774919381,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823312833,89,61,1,9,8,duspptyvnr5kpx2iko5gerhnz,0,23.3,43.6,2025-06-18T18:11:33.480Z,2025-06-18T18:11:33Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,5774899221,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823312841,103,1,1,9,8,3cbke8cbou2ms925872vk6dwx,1,79.1,41.8,2025-06-18T18:11:33.737Z,2025-06-18T18:11:46Z,166chk5he9ehkh9col37bw3jd,O. Olufunwa,1.0,5774899415,210,13,5774899243,56,Center,5774899245,140,78.6,5774899251,213,1.64,5774899247,141,52.8,5774899249,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823312843,104,13,1,9,10,3cbke8cbou2ms925872vk6dwx,1,74.1,52.3,2025-06-18T18:11:35.784Z,2025-06-19T08:11:44Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,5774899313,20,,5774899257,18,,5774899433,231,50.2,5774899427,103,20.8,5774899431,230,97.6,5774899417,83,,5774899255,22,,5774899259,56,Center,5774899421,55,103,5774899429,215,5774899425,102,57.5,5774899419,29,,,,,,,,,,,,,,,,,
2823312851,90,5,1,9,12,duspptyvnr5kpx2iko5gerhnz,1,-1.0,29.4,2025-06-18T18:11:37.737Z,2025-06-18T18:52:51Z,6i2n7bcfphn89v0eccet2fop,R. Leislahti,,5774899289,346,,5774899293,233,105,5774899287,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823312845,105,5,1,9,12,3cbke8cbou2ms925872vk6dwx,0,101.0,70.6,2025-06-18T18:11:37.737Z,2025-06-18T18:11:42Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,5774899275,346,,5774899273,56,Center,5774899299,233,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823312901,91,1,1,9,38,duspptyvnr5kpx2iko5gerhnz,1,3.7,56.9,2025-06-18T18:12:03.487Z,2025-06-18T18:12:11Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,5774899593,56,Back,5774899667,189,,5774899601,213,4.92,5774899595,140,4.8,5774899591,124,,5774899597,141,49.0,5774899605,237,,5774899599,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823312909,92,1,1,9,42,duspptyvnr5kpx2iko5gerhnz,0,5.6,44.3,2025-06-18T18:12:06.999Z,2025-06-18T18:12:08Z,6i2n7bcfphn89v0eccet2fop,R. Leislahti,,5774899643,141,27.1,5774899637,157,,5774899639,56,Center,5774899645,212,60.2,5774899641,140,61.8,5774899647,213,6.09,5774899649,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823312921,107,1,1,9,44,3cbke8cbou2ms925872vk6dwx,1,30.2,82.3,2025-06-18T18:12:09.722Z,2025-06-18T18:12:13Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,5774899687,141,64.8,5774899683,56,Back,5774899689,212,25.1,5774899691,213,3.63,5774899685,140,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823312935,108,1,1,9,48,3cbke8cbou2ms925872vk6dwx,1,8.7,62.0,2025-06-18T18:12:13.593Z,2025-06-18T18:12:18Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,5774899733,56,Back,5774899741,213,0.51,5774899737,141,82.3,5774899739,212,28.2,5774899735,140,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823312937,109,1,1,9,53,3cbke8cbou2ms925872vk6dwx,1,32.1,82.3,2025-06-18T18:12:18.281Z,2025-06-18T18:29:32Z,bl43lr9kdb35de8gxvuk4xgk4,G. Europaeus,,5774899753,213,2.98,5774899757,156,,5774899751,212,18.2,5774899745,56,Back,5774899749,141,86.5,5774899747,140,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823312959,110,1,1,9,57,3cbke8cbou2ms925872vk6dwx,1,15.0,86.5,2025-06-18T18:12:22.249Z,2025-06-18T18:12:26Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,5774899855,140,55.9,5774899859,212,43.0,5774899857,141,87.5,5774899861,213,0.02,5774899851,155,,5774899853,56,Left,5774899863,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823312963,111,4,1,10,1,3cbke8cbou2ms925872vk6dwx,1,57.1,89.0,2025-06-18T18:12:26.200Z,2025-06-18T18:52:22Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,5774899883,152,,5774899887,286,,5774899881,56,Left,5774899879,13,,5774899885,265,,5774899909,233,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823312961,93,4,1,10,1,duspptyvnr5kpx2iko5gerhnz,0,42.9,11.0,2025-06-18T18:12:26.201Z,2025-06-18T18:52:22Z,1t44y6xzubkclt6i6nzgkgr1l,Pedro Justiniano,,5774899903,285,,5774899897,56,Back,5774899913,233,111,5774899899,152,,5774899895,13,,5774899901,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313023,112,1,1,10,18,3cbke8cbou2ms925872vk6dwx,0,52.6,96.3,2025-06-18T18:12:43.273Z,2025-06-18T18:12:46Z,bl43lr9kdb35de8gxvuk4xgk4,G. Europaeus,,5774900153,152,,5774900163,213,6.12,5774900157,140,63.4,5774900161,212,11.5,5774900151,5,,5774900159,141,93.6,5774900155,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313021,94,8,1,10,21,duspptyvnr5kpx2iko5gerhnz,1,31.3,15.6,2025-06-18T18:12:46.415Z,2025-06-18T18:29:47Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,5774900149,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313051,96,1,1,10,23,duspptyvnr5kpx2iko5gerhnz,1,31.2,13.2,2025-06-18T18:12:48.216Z,2025-06-18T18:12:57Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,5774900273,212,37.9,5774900267,56,Back,5774900269,140,2.8,5774900277,1,,5774900271,141,47.5,5774900275,213,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313053,97,1,1,10,31,duspptyvnr5kpx2iko5gerhnz,1,9.4,41.2,2025-06-18T18:12:56.943Z,2025-06-18T18:12:59Z,6i2n7bcfphn89v0eccet2fop,R. Leislahti,,5774900323,212,56.9,5774900325,213,0.02,5774900319,140,63.6,5774900317,56,Center,5774900327,1,,5774900321,141,43.1,5774900315,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313057,98,44,1,10,34,duspptyvnr5kpx2iko5gerhnz,1,63.2,45.2,2025-06-18T18:12:59.736Z,2025-06-18T18:13:02Z,ebhnuikcvtrbmw5e80r1fds2y,O. Jakonen,,5774900337,286,,5774900335,56,Center,5774900351,233,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313055,113,44,1,10,34,3cbke8cbou2ms925872vk6dwx,0,36.8,54.8,2025-06-18T18:12:59.737Z,2025-06-18T18:13:03Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,5774900357,233,98,5774900331,56,Back,5774900333,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313073,99,1,1,10,34,duspptyvnr5kpx2iko5gerhnz,0,63.6,43.1,2025-06-18T18:12:59.862Z,2025-06-18T18:13:03Z,ebhnuikcvtrbmw5e80r1fds2y,O. Jakonen,,5774900443,140,86.6,5774900437,3,,5774900439,168,,5774900441,56,Center,5774900447,212,25.3,5774900449,213,5.98,5774900445,141,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313147,116,1,1,10,53,3cbke8cbou2ms925872vk6dwx,0,16.3,56.0,2025-06-18T18:13:18.376Z,2025-06-18T18:13:23Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,5774900785,157,,5774900795,212,66.0,5774900799,1,,5774900787,198,,5774900797,213,6.15,5774900789,56,Center,5774900791,140,78.6,5774900793,141,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313157,100,4,1,11,0,duspptyvnr5kpx2iko5gerhnz,1,29.6,60.0,2025-06-18T18:13:25.128Z,2025-06-18T18:13:29Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,5774900853,285,,5774900849,152,,5774900855,233,117,5774900847,56,Back,5774900851,265,,5774900845,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313155,117,4,1,11,0,3cbke8cbou2ms925872vk6dwx,0,70.4,40.0,2025-06-18T18:13:25.129Z,2025-06-18T18:13:30Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,5774900861,233,100,5774900823,56,Center,5774900825,152,,5774900829,286,,5774900821,13,,5774900827,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313233,101,1,1,11,24,duspptyvnr5kpx2iko5gerhnz,1,30.3,61.2,2025-06-18T18:13:49.327Z,2025-06-18T18:13:52Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,5774901223,5,,5774901233,141,5.2,5774901229,56,Right,5774901235,212,49.9,5774901227,152,,5774901239,1,,5774901237,213,5.41,5774901225,155,,5774901231,140,61.0,,,,,,,,,,,,,,,,,,,,,,,,
2823313241,102,1,1,11,27,duspptyvnr5kpx2iko5gerhnz,1,61.1,4.6,2025-06-18T18:13:51.991Z,2025-06-18T18:13:56Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,5774901309,3,,5774901315,141,8.5,5774901319,213,0.33,5774901313,140,68.5,5774901311,56,Right,5774901317,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313243,103,1,1,11,31,duspptyvnr5kpx2iko5gerhnz,0,66.3,16.5,2025-06-18T18:13:56.454Z,2025-06-18T18:13:57Z,84wint64ygxx3pi5fz3mr12j8,N. Fleuriau Chateau,,5774901333,213,1.18,5774901327,140,79.3,5774901335,1,,5774901329,141,64.9,5774901325,56,Center,5774901331,212,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313247,119,12,1,11,32,3cbke8cbou2ms925872vk6dwx,1,23.3,34.6,2025-06-18T18:13:57.436Z,2025-06-18T18:13:59Z,166chk5he9ehkh9col37bw3jd,O. Olufunwa,,5774901369,141,40.9,5774901371,212,27.1,5774901367,140,48.8,5774901373,213,0.16,5774901365,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313269,121,1,1,11,34,3cbke8cbou2ms925872vk6dwx,1,48.4,41.0,2025-06-18T18:13:59.913Z,2025-06-18T18:14:03Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,5774901483,213,4.41,5774901479,141,19.2,5774901481,212,15.5,5774901477,140,44.0,5774901475,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313275,122,1,1,11,38,3cbke8cbou2ms925872vk6dwx,0,58.5,21.5,2025-06-18T18:14:03.097Z,2025-06-18T18:14:05Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,5774901535,140,67.8,5774901533,56,Right,5774901541,213,5.82,5774901537,141,14.3,5774901539,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313281,104,8,1,11,41,duspptyvnr5kpx2iko5gerhnz,1,31.6,90.2,2025-06-18T18:14:06.287Z,2025-06-18T18:14:06Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,5774901567,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313287,105,5,1,11,42,duspptyvnr5kpx2iko5gerhnz,0,39.0,102.0,2025-06-18T18:14:07.743Z,2025-06-18T18:14:10Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,5774901631,233,123,5774901587,347,,5774901585,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313291,123,5,1,11,42,3cbke8cbou2ms925872vk6dwx,1,61.0,-2.0,2025-06-18T18:14:07.743Z,2025-06-18T18:52:51Z,166chk5he9ehkh9col37bw3jd,O. Olufunwa,,5774901625,233,105,5774901619,56,Right,5774901621,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313353,124,1,1,11,54,3cbke8cbou2ms925872vk6dwx,0,72.2,0.0,2025-06-18T18:14:19.609Z,2025-06-18T18:14:22Z,166chk5he9ehkh9col37bw3jd,O. Olufunwa,,5774901953,140,93.3,5774901955,141,14.6,5774901949,107,,5774901959,213,0.45,5774901961,1,,5774901957,212,24.7,5774901951,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313475,106,12,1,11,58,duspptyvnr5kpx2iko5gerhnz,1,8.6,92.4,2025-06-18T18:14:23.927Z,2025-06-18T18:14:59Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,5774902723,140,44.6,5774902721,56,Back,5774902727,212,40.6,5774902729,213,5.91,5774902725,141,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313377,125,61,1,12,2,3cbke8cbou2ms925872vk6dwx,1,67.8,41.9,2025-06-18T18:14:27.411Z,2025-06-18T18:14:27Z,bl43lr9kdb35de8gxvuk4xgk4,G. Europaeus,,5774902059,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313383,126,1,1,12,3,3cbke8cbou2ms925872vk6dwx,1,61.0,37.2,2025-06-18T18:14:28.889Z,2025-06-18T18:30:01Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,5774902087,140,45.3,5774902083,3,,5774902089,141,47.4,5774902091,212,17.9,5774902093,213,2.74,5774902085,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313389,127,1,1,12,5,3cbke8cbou2ms925872vk6dwx,1,46.0,49.7,2025-06-18T18:14:30.265Z,2025-06-18T18:30:08Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,5774902137,212,27.7,5774902131,56,Center,5774902139,213,6.10,5774902135,141,42.3,5774902129,157,,5774902141,1,,5774902133,140,71.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313417,129,1,1,12,8,3cbke8cbou2ms925872vk6dwx,1,74.7,40.7,2025-06-18T18:14:33.273Z,2025-06-18T18:14:40Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,5774902367,212,21.3,5774902361,56,Center,5774902369,213,5.68,5774902365,141,22.8,5774902363,140,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313423,130,1,1,12,15,3cbke8cbou2ms925872vk6dwx,1,94.6,22.1,2025-06-18T18:14:40.473Z,2025-06-18T18:14:42Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,5774902413,212,8.1,5774902407,56,Right,5774902409,140,91.4,5774902411,141,11.3,5774902415,213,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313433,131,1,1,12,17,3cbke8cbou2ms925872vk6dwx,1,91.4,11.3,2025-06-18T18:14:42.393Z,2025-06-18T18:14:46Z,166chk5he9ehkh9col37bw3jd,O. Olufunwa,,5774902471,1,,5774902463,140,91.9,5774902465,141,77.9,5774902461,56,Center,5774902467,212,45.3,5774902457,2,,5774902459,155,,5774902469,213,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313439,132,1,1,12,21,3cbke8cbou2ms925872vk6dwx,1,91.7,77.9,2025-06-18T18:14:46.729Z,2025-06-18T18:14:48Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,5774902505,141,81.5,5774902509,213,3.01,5774902501,56,Left,5774902507,212,18.3,5774902503,140,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313445,133,1,1,12,23,3cbke8cbou2ms925872vk6dwx,1,74.3,81.2,2025-06-18T18:14:48.761Z,2025-06-18T18:14:51Z,bl43lr9kdb35de8gxvuk4xgk4,G. Europaeus,,5774902545,141,93.3,5774902543,140,82.2,5774902547,212,11.7,5774902541,56,Left,5774902549,213,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313451,134,1,1,12,26,3cbke8cbou2ms925872vk6dwx,1,83.1,93.3,2025-06-18T18:14:51.705Z,2025-06-18T18:14:54Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,5774902591,213,3.98,5774902589,212,10.6,5774902587,141,81.7,5774902583,56,Left,5774902585,140,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313461,135,1,1,12,29,3cbke8cbou2ms925872vk6dwx,1,76.0,81.4,2025-06-18T18:14:54.073Z,2025-06-18T18:14:55Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,5774902631,141,76.3,5774902629,140,71.2,5774902635,213,3.74,5774902627,56,Center,5774902633,212,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313469,136,1,1,12,30,3cbke8cbou2ms925872vk6dwx,1,71.2,76.3,2025-06-18T18:14:55.321Z,2025-06-18T18:14:59Z,bbdoe533sbua0ikwxa8ldo91x,A. Kabashi,,5774902693,56,Center,5774902697,141,68.1,5774902699,212,19.1,5774902695,140,88.6,5774902701,213,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313471,137,50,1,12,34,3cbke8cbou2ms925872vk6dwx,1,92.2,69.0,2025-06-18T18:14:59.128Z,2025-06-18T18:15:02Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,5774902707,286,,5774902705,56,Center,5774902755,233,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313481,107,7,1,12,34,duspptyvnr5kpx2iko5gerhnz,1,7.8,31.0,2025-06-18T18:14:59.129Z,2025-06-18T18:15:03Z,1t44y6xzubkclt6i6nzgkgr1l,Pedro Justiniano,,5774902737,56,Back,5774902739,285,,5774902745,233,137,5774902735,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313485,108,6,1,12,34,duspptyvnr5kpx2iko5gerhnz,0,2.2,28.2,2025-06-18T18:14:59.912Z,2025-06-18T18:52:25Z,1t44y6xzubkclt6i6nzgkgr1l,Pedro Justiniano,,5774902775,56,Back,5774902777,73,,5774902797,233,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313477,138,6,1,12,34,3cbke8cbou2ms925872vk6dwx,1,97.8,71.8,2025-06-18T18:14:59.912Z,2025-06-18T18:52:24Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,5774902757,56,Center,5774902759,73,,5774902791,233,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313579,140,1,1,13,14,3cbke8cbou2ms925872vk6dwx,0,99.5,99.5,2025-06-18T18:15:39.305Z,2025-06-18T18:15:42Z,bbdoe533sbua0ikwxa8ldo91x,A. Kabashi,,5774903339,2,,5774903343,155,,5774903353,212,51.0,5774903355,213,4.74,5774903349,140,100.0,5774903347,56,Center,5774903341,6,,5774903351,141,24.6,5774903357,1,,5774903345,223,,,,,,,,,,,,,,,,,,,,,,
2823313587,110,5,1,13,17,duspptyvnr5kpx2iko5gerhnz,1,-1.0,69.6,2025-06-18T18:15:42.765Z,2025-06-18T18:52:51Z,6i2n7bcfphn89v0eccet2fop,R. Leislahti,,5774903393,233,141,5774903391,346,,5774903389,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313585,141,5,1,13,17,3cbke8cbou2ms925872vk6dwx,0,101.0,30.4,2025-06-18T18:15:42.765Z,2025-06-18T18:15:49Z,bbdoe533sbua0ikwxa8ldo91x,A. Kabashi,,5774903385,346,,5774903383,56,Center,5774903399,233,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313649,111,1,1,13,34,duspptyvnr5kpx2iko5gerhnz,1,4.2,60.5,2025-06-18T18:15:59.813Z,2025-06-18T18:16:04Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,5774903767,141,47.6,5774903761,124,,5774903769,212,8.8,5774903765,140,5.0,5774903763,56,Back,5774903771,213,4.81,5774903775,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313661,112,1,1,13,39,duspptyvnr5kpx2iko5gerhnz,0,8.5,43.0,2025-06-18T18:16:04.838Z,2025-06-18T18:16:10Z,6i2n7bcfphn89v0eccet2fop,R. Leislahti,,5774903853,141,23.3,5774903851,140,65.6,5774903857,213,6.06,5774903859,1,,5774903855,212,61.4,5774903849,56,Center,5774903847,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313663,142,44,1,13,43,3cbke8cbou2ms925872vk6dwx,1,32.2,74.4,2025-06-18T18:16:08.872Z,2025-06-18T18:52:36Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,5774903863,56,Back,5774903887,233,113,5774903865,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313665,113,44,1,13,43,duspptyvnr5kpx2iko5gerhnz,0,67.8,25.6,2025-06-18T18:16:08.873Z,2025-06-18T18:52:36Z,ebhnuikcvtrbmw5e80r1fds2y,O. Jakonen,,5774903891,233,142,5774903869,286,,5774903867,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313667,143,1,1,13,44,3cbke8cbou2ms925872vk6dwx,0,28.4,70.6,2025-06-18T18:16:09.627Z,2025-06-18T18:16:10Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,5774903879,212,10.9,5774903877,141,74.1,5774903871,3,,5774903881,213,0.22,5774903875,140,38.5,5774903873,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313671,114,1,1,13,46,duspptyvnr5kpx2iko5gerhnz,0,63.1,15.3,2025-06-18T18:16:11.253Z,2025-06-18T18:18:17Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,5774903905,140,64.2,5774903911,213,0.72,5774903909,212,1.5,5774903903,56,Right,5774903907,141,16.8,5774903901,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823314027,163,61,1,13,46,3cbke8cbou2ms925872vk6dwx,1,36.5,81.7,2025-06-18T18:16:11.496Z,2025-06-18T18:17:38Z,bl43lr9kdb35de8gxvuk4xgk4,G. Europaeus,,5774905829,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313683,115,1,1,13,48,duspptyvnr5kpx2iko5gerhnz,0,61.7,20.0,2025-06-18T18:16:13.198Z,2025-06-18T18:16:14Z,ebhnuikcvtrbmw5e80r1fds2y,O. Jakonen,,5774904011,286,,5774903983,141,16.5,5774903985,212,4.3,5774904007,233,144,5774903979,56,Right,5774904005,236,,5774903987,213,5.70,5774903981,140,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313687,144,74,1,13,48,3cbke8cbou2ms925872vk6dwx,1,34.4,72.0,2025-06-18T18:16:13.199Z,2025-06-18T18:52:46Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,5774904001,56,Back,5774904003,285,,5774904015,233,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313695,145,1,1,13,49,3cbke8cbou2ms925872vk6dwx,1,34.4,72.0,2025-06-18T18:16:14.673Z,2025-06-18T18:30:38Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,5774904043,212,14.1,5774904037,56,Back,5774904039,140,42.8,5774904041,141,88.1,5774904045,213,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313699,147,50,1,13,51,3cbke8cbou2ms925872vk6dwx,1,40.2,88.6,2025-06-18T18:16:16.196Z,2025-06-18T18:16:21Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,5774904055,286,,5774904093,233,116,5774904053,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313703,116,7,1,13,51,duspptyvnr5kpx2iko5gerhnz,1,59.8,11.4,2025-06-18T18:16:16.197Z,2025-06-18T18:16:21Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,5774904075,233,147,5774904073,285,,5774904071,56,Right,5774904069,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823313715,117,5,1,13,54,duspptyvnr5kpx2iko5gerhnz,0,63.3,-2.0,2025-06-18T18:16:19.086Z,2025-06-18T18:52:52Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,5774904133,233,148,5774904119,56,Right,5774904121,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
