id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/15/value,qualifier/16/value,qualifier/17/value
2796201387,158,1,1,18,50,8sy0cxovuxo76tuoas3uo55xj,0,96.7,82.4,2025-04-05T14:20:19.100Z,2025-04-05T14:20:20Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5624919193,155,,5624919197,140,97.1,5624919191,2,,5624919195,56,Center,5624919201,212,14.2,5624919203,213,4.74,5624919199,141,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796201453,191,12,1,18,52,ea3yd0dgq6uy6pupkpn17j5xg,1,8.0,37.6,2025-04-05T14:20:21.055Z,2025-04-05T14:20:23Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5624919517,141,46.3,5624919513,56,Back,5624919603,15,,5624919515,140,10.2,5624919519,212,6.4,5624919521,213,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796201607,159,44,1,18,54,8sy0cxovuxo76tuoas3uo55xj,1,90.9,54.2,2025-04-05T14:20:23.180Z,2025-04-05T14:20:26Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,,5624920493,233,192,5624920373,286,,5624920371,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796201573,192,44,1,18,54,ea3yd0dgq6uy6pupkpn17j5xg,0,7.9,45.4,2025-04-05T14:20:23.181Z,2025-04-05T14:20:26Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5624920571,233,159,5624920161,285,,5624920157,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796201623,160,15,1,18,55,8sy0cxovuxo76tuoas3uo55xj,1,94.4,55.4,2025-04-05T14:20:24.027Z,2025-04-05T14:20:40Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,,5624923641,103,19,5624923635,78,,5624923637,102,51.0,5624923651,146,98.8,5624923653,147,52.0,5624921343,328,,5624923647,100,,5624921349,82,,5624923645,458,5624920469,56,Center,5624921333,15,,5624923657,231,5624920467,61,,5624923649,101,,5624923727,233,193,5624923655,230,5624920465,22,,,,,,54.9,95.5,,
2796201713,193,10,1,18,55,ea3yd0dgq6uy6pupkpn17j5xg,1,1.2,48.0,2025-04-05T14:20:24.127Z,2025-04-05T14:21:02Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5624923769,233,160,5624920899,94,,5624920903,56,Back,5624928667,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796201685,161,6,1,18,59,8sy0cxovuxo76tuoas3uo55xj,1,95.4,56.2,2025-04-05T14:20:27.484Z,2025-04-05T15:16:41Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,,5624920969,73,,5624920967,56,Center,5624921883,233,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796201833,194,6,1,18,59,ea3yd0dgq6uy6pupkpn17j5xg,0,4.6,43.8,2025-04-05T14:20:27.484Z,2025-04-05T15:16:42Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5624921913,233,161,5624921833,73,,5624921831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796204253,162,1,1,19,54,8sy0cxovuxo76tuoas3uo55xj,0,99.5,99.5,2025-04-05T14:21:22.461Z,2025-04-05T14:21:26Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,,5624934171,2,,5624934175,6,,5624934187,56,Center,5624934183,223,,5624934197,1,,5624934189,140,100.0,5624934193,212,45.2,5624934191,141,33.0,5624934195,213,5624934179,155,,,,,,,,,,,,,,,,,,,,,,,,4.74,,,,
2796204293,163,5,1,19,58,8sy0cxovuxo76tuoas3uo55xj,0,100.8,32.1,2025-04-05T14:21:26.577Z,2025-04-05T14:23:07Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,,5624934397,56,Center,5624939741,233,195,5624934399,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796205231,195,5,1,19,58,ea3yd0dgq6uy6pupkpn17j5xg,1,-0.8,67.9,2025-04-05T14:21:26.577Z,2025-04-05T14:23:07Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5624939529,56,Back,5624939531,346,,5624939581,233,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796205295,196,1,1,20,21,ea3yd0dgq6uy6pupkpn17j5xg,1,5.0,63.0,2025-04-05T14:21:50.048Z,2025-04-05T14:21:51Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5624939865,140,10.0,5624939867,141,72.6,5624939861,124,,5624939863,56,Back,5624939869,212,8.4,5624939871,213,0.89,5624939875,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796205339,197,1,1,20,22,ea3yd0dgq6uy6pupkpn17j5xg,1,10.0,72.6,2025-04-05T14:21:51.056Z,2025-04-05T14:21:52Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5624940099,141,55.2,5624940103,212,12.8,5624940107,213,4.32,5624940093,56,Back,5624940097,140,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796205493,198,1,1,20,23,ea3yd0dgq6uy6pupkpn17j5xg,1,5.7,49.1,2025-04-05T14:21:52.143Z,2025-04-05T14:21:55Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5624940999,141,19.5,5624941001,212,21.4,5624941003,213,5.06,5624940997,140,12.6,5624940993,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796205635,199,1,1,20,27,ea3yd0dgq6uy6pupkpn17j5xg,1,15.0,12.8,2025-04-05T14:21:55.185Z,2025-04-05T14:21:58Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5624941729,140,61.5,5624941725,157,,5624941731,141,35.8,5624941733,212,51.3,5624941737,1,,5624941735,213,0.31,5624941727,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796205655,200,44,1,20,30,ea3yd0dgq6uy6pupkpn17j5xg,1,68.1,36.0,2025-04-05T14:21:58.464Z,2025-04-05T14:22:00Z,dytql3b2co1cst72z5qf879pl,J. Streng,,,5624941833,286,,5624941831,56,Center,5624941999,233,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796205671,164,44,1,20,30,8sy0cxovuxo76tuoas3uo55xj,0,34.1,64.0,2025-04-05T14:21:58.465Z,2025-04-05T14:22:00Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5624942053,233,200,5624941931,56,Back,5624941933,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796205795,201,1,1,20,30,ea3yd0dgq6uy6pupkpn17j5xg,0,61.5,35.8,2025-04-05T14:21:58.880Z,2025-04-05T14:22:07Z,dytql3b2co1cst72z5qf879pl,J. Streng,,,5624942595,56,Center,5624942597,140,53.3,5624942593,3,,5624942603,213,2.19,5624942601,212,14.7,5624942599,141,53.4,5624943617,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796205763,165,8,1,20,33,8sy0cxovuxo76tuoas3uo55xj,1,45.6,44.8,2025-04-05T14:22:02.044Z,2025-04-05T14:22:52Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5624942379,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796209701,205,4,1,20,40,ea3yd0dgq6uy6pupkpn17j5xg,1,82.9,47.2,2025-04-05T14:22:08.287Z,2025-04-05T14:24:28Z,dytql3b2co1cst72z5qf879pl,J. Streng,,,5624964033,152,,5624966537,294,,5624970249,233,168,5624964027,13,,5624964029,56,Center,5624964039,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796210049,168,4,1,20,40,8sy0cxovuxo76tuoas3uo55xj,0,17.1,52.8,2025-04-05T14:22:08.288Z,2025-04-06T09:51:43Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5624966157,13,,5624966161,56,Back,5624966163,152,,5624969939,233,205,5624966159,294,,5629471005,55,174,5624966165,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796207195,166,43,1,20,43,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-04-05T14:22:11.772Z,2025-04-05T14:23:49Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5624950711,399,2qks3nbpd8o6igkqjl9e4po4q,5624965215,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796206179,202,43,1,20,44,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-04-05T14:22:13.120Z,2025-04-05T14:22:36Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5624944745,286,0,5624944743,56,Left,5624950127,144,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796206205,203,43,1,20,45,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-04-05T14:22:13.713Z,2025-04-05T14:23:45Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5624964609,144,61,5624944855,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796207367,167,43,1,20,45,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-04-05T14:22:13.719Z,2025-04-05T14:23:50Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5624965635,144,5,5624951135,346,0,5624951131,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796207245,204,43,1,20,45,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-04-05T14:22:13.719Z,2025-04-05T14:23:43Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5624955501,233,167,5624950499,56,Left,5624950501,346,0,5624964353,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796214781,174,17,1,21,2,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-04-05T14:22:30.774Z,2025-04-06T09:51:43Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5629470893,189,,5629470813,191,,5629470997,55,168,5624992863,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796212217,206,15,1,23,19,ea3yd0dgq6uy6pupkpn17j5xg,1,81.5,47.5,2025-04-05T14:24:48.177Z,2025-04-05T14:56:02Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5624981329,103,19,5624981325,102,49.2,5624981333,328,,5624981347,230,99.3,5624981483,233,169,5624977525,26,,5624980197,82,,5624977527,18,,5624981351,231,5625350667,72,,5624977529,56,Center,5624981337,458,5624981343,147,48.4,5624981341,146,90.8,5624981321,78,,,,,,,,,,48.7,,,,
2796212269,169,10,1,23,20,8sy0cxovuxo76tuoas3uo55xj,1,13.7,51.4,2025-04-05T14:24:48.277Z,2025-04-05T14:25:08Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5624977761,94,,5624977763,56,Back,5624981539,233,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796212301,207,15,1,23,21,ea3yd0dgq6uy6pupkpn17j5xg,1,84.4,52.6,2025-04-05T14:24:50.085Z,2025-04-05T14:59:58Z,7glr1eur910fj5b5fg743job9,R. Karjalainen,,,5625356407,24,,5624991317,146,86.9,5624991303,103,19,5624991321,147,52.2,5625356409,78,,5624991329,231,50.4,5624991305,328,,5624977937,17,,5624991311,458,5624990069,20,,5624991325,230,99.0,5624991299,102,5625369771,233,367,5624977939,56,Center,5624990075,82,,,,,,,,,,,49.9,,,
2796286565,367,10,1,23,22,8sy0cxovuxo76tuoas3uo55xj,1,13.1,47.8,2025-04-05T14:24:50.185Z,2025-04-05T14:59:59Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5625369787,233,207,5625369757,56,Back,5625369755,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796212473,208,1,1,23,23,ea3yd0dgq6uy6pupkpn17j5xg,1,84.5,56.6,2025-04-05T14:24:51.288Z,2025-04-05T14:58:12Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,1.0,,5624978861,140,76.5,5624978867,141,59.9,5624993165,210,15,5624978857,56,Center,5624978869,212,8.7,5624978871,213,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796212573,209,15,1,23,24,ea3yd0dgq6uy6pupkpn17j5xg,1,74.9,53.8,2025-04-05T14:24:53.017Z,2025-04-05T14:57:59Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5625359559,328,,5624992201,20,,5624993347,233,170,5624993217,29,,5624993221,133,,5624993235,147,50.5,5625359557,76,,5625360193,24,,5624979437,56,5624993229,102,52.7,5624979435,18,,5624993233,146,5624993231,103,4.4,5624993225,55,208,,,,,,,,,,,,Center,98.8,,,
2796212489,170,10,1,23,24,8sy0cxovuxo76tuoas3uo55xj,1,1.5,49.4,2025-04-05T14:24:53.117Z,2025-04-05T15:16:43Z,eomg9p2mo39ce40d1elkxerpx,J. Koski,,,5624978941,56,Back,5624993419,233,209,5624978939,182,,5624979205,179,,5624979203,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796212777,172,1,1,23,33,8sy0cxovuxo76tuoas3uo55xj,1,10.2,44.3,2025-04-05T14:25:01.429Z,2025-04-05T14:25:03Z,eomg9p2mo39ce40d1elkxerpx,J. Koski,,,5624980557,56,Back,5624980555,123,,5624980635,287,,5624980567,1,,5624980563,212,35.3,5624980561,141,8.8,5624980565,213,5.53,5624980559,140,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796212997,173,1,1,23,38,8sy0cxovuxo76tuoas3uo55xj,0,61.7,2.3,2025-04-05T14:25:07.022Z,2025-04-05T14:58:04Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5624981723,56,Center,5624981727,141,25.0,5624981725,140,73.3,5624981731,213,0.90,5624981729,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796213325,211,1,1,23,44,ea3yd0dgq6uy6pupkpn17j5xg,1,31.7,46.7,2025-04-05T14:25:12.833Z,2025-04-05T14:25:18Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5624983387,140,33.9,5624983391,212,21.1,5624983393,213,4.82,5624983389,141,15.9,5624983385,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796213559,212,1,1,23,50,ea3yd0dgq6uy6pupkpn17j5xg,1,41.7,12.3,2025-04-05T14:25:18.657Z,2025-04-05T14:25:23Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5624984619,213,2.76,5624984615,141,17.7,5624984613,140,32.9,5624984617,212,9.9,5624984611,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796213613,213,1,1,23,54,ea3yd0dgq6uy6pupkpn17j5xg,1,32.8,17.7,2025-04-05T14:25:22.976Z,2025-04-05T14:25:24Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5624984935,213,5.68,5624984919,56,Back,5624984927,141,3.7,5624984923,140,45.9,5624984931,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796213681,214,1,1,23,56,ea3yd0dgq6uy6pupkpn17j5xg,0,48.7,4.6,2025-04-05T14:25:24.624Z,2025-04-05T14:25:26Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5624985249,141,12.9,5624985251,212,14.9,5624985253,213,0.39,5624985247,140,61.8,5624985243,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796285205,361,8,1,23,58,8sy0cxovuxo76tuoas3uo55xj,1,40.1,87.1,2025-04-05T14:25:26.185Z,2025-04-05T14:58:30Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5625362877,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796285485,363,1,1,24,0,8sy0cxovuxo76tuoas3uo55xj,1,43.2,85.7,2025-04-05T14:25:28.185Z,2025-04-05T14:58:49Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5625364229,140,64.0,5625364227,56,Center,5625364235,213,6.02,5625364231,141,76.9,5625364233,212,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796285639,364,1,1,24,1,8sy0cxovuxo76tuoas3uo55xj,1,64.0,76.9,2025-04-05T14:25:29.185Z,2025-04-05T14:59:01Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,,5625365079,141,77.2,5625365077,140,92.5,5625365073,155,,5625365081,212,29.9,5625365083,213,0.01,5625365075,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796285727,365,3,1,24,3,8sy0cxovuxo76tuoas3uo55xj,0,92.2,77.4,2025-04-05T14:25:31.185Z,2025-04-05T14:59:12Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,,5625365643,233,215,5625365553,286,,5625365551,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796214085,215,7,1,24,3,ea3yd0dgq6uy6pupkpn17j5xg,1,7.8,22.6,2025-04-05T14:25:31.186Z,2025-04-05T14:59:09Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5624987549,285,,5625365605,233,365,5624987547,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796214119,216,12,1,24,9,ea3yd0dgq6uy6pupkpn17j5xg,1,2.3,4.4,2025-04-05T14:25:37.784Z,2025-04-05T14:59:41Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5624987765,56,Back,5624987775,212,2.1,5625368375,233,366,5625368373,397,,5624987771,140,3.7,5624987773,141,6.7,5624987777,213,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796286131,366,74,1,24,9,8sy0cxovuxo76tuoas3uo55xj,1,98.5,98.0,2025-04-05T14:25:37.785Z,2025-04-05T14:59:41Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,,5625367557,56,Left,5625368401,233,216,5625368143,285,,5625368329,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796214493,217,5,1,24,11,ea3yd0dgq6uy6pupkpn17j5xg,1,-0.6,11.4,2025-04-05T14:25:40.107Z,2025-04-05T14:42:56Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5625158845,233,269,5624990009,346,,5624990007,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796245751,269,5,1,24,11,8sy0cxovuxo76tuoas3uo55xj,0,100.6,88.6,2025-04-05T14:25:40.107Z,2025-04-05T14:42:57Z,7dvn6m2z49c2n1ev0o9rvk93o,L. Weckström,,,5625157867,56,Left,5625158929,233,217,5625157869,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796215303,218,1,1,24,43,ea3yd0dgq6uy6pupkpn17j5xg,0,5.0,37.0,2025-04-05T14:26:11.617Z,2025-04-05T14:26:15Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5624994451,141,6.1,5624994457,1,,5624994453,212,74.9,5624994669,189,,5624994455,213,6.00,5624994449,140,73.5,5624994447,56,Right,5624994445,124,,5624994459,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796287669,370,12,1,24,46,8sy0cxovuxo76tuoas3uo55xj,1,20.9,95.4,2025-04-05T14:26:14.185Z,2025-04-05T15:01:15Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5625375379,233,219,5625375361,140,23.9,5625375367,213,6.13,5625375363,141,94.7,5625375359,56,Back,5625375365,212,3.2,5625375377,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796215429,219,74,1,24,46,ea3yd0dgq6uy6pupkpn17j5xg,1,77.1,3.4,2025-04-05T14:26:14.186Z,2025-04-05T15:01:18Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5624995087,56,Right,5624995089,285,,5625375397,233,370,5624995153,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796287333,369,1,1,24,49,8sy0cxovuxo76tuoas3uo55xj,0,13.9,97.2,2025-04-05T14:26:17.185Z,2025-04-05T15:00:45Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5625373529,213,6.02,5625373519,157,,5625373523,140,33.6,5625373527,212,21.4,5625373521,56,Back,5625373525,141,89.0,5625373531,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796215539,176,1,1,24,50,8sy0cxovuxo76tuoas3uo55xj,0,10.0,95.4,2025-04-05T14:26:18.703Z,2025-04-05T14:26:19Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5624995719,212,23.8,5624995723,1,,5624995721,213,6.22,5624995715,140,32.6,5624995713,56,Back,5624995711,157,,5624995717,141,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796215683,221,1,1,24,52,ea3yd0dgq6uy6pupkpn17j5xg,1,66.5,11.7,2025-04-05T14:26:21.073Z,2025-04-05T14:26:22Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5624996453,213,1.24,5624996451,212,14.5,5624996449,141,31.9,5624996447,140,71.0,5624996445,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796215783,222,1,1,24,56,ea3yd0dgq6uy6pupkpn17j5xg,1,67.9,30.9,2025-04-05T14:26:24.193Z,2025-04-05T14:26:25Z,7glr1eur910fj5b5fg743job9,R. Karjalainen,,,5624996995,140,77.4,5624996997,141,37.7,5624996991,56,Center,5624996999,212,11.0,5624997001,213,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796215871,223,1,1,24,56,ea3yd0dgq6uy6pupkpn17j5xg,1,77.4,37.7,2025-04-05T14:26:25.137Z,2025-04-05T14:26:26Z,dytql3b2co1cst72z5qf879pl,J. Streng,,,5624997471,56,Center,5624997481,212,23.6,5624997483,213,1.94,5624997475,140,69.2,5624997479,141,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796216061,224,1,1,24,58,ea3yd0dgq6uy6pupkpn17j5xg,1,69.2,70.0,2025-04-05T14:26:26.545Z,2025-04-05T14:26:42Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,1.0,,5625000995,210,13,5624998345,140,70.1,5624998351,212,13.7,5624998353,213,4.78,5624998343,56,Center,5624998347,141,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796216081,225,13,1,25,1,ea3yd0dgq6uy6pupkpn17j5xg,1,70.1,49.9,2025-04-05T14:26:30.145Z,2025-04-05T14:26:42Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5624999465,20,,5625001101,230,99.4,5624998497,18,,5624998503,56,Center,5625001077,29,,5624998491,22,,5625001105,231,50.2,5625001075,87,,5625001087,102,5625001089,103,54.2,5625001093,215,,5625001079,55,,,,,,,,,,,,,,,,,,41.0,224,,,
2796216249,177,5,1,25,4,8sy0cxovuxo76tuoas3uo55xj,1,-1.0,58.8,2025-04-05T14:26:32.995Z,2025-04-05T14:42:57Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5624999405,346,,5624999541,233,226,5624999403,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796216237,226,5,1,25,4,ea3yd0dgq6uy6pupkpn17j5xg,0,101.0,41.2,2025-04-05T14:26:32.995Z,2025-04-05T14:26:38Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5624999603,233,177,5624999353,346,,5624999351,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796216881,178,1,1,25,22,8sy0cxovuxo76tuoas3uo55xj,1,4.4,53.1,2025-04-05T14:26:50.190Z,2025-04-05T14:26:52Z,eomg9p2mo39ce40d1elkxerpx,J. Koski,,,5625002929,141,23.9,5625002917,124,,5625002921,56,Back,5625002937,237,,5625002931,212,19.9,5625002933,213,4.78,5625002925,140,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796216979,179,1,1,25,23,8sy0cxovuxo76tuoas3uo55xj,1,6.2,22.5,2025-04-05T14:26:52.126Z,2025-04-05T14:26:54Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5625003465,56,Back,5625003477,213,1.79,5625003473,141,43.0,5625003469,140,3.2,5625003475,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796217045,180,1,1,25,26,8sy0cxovuxo76tuoas3uo55xj,1,3.6,44.9,2025-04-05T14:26:54.430Z,2025-04-05T14:26:56Z,eomg9p2mo39ce40d1elkxerpx,J. Koski,,,5625003855,213,0.26,5625003849,140,12.2,5625003851,141,48.4,5625003853,212,9.3,5625003847,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796217147,181,1,1,25,27,8sy0cxovuxo76tuoas3uo55xj,1,12.4,48.4,2025-04-05T14:26:55.998Z,2025-04-05T14:26:59Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5625004453,212,22.1,5625004451,141,16.5,5625004455,213,4.53,5625004449,140,8.6,5625004447,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
