id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value
2818217853,132,44,1,16,6,cy6zs39z79dcfbr4xzkp38z7q,1,7.4,53.8,2025-05-24T14:16:05.307Z,2025-05-24T15:32:36Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,5746348741,56,Back,5746348743,285,,5746348811,233,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818217811,204,44,1,16,6,2rdnn9p03qrmmv34tyx1nahpa,0,92.6,46.2,2025-05-24T14:16:05.308Z,2025-05-24T15:32:37Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,5746348851,233,132,5746348529,286,,5746348527,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818217857,133,12,1,16,6,cy6zs39z79dcfbr4xzkp38z7q,1,7.5,54.5,2025-05-24T14:16:05.609Z,2025-05-24T14:21:40Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,5746348759,212,6.9,5746348775,15,,5746348753,56,Back,5746348757,141,46.1,5746348755,140,11.2,5746348761,213,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818223557,200,44,1,16,8,cy6zs39z79dcfbr4xzkp38z7q,1,12.8,52.6,2025-05-24T14:16:07.314Z,2025-05-24T15:32:37Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,5746381331,233,205,5746381323,285,,5746381321,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818217861,205,44,1,16,8,2rdnn9p03qrmmv34tyx1nahpa,0,87.2,47.4,2025-05-24T14:16:07.315Z,2025-05-24T15:32:37Z,cayn625x26mewt9gp2xrmh4ut,F. Aspegren,,5746348787,56,Center,5746369757,286,,5746381339,233,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818217881,134,12,1,16,8,cy6zs39z79dcfbr4xzkp38z7q,1,11.9,46.9,2025-05-24T14:16:07.922Z,2025-05-24T14:16:09Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,5746348901,213,4.34,5746348897,141,36.1,5746348899,212,7.9,5746348893,56,Back,5746348909,15,,5746348895,140,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818217899,135,12,1,16,10,cy6zs39z79dcfbr4xzkp38z7q,1,9.2,36.1,2025-05-24T14:16:09.489Z,2025-05-24T14:16:11Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,5746349017,212,33.9,5746349013,140,30.1,5746349011,56,Back,5746349015,141,0.0,5746349019,213,5.42,5746349113,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818217907,136,5,1,16,11,cy6zs39z79dcfbr4xzkp38z7q,0,27.8,-1.8,2025-05-24T14:16:10.236Z,2025-05-24T14:16:14Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,5746349229,233,206,5746349055,347,,5746349051,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818217929,206,5,1,16,11,2rdnn9p03qrmmv34tyx1nahpa,1,72.2,101.8,2025-05-24T14:16:10.236Z,2025-05-24T14:28:36Z,cayn625x26mewt9gp2xrmh4ut,F. Aspegren,,5746349193,233,136,5746349175,56,Left,5746349177,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818217991,207,1,1,16,15,2rdnn9p03qrmmv34tyx1nahpa,1,75.8,100.0,2025-05-24T14:16:14.670Z,2025-05-24T14:16:15Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,5746349555,141,89.4,5746349553,140,74.9,5746349549,107,,5746349559,213,4.60,5746349551,56,Left,5746349557,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218005,208,1,1,16,16,2rdnn9p03qrmmv34tyx1nahpa,1,74.9,89.4,2025-05-24T14:16:15.811Z,2025-05-24T14:16:16Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,5746349633,56,Left,5746349637,141,96.8,5746349635,140,76.2,5746349639,212,5.2,5746349641,213,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218031,209,1,1,16,17,2rdnn9p03qrmmv34tyx1nahpa,1,76.2,96.8,2025-05-24T14:16:16.748Z,2025-05-24T14:16:18Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,5746349797,56,Left,5746349803,212,4.9,5746349799,140,73.9,5746349805,213,4.19,5746349801,141,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218049,210,1,1,16,19,2rdnn9p03qrmmv34tyx1nahpa,1,73.3,93.0,2025-05-24T14:16:18.123Z,2025-05-24T14:16:19Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,5746349937,56,Left,5746349941,141,97.2,5746349945,213,2.31,5746349943,212,3.9,5746349939,140,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218111,211,1,1,16,20,2rdnn9p03qrmmv34tyx1nahpa,1,67.7,97.2,2025-05-24T14:16:19.294Z,2025-05-24T14:16:22Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,5746350283,213,3.32,5746350277,140,52.2,5746350279,141,93.0,5746350281,212,16.5,5746350273,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218069,137,83,1,16,20,cy6zs39z79dcfbr4xzkp38z7q,0,32.6,7.6,2025-05-24T14:16:19.969Z,2025-05-24T14:16:26Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,5746350605,399,enc30jhvcxxy3c53muws4gbje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218157,212,1,1,16,23,2rdnn9p03qrmmv34tyx1nahpa,1,48.4,87.2,2025-05-24T14:16:22.450Z,2025-05-24T14:16:26Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,5746350571,213,4.32,5746350569,212,25.6,5746350565,140,39.1,5746350567,141,52.4,5746350563,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218255,213,1,1,16,28,2rdnn9p03qrmmv34tyx1nahpa,1,48.6,38.0,2025-05-24T14:16:27.215Z,2025-05-24T14:16:30Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,5746350997,140,54.7,5746351001,212,20.3,5746350995,56,Right,5746350999,141,9.7,5746351003,213,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218301,214,1,1,16,31,2rdnn9p03qrmmv34tyx1nahpa,1,53.1,10.4,2025-05-24T14:16:30.420Z,2025-05-24T14:16:32Z,afacx0e14xrz11u9dnbry92ei,K. Wallius,,5746351197,56,Back,5746351203,141,24.1,5746351207,213,2.25,5746351205,212,11.9,5746351199,140,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218343,215,1,1,16,33,2rdnn9p03qrmmv34tyx1nahpa,1,46.5,28.2,2025-05-24T14:16:32.438Z,2025-05-24T14:16:34Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,5746351451,140,58.1,5746351455,212,13.2,5746351449,56,Center,5746351453,141,35.7,5746351457,213,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218371,216,1,1,16,34,2rdnn9p03qrmmv34tyx1nahpa,1,58.2,35.8,2025-05-24T14:16:33.891Z,2025-05-24T14:23:38Z,cayn625x26mewt9gp2xrmh4ut,F. Aspegren,,5746351621,213,3.64,5746351619,212,14.5,5746351615,140,46.1,5746351613,56,Back,5746351617,141,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218421,217,1,1,16,37,2rdnn9p03qrmmv34tyx1nahpa,1,46.0,25.5,2025-05-24T14:16:36.953Z,2025-05-24T14:16:39Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,5746351965,213,5.89,5746351961,141,21.3,5746351951,56,Center,5746351955,140,52.5,5746351963,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218459,218,1,1,16,39,2rdnn9p03qrmmv34tyx1nahpa,1,54.4,22.2,2025-05-24T14:16:38.937Z,2025-05-24T14:16:42Z,cayn625x26mewt9gp2xrmh4ut,F. Aspegren,,5746352215,56,Back,5746352217,140,47.1,5746352221,212,13.0,5746352219,141,37.7,5746352223,213,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218511,219,1,1,16,43,2rdnn9p03qrmmv34tyx1nahpa,1,47.9,42.7,2025-05-24T14:16:42.327Z,2025-05-24T14:16:46Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,5746352517,140,68.1,5746352523,213,1.02,5746352525,1,,5746352513,155,,5746352515,56,Left,5746352519,141,93.8,5746352521,212,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218523,220,1,1,16,47,2rdnn9p03qrmmv34tyx1nahpa,1,68.1,93.8,2025-05-24T14:16:46.237Z,2025-05-24T14:16:47Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,5746352613,213,5.96,5746352607,140,82.7,5746352609,141,86.3,5746352611,212,16.2,5746352603,3,,5746352605,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218561,221,1,1,16,48,2rdnn9p03qrmmv34tyx1nahpa,1,87.2,86.6,2025-05-24T14:16:47.768Z,2025-05-24T14:16:50Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,5746352799,56,Left,5746352803,141,95.1,5746352807,213,2.01,5746352801,140,84.6,5746352805,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218629,222,1,1,16,51,2rdnn9p03qrmmv34tyx1nahpa,1,79.2,91.5,2025-05-24T14:16:50.205Z,2025-05-24T14:16:54Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,5746353175,212,9.1,5746353171,140,72.9,5746353177,213,3.89,5746353169,56,Left,5746353173,141,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218667,223,1,1,16,55,2rdnn9p03qrmmv34tyx1nahpa,1,73.8,77.9,2025-05-24T14:16:54.704Z,2025-05-24T14:16:57Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,5746353435,141,93.0,5746353427,56,Left,5746353431,140,78.9,5746353437,212,11.6,5746353441,213,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218679,224,1,1,16,58,2rdnn9p03qrmmv34tyx1nahpa,0,80.5,93.6,2025-05-24T14:16:57.857Z,2025-05-24T14:16:58Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,5746353489,140,82.5,5746353493,212,3.0,5746353487,56,Left,5746353495,213,5.50,5746353491,141,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218707,139,8,1,17,1,cy6zs39z79dcfbr4xzkp38z7q,1,10.8,9.2,2025-05-24T14:17:00.817Z,2025-05-24T14:17:00Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,5746353691,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218725,141,1,1,17,2,cy6zs39z79dcfbr4xzkp38z7q,1,10.8,9.2,2025-05-24T14:17:01.392Z,2025-05-24T14:17:02Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,5746353767,56,Back,5746353771,141,11.3,5746353775,213,0.52,5746353773,212,2.9,5746353769,140,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218767,142,1,1,17,3,cy6zs39z79dcfbr4xzkp38z7q,1,12.9,10.7,2025-05-24T14:17:02.449Z,2025-05-24T14:17:05Z,3tpjeq8mn2sy9v6a8hcesp9wq,T. Kaukua,,5746353999,140,19.3,5746354001,141,5.8,5746354003,212,7.5,5746354005,213,5.82,5746353997,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218789,143,1,1,17,6,cy6zs39z79dcfbr4xzkp38z7q,1,18.9,5.9,2025-05-24T14:17:05.137Z,2025-05-24T14:17:06Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,5746354143,213,2.31,5746354141,212,6.1,5746354137,141,12.5,5746354129,56,Back,5746354133,140,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218809,144,1,1,17,7,cy6zs39z79dcfbr4xzkp38z7q,1,15.0,12.5,2025-05-24T14:17:06.162Z,2025-05-24T14:17:07Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,5746354247,140,11.7,5746354251,212,5.1,5746354245,56,Back,5746354253,213,3.97,5746354249,141,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218839,145,1,1,17,8,cy6zs39z79dcfbr4xzkp38z7q,0,11.7,7.0,2025-05-24T14:17:07.425Z,2025-05-24T14:17:11Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,5746354473,1,,5746354445,157,,5746354449,140,45.8,5746354455,141,15.3,5746354447,56,Back,5746354467,213,0.16,5746354461,212,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218855,225,44,1,17,11,2rdnn9p03qrmmv34tyx1nahpa,1,53.8,85.4,2025-05-24T14:17:10.351Z,2025-05-24T15:32:37Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,5746354517,286,,5746354513,56,Left,5746354661,233,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218877,146,44,1,17,11,cy6zs39z79dcfbr4xzkp38z7q,0,46.2,14.6,2025-05-24T14:17:10.352Z,2025-05-24T15:32:37Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,5746354637,285,,5746354635,56,Back,5746354709,233,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218861,226,1,1,17,11,2rdnn9p03qrmmv34tyx1nahpa,0,53.1,86.5,2025-05-24T14:17:10.617Z,2025-05-24T14:17:11Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,5746354555,141,86.2,5746354551,56,Left,5746354549,3,,5746354553,140,55.2,5746354557,212,2.2,5746354559,213,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219235,149,61,1,17,12,cy6zs39z79dcfbr4xzkp38z7q,1,47.0,9.1,2025-05-24T14:17:11.904Z,2025-05-24T14:17:37Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,5746356709,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218943,147,1,1,17,15,cy6zs39z79dcfbr4xzkp38z7q,1,39.3,17.4,2025-05-24T14:17:14.993Z,2025-05-24T14:17:16Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,5746354987,141,10.9,5746354989,212,6.8,5746354985,140,44.2,5746354983,56,Back,5746354991,213,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218947,148,50,1,17,17,cy6zs39z79dcfbr4xzkp38z7q,1,46.0,12.5,2025-05-24T14:17:16.129Z,2025-05-24T14:28:45Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,5746355005,286,,5746355243,233,227,5746355003,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218971,227,7,1,17,17,2rdnn9p03qrmmv34tyx1nahpa,1,54.0,87.5,2025-05-24T14:17:16.130Z,2025-05-24T14:28:45Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,5746355171,56,Left,5746355173,285,,5746355233,233,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219021,229,1,1,17,20,2rdnn9p03qrmmv34tyx1nahpa,1,36.0,77.9,2025-05-24T14:17:19.135Z,2025-05-24T14:17:21Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,5746355435,212,21.2,5746355431,140,31.5,5746355437,213,4.49,5746355429,56,Back,5746355433,141,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219065,230,1,1,17,22,2rdnn9p03qrmmv34tyx1nahpa,1,31.3,45.5,2025-05-24T14:17:21.447Z,2025-05-24T14:17:24Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,5746355723,212,14.3,5746355719,141,48.7,5746355713,140,44.8,5746355729,213,0.15,5746355711,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219149,231,1,1,17,25,2rdnn9p03qrmmv34tyx1nahpa,1,45.9,41.9,2025-05-24T14:17:24.512Z,2025-05-24T14:17:31Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,5746356195,141,4.7,5746356191,56,Right,5746356197,212,31.0,5746356193,140,62.9,5746356199,213,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219199,232,1,1,17,31,2rdnn9p03qrmmv34tyx1nahpa,1,70.8,17.7,2025-05-24T14:17:30.873Z,2025-05-24T14:17:33Z,afacx0e14xrz11u9dnbry92ei,K. Wallius,,5746356465,213,5.16,5746356463,212,8.7,5746356459,140,74.4,5746356461,141,6.2,5746356457,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219255,233,1,1,17,34,2rdnn9p03qrmmv34tyx1nahpa,1,74.0,6.2,2025-05-24T14:17:33.420Z,2025-05-24T14:17:36Z,7wysiv77u3wt6pk31uzzl7dre,T. Hytönen,,5746356773,140,67.7,5746356781,212,11.0,5746356777,141,19.1,5746356771,56,Right,5746356783,213,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219295,234,1,1,17,37,2rdnn9p03qrmmv34tyx1nahpa,1,68.7,20.3,2025-05-24T14:17:36.750Z,2025-05-24T14:17:39Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,5746356987,213,5.46,5746356983,141,3.5,5746356985,212,15.5,5746356981,140,78.7,5746356979,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219371,235,1,1,17,40,2rdnn9p03qrmmv34tyx1nahpa,1,78.8,5.2,2025-05-24T14:17:39.752Z,2025-05-24T14:17:44Z,afacx0e14xrz11u9dnbry92ei,K. Wallius,,5746357389,212,11.0,5746357385,140,69.5,5746357391,213,2.65,5746357387,141,12.8,5746357383,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219399,236,1,1,17,44,2rdnn9p03qrmmv34tyx1nahpa,1,65.9,17.3,2025-05-24T14:17:44.020Z,2025-05-24T14:17:46Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,5746357545,212,19.1,5746357539,140,54.3,5746357543,141,38.9,5746357537,56,Center,5746357549,213,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219445,237,1,1,17,47,2rdnn9p03qrmmv34tyx1nahpa,1,54.2,39.2,2025-05-24T14:17:46.160Z,2025-05-24T14:17:49Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,5746357757,212,16.3,5746357761,213,1.32,5746357749,140,58.0,5746357753,141,62.4,5746357743,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219541,238,1,1,17,49,2rdnn9p03qrmmv34tyx1nahpa,1,61.4,69.7,2025-05-24T14:17:48.881Z,2025-05-24T14:17:54Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,5746358319,140,79.9,5746358323,212,26.1,5746358325,213,0.73,5746358321,141,95.3,5746358317,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219581,239,1,1,17,55,2rdnn9p03qrmmv34tyx1nahpa,1,72.0,93.2,2025-05-24T14:17:54.646Z,2025-05-24T14:17:57Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,5746358581,140,58.3,5746358585,212,28.9,5746358579,56,Center,5746358587,213,4.19,5746358583,141,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219619,240,1,1,17,58,2rdnn9p03qrmmv34tyx1nahpa,1,58.3,56.3,2025-05-24T14:17:57.146Z,2025-05-24T14:17:59Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,5746358829,140,63.0,5746358831,141,46.4,5746358827,56,Center,5746358833,212,8.3,5746358835,213,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219627,241,1,1,18,0,2rdnn9p03qrmmv34tyx1nahpa,1,63.2,41.0,2025-05-24T14:17:59.723Z,2025-05-24T14:18:00Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,5746358893,141,31.9,5746358897,213,5.92,5746358891,140,78.7,5746358895,212,17.4,5746358889,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219633,242,1,1,18,1,2rdnn9p03qrmmv34tyx1nahpa,0,78.1,31.9,2025-05-24T14:18:00.676Z,2025-05-24T14:18:01Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,5746358931,140,79.5,5746358935,212,6.6,5746358929,56,Center,5746358937,213,1.34,5746358933,141,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219661,150,1,1,18,2,cy6zs39z79dcfbr4xzkp38z7q,1,21.4,66.6,2025-05-24T14:18:01.521Z,2025-05-24T14:18:02Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,5746359073,141,62.6,5746359069,56,Back,5746359077,213,5.66,5746359075,212,4.7,5746359071,140,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219697,152,1,1,18,5,cy6zs39z79dcfbr4xzkp38z7q,1,25.6,60.9,2025-05-24T14:18:04.497Z,2025-05-24T14:18:05Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,5746359285,212,11.6,5746359277,140,24.5,5746359287,213,4.61,5746359281,141,43.9,5746359273,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219721,153,1,1,18,6,cy6zs39z79dcfbr4xzkp38z7q,1,24.5,43.9,2025-05-24T14:18:05.745Z,2025-05-24T14:18:08Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,5746359429,140,22.3,5746359431,141,27.4,5746359433,212,11.5,5746359435,213,4.51,5746359427,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219725,154,1,1,18,8,cy6zs39z79dcfbr4xzkp38z7q,0,24.9,17.6,2025-05-24T14:18:07.873Z,2025-05-24T14:18:08Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,5746359459,141,9.5,5746359457,140,28.9,5746359463,213,5.36,5746359461,212,6.9,5746359455,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219743,243,61,1,18,9,2rdnn9p03qrmmv34tyx1nahpa,1,60.7,93.8,2025-05-24T14:18:08.456Z,2025-05-24T14:19:28Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,5746359557,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219747,155,5,1,18,10,cy6zs39z79dcfbr4xzkp38z7q,1,30.6,-1.6,2025-05-24T14:18:09.377Z,2025-05-24T14:28:36Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,5746359573,347,,5746359571,56,Back,5746359747,233,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219767,244,5,1,18,10,2rdnn9p03qrmmv34tyx1nahpa,0,69.4,101.6,2025-05-24T14:18:09.377Z,2025-05-24T14:28:36Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,5746359767,233,155,5746359709,56,Left,5746359711,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220221,156,1,1,18,34,cy6zs39z79dcfbr4xzkp38z7q,1,38.9,0.0,2025-05-24T14:18:33.106Z,2025-05-24T14:18:37Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,5746362269,141,45.4,5746362273,213,1.67,5746362275,1,,5746362263,107,,5746362265,56,Back,5746362271,212,31.6,5746362267,140,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220279,157,1,1,18,38,cy6zs39z79dcfbr4xzkp38z7q,1,38.9,56.4,2025-05-24T14:18:37.648Z,2025-05-24T14:18:42Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,5746362619,141,91.5,5746362621,212,30.4,5746362615,56,Left,5746362623,213,0.90,5746362617,140,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220311,158,1,1,18,42,cy6zs39z79dcfbr4xzkp38z7q,1,57.2,78.2,2025-05-24T14:18:42.097Z,2025-05-24T14:18:44Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,5746362837,141,66.0,5746362841,213,3.71,5746362835,140,44.7,5746362833,56,Back,5746362839,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220383,159,1,1,18,45,cy6zs39z79dcfbr4xzkp38z7q,1,44.7,66.0,2025-05-24T14:18:44.481Z,2025-05-24T14:18:49Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,5746363233,141,55.5,5746363229,140,52.2,5746363237,212,10.6,5746363225,56,Center,5746363241,213,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220427,160,1,1,18,49,cy6zs39z79dcfbr4xzkp38z7q,1,46.1,46.0,2025-05-24T14:18:49.073Z,2025-05-24T14:18:51Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,5746363451,56,Back,5746363457,212,9.8,5746363455,141,34.8,5746363453,140,40.2,5746363459,213,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220455,161,1,1,18,52,cy6zs39z79dcfbr4xzkp38z7q,1,40.9,32.5,2025-05-24T14:18:51.424Z,2025-05-24T14:18:53Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,5746363573,141,65.7,5746363577,213,1.54,5746363569,56,Back,5746363575,212,22.6,5746363571,140,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220497,162,1,1,18,54,cy6zs39z79dcfbr4xzkp38z7q,1,41.5,65.7,2025-05-24T14:18:53.201Z,2025-05-24T14:18:56Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,5746363815,213,0.79,5746363811,141,78.5,5746363813,212,12.2,5746363809,140,49.7,5746363807,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
