id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2814153179,187,1,1,18,31,ea3yd0dgq6uy6pupkpn17j5xg,1,13.6,9.2,2025-05-12T16:20:12.694Z,2025-05-12T16:20:14Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5723764691,56,Back,5723764695,141,19.1,5723764697,212,15.3,5723764699,213,0.46,5723764693,140,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153191,188,1,1,18,32,ea3yd0dgq6uy6pupkpn17j5xg,1,25.6,17.7,2025-05-12T16:20:14.022Z,2025-05-12T16:20:16Z,oqudbhzm03z0sfh8tw4qoqhg,G. Oksanen,,,5723764745,141,24.4,5723764741,56,Back,5723764749,213,2.60,5723764743,140,18.4,5723764747,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153205,189,1,1,18,35,ea3yd0dgq6uy6pupkpn17j5xg,1,16.5,25.6,2025-05-12T16:20:16.086Z,2025-05-12T16:20:19Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5723764847,141,46.7,5723764849,212,19.3,5723764843,56,Back,5723764851,213,2.30,5723764845,140,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153221,190,1,1,18,37,ea3yd0dgq6uy6pupkpn17j5xg,1,4.9,47.2,2025-05-12T16:20:18.966Z,2025-05-12T16:20:22Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5723764933,141,69.1,5723764929,56,Back,5723764937,213,0.80,5723764935,212,20.8,5723764931,140,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153233,191,1,1,18,41,ea3yd0dgq6uy6pupkpn17j5xg,1,19.3,73.8,2025-05-12T16:20:22.454Z,2025-05-12T16:20:24Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5723765021,213,1.09,5723765015,140,26.7,5723765017,141,95.7,5723765019,212,16.8,5723765013,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153287,192,1,1,18,43,ea3yd0dgq6uy6pupkpn17j5xg,1,26.7,95.7,2025-05-12T16:20:24.423Z,2025-05-12T16:20:33Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5723765325,140,39.6,5723765329,212,14.6,5723765323,56,Back,5723765327,141,87.5,5723765331,213,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153303,193,1,1,18,52,ea3yd0dgq6uy6pupkpn17j5xg,1,69.1,89.0,2025-05-12T16:20:33.318Z,2025-05-12T16:20:37Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5723765469,141,96.0,5723765471,212,6.1,5723765473,213,0.90,5723765465,56,Left,5723765467,140,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153313,194,1,1,18,56,ea3yd0dgq6uy6pupkpn17j5xg,1,74.3,96.0,2025-05-12T16:20:37.351Z,2025-05-12T16:20:38Z,7glr1eur910fj5b5fg743job9,R. Karjalainen,,,5723765521,140,61.0,5723765525,212,14.0,5723765527,213,3.20,5723765519,56,Left,5723765523,141,94.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153323,195,1,1,18,57,ea3yd0dgq6uy6pupkpn17j5xg,1,58.6,93.0,2025-05-12T16:20:38.678Z,2025-05-12T16:20:40Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5723765575,56,Left,5723765577,140,70.2,5723765583,213,0.24,5723765579,141,97.4,5723765581,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153333,196,1,1,18,59,ea3yd0dgq6uy6pupkpn17j5xg,1,71.0,97.1,2025-05-12T16:20:40.166Z,2025-05-12T16:20:41Z,7glr1eur910fj5b5fg743job9,R. Karjalainen,,,5723765629,140,72.6,5723765633,212,7.2,5723765627,56,Left,5723765635,213,4.95,5723765631,141,86.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153343,197,1,1,19,0,ea3yd0dgq6uy6pupkpn17j5xg,1,72.6,86.8,2025-05-12T16:20:41.142Z,2025-05-12T16:20:43Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5723765683,212,13.3,5723765677,56,Left,5723765685,213,2.91,5723765679,140,60.3,5723765681,141,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153357,198,1,1,19,1,ea3yd0dgq6uy6pupkpn17j5xg,1,60.7,89.9,2025-05-12T16:20:43.063Z,2025-05-12T16:20:44Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5723765779,141,77.0,5723765781,212,9.6,5723765775,56,Center,5723765777,140,57.0,5723765783,213,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153387,199,1,1,19,3,ea3yd0dgq6uy6pupkpn17j5xg,1,57.0,76.6,2025-05-12T16:20:44.646Z,2025-05-12T16:20:49Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5723765981,141,27.0,5723765979,140,62.8,5723765985,213,4.89,5723765987,1,,5723765977,56,Center,5723765983,212,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153399,200,1,1,19,8,ea3yd0dgq6uy6pupkpn17j5xg,1,62.8,27.0,2025-05-12T16:20:49.367Z,2025-05-12T16:20:50Z,oqudbhzm03z0sfh8tw4qoqhg,G. Oksanen,,,5723766047,140,62.4,5723766051,212,12.4,5723766045,56,Center,5723766053,213,1.60,5723766049,141,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153405,201,1,1,19,9,ea3yd0dgq6uy6pupkpn17j5xg,0,62.7,44.5,2025-05-12T16:20:50.790Z,2025-05-12T16:20:51Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5723766079,141,48.7,5723766073,56,Center,5723766081,212,16.6,5723766083,213,0.17,5723766077,140,78.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153421,127,1,1,19,11,duspptyvnr5kpx2iko5gerhnz,0,19.6,49.4,2025-05-12T16:20:52.855Z,2025-05-12T16:20:53Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5723766143,212,20.1,5723766139,140,33.3,5723766145,213,0.77,5723766141,141,70.0,5723766137,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153455,203,1,1,19,15,ea3yd0dgq6uy6pupkpn17j5xg,0,68.4,27.1,2025-05-12T16:20:56.615Z,2025-05-12T16:20:57Z,oqudbhzm03z0sfh8tw4qoqhg,G. Oksanen,,,5723766285,141,46.3,5723766287,212,13.4,5723766281,56,Center,5723766289,213,1.34,5723766283,140,71.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153465,128,61,1,19,17,duspptyvnr5kpx2iko5gerhnz,1,24.4,43.7,2025-05-12T16:20:58.978Z,2025-05-12T16:20:59Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,,5723766327,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153489,129,4,1,19,19,duspptyvnr5kpx2iko5gerhnz,1,28.2,54.8,2025-05-12T16:21:00.518Z,2025-05-12T16:21:06Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5723766489,13,,5723766503,233,204,5723766497,285,,5723766495,265,,5723766491,56,Back,5723766493,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153477,204,4,1,19,19,ea3yd0dgq6uy6pupkpn17j5xg,0,71.8,45.2,2025-05-12T16:21:00.519Z,2025-05-12T18:09:14Z,oqudbhzm03z0sfh8tw4qoqhg,G. Oksanen,,,5723766443,152,,5723766509,233,129,5723766445,265,,5723766441,56,Center,5723766439,13,,5723766447,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153609,130,1,1,19,49,duspptyvnr5kpx2iko5gerhnz,1,28.0,55.7,2025-05-12T16:21:30.543Z,2025-05-12T16:21:31Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5723767181,56,Back,5723767179,152,,5723767185,141,52.5,5723767187,212,3.0,5723767177,5,,5723767189,213,3.94,5723767183,140,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153631,131,1,1,19,50,duspptyvnr5kpx2iko5gerhnz,1,26.0,52.5,2025-05-12T16:21:31.663Z,2025-05-12T16:21:34Z,45kijyqwuvgoc6hx51yueyeol,T. Marttinen,,,5723767281,56,Back,5723767287,212,4.5,5723767285,141,59.0,5723767283,140,25.5,5723767289,213,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153637,132,1,1,19,53,duspptyvnr5kpx2iko5gerhnz,1,26.5,62.4,2025-05-12T16:21:34.846Z,2025-05-12T16:21:37Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5723767343,212,19.3,5723767339,140,44.9,5723767345,213,6.27,5723767337,56,Back,5723767341,141,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153653,133,1,1,19,56,duspptyvnr5kpx2iko5gerhnz,1,40.8,61.8,2025-05-12T16:21:37.469Z,2025-05-12T16:21:41Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5723767413,1,,5723767407,141,75.3,5723767411,213,2.87,5723767405,140,9.4,5723767403,56,Back,5723767409,212,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153671,134,1,1,20,0,duspptyvnr5kpx2iko5gerhnz,1,9.4,75.3,2025-05-12T16:21:41.403Z,2025-05-12T16:21:45Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5723767531,140,7.4,5723767535,212,19.6,5723767529,56,Back,5723767537,213,4.60,5723767533,141,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153685,135,1,1,20,4,duspptyvnr5kpx2iko5gerhnz,0,10.8,40.9,2025-05-12T16:21:45.744Z,2025-05-12T16:21:47Z,45kijyqwuvgoc6hx51yueyeol,T. Marttinen,,,5723767589,56,Back,5723767597,213,6.20,5723767587,157,,5723767599,1,,5723767593,141,36.9,5723767595,212,34.4,5723767591,140,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153709,205,1,1,20,6,ea3yd0dgq6uy6pupkpn17j5xg,1,56.9,73.8,2025-05-12T16:21:47.911Z,2025-05-12T16:21:49Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5723767711,213,0.48,5723767707,141,86.3,5723767709,212,18.3,5723767703,56,Left,5723767701,3,,5723767705,140,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153741,207,1,1,20,12,ea3yd0dgq6uy6pupkpn17j5xg,0,83.4,93.5,2025-05-12T16:21:53.272Z,2025-05-12T16:21:54Z,7glr1eur910fj5b5fg743job9,R. Karjalainen,,,5723767869,1,,5723767863,141,52.5,5723767859,56,Center,5723767865,212,33.3,5723767867,213,5.29,5723767861,140,100.0,5723767855,2,,5723767857,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153829,136,5,1,20,13,duspptyvnr5kpx2iko5gerhnz,1,-0.9,45.2,2025-05-12T16:21:54.246Z,2025-05-12T18:09:28Z,45kijyqwuvgoc6hx51yueyeol,T. Marttinen,,,5723768379,56,Back,5723768709,233,208,5723768381,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153879,208,5,1,20,13,ea3yd0dgq6uy6pupkpn17j5xg,0,100.9,54.8,2025-05-12T16:21:54.246Z,2025-05-12T18:09:29Z,7glr1eur910fj5b5fg743job9,R. Karjalainen,,,5723768725,233,136,5723768637,346,,5723768635,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153855,137,1,1,20,33,duspptyvnr5kpx2iko5gerhnz,1,3.6,60.9,2025-05-12T16:22:14.170Z,2025-05-12T16:22:18Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5723768507,213,4.77,5723768505,212,9.9,5723768499,56,Back,5723768501,140,4.1,5723768503,141,46.4,5723768497,124,,5723768511,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153877,138,1,1,20,36,duspptyvnr5kpx2iko5gerhnz,0,9.1,44.9,2025-05-12T16:22:17.940Z,2025-05-12T16:22:22Z,45kijyqwuvgoc6hx51yueyeol,T. Marttinen,,,5723768623,213,0.00,5723768613,157,,5723768619,141,44.9,5723768625,1,,5723768617,140,60.2,5723768615,56,Center,5723768621,212,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153885,209,44,1,20,40,ea3yd0dgq6uy6pupkpn17j5xg,1,39.6,60.4,2025-05-12T16:22:21.109Z,2025-05-12T18:10:17Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5723768661,285,,5723768721,233,139,5723768659,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153889,139,44,1,20,40,duspptyvnr5kpx2iko5gerhnz,0,60.4,39.6,2025-05-12T16:22:21.110Z,2025-05-12T18:10:17Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5723768683,56,Center,5723768729,233,209,5723768685,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153901,210,1,1,20,40,ea3yd0dgq6uy6pupkpn17j5xg,1,40.7,66.3,2025-05-12T16:22:21.575Z,2025-05-12T16:22:23Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5723768765,141,59.4,5723768761,56,Center,5723768769,213,5.93,5723768763,140,52.7,5723768767,212,13.4,5723768759,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153965,212,1,1,20,42,ea3yd0dgq6uy6pupkpn17j5xg,1,49.5,57.9,2025-05-12T16:22:23.750Z,2025-05-12T16:22:32Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5723769131,1,,5723769127,212,36.0,5723769123,140,15.4,5723769129,213,3.25,5723769121,56,Back,5723769125,141,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814153983,213,1,1,20,51,ea3yd0dgq6uy6pupkpn17j5xg,1,15.5,54.5,2025-05-12T16:22:32.678Z,2025-05-12T16:22:34Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5723769269,141,32.7,5723769271,212,14.9,5723769265,56,Back,5723769267,140,14.0,5723769273,213,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814154019,214,1,1,20,53,ea3yd0dgq6uy6pupkpn17j5xg,1,15.5,34.0,2025-05-12T16:22:34.279Z,2025-05-12T16:22:40Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5723769461,141,14.9,5723769457,56,Back,5723769465,212,17.0,5723769467,213,5.42,5723769459,140,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814154037,215,1,1,20,58,ea3yd0dgq6uy6pupkpn17j5xg,1,25.6,13.1,2025-05-12T16:22:39.991Z,2025-05-12T16:22:42Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5723769575,213,2.89,5723769571,141,19.5,5723769569,140,9.4,5723769573,212,17.6,5723769567,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814154061,216,1,1,21,1,ea3yd0dgq6uy6pupkpn17j5xg,1,9.5,20.6,2025-05-12T16:22:42.486Z,2025-05-12T16:22:45Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5723769695,140,9.1,5723769699,212,22.5,5723769693,56,Back,5723769701,213,1.59,5723769697,141,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814154081,217,1,1,21,4,ea3yd0dgq6uy6pupkpn17j5xg,1,9.1,53.7,2025-05-12T16:22:45.591Z,2025-05-12T16:22:48Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5723769829,213,1.24,5723769823,140,13.4,5723769821,56,Back,5723769825,141,73.2,5723769827,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814154093,218,1,1,21,7,ea3yd0dgq6uy6pupkpn17j5xg,1,13.1,69.9,2025-05-12T16:22:48.551Z,2025-05-12T16:22:50Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5723769893,141,32.4,5723769895,212,27.3,5723769897,213,5.07,5723769889,56,Back,5723769891,140,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814154113,219,1,1,21,9,ea3yd0dgq6uy6pupkpn17j5xg,1,22.3,32.4,2025-05-12T16:22:50.647Z,2025-05-12T16:22:53Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5723770001,56,Back,5723770007,212,18.4,5723770005,141,21.2,5723770003,140,38.3,5723770009,213,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814154141,220,1,1,21,12,ea3yd0dgq6uy6pupkpn17j5xg,1,39.1,25.0,2025-05-12T16:22:53.367Z,2025-05-12T16:22:57Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5723770177,212,14.8,5723770179,213,1.92,5723770173,140,34.3,5723770171,56,Back,5723770175,141,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814154153,221,1,1,21,16,ea3yd0dgq6uy6pupkpn17j5xg,0,40.4,29.1,2025-05-12T16:22:57.495Z,2025-05-12T16:22:58Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5723770243,212,19.2,5723770239,140,57.9,5723770245,213,5.99,5723770241,141,21.0,5723770237,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814154177,141,1,1,21,19,duspptyvnr5kpx2iko5gerhnz,1,40.5,77.5,2025-05-12T16:23:00.199Z,2025-05-12T16:23:02Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5723770363,213,2.91,5723770359,141,83.2,5723770361,212,17.0,5723770355,56,Back,5723770357,140,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814154191,142,1,1,21,21,duspptyvnr5kpx2iko5gerhnz,1,21.8,83.8,2025-05-12T16:23:02.201Z,2025-05-12T16:23:05Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,5723770445,56,Back,5723770453,212,26.0,5723770449,141,49.1,5723770457,213,5.15,5723770447,140,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814154205,143,1,1,21,24,duspptyvnr5kpx2iko5gerhnz,1,33.6,48.8,2025-05-12T16:23:05.641Z,2025-05-12T16:23:07Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,,5723770525,141,20.9,5723770527,212,19.0,5723770521,56,Back,5723770529,213,4.75,5723770523,140,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814154217,144,1,1,21,26,duspptyvnr5kpx2iko5gerhnz,1,36.5,20.9,2025-05-12T16:23:07.757Z,2025-05-12T16:23:08Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5723770585,140,45.1,5723770583,56,Back,5723770589,212,9.0,5723770587,141,21.6,5723770591,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814154223,145,1,1,21,27,duspptyvnr5kpx2iko5gerhnz,1,45.1,21.6,2025-05-12T16:23:08.758Z,2025-05-12T16:23:10Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5723770627,140,31.1,5723770633,213,3.25,5723770631,212,14.8,5723770665,156,,5723770625,56,Back,5723770629,141,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814154239,146,1,1,21,29,duspptyvnr5kpx2iko5gerhnz,1,30.6,20.0,2025-05-12T16:23:10.709Z,2025-05-12T16:23:13Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5723770739,213,1.97,5723770733,140,27.2,5723770731,56,Back,5723770735,141,32.5,5723770737,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814154257,147,1,1,21,32,duspptyvnr5kpx2iko5gerhnz,1,27.1,32.8,2025-05-12T16:23:13.327Z,2025-05-12T16:23:17Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5723770835,140,14.0,5723770841,213,2.62,5723770837,141,44.5,5723770839,212,15.9,5723770833,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814154277,148,1,1,21,36,duspptyvnr5kpx2iko5gerhnz,1,14.6,47.9,2025-05-12T16:23:17.300Z,2025-05-12T16:23:22Z,45kijyqwuvgoc6hx51yueyeol,T. Marttinen,,,5723770969,140,25.4,5723770973,141,86.0,5723770979,213,1.16,5723770965,56,Back,5723770977,212,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814154287,149,1,1,21,41,duspptyvnr5kpx2iko5gerhnz,1,19.4,85.9,2025-05-12T16:23:22.155Z,2025-05-12T16:23:25Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5723771049,56,Back,5723771053,141,85.9,5723771055,212,9.2,5723771051,140,10.6,5723771057,213,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814154291,150,1,1,21,44,duspptyvnr5kpx2iko5gerhnz,0,10.2,86.0,2025-05-12T16:23:25.592Z,2025-05-12T16:23:26Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5723771079,56,Back,5723771081,140,24.9,5723771087,213,6.24,5723771085,212,15.4,5723771083,141,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814154295,222,8,1,21,46,ea3yd0dgq6uy6pupkpn17j5xg,1,68.7,15.6,2025-05-12T16:23:27.192Z,2025-05-12T16:27:44Z,oqudbhzm03z0sfh8tw4qoqhg,G. Oksanen,,,5723771103,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814154321,224,1,1,21,50,ea3yd0dgq6uy6pupkpn17j5xg,1,93.7,24.0,2025-05-12T16:23:31.479Z,2025-05-12T16:23:32Z,1coz8r44qcr2aau1u09888i6s,M. Bojang,,,5723771259,212,9.0,5723771253,56,Center,5723771255,140,87.8,5723771261,213,2.33,5723771257,141,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814154323,225,61,1,21,51,ea3yd0dgq6uy6pupkpn17j5xg,0,87.2,43.0,2025-05-12T16:23:32.497Z,2025-05-12T16:59:01Z,7glr1eur910fj5b5fg743job9,R. Karjalainen,,,5723771265,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814154327,151,43,1,21,51,duspptyvnr5kpx2iko5gerhnz,1,0.0,0.0,2025-05-12T16:23:32.498Z,2025-05-12T16:59:21Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,,5723771283,285,0,5723843571,144,7,5723771281,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814154333,152,12,1,21,52,duspptyvnr5kpx2iko5gerhnz,1,7.7,51.0,2025-05-12T16:23:34.017Z,2025-05-12T16:59:41Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5723771325,212,2.4,5723771321,140,9.8,5723771323,141,52.4,5723843833,397,,5723771327,213,0.41,5723843835,233,426,5723771319,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814166811,426,74,1,21,52,ea3yd0dgq6uy6pupkpn17j5xg,1,92.5,50.1,2025-05-12T16:23:34.018Z,2025-05-12T16:59:38Z,7glr1eur910fj5b5fg743job9,R. Karjalainen,,,5723843771,285,,5723843769,56,Center,5723843829,397,,5723843845,233,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814154421,226,2,1,22,0,ea3yd0dgq6uy6pupkpn17j5xg,1,87.0,44.3,2025-05-12T16:23:41.415Z,2025-05-12T16:59:51Z,7glr1eur910fj5b5fg743job9,R. Karjalainen,,,5723771771,56,Center,5723771769,7,1coz8r44qcr2aau1u09888i6s,5723771717,140,96.7,5723771719,141,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814154553,154,1,1,22,30,duspptyvnr5kpx2iko5gerhnz,0,10.9,65.2,2025-05-12T16:24:11.988Z,2025-05-12T16:24:12Z,45kijyqwuvgoc6hx51yueyeol,T. Marttinen,,,5723772603,1,,5723772597,141,83.2,5723772589,157,,5723772601,213,0.36,5723772595,140,42.3,5723772591,241,,5723772587,5,,5723772599,212,35.2,5723772593,56,,,,Back,,,,,,,,,,,,,,,,,,,,,,,,,,
2814154583,228,1,1,22,33,ea3yd0dgq6uy6pupkpn17j5xg,1,56.0,14.7,2025-05-12T16:24:14.887Z,2025-05-12T16:24:17Z,7glr1eur910fj5b5fg743job9,R. Karjalainen,,,5723772757,141,25.8,5723772761,213,1.02,5723772755,140,60.4,5723772753,56,Center,5723772759,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814154581,155,83,1,22,35,duspptyvnr5kpx2iko5gerhnz,0,27.0,74.1,2025-05-12T16:24:16.409Z,2025-05-12T16:24:19Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5723772889,399,ayl3txfejfa46xvwnzzd76vze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
