id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/14/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2805149879,218,6,1,16,56,1c7dv8ays675v9kp6a04sd8pq,1,98.6,83.8,2025-04-23T15:16:28.723Z,2025-04-23T15:16:32Z,6r9gyu0ks64c9z4kfsfjj105w,R. Tikkanen,,,5674155647,233,141,5674155633,73,,5674155631,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150001,219,1,1,17,24,1c7dv8ays675v9kp6a04sd8pq,0,99.5,99.5,2025-04-23T15:16:57.574Z,2025-04-23T15:17:03Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5674156369,212,34.3,5674156359,155,,5674156421,233,142,5674156357,6,,5674156365,140,97.3,5674156361,223,,5674156371,213,4.65,5674156355,2,,5674156373,1,,5674156363,56,Center,5674156367,141,49.1,,,,,,,,,,,,,,,,,,,,,,,,
2805150005,142,41,1,17,29,3ptum5fjcgw51mqui0gu6uuf4,1,4.7,48.2,2025-04-23T15:17:01.907Z,2025-04-23T15:17:03Z,cikb5rw9wtq5th334wj89dhey,M. Riikonen,,,5674156437,233,219,5674156397,141,56.3,5674156401,213,0.38,5674156395,140,18.0,5674156399,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150011,143,43,1,17,30,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-04-23T15:17:02.931Z,2025-04-23T15:18:28Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5674156441,56,Back,5674156449,213,0.74,5674156447,212,17.1,5674156445,141,69.9,5674156443,140,24.6,5674159019,144,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150049,144,83,1,17,35,3ptum5fjcgw51mqui0gu6uuf4,0,11.7,89.3,2025-04-23T15:17:08.690Z,2025-04-23T16:04:25Z,46ums24te70jl5qclztg8xhwp,C. David,,,5674229793,399,289f8ysumkm0ilmx2z472cei2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150041,220,61,1,17,36,1c7dv8ays675v9kp6a04sd8pq,0,90.2,17.0,2025-04-23T15:17:09.677Z,2025-04-23T16:04:20Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5674156663,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150067,146,1,1,17,41,3ptum5fjcgw51mqui0gu6uuf4,1,14.3,89.0,2025-04-23T15:17:14.130Z,2025-04-23T15:17:17Z,46ums24te70jl5qclztg8xhwp,C. David,,,5674156805,213,0.12,5674156799,140,22.6,5674156803,212,8.8,5674156797,56,Back,5674156801,141,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150069,147,4,1,17,44,3ptum5fjcgw51mqui0gu6uuf4,1,26.7,91.3,2025-04-23T15:17:16.787Z,2025-04-23T16:04:37Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5674156847,13,,5674156855,285,,5674156853,152,,5674157959,233,221,5674156851,56,Back,5674156849,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150169,221,4,1,17,44,1c7dv8ays675v9kp6a04sd8pq,0,73.3,8.7,2025-04-23T15:17:16.788Z,2025-04-23T15:20:43Z,c11fpnugs2ihyqk07ohha54np,J. Voutilainen,,,5674163141,294,,5674157499,152,,5674157495,13,,5674157985,233,147,5674157497,56,Right,5674157503,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150189,148,1,1,18,8,3ptum5fjcgw51mqui0gu6uuf4,1,24.9,87.2,2025-04-23T15:17:41.347Z,2025-04-23T15:19:24Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5674160463,189,,5674157617,141,60.8,5674157621,213,3.93,5674157613,56,Back,5674157611,152,,5674157609,5,,5674157615,140,7.8,5674157619,212,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150195,149,1,1,18,9,3ptum5fjcgw51mqui0gu6uuf4,1,5.8,55.2,2025-04-23T15:17:42.066Z,2025-04-23T15:20:09Z,cikb5rw9wtq5th334wj89dhey,M. Riikonen,,,5674157667,213,4.99,5674157663,141,33.1,5674157665,212,15.6,5674160495,189,,5674157659,56,Back,5674157661,140,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150199,150,1,1,18,10,3ptum5fjcgw51mqui0gu6uuf4,1,9.9,33.1,2025-04-23T15:17:43.459Z,2025-04-23T15:20:36Z,b7594v117himyndjrpkval8us,E. Okereke,,,5674157695,213,6.02,5674157693,212,14.9,5674157687,56,Back,5674157691,141,27.4,5674157689,140,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805151073,173,61,1,18,11,3ptum5fjcgw51mqui0gu6uuf4,0,37.7,26.1,2025-04-23T15:17:44.524Z,2025-04-23T15:20:32Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5674162823,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150209,223,1,1,18,13,1c7dv8ays675v9kp6a04sd8pq,0,91.0,81.5,2025-04-23T15:17:46.678Z,2025-04-23T15:17:48Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5674157741,2,,5674157755,1,,5674157747,140,100.0,5674157743,155,,5674157749,141,35.5,5674157751,212,33.1,5674157753,213,5.04,5674157745,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150215,151,5,1,18,15,3ptum5fjcgw51mqui0gu6uuf4,1,-1.0,68.5,2025-04-23T15:17:48.304Z,2025-04-23T17:42:26Z,b7594v117himyndjrpkval8us,E. Okereke,,,5674157937,233,224,5674157785,56,Back,5674157787,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150241,224,5,1,18,15,1c7dv8ays675v9kp6a04sd8pq,0,101.0,31.5,2025-04-23T15:17:48.304Z,2025-04-23T17:42:27Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5674157935,346,,5674157933,56,Center,5674157945,233,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150309,152,1,1,18,28,3ptum5fjcgw51mqui0gu6uuf4,1,4.1,61.2,2025-04-23T15:18:01.394Z,2025-04-23T15:18:04Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5674158331,213,4.67,5674158325,140,3.7,5674158329,212,9.5,5674158327,141,47.3,5674158323,56,Back,5674158321,124,,5674158335,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150333,153,1,1,18,36,3ptum5fjcgw51mqui0gu6uuf4,1,9.5,48.8,2025-04-23T15:18:08.915Z,2025-04-23T15:18:10Z,cikb5rw9wtq5th334wj89dhey,M. Riikonen,,,5674158469,213,1.38,5674158461,56,Back,5674158467,212,6.0,5674158465,141,57.5,5674158463,140,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150347,154,1,1,18,37,3ptum5fjcgw51mqui0gu6uuf4,1,11.6,61.2,2025-04-23T15:18:10.643Z,2025-04-23T15:18:13Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5674158555,213,1.48,5674158547,56,Back,5674158549,140,12.9,5674158551,141,83.2,5674158553,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150353,155,1,1,18,40,3ptum5fjcgw51mqui0gu6uuf4,1,12.8,83.3,2025-04-23T15:18:13.075Z,2025-04-23T15:18:15Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5674158591,213,4.43,5674158577,56,Back,5674158587,212,13.7,5674158583,141,63.9,5674158579,140,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150365,156,1,1,18,42,3ptum5fjcgw51mqui0gu6uuf4,1,9.9,70.5,2025-04-23T15:18:15.091Z,2025-04-23T15:18:16Z,cikb5rw9wtq5th334wj89dhey,M. Riikonen,,,5674158663,212,11.8,5674158659,140,7.6,5674158661,141,87.5,5674158665,213,1.78,5674158657,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150367,157,1,1,18,43,3ptum5fjcgw51mqui0gu6uuf4,0,6.6,91.4,2025-04-23T15:18:16.675Z,2025-04-23T15:18:18Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5674158677,213,0.03,5674158673,141,91.5,5674158717,233,225,5674158721,286,,5674158671,140,8.7,5674158675,212,2.2,5674158715,236,,5674158669,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150377,225,74,1,18,43,1c7dv8ays675v9kp6a04sd8pq,1,95.6,20.4,2025-04-23T15:18:16.676Z,2025-04-23T17:44:00Z,2yyodldan4gscxb0jjrpkygyy,J. Luyeye-Lutumba,,,5674158723,233,157,5674158711,56,Right,5674158713,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150375,158,5,1,18,45,3ptum5fjcgw51mqui0gu6uuf4,1,-1.4,85.4,2025-04-23T15:18:17.925Z,2025-04-23T17:42:27Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5674158707,346,,5674158705,56,Back,5674158735,233,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150379,226,5,1,18,45,1c7dv8ays675v9kp6a04sd8pq,0,101.4,14.6,2025-04-23T15:18:17.925Z,2025-04-23T17:42:27Z,2yyodldan4gscxb0jjrpkygyy,J. Luyeye-Lutumba,,,5674158727,56,Right,5674158767,233,158,5674158729,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150483,159,1,1,19,8,3ptum5fjcgw51mqui0gu6uuf4,1,4.4,46.0,2025-04-23T15:18:41.139Z,2025-04-23T16:05:17Z,cikb5rw9wtq5th334wj89dhey,M. Riikonen,,,5674159299,141,34.4,5674159295,56,Back,5674159301,212,9.4,5674159303,213,5.29,5674159307,237,,5674159297,140,9.3,5674159293,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150497,160,1,1,19,9,3ptum5fjcgw51mqui0gu6uuf4,1,12.1,31.9,2025-04-23T15:18:42.548Z,2025-04-23T15:18:45Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5674159419,212,33.0,5674159415,140,37.5,5674159423,1,,5674159411,155,,5674159417,141,3.4,5674159413,56,Back,5674159421,213,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150513,161,1,1,19,12,3ptum5fjcgw51mqui0gu6uuf4,1,35.7,2.2,2025-04-23T15:18:45.651Z,2025-04-23T15:18:48Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5674159507,140,34.6,5674159505,56,Back,5674159513,213,1.82,5674159511,212,4.6,5674159509,141,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150517,162,1,1,19,15,3ptum5fjcgw51mqui0gu6uuf4,0,40.2,8.6,2025-04-23T15:18:48.451Z,2025-04-23T16:05:53Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,,5674159543,1,,5674159533,56,Center,5674159537,141,44.8,5674159535,140,62.6,5674159539,212,34.0,5674159541,213,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150545,229,1,1,19,18,1c7dv8ays675v9kp6a04sd8pq,1,41.4,39.2,2025-04-23T15:18:51.078Z,2025-04-23T15:18:54Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5674159691,141,63.4,5674159693,212,19.8,5674159687,56,Back,5674159689,140,30.9,5674159695,213,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150559,230,1,1,19,22,1c7dv8ays675v9kp6a04sd8pq,1,33.9,57.5,2025-04-23T15:18:54.856Z,2025-04-23T15:18:58Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5674159783,140,24.8,5674159793,213,4.26,5674159781,56,Back,5674159785,141,28.9,5674159789,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150571,231,1,1,19,25,1c7dv8ays675v9kp6a04sd8pq,1,26.5,35.5,2025-04-23T15:18:58.159Z,2025-04-23T15:19:01Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5674159877,213,1.02,5674159873,141,64.6,5674159875,212,23.2,5674159869,56,Back,5674159871,140,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150583,232,1,1,19,28,1c7dv8ays675v9kp6a04sd8pq,1,39.9,65.8,2025-04-23T15:19:01.014Z,2025-04-23T15:19:02Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5674159915,141,72.0,5674159913,140,62.4,5674159921,213,0.18,5674159917,212,24.0,5674159911,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150595,233,1,1,19,29,1c7dv8ays675v9kp6a04sd8pq,1,62.4,72.0,2025-04-23T15:19:02.390Z,2025-04-23T15:19:04Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5674159975,56,Center,5674159979,141,68.2,5674159981,212,11.9,5674159977,140,51.3,5674159983,213,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150621,234,1,1,19,31,1c7dv8ays675v9kp6a04sd8pq,1,54.0,68.8,2025-04-23T15:19:03.910Z,2025-04-23T15:19:07Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5674160135,141,8.6,5674160127,155,,5674160139,213,4.99,5674160137,212,42.5,5674160133,140,65.0,5674160129,196,,5674160141,1,,5674160131,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150633,235,1,1,19,34,1c7dv8ays675v9kp6a04sd8pq,1,65.6,8.5,2025-04-23T15:19:07.685Z,2025-04-23T15:19:10Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5674160221,213,2.19,5674160217,141,23.1,5674160215,140,58.8,5674160213,56,Center,5674160219,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150641,236,1,1,19,37,1c7dv8ays675v9kp6a04sd8pq,1,59.1,21.0,2025-04-23T15:19:09.926Z,2025-04-23T15:19:11Z,c11fpnugs2ihyqk07ohha54np,J. Voutilainen,,,5674160277,212,7.8,5674160273,140,51.9,5674160271,56,Right,5674160275,141,18.3,5674160279,213,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150659,237,1,1,19,39,1c7dv8ays675v9kp6a04sd8pq,1,45.6,19.4,2025-04-23T15:19:11.734Z,2025-04-23T15:19:14Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5674160385,56,Back,5674160389,141,45.2,5674160387,140,29.6,5674160393,213,2.33,5674160391,212,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150695,238,1,1,19,41,1c7dv8ays675v9kp6a04sd8pq,1,30.3,45.7,2025-04-23T15:19:14.486Z,2025-04-23T15:19:24Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5674160583,140,47.0,5674160587,212,18.9,5674160581,56,Back,5674160585,141,56.1,5674160589,213,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150701,239,1,1,19,51,1c7dv8ays675v9kp6a04sd8pq,1,66.0,60.2,2025-04-23T15:19:23.943Z,2025-04-23T15:19:25Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5674160615,141,40.3,5674160619,213,4.88,5674160617,212,13.7,5674160613,140,68.2,5674160611,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150709,240,1,1,19,53,1c7dv8ays675v9kp6a04sd8pq,1,67.4,43.9,2025-04-23T15:19:25.829Z,2025-04-23T16:06:15Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5674160659,140,62.5,5674160661,141,66.3,5674160663,212,16.1,5674160665,213,1.90,5674160657,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150729,241,1,1,19,55,1c7dv8ays675v9kp6a04sd8pq,1,62.5,66.3,2025-04-23T15:19:28.078Z,2025-04-23T15:19:30Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5674160759,56,Left,5674160761,140,75.1,5674160763,141,90.6,5674160767,213,0.90,5674160765,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150747,242,1,1,19,57,1c7dv8ays675v9kp6a04sd8pq,1,72.8,91.5,2025-04-23T15:19:30.374Z,2025-04-23T15:19:34Z,6r9gyu0ks64c9z4kfsfjj105w,R. Tikkanen,,,5674160877,213,4.31,5674160873,141,58.8,5674160875,212,24.2,5674160869,56,Center,5674160871,140,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150755,243,1,1,20,1,1c7dv8ays675v9kp6a04sd8pq,0,69.1,55.8,2025-04-23T15:19:34.480Z,2025-04-23T15:19:35Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5674160909,155,,5674160911,56,Center,5674160917,212,23.4,5674160913,140,88.1,5674160919,213,5.74,5674160915,141,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150761,163,12,1,20,4,3ptum5fjcgw51mqui0gu6uuf4,1,14.7,58.1,2025-04-23T15:19:37.379Z,2025-04-23T16:06:41Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5674160981,141,66.7,5674160977,56,Back,5674160983,212,21.9,5674161013,15,,5674160985,213,0.27,5674160979,140,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150767,244,1,1,20,6,1c7dv8ays675v9kp6a04sd8pq,1,67.0,42.7,2025-04-23T15:19:38.801Z,2025-04-23T15:19:40Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5674161049,140,62.0,5674161051,141,27.9,5674161053,212,11.4,5674161055,213,4.23,5674161047,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150769,245,1,1,20,8,1c7dv8ays675v9kp6a04sd8pq,1,64.8,27.3,2025-04-23T15:19:40.709Z,2025-04-23T15:19:41Z,2yyodldan4gscxb0jjrpkygyy,J. Luyeye-Lutumba,,,5674161081,56,Center,5674161083,140,53.9,5674161087,212,12.4,5674161089,213,2.75,5674161085,141,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150799,246,1,1,20,8,1c7dv8ays675v9kp6a04sd8pq,1,53.9,34.2,2025-04-23T15:19:41.669Z,2025-04-23T15:19:45Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5674161225,212,35.3,5674161227,213,1.27,5674161223,141,83.8,5674161219,56,Left,5674161221,140,63.8,5674161229,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150831,247,1,1,20,12,1c7dv8ays675v9kp6a04sd8pq,1,65.6,84.7,2025-04-23T15:19:45.142Z,2025-04-23T15:19:48Z,6r9gyu0ks64c9z4kfsfjj105w,R. Tikkanen,,,5674161341,56,Center,5674161349,213,4.65,5674161351,1,,5674161347,212,34.3,5674161343,140,63.6,5674161345,141,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150837,248,1,1,20,15,1c7dv8ays675v9kp6a04sd8pq,1,63.6,34.3,2025-04-23T15:19:48.086Z,2025-04-23T15:19:49Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5674161399,141,33.1,5674161395,56,Center,5674161401,212,14.1,5674161403,213,6.23,5674161397,140,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150847,249,1,1,20,16,1c7dv8ays675v9kp6a04sd8pq,1,77.0,33.1,2025-04-23T15:19:49.685Z,2025-04-23T15:19:51Z,2yyodldan4gscxb0jjrpkygyy,J. Luyeye-Lutumba,,,5674161491,56,Center,5674161499,213,0.08,5674161493,140,90.9,5674161497,212,14.6,5674161495,141,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150849,250,1,1,20,18,1c7dv8ays675v9kp6a04sd8pq,0,91.8,34.5,2025-04-23T15:19:51.702Z,2025-04-23T15:19:56Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5674161509,141,46.7,5674161511,212,8.6,5674161607,195,,5674161507,140,89.8,5674161513,213,1.82,5674161505,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150867,164,12,1,20,20,3ptum5fjcgw51mqui0gu6uuf4,1,5.6,67.6,2025-04-23T15:19:53.572Z,2025-04-23T15:19:58Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5674161643,56,Back,5674161647,141,90.3,5674161645,140,20.2,5674161649,212,21.8,5674161651,213,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150875,165,83,1,20,25,3ptum5fjcgw51mqui0gu6uuf4,0,15.1,89.4,2025-04-23T15:19:58.357Z,2025-04-23T17:10:19Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5674375485,399,5skki9qedwo05d1scee0obu1h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150891,251,3,1,20,26,1c7dv8ays675v9kp6a04sd8pq,0,83.5,6.6,2025-04-23T15:19:59.283Z,2025-04-23T17:38:45Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5674161797,233,166,5674161765,286,,5674161763,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150883,166,7,1,20,26,3ptum5fjcgw51mqui0gu6uuf4,1,16.5,93.4,2025-04-23T15:19:59.284Z,2025-04-23T17:38:44Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5674161781,233,251,5674161743,56,Back,5674161745,285,,5674161741,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150885,167,5,1,20,27,3ptum5fjcgw51mqui0gu6uuf4,0,17.8,101.0,2025-04-23T15:20:00.227Z,2025-04-23T15:20:05Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5674161887,233,252,5674161749,347,,5674161747,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150901,252,5,1,20,27,1c7dv8ays675v9kp6a04sd8pq,1,82.2,-1.0,2025-04-23T15:20:00.227Z,2025-04-23T17:42:28Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5674161863,233,167,5674161843,56,Right,5674161845,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150963,253,1,1,20,38,1c7dv8ays675v9kp6a04sd8pq,1,80.0,0.0,2025-04-23T15:20:10.935Z,2025-04-23T15:20:13Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5674162191,140,92.2,5674162197,213,1.03,5674162187,107,,5674162193,141,29.4,5674162189,56,Center,5674162199,1,,5674162195,212,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150979,254,1,1,20,40,1c7dv8ays675v9kp6a04sd8pq,1,92.2,29.4,2025-04-23T15:20:13.557Z,2025-04-23T15:20:15Z,2yyodldan4gscxb0jjrpkygyy,J. Luyeye-Lutumba,,,5674162281,212,8.8,5674162277,140,90.8,5674162273,155,,5674162283,213,1.74,5674162275,56,Center,5674162279,141,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150983,255,1,1,20,42,1c7dv8ays675v9kp6a04sd8pq,0,90.8,42.1,2025-04-23T15:20:15.521Z,2025-04-23T15:45:37Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5674162301,56,Center,5674162307,212,4.4,5674162303,140,94.7,5674162309,213,0.38,5674162299,3,,5674162305,141,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150977,168,61,1,20,43,3ptum5fjcgw51mqui0gu6uuf4,1,10.4,47.0,2025-04-23T15:20:16.162Z,2025-04-23T17:10:33Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5674162271,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805151015,170,1,1,20,45,3ptum5fjcgw51mqui0gu6uuf4,1,23.9,61.5,2025-04-23T15:20:18.276Z,2025-04-23T15:21:20Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,,5674162463,140,43.0,5674162467,212,26.2,5674162465,141,86.2,5674162459,155,,5674162469,213,0.70,5674162461,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805151017,171,1,1,20,46,3ptum5fjcgw51mqui0gu6uuf4,0,41.2,85.9,2025-04-23T15:20:19.444Z,2025-04-23T15:21:28Z,46ums24te70jl5qclztg8xhwp,C. David,,,5674162485,212,11.6,5674162479,56,Back,5674162483,141,100.0,5674162487,213,1.96,5674162477,3,,5674162481,140,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805151025,172,5,1,20,47,3ptum5fjcgw51mqui0gu6uuf4,0,39.0,101.8,2025-04-23T15:20:19.845Z,2025-04-23T15:20:23Z,46ums24te70jl5qclztg8xhwp,C. David,,,5674162501,347,,5674162579,233,256,5674162499,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
