id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2806234153,91,8,1,11,4,7efqk7uh63928il0yffxijnv7,1,52.3,96.6,2025-04-26T14:11:24.421Z,2025-04-26T14:11:25Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5680153567,15,,5680153459,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806234183,91,5,1,11,5,8sy0cxovuxo76tuoas3uo55xj,1,42.3,-0.7,2025-04-26T14:11:25.046Z,2025-04-26T14:57:09Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5680153801,233,92,5680153611,56,Back,5680153615,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806234215,92,5,1,11,5,7efqk7uh63928il0yffxijnv7,0,57.7,100.7,2025-04-26T14:11:25.046Z,2025-04-26T14:57:09Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5680153739,56,Left,5680153741,347,,5680153837,233,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806234279,92,1,1,11,8,8sy0cxovuxo76tuoas3uo55xj,0,50.2,0.0,2025-04-26T14:11:28.294Z,2025-04-26T14:11:29Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5680154093,141,6.2,5680154091,140,69.6,5680154089,56,Right,5680154087,107,,5680154095,212,21.1,5680154097,213,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806234343,93,12,1,11,11,7efqk7uh63928il0yffxijnv7,1,32.4,88.3,2025-04-26T14:11:30.493Z,2025-04-26T14:11:32Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5680154389,56,Back,5680154391,140,48.1,5680154393,141,100.0,5680154585,167,,5680154395,212,18.7,5680154465,15,,5680154399,213,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806234363,93,5,1,11,11,8sy0cxovuxo76tuoas3uo55xj,1,56.0,-1.6,2025-04-26T14:11:31.092Z,2025-04-26T14:57:10Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5680154507,347,,5680154653,233,94,5680154503,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806234373,94,5,1,11,11,7efqk7uh63928il0yffxijnv7,0,44.0,101.6,2025-04-26T14:11:31.092Z,2025-04-26T14:57:10Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5680154551,56,Back,5680154675,233,93,5680154553,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806235029,94,1,1,11,28,8sy0cxovuxo76tuoas3uo55xj,0,64.6,0.0,2025-04-26T14:11:48.294Z,2025-04-26T14:11:50Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5680158055,141,4.4,5680158051,56,Right,5680158053,140,76.5,5680158049,107,,5680158057,212,13.2,5680158061,213,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806235057,95,12,1,11,31,7efqk7uh63928il0yffxijnv7,1,18.1,93.0,2025-04-26T14:11:51.448Z,2025-04-26T14:11:53Z,7e8irrii6ddjjaex00kq8cand,A. Vidjeskog,,,5680158203,212,8.6,5680158339,167,,5680158195,56,Back,5680158199,141,100.0,5680158207,213,0.80,5680158197,140,23.8,5680158245,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806235099,95,5,1,11,32,8sy0cxovuxo76tuoas3uo55xj,1,74.0,-1.8,2025-04-26T14:11:52.395Z,2025-04-26T14:57:10Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5680158405,347,,5680158471,233,96,5680158401,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806235071,96,5,1,11,32,7efqk7uh63928il0yffxijnv7,0,26.0,101.8,2025-04-26T14:11:52.395Z,2025-04-26T14:11:55Z,7e8irrii6ddjjaex00kq8cand,A. Vidjeskog,,,5680158287,347,,5680158551,233,95,5680158281,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806235907,96,1,1,11,56,8sy0cxovuxo76tuoas3uo55xj,0,77.2,0.0,2025-04-26T14:12:16.422Z,2025-04-26T14:12:26Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5680162603,141,24.4,5680162601,140,90.6,5680162605,212,22.6,5680162597,107,,5680162609,1,,5680162599,56,Center,5680162607,213,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806235993,97,4,1,12,0,7efqk7uh63928il0yffxijnv7,1,10.0,72.2,2025-04-26T14:12:19.701Z,2025-04-26T14:12:28Z,7e8irrii6ddjjaex00kq8cand,A. Vidjeskog,,,5680163317,56,Back,5680163319,152,,5680163323,285,,5680163335,233,97,5680163313,294,,5680163311,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806235929,97,4,1,12,0,8sy0cxovuxo76tuoas3uo55xj,0,90.0,27.8,2025-04-26T14:12:19.702Z,2025-04-26T14:12:30Z,11xqkd2im28nwotbqeuhflcd1,J. Mäkelä,,,5680162883,13,,5680163381,233,97,5680162885,294,,5680162891,286,,5680162889,152,,5680162887,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806236779,98,1,1,12,22,7efqk7uh63928il0yffxijnv7,1,11.6,67.2,2025-04-26T14:12:41.736Z,2025-04-26T14:12:45Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5680167013,212,54.7,5680167011,141,24.1,5680167009,140,55.6,5680167015,213,5.72,5680167007,56,Center,5680167003,157,,5680167001,5,,5680167017,1,,5680167005,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806236847,99,1,1,12,26,7efqk7uh63928il0yffxijnv7,0,55.6,24.1,2025-04-26T14:12:45.584Z,2025-04-26T14:12:47Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5680167351,3,,5680167353,56,Center,5680167355,140,64.7,5680167363,213,0.87,5680167359,212,14.7,5680167357,141,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806236919,98,1,1,12,28,8sy0cxovuxo76tuoas3uo55xj,0,32.0,64.0,2025-04-26T14:12:48.038Z,2025-04-26T14:12:50Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5680167739,212,28.4,5680167727,56,Center,5680167731,140,58.8,5680167741,213,6.15,5680167725,157,,5680167735,141,58.5,5680167745,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806237037,100,1,1,12,31,7efqk7uh63928il0yffxijnv7,1,40.1,40.0,2025-04-26T14:12:50.743Z,2025-04-26T14:12:54Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5680168303,213,0.78,5680168295,56,Center,5680168301,212,24.8,5680168293,3,,5680168297,140,56.9,5680168299,141,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806237045,101,61,1,12,34,7efqk7uh63928il0yffxijnv7,0,56.9,65.7,2025-04-26T14:12:54.351Z,2025-04-26T14:12:54Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5680168329,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806237123,99,4,1,12,38,8sy0cxovuxo76tuoas3uo55xj,1,48.8,49.0,2025-04-26T14:12:58.274Z,2025-04-26T14:13:14Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5680168811,56,Back,5680170353,13,,5680170357,295,,5680170389,233,102,5680170365,286,,5680170363,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806237183,102,4,1,12,38,7efqk7uh63928il0yffxijnv7,0,51.2,51.0,2025-04-26T14:12:58.275Z,2025-04-26T14:13:13Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5680169185,13,,5680169197,285,,5680170429,233,99,5680169191,152,,5680169187,56,Center,5680171105,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806238433,101,1,1,13,18,8sy0cxovuxo76tuoas3uo55xj,0,53.2,54.3,2025-04-26T14:13:37.542Z,2025-04-26T14:13:50Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5680175719,1,,5680175703,140,90.6,5680175699,56,Center,5680175711,212,39.4,5680175687,5,,5680175693,152,,5680175707,141,48.8,5680175715,213,6.19,5680175691,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806238657,105,1,1,13,22,7efqk7uh63928il0yffxijnv7,1,10.2,54.2,2025-04-26T14:13:41.672Z,2025-04-26T14:13:46Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5680176841,123,,5680176843,56,Back,5680176845,140,21.1,5680176851,213,5.04,5680176853,1,,5680176849,212,36.0,5680176847,141,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806238707,106,1,1,13,26,7efqk7uh63928il0yffxijnv7,1,21.1,4.0,2025-04-26T14:13:45.862Z,2025-04-26T14:13:47Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5680177155,56,Back,5680177165,213,0.13,5680177163,212,17.3,5680177159,140,37.4,5680177161,141,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806238715,107,1,1,13,27,7efqk7uh63928il0yffxijnv7,1,37.4,7.3,2025-04-26T14:13:47.474Z,2025-04-26T14:13:49Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,,5680177213,56,Back,5680177215,140,31.7,5680177221,213,2.13,5680177219,212,11.4,5680177217,141,21.5,5680177247,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806238809,108,1,1,13,29,7efqk7uh63928il0yffxijnv7,1,31.7,21.5,2025-04-26T14:13:49.208Z,2025-04-26T14:13:50Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5680177647,56,Back,5680177649,140,28.4,5680177651,141,9.4,5680177653,212,8.9,5680177655,213,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806238889,109,1,1,13,30,7efqk7uh63928il0yffxijnv7,0,28.4,9.4,2025-04-26T14:13:50.416Z,2025-04-26T14:13:56Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5680178085,213,0.92,5680178547,157,,5680178081,141,74.1,5680178083,212,55.3,5680178079,140,60.3,5680178087,1,,5680178077,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806239037,102,1,1,13,34,8sy0cxovuxo76tuoas3uo55xj,0,33.5,21.3,2025-04-26T14:13:54.438Z,2025-04-26T14:14:02Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5680178837,140,48.9,5680178835,56,Back,5680178839,141,0.0,5680178841,212,22.4,5680178831,3,,5680178843,213,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806239049,103,5,1,13,37,8sy0cxovuxo76tuoas3uo55xj,0,51.0,-1.6,2025-04-26T14:13:57.211Z,2025-04-26T14:14:01Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5680178901,56,Right,5680179227,233,110,5680178903,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806239099,110,5,1,13,37,7efqk7uh63928il0yffxijnv7,1,49.0,101.6,2025-04-26T14:13:57.211Z,2025-04-26T14:57:11Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5680179175,233,103,5680179153,347,,5680179151,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806239281,111,1,1,13,40,7efqk7uh63928il0yffxijnv7,1,48.4,100.0,2025-04-26T14:13:59.608Z,2025-04-26T14:14:04Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5680180215,107,,5680180217,56,Back,5680180223,212,20.5,5680180221,141,88.7,5680180219,140,30.5,5680180225,213,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806239303,112,1,1,13,45,7efqk7uh63928il0yffxijnv7,0,29.2,95.6,2025-04-26T14:14:04.840Z,2025-04-26T14:14:05Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5680180333,141,93.0,5680180331,140,62.8,5680180335,212,35.3,5680180327,157,,5680180339,1,,5680180329,56,Left,5680180337,213,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806239341,104,1,1,13,46,8sy0cxovuxo76tuoas3uo55xj,0,31.2,3.7,2025-04-26T14:14:05.990Z,2025-04-26T14:14:06Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5680180555,140,43.1,5680180553,56,Back,5680180551,3,,5680180557,141,9.7,5680180561,213,0.32,5680180559,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806239349,113,61,1,13,47,7efqk7uh63928il0yffxijnv7,0,61.8,88.0,2025-04-26T14:14:06.952Z,2025-04-26T14:14:07Z,7e8irrii6ddjjaex00kq8cand,A. Vidjeskog,,,5680180591,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806239439,105,1,1,13,48,8sy0cxovuxo76tuoas3uo55xj,0,40.6,11.1,2025-04-26T14:14:07.798Z,2025-04-26T14:14:09Z,11xqkd2im28nwotbqeuhflcd1,J. Mäkelä,,,5680181019,56,Right,5680181027,213,5.97,5680181017,157,,5680181029,1,,5680181025,212,27.9,5680181023,141,0.0,5680181021,140,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806239453,106,5,1,13,50,8sy0cxovuxo76tuoas3uo55xj,0,66.8,-1.6,2025-04-26T14:14:09.572Z,2025-04-26T14:14:13Z,11xqkd2im28nwotbqeuhflcd1,J. Mäkelä,,,5680181097,347,,5680181091,56,Right,5680181435,233,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806239493,114,5,1,13,50,7efqk7uh63928il0yffxijnv7,1,33.2,101.6,2025-04-26T14:14:09.572Z,2025-04-26T14:57:11Z,7e8irrii6ddjjaex00kq8cand,A. Vidjeskog,,,5680181393,233,106,5680181319,56,Back,5680181321,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806239863,115,1,1,13,59,7efqk7uh63928il0yffxijnv7,1,34.8,100.0,2025-04-26T14:14:19.328Z,2025-04-26T14:38:34Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5680183417,140,32.9,5680183419,141,92.1,5680183421,212,6.8,5680183423,213,4.42,5680183415,56,Back,5680183413,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806239891,116,1,1,14,3,7efqk7uh63928il0yffxijnv7,1,34.2,92.4,2025-04-26T14:14:23.175Z,2025-04-26T14:14:24Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5680183543,212,3.0,5680183533,56,Back,5680183535,140,33.3,5680183539,141,96.6,5680183547,213,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806239997,117,1,1,14,4,7efqk7uh63928il0yffxijnv7,1,33.3,96.6,2025-04-26T14:14:24.149Z,2025-04-26T14:14:27Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5680184141,213,5.00,5680184133,140,42.6,5680184123,155,,5680184139,212,34.3,5680184127,56,Back,5680184147,1,,5680184137,141,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806240213,118,1,1,14,8,7efqk7uh63928il0yffxijnv7,1,62.2,15.0,2025-04-26T14:14:28.369Z,2025-04-26T14:14:33Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5680185329,212,9.1,5680185319,140,67.1,5680185315,56,Right,5680185323,141,4.0,5680185333,213,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806240259,119,1,1,14,13,7efqk7uh63928il0yffxijnv7,0,57.0,15.8,2025-04-26T14:14:32.989Z,2025-04-26T14:14:34Z,cbceals9gkfqlywg94zzzlgb9,F. Valenčič,,,5680185567,56,Center,5680185575,213,1.42,5680185565,157,,5680185577,1,,5680185573,212,34.8,5680185571,141,66.4,5680185569,140,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806240341,107,1,1,14,15,8sy0cxovuxo76tuoas3uo55xj,1,32.3,31.6,2025-04-26T14:14:34.726Z,2025-04-26T14:14:36Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5680185953,213,0.56,5680185945,56,Back,5680185951,212,9.3,5680185943,3,,5680185947,140,39.8,5680185949,141,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806240375,109,1,1,14,17,8sy0cxovuxo76tuoas3uo55xj,0,39.9,38.0,2025-04-26T14:14:36.726Z,2025-04-26T14:14:37Z,23yj26f5kapxyx90glndxs3kk,M. Glasson,,,5680186137,141,36.7,5680186135,140,59.6,5680186133,56,Center,5680186139,212,20.7,5680186141,213,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806240457,120,1,1,14,18,7efqk7uh63928il0yffxijnv7,1,36.1,59.7,2025-04-26T14:14:38.303Z,2025-04-26T14:14:39Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5680186555,56,Back,5680186557,140,40.6,5680186563,213,1.14,5680186559,141,74.7,5680186561,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806240703,122,1,1,14,20,7efqk7uh63928il0yffxijnv7,1,40.7,80.0,2025-04-26T14:14:40.193Z,2025-04-26T14:14:45Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5680187977,212,12.5,5680187979,213,5.84,5680187975,141,72.1,5680187973,140,51.5,5680187971,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806240823,123,1,1,14,26,7efqk7uh63928il0yffxijnv7,1,58.1,86.6,2025-04-26T14:14:45.496Z,2025-04-26T14:14:48Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5680188575,56,Left,5680188591,213,0.48,5680188589,212,13.8,5680188581,140,69.8,5680188585,141,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806240865,124,1,1,14,28,7efqk7uh63928il0yffxijnv7,0,71.2,89.6,2025-04-26T14:14:48.233Z,2025-04-26T14:14:49Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5680188819,141,82.7,5680188821,212,5.4,5680188817,140,73.8,5680188823,213,5.24,5680188815,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806240921,110,8,1,14,30,8sy0cxovuxo76tuoas3uo55xj,1,23.2,22.4,2025-04-26T14:14:50.342Z,2025-04-26T14:15:22Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5680189111,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806240969,125,1,1,14,31,7efqk7uh63928il0yffxijnv7,1,79.7,62.3,2025-04-26T14:14:51.217Z,2025-04-26T14:14:51Z,7e8irrii6ddjjaex00kq8cand,A. Vidjeskog,,,5680189389,140,76.9,5680189391,141,64.9,5680189393,212,3.4,5680189395,213,2.60,5680189387,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806240993,126,1,1,14,32,7efqk7uh63928il0yffxijnv7,0,77.4,65.4,2025-04-26T14:14:51.760Z,2025-04-26T14:17:43Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5680189519,141,65.8,5680189523,213,0.03,5680189517,140,85.6,5680189521,212,8.6,5680189515,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806241051,127,43,1,14,32,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-04-26T14:14:52.284Z,2025-04-26T14:14:58Z,7e8irrii6ddjjaex00kq8cand,A. Vidjeskog,,,5680189793,286,0,5680189791,56,Center,5680190695,144,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806241109,111,12,1,14,33,8sy0cxovuxo76tuoas3uo55xj,1,12.7,33.3,2025-04-26T14:14:53.271Z,2025-04-26T14:14:55Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5680190069,141,67.6,5680190073,213,1.14,5680190071,212,25.6,5680190065,56,Back,5680190067,140,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806241063,128,43,1,14,34,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-04-26T14:14:53.767Z,2025-04-26T14:17:40Z,7e8irrii6ddjjaex00kq8cand,A. Vidjeskog,,,5680220843,144,61,5680189835,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806241213,113,1,1,14,35,8sy0cxovuxo76tuoas3uo55xj,1,21.9,67.6,2025-04-26T14:14:55.036Z,2025-04-26T14:14:58Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5680190657,56,Back,5680190665,213,4.79,5680190661,141,50.1,5680190663,212,11.9,5680190659,140,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806241275,114,1,1,14,38,8sy0cxovuxo76tuoas3uo55xj,0,22.8,50.1,2025-04-26T14:14:57.942Z,2025-04-26T14:39:40Z,23yj26f5kapxyx90glndxs3kk,M. Glasson,,,5680190965,56,Back,5680190977,213,0.47,5680190961,157,,5680190981,1,,5680190975,212,23.9,5680190969,140,43.1,5680190973,141,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806241357,129,1,1,14,41,7efqk7uh63928il0yffxijnv7,1,53.6,33.1,2025-04-26T14:15:00.737Z,2025-04-26T14:15:02Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5680191411,56,Center,5680191419,213,1.48,5680191413,140,54.7,5680191415,141,51.9,5680191417,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806241917,131,1,1,14,47,7efqk7uh63928il0yffxijnv7,1,60.0,61.2,2025-04-26T14:15:06.977Z,2025-04-26T14:15:15Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5680194127,141,95.0,5680194129,212,25.3,5680194125,140,70.0,5680194131,213,1.14,5680194123,56,Left,5680194121,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806242041,132,1,1,14,55,7efqk7uh63928il0yffxijnv7,0,85.0,89.6,2025-04-26T14:15:15.312Z,2025-04-26T14:15:18Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5680194787,212,2.5,5680194777,56,Left,5680194771,2,,5680194783,141,86.0,5680194779,140,85.1,5680194853,233,115,5680194851,236,,5680194791,213,4.76,5680194857,286,,5680194775,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806241933,115,12,1,14,55,8sy0cxovuxo76tuoas3uo55xj,1,9.4,13.1,2025-04-26T14:15:15.412Z,2025-04-26T14:15:19Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5680194231,56,Back,5680194921,233,132,5680194223,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806242055,116,5,1,14,58,8sy0cxovuxo76tuoas3uo55xj,0,19.0,-1.6,2025-04-26T14:15:17.982Z,2025-04-26T14:15:21Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5680195199,233,133,5680194831,347,,5680194827,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806242107,133,5,1,14,58,7efqk7uh63928il0yffxijnv7,1,81.0,101.6,2025-04-26T14:15:17.982Z,2025-04-26T14:57:11Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5680195099,56,Left,5680195101,347,,5680195137,233,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806242973,134,1,1,15,20,7efqk7uh63928il0yffxijnv7,0,83.3,100.0,2025-04-26T14:15:39.951Z,2025-04-26T14:15:43Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5680199645,1,,5680199635,56,Center,5680199633,107,,5680199643,213,4.95,5680199641,212,26.4,5680199637,140,89.2,5680199639,141,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806242935,117,44,1,15,21,8sy0cxovuxo76tuoas3uo55xj,1,10.0,35.6,2025-04-26T14:15:41.285Z,2025-04-26T14:57:42Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5680199425,285,,5680199935,233,135,5680199423,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806242983,135,44,1,15,21,7efqk7uh63928il0yffxijnv7,0,90.0,64.4,2025-04-26T14:15:41.286Z,2025-04-26T14:57:43Z,7e8irrii6ddjjaex00kq8cand,A. Vidjeskog,,,5680199949,233,117,5680199687,286,,5680199685,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
