id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value
2823319223,271,44,1,22,32,5qxgilg61hlwxzfpdn2nhcayd,1,5.0,57.5,2025-06-18T18:23:44.745Z,2025-06-18T18:43:06Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5774935891,285,,5774936093,233,452,5774935889,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823319231,452,44,1,22,32,303582z192rnbr2x28o2t7u38,0,95.0,42.5,2025-06-18T18:23:44.746Z,2025-06-18T18:43:08Z,2e3yktcpxvr1dxy2z1z1dolxw,M. Boamah,,,5774936087,56,Center,5774936101,233,271,5774936089,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315315,163,61,1,22,32,5qxgilg61hlwxzfpdn2nhcayd,0,5.8,55.4,2025-06-18T18:23:44.899Z,2025-06-18T18:43:11Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5774913005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823319445,275,51,1,22,32,5qxgilg61hlwxzfpdn2nhcayd,1,3.8,54.5,2025-06-18T18:23:44.954Z,2025-06-18T18:43:36Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5774936943,170,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315343,272,16,1,22,35,303582z192rnbr2x28o2t7u38,1,96.2,48.9,2025-06-18T18:23:48.066Z,2025-06-18T18:42:07Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5774913709,214,,5774913707,103,25.9,5774913703,79,,5774913705,102,51.3,5774913711,458,,5774913725,472,271,5774913313,25,,5774913315,20,,5774913319,374,5774913323,375,22:35.689,5774913719,281,4cooeu9zahategmvpj3zdr6xh,5774913717,280,PASS_LOST,5774935117,328,,5774913713,230,5774913715,231,49.3,5774913721,282,2025-06-18 19:23:47.822,98.0,5774913159,56,Center,5774913157,16,,303582z192rnbr2x28o2t7u38
2823315469,164,1,1,23,24,5qxgilg61hlwxzfpdn2nhcayd,1,49.8,50.0,2025-06-18T18:24:36.717Z,2025-06-18T18:24:39Z,d7fbq3piag375ujo9q9njqq6s,D. Bulgakov,,,5774913873,189,,5774913859,140,27.1,5774913867,279,G,5774913863,212,23.8,5774913857,56,Back,5774913865,213,3.12,5774913861,141,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315487,165,1,1,23,28,5qxgilg61hlwxzfpdn2nhcayd,1,27.1,50.9,2025-06-18T18:24:40.437Z,2025-06-18T18:24:43Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5774913965,140,31.8,5774913967,141,73.8,5774913963,56,Back,5774913969,212,16.3,5774913971,213,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315501,166,1,1,23,30,5qxgilg61hlwxzfpdn2nhcayd,1,31.8,73.8,2025-06-18T18:24:42.995Z,2025-06-18T18:24:44Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5774914039,213,5.52,5774914035,141,63.9,5774914031,56,Back,5774914037,212,9.7,5774914033,140,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315507,167,1,1,23,32,5qxgilg61hlwxzfpdn2nhcayd,1,38.5,63.9,2025-06-18T18:24:44.604Z,2025-06-18T18:24:46Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5774914059,140,44.4,5774914061,141,93.5,5774914065,213,1.27,5774914057,56,Back,5774914063,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315511,168,1,1,23,33,5qxgilg61hlwxzfpdn2nhcayd,0,44.4,93.5,2025-06-18T18:24:46.067Z,2025-06-18T18:24:49Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5774914129,141,74.1,5774914123,155,,5774914127,140,88.2,5774914125,56,Center,5774914135,1,,5774914131,212,47.8,5774914133,213,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315515,273,59,1,23,37,303582z192rnbr2x28o2t7u38,1,10.5,23.6,2025-06-18T18:24:49.874Z,2025-06-18T18:44:03Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5774914149,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823319627,477,54,1,23,38,303582z192rnbr2x28o2t7u38,1,9.8,23.1,2025-06-18T18:24:50.254Z,2025-06-18T18:44:34Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5774938313,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315529,275,1,1,23,40,303582z192rnbr2x28o2t7u38,1,10.5,23.6,2025-06-18T18:24:52.323Z,2025-06-18T18:24:56Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5774914209,56,Back,5774914211,140,11.9,5774914215,212,25.3,5774914213,141,60.8,5774914217,213,1.51,5774914207,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315537,276,1,1,23,45,303582z192rnbr2x28o2t7u38,1,19.8,64.8,2025-06-18T18:24:58.130Z,2025-06-18T18:24:59Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5774914313,141,54.3,5774914307,56,Back,5774914317,213,5.46,5774914311,140,26.1,5774914315,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315547,277,1,1,23,47,303582z192rnbr2x28o2t7u38,1,27.2,56.1,2025-06-18T18:24:59.201Z,2025-06-18T18:25:01Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5774914383,212,13.9,5774914385,213,1.95,5774914377,56,Back,5774914381,141,75.1,5774914379,140,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315557,278,1,1,23,49,303582z192rnbr2x28o2t7u38,1,25.0,70.0,2025-06-18T18:25:01.329Z,2025-06-18T18:25:03Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5774914421,140,37.0,5774914425,212,21.2,5774914423,141,95.1,5774914419,56,Back,5774914427,213,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315567,279,1,1,23,51,303582z192rnbr2x28o2t7u38,1,38.7,94.8,2025-06-18T18:25:03.362Z,2025-06-18T18:25:06Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5774914505,213,5.90,5774914501,141,85.6,5774914497,56,Left,5774914503,212,16.8,5774914499,140,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315591,280,1,1,23,53,303582z192rnbr2x28o2t7u38,1,55.6,87.2,2025-06-18T18:25:06.001Z,2025-06-18T18:25:11Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5774914647,141,97.1,5774914643,56,Left,5774914645,140,60.5,5774914651,213,0.92,5774914649,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315597,281,1,1,23,59,303582z192rnbr2x28o2t7u38,0,81.8,87.1,2025-06-18T18:25:11.906Z,2025-06-18T18:25:12Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5774914675,212,9.4,5774914671,140,90.7,5774914677,213,6.20,5774914669,56,Left,5774914673,141,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315625,170,1,1,24,3,5qxgilg61hlwxzfpdn2nhcayd,1,15.2,4.7,2025-06-18T18:25:15.436Z,2025-06-18T18:25:20Z,e7cov36din7hwsjxovwr5smlm,Nícolas,,,5774914839,56,Back,5774914849,1,,5774914841,140,48.8,5774914845,212,36.2,5774914843,141,16.4,5774914847,213,0.22,5774914837,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315629,171,61,1,24,7,5qxgilg61hlwxzfpdn2nhcayd,0,48.8,16.4,2025-06-18T18:25:20.132Z,2025-06-18T18:25:20Z,czl632fkj2mhbgu4jie3bug9h,J. Akintunde,,,5774914869,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315663,283,1,1,24,9,303582z192rnbr2x28o2t7u38,1,63.7,65.2,2025-06-18T18:25:21.314Z,2025-06-18T18:25:28Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5774915049,213,5.30,5774915039,155,,5774915045,141,6.2,5774915051,1,,5774915041,56,Right,5774915047,212,48.1,5774915043,140,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315665,284,3,1,24,16,303582z192rnbr2x28o2t7u38,0,93.0,7.4,2025-06-18T18:25:28.210Z,2025-06-18T18:25:33Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5774915057,286,,5774915055,56,Right,5774915169,233,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315673,172,7,1,24,16,5qxgilg61hlwxzfpdn2nhcayd,1,7.0,92.6,2025-06-18T18:25:28.211Z,2025-06-18T18:25:33Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5774915095,167,,5774915127,233,284,5774915097,56,Back,5774915099,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315693,173,6,1,24,18,5qxgilg61hlwxzfpdn2nhcayd,0,2.8,88.1,2025-06-18T18:25:30.418Z,2025-06-18T18:53:46Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5774915235,73,,5774915233,56,Back,5774915253,233,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315671,285,6,1,24,18,303582z192rnbr2x28o2t7u38,1,97.2,11.9,2025-06-18T18:25:30.418Z,2025-06-18T18:53:46Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5774915163,56,Right,5774915249,233,173,5774915165,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315797,286,1,1,24,48,303582z192rnbr2x28o2t7u38,0,99.5,0.5,2025-06-18T18:26:00.579Z,2025-06-18T18:26:03Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5774915789,56,Center,5774915783,6,,5774915787,223,,5774915781,2,,5774915785,155,,5774915799,1,,5774915797,213,1.64,5774915793,141,57.8,5774915795,212,5774915791,140,96.9,,,,,,,,,,,,,,,,,39.1,,,,,,,,
2823315809,174,12,1,24,52,5qxgilg61hlwxzfpdn2nhcayd,1,4.6,42.5,2025-06-18T18:26:04.435Z,2025-06-18T18:26:07Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5774915867,140,21.1,5774915865,56,Back,5774915875,15,,5774915871,212,24.9,5774915869,141,16.2,5774915873,213,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315817,287,1,1,24,56,303582z192rnbr2x28o2t7u38,1,81.3,86.9,2025-06-18T18:26:08.932Z,2025-06-18T18:26:11Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5774915929,213,2.90,5774915921,56,Left,5774915925,141,88.4,5774915923,140,77.3,5774915927,212,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315829,288,1,1,24,59,303582z192rnbr2x28o2t7u38,1,78.8,87.4,2025-06-18T18:26:11.873Z,2025-06-18T18:26:14Z,bl6vj48jfq2s09w7sezntwgt0,L. Möller,,,5774915997,56,Center,5774916003,212,12.4,5774916005,213,4.30,5774915999,140,74.1,5774916001,141,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315843,289,1,1,25,2,303582z192rnbr2x28o2t7u38,1,75.7,67.9,2025-06-18T18:26:14.705Z,2025-06-18T18:26:18Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5774916067,212,20.1,5774916063,140,89.3,5774916065,141,88.7,5774916061,56,Left,5774916069,213,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315847,290,1,1,25,6,303582z192rnbr2x28o2t7u38,1,86.8,85.4,2025-06-18T18:26:18.433Z,2025-06-18T18:26:22Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5774916099,212,18.2,5774916101,213,4.02,5774916095,140,75.7,5774916097,141,64.8,5774916093,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315855,291,1,1,25,10,303582z192rnbr2x28o2t7u38,1,80.5,73.8,2025-06-18T18:26:22.417Z,2025-06-18T18:26:26Z,bl6vj48jfq2s09w7sezntwgt0,L. Möller,,,5774916167,56,Left,5774916169,140,82.3,5774916175,213,1.34,5774916171,141,85.7,5774916173,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315861,292,1,1,25,14,303582z192rnbr2x28o2t7u38,1,81.5,83.3,2025-06-18T18:26:26.721Z,2025-06-18T18:26:28Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5774916199,56,Center,5774916207,213,4.81,5774916203,141,71.1,5774916205,212,8.3,5774916201,140,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315871,293,1,1,25,16,303582z192rnbr2x28o2t7u38,1,81.8,72.4,2025-06-18T18:26:28.177Z,2025-06-18T18:26:31Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5774916247,56,Center,5774916253,212,12.4,5774916255,213,3.01,5774916251,141,74.8,5774916249,140,70.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315875,294,1,1,25,19,303582z192rnbr2x28o2t7u38,1,73.3,74.4,2025-06-18T18:26:31.714Z,2025-06-18T18:26:33Z,bl6vj48jfq2s09w7sezntwgt0,L. Möller,,,5774916259,155,,5774916269,213,5.28,5774916263,140,91.8,5774916267,212,36.1,5774916261,56,Center,5774916265,141,29.7,5774916271,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315877,295,1,1,25,21,303582z192rnbr2x28o2t7u38,0,91.8,29.7,2025-06-18T18:26:33.602Z,2025-06-18T18:26:35Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5774916281,141,58.8,5774916285,213,1.54,5774916277,56,Center,5774916283,212,19.8,5774916275,3,,5774916279,140,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315889,175,12,1,25,24,5qxgilg61hlwxzfpdn2nhcayd,1,2.7,41.0,2025-06-18T18:26:36.293Z,2025-06-18T18:26:39Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5774916369,213,0.11,5774916361,56,Back,5774916365,141,45.8,5774916363,140,31.9,5774916367,212,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315891,176,43,1,25,27,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-06-18T18:26:39.877Z,2025-06-18T18:26:55Z,czl632fkj2mhbgu4jie3bug9h,J. Akintunde,,,5774916377,285,0,5774916375,56,Back,5774916725,144,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315899,177,1,1,25,28,5qxgilg61hlwxzfpdn2nhcayd,1,35.3,39.7,2025-06-18T18:26:40.884Z,2025-06-18T18:55:47Z,czl632fkj2mhbgu4jie3bug9h,J. Akintunde,,1.0,5774916429,213,5.66,5774947725,1,,5774917913,23,,5774916421,56,Right,5774917909,210,16,5774916425,141,6.8,5774916423,140,65.2,5774916427,212,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823315943,179,16,1,25,34,5qxgilg61hlwxzfpdn2nhcayd,1,89.8,31.1,2025-06-18T18:26:46.525Z,2025-06-18T18:56:31Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5774917941,230,98.9,5774916631,56,Center,5774917431,23,,5774916629,63,,5774917935,102,46.5,5774917937,103,26.6,5774917939,215,,5774917945,138,,5774917947,273,5774917943,231,46.2,5774917437,374,2025-06-18 19:26:45.521,5774917433,20,,5774917931,55,177,5774917441,375,5774917927,29,,5774917925,81,,25:33.388,,,,,,,
2823316147,297,1,1,26,32,303582z192rnbr2x28o2t7u38,1,49.9,50.0,2025-06-18T18:27:44.273Z,2025-06-18T18:27:45Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5774917847,141,49.1,5774917843,56,Back,5774917853,279,G,5774917845,140,39.6,5774917851,213,3.20,5774917849,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823316155,298,1,1,26,33,303582z192rnbr2x28o2t7u38,1,39.6,49.1,2025-06-18T18:27:45.265Z,2025-06-18T18:27:47Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5774917891,56,Back,5774917895,141,66.1,5774917893,140,48.2,5774917897,212,14.7,5774917899,213,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823316165,299,1,1,26,34,303582z192rnbr2x28o2t7u38,1,51.5,70.2,2025-06-18T18:27:47.088Z,2025-06-18T18:27:49Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5774917991,56,Left,5774917995,141,85.1,5774917993,140,51.0,5774917997,212,10.1,5774917999,213,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823316171,300,1,1,26,37,303582z192rnbr2x28o2t7u38,1,51.6,83.3,2025-06-18T18:27:49.281Z,2025-06-18T18:27:51Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5774918059,140,63.8,5774918057,56,Left,5774918063,212,15.8,5774918065,213,0.62,5774918061,141,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823316175,301,1,1,26,39,303582z192rnbr2x28o2t7u38,1,61.5,95.9,2025-06-18T18:27:51.840Z,2025-06-18T18:27:53Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5774918091,140,47.1,5774918095,212,15.8,5774918093,141,89.4,5774918097,213,3.43,5774918089,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823316185,302,1,1,26,41,303582z192rnbr2x28o2t7u38,1,46.3,88.1,2025-06-18T18:27:53.520Z,2025-06-18T18:27:57Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5774918161,140,35.8,5774918165,212,22.1,5774918163,141,60.0,5774918167,213,4.19,5774918159,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823316193,303,1,1,26,45,303582z192rnbr2x28o2t7u38,1,38.4,49.7,2025-06-18T18:27:57.569Z,2025-06-18T18:28:00Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5774918209,140,40.9,5774918207,56,Back,5774918213,212,10.2,5774918215,213,4.97,5774918211,141,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823316197,304,1,1,26,48,303582z192rnbr2x28o2t7u38,1,40.0,38.5,2025-06-18T18:28:00.497Z,2025-06-18T18:28:01Z,2e3yktcpxvr1dxy2z1z1dolxw,M. Boamah,,,5774918239,141,48.5,5774918235,56,Back,5774918241,212,7.6,5774918237,140,36.8,5774918243,213,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823316217,305,1,1,26,49,303582z192rnbr2x28o2t7u38,1,36.8,48.5,2025-06-18T18:28:01.632Z,2025-06-18T18:28:06Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5774918341,141,26.4,5774918345,213,4.94,5774918343,212,15.4,5774918337,56,Back,5774918339,140,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823316227,306,1,1,26,54,303582z192rnbr2x28o2t7u38,1,46.5,31.2,2025-06-18T18:28:06.272Z,2025-06-18T18:28:07Z,2e3yktcpxvr1dxy2z1z1dolxw,M. Boamah,,,5774918415,213,0.16,5774918405,140,56.3,5774918403,56,Center,5774918413,212,10.4,5774918409,141,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823316235,307,1,1,26,54,303582z192rnbr2x28o2t7u38,1,56.3,33.7,2025-06-18T18:28:07.121Z,2025-06-18T18:28:09Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5774918457,140,49.8,5774918463,213,4.39,5774918455,56,Back,5774918461,212,21.6,5774918471,156,,5774918459,141,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823316259,308,1,1,27,1,303582z192rnbr2x28o2t7u38,1,41.9,10.7,2025-06-18T18:28:13.264Z,2025-06-18T18:28:15Z,e0p7anuqsx00gybhm4wnkoesp,B. Lyons-Foster,,,5774918619,141,14.3,5774918623,213,3.02,5774918621,212,20.0,5774918615,56,Back,5774918617,140,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823316275,309,1,1,27,3,303582z192rnbr2x28o2t7u38,1,21.8,21.0,2025-06-18T18:28:15.489Z,2025-06-18T18:28:18Z,2e3yktcpxvr1dxy2z1z1dolxw,M. Boamah,,,5774918687,140,15.3,5774918693,213,2.01,5774918691,212,15.9,5774918685,56,Back,5774918689,141,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823316287,310,1,1,27,6,303582z192rnbr2x28o2t7u38,1,15.5,42.7,2025-06-18T18:28:18.832Z,2025-06-18T18:28:23Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5774918759,140,18.3,5774918761,141,24.9,5774918765,213,4.95,5774918757,56,Back,5774918763,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823316293,311,1,1,27,10,303582z192rnbr2x28o2t7u38,1,25.5,31.8,2025-06-18T18:28:23.056Z,2025-06-18T18:28:27Z,2e3yktcpxvr1dxy2z1z1dolxw,M. Boamah,,,5774918799,140,31.3,5774918801,141,52.5,5774918805,213,1.16,5774918797,56,Back,5774918803,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823316295,312,50,1,27,15,303582z192rnbr2x28o2t7u38,1,35.4,47.7,2025-06-18T18:28:27.460Z,2025-06-18T18:53:58Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5774918837,233,181,5774918813,56,Back,5774918815,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823316297,181,7,1,27,15,5qxgilg61hlwxzfpdn2nhcayd,1,64.6,52.3,2025-06-18T18:28:27.461Z,2025-06-18T18:53:58Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5774918817,56,Center,5774918821,233,312,5774918819,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823316325,313,51,1,27,17,303582z192rnbr2x28o2t7u38,1,30.6,56.4,2025-06-18T18:28:29.689Z,2025-06-18T18:28:45Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5774918959,169,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823316311,183,13,1,27,18,5qxgilg61hlwxzfpdn2nhcayd,1,77.5,37.4,2025-06-18T18:28:30.470Z,2025-06-18T19:00:52Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5774918879,56,Center,5774918875,22,,5774918877,18,,5774919003,103,12.5,5774919007,458,,5774919001,102,59.2,5774919011,231,49.6,5774919005,215,,5774918955,20,5774918999,83,,5774919009,230,97.2,5774919137,468,313,,,,,,,,,,,,,,,,,,,
2823316315,184,5,1,27,20,5qxgilg61hlwxzfpdn2nhcayd,0,100.4,50.6,2025-06-18T18:28:32.632Z,2025-06-18T18:53:38Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5774918911,346,,5774919563,233,321,5774918909,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823316413,321,5,1,27,20,303582z192rnbr2x28o2t7u38,1,-0.4,49.4,2025-06-18T18:28:32.632Z,2025-06-18T18:53:38Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5774919471,346,,5774919469,56,Back,5774919547,233,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823316367,314,1,1,27,35,303582z192rnbr2x28o2t7u38,1,5.5,60.3,2025-06-18T18:28:47.712Z,2025-06-18T18:30:16Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5774919197,56,Back,5774919769,237,,5774919767,124,,5774919199,140,10.9,5774919203,212,9.8,5774920727,189,,5774919201,141,72.1,5774919205,213,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823316369,315,1,1,27,37,303582z192rnbr2x28o2t7u38,1,10.9,72.1,2025-06-18T18:28:49.160Z,2025-06-18T18:30:18Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5774919219,212,12.9,5774919217,141,73.2,5774919213,56,Back,5774919215,140,23.2,5774919221,213,0.06,5774920753,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823316373,316,1,1,27,40,303582z192rnbr2x28o2t7u38,1,23.2,73.2,2025-06-18T18:28:52.881Z,2025-06-18T18:28:53Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5774919247,212,28.8,5774919243,140,46.4,5774919245,141,95.9,5774919241,56,Back,5774919249,213,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823316379,317,1,1,27,41,303582z192rnbr2x28o2t7u38,1,46.4,95.9,2025-06-18T18:28:53.520Z,2025-06-18T18:28:56Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5774919269,140,31.7,5774919267,56,Back,5774919271,141,91.2,5774919275,213,3.35,5774919273,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
