id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/14/value
2815314309,183,4,1,21,42,5qxgilg61hlwxzfpdn2nhcayd,1,63.0,73.4,2025-05-16T17:23:07.705Z,2025-05-16T17:51:05Z,udbewp8no8ut63j1nla34ine,A. Sejdiu,,,5730351367,13,,5730351371,265,,5730351135,286,,5730351369,152,,5730351373,233,237,5730351133,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314333,237,4,1,21,42,1c7dv8ays675v9kp6a04sd8pq,0,37.0,26.6,2025-05-16T17:23:07.706Z,2025-05-16T17:51:05Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5730351303,285,,5730351297,56,Back,5730351295,13,,5730351377,233,183,5730351299,152,,5730351301,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314897,184,1,1,22,32,5qxgilg61hlwxzfpdn2nhcayd,0,62.0,71.2,2025-05-16T17:23:58.170Z,2025-05-16T17:24:12Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5730354431,212,36.7,5730354425,56,Center,5730354421,155,,5730354435,1,,5730354423,152,,5730354429,141,38.6,5730354433,213,5.64,5730354427,140,89.9,5730354419,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314903,185,61,1,22,35,5qxgilg61hlwxzfpdn2nhcayd,0,90.0,39.5,2025-05-16T17:24:01.418Z,2025-05-16T17:24:01Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5730354473,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314917,186,5,1,22,37,5qxgilg61hlwxzfpdn2nhcayd,0,101.2,40.3,2025-05-16T17:24:02.682Z,2025-05-16T17:24:06Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5730354549,56,Center,5730354551,346,,5730354683,233,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314929,238,5,1,22,37,1c7dv8ays675v9kp6a04sd8pq,1,-1.2,59.7,2025-05-16T17:24:02.682Z,2025-05-16T17:50:59Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5730354621,346,,5730354619,56,Back,5730354665,233,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315105,239,1,1,22,52,1c7dv8ays675v9kp6a04sd8pq,1,5.6,59.7,2025-05-16T17:24:17.437Z,2025-05-16T17:24:20Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5730355677,237,,5730355667,140,18.5,5730355665,56,Back,5730355687,189,,5730355671,212,24.8,5730355663,124,,5730355673,213,0.99,5730355669,141,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315179,240,1,1,22,58,1c7dv8ays675v9kp6a04sd8pq,1,24.2,83.0,2025-05-16T17:24:23.693Z,2025-05-16T17:24:25Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5730356127,212,9.1,5730356121,56,Back,5730356125,141,95.6,5730356129,213,1.24,5730356123,140,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315281,241,1,1,23,0,1c7dv8ays675v9kp6a04sd8pq,1,26.5,94.7,2025-05-16T17:24:25.590Z,2025-05-16T17:24:35Z,5irotktf4k5ynobf0zugdom0a,C. Antwi,,,5730356783,141,69.9,5730356779,56,Back,5730356787,213,3.87,5730356785,212,25.3,5730356781,140,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315321,242,1,1,23,9,1c7dv8ays675v9kp6a04sd8pq,1,18.2,53.9,2025-05-16T17:24:35.278Z,2025-05-16T17:24:38Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5730357067,56,Back,5730357073,212,18.6,5730357069,140,27.5,5730357075,213,5.27,5730357071,141,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315347,243,1,1,23,13,1c7dv8ays675v9kp6a04sd8pq,1,30.3,28.2,2025-05-16T17:24:38.814Z,2025-05-16T17:31:43Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5730357227,212,11.0,5730357225,141,12.3,5730357221,56,Back,5730357223,140,28.6,5730357229,213,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315369,244,1,1,23,15,1c7dv8ays675v9kp6a04sd8pq,1,28.8,14.6,2025-05-16T17:24:41.261Z,2025-05-16T17:24:43Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5730357355,213,1.99,5730357351,141,49.0,5730357347,56,Back,5730357353,212,25.6,5730357349,140,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315401,245,1,1,23,17,1c7dv8ays675v9kp6a04sd8pq,1,18.9,49.0,2025-05-16T17:24:43.333Z,2025-05-16T17:24:46Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5730357565,140,25.6,5730357567,141,73.0,5730357571,213,1.16,5730357563,56,Back,5730357569,212,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315421,246,1,1,23,21,1c7dv8ays675v9kp6a04sd8pq,1,25.6,73.0,2025-05-16T17:24:47.054Z,2025-05-16T17:24:48Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5730357697,56,Back,5730357703,212,16.3,5730357699,140,34.6,5730357705,213,0.95,5730357701,141,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315433,247,1,1,23,23,1c7dv8ays675v9kp6a04sd8pq,1,34.6,92.6,2025-05-16T17:24:48.837Z,2025-05-16T17:24:50Z,5irotktf4k5ynobf0zugdom0a,C. Antwi,,,5730357767,212,14.4,5730357765,141,71.8,5730357761,56,Back,5730357763,140,37.2,5730357769,213,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315475,248,1,1,23,24,1c7dv8ays675v9kp6a04sd8pq,1,37.2,71.8,2025-05-16T17:24:49.917Z,2025-05-16T17:24:53Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5730357967,212,15.8,5730357965,141,92.6,5730357961,56,Back,5730357963,140,30.5,5730357969,213,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315557,249,1,1,23,27,1c7dv8ays675v9kp6a04sd8pq,1,31.5,89.1,2025-05-16T17:24:52.892Z,2025-05-16T17:24:59Z,5irotktf4k5ynobf0zugdom0a,C. Antwi,,,5730358449,141,49.1,5730358445,56,Back,5730358455,213,4.54,5730358451,212,27.6,5730358447,140,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315583,250,1,1,23,33,1c7dv8ays675v9kp6a04sd8pq,1,31.7,51.5,2025-05-16T17:24:58.925Z,2025-05-16T17:25:00Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5730358617,213,6.27,5730358615,212,14.1,5730358607,56,Back,5730358611,140,45.1,5730358613,141,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315599,251,1,1,23,35,1c7dv8ays675v9kp6a04sd8pq,1,45.1,51.3,2025-05-16T17:25:00.494Z,2025-05-16T17:25:01Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5730358669,213,3.20,5730358663,140,26.9,5730358661,56,Back,5730358665,141,49.6,5730358697,156,,5730358667,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315719,252,1,1,23,38,1c7dv8ays675v9kp6a04sd8pq,1,30.5,49.3,2025-05-16T17:25:03.479Z,2025-05-16T17:31:54Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5730359321,1,,5730359317,212,63.6,5730359315,141,7.7,5730359311,56,Right,5730359313,140,84.8,5730386781,155,,5730359319,213,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315747,253,1,1,23,45,1c7dv8ays675v9kp6a04sd8pq,1,93.7,15.3,2025-05-16T17:25:11.006Z,2025-05-16T17:32:27Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5730359461,56,Center,5730359465,141,30.9,5730359467,212,10.8,5730359469,213,1.74,5730359463,140,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315759,254,50,1,23,46,1c7dv8ays675v9kp6a04sd8pq,1,91.8,29.2,2025-05-16T17:25:11.481Z,2025-05-16T17:51:13Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5730359509,56,Center,5730359511,286,,5730359549,233,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315715,187,7,1,23,46,5qxgilg61hlwxzfpdn2nhcayd,0,8.2,70.8,2025-05-16T17:25:11.482Z,2025-05-16T17:51:13Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5730359295,285,,5730359293,56,Back,5730359531,233,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315769,255,61,1,23,47,1c7dv8ays675v9kp6a04sd8pq,1,92.0,30.9,2025-05-16T17:25:12.854Z,2025-05-16T17:25:23Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5730359529,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315733,188,5,1,23,48,5qxgilg61hlwxzfpdn2nhcayd,1,-0.9,69.5,2025-05-16T17:25:13.450Z,2025-05-16T17:51:00Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5730359379,56,Back,5730359595,233,256,5730359381,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315781,256,5,1,23,48,1c7dv8ays675v9kp6a04sd8pq,0,100.9,30.5,2025-05-16T17:25:13.450Z,2025-05-16T17:51:00Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5730359585,346,,5730359635,233,188,5730359583,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316121,192,1,1,24,16,5qxgilg61hlwxzfpdn2nhcayd,1,5.0,63.0,2025-05-16T17:25:41.994Z,2025-05-16T17:25:45Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5730361607,140,3.5,5730361617,237,,5730361611,212,9.9,5730361605,56,Back,5730361603,124,,5730361609,141,48.7,5730361613,213,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316147,193,1,1,24,19,5qxgilg61hlwxzfpdn2nhcayd,1,8.2,44.5,2025-05-16T17:25:45.066Z,2025-05-16T17:25:47Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5730361733,213,6.07,5730361729,141,37.9,5730361727,140,27.6,5730361731,212,20.9,5730361725,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316161,194,1,1,24,21,5qxgilg61hlwxzfpdn2nhcayd,1,27.4,36.6,2025-05-16T17:25:47.354Z,2025-05-16T17:25:48Z,6k8sy2tikge6yet4o6tqtixux,E. Romero,,,5730361811,141,18.6,5730361815,213,3.91,5730361813,212,17.6,5730361809,140,15.3,5730361875,156,,5730361807,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316215,195,1,1,24,24,5qxgilg61hlwxzfpdn2nhcayd,1,16.3,13.8,2025-05-16T17:25:49.723Z,2025-05-16T17:25:51Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5730362081,140,25.2,5730362085,212,11.7,5730362087,213,5.64,5730362079,56,Back,5730362083,141,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316231,196,1,1,24,26,5qxgilg61hlwxzfpdn2nhcayd,1,27.0,3.4,2025-05-16T17:25:51.643Z,2025-05-16T17:25:53Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5730362197,212,20.6,5730362199,213,0.21,5730362193,140,46.2,5730362191,56,Back,5730362195,141,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316241,197,61,1,24,28,5qxgilg61hlwxzfpdn2nhcayd,1,47.8,9.5,2025-05-16T17:25:53.780Z,2025-05-16T17:25:54Z,49br3gmn71y8pd5wqkfkvrbah,Lucas Falcão,,,5730362229,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316261,198,61,1,24,30,5qxgilg61hlwxzfpdn2nhcayd,0,55.0,4.1,2025-05-16T17:25:55.979Z,2025-05-16T17:25:56Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5730362313,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316269,199,5,1,24,31,5qxgilg61hlwxzfpdn2nhcayd,0,56.6,-1.6,2025-05-16T17:25:56.954Z,2025-05-16T17:26:00Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5730362347,56,Right,5730362431,233,257,5730362349,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316279,257,5,1,24,31,1c7dv8ays675v9kp6a04sd8pq,1,43.4,101.6,2025-05-16T17:25:56.954Z,2025-05-16T17:51:00Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5730362403,56,Back,5730362405,347,,5730362425,233,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316385,258,1,1,24,38,1c7dv8ays675v9kp6a04sd8pq,1,38.8,100.0,2025-05-16T17:26:03.557Z,2025-05-16T17:26:07Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5730363089,107,,5730363097,141,86.5,5730363101,213,3.86,5730363091,56,Back,5730363093,140,27.3,5730363099,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316403,259,1,1,24,42,1c7dv8ays675v9kp6a04sd8pq,1,27.6,86.6,2025-05-16T17:26:07.470Z,2025-05-16T17:26:08Z,5irotktf4k5ynobf0zugdom0a,C. Antwi,,,5730363213,213,4.23,5730363209,141,70.3,5730363211,212,12.5,5730363205,56,Back,5730363207,140,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316447,260,1,1,24,43,1c7dv8ays675v9kp6a04sd8pq,1,24.2,70.6,2025-05-16T17:26:08.629Z,2025-05-16T17:26:12Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5730363437,213,4.46,5730363435,212,16.6,5730363431,140,20.2,5730363433,141,47.0,5730363429,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316501,261,1,1,24,47,1c7dv8ays675v9kp6a04sd8pq,1,23.8,55.8,2025-05-16T17:26:12.605Z,2025-05-16T17:26:16Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5730363773,212,23.3,5730363769,140,37.2,5730363775,213,5.36,5730363771,141,28.5,5730363767,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316523,262,1,1,24,51,1c7dv8ays675v9kp6a04sd8pq,1,35.8,32.2,2025-05-16T17:26:16.733Z,2025-05-16T17:26:18Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5730363893,141,56.1,5730363895,212,19.0,5730363897,213,2.11,5730363889,56,Back,5730363891,140,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316599,264,1,1,24,54,1c7dv8ays675v9kp6a04sd8pq,1,26.5,56.1,2025-05-16T17:26:19.838Z,2025-05-16T17:26:23Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5730364395,212,14.3,5730364397,213,1.41,5730364389,56,Back,5730364391,140,28.7,5730364393,141,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316665,265,1,1,24,58,1c7dv8ays675v9kp6a04sd8pq,1,31.9,79.7,2025-05-16T17:26:23.702Z,2025-05-16T17:26:27Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5730364723,212,58.5,5730364721,141,63.9,5730364717,56,Center,5730364725,213,6.10,5730364719,140,86.7,5730364715,155,,5730364727,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316667,266,43,1,25,2,1c7dv8ays675v9kp6a04sd8pq,1,0.0,0.0,2025-05-16T17:26:27.838Z,2025-05-16T17:26:32Z,9c2ajg42wya1u4lh1eeye2jo4,M. Toure,,,5730365065,144,61,5730364733,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316779,267,1,1,25,7,1c7dv8ays675v9kp6a04sd8pq,1,87.1,81.8,2025-05-16T17:26:33.324Z,2025-05-16T17:26:35Z,9c2ajg42wya1u4lh1eeye2jo4,M. Toure,,,5730365301,212,10.9,5730365299,141,97.1,5730365297,140,84.1,5730365295,56,Left,5730365303,213,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316807,268,1,1,25,9,1c7dv8ays675v9kp6a04sd8pq,1,83.8,96.0,2025-05-16T17:26:34.853Z,2025-05-16T17:26:37Z,5irotktf4k5ynobf0zugdom0a,C. Antwi,,,5730365429,56,Left,5730365433,141,80.6,5730365431,140,73.8,5730365435,212,14.8,5730365437,213,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316823,269,1,1,25,11,1c7dv8ays675v9kp6a04sd8pq,0,74.1,82.4,2025-05-16T17:26:37.070Z,2025-05-16T17:26:57Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5730365527,213,5.87,5730365519,56,Center,5730365517,155,,5730365521,140,97.5,5730365525,212,26.8,5730365523,141,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316995,204,61,1,25,12,5qxgilg61hlwxzfpdn2nhcayd,1,20.6,30.0,2025-05-16T17:26:37.978Z,2025-05-16T17:26:57Z,6k8sy2tikge6yet4o6tqtixux,E. Romero,,,5730366583,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316833,270,1,1,25,13,1c7dv8ays675v9kp6a04sd8pq,0,96.3,68.2,2025-05-16T17:26:38.949Z,2025-05-16T17:26:40Z,5irotktf4k5ynobf0zugdom0a,C. Antwi,,,5730365573,141,55.5,5730365569,56,Center,5730365577,213,4.64,5730365575,212,8.7,5730365571,140,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316863,202,8,1,25,14,5qxgilg61hlwxzfpdn2nhcayd,1,3.0,46.3,2025-05-16T17:26:40.316Z,2025-05-16T17:27:36Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5730365707,56,Back,5730369457,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316873,203,6,1,25,15,5qxgilg61hlwxzfpdn2nhcayd,0,3.4,45.6,2025-05-16T17:26:41.351Z,2025-05-16T17:52:23Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5730365841,56,Back,5730365845,73,,5730365975,233,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316853,271,6,1,25,15,1c7dv8ays675v9kp6a04sd8pq,1,96.6,54.4,2025-05-16T17:26:41.351Z,2025-05-16T17:52:23Z,5irotktf4k5ynobf0zugdom0a,C. Antwi,,,5730365717,56,Center,5730365949,233,203,5730365719,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317209,272,1,1,25,44,1c7dv8ays675v9kp6a04sd8pq,1,99.5,99.5,2025-05-16T17:27:10.325Z,2025-05-16T17:27:14Z,5irotktf4k5ynobf0zugdom0a,C. Antwi,,,5730367685,140,84.9,5730367681,56,Left,5730367689,212,16.7,5730367687,141,89.9,5730367691,213,3.54,5730367679,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317225,273,1,1,25,45,1c7dv8ays675v9kp6a04sd8pq,1,84.9,89.9,2025-05-16T17:27:11.212Z,2025-05-16T17:27:12Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5730367789,212,11.5,5730367783,56,Left,5730367791,213,5.84,5730367785,140,94.8,5730367787,141,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317239,274,1,1,25,47,1c7dv8ays675v9kp6a04sd8pq,0,94.8,82.6,2025-05-16T17:27:12.469Z,2025-05-16T17:27:13Z,5irotktf4k5ynobf0zugdom0a,C. Antwi,,,5730367897,236,,5730367903,286,,5730367867,212,2.6,5730367855,56,Center,5730367851,2,,5730367863,141,78.8,5730367853,155,,5730367871,213,4.83,5730367859,140,95.1,5730367899,233,,,,,,,,,,,,205,,,,,,,,,,,,
2815317233,205,12,1,25,47,5qxgilg61hlwxzfpdn2nhcayd,1,2.9,14.3,2025-05-16T17:27:12.569Z,2025-05-16T17:27:14Z,6k8sy2tikge6yet4o6tqtixux,E. Romero,,,5730367833,56,Back,5730367915,233,274,5730367831,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317245,206,6,1,25,47,5qxgilg61hlwxzfpdn2nhcayd,0,3.6,17.2,2025-05-16T17:27:13.178Z,2025-05-16T17:27:19Z,6k8sy2tikge6yet4o6tqtixux,E. Romero,,,5730367919,73,,5730368037,233,275,5730367917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317265,275,6,1,25,47,1c7dv8ays675v9kp6a04sd8pq,1,96.4,82.8,2025-05-16T17:27:13.178Z,2025-05-16T17:52:23Z,5irotktf4k5ynobf0zugdom0a,C. Antwi,,,5730367985,56,Left,5730367987,73,,5730367989,233,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317585,276,1,1,26,13,1c7dv8ays675v9kp6a04sd8pq,0,99.6,99.6,2025-05-16T17:27:38.446Z,2025-05-16T17:27:40Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5730369767,155,,5730369783,213,4.64,5730369765,6,,5730369787,1,,5730369775,141,49.3,5730369771,56,Center,5730369773,140,97.3,5730369763,2,,5730369779,212,34.3,5730369769,223,,,,,,,,,,,,,,,,,,,,,,,,
2815317611,207,12,1,26,15,5qxgilg61hlwxzfpdn2nhcayd,1,6.9,48.1,2025-05-16T17:27:40.841Z,2025-05-16T17:27:42Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5730369949,15,,5730369899,140,22.0,5730369901,141,54.2,5730369905,213,0.26,5730369897,56,Back,5730369903,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317631,277,13,1,26,17,1c7dv8ays675v9kp6a04sd8pq,1,75.4,49.7,2025-05-16T17:27:42.596Z,2025-05-16T17:34:39Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5730395563,153,,5730373313,25,,5730374285,230,98.1,5730374277,328,,5730374281,146,89.1,5730374273,103,25,5730370017,56,Center,5730374283,147,53.8,5730370015,18,,5730395561,73,5730373315,20,,5730374279,458,,5730374287,231,49.6,5730374275,108,,5730374271,102,,,,,,,,,,61.8
2815317659,208,12,1,26,17,5qxgilg61hlwxzfpdn2nhcayd,1,11.2,48.3,2025-05-16T17:27:42.696Z,2025-05-16T17:34:24Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5730396249,141,66.0,5730396399,15,,5730396247,140,23.9,5730396253,213,0.73,5730396251,212,18.0,5730370151,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317679,209,43,1,26,20,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-05-16T17:27:45.562Z,2025-05-16T17:28:28Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5730373359,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317767,210,1,1,26,21,5qxgilg61hlwxzfpdn2nhcayd,0,26.3,75.3,2025-05-16T17:27:46.683Z,2025-05-16T17:34:47Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5730370741,212,48.7,5730370745,1,,5730370739,141,93.6,5730370735,56,Left,5730370737,140,71.1,5730370743,213,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317883,279,1,1,26,25,1c7dv8ays675v9kp6a04sd8pq,1,26.0,15.2,2025-05-16T17:27:51.119Z,2025-05-16T17:27:59Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5730371383,213,6.19,5730371385,1,,5730371377,140,82.8,5730371381,212,59.9,5730371373,157,,5730371379,141,7.0,5730371375,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317887,280,61,1,26,34,1c7dv8ays675v9kp6a04sd8pq,1,82.8,7.0,2025-05-16T17:27:59.605Z,2025-05-16T17:35:04Z,9c2ajg42wya1u4lh1eeye2jo4,M. Toure,,,5730371393,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815323157,330,1,1,26,35,1c7dv8ays675v9kp6a04sd8pq,1,72.4,7.2,2025-05-16T17:28:01.317Z,2025-05-16T17:35:41Z,5t58neiqhud2d4h64owu8fwiy,A. Sadiku,,,5730401703,212,8.7,5730401701,141,15.6,5730401699,140,66.2,5730401705,213,2.42,5730401697,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317961,281,1,1,26,36,1c7dv8ays675v9kp6a04sd8pq,1,70.6,10.6,2025-05-16T17:28:01.804Z,2025-05-16T17:28:07Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5730371827,213,5.77,5730371825,212,11.8,5730371821,140,80.4,5730371819,56,Right,5730371823,141,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
