id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2803057313,189,1,1,23,3,5qxgilg61hlwxzfpdn2nhcayd,1,24.2,4.3,2025-04-19T14:24:55.347Z,2025-04-19T14:24:58Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5662703123,56,Back,5662703129,212,15.1,5662703125,140,25.7,5662703131,213,1.47,5662703127,141,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803057537,190,1,1,23,6,5qxgilg61hlwxzfpdn2nhcayd,1,29.6,33.7,2025-04-19T14:24:58.307Z,2025-04-19T14:25:07Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,,5662704249,56,Back,5662704255,212,17.7,5662704251,140,30.9,5662704253,141,59.6,5662704257,213,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803057621,191,1,1,23,15,5qxgilg61hlwxzfpdn2nhcayd,1,47.5,91.2,2025-04-19T14:25:07.410Z,2025-04-19T14:25:10Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5662704701,141,94.7,5662704697,56,Back,5662704699,140,29.6,5662704703,212,18.9,5662704705,213,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803057713,192,1,1,23,19,5qxgilg61hlwxzfpdn2nhcayd,1,27.5,93.5,2025-04-19T14:25:10.499Z,2025-04-19T14:25:13Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5662705089,140,15.9,5662705095,213,4.11,5662705093,212,21.6,5662705087,56,Back,5662705091,141,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803057809,193,1,1,23,22,5qxgilg61hlwxzfpdn2nhcayd,1,18.7,64.9,2025-04-19T14:25:13.731Z,2025-04-19T14:25:18Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5662705607,212,17.0,5662705601,56,Back,5662705603,140,20.5,5662705609,213,4.82,5662705605,141,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803057863,194,1,1,23,26,5qxgilg61hlwxzfpdn2nhcayd,1,26.5,26.4,2025-04-19T14:25:18.228Z,2025-04-19T14:25:20Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5662705905,212,16.1,5662705901,140,33.3,5662705899,56,Back,5662705903,141,5.2,5662705907,213,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803057941,195,1,1,23,28,5qxgilg61hlwxzfpdn2nhcayd,1,33.3,5.2,2025-04-19T14:25:20.211Z,2025-04-19T14:25:23Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5662706297,56,Back,5662706301,141,13.5,5662706305,213,2.63,5662706299,140,23.8,5662706303,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803058029,196,1,1,23,31,5qxgilg61hlwxzfpdn2nhcayd,1,23.8,13.5,2025-04-19T14:25:23.058Z,2025-04-19T14:25:26Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5662706787,212,25.2,5662706781,56,Back,5662706789,213,1.94,5662706785,141,48.1,5662706783,140,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803058179,197,1,1,23,34,5qxgilg61hlwxzfpdn2nhcayd,1,17.4,47.9,2025-04-19T14:25:26.179Z,2025-04-19T14:25:33Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5662707641,140,21.9,5662707637,56,Back,5662707645,212,18.4,5662707647,213,1.31,5662707643,141,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803058253,198,1,1,23,42,5qxgilg61hlwxzfpdn2nhcayd,0,37.4,80.8,2025-04-19T14:25:33.731Z,2025-04-19T14:25:36Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5662708009,155,,5662708023,140,72.0,5662708029,212,51.7,5662708013,56,Center,5662708033,1,,5662708031,213,5.49,5662708027,141,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803058283,206,12,1,23,45,cy6zs39z79dcfbr4xzkp38z7q,1,26.6,88.3,2025-04-19T14:25:37.384Z,2025-04-19T14:25:39Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5662708165,213,0.85,5662708151,56,Back,5662708163,212,11.9,5662708153,140,34.1,5662708159,141,100.0,5662708267,167,,5662708209,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803058279,199,5,1,23,46,5qxgilg61hlwxzfpdn2nhcayd,1,64.6,-1.4,2025-04-19T14:25:38.307Z,2025-04-19T14:53:15Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5662708141,56,Right,5662708143,347,,5662708269,233,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803058299,207,5,1,23,46,cy6zs39z79dcfbr4xzkp38z7q,0,35.4,101.4,2025-04-19T14:25:38.307Z,2025-04-19T14:53:16Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5662708237,347,,5662708293,233,199,5662708235,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803058493,200,1,1,23,52,5qxgilg61hlwxzfpdn2nhcayd,1,67.4,0.0,2025-04-19T14:25:43.443Z,2025-04-19T14:25:47Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5662709241,56,Right,5662709237,107,,5662709245,140,64.8,5662709251,213,1.90,5662709247,141,10.7,5662709249,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803058587,201,1,1,23,55,5qxgilg61hlwxzfpdn2nhcayd,1,63.6,18.3,2025-04-19T14:25:46.915Z,2025-04-19T14:25:50Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,,5662709711,140,66.2,5662709723,213,5.04,5662709715,141,6.4,5662709719,212,8.5,5662709709,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803058649,202,1,1,23,58,5qxgilg61hlwxzfpdn2nhcayd,1,66.4,6.4,2025-04-19T14:25:49.970Z,2025-04-19T14:25:51Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5662710049,141,33.1,5662710035,155,,5662710051,212,31.0,5662710045,140,90.3,5662710039,56,Center,5662710057,213,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803058657,203,61,1,24,0,5qxgilg61hlwxzfpdn2nhcayd,0,90.3,33.1,2025-04-19T14:25:51.778Z,2025-04-19T14:25:52Z,2shgmz0kct6m0wphe28gq04ix,S. Lindholm,,,5662710095,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803059055,209,1,1,24,15,cy6zs39z79dcfbr4xzkp38z7q,1,3.3,54.6,2025-04-19T14:26:07.305Z,2025-04-19T14:26:10Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5662712429,212,19.5,5662712425,140,9.0,5662712423,56,Back,5662712427,141,27.3,5662712421,123,,5662712431,213,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803059155,210,1,1,24,18,cy6zs39z79dcfbr4xzkp38z7q,1,12.1,29.2,2025-04-19T14:26:10.328Z,2025-04-19T14:26:13Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5662712881,212,17.7,5662712877,140,3.1,5662712885,213,2.13,5662712879,141,51.2,5662712875,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803059241,211,1,1,24,22,cy6zs39z79dcfbr4xzkp38z7q,1,6.4,59.4,2025-04-19T14:26:13.609Z,2025-04-19T14:26:16Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5662713335,56,Back,5662713343,213,0.75,5662713333,157,,5662713339,141,96.6,5662713341,212,37.1,5662713337,140,32.2,5662713345,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803059311,212,1,1,24,24,cy6zs39z79dcfbr4xzkp38z7q,1,32.1,96.0,2025-04-19T14:26:16.312Z,2025-04-19T14:26:19Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,,5662713633,56,Back,5662713639,212,6.2,5662713635,140,32.7,5662713641,213,4.81,5662713637,141,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803059299,204,83,1,24,26,5qxgilg61hlwxzfpdn2nhcayd,0,65.3,25.9,2025-04-19T14:26:18.275Z,2025-04-19T14:26:21Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,,5662713969,399,9rle4eqj5q7d4y7hgu570vgfd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803059341,213,1,1,24,27,cy6zs39z79dcfbr4xzkp38z7q,1,32.2,75.6,2025-04-19T14:26:18.871Z,2025-04-19T14:26:20Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5662713821,212,6.3,5662713809,56,Back,5662713819,141,67.5,5662713823,213,4.21,5662713815,140,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803059381,214,1,1,24,28,cy6zs39z79dcfbr4xzkp38z7q,1,28.8,67.2,2025-04-19T14:26:20.184Z,2025-04-19T14:26:21Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,,5662714033,141,76.6,5662714037,213,1.89,5662714035,212,6.7,5662714029,56,Back,5662714031,140,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803059449,215,1,1,24,30,cy6zs39z79dcfbr4xzkp38z7q,1,27.5,78.2,2025-04-19T14:26:21.896Z,2025-04-19T14:26:24Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5662714373,212,10.5,5662714369,141,69.7,5662714363,56,Back,5662714365,140,19.2,5662714377,213,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803059703,216,1,1,24,33,cy6zs39z79dcfbr4xzkp38z7q,1,18.9,68.8,2025-04-19T14:26:24.712Z,2025-04-19T14:26:33Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5662715679,196,,5662715685,141,8.8,5662715677,155,,5662715681,56,Back,5662715683,140,46.2,5662715689,213,5.32,5662715691,1,,5662715687,212,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,
2803059837,217,1,1,24,41,cy6zs39z79dcfbr4xzkp38z7q,1,59.9,22.8,2025-04-19T14:26:33.288Z,2025-04-19T14:26:39Z,33va022bhya45v496wz8usn6y,O. Kemppainen,,,5662716411,213,5.13,5662716407,141,7.6,5662716409,212,11.3,5662716405,140,64.3,5662716403,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803059907,218,1,1,24,48,cy6zs39z79dcfbr4xzkp38z7q,0,59.9,11.0,2025-04-19T14:26:39.479Z,2025-04-19T14:27:13Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5662716749,213,6.02,5662716745,141,7.6,5662716743,140,68.1,5662716741,56,Right,5662716747,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803060007,206,1,1,24,51,5qxgilg61hlwxzfpdn2nhcayd,1,30.2,90.2,2025-04-19T14:26:43.235Z,2025-04-19T14:26:46Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5662717289,213,5.61,5662717285,141,80.0,5662717283,140,38.4,5662717287,212,11.1,5662717281,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803060001,219,83,1,24,54,cy6zs39z79dcfbr4xzkp38z7q,0,63.5,16.8,2025-04-19T14:26:45.975Z,2025-04-19T14:26:51Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5662717783,399,2shgmz0kct6m0wphe28gq04ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803060021,207,43,1,24,54,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-04-19T14:26:46.035Z,2025-04-19T14:26:51Z,2shgmz0kct6m0wphe28gq04ix,S. Lindholm,,,5662717825,144,1,5662717369,212,9.5,5662717365,140,42.1,5662717363,56,Back,5662717371,213,0.61,5662717367,141,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803060069,208,4,1,24,56,5qxgilg61hlwxzfpdn2nhcayd,1,34.3,83.4,2025-04-19T14:26:47.718Z,2025-04-19T14:32:48Z,2shgmz0kct6m0wphe28gq04ix,S. Lindholm,,,5662717685,152,,5662717681,13,,5662718099,233,220,5662717689,286,,5662717683,56,Back,5662717687,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803060045,220,4,1,24,56,cy6zs39z79dcfbr4xzkp38z7q,0,65.7,16.6,2025-04-19T14:26:47.719Z,2025-04-19T14:54:36Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5662718057,285,,5662718053,152,,5662718137,233,208,5662718047,13,,5662718051,56,Right,5662718055,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803060381,209,1,1,25,6,5qxgilg61hlwxzfpdn2nhcayd,1,30.5,84.7,2025-04-19T14:26:57.874Z,2025-04-19T14:27:02Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5662719363,213,4.53,5662719353,152,,5662719359,141,47.0,5662719357,140,25.9,5662719355,56,Back,5662719351,5,,5662719361,212,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803060413,210,1,1,25,11,5qxgilg61hlwxzfpdn2nhcayd,1,27.7,43.6,2025-04-19T14:27:02.738Z,2025-04-19T14:27:04Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5662719515,141,7.6,5662719511,56,Right,5662719519,213,5.49,5662719513,140,50.8,5662719521,1,,5662719517,212,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803060441,211,1,1,25,12,5qxgilg61hlwxzfpdn2nhcayd,1,50.8,7.6,2025-04-19T14:27:04.067Z,2025-04-19T14:28:50Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5662719683,56,Back,5662719689,212,11.4,5662719685,140,40.6,5662719691,213,2.78,5662719687,141,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803060567,212,1,1,25,16,5qxgilg61hlwxzfpdn2nhcayd,1,32.8,20.0,2025-04-19T14:27:07.634Z,2025-04-19T14:27:11Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5662720367,56,Back,5662720371,141,39.8,5662720373,212,15.2,5662720375,213,2.06,5662720369,140,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803060645,213,1,1,25,19,5qxgilg61hlwxzfpdn2nhcayd,1,25.7,44.6,2025-04-19T14:27:10.866Z,2025-04-19T14:27:13Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5662720653,141,76.6,5662720657,213,1.53,5662720649,56,Back,5662720655,212,21.8,5662720651,140,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803060711,214,1,1,25,22,5qxgilg61hlwxzfpdn2nhcayd,1,26.5,76.7,2025-04-19T14:27:13.650Z,2025-04-19T14:27:16Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5662721019,140,17.0,5662721025,212,20.7,5662721027,213,4.21,5662721011,56,Back,5662721023,141,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803060789,215,1,1,25,24,5qxgilg61hlwxzfpdn2nhcayd,1,17.5,49.6,2025-04-19T14:27:16.402Z,2025-04-19T14:27:19Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5662721379,213,5.04,5662721373,140,21.6,5662721375,141,30.7,5662721371,56,Back,5662721377,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803060901,216,1,1,25,27,5qxgilg61hlwxzfpdn2nhcayd,1,22.4,25.8,2025-04-19T14:27:18.963Z,2025-04-19T14:27:23Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5662721913,141,6.1,5662721909,56,Back,5662721917,213,5.23,5662721915,212,15.4,5662721911,140,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803061071,217,1,1,25,31,5qxgilg61hlwxzfpdn2nhcayd,1,31.0,25.3,2025-04-19T14:27:23.187Z,2025-04-19T14:27:30Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5662722789,213,2.17,5662722783,212,31.1,5662722777,141,63.0,5662722773,140,14.3,5662722769,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803061137,218,1,1,25,38,5qxgilg61hlwxzfpdn2nhcayd,1,13.8,56.1,2025-04-19T14:27:30.130Z,2025-04-19T14:27:33Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5662723183,141,33.7,5662723187,213,5.16,5662723179,56,Back,5662723185,212,16.9,5662723181,140,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803061223,219,1,1,25,41,5qxgilg61hlwxzfpdn2nhcayd,0,21.6,31.9,2025-04-19T14:27:32.899Z,2025-04-19T14:27:36Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5662723713,1,,5662723709,212,66.3,5662723705,140,84.7,5662723703,56,Center,5662723701,155,,5662723707,141,29.8,5662723711,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803061251,221,11,1,25,46,cy6zs39z79dcfbr4xzkp38z7q,1,14.8,69.1,2025-04-19T14:27:38.120Z,2025-04-19T14:27:38Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5662723853,56,Back,5662723857,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803061603,223,1,1,25,55,cy6zs39z79dcfbr4xzkp38z7q,0,12.6,63.1,2025-04-19T14:27:47.273Z,2025-04-19T14:27:52Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5662725575,141,55.2,5662725579,213,6.18,5662725573,140,62.9,5662725563,198,,5662725569,56,Center,5662725557,157,,5662725577,212,53.1,5662725581,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803061617,220,44,1,25,59,5qxgilg61hlwxzfpdn2nhcayd,1,32.5,53.6,2025-04-19T14:27:51.250Z,2025-04-19T14:31:07Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5662725661,56,Back,5662725665,285,,5662725777,233,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803061621,224,44,1,25,59,cy6zs39z79dcfbr4xzkp38z7q,0,67.5,46.4,2025-04-19T14:27:51.251Z,2025-04-19T14:27:53Z,7wd41kdu78udzrxi9feh2drhm,M. Ndione,,,5662725799,233,220,5662725693,56,Center,5662725695,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803061679,221,1,1,26,0,5qxgilg61hlwxzfpdn2nhcayd,0,27.9,62.4,2025-04-19T14:27:51.602Z,2025-04-19T14:37:07Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5662725941,56,Back,5662725939,3,,5662725945,141,51.6,5662725947,212,9.9,5662725951,213,5.45,5662725943,140,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803061665,225,1,1,26,2,cy6zs39z79dcfbr4xzkp38z7q,0,53.2,54.2,2025-04-19T14:27:53.512Z,2025-04-19T14:35:16Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5662725875,213,0.91,5662725871,141,57.6,5662725873,212,2.9,5662781807,236,,5662725869,140,54.9,5662781813,286,,5662781809,233,222,5662725867,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2803061689,222,74,1,26,2,5qxgilg61hlwxzfpdn2nhcayd,1,35.2,48.1,2025-04-19T14:27:53.513Z,2025-04-19T14:52:52Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,,5662725997,56,Back,5662781937,233,225,5662781737,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803061711,226,43,1,26,3,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-04-19T14:27:54.824Z,2025-04-19T14:29:39Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,,5662726085,56,Center,5662726105,213,5.67,5662726101,212,5.9,5662740545,144,1,5662726089,140,52.8,5662726095,141,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803061763,224,1,1,26,4,5qxgilg61hlwxzfpdn2nhcayd,1,49.9,41.9,2025-04-19T14:27:55.875Z,2025-04-19T14:36:13Z,d7fbq3piag375ujo9q9njqq6s,D. Bulgakov,,,5662726307,212,12.0,5662726301,56,Back,5662726309,213,2.04,5662726303,140,44.7,5662726305,141,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803061797,225,1,1,26,5,5qxgilg61hlwxzfpdn2nhcayd,1,44.7,57.6,2025-04-19T14:27:56.722Z,2025-04-19T14:36:20Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5662726495,140,59.4,5662726505,213,5.80,5662726499,141,45.8,5662726493,56,Center,5662726503,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803074591,332,1,1,26,7,5qxgilg61hlwxzfpdn2nhcayd,1,70.8,57.5,2025-04-19T14:27:58.497Z,2025-04-19T14:36:57Z,5k1kwehh9ck6nlqugcurw1yi1,D. Parfitt-Williams,,,5662796767,141,49.5,5662796771,213,4.01,5662796769,212,7.1,5662796765,140,66.4,5662796763,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803061983,226,1,1,26,9,5qxgilg61hlwxzfpdn2nhcayd,1,70.0,36.3,2025-04-19T14:28:00.914Z,2025-04-19T14:28:05Z,d7fbq3piag375ujo9q9njqq6s,D. Bulgakov,,,5662727449,141,24.7,5662727451,212,9.9,5662727447,140,75.7,5662727445,56,Center,5662727453,213,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803062023,227,1,1,26,14,5qxgilg61hlwxzfpdn2nhcayd,1,71.4,43.7,2025-04-19T14:28:05.700Z,2025-04-19T14:28:07Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5662727651,213,2.35,5662727641,140,55.4,5662727639,56,Center,5662727649,212,23.8,5662727645,141,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803062071,228,1,1,26,15,5qxgilg61hlwxzfpdn2nhcayd,1,55.4,68.5,2025-04-19T14:28:07.025Z,2025-04-19T14:28:09Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5662727925,140,76.5,5662727929,212,28.7,5662727923,56,Left,5662727927,141,95.3,5662727931,213,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803062279,229,1,1,26,17,5qxgilg61hlwxzfpdn2nhcayd,1,77.6,95.6,2025-04-19T14:28:09.073Z,2025-04-19T14:28:15Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5662729025,56,Left,5662729033,213,4.05,5662729029,141,85.4,5662729031,212,8.8,5662729027,140,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803062333,230,1,1,26,23,5qxgilg61hlwxzfpdn2nhcayd,1,73.5,69.1,2025-04-19T14:28:15.106Z,2025-04-19T14:28:17Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5662729319,213,4.43,5662729313,140,70.2,5662729317,212,12.4,5662729315,141,51.6,5662729311,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803062625,231,1,1,26,25,5qxgilg61hlwxzfpdn2nhcayd,1,70.3,41.6,2025-04-19T14:28:17.282Z,2025-04-19T14:28:34Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,1.0,,5662730683,141,5.5,5662731717,210,15,5662730679,56,Right,5662730685,212,29.8,5662730693,213,5.32,5662730681,140,86.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803062643,232,15,1,26,33,5qxgilg61hlwxzfpdn2nhcayd,1,74.5,35.4,2025-04-19T14:28:25.155Z,2025-04-19T14:28:36Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5662731865,29,,5662730779,56,Center,5662731083,72,,5662732019,233,227,5662731863,78,,5662731879,146,99.3,5662731881,147,49.3,5662731867,133,,5662731875,103,5662730777,18,,5662731869,55,231,5662731873,102,8.2,51.6,5662730775,22,5662731877,215,,,,,,,,,,
2803062631,227,10,1,26,33,cy6zs39z79dcfbr4xzkp38z7q,1,2.0,50.1,2025-04-19T14:28:25.255Z,2025-04-19T14:28:36Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5662730987,177,,5662732031,233,232,5662730989,180,,5662730735,56,Back,5662730731,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803063077,229,1,1,26,39,cy6zs39z79dcfbr4xzkp38z7q,1,3.4,51.5,2025-04-19T14:28:31.305Z,2025-04-19T14:28:42Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5662732857,213,1.06,5662732853,141,71.7,5662732845,123,,5662732851,140,10.8,5662732855,212,15.8,5662732849,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803063129,230,1,1,26,50,cy6zs39z79dcfbr4xzkp38z7q,1,34.6,89.7,2025-04-19T14:28:41.992Z,2025-04-19T14:28:43Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5662733107,213,3.31,5662733103,141,87.2,5662733101,140,25.3,5662733099,56,Back,5662733105,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803063361,231,1,1,26,52,cy6zs39z79dcfbr4xzkp38z7q,1,23.7,84.1,2025-04-19T14:28:43.832Z,2025-04-19T14:28:52Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5662734269,212,20.4,5662734263,56,Back,5662734265,140,10.6,5662734271,213,3.97,5662734267,141,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803063425,232,1,1,27,0,cy6zs39z79dcfbr4xzkp38z7q,1,17.2,55.5,2025-04-19T14:28:52.408Z,2025-04-19T14:28:54Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5662734611,140,29.5,5662734609,56,Back,5662734619,212,19.8,5662734623,213,0.86,5662734615,141,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
