id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/15/value
2823275799,187,5,1,18,47,ea3yd0dgq6uy6pupkpn17j5xg,0,67.8,-2.0,2025-06-18T14:19:37.934Z,2025-06-18T14:19:42Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5774692577,347,,5774692575,56,Right,5774692607,233,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275801,212,5,1,18,47,2rdnn9p03qrmmv34tyx1nahpa,1,32.2,102.0,2025-06-18T14:19:37.934Z,2025-06-18T14:53:19Z,dprt62xpys5habrdk1kg6sbu1,A. Akinyemi,,,5774692581,347,,5774692579,56,Back,5774692597,233,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275819,213,1,1,19,0,2rdnn9p03qrmmv34tyx1nahpa,0,25.9,100.0,2025-06-18T14:19:51.657Z,2025-06-18T14:19:53Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5774692701,140,53.6,5774692703,141,89.7,5774692697,107,,5774692709,1,,5774692705,212,30.3,5774692707,213,6.00,5774692699,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275823,188,44,1,19,4,ea3yd0dgq6uy6pupkpn17j5xg,1,39.8,24.8,2025-06-18T14:19:55.045Z,2025-06-18T16:03:32Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5774692727,56,Back,5774692815,233,214,5774692813,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275827,214,44,1,19,4,2rdnn9p03qrmmv34tyx1nahpa,0,60.2,75.2,2025-06-18T14:19:55.046Z,2025-06-18T16:03:33Z,87xd8a3n7mtk57za6pcc5l5n9,L. Ala-Myllymäki,,,5774692819,233,188,5774692731,56,Center,5774692733,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275835,190,1,1,19,5,ea3yd0dgq6uy6pupkpn17j5xg,1,38.0,25.2,2025-06-18T14:19:56.325Z,2025-06-18T14:20:00Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5774692781,212,28.5,5774692779,141,42.1,5774692783,213,2.73,5774692775,56,Back,5774692777,140,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275837,215,43,1,19,5,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-06-18T14:19:56.544Z,2025-06-18T14:26:10Z,87xd8a3n7mtk57za6pcc5l5n9,L. Ala-Myllymäki,,,5774692791,140,59.3,5774692797,213,3.14,5774696693,144,1,5774692793,141,71.5,5774692789,56,Center,5774692795,212,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275839,191,1,1,19,9,ea3yd0dgq6uy6pupkpn17j5xg,1,14.3,39.8,2025-06-18T14:20:00.645Z,2025-06-18T14:26:20Z,dssxj3ymyofvhfjgmpg1ftuga,H. Riihimäki,,,5774692807,212,14.0,5774692803,140,21.5,5774692809,213,5.28,5774692801,56,Back,5774692805,141,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823276515,252,1,1,19,15,ea3yd0dgq6uy6pupkpn17j5xg,1,23.9,22.9,2025-06-18T14:20:06.430Z,2025-06-18T14:26:57Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5774697157,212,9.9,5774697153,140,30.6,5774697159,213,5.50,5774697151,56,Back,5774697155,141,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275851,192,1,1,19,17,ea3yd0dgq6uy6pupkpn17j5xg,1,30.4,17.3,2025-06-18T14:20:07.813Z,2025-06-18T14:20:08Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5774692887,141,24.7,5774692885,140,20.2,5774692889,212,11.8,5774692883,56,Back,5774692891,213,2.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275853,193,1,1,19,18,ea3yd0dgq6uy6pupkpn17j5xg,1,22.1,23.6,2025-06-18T14:20:08.725Z,2025-06-18T14:20:10Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5774692897,140,28.5,5774692895,56,Back,5774692903,213,5.32,5774692899,141,9.5,5774692901,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275859,194,1,1,19,20,ea3yd0dgq6uy6pupkpn17j5xg,1,29.1,7.0,2025-06-18T14:20:10.758Z,2025-06-18T14:20:13Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5774692941,140,59.3,5774692939,56,Right,5774692947,213,0.16,5774692945,212,32.1,5774692937,155,,5774692949,1,,5774692943,141,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275865,195,1,1,19,22,ea3yd0dgq6uy6pupkpn17j5xg,1,58.0,13.4,2025-06-18T14:20:13.269Z,2025-06-18T14:20:15Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5774692995,213,2.73,5774692991,141,25.6,5774692993,212,20.7,5774692989,140,39.9,5774692987,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275869,196,1,1,19,24,ea3yd0dgq6uy6pupkpn17j5xg,0,39.9,25.6,2025-06-18T14:20:15.349Z,2025-06-18T14:20:16Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5774693007,213,5.37,5774692999,56,Back,5774693003,141,13.8,5774693001,140,45.8,5774693005,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275877,217,1,1,19,26,2rdnn9p03qrmmv34tyx1nahpa,1,59.9,79.4,2025-06-18T14:20:16.720Z,2025-06-18T14:20:18Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5774693035,141,55.8,5774693039,213,4.87,5774693033,140,62.3,5774693037,212,16.2,5774693031,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275879,218,1,1,19,27,2rdnn9p03qrmmv34tyx1nahpa,1,61.9,62.9,2025-06-18T14:20:18.224Z,2025-06-18T14:20:20Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5774693051,213,4.20,5774693047,141,41.0,5774693043,56,Center,5774693045,140,54.0,5774693049,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275883,219,1,1,19,29,2rdnn9p03qrmmv34tyx1nahpa,1,54.0,41.0,2025-06-18T14:20:20.392Z,2025-06-18T14:20:25Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5774693091,213,1.29,5774693087,141,55.2,5774693089,212,10.1,5774693085,140,56.7,5774693083,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275887,220,1,1,19,34,2rdnn9p03qrmmv34tyx1nahpa,1,68.4,61.5,2025-06-18T14:20:25.376Z,2025-06-18T14:20:28Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5774693109,140,69.6,5774693111,141,79.7,5774693115,213,1.47,5774693107,56,Left,5774693113,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275891,221,1,1,19,37,2rdnn9p03qrmmv34tyx1nahpa,1,69.5,80.2,2025-06-18T14:20:28.040Z,2025-06-18T14:20:31Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5774693133,140,55.8,5774693139,213,3.73,5774693135,141,66.1,5774693137,212,17.3,5774693131,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275897,223,1,1,19,41,2rdnn9p03qrmmv34tyx1nahpa,1,55.8,65.8,2025-06-18T14:20:32.232Z,2025-06-18T14:20:33Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5774693157,140,54.3,5774693161,212,25.3,5774693159,141,28.6,5774693163,213,4.65,5774693155,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275899,224,1,1,19,42,2rdnn9p03qrmmv34tyx1nahpa,1,54.3,28.2,2025-06-18T14:20:33.671Z,2025-06-18T14:20:35Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5774693171,140,67.9,5774693177,213,5.49,5774693169,56,Right,5774693175,212,20.4,5774693173,141,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275905,225,1,1,19,45,2rdnn9p03qrmmv34tyx1nahpa,1,67.9,6.8,2025-06-18T14:20:35.903Z,2025-06-18T14:20:38Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5774693211,212,25.1,5774693207,140,46.3,5774693213,213,2.70,5774693209,141,22.7,5774693205,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275909,226,1,1,19,48,2rdnn9p03qrmmv34tyx1nahpa,1,46.2,22.8,2025-06-18T14:20:38.911Z,2025-06-18T14:20:41Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5774693231,140,40.0,5774693235,212,19.7,5774693233,141,50.1,5774693229,56,Back,5774693237,213,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275913,227,1,1,19,50,2rdnn9p03qrmmv34tyx1nahpa,1,39.5,50.4,2025-06-18T14:20:41.480Z,2025-06-18T14:20:45Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5774693263,140,47.3,5774693265,141,72.6,5774693261,56,Back,5774693269,213,1.07,5774693267,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275933,228,1,1,19,54,2rdnn9p03qrmmv34tyx1nahpa,1,44.3,66.9,2025-06-18T14:20:45.512Z,2025-06-18T14:20:52Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5774693367,140,14.2,5774693373,213,3.29,5774693369,141,60.0,5774693365,56,Back,5774693371,212,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275923,197,43,1,19,55,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-06-18T14:20:46.204Z,2025-06-18T14:29:55Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5774693451,399,5h0xmzqj69qpakvv8b3gfin6d,5774699209,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275943,229,1,1,20,1,2rdnn9p03qrmmv34tyx1nahpa,1,18.4,63.9,2025-06-18T14:20:52.367Z,2025-06-18T14:30:31Z,5h0xmzqj69qpakvv8b3gfin6d,O. Virtanen,,,5774693427,213,0.30,5774693429,1,,5774693425,212,42.1,5774693423,141,82.3,5774699617,155,,5774693421,140,56.7,5774693419,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275949,230,44,1,20,5,2rdnn9p03qrmmv34tyx1nahpa,1,56.4,84.4,2025-06-18T14:20:56.451Z,2025-06-18T14:27:51Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5774693447,56,Left,5774693469,233,198,5774693449,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275941,198,44,1,20,5,ea3yd0dgq6uy6pupkpn17j5xg,0,43.6,15.6,2025-06-18T14:20:56.452Z,2025-06-18T14:20:58Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5774693415,285,,5774693473,233,230,5774693413,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275951,231,1,1,20,5,2rdnn9p03qrmmv34tyx1nahpa,0,54.7,85.4,2025-06-18T14:20:56.527Z,2025-06-18T14:30:43Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5774693457,56,Left,5774693459,140,57.0,5774693455,168,,5774693461,141,85.7,5774693453,3,,5774693463,212,2.4,5774693465,213,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275947,199,61,1,20,6,ea3yd0dgq6uy6pupkpn17j5xg,1,42.9,14.3,2025-06-18T14:20:57.206Z,2025-06-18T14:30:45Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5774693445,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275957,200,61,1,20,9,ea3yd0dgq6uy6pupkpn17j5xg,1,29.9,11.3,2025-06-18T14:20:59.765Z,2025-06-18T14:31:09Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5774693489,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275961,232,1,1,20,9,2rdnn9p03qrmmv34tyx1nahpa,1,63.0,76.5,2025-06-18T14:21:00.280Z,2025-06-18T14:31:26Z,dprt62xpys5habrdk1kg6sbu1,A. Akinyemi,,,5774693543,233,201,5774693511,212,9.3,5774693507,140,70.8,5774693513,213,5.78,5774693509,141,69.9,5774693505,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275965,233,1,1,20,11,2rdnn9p03qrmmv34tyx1nahpa,0,90.0,71.4,2025-06-18T14:21:02.088Z,2025-06-18T14:31:42Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5774693531,141,68.9,5774700029,236,,5774700035,286,,5774693535,213,4.71,5774693527,56,Center,5774693533,212,1.7,5774693529,140,90.0,5774700031,233,201,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275967,201,74,1,20,11,ea3yd0dgq6uy6pupkpn17j5xg,1,9.5,29.5,2025-06-18T14:21:02.089Z,2025-06-18T14:49:46Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5774693539,285,,5774693549,233,233,5774693537,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275971,202,6,1,20,12,ea3yd0dgq6uy6pupkpn17j5xg,0,8.2,30.0,2025-06-18T14:21:02.688Z,2025-06-18T14:49:48Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5774693565,56,Back,5774693615,233,234,5774693567,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823275975,234,6,1,20,12,2rdnn9p03qrmmv34tyx1nahpa,1,91.8,70.0,2025-06-18T14:21:02.688Z,2025-06-18T14:31:46Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5774693605,56,Center,5774693609,233,202,5774693607,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823276017,236,1,1,20,50,2rdnn9p03qrmmv34tyx1nahpa,1,99.5,99.5,2025-06-18T14:21:41.216Z,2025-06-18T14:57:13Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,1.0,,5774693845,212,42.0,5774693837,224,,5774693835,155,,5774693847,213,4.42,5774693841,140,88.0,5774693831,2,,5774693849,1,,5774694015,210,15,5774693843,141,40.3,5774693833,6,,5774694017,154,,5774693839,56,,,,,,,,,,,,,,,Center,
2823276023,237,44,1,20,51,2rdnn9p03qrmmv34tyx1nahpa,1,88.3,39.9,2025-06-18T14:21:42.447Z,2025-06-18T14:57:10Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5774693869,56,Center,5774693893,233,203,5774693871,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823276019,203,44,1,20,51,ea3yd0dgq6uy6pupkpn17j5xg,0,11.7,60.1,2025-06-18T14:21:42.448Z,2025-06-18T14:57:11Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5774693853,56,Back,5774693897,233,237,5774693855,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823276025,238,15,1,20,52,2rdnn9p03qrmmv34tyx1nahpa,1,89.3,36.2,2025-06-18T14:21:42.911Z,2025-06-18T14:57:12Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5774694023,154,,5774694029,102,45.7,5774694021,29,,5774693945,328,,5774694031,103,15.8,5774694037,147,46.6,5774694025,55,236,5774693941,15,,5774694035,146,99.3,5774711093,63,,5774694625,80,,5774693939,25,5774694889,233,204,5774693877,56,Center,,,,,,,,,,
2823276027,204,10,1,20,52,ea3yd0dgq6uy6pupkpn17j5xg,1,1.0,52.1,2025-06-18T14:21:43.011Z,2025-06-18T14:57:26Z,dssxj3ymyofvhfjgmpg1ftuga,H. Riihimäki,,,5774693919,177,,5774693887,178,,5774693889,182,,5774694893,233,238,5774693891,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823276051,206,1,1,21,10,ea3yd0dgq6uy6pupkpn17j5xg,0,10.1,53.9,2025-06-18T14:22:01.014Z,2025-06-18T14:22:06Z,dssxj3ymyofvhfjgmpg1ftuga,H. Riihimäki,,,5774694047,199,,5774694051,140,85.4,5774694049,56,Center,5774694055,212,79.1,5774694059,1,,5774694053,141,50.1,5774694061,189,,5774694057,213,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823276057,240,1,1,21,15,2rdnn9p03qrmmv34tyx1nahpa,1,19.8,48.8,2025-06-18T14:22:05.831Z,2025-06-18T14:22:08Z,5h0xmzqj69qpakvv8b3gfin6d,O. Virtanen,,,5774694071,212,7.6,5774694067,140,21.7,5774694075,213,4.98,5774694065,56,Back,5774694069,141,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823276061,241,1,1,21,18,2rdnn9p03qrmmv34tyx1nahpa,1,22.6,37.0,2025-06-18T14:22:08.807Z,2025-06-18T14:22:13Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5774694121,140,20.1,5774694119,56,Back,5774694123,141,58.5,5774694125,212,14.9,5774694127,213,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823276063,242,1,1,21,22,2rdnn9p03qrmmv34tyx1nahpa,1,21.1,62.3,2025-06-18T14:22:12.968Z,2025-06-18T14:22:21Z,5h0xmzqj69qpakvv8b3gfin6d,O. Virtanen,,,5774694147,212,49.5,5774694151,1,,5774694149,213,0.28,5774694145,141,82.7,5774694143,140,66.4,5774694211,155,,5774694141,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823276067,243,44,1,21,25,2rdnn9p03qrmmv34tyx1nahpa,1,63.8,82.2,2025-06-18T14:22:16.039Z,2025-06-18T16:03:33Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5774694163,286,,5774694161,56,Left,5774694167,233,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823276065,207,44,1,21,25,ea3yd0dgq6uy6pupkpn17j5xg,0,36.2,17.8,2025-06-18T14:22:16.040Z,2025-06-18T16:03:33Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5774694171,233,243,5774694157,285,,5774694155,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823276071,244,1,1,21,25,2rdnn9p03qrmmv34tyx1nahpa,1,66.3,82.3,2025-06-18T14:22:16.495Z,2025-06-18T14:22:18Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5774694177,168,,5774694181,140,68.8,5774694175,3,,5774694179,56,Center,5774694187,213,5.33,5774694185,212,4.5,5774694183,141,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823276073,245,3,1,21,27,2rdnn9p03qrmmv34tyx1nahpa,0,69.4,70.9,2025-06-18T14:22:18.117Z,2025-06-18T14:22:23Z,dprt62xpys5habrdk1kg6sbu1,A. Akinyemi,,,5774694193,286,,5774694191,56,Center,5774694239,233,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823276081,208,7,1,21,27,ea3yd0dgq6uy6pupkpn17j5xg,1,31.0,28.0,2025-06-18T14:22:18.118Z,2025-06-18T14:22:23Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5774694229,56,Back,5774694235,233,245,5774694231,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823276085,210,1,1,21,32,ea3yd0dgq6uy6pupkpn17j5xg,1,16.2,69.6,2025-06-18T14:22:22.837Z,2025-06-18T14:22:24Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5774694253,213,3.85,5774694249,141,55.8,5774694245,56,Back,5774694247,140,5.8,5774694251,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823276097,211,1,1,21,33,ea3yd0dgq6uy6pupkpn17j5xg,0,6.9,56.3,2025-06-18T14:22:24.615Z,2025-06-18T14:22:29Z,dssxj3ymyofvhfjgmpg1ftuga,H. Riihimäki,,,5774694323,56,Left,5774694325,140,63.1,5774694321,157,,5774694329,212,61.0,5774694333,1,,5774694327,141,79.3,5774694331,213,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823276101,246,1,1,21,39,2rdnn9p03qrmmv34tyx1nahpa,1,39.9,27.3,2025-06-18T14:22:30.136Z,2025-06-18T14:22:32Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5774694351,140,56.9,5774694347,157,,5774694349,56,Right,5774694353,141,19.7,5774694359,1,,5774694355,212,18.6,5774694357,213,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823276103,247,61,1,21,41,2rdnn9p03qrmmv34tyx1nahpa,1,56.9,19.7,2025-06-18T14:22:32.186Z,2025-06-18T14:33:27Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5774694363,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823276113,248,1,1,21,42,2rdnn9p03qrmmv34tyx1nahpa,1,58.4,13.5,2025-06-18T14:22:32.840Z,2025-06-18T14:33:53Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5774694411,141,22.7,5774694405,155,,5774694409,140,64.8,5774694415,213,0.75,5774694407,56,Center,5774694413,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823276115,249,44,1,21,43,2rdnn9p03qrmmv34tyx1nahpa,1,67.3,26.6,2025-06-18T14:22:34.376Z,2025-06-18T16:03:33Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5774694453,233,212,5774694419,56,Center,5774694421,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823276107,212,44,1,21,43,ea3yd0dgq6uy6pupkpn17j5xg,0,32.7,73.4,2025-06-18T14:22:34.377Z,2025-06-18T16:03:34Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5774694457,233,249,5774694379,56,Back,5774694381,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823276123,250,1,1,21,43,2rdnn9p03qrmmv34tyx1nahpa,0,60.8,23.3,2025-06-18T14:22:34.535Z,2025-06-18T14:34:01Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5774694481,3,,5774694491,212,3.8,5774694493,213,6.25,5774694489,141,23.1,5774694485,56,Center,5774694487,140,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823276111,213,43,1,21,45,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-06-18T14:22:36.056Z,2025-06-18T14:34:06Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5774701297,144,61,5774694395,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823276117,214,1,1,21,45,ea3yd0dgq6uy6pupkpn17j5xg,1,36.0,73.3,2025-06-18T14:22:36.134Z,2025-06-18T14:22:37Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5774694429,141,70.8,5774694425,56,Center,5774694423,3,,5774694431,212,16.6,5774694427,140,51.7,5774694433,213,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823276119,215,1,1,21,46,ea3yd0dgq6uy6pupkpn17j5xg,0,51.7,70.8,2025-06-18T14:22:37.573Z,2025-06-18T14:34:12Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5774701333,236,,5774701339,286,,5774701335,233,251,5774694441,56,Center,5774694447,212,8.0,5774694449,213,0.13,5774694445,141,72.3,5774694443,140,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823276127,251,74,1,21,46,2rdnn9p03qrmmv34tyx1nahpa,1,56.9,29.2,2025-06-18T14:22:37.574Z,2025-06-18T14:49:46Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5774694531,233,215,5774694509,285,,5774694507,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823276137,216,1,1,21,51,ea3yd0dgq6uy6pupkpn17j5xg,1,36.5,66.4,2025-06-18T14:22:41.925Z,2025-06-18T14:22:44Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5774694563,56,Back,5774694565,140,11.8,5774694569,212,26.9,5774694571,213,3.41,5774694567,141,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823276143,217,1,1,21,53,ea3yd0dgq6uy6pupkpn17j5xg,1,10.8,53.6,2025-06-18T14:22:43.990Z,2025-06-18T14:22:47Z,dssxj3ymyofvhfjgmpg1ftuga,H. Riihimäki,,,5774694609,213,0.77,5774694601,56,Back,5774694605,141,70.8,5774694603,140,22.3,5774694607,212,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823276147,218,1,1,21,56,ea3yd0dgq6uy6pupkpn17j5xg,1,24.2,67.8,2025-06-18T14:22:46.982Z,2025-06-18T14:22:51Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5774694631,140,33.8,5774694633,141,83.5,5774694635,212,14.7,5774694637,213,0.81,5774694629,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823276151,219,1,1,22,0,ea3yd0dgq6uy6pupkpn17j5xg,1,35.4,80.3,2025-06-18T14:22:51.254Z,2025-06-18T14:22:53Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5774694657,140,56.7,5774694661,212,22.4,5774694659,141,80.5,5774694655,56,Left,5774694663,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
