id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2799572147,166,1,1,24,12,2rdnn9p03qrmmv34tyx1nahpa,1,42.6,19.8,2025-04-12T11:54:52.130Z,2025-04-12T11:54:54Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5643511949,140,32.7,5643511955,213,2.26,5643511951,141,38.2,5643511953,212,16.3,5643511947,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799572179,167,1,1,24,14,2rdnn9p03qrmmv34tyx1nahpa,1,34.9,46.4,2025-04-12T11:54:54.755Z,2025-04-12T11:54:57Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5643512127,213,1.38,5643512123,141,67.8,5643512119,56,Back,5643512121,140,37.6,5643512125,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799572199,168,1,1,24,17,2rdnn9p03qrmmv34tyx1nahpa,1,41.1,71.2,2025-04-12T11:54:57.466Z,2025-04-12T11:55:00Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5643512227,140,45.5,5643512231,212,8.5,5643512225,56,Back,5643512229,141,81.7,5643512233,213,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799572255,169,1,1,24,20,2rdnn9p03qrmmv34tyx1nahpa,1,56.4,79.3,2025-04-12T11:55:00.292Z,2025-04-12T11:55:06Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5643512505,212,14.1,5643512501,140,68.8,5643512503,141,87.2,5643512499,56,Left,5643512507,213,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799572283,170,1,1,24,26,2rdnn9p03qrmmv34tyx1nahpa,1,73.5,88.9,2025-04-12T11:55:06.035Z,2025-04-12T11:55:08Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5643512689,56,Back,5643512693,141,51.8,5643512695,212,36.0,5643512699,1,,5643512691,140,49.0,5643512697,213,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799572341,171,1,1,24,28,2rdnn9p03qrmmv34tyx1nahpa,1,47.8,54.2,2025-04-12T11:55:07.987Z,2025-04-12T11:55:11Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5643513015,56,Center,5643513023,213,5.00,5643513019,141,27.9,5643513017,140,52.9,5643513021,212,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799572379,172,1,1,24,31,2rdnn9p03qrmmv34tyx1nahpa,1,60.0,23.9,2025-04-12T11:55:11.681Z,2025-04-12T11:55:14Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5643513231,213,5.23,5643513223,56,Right,5643513227,141,11.1,5643513225,140,64.7,5643513229,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799572417,173,1,1,24,34,2rdnn9p03qrmmv34tyx1nahpa,1,64.7,11.1,2025-04-12T11:55:14.418Z,2025-04-12T11:55:17Z,afacx0e14xrz11u9dnbry92ei,K. Wallius,,,5643513415,212,26.3,5643513411,140,43.6,5643513413,141,31.9,5643513417,213,2.57,5643513409,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799572461,174,1,1,24,37,2rdnn9p03qrmmv34tyx1nahpa,1,43.5,31.9,2025-04-12T11:55:17.370Z,2025-04-12T11:55:21Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5643513647,212,23.1,5643513643,140,45.3,5643513651,213,1.49,5643513641,56,Back,5643513645,141,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799572529,175,1,1,24,41,2rdnn9p03qrmmv34tyx1nahpa,1,46.3,72.9,2025-04-12T11:55:21.002Z,2025-04-12T11:55:25Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5643513971,141,86.9,5643513969,140,69.7,5643513965,56,Left,5643513975,213,0.37,5643513973,212,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799572547,176,1,1,24,45,2rdnn9p03qrmmv34tyx1nahpa,1,70.2,84.8,2025-04-12T11:55:25.458Z,2025-04-12T11:55:26Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5643514035,212,9.1,5643514031,140,67.6,5643514029,56,Center,5643514033,141,72.0,5643514037,213,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799572563,177,1,1,24,46,2rdnn9p03qrmmv34tyx1nahpa,1,67.6,72.0,2025-04-12T11:55:26.602Z,2025-04-12T11:55:28Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5643514139,56,Left,5643514147,213,2.74,5643514145,212,15.9,5643514141,140,53.6,5643514143,141,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799572569,178,1,1,24,48,2rdnn9p03qrmmv34tyx1nahpa,1,53.6,81.1,2025-04-12T11:55:28.722Z,2025-04-12T11:55:29Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5643514167,56,Center,5643514175,212,8.7,5643514179,213,5.87,5643514169,140,61.2,5643514171,141,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799572573,179,1,1,24,49,2rdnn9p03qrmmv34tyx1nahpa,1,61.2,75.9,2025-04-12T11:55:29.458Z,2025-04-12T11:55:30Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5643514209,141,55.5,5643514205,56,Back,5643514207,140,43.1,5643514211,212,23.5,5643514213,213,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799572583,180,1,1,24,50,2rdnn9p03qrmmv34tyx1nahpa,1,43.1,55.5,2025-04-12T11:55:30.114Z,2025-04-12T11:55:31Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5643514301,212,15.9,5643514293,140,49.6,5643514305,213,1.13,5643514291,56,Back,5643514297,141,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799572605,181,1,1,24,51,2rdnn9p03qrmmv34tyx1nahpa,1,49.6,76.7,2025-04-12T11:55:31.378Z,2025-04-12T11:55:34Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5643514451,213,0.70,5643514441,56,Left,5643514449,212,14.3,5643514443,140,60.0,5643514447,141,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799572653,182,1,1,24,53,2rdnn9p03qrmmv34tyx1nahpa,1,52.9,82.6,2025-04-12T11:55:33.828Z,2025-04-12T11:55:37Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5643514771,212,27.1,5643514769,141,45.7,5643514765,56,Back,5643514773,213,4.32,5643514767,140,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799572691,183,1,1,24,57,2rdnn9p03qrmmv34tyx1nahpa,1,44.6,44.9,2025-04-12T11:55:37.834Z,2025-04-12T11:55:40Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5643514947,212,22.0,5643514943,140,50.1,5643514949,213,1.31,5643514945,141,76.1,5643514941,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799572705,184,1,1,25,0,2rdnn9p03qrmmv34tyx1nahpa,1,54.1,80.3,2025-04-12T11:55:40.602Z,2025-04-12T11:55:42Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5643514995,213,6.13,5643514991,141,75.7,5643514987,56,Center,5643514989,140,73.4,5643514993,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799572717,185,1,1,25,2,2rdnn9p03qrmmv34tyx1nahpa,1,73.1,76.5,2025-04-12T11:55:42.292Z,2025-04-12T11:57:00Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5643515065,56,Center,5643515069,141,77.7,5643515113,156,,5643515071,212,22.2,5643515073,213,3.10,5643515067,140,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799572761,186,1,1,25,5,2rdnn9p03qrmmv34tyx1nahpa,1,56.2,86.5,2025-04-12T11:55:45.682Z,2025-04-12T11:55:46Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5643515315,141,67.8,5643515319,213,5.14,5643515311,56,Center,5643515317,212,14.0,5643515313,140,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799572769,187,1,1,25,6,2rdnn9p03qrmmv34tyx1nahpa,1,61.7,67.8,2025-04-12T11:55:46.850Z,2025-04-12T11:55:47Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5643515353,140,57.5,5643515351,56,Left,5643515355,141,79.4,5643515359,213,2.08,5643515357,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799572825,188,1,1,25,7,2rdnn9p03qrmmv34tyx1nahpa,1,57.5,79.4,2025-04-12T11:55:47.570Z,2025-04-12T11:55:52Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5643515659,140,44.8,5643515663,212,22.0,5643515665,213,4.06,5643515657,56,Back,5643515661,141,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799572867,189,1,1,25,12,2rdnn9p03qrmmv34tyx1nahpa,1,43.6,46.0,2025-04-12T11:55:52.050Z,2025-04-12T11:55:54Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5643515863,213,4.97,5643515859,141,17.0,5643515849,56,Back,5643515861,212,20.4,5643515853,140,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799572905,190,1,1,25,14,2rdnn9p03qrmmv34tyx1nahpa,1,53.1,12.9,2025-04-12T11:55:54.802Z,2025-04-12T11:55:57Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5643516081,141,29.2,5643516077,140,57.8,5643516089,213,1.15,5643516085,212,12.1,5643516075,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799572913,191,1,1,25,17,2rdnn9p03qrmmv34tyx1nahpa,1,57.8,29.2,2025-04-12T11:55:57.194Z,2025-04-12T11:55:59Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5643516121,213,5.38,5643516113,56,Right,5643516115,140,70.5,5643516119,212,21.7,5643516117,141,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799572921,192,1,1,25,19,2rdnn9p03qrmmv34tyx1nahpa,1,71.2,6.5,2025-04-12T11:55:59.226Z,2025-04-12T11:56:01Z,afacx0e14xrz11u9dnbry92ei,K. Wallius,,,5643516191,212,10.6,5643516187,140,62.0,5643516189,141,12.8,5643516185,56,Right,5643516193,213,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799572977,193,1,1,25,21,2rdnn9p03qrmmv34tyx1nahpa,1,60.7,13.5,2025-04-12T11:56:00.922Z,2025-04-12T11:56:06Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5643516517,213,0.26,5643516509,56,Right,5643516515,212,5.5,5643516511,140,65.8,5643516513,141,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799572991,194,1,1,25,26,2rdnn9p03qrmmv34tyx1nahpa,1,65.8,15.6,2025-04-12T11:56:05.905Z,2025-04-12T11:56:07Z,6j8sbzewfzr0kjs2acm6r7tw4,O. Tiitinen,,,5643516603,212,12.8,5643516599,140,53.6,5643516597,56,Right,5643516601,141,14.3,5643516605,213,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799572999,195,1,1,25,27,2rdnn9p03qrmmv34tyx1nahpa,1,53.6,14.3,2025-04-12T11:56:06.986Z,2025-04-12T11:56:07Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5643516641,213,1.73,5643516637,141,30.4,5643516633,56,Center,5643516639,212,11.1,5643516635,140,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799573017,196,1,1,25,27,2rdnn9p03qrmmv34tyx1nahpa,1,51.9,30.4,2025-04-12T11:56:07.682Z,2025-04-12T11:56:09Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5643516731,213,1.75,5643516723,140,48.4,5643516725,141,59.9,5643516729,212,20.4,5643516721,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799573041,197,1,1,25,29,2rdnn9p03qrmmv34tyx1nahpa,1,48.4,59.9,2025-04-12T11:56:09.570Z,2025-04-12T11:56:11Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5643516817,141,95.6,5643516819,212,37.2,5643516823,1,,5643516815,140,75.2,5643516821,213,0.71,5643516813,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799573089,198,1,1,25,31,2rdnn9p03qrmmv34tyx1nahpa,1,75.2,95.6,2025-04-12T11:56:11.194Z,2025-04-12T11:56:15Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5643517073,140,66.4,5643517085,213,3.82,5643517077,141,84.7,5643517081,212,11.8,5643517067,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799573113,199,1,1,25,35,2rdnn9p03qrmmv34tyx1nahpa,1,65.6,78.2,2025-04-12T11:56:15.026Z,2025-04-12T11:56:17Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5643517221,141,55.1,5643517217,56,Back,5643517225,213,3.82,5643517223,212,25.0,5643517219,140,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799573183,200,1,1,25,37,2rdnn9p03qrmmv34tyx1nahpa,1,46.2,53.3,2025-04-12T11:56:16.922Z,2025-04-12T11:56:22Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5643517605,212,25.9,5643517609,213,5.22,5643517597,56,Right,5643517601,141,20.1,5643517599,140,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799573221,201,1,1,25,41,2rdnn9p03qrmmv34tyx1nahpa,1,59.8,18.2,2025-04-12T11:56:21.866Z,2025-04-12T11:56:25Z,6j8sbzewfzr0kjs2acm6r7tw4,O. Tiitinen,,,5643517791,213,0.87,5643517787,141,28.3,5643517781,56,Center,5643517789,212,9.0,5643517785,140,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799573223,202,1,1,25,44,2rdnn9p03qrmmv34tyx1nahpa,1,65.3,28.3,2025-04-12T11:56:24.882Z,2025-04-12T11:56:27Z,7wysiv77u3wt6pk31uzzl7dre,T. Hytönen,,,5643517795,56,Center,5643517799,141,21.3,5643517803,213,3.85,5643517807,156,,5643517797,140,60.0,5643517801,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799573249,203,1,1,25,47,2rdnn9p03qrmmv34tyx1nahpa,1,60.0,21.3,2025-04-12T11:56:27.122Z,2025-04-12T11:56:28Z,6j8sbzewfzr0kjs2acm6r7tw4,O. Tiitinen,,,5643517941,141,48.2,5643517945,213,2.15,5643517937,56,Back,5643517939,140,48.6,5643517943,212,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799573279,204,1,1,25,48,2rdnn9p03qrmmv34tyx1nahpa,1,48.3,48.7,2025-04-12T11:56:28.034Z,2025-04-12T11:56:30Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5643518137,141,23.1,5643518141,213,5.21,5643518133,56,Center,5643518135,140,57.4,5643518139,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799573307,205,1,1,25,50,2rdnn9p03qrmmv34tyx1nahpa,1,62.3,22.4,2025-04-12T11:56:30.610Z,2025-04-12T11:56:32Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5643518313,213,5.63,5643518307,140,72.2,5643518311,212,13.1,5643518309,141,10.6,5643518305,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799573329,206,1,1,25,52,2rdnn9p03qrmmv34tyx1nahpa,1,72.1,9.7,2025-04-12T11:56:32.642Z,2025-04-12T11:56:35Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5643518407,212,10.6,5643518403,140,74.4,5643518405,141,24.9,5643518409,213,1.34,5643518401,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799573331,207,50,1,25,55,2rdnn9p03qrmmv34tyx1nahpa,1,70.2,26.8,2025-04-12T11:56:35.338Z,2025-04-12T12:27:27Z,6j8sbzewfzr0kjs2acm6r7tw4,O. Tiitinen,,,5643518417,56,Center,5643518555,233,183,5643518419,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799573345,183,7,1,25,55,7efqk7uh63928il0yffxijnv7,1,29.8,73.2,2025-04-12T11:56:35.339Z,2025-04-12T12:27:27Z,d7od1kij5jchngdcwlvls0max,S. Kähkönen,,,5643518487,56,Back,5643518519,233,207,5643518489,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799573415,185,1,1,25,59,7efqk7uh63928il0yffxijnv7,1,40.8,62.4,2025-04-12T11:56:39.267Z,2025-04-12T11:58:46Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,,5643518863,140,35.6,5643518867,212,6.2,5643518861,56,Back,5643518865,141,66.6,5643518869,213,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799573427,186,1,1,26,1,7efqk7uh63928il0yffxijnv7,1,36.7,67.6,2025-04-12T11:56:41.858Z,2025-04-12T11:58:45Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5643518929,140,45.0,5643518933,212,14.9,5643518935,213,0.95,5643518931,141,85.4,5643518927,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799573437,187,1,1,26,2,7efqk7uh63928il0yffxijnv7,0,45.0,85.4,2025-04-12T11:56:42.786Z,2025-04-12T11:56:44Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5643518989,56,Left,5643518997,213,0.37,5643518993,141,97.1,5643518995,212,22.3,5643518991,140,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799573481,208,12,1,26,5,2rdnn9p03qrmmv34tyx1nahpa,1,41.5,4.0,2025-04-12T11:56:45.307Z,2025-04-12T11:56:50Z,afacx0e14xrz11u9dnbry92ei,K. Wallius,,,5643519273,141,0.0,5643519277,213,3.61,5643519267,56,Back,5643519271,140,33.8,5643519283,167,,5643519275,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799573467,188,5,1,26,6,7efqk7uh63928il0yffxijnv7,1,68.6,101.8,2025-04-12T11:56:46.131Z,2025-04-12T12:27:18Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5643519195,347,,5643519193,56,Left,5643519291,233,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799573487,209,5,1,26,6,2rdnn9p03qrmmv34tyx1nahpa,0,31.4,-1.8,2025-04-12T11:56:46.131Z,2025-04-12T12:27:19Z,afacx0e14xrz11u9dnbry92ei,K. Wallius,,,5643519279,56,Back,5643519311,233,188,5643519281,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799573693,189,1,1,26,28,7efqk7uh63928il0yffxijnv7,1,72.7,100.0,2025-04-12T11:57:08.130Z,2025-04-12T12:03:58Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5643520481,56,Back,5643520485,141,88.7,5643520489,213,3.42,5643520479,107,,5643520491,1,,5643520483,140,43.5,5643521551,189,,5643520487,212,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799573707,190,1,1,26,29,7efqk7uh63928il0yffxijnv7,1,43.0,85.1,2025-04-12T11:57:09.507Z,2025-04-12T11:57:30Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5643520551,212,17.1,5643521705,189,,5643520545,56,Back,5643520549,141,60.9,5643520553,213,4.43,5643520547,140,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799573719,191,1,1,26,30,7efqk7uh63928il0yffxijnv7,1,38.5,60.9,2025-04-12T11:57:10.547Z,2025-04-12T11:57:11Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5643520619,56,Left,5643520623,141,94.7,5643520629,1,,5643520625,212,34.7,5643520621,140,63.2,5643520627,213,0.73,5643520617,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799573729,192,1,1,26,31,7efqk7uh63928il0yffxijnv7,1,66.1,95.4,2025-04-12T11:57:11.475Z,2025-04-12T11:57:12Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5643520689,212,19.3,5643520685,140,47.9,5643520683,56,Back,5643520687,141,91.4,5643520691,213,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799573757,193,1,1,26,32,7efqk7uh63928il0yffxijnv7,1,47.9,91.4,2025-04-12T11:57:12.402Z,2025-04-12T11:57:15Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5643520837,213,3.07,5643520831,140,39.4,5643520835,212,9.0,5643520833,141,92.4,5643520829,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799573779,194,1,1,26,35,7efqk7uh63928il0yffxijnv7,1,39.4,92.4,2025-04-12T11:57:15.219Z,2025-04-12T11:57:16Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5643520983,140,28.3,5643520989,213,4.08,5643520985,141,69.0,5643520981,56,Back,5643520987,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799573811,195,1,1,26,36,7efqk7uh63928il0yffxijnv7,1,27.5,66.9,2025-04-12T11:57:16.498Z,2025-04-12T11:57:20Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5643521157,213,3.91,5643521147,140,10.2,5643521143,56,Back,5643521151,141,40.9,5643521155,212,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799573861,196,1,1,26,40,7efqk7uh63928il0yffxijnv7,0,10.2,40.9,2025-04-12T11:57:19.989Z,2025-04-12T11:57:25Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5643521429,141,23.9,5643521425,56,Center,5643521433,213,6.12,5643521435,1,,5643521423,157,,5643521431,212,72.5,5643521427,140,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799573945,212,1,1,26,47,2rdnn9p03qrmmv34tyx1nahpa,1,30.9,62.6,2025-04-12T11:57:27.137Z,2025-04-12T11:57:33Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5643521957,212,10.1,5643521953,140,34.5,5643521951,56,Back,5643521959,213,1.19,5643521955,141,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799573999,213,1,1,26,53,2rdnn9p03qrmmv34tyx1nahpa,1,40.0,86.6,2025-04-12T11:57:33.137Z,2025-04-12T11:57:38Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5643522231,56,Back,5643522235,141,54.5,5643522239,213,4.54,5643522237,212,22.2,5643522233,140,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799574029,214,1,1,26,58,2rdnn9p03qrmmv34tyx1nahpa,1,38.9,56.9,2025-04-12T11:57:38.273Z,2025-04-12T11:57:41Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5643522439,213,4.95,5643522435,141,21.9,5643522431,56,Back,5643522437,212,24.5,5643522433,140,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799574067,215,1,1,27,1,2rdnn9p03qrmmv34tyx1nahpa,1,44.0,22.1,2025-04-12T11:57:41.322Z,2025-04-12T11:57:43Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5643522611,56,Back,5643522619,213,1.69,5643522615,141,52.4,5643522617,212,20.7,5643522613,140,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799574117,216,1,1,27,3,2rdnn9p03qrmmv34tyx1nahpa,1,42.3,50.7,2025-04-12T11:57:43.305Z,2025-04-12T11:57:48Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5643522895,56,Back,5643522899,141,78.8,5643522901,212,20.2,5643522903,213,1.25,5643522897,140,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799574173,217,1,1,27,8,2rdnn9p03qrmmv34tyx1nahpa,1,54.6,87.7,2025-04-12T11:57:47.905Z,2025-04-12T11:57:52Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5643523247,56,Back,5643523257,213,4.20,5643523253,212,26.1,5643523251,141,54.2,5643523249,140,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799574199,218,1,1,27,12,2rdnn9p03qrmmv34tyx1nahpa,1,44.5,52.1,2025-04-12T11:57:52.514Z,2025-04-12T11:57:55Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5643523459,212,14.5,5643523455,140,56.5,5643523457,141,62.7,5643523453,56,Center,5643523461,213,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
