id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/18/id,qualifier/18/qualifierId
2803043765,144,18,1,15,45,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-04-19T14:16:02.144Z,2025-04-19T14:16:02Z,afacx0e14xrz11u9dnbry92ei,K. Wallius,,,5662633359,41,,5662633361,44,Defender,5662633363,59,13,5662633465,55,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803043775,145,19,1,15,45,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-04-19T14:16:02.145Z,2025-04-19T14:34:21Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5662774703,293,2,5662633419,59,17,5662633423,55,144,5662774701,292,7,5662633413,41,,5662633417,145,2,5662633421,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803044247,146,1,1,16,1,2rdnn9p03qrmmv34tyx1nahpa,1,99.7,0.4,2025-04-19T14:16:18.432Z,2025-04-19T14:32:42Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,1.0,,5662635965,6,,5662635969,223,,5662635977,212,42.8,5662635979,213,1.75,5662635981,1,,5662635967,155,,5662639591,154,,5662635971,56,Center,5662635975,141,62.3,5662639589,210,15,5662635973,140,92.3,5662635963,2,,,,,,,,,,,,,,,,,,,,,
2803067561,307,44,1,16,2,2rdnn9p03qrmmv34tyx1nahpa,1,93.7,49.8,2025-04-19T14:16:19.625Z,2025-04-19T15:54:12Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5662761669,286,,5662761667,56,Center,5662763885,233,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803067669,251,44,1,16,2,8sy0cxovuxo76tuoas3uo55xj,0,6.3,50.2,2025-04-19T14:16:19.626Z,2025-04-19T15:54:13Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5662763955,233,307,5662763865,285,,5662763863,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803044251,147,15,1,16,3,2rdnn9p03qrmmv34tyx1nahpa,1,93.0,49.3,2025-04-19T14:16:20.511Z,2025-04-19T14:34:23Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5662636001,17,,5662766563,25,,5662639641,230,99.8,5662639631,103,5.6,5662766567,78,,5662639675,233,117,5662766565,15,,5662638891,82,,5662639621,29,,5662766569,328,,5662636005,56,Center,5662639623,154,5662639637,146,5662639639,147,48.4,5662639643,231,49.8,5662639633,100,,5662639629,102,100,48.7,5662639625,55,146,,,
2803044279,117,10,1,16,3,8sy0cxovuxo76tuoas3uo55xj,1,0.8,50.3,2025-04-19T14:16:20.611Z,2025-04-19T14:35:39Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5662639725,233,147,5662636141,94,,5662636143,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803044405,148,44,1,16,5,2rdnn9p03qrmmv34tyx1nahpa,1,96.4,54.4,2025-04-19T14:16:22.417Z,2025-04-19T14:34:43Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5662636831,56,Center,5662636833,286,,5662636955,233,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803044347,118,44,1,16,5,8sy0cxovuxo76tuoas3uo55xj,0,3.6,45.6,2025-04-19T14:16:22.418Z,2025-04-19T14:34:36Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5662637007,233,148,5662636523,56,Back,5662636527,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803044413,149,13,1,16,5,2rdnn9p03qrmmv34tyx1nahpa,1,96.2,54.4,2025-04-19T14:16:22.600Z,2025-04-19T14:34:57Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5662641619,102,54.6,5662779493,15,,5662641623,458,,5662779497,74,,5662641627,231,51.8,5662641227,25,,5662636869,56,Center,5662779495,16,,5662779499,328,,5662641625,230,99.0,5662641621,103,62.5,,,,,,,,,,,,,,,,,,,,,,,
2803044553,119,5,1,16,12,8sy0cxovuxo76tuoas3uo55xj,1,-1.2,59.4,2025-04-19T14:16:29.339Z,2025-04-19T14:25:03Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5662637601,346,,5662637599,56,Back,5662637621,233,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803044495,150,5,1,16,12,2rdnn9p03qrmmv34tyx1nahpa,0,101.2,40.6,2025-04-19T14:16:29.339Z,2025-04-19T14:25:03Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5662637643,233,119,5662637247,346,,5662637245,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803044863,120,1,1,16,29,8sy0cxovuxo76tuoas3uo55xj,1,5.1,61.1,2025-04-19T14:16:45.675Z,2025-04-19T14:16:46Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5662639063,124,,5662639067,140,3.2,5662639071,212,7.7,5662639065,56,Back,5662639069,141,50.1,5662639077,237,,5662639073,213,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803044993,122,1,1,16,33,8sy0cxovuxo76tuoas3uo55xj,1,2.1,49.9,2025-04-19T14:16:49.755Z,2025-04-19T14:16:52Z,eomg9p2mo39ce40d1elkxerpx,J. Koski,,,5662639755,56,Back,5662639765,213,1.21,5662639761,141,73.9,5662639763,212,17.5,5662639759,140,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803045011,123,1,1,16,35,8sy0cxovuxo76tuoas3uo55xj,1,8.2,79.0,2025-04-19T14:16:51.915Z,2025-04-19T14:16:53Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5662639835,140,17.1,5662639833,56,Back,5662639837,141,95.7,5662639849,213,0.88,5662639843,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803045057,124,1,1,16,36,8sy0cxovuxo76tuoas3uo55xj,1,17.1,95.7,2025-04-19T14:16:52.748Z,2025-04-19T14:16:55Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5662640115,212,10.3,5662640123,213,4.92,5662640095,140,19.1,5662640093,56,Back,5662640105,141,80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803045153,125,1,1,16,38,8sy0cxovuxo76tuoas3uo55xj,0,25.2,86.3,2025-04-19T14:16:54.970Z,2025-04-19T14:16:58Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5662640567,213,0.21,5662640559,140,69.7,5662640555,155,,5662640561,141,100.0,5662640565,212,47.8,5662640557,56,Left,5662640573,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803045163,126,5,1,16,41,8sy0cxovuxo76tuoas3uo55xj,0,69.0,101.6,2025-04-19T14:16:58.279Z,2025-04-19T14:17:02Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5662640593,347,,5662640589,56,Left,5662640895,233,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803045201,151,5,1,16,41,2rdnn9p03qrmmv34tyx1nahpa,1,31.0,-1.6,2025-04-19T14:16:58.279Z,2025-04-19T14:25:04Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5662640767,347,,5662640765,56,Back,5662640821,233,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803045469,152,1,1,16,50,2rdnn9p03qrmmv34tyx1nahpa,1,35.0,0.0,2025-04-19T14:17:06.839Z,2025-04-19T14:37:18Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5662642013,56,Back,5662642017,141,10.7,5662642021,213,0.50,5662642019,212,16.3,5662642011,107,,5662642015,140,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803045549,153,61,1,16,51,2rdnn9p03qrmmv34tyx1nahpa,1,38.3,3.9,2025-04-19T14:17:07.687Z,2025-04-19T14:37:37Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5662642489,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803045555,154,61,1,16,52,2rdnn9p03qrmmv34tyx1nahpa,1,38.5,2.3,2025-04-19T14:17:09.367Z,2025-04-19T14:37:39Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5662642545,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803075679,383,61,1,16,53,2rdnn9p03qrmmv34tyx1nahpa,1,37.9,3.3,2025-04-19T14:17:09.646Z,2025-04-19T14:37:36Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5662802729,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803045563,127,5,1,16,56,8sy0cxovuxo76tuoas3uo55xj,1,61.0,101.6,2025-04-19T14:17:12.684Z,2025-04-19T14:25:04Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5662642583,56,Left,5662642585,347,,5662642731,233,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803045577,155,5,1,16,56,2rdnn9p03qrmmv34tyx1nahpa,0,39.0,-1.6,2025-04-19T14:17:12.684Z,2025-04-19T14:25:04Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5662642673,56,Back,5662642675,347,,5662642757,233,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803046057,128,1,1,17,11,8sy0cxovuxo76tuoas3uo55xj,0,69.2,100.0,2025-04-19T14:17:28.331Z,2025-04-19T14:17:30Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5662644973,107,,5662644977,140,91.5,5662644989,213,5.69,5662644975,56,Center,5662644993,1,,5662644985,212,28.2,5662644981,141,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803046065,156,12,1,17,13,2rdnn9p03qrmmv34tyx1nahpa,1,12.2,31.9,2025-04-19T14:17:30.631Z,2025-04-19T14:17:33Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5662645021,56,Back,5662645025,141,7.7,5662645023,140,22.6,5662645027,212,19.7,5662645057,15,,5662645029,213,5.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803046279,157,12,1,17,16,2rdnn9p03qrmmv34tyx1nahpa,1,22.6,7.7,2025-04-19T14:17:33.175Z,2025-04-19T14:17:38Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5662646039,213,0.54,5662646033,140,28.6,5662646035,141,13.2,5662646031,56,Back,5662646037,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803046147,129,61,1,17,17,8sy0cxovuxo76tuoas3uo55xj,1,80.5,89.1,2025-04-19T14:17:33.643Z,2025-04-19T14:17:33Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5662645411,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803046271,130,3,1,17,21,8sy0cxovuxo76tuoas3uo55xj,0,97.0,93.2,2025-04-19T14:17:37.947Z,2025-04-19T15:53:55Z,7dvn6m2z49c2n1ev0o9rvk93o,L. Weckström,,,5662645989,56,Left,5662645991,286,,5662646619,233,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803046319,158,7,1,17,21,2rdnn9p03qrmmv34tyx1nahpa,0,3.0,6.8,2025-04-19T14:17:37.948Z,2025-04-19T15:53:55Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5662646269,285,,5662646267,56,Back,5662646361,233,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803046297,131,61,1,17,21,8sy0cxovuxo76tuoas3uo55xj,1,97.6,93.8,2025-04-19T14:17:38.435Z,2025-04-19T14:28:24Z,7dvn6m2z49c2n1ev0o9rvk93o,L. Weckström,,,5662646171,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803062035,264,1,1,17,22,2rdnn9p03qrmmv34tyx1nahpa,1,3.1,11.5,2025-04-19T14:17:39.319Z,2025-04-19T14:28:36Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5662731405,212,6.9,5662731401,141,2.9,5662731399,140,6.5,5662731409,213,5.26,5662731397,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803046437,160,1,1,17,27,2rdnn9p03qrmmv34tyx1nahpa,0,14.5,6.1,2025-04-19T14:17:44.032Z,2025-04-19T14:17:59Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5662646925,212,8.1,5662646849,56,Back,5662646921,141,6.7,5662646937,1,,5662646931,213,0.05,5662646851,140,22.2,5662646847,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803046609,132,8,1,17,28,8sy0cxovuxo76tuoas3uo55xj,1,81.7,97.5,2025-04-19T14:17:45.371Z,2025-04-19T14:17:54Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5662647795,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803047221,134,5,1,17,29,8sy0cxovuxo76tuoas3uo55xj,0,77.4,101.4,2025-04-19T14:17:45.887Z,2025-04-19T14:25:05Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,,5662650889,347,,5662652597,233,161,5662650887,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803046527,161,5,1,17,29,2rdnn9p03qrmmv34tyx1nahpa,1,22.6,-1.4,2025-04-19T14:17:45.887Z,2025-04-19T14:25:04Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5662647325,347,,5662647321,56,Back,5662652559,233,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803046913,163,43,1,17,45,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-04-19T14:18:01.706Z,2025-04-19T14:18:13Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5662650687,144,4,5662649581,152,0,5662649579,56,Back,5662649577,13,0,5662649683,285,0,5662649583,265,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803046883,133,43,1,17,45,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-04-19T14:18:01.707Z,2025-04-19T14:18:11Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,,5662649319,56,Left,5662650419,144,4,5662649317,13,0,5662649325,286,0,5662649323,265,0,5662649321,152,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803046901,162,1,1,17,57,2rdnn9p03qrmmv34tyx1nahpa,1,23.7,0.0,2025-04-19T14:18:13.951Z,2025-04-19T14:31:01Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5662649359,212,16.3,5662649351,107,,5662649355,140,34.5,5662649361,213,0.80,5662649353,56,Back,5662649357,141,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803065085,292,1,1,18,0,2rdnn9p03qrmmv34tyx1nahpa,1,41.0,3.7,2025-04-19T14:18:16.679Z,2025-04-19T14:30:58Z,6yreepfqr0qh9o2mlglzkri6t,R. Riski,,,5662749273,212,6.4,5662749457,156,,5662749269,140,34.9,5662749265,3,,5662749271,141,4.5,5662749275,213,3.06,5662749267,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803065095,293,61,1,18,0,2rdnn9p03qrmmv34tyx1nahpa,1,38.3,6.0,2025-04-19T14:18:16.839Z,2025-04-19T14:31:45Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5662754839,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803064949,231,43,1,18,0,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-04-19T14:18:17.312Z,2025-04-19T14:33:23Z,11xqkd2im28nwotbqeuhflcd1,J. Mäkelä,,,5662767021,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803065105,294,83,1,18,1,2rdnn9p03qrmmv34tyx1nahpa,1,37.7,13.3,2025-04-19T14:18:17.999Z,2025-04-19T14:33:36Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5662768777,399,8igk37zt3ixjxdtr1t9kwfnit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803064953,232,61,1,18,2,8sy0cxovuxo76tuoas3uo55xj,1,64.2,94.4,2025-04-19T14:18:18.777Z,2025-04-19T14:32:36Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5662752621,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803047397,135,1,1,18,4,8sy0cxovuxo76tuoas3uo55xj,1,75.7,96.3,2025-04-19T14:18:21.467Z,2025-04-19T14:33:00Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5662651725,141,85.0,5662651723,140,83.1,5662651727,212,10.9,5662651715,155,,5662651719,56,Left,5662651729,213,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803047401,136,1,1,18,5,8sy0cxovuxo76tuoas3uo55xj,0,82.2,84.7,2025-04-19T14:18:22.443Z,2025-04-19T14:33:15Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,,5662651743,168,,5662651757,212,2.0,5662651753,141,82.6,5662651741,3,,5662651745,56,Left,5662651761,213,5.48,5662651749,140,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803047411,164,61,1,18,6,2rdnn9p03qrmmv34tyx1nahpa,1,26.1,32.8,2025-04-19T14:18:22.942Z,2025-04-19T14:18:23Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5662651811,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803047467,137,43,1,18,7,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-04-19T14:18:24.508Z,2025-04-19T14:34:08Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,,5662773059,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803047511,138,13,1,18,8,8sy0cxovuxo76tuoas3uo55xj,1,78.8,67.9,2025-04-19T14:18:24.875Z,2025-04-19T14:34:10Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,,5662660787,215,,5662652213,18,,5662660781,102,47.4,5662660779,74,,5662660793,458,,5662660783,103,98.6,5662660795,230,98.9,5662660791,108,,5662652215,56,Center,5662652211,22,,5662660797,231,51.1,5662659969,20,,,,,,,,,,,,,,,,,,,,,
2803047615,139,5,1,18,9,8sy0cxovuxo76tuoas3uo55xj,0,101.4,56.6,2025-04-19T14:18:25.808Z,2025-04-19T14:25:06Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,,5662652837,233,165,5662652753,346,,5662652751,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803047529,165,5,1,18,9,2rdnn9p03qrmmv34tyx1nahpa,1,-1.4,43.4,2025-04-19T14:18:25.808Z,2025-04-19T14:25:05Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5662652295,346,,5662652809,233,139,5662652293,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803047939,166,1,1,18,23,2rdnn9p03qrmmv34tyx1nahpa,1,5.0,37.0,2025-04-19T14:18:39.711Z,2025-04-19T14:18:40Z,5h0xmzqj69qpakvv8b3gfin6d,O. Virtanen,,,5662654337,56,Back,5662654343,212,15.2,5662654349,237,,5662654335,124,,5662654339,140,16.2,5662654341,141,22.8,5662654345,213,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803048027,167,1,1,18,24,2rdnn9p03qrmmv34tyx1nahpa,1,16.2,22.8,2025-04-19T14:18:40.791Z,2025-04-19T14:18:44Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5662654749,56,Back,5662654757,213,0.47,5662654755,212,6.8,5662654751,140,22.0,5662654753,141,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803048109,168,1,1,18,27,2rdnn9p03qrmmv34tyx1nahpa,1,22.0,27.3,2025-04-19T14:18:44.238Z,2025-04-19T14:18:47Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5662655115,140,18.3,5662655119,212,7.7,5662655121,213,4.18,5662655117,141,17.6,5662655113,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803048599,173,50,1,18,29,2rdnn9p03qrmmv34tyx1nahpa,1,32.7,45.2,2025-04-19T14:18:46.059Z,2025-04-19T15:53:56Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5662657541,56,Back,5662658149,285,,5662658145,233,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803048101,140,7,1,18,29,8sy0cxovuxo76tuoas3uo55xj,0,67.3,54.8,2025-04-19T14:18:46.060Z,2025-04-19T15:53:55Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5662655101,56,Center,5662658101,233,173,5663297301,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803048157,169,1,1,18,30,2rdnn9p03qrmmv34tyx1nahpa,0,18.3,17.6,2025-04-19T14:18:46.743Z,2025-04-19T14:18:48Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5662655429,140,74.0,5662655435,213,6.20,5662655431,141,10.3,5662655425,157,,5662655433,212,58.7,5662655437,1,,5662655427,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803048271,141,1,1,18,33,8sy0cxovuxo76tuoas3uo55xj,0,34.1,89.0,2025-04-19T14:18:50.252Z,2025-04-19T14:18:52Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5662655969,212,12.1,5662655971,213,0.44,5662655963,56,Back,5662655965,140,44.5,5662655961,3,,5662655967,141,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803048373,142,45,1,18,37,8sy0cxovuxo76tuoas3uo55xj,0,48.1,91.2,2025-04-19T14:18:54.607Z,2025-04-19T15:54:02Z,7dvn6m2z49c2n1ev0o9rvk93o,L. Weckström,,,5662657259,233,170,5662656487,285,,5662656485,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803048489,170,3,1,18,37,2rdnn9p03qrmmv34tyx1nahpa,1,51.9,8.8,2025-04-19T14:18:54.607Z,2025-04-19T15:54:02Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5662657039,286,,5662657071,233,142,5662657037,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803048545,171,1,1,18,44,2rdnn9p03qrmmv34tyx1nahpa,1,43.9,26.7,2025-04-19T14:19:00.695Z,2025-04-19T14:19:03Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5662657313,56,Back,5662657317,141,31.6,5662657321,213,2.82,5662657315,140,34.5,5662657319,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803048583,172,1,1,18,46,2rdnn9p03qrmmv34tyx1nahpa,1,34.8,31.0,2025-04-19T14:19:02.799Z,2025-04-19T14:19:04Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5662657487,56,Back,5662657495,213,1.31,5662657491,141,63.7,5662657489,140,40.5,5662657493,212,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803048791,174,1,1,18,51,2rdnn9p03qrmmv34tyx1nahpa,1,55.4,79.1,2025-04-19T14:19:08.007Z,2025-04-19T14:19:11Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5662658319,141,95.3,5662658327,213,0.48,5662658315,140,75.7,5662658311,56,Left,5662658323,212,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803048843,175,1,1,18,54,2rdnn9p03qrmmv34tyx1nahpa,0,76.8,93.8,2025-04-19T14:19:10.975Z,2025-04-19T14:19:12Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5662658599,155,,5662658609,213,5.07,5662658607,212,13.6,5662658605,141,75.1,5662658603,140,81.3,5662658601,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803048883,143,8,1,18,56,8sy0cxovuxo76tuoas3uo55xj,1,27.0,26.7,2025-04-19T14:19:13.468Z,2025-04-19T14:19:13Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5662658831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803048945,144,1,1,18,57,8sy0cxovuxo76tuoas3uo55xj,0,27.7,25.0,2025-04-19T14:19:14.363Z,2025-04-19T14:19:14Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5662659145,140,39.0,5662659141,157,,5662659153,1,,5662659149,212,12.1,5662659147,141,21.8,5662659143,56,Back,5662659151,213,6.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
