id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2807831181,216,1,1,26,0,ea3yd0dgq6uy6pupkpn17j5xg,1,5.1,56.7,2025-04-28T16:26:50.840Z,2025-04-28T16:26:54Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5688847027,140,8.3,5688847031,212,20.3,5688847029,141,86.2,5688847025,56,Back,5688847035,213,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807831223,217,1,1,26,3,ea3yd0dgq6uy6pupkpn17j5xg,1,7.7,78.8,2025-04-28T16:26:53.865Z,2025-04-28T16:27:00Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5688847269,140,19.1,5688847263,155,,5688847275,213,4.96,5688847277,1,,5688847265,196,,5688847273,212,48.3,5688847267,56,Back,5688847271,141,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807831255,218,1,1,26,10,ea3yd0dgq6uy6pupkpn17j5xg,1,26.9,11.7,2025-04-28T16:27:01.480Z,2025-04-28T16:27:03Z,ciursygt8i2deeszjdebb28yx,E. Mastokangas,,,5688847439,140,33.9,5688847445,213,1.01,5688847437,56,Back,5688847441,141,28.9,5688847443,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807831273,219,1,1,26,12,ea3yd0dgq6uy6pupkpn17j5xg,1,32.8,26.1,2025-04-28T16:27:03.481Z,2025-04-28T16:27:05Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5688847533,141,22.7,5688847531,140,22.7,5688847535,212,10.9,5688847529,56,Back,5688847537,213,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807831305,223,1,1,26,15,ea3yd0dgq6uy6pupkpn17j5xg,1,22.7,22.7,2025-04-28T16:27:06.344Z,2025-04-28T16:27:09Z,ciursygt8i2deeszjdebb28yx,E. Mastokangas,,,5688847697,212,18.3,5688847691,56,Back,5688847695,141,49.6,5688847699,213,1.55,5688847693,140,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807831313,224,1,1,26,18,ea3yd0dgq6uy6pupkpn17j5xg,0,23.1,49.6,2025-04-28T16:27:09.256Z,2025-04-28T16:27:10Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5688847733,140,67.9,5688847739,213,0.50,5688847731,56,Left,5688847735,141,87.8,5688847729,155,,5688847737,212,53.7,5688847741,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807831335,228,1,1,26,21,5qxgilg61hlwxzfpdn2nhcayd,1,36.9,19.5,2025-04-28T16:27:12.093Z,2025-04-28T16:27:45Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5688847851,140,55.6,5688847849,56,Center,5688847853,141,31.9,5688848609,155,,5688847857,213,0.41,5688847855,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807831377,230,1,1,26,26,5qxgilg61hlwxzfpdn2nhcayd,1,55.7,54.3,2025-04-28T16:27:17.132Z,2025-04-28T16:27:20Z,49br3gmn71y8pd5wqkfkvrbah,Lucas Falcão,,,5688848043,141,80.0,5688848041,140,75.4,5688848045,212,27.1,5688848039,56,Left,5688848047,213,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807831385,231,1,1,26,29,5qxgilg61hlwxzfpdn2nhcayd,0,87.3,83.8,2025-04-28T16:27:20.637Z,2025-04-28T16:27:27Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5688848101,212,26.9,5688848097,140,93.7,5688848103,213,4.96,5688848095,56,Center,5688848091,2,,5688848099,141,45.5,5688848093,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807831401,225,12,1,26,32,ea3yd0dgq6uy6pupkpn17j5xg,1,3.9,50.0,2025-04-28T16:27:22.906Z,2025-04-28T16:27:24Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5688848205,140,0.0,5688848211,213,2.02,5688848257,167,,5688848207,141,67.5,5688848203,56,Back,5688848223,15,,5688848209,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807831413,226,6,1,26,33,ea3yd0dgq6uy6pupkpn17j5xg,0,0.0,68.0,2025-04-28T16:27:23.801Z,2025-04-28T16:27:27Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5688848355,233,232,5688848289,73,,5688848285,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807831409,232,6,1,26,33,5qxgilg61hlwxzfpdn2nhcayd,1,100.0,32.0,2025-04-28T16:27:23.801Z,2025-04-28T16:29:39Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5688848331,75,,5688848337,233,226,5688848329,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807831661,233,1,1,27,7,5qxgilg61hlwxzfpdn2nhcayd,0,99.5,0.5,2025-04-28T16:27:57.909Z,2025-04-28T16:28:02Z,d7fbq3piag375ujo9q9njqq6s,D. Bulgakov,,,5688849719,212,33.8,5688849707,6,,5688849833,233,227,5688849717,141,49.6,5688849709,155,,5688849705,2,,5688849711,224,,5688849713,56,Center,5688849723,1,5688849721,213,5688849715,140,,,,,,,,,,,94.3,,1.73,,,,,,,,,,,
2807831683,227,41,1,27,10,ea3yd0dgq6uy6pupkpn17j5xg,0,5.4,49.6,2025-04-28T16:28:01.400Z,2025-04-28T16:28:02Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5688849831,213,5.81,5688849841,233,233,5688849827,141,31.8,5688849829,212,26.5,5688849825,140,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807831717,234,1,1,27,12,5qxgilg61hlwxzfpdn2nhcayd,0,73.9,67.1,2025-04-28T16:28:02.988Z,2025-04-28T16:29:00Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5688852555,155,,5688852565,1,,5688852557,140,100.0,5688852559,141,39.7,5688852561,212,33.7,5688850061,56,Center,5688852563,213,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807831889,228,5,1,27,16,ea3yd0dgq6uy6pupkpn17j5xg,1,-0.7,58.4,2025-04-28T16:28:06.748Z,2025-04-28T16:54:38Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5688850929,346,,5688850927,56,Back,5688850947,233,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807831729,235,5,1,27,16,5qxgilg61hlwxzfpdn2nhcayd,0,100.7,41.6,2025-04-28T16:28:06.748Z,2025-04-28T16:54:38Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5688850107,56,Center,5688850951,233,228,5688850109,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807831925,229,1,1,27,33,ea3yd0dgq6uy6pupkpn17j5xg,1,1.8,49.4,2025-04-28T16:28:23.945Z,2025-04-28T16:28:27Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5688851167,124,,5688851171,140,4.7,5688851187,237,,5688851173,141,30.0,5688851177,212,13.5,5688851169,56,Back,5688851181,213,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807831947,230,1,1,27,37,ea3yd0dgq6uy6pupkpn17j5xg,1,10.8,18.9,2025-04-28T16:28:27.833Z,2025-04-28T16:28:30Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5688851289,212,12.1,5688851283,56,Back,5688851285,140,16.7,5688851291,213,5.25,5688851287,141,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807831961,231,1,1,27,39,ea3yd0dgq6uy6pupkpn17j5xg,1,16.7,3.7,2025-04-28T16:28:29.977Z,2025-04-28T16:28:31Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5688851393,212,13.3,5688851387,56,Back,5688851391,141,12.5,5688851395,213,0.47,5688851389,140,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807831979,232,1,1,27,40,ea3yd0dgq6uy6pupkpn17j5xg,1,27.2,9.7,2025-04-28T16:28:31.657Z,2025-04-28T16:28:33Z,ciursygt8i2deeszjdebb28yx,E. Mastokangas,,,5688851467,140,33.3,5688851471,212,8.0,5688851469,141,2.6,5688851465,56,Back,5688851473,213,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807831983,233,1,1,27,42,ea3yd0dgq6uy6pupkpn17j5xg,0,33.3,2.6,2025-04-28T16:28:32.968Z,2025-04-28T16:28:34Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5688851483,56,Back,5688851489,212,2.6,5688851523,236,,5688851529,286,,5688851485,140,33.4,5688851491,213,1.53,5688851487,141,6.4,5688851525,233,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807831987,236,74,1,27,42,5qxgilg61hlwxzfpdn2nhcayd,1,62.7,94.6,2025-04-28T16:28:32.969Z,2025-04-28T16:54:50Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5688851519,285,,5688851517,56,Left,5688851545,233,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807832023,234,5,1,27,43,ea3yd0dgq6uy6pupkpn17j5xg,1,32.0,-1.4,2025-04-28T16:28:34.440Z,2025-04-28T16:28:43Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5688851737,56,Back,5688851783,233,237,5688851739,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807832001,237,5,1,27,43,5qxgilg61hlwxzfpdn2nhcayd,0,68.0,101.4,2025-04-28T16:28:34.440Z,2025-04-28T16:54:39Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5688851579,56,Left,5688851581,347,,5688851789,233,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807832083,235,1,1,27,56,ea3yd0dgq6uy6pupkpn17j5xg,1,33.6,0.0,2025-04-28T16:28:47.129Z,2025-04-28T16:28:49Z,ciursygt8i2deeszjdebb28yx,E. Mastokangas,,,5688852139,213,1.09,5688852133,140,43.2,5688852131,56,Back,5688852135,141,27.1,5688852129,107,,5688852137,212,21.7,5688852141,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807832097,236,1,1,27,58,ea3yd0dgq6uy6pupkpn17j5xg,1,41.7,27.1,2025-04-28T16:28:49.449Z,2025-04-28T16:28:50Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5688852191,56,Back,5688852197,212,10.1,5688852193,140,34.9,5688852199,213,2.35,5688852195,141,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807832113,237,1,1,28,0,ea3yd0dgq6uy6pupkpn17j5xg,1,34.9,37.7,2025-04-28T16:28:50.697Z,2025-04-28T16:28:52Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5688852291,213,4.82,5688852285,141,11.0,5688852283,140,36.8,5688852281,56,Back,5688852287,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807832149,238,1,1,28,1,ea3yd0dgq6uy6pupkpn17j5xg,1,33.8,4.7,2025-04-28T16:28:52.329Z,2025-04-28T16:28:54Z,ciursygt8i2deeszjdebb28yx,E. Mastokangas,,,5688852519,213,2.61,5688852513,140,18.0,5688852511,56,Back,5688852515,141,19.2,5688852517,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807832183,239,1,1,28,4,ea3yd0dgq6uy6pupkpn17j5xg,1,19.5,17.1,2025-04-28T16:28:54.762Z,2025-04-28T16:28:59Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5688852729,212,26.2,5688852723,56,Back,5688852725,140,8.2,5688852727,141,51.5,5688852731,213,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807832215,240,1,1,28,8,ea3yd0dgq6uy6pupkpn17j5xg,1,7.2,50.7,2025-04-28T16:28:59.257Z,2025-04-28T16:29:01Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5688852901,213,1.40,5688852897,141,73.6,5688852893,56,Back,5688852899,212,15.8,5688852895,140,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807832231,241,1,1,28,10,ea3yd0dgq6uy6pupkpn17j5xg,0,9.8,73.6,2025-04-28T16:29:01.624Z,2025-04-28T16:29:03Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5688853007,141,42.7,5688853013,213,5.53,5688852995,157,,5688853011,212,30.8,5688852999,56,Back,5688853003,140,31.2,5688853017,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807832271,238,8,1,28,14,5qxgilg61hlwxzfpdn2nhcayd,1,62.6,53.3,2025-04-28T16:29:05.219Z,2025-04-28T16:29:23Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5688854005,15,,5688853273,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807832273,239,44,1,28,15,5qxgilg61hlwxzfpdn2nhcayd,1,78.7,58.4,2025-04-28T16:29:06.152Z,2025-04-28T16:54:59Z,d7fbq3piag375ujo9q9njqq6s,D. Bulgakov,,,5688853297,56,Center,5688853335,233,242,5688853299,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807832255,242,44,1,28,15,ea3yd0dgq6uy6pupkpn17j5xg,0,21.3,41.6,2025-04-28T16:29:06.153Z,2025-04-28T16:35:10Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5688853207,285,,5688853331,233,239,5688853205,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807834969,277,1,1,28,16,5qxgilg61hlwxzfpdn2nhcayd,0,79.1,61.5,2025-04-28T16:29:07.065Z,2025-04-28T16:35:24Z,d7fbq3piag375ujo9q9njqq6s,D. Bulgakov,,,5688870207,212,1.3,5688870205,141,62.2,5688870211,213,0.36,5688870201,168,,5688868809,56,Center,5688870203,140,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807832265,243,61,1,28,16,ea3yd0dgq6uy6pupkpn17j5xg,1,20.6,40.6,2025-04-28T16:29:07.570Z,2025-04-28T16:35:17Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5688853251,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807832297,244,43,1,28,17,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-04-28T16:29:08.043Z,2025-04-28T16:29:27Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5688853429,157,0,5688853435,141,44.5,5688853441,1,0,5688853437,212,25.3,5688853439,213,6.22,5688853433,140,52.1,5688853431,56,Center,5688854197,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807832315,240,27,1,28,18,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-04-28T16:29:08.780Z,2025-04-28T16:33:15Z,,,,,5688853517,53,d7fbq3piag375ujo9q9njqq6s,5688853515,41,Injury,5688853537,233,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807832311,245,27,1,28,18,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-04-28T16:29:08.780Z,2025-04-28T16:54:46Z,,,,,5688853521,233,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807832947,241,28,1,29,47,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-04-28T16:30:38.553Z,2025-04-28T16:30:48Z,,,,,5688857071,233,246,5688857047,55,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807832941,246,28,1,29,47,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-04-28T16:30:38.553Z,2025-04-28T16:54:46Z,,,,,5688857059,233,241,5688857029,55,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807832965,242,68,1,29,51,5qxgilg61hlwxzfpdn2nhcayd,0,77.9,59.0,2025-04-28T16:30:41.946Z,2025-04-28T16:30:50Z,,,,,5688857485,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807832967,247,68,1,29,54,ea3yd0dgq6uy6pupkpn17j5xg,1,38.7,58.5,2025-04-28T16:30:45.065Z,2025-04-28T16:31:10Z,,,,,5688858447,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807832997,248,1,1,29,55,ea3yd0dgq6uy6pupkpn17j5xg,0,18.9,73.4,2025-04-28T16:30:46.489Z,2025-04-28T16:34:05Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5688866131,189,,5688866403,212,40.5,5688866409,1,,5688866397,157,,5688857317,56,Center,5688866401,141,63.8,5688866399,140,57.0,5688866405,213,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807833091,244,1,1,30,1,5qxgilg61hlwxzfpdn2nhcayd,1,14.7,34.6,2025-04-28T16:30:52.220Z,2025-04-28T16:30:56Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5688857831,212,18.1,5688857827,140,26.9,5688857833,213,5.50,5688857825,56,Back,5688857829,141,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807833103,245,1,1,30,5,5qxgilg61hlwxzfpdn2nhcayd,1,44.0,7.6,2025-04-28T16:30:56.523Z,2025-04-28T16:30:58Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5688857895,212,14.3,5688857889,56,Right,5688857897,213,0.31,5688857893,141,14.0,5688857891,140,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807833107,246,1,1,30,7,5qxgilg61hlwxzfpdn2nhcayd,1,57.0,14.0,2025-04-28T16:30:58.059Z,2025-04-28T16:30:59Z,49br3gmn71y8pd5wqkfkvrbah,Lucas Falcão,,,5688857929,56,Back,5688857935,212,11.4,5688857937,213,3.76,5688857933,141,4.3,5688857971,156,,5688857931,140,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807833139,247,1,1,30,9,5qxgilg61hlwxzfpdn2nhcayd,1,53.4,3.2,2025-04-28T16:31:00.354Z,2025-04-28T16:31:02Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5688858075,141,19.2,5688858069,155,,5688858077,212,19.0,5688858079,213,0.61,5688858073,140,68.2,5688858071,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807833167,248,1,1,30,11,5qxgilg61hlwxzfpdn2nhcayd,0,68.2,19.2,2025-04-28T16:31:01.827Z,2025-04-28T16:31:05Z,2shgmz0kct6m0wphe28gq04ix,S. Lindholm,,,5688858235,213,0.13,5688858225,140,95.9,5688858231,212,29.4,5688858219,3,,5688858227,141,25.0,5688858221,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807833251,249,43,1,30,25,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-04-28T16:31:15.778Z,2025-04-28T16:31:19Z,,,,,5688858845,144,79,5688858707,344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807833293,250,1,1,30,29,ea3yd0dgq6uy6pupkpn17j5xg,1,3.0,66.7,2025-04-28T16:31:20.458Z,2025-04-28T16:31:22Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5688858953,141,83.2,5688858961,213,1.23,5688858941,123,,5688858949,140,6.8,5688858943,56,Back,5688858957,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807833311,251,1,1,30,31,ea3yd0dgq6uy6pupkpn17j5xg,1,6.8,83.2,2025-04-28T16:31:21.945Z,2025-04-28T16:31:23Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5688859051,213,0.55,5688859045,141,96.9,5688859039,56,Back,5688859049,212,17.8,5688859041,140,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807833335,252,1,1,30,32,ea3yd0dgq6uy6pupkpn17j5xg,1,21.2,96.9,2025-04-28T16:31:23.416Z,2025-04-28T16:31:26Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5688859153,212,14.1,5688859149,140,11.9,5688859151,141,82.0,5688859147,56,Back,5688859155,213,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807833351,254,50,1,30,35,ea3yd0dgq6uy6pupkpn17j5xg,1,19.8,84.6,2025-04-28T16:31:26.233Z,2025-04-28T16:31:29Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5688859293,233,250,5688859205,56,Back,5688859207,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807833367,250,7,1,30,35,5qxgilg61hlwxzfpdn2nhcayd,0,80.2,15.4,2025-04-28T16:31:26.234Z,2025-04-28T16:33:54Z,2shgmz0kct6m0wphe28gq04ix,S. Lindholm,,,5688859273,56,Right,5688859275,286,,5688859287,233,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807834379,271,61,1,30,37,ea3yd0dgq6uy6pupkpn17j5xg,1,20.7,83.2,2025-04-28T16:31:28.406Z,2025-04-28T16:33:52Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5688866113,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807833411,255,3,1,30,38,ea3yd0dgq6uy6pupkpn17j5xg,0,19.3,95.4,2025-04-28T16:31:29.466Z,2025-04-28T16:31:32Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5688859515,211,,5688859507,285,,5688859503,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807833423,251,5,1,30,41,5qxgilg61hlwxzfpdn2nhcayd,1,76.2,-0.6,2025-04-28T16:31:32.408Z,2025-04-28T16:54:39Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5688859567,347,,5688859581,233,256,5688859565,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807833421,256,5,1,30,41,ea3yd0dgq6uy6pupkpn17j5xg,0,23.8,100.6,2025-04-28T16:31:32.408Z,2025-04-28T16:31:35Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5688859555,56,Back,5688859557,347,,5688859599,233,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807833507,252,1,1,30,47,5qxgilg61hlwxzfpdn2nhcayd,1,70.4,0.0,2025-04-28T16:31:38.497Z,2025-04-28T16:31:42Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5688860095,213,2.90,5688860089,140,55.0,5688860093,212,16.7,5688860087,56,Right,5688860091,141,4.3,5688860085,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807833537,253,1,1,30,51,5qxgilg61hlwxzfpdn2nhcayd,1,60.2,18.6,2025-04-28T16:31:42.482Z,2025-04-28T16:31:46Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5688860253,212,25.0,5688860251,141,54.3,5688860249,140,54.7,5688860247,56,Center,5688860255,213,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807833567,254,1,1,30,55,5qxgilg61hlwxzfpdn2nhcayd,1,61.9,66.6,2025-04-28T16:31:46.234Z,2025-04-28T16:31:51Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5688860471,212,24.1,5688860467,140,75.5,5688860473,213,0.94,5688860469,141,95.1,5688860465,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807833593,255,1,1,31,0,5qxgilg61hlwxzfpdn2nhcayd,1,72.7,94.5,2025-04-28T16:31:51.036Z,2025-04-28T16:31:54Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5688860577,141,86.0,5688860581,213,3.35,5688860575,140,46.5,5688860573,56,Back,5688860579,212,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807833611,256,1,1,31,4,5qxgilg61hlwxzfpdn2nhcayd,1,39.2,67.8,2025-04-28T16:31:54.674Z,2025-04-28T16:31:57Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5688860663,56,Back,5688860669,212,16.1,5688860665,140,31.0,5688860667,141,47.8,5688860671,213,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807833623,257,1,1,31,6,5qxgilg61hlwxzfpdn2nhcayd,1,31.2,47.2,2025-04-28T16:31:57.026Z,2025-04-28T16:31:58Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5688860721,212,13.6,5688860715,56,Back,5688860717,140,44.1,5688860723,213,6.24,5688860719,141,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807833657,258,1,1,31,8,5qxgilg61hlwxzfpdn2nhcayd,1,44.1,46.3,2025-04-28T16:31:58.834Z,2025-04-28T16:32:04Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,,5688860941,141,76.3,5688860937,56,Back,5688860943,212,21.4,5688860939,140,38.1,5688860945,213,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807833679,259,1,1,31,13,5qxgilg61hlwxzfpdn2nhcayd,1,54.3,86.5,2025-04-28T16:32:04.131Z,2025-04-28T16:32:06Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5688861079,141,95.1,5688861077,140,72.4,5688861083,213,0.30,5688861081,212,19.9,5688861075,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
