id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2807275485,152,1,1,21,25,3ptum5fjcgw51mqui0gu6uuf4,1,44.6,58.8,2025-04-27T15:51:02.021Z,2025-04-27T15:51:07Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5685773159,212,26.6,5685773161,213,1.19,5685773157,141,95.0,5685773155,140,54.1,5685773153,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807275479,193,83,1,21,31,2rdnn9p03qrmmv34tyx1nahpa,0,43.3,13.1,2025-04-27T15:51:07.591Z,2025-04-27T15:51:10Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5685773405,399,64pptq46unjnsxn6wc3avhtec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807275521,153,1,1,21,31,3ptum5fjcgw51mqui0gu6uuf4,1,55.5,88.9,2025-04-27T15:51:07.829Z,2025-04-27T15:51:09Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5685773341,56,Back,5685773349,213,4.38,5685773343,140,46.0,5685773345,141,47.0,5685773347,212,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807275619,154,1,1,21,34,3ptum5fjcgw51mqui0gu6uuf4,1,46.1,42.7,2025-04-27T15:51:10.789Z,2025-04-27T15:51:16Z,b7594v117himyndjrpkval8us,E. Okereke,,,5685773959,213,5.35,5685773951,56,Right,5685773957,212,29.7,5685773953,140,63.0,5685773955,141,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807275643,155,1,1,21,39,3ptum5fjcgw51mqui0gu6uuf4,1,71.5,5.9,2025-04-27T15:51:15.958Z,2025-04-27T15:51:17Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5685774069,56,Right,5685774071,140,58.9,5685774073,141,11.4,5685774075,212,13.7,5685774077,213,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807275665,156,1,1,21,41,3ptum5fjcgw51mqui0gu6uuf4,1,58.5,12.5,2025-04-27T15:51:17.541Z,2025-04-27T15:51:19Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5685774217,212,13.4,5685774215,141,32.2,5685774219,213,1.48,5685774213,140,59.6,5685774211,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807275715,157,1,1,21,43,3ptum5fjcgw51mqui0gu6uuf4,1,59.3,30.9,2025-04-27T15:51:19.397Z,2025-04-27T15:51:22Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5685774477,212,22.2,5685774473,141,32.1,5685774467,140,38.2,5685774463,56,Back,5685774479,213,3.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807275743,158,1,1,21,46,3ptum5fjcgw51mqui0gu6uuf4,1,39.1,32.1,2025-04-27T15:51:22.261Z,2025-04-27T15:51:24Z,b7594v117himyndjrpkval8us,E. Okereke,,,5685774581,140,44.0,5685774587,213,6.22,5685774585,212,5.2,5685774583,141,31.6,5685774579,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807275799,159,1,1,21,48,3ptum5fjcgw51mqui0gu6uuf4,1,45.8,34.5,2025-04-27T15:51:24.725Z,2025-04-27T15:51:28Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5685774891,140,44.1,5685774889,56,Back,5685774897,213,1.68,5685774893,141,59.3,5685774895,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807275921,160,1,1,21,51,3ptum5fjcgw51mqui0gu6uuf4,1,44.0,58.8,2025-04-27T15:51:27.974Z,2025-04-27T15:51:36Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5685775559,140,70.1,5685775561,141,94.2,5685775565,213,0.72,5685775555,155,,5685775563,212,36.5,5685775557,56,Left,5685775567,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807276003,161,1,1,22,0,3ptum5fjcgw51mqui0gu6uuf4,1,65.6,79.9,2025-04-27T15:51:36.646Z,2025-04-27T15:51:53Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5685775941,56,Center,5685775947,212,46.4,5685775949,213,5.42,5685775943,140,94.4,5685775945,141,28.2,5685775951,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807276015,162,1,1,22,4,3ptum5fjcgw51mqui0gu6uuf4,0,95.1,24.9,2025-04-27T15:51:41.046Z,2025-04-27T15:51:42Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5685776011,2,,5685776021,140,96.1,5685776013,155,,5685776025,141,48.4,5685776027,212,16.0,5685776017,56,Center,5685776031,213,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807276323,195,1,1,22,24,2rdnn9p03qrmmv34tyx1nahpa,1,12.3,46.7,2025-04-27T15:52:00.904Z,2025-04-27T15:52:03Z,a6c8kxkcb77ldh3dpondvd2sq,F. Krkalić,,,5685777613,140,21.7,5685777615,141,86.5,5685777609,123,,5685777617,212,28.8,5685777695,287,,5685777611,56,Back,5685777619,213,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807276365,196,1,1,22,27,2rdnn9p03qrmmv34tyx1nahpa,0,21.7,86.5,2025-04-27T15:52:03.304Z,2025-04-27T15:52:07Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5685777859,213,6.10,5685777853,141,82.9,5685777857,212,13.8,5685777847,56,Back,5685777851,140,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807276411,197,61,1,22,29,2rdnn9p03qrmmv34tyx1nahpa,0,29.6,75.9,2025-04-27T15:52:05.808Z,2025-04-27T16:13:38Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5685778017,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807276471,164,1,1,22,30,3ptum5fjcgw51mqui0gu6uuf4,1,61.9,19.2,2025-04-27T15:52:06.981Z,2025-04-27T15:52:12Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5685778407,56,Right,5685778413,212,23.9,5685778415,213,6.10,5685778409,140,84.3,5685778411,141,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807276489,165,1,1,22,35,3ptum5fjcgw51mqui0gu6uuf4,1,90.1,11.3,2025-04-27T15:52:12.182Z,2025-04-27T15:52:13Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5685778541,140,75.3,5685778547,213,2.70,5685778545,212,17.2,5685778543,141,22.2,5685778539,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807276505,166,1,1,22,37,3ptum5fjcgw51mqui0gu6uuf4,1,76.0,20.4,2025-04-27T15:52:13.718Z,2025-04-27T15:52:16Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5685778659,212,23.1,5685778655,140,96.7,5685778653,56,Center,5685778657,141,32.1,5685778661,213,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807276527,167,1,1,22,39,3ptum5fjcgw51mqui0gu6uuf4,0,96.6,31.9,2025-04-27T15:52:16.134Z,2025-04-27T15:52:19Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5685778799,212,9.4,5685778801,213,2.37,5685778797,141,41.5,5685778825,195,,5685778795,140,90.2,5685778793,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807276603,198,12,1,22,41,2rdnn9p03qrmmv34tyx1nahpa,1,9.6,62.3,2025-04-27T15:52:17.385Z,2025-04-27T15:52:22Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5685779257,212,5.9,5685779259,213,0.70,5685779253,140,13.9,5685779255,141,67.9,5685779251,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807276587,168,1,1,22,43,3ptum5fjcgw51mqui0gu6uuf4,1,89.9,33.6,2025-04-27T15:52:20.021Z,2025-04-27T15:52:21Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,,5685779149,56,Center,5685779151,140,90.0,5685779157,213,4.74,5685779153,141,28.6,5685779155,212,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807276599,169,1,1,22,45,3ptum5fjcgw51mqui0gu6uuf4,0,90.7,28.2,2025-04-27T15:52:21.639Z,2025-04-27T15:52:22Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5685779233,56,Center,5685779235,140,92.0,5685779237,141,55.7,5685779231,155,,5685779239,212,18.7,5685779241,213,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807276607,199,12,1,22,46,2rdnn9p03qrmmv34tyx1nahpa,1,10.0,51.0,2025-04-27T15:52:22.585Z,2025-04-27T15:52:28Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5685779275,212,24.0,5685779273,141,16.4,5685779289,15,,5685779277,213,4.90,5685779269,56,Back,5685779271,140,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807276693,200,83,1,22,52,2rdnn9p03qrmmv34tyx1nahpa,0,4.2,19.8,2025-04-27T15:52:28.360Z,2025-04-27T15:55:18Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5685793309,399,64pptq46unjnsxn6wc3avhtec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807276731,170,1,1,22,52,3ptum5fjcgw51mqui0gu6uuf4,1,96.6,74.2,2025-04-27T15:52:28.805Z,2025-04-27T15:53:26Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,1.0,5685782303,154,,5685779921,140,94.3,5685779927,213,4.33,5685782301,210,15,5685779925,212,6.5,5685779923,141,65.4,5685779919,56,Center,5685784363,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807276737,171,15,1,22,54,3ptum5fjcgw51mqui0gu6uuf4,1,92.7,62.6,2025-04-27T15:52:31.254Z,2025-04-27T15:53:27Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,,5685782347,55,170,5685782005,20,,5685782355,100,,5685782343,29,,5685779957,17,,5685782013,82,,5685782341,78,,5685782359,147,56.1,5685782351,102,48.4,5685782375,233,203,5685782353,103,5685782345,154,,5685779959,56,5685782361,230,99.3,5685782357,146,5685782363,231,Center,19,96.0,51.4,5685779955,22,,,,,
2807276809,203,10,1,22,55,2rdnn9p03qrmmv34tyx1nahpa,1,4.0,43.9,2025-04-27T15:52:31.354Z,2025-04-27T16:34:31Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5685780319,94,,5685782393,233,171,5685780321,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807276751,201,43,1,22,55,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-04-27T15:52:32.008Z,2025-04-27T15:54:03Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5685787673,144,44,5685780029,285,0,5685780027,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807276753,202,12,1,22,56,2rdnn9p03qrmmv34tyx1nahpa,1,9.3,55.2,2025-04-27T15:52:32.761Z,2025-04-27T15:52:35Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5685780045,141,70.8,5685780043,140,16.5,5685780047,212,13.0,5685780041,56,Back,5685780049,213,0.95,5685780075,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807276889,204,4,1,22,57,2rdnn9p03qrmmv34tyx1nahpa,1,12.3,64.6,2025-04-27T15:52:33.477Z,2025-04-27T15:55:15Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5685780737,56,Back,5685780735,13,,5685788547,233,172,5685780743,285,,5685780739,152,,5685780741,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807276759,172,4,1,22,57,3ptum5fjcgw51mqui0gu6uuf4,0,87.7,35.4,2025-04-27T15:52:33.478Z,2025-04-27T16:35:06Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5685781275,286,,5685781273,265,,5685781271,152,,5685788565,233,204,5685780085,56,Center,5685781269,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807277261,205,1,1,23,28,2rdnn9p03qrmmv34tyx1nahpa,1,20.5,70.6,2025-04-27T15:53:04.312Z,2025-04-27T15:53:05Z,a6c8kxkcb77ldh3dpondvd2sq,F. Krkalić,,,5685782705,212,12.4,5685782693,152,,5685782695,56,Back,5685782707,213,5.37,5685782697,140,27.7,5685782701,141,56.1,5685782691,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807277267,206,1,1,23,29,2rdnn9p03qrmmv34tyx1nahpa,0,27.7,56.1,2025-04-27T15:53:05.272Z,2025-04-27T15:53:05Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5685782741,213,1.27,5685782737,141,69.9,5685782735,140,30.5,5685782739,212,9.8,5685782733,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807277293,207,4,1,23,29,2rdnn9p03qrmmv34tyx1nahpa,1,35.4,77.4,2025-04-27T15:53:05.509Z,2025-04-27T15:53:11Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5685782901,265,,5685782899,152,,5685782919,286,,5685782897,56,Back,5685782895,13,,5685782915,233,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807277263,173,4,1,23,29,3ptum5fjcgw51mqui0gu6uuf4,0,64.6,22.6,2025-04-27T15:53:05.510Z,2025-04-27T15:53:10Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5685782943,233,207,5685782747,13,,5685782753,265,,5685782755,285,,5685782749,56,Center,5685782751,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807277405,208,1,1,23,39,2rdnn9p03qrmmv34tyx1nahpa,1,29.0,64.9,2025-04-27T15:53:16.072Z,2025-04-27T15:53:17Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5685783491,213,3.97,5685783479,5,,5685783489,212,15.2,5685783481,152,,5685783487,141,48.4,5685783485,140,19.2,5685783483,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807277421,209,1,1,23,40,2rdnn9p03qrmmv34tyx1nahpa,1,19.2,48.4,2025-04-27T15:53:16.936Z,2025-04-27T15:53:18Z,a6c8kxkcb77ldh3dpondvd2sq,F. Krkalić,,,5685783601,140,27.0,5685783605,212,17.4,5685783599,56,Back,5685783603,141,25.8,5685783607,213,5.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807277477,210,1,1,23,41,2rdnn9p03qrmmv34tyx1nahpa,1,26.8,25.8,2025-04-27T15:53:18.136Z,2025-04-27T15:53:22Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5685783885,213,2.31,5685783883,212,20.3,5685783879,140,13.8,5685783877,56,Back,5685783881,141,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807277549,211,1,1,23,45,2rdnn9p03qrmmv34tyx1nahpa,1,16.9,50.4,2025-04-27T15:53:22.008Z,2025-04-27T15:53:26Z,a6c8kxkcb77ldh3dpondvd2sq,F. Krkalić,,,5685784311,56,Back,5685784319,213,1.48,5685784313,140,17.5,5685784315,141,60.8,5685784317,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807277605,212,1,1,23,49,2rdnn9p03qrmmv34tyx1nahpa,1,20.9,64.8,2025-04-27T15:53:25.672Z,2025-04-27T15:53:31Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5685784711,213,5.04,5685784699,56,Back,5685784709,212,24.5,5685784703,140,28.3,5685784707,141,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807277667,213,1,1,23,54,2rdnn9p03qrmmv34tyx1nahpa,1,40.6,27.3,2025-04-27T15:53:31.064Z,2025-04-27T15:53:34Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5685785107,56,Center,5685785115,213,6.14,5685785113,212,19.4,5685785109,140,58.9,5685785111,141,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807277761,214,1,1,23,58,2rdnn9p03qrmmv34tyx1nahpa,1,58.6,21.3,2025-04-27T15:53:34.408Z,2025-04-27T15:53:39Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5685785555,141,41.5,5685785553,140,48.6,5685785557,212,17.3,5685785551,56,Back,5685785559,213,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807277787,215,1,1,24,2,2rdnn9p03qrmmv34tyx1nahpa,1,49.8,53.1,2025-04-27T15:53:39.096Z,2025-04-27T15:53:40Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5685785673,141,41.6,5685785675,212,9.9,5685785677,213,5.37,5685785671,140,55.6,5685785669,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807277815,216,1,1,24,4,2rdnn9p03qrmmv34tyx1nahpa,1,55.6,41.6,2025-04-27T15:53:40.456Z,2025-04-27T15:53:42Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5685785789,141,55.7,5685785793,213,2.09,5685785791,212,11.0,5685785785,56,Center,5685785787,140,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807277915,217,1,1,24,5,2rdnn9p03qrmmv34tyx1nahpa,1,50.4,55.7,2025-04-27T15:53:41.959Z,2025-04-27T15:53:47Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5685786317,212,18.6,5685786319,213,4.91,5685786313,140,53.8,5685786315,141,28.9,5685786311,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807277961,218,1,1,24,10,2rdnn9p03qrmmv34tyx1nahpa,1,53.6,27.3,2025-04-27T15:53:47Z,2025-04-27T15:54:10Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5685786477,140,86.4,5685786475,56,Right,5685786485,1,,5685786483,213,5.90,5685786481,212,37.2,5685786479,141,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807278093,219,1,1,24,14,2rdnn9p03qrmmv34tyx1nahpa,1,87.0,5.5,2025-04-27T15:53:51.192Z,2025-04-27T15:54:27Z,6yreepfqr0qh9o2mlglzkri6t,R. Riski,,1.0,5685787179,56,Center,5685789761,210,13,5685787185,212,11.8,5685787183,141,22.8,5685787187,213,1.54,5685787181,140,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807278099,220,13,1,24,18,2rdnn9p03qrmmv34tyx1nahpa,1,85.8,30.1,2025-04-27T15:53:54.504Z,2025-04-27T15:54:27Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5685789427,20,,5685789765,29,,5685789767,55,219,5685789775,230,96.9,5685789777,231,47.8,5685789763,84,,5685789771,102,41.5,5685787209,56,Center,5685789773,103,37.5,5685787205,22,,5685787207,63,,,,,,,,,,,,,,,,,,,,,,,
2807278345,174,5,1,24,20,3ptum5fjcgw51mqui0gu6uuf4,1,-1.3,54.5,2025-04-27T15:53:56.345Z,2025-04-27T16:23:51Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5685788485,346,,5685788483,56,Back,5685789223,233,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807278403,221,5,1,24,20,2rdnn9p03qrmmv34tyx1nahpa,0,101.3,45.5,2025-04-27T15:53:56.345Z,2025-04-27T16:23:51Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5685789245,233,174,5685788853,346,,5685788851,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807278625,175,1,1,24,50,3ptum5fjcgw51mqui0gu6uuf4,0,4.1,46.3,2025-04-27T15:54:26.919Z,2025-04-27T15:54:30Z,cikb5rw9wtq5th334wj89dhey,M. Riikonen,,,5685789997,212,69.9,5685789989,124,,5685790001,1,,5685789993,140,70.5,5685789995,141,39.7,5685789991,56,Center,5685790003,74,,5685789999,213,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807278673,222,1,1,24,54,2rdnn9p03qrmmv34tyx1nahpa,0,32.5,61.4,2025-04-27T15:54:30.969Z,2025-04-27T15:54:33Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5685790291,213,1.65,5685790281,3,,5685790289,212,27.2,5685790283,56,Back,5685790285,140,30.4,5685790287,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807278681,176,5,1,24,57,3ptum5fjcgw51mqui0gu6uuf4,1,68.4,-1.6,2025-04-27T15:54:33.851Z,2025-04-27T16:23:52Z,cikb5rw9wtq5th334wj89dhey,M. Riikonen,,,5685790321,56,Right,5685790323,347,,5685790363,233,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807278675,223,5,1,24,57,2rdnn9p03qrmmv34tyx1nahpa,0,31.6,101.6,2025-04-27T15:54:33.851Z,2025-04-27T15:54:37Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5685790389,233,176,5685790295,347,,5685790293,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807278847,177,1,1,25,4,3ptum5fjcgw51mqui0gu6uuf4,1,67.9,0.0,2025-04-27T15:54:40.934Z,2025-04-27T15:54:44Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5685791249,107,,5685791251,56,Right,5685791255,141,12.0,5685791253,140,60.6,5685791257,212,11.9,5685791259,213,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807278931,178,1,1,25,8,3ptum5fjcgw51mqui0gu6uuf4,1,55.9,19.8,2025-04-27T15:54:44.775Z,2025-04-27T15:54:48Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5685791611,56,Back,5685791615,141,49.4,5685791619,213,2.34,5685791613,140,37.3,5685791617,212,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807278989,179,1,1,25,12,3ptum5fjcgw51mqui0gu6uuf4,1,43.1,59.7,2025-04-27T15:54:48.534Z,2025-04-27T15:54:52Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5685791939,213,1.39,5685791931,56,Back,5685791937,212,18.8,5685791933,140,46.4,5685791935,141,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807279005,180,1,1,25,16,3ptum5fjcgw51mqui0gu6uuf4,1,46.5,92.7,2025-04-27T15:54:52.455Z,2025-04-27T15:54:54Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5685792033,212,10.6,5685792035,213,3.86,5685792031,141,82.4,5685792027,56,Back,5685792029,140,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807279045,181,1,1,25,18,3ptum5fjcgw51mqui0gu6uuf4,1,38.6,76.6,2025-04-27T15:54:54.311Z,2025-04-27T15:54:58Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5685792207,141,46.6,5685792209,212,20.6,5685792205,140,35.9,5685792203,56,Back,5685792211,213,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807279083,182,1,1,25,21,3ptum5fjcgw51mqui0gu6uuf4,1,35.4,40.4,2025-04-27T15:54:57.895Z,2025-04-27T15:55:01Z,b7594v117himyndjrpkval8us,E. Okereke,,,5685792429,140,56.1,5685792431,141,7.0,5685792427,56,Right,5685792433,212,31.4,5685792435,213,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807279095,183,1,1,25,25,3ptum5fjcgw51mqui0gu6uuf4,0,61.3,5.8,2025-04-27T15:55:01.368Z,2025-04-27T15:55:03Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5685792531,212,46.3,5685792529,141,59.7,5685792533,213,0.91,5685792535,1,,5685792527,140,88.2,5685792523,155,,5685792525,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807279241,226,1,1,25,40,2rdnn9p03qrmmv34tyx1nahpa,0,10.7,39.1,2025-04-27T15:55:16.761Z,2025-04-27T16:15:12Z,a6c8kxkcb77ldh3dpondvd2sq,F. Krkalić,,,5685793319,140,15.4,5685793321,141,37.0,5685793315,198,,5685793313,157,,5685793323,212,5.1,5685793325,213,6.00,5685793327,1,,5685793317,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807279263,184,61,1,25,43,3ptum5fjcgw51mqui0gu6uuf4,1,64.0,60.6,2025-04-27T15:55:20.022Z,2025-04-27T16:15:08Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,,5685793477,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807279257,227,1,1,25,43,2rdnn9p03qrmmv34tyx1nahpa,1,41.0,31.1,2025-04-27T15:55:20.232Z,2025-04-27T16:15:21Z,6yreepfqr0qh9o2mlglzkri6t,R. Riski,,,5685793441,56,Back,5685793449,213,3.32,5685793443,140,36.6,5685793445,141,29.9,5685793447,212,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807279285,228,61,1,25,46,2rdnn9p03qrmmv34tyx1nahpa,1,27.8,29.7,2025-04-27T15:55:22.627Z,2025-04-27T16:15:36Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5685793579,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
