id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2808753905,125,1,1,13,51,cy6zs39z79dcfbr4xzkp38z7q,0,70.7,96.2,2025-05-02T15:15:17.463Z,2025-05-02T15:15:19Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,,5694145963,212,19.0,5694145955,155,,5694145961,141,88.1,5694145965,213,5.99,5694145959,140,88.0,5694145957,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808753919,120,12,1,13,53,8sy0cxovuxo76tuoas3uo55xj,1,13.9,8.6,2025-05-02T15:15:19.670Z,2025-05-02T15:15:21Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5694146023,15,,5694146021,213,1.20,5694146015,140,16.8,5694146013,56,Back,5694146019,212,8.3,5694146017,141,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808753923,121,45,1,13,56,8sy0cxovuxo76tuoas3uo55xj,0,14.7,20.3,2025-05-02T15:15:21.845Z,2025-05-02T15:19:20Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5694146027,285,,5694146121,233,126,5694146025,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808753933,126,3,1,13,56,cy6zs39z79dcfbr4xzkp38z7q,1,85.3,79.7,2025-05-02T15:15:21.845Z,2025-05-02T15:19:19Z,3tpjeq8mn2sy9v6a8hcesp9wq,T. Kaukua,,,5694146113,56,Left,5694146117,233,121,5694146115,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808753935,127,1,1,14,0,cy6zs39z79dcfbr4xzkp38z7q,0,99.5,59.7,2025-05-02T15:15:25.930Z,2025-05-02T15:17:25Z,3tpjeq8mn2sy9v6a8hcesp9wq,T. Kaukua,,,5694146127,56,Center,5694146129,140,98.5,5694146131,141,57.2,5694146177,233,122,5694146133,212,2.0,5694146173,195,,5694146135,213,4.16,5694146181,286,,5694146175,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808753937,122,74,1,14,0,8sy0cxovuxo76tuoas3uo55xj,1,2.3,46.7,2025-05-02T15:15:25.931Z,2025-05-02T15:19:20Z,eomg9p2mo39ce40d1elkxerpx,J. Koski,,,5694146165,233,127,5694146139,56,Back,5694146141,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808753959,124,1,1,14,5,8sy0cxovuxo76tuoas3uo55xj,1,15.4,37.7,2025-05-02T15:15:30.868Z,2025-05-02T15:15:46Z,eomg9p2mo39ce40d1elkxerpx,J. Koski,,,5694146281,56,Back,5694146287,212,24.3,5694146289,213,5.00,5694146283,140,22.0,5694146477,189,,5694146285,141,3.4,5694146279,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808753967,125,1,1,14,11,8sy0cxovuxo76tuoas3uo55xj,1,31.8,8.3,2025-05-02T15:15:37.044Z,2025-05-02T15:15:37Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5694146319,213,1.65,5694146311,140,31.1,5694146313,141,22.7,5694146315,212,9.8,5694146309,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808753971,126,1,1,14,11,8sy0cxovuxo76tuoas3uo55xj,1,31.1,22.7,2025-05-02T15:15:37.495Z,2025-05-02T15:15:39Z,11xqkd2im28nwotbqeuhflcd1,J. Mäkelä,,,5694146341,56,Back,5694146345,141,10.1,5694146349,213,3.87,5694146347,212,12.8,5694146343,140,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808753981,127,1,1,14,13,8sy0cxovuxo76tuoas3uo55xj,1,22.0,10.1,2025-05-02T15:15:39.030Z,2025-05-02T15:15:43Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5694146399,56,Back,5694146403,141,2.6,5694146407,213,5.94,5694146405,212,15.3,5694146401,140,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808753989,128,1,1,14,17,8sy0cxovuxo76tuoas3uo55xj,1,40.5,4.3,2025-05-02T15:15:43.014Z,2025-05-02T15:15:45Z,b9s6ecsxs323kktg3cs3pisk4,A. Tulehmo,,,5694146463,141,4.4,5694146467,213,3.14,5694146461,140,22.5,5694146459,56,Back,5694146465,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754013,129,1,1,14,21,8sy0cxovuxo76tuoas3uo55xj,1,22.0,7.4,2025-05-02T15:15:46.884Z,2025-05-02T15:15:49Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5694146597,141,41.6,5694146599,212,23.3,5694146593,56,Back,5694146595,140,21.8,5694146601,213,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754033,130,1,1,14,23,8sy0cxovuxo76tuoas3uo55xj,1,23.8,46.6,2025-05-02T15:15:49.109Z,2025-05-02T15:15:55Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5694146731,212,18.0,5694146729,141,72.6,5694146727,140,20.8,5694146733,213,1.75,5694146725,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754047,131,1,1,14,29,8sy0cxovuxo76tuoas3uo55xj,1,27.5,58.8,2025-05-02T15:15:54.997Z,2025-05-02T15:15:58Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5694146803,56,Back,5694146807,141,30.9,5694146809,212,19.0,5694146811,213,4.75,5694146805,140,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754053,132,1,1,14,32,8sy0cxovuxo76tuoas3uo55xj,1,26.1,35.8,2025-05-02T15:15:57.876Z,2025-05-02T15:16:00Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5694146847,213,1.54,5694146841,140,26.7,5694146845,212,20.6,5694146839,56,Back,5694146843,141,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754073,133,1,1,14,34,8sy0cxovuxo76tuoas3uo55xj,1,30.5,69.6,2025-05-02T15:16:00.069Z,2025-05-02T15:16:02Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5694146943,212,13.9,5694146939,141,81.1,5694146947,213,0.60,5694146935,140,41.5,5694146931,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754065,128,83,1,14,36,cy6zs39z79dcfbr4xzkp38z7q,0,60.6,12.6,2025-05-02T15:16:02.608Z,2025-05-02T15:16:06Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,,5694147089,399,11xqkd2im28nwotbqeuhflcd1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754091,134,1,1,14,37,8sy0cxovuxo76tuoas3uo55xj,1,39.7,82.6,2025-05-02T15:16:02.854Z,2025-05-02T15:16:05Z,11xqkd2im28nwotbqeuhflcd1,J. Mäkelä,,,5694147065,140,25.3,5694147069,212,17.7,5694147067,141,69.1,5694147071,213,3.69,5694147063,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754111,135,1,1,14,41,8sy0cxovuxo76tuoas3uo55xj,1,28.6,59.1,2025-05-02T15:16:07.542Z,2025-05-02T15:16:11Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5694147163,213,5.13,5694147161,212,17.2,5694147155,56,Back,5694147157,140,35.3,5694147159,141,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754139,136,1,1,14,45,8sy0cxovuxo76tuoas3uo55xj,1,44.8,37.9,2025-05-02T15:16:11.061Z,2025-05-02T15:16:15Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5694147325,140,48.6,5694147327,141,57.5,5694147331,213,1.28,5694147329,212,13.9,5694147323,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754147,137,4,1,14,49,8sy0cxovuxo76tuoas3uo55xj,1,57.7,63.0,2025-05-02T15:16:15.540Z,2025-05-02T15:17:29Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5694147413,233,129,5694147385,56,Center,5694149003,294,,5694147387,152,,5694147391,286,,5694147383,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754145,129,4,1,14,49,cy6zs39z79dcfbr4xzkp38z7q,0,42.3,37.0,2025-05-02T15:16:15.541Z,2025-05-02T15:16:18Z,7wd41kdu78udzrxi9feh2drhm,M. Ndione,,,5694147457,233,137,5694147379,152,,5694147377,56,Back,5694147373,13,,5694147381,285,,5694147375,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754203,138,1,1,15,1,8sy0cxovuxo76tuoas3uo55xj,1,58.0,59.9,2025-05-02T15:16:27.254Z,2025-05-02T15:16:28Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5694147695,141,68.2,5694147693,140,59.2,5694147687,5,,5694147689,152,,5694147697,212,5.8,5694147703,189,,5694147699,213,1.35,5694147691,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754207,139,1,1,15,3,8sy0cxovuxo76tuoas3uo55xj,1,59.8,72.0,2025-05-02T15:16:29.109Z,2025-05-02T15:16:31Z,11xqkd2im28nwotbqeuhflcd1,J. Mäkelä,,,5694147743,213,3.56,5694147735,56,Center,5694147741,212,10.5,5694147739,141,65.7,5694147737,140,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754215,140,1,1,15,5,8sy0cxovuxo76tuoas3uo55xj,1,55.0,64.6,2025-05-02T15:16:31.013Z,2025-05-02T15:16:33Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5694147793,141,49.9,5694147789,56,Center,5694147791,140,54.4,5694147795,212,10.0,5694147797,213,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754231,141,1,1,15,7,8sy0cxovuxo76tuoas3uo55xj,1,53.7,44.5,2025-05-02T15:16:33.173Z,2025-05-02T15:16:36Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5694147845,56,Right,5694147853,213,4.58,5694147849,141,20.6,5694147847,140,51.7,5694147851,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754241,142,1,1,15,10,8sy0cxovuxo76tuoas3uo55xj,1,52.9,13.1,2025-05-02T15:16:36.101Z,2025-05-02T15:16:41Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5694147915,141,4.7,5694147913,140,68.4,5694147919,213,5.95,5694147917,212,17.2,5694147911,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754245,143,1,1,15,16,8sy0cxovuxo76tuoas3uo55xj,1,58.0,16.2,2025-05-02T15:16:41.781Z,2025-05-02T15:16:44Z,b9s6ecsxs323kktg3cs3pisk4,A. Tulehmo,,,5694147953,140,56.1,5694147951,56,Center,5694147959,213,1.72,5694147957,212,13.2,5694147955,141,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754251,144,1,1,15,18,8sy0cxovuxo76tuoas3uo55xj,1,57.7,27.7,2025-05-02T15:16:44.405Z,2025-05-02T15:16:46Z,11xqkd2im28nwotbqeuhflcd1,J. Mäkelä,,,5694147993,141,7.4,5694147989,56,Right,5694147991,140,58.1,5694147995,212,13.8,5694147997,213,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754259,145,1,1,15,20,8sy0cxovuxo76tuoas3uo55xj,1,59.2,7.1,2025-05-02T15:16:46.693Z,2025-05-02T15:16:49Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5694148051,141,5.8,5694148055,213,6.22,5694148049,140,71.9,5694148053,212,13.4,5694148047,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754275,146,1,1,15,24,8sy0cxovuxo76tuoas3uo55xj,0,74.4,3.8,2025-05-02T15:16:49.846Z,2025-05-02T15:16:52Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5694148153,56,Center,5694148149,2,,5694148157,141,36.6,5694148159,212,28.0,5694148151,155,,5694148161,213,0.92,5694148155,140,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754283,130,12,1,15,26,cy6zs39z79dcfbr4xzkp38z7q,1,8.4,53.7,2025-05-02T15:16:52.299Z,2025-05-02T15:17:03Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5694148211,15,,5694148199,56,Back,5694148203,140,6.3,5694148209,213,4.56,5694148207,212,14.2,5694148205,141,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754325,147,1,1,15,33,8sy0cxovuxo76tuoas3uo55xj,1,98.2,84.1,2025-05-02T15:16:59.702Z,2025-05-02T15:17:03Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5694148447,141,80.8,5694148449,212,18.7,5694148451,213,3.26,5694148443,56,Left,5694148445,140,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754329,148,4,1,15,37,8sy0cxovuxo76tuoas3uo55xj,1,80.4,81.6,2025-05-02T15:17:02.916Z,2025-05-02T15:17:05Z,11xqkd2im28nwotbqeuhflcd1,J. Mäkelä,,,5694148467,13,,5694148473,265,,5694148469,56,Left,5694148475,286,,5694148471,152,,5694148477,233,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754327,131,4,1,15,37,cy6zs39z79dcfbr4xzkp38z7q,0,19.6,18.4,2025-05-02T15:17:02.917Z,2025-05-02T15:17:05Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5694148457,13,,5694148459,56,Back,5694148461,152,,5694148465,285,,5694148463,265,,5694148493,233,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754509,149,1,1,16,24,8sy0cxovuxo76tuoas3uo55xj,0,77.2,81.7,2025-05-02T15:17:50.488Z,2025-05-02T15:17:53Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5694149411,140,100.0,5694149417,213,5.40,5694149419,1,,5694149413,141,37.7,5694149405,155,,5694149415,212,38.6,5694149403,5,,5694149407,152,,5694149409,56,Center,5694149401,2,,,,,,,,,,,,,,,,,,,,,,,,,
2808754521,132,5,1,16,27,cy6zs39z79dcfbr4xzkp38z7q,1,-1.2,63.0,2025-05-02T15:17:53.420Z,2025-05-02T15:17:59Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5694149613,233,150,5694149473,56,Back,5694149475,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754545,150,5,1,16,27,8sy0cxovuxo76tuoas3uo55xj,0,101.2,37.0,2025-05-02T15:17:53.420Z,2025-05-02T15:17:59Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5694149599,346,,5694149591,233,132,5694149589,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754649,133,1,1,16,51,cy6zs39z79dcfbr4xzkp38z7q,1,4.5,51.0,2025-05-02T15:18:16.923Z,2025-05-02T15:18:18Z,cu75ndbeja7m9o2g789b0h34k,N. Schulz,,,5694150135,213,5.92,5694150141,74,,5694150125,124,,5694150127,56,Right,5694150131,141,5.2,5694150129,140,81.9,5694150145,189,,5694150137,1,,5694150133,212,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754715,137,61,1,16,52,cy6zs39z79dcfbr4xzkp38z7q,1,33.8,6.8,2025-05-02T15:18:18.761Z,2025-05-02T15:18:47Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5694150549,189,,5694150535,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754669,134,3,1,16,56,cy6zs39z79dcfbr4xzkp38z7q,0,92.1,27.8,2025-05-02T15:18:22.755Z,2025-05-02T15:19:18Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,,5694150275,233,151,5694150269,286,,5694150267,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754663,151,7,1,16,56,8sy0cxovuxo76tuoas3uo55xj,0,7.9,72.2,2025-05-02T15:18:22.756Z,2025-05-02T15:19:18Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5694150243,56,Back,5694150245,285,,5694150271,233,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754667,152,83,1,16,58,8sy0cxovuxo76tuoas3uo55xj,0,7.8,72.1,2025-05-02T15:18:24.005Z,2025-05-02T15:18:27Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5694150361,399,61ib1kknf11ab4v4f1magyu39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754675,135,1,1,16,59,cy6zs39z79dcfbr4xzkp38z7q,0,99.3,33.3,2025-05-02T15:18:25.327Z,2025-05-02T15:18:26Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,,5694150335,233,153,5694150295,212,1.7,5694150297,213,2.03,5694150291,140,98.6,5694150339,286,,5694150333,236,,5694150289,56,Center,5694150293,141,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754677,153,74,1,16,59,8sy0cxovuxo76tuoas3uo55xj,1,3.0,70.3,2025-05-02T15:18:25.328Z,2025-05-02T15:19:20Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5694150307,285,,5694150305,56,Back,5694150345,233,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754679,136,6,1,17,0,cy6zs39z79dcfbr4xzkp38z7q,1,97.6,31.9,2025-05-02T15:18:26.280Z,2025-05-02T15:19:16Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,,5694150377,233,154,5694150353,56,Center,5694150355,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754687,154,6,1,17,0,8sy0cxovuxo76tuoas3uo55xj,0,2.4,68.1,2025-05-02T15:18:26.280Z,2025-05-02T15:19:16Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5694150363,56,Back,5694150391,233,136,5694150365,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754807,138,1,1,17,45,cy6zs39z79dcfbr4xzkp38z7q,1,99.6,0.8,2025-05-02T15:19:11.221Z,2025-05-02T15:19:36Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,1.0,,5694151059,213,1.76,5694151049,224,,5694151385,154,,5694151055,141,51.6,5694151061,1,,5694151045,6,,5694151051,56,Center,5694151043,2,,5694151057,212,35.2,5694151047,155,,5694151053,140,5694151383,210,13,,,,,,,,,,,,93.4,,,,,,,
2808754809,139,13,1,17,47,cy6zs39z79dcfbr4xzkp38z7q,1,93.0,51.3,2025-05-02T15:19:13.063Z,2025-05-02T15:54:39Z,7wd41kdu78udzrxi9feh2drhm,M. Ndione,,,5694151417,231,50.2,5694151395,154,,5694151411,146,96.9,5694151413,147,99.1,5694193451,276,,5694151067,17,,5694151389,15,,5694151409,153,,5694151403,103,1.4,5694151391,73,,5694151397,55,5694151069,56,Center,5694151415,230,99.0,5694151387,25,,5694151393,29,5694151401,102,98.5,138,5694151407,328,,,,,
2808754821,140,5,1,17,52,cy6zs39z79dcfbr4xzkp38z7q,0,88.2,101.6,2025-05-02T15:19:18.662Z,2025-05-02T15:20:05Z,7wd41kdu78udzrxi9feh2drhm,M. Ndione,,,5694151133,347,,5694151833,233,156,5694151131,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754815,156,5,1,17,52,8sy0cxovuxo76tuoas3uo55xj,1,11.8,-1.6,2025-05-02T15:19:18.662Z,2025-05-02T15:20:05Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5694151105,347,,5694151103,56,Back,5694151829,233,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754877,157,1,1,18,11,8sy0cxovuxo76tuoas3uo55xj,1,13.1,0.0,2025-05-02T15:19:37.317Z,2025-05-02T15:19:41Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5694151501,140,24.8,5694151507,213,0.57,5694151503,141,10.0,5694151505,212,14.6,5694151497,107,,5694151499,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754867,141,43,1,18,13,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-05-02T15:19:39.644Z,2025-05-02T15:20:02Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5694151451,56,Left,5694151807,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754881,158,1,1,18,15,8sy0cxovuxo76tuoas3uo55xj,0,29.1,13.1,2025-05-02T15:19:41.173Z,2025-05-02T15:19:42Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5694151525,56,Back,5694151535,1,,5694151531,212,33.2,5694151529,141,61.1,5694151527,140,34.9,5694151523,155,,5694151533,213,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754893,143,1,1,18,17,cy6zs39z79dcfbr4xzkp38z7q,1,59.1,37.4,2025-05-02T15:19:43.721Z,2025-05-02T15:19:46Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,,5694151589,141,60.5,5694151593,213,2.36,5694151587,140,43.9,5694151591,212,22.4,5694151585,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754899,144,1,1,18,20,cy6zs39z79dcfbr4xzkp38z7q,1,42.8,60.5,2025-05-02T15:19:46.143Z,2025-05-02T15:19:54Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5694151689,213,3.30,5694151687,212,27.2,5694151681,56,Back,5694151685,141,54.3,5694151683,140,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754901,145,1,1,18,28,cy6zs39z79dcfbr4xzkp38z7q,1,17.4,46.6,2025-05-02T15:19:53.922Z,2025-05-02T15:19:56Z,cu75ndbeja7m9o2g789b0h34k,N. Schulz,,,5694151705,1,,5694151695,56,Center,5694151693,155,,5694151701,212,48.3,5694151699,141,32.8,5694151697,140,62.5,5694151703,213,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754903,146,61,1,18,30,cy6zs39z79dcfbr4xzkp38z7q,1,63.0,36.1,2025-05-02T15:19:55.875Z,2025-05-02T15:19:56Z,7wd41kdu78udzrxi9feh2drhm,M. Ndione,,,5694151709,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754915,147,1,1,18,32,cy6zs39z79dcfbr4xzkp38z7q,1,55.9,33.4,2025-05-02T15:19:57.843Z,2025-05-02T15:20:00Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5694151753,141,39.8,5694151749,56,Back,5694151757,213,2.57,5694151755,212,8.1,5694151751,140,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754925,148,1,1,18,34,cy6zs39z79dcfbr4xzkp38z7q,1,51.4,34.0,2025-05-02T15:19:59.866Z,2025-05-02T15:20:02Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,,5694151813,56,Right,5694151819,212,18.9,5694151817,141,10.7,5694151821,213,5.29,5694151815,140,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754927,149,1,1,18,38,cy6zs39z79dcfbr4xzkp38z7q,1,65.9,7.7,2025-05-02T15:20:03.787Z,2025-05-02T15:20:05Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5694151853,140,54.9,5694151851,56,Right,5694151859,213,2.97,5694151857,212,11.7,5694151855,141,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754935,150,1,1,18,39,cy6zs39z79dcfbr4xzkp38z7q,1,51.8,11.7,2025-05-02T15:20:05.505Z,2025-05-02T15:20:07Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5694151907,140,44.4,5694151909,141,34.6,5694151905,56,Back,5694151913,213,2.03,5694151911,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754943,151,1,1,18,41,cy6zs39z79dcfbr4xzkp38z7q,1,44.4,34.6,2025-05-02T15:20:07.724Z,2025-05-02T15:20:10Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5694151941,56,Right,5694151945,141,18.9,5694151949,213,5.42,5694151947,212,14.1,5694151943,140,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754947,152,1,1,18,44,cy6zs39z79dcfbr4xzkp38z7q,1,53.1,18.9,2025-05-02T15:20:10.145Z,2025-05-02T15:20:11Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5694151963,212,10.9,5694151961,141,28.0,5694151957,56,Center,5694151959,140,61.7,5694151965,213,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754955,153,1,1,18,45,cy6zs39z79dcfbr4xzkp38z7q,1,61.7,28.0,2025-05-02T15:20:11.676Z,2025-05-02T15:20:16Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,,5694152019,140,56.7,5694152017,56,Right,5694152025,213,4.21,5694152023,212,10.9,5694152021,141,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754959,154,1,1,18,50,cy6zs39z79dcfbr4xzkp38z7q,1,56.7,14.0,2025-05-02T15:20:16.268Z,2025-05-02T15:20:17Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5694152045,56,Center,5694152047,140,53.0,5694152053,213,1.85,5694152049,141,33.6,5694152051,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
