id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value
2808793823,134,1,1,14,13,1c7dv8ays675v9kp6a04sd8pq,1,66.3,88.6,2025-05-02T17:14:17.854Z,2025-05-02T17:14:23Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,,5694364079,213,6.16,5694364073,140,89.8,5694364077,212,24.9,5694364071,56,Left,5694364069,155,,5694364075,141,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808793833,135,61,1,14,19,1c7dv8ays675v9kp6a04sd8pq,0,88.8,89.7,2025-05-02T17:14:23.230Z,2025-05-02T17:14:23Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5694364123,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808793835,136,5,1,14,19,1c7dv8ays675v9kp6a04sd8pq,0,91.4,101.8,2025-05-02T17:14:23.479Z,2025-05-02T17:15:40Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5694365171,233,155,5694364131,347,,5694364129,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794035,155,5,1,14,19,ea3yd0dgq6uy6pupkpn17j5xg,1,8.6,-1.8,2025-05-02T17:14:23.479Z,2025-05-02T17:15:39Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5694365147,56,Back,5694365155,233,136,5694365151,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794045,156,1,1,14,41,ea3yd0dgq6uy6pupkpn17j5xg,1,8.4,0.0,2025-05-02T17:14:45.703Z,2025-05-02T17:14:47Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5694365219,213,0.47,5694365211,141,9.5,5694365199,107,,5694365217,212,16.2,5694365207,140,22.2,5694365203,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794051,157,1,1,14,43,ea3yd0dgq6uy6pupkpn17j5xg,1,22.2,9.5,2025-05-02T17:14:47.159Z,2025-05-02T17:14:48Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5694365243,141,4.4,5694365239,56,Back,5694365245,212,4.4,5694365247,213,5.38,5694365241,140,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794061,158,1,1,14,43,ea3yd0dgq6uy6pupkpn17j5xg,1,24.8,4.4,2025-05-02T17:14:48.023Z,2025-05-02T17:14:49Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5694365301,213,1.84,5694365293,56,Back,5694365299,212,8.0,5694365297,141,15.8,5694365295,140,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794099,159,1,1,14,44,ea3yd0dgq6uy6pupkpn17j5xg,1,22.8,15.8,2025-05-02T17:14:48.886Z,2025-05-02T17:14:52Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5694365461,212,25.0,5694365455,56,Back,5694365457,140,18.8,5694365463,213,1.74,5694365459,141,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794149,160,1,1,14,48,ea3yd0dgq6uy6pupkpn17j5xg,1,19.0,57.0,2025-05-02T17:14:52.710Z,2025-05-02T17:14:58Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5694365687,56,Back,5694365691,141,67.9,5694365689,140,30.1,5694365693,212,13.8,5694365695,213,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794153,161,50,1,14,54,ea3yd0dgq6uy6pupkpn17j5xg,1,41.8,89.6,2025-05-02T17:14:58.198Z,2025-05-02T17:34:49Z,bxd2pse7enn5c11fu8jlqjcwk,N. Tahmbi,,,5694413889,286,,5694414033,233,137,5694365713,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794173,137,7,1,14,54,1c7dv8ays675v9kp6a04sd8pq,1,58.2,10.4,2025-05-02T17:14:58.199Z,2025-05-02T17:34:48Z,2yyodldan4gscxb0jjrpkygyy,J. Luyeye-Lutumba,,,5694365769,56,Right,5694414113,167,,5694413991,285,,5694414009,233,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794183,138,5,1,14,55,1c7dv8ays675v9kp6a04sd8pq,0,54.2,-1.4,2025-05-02T17:14:59.192Z,2025-05-02T17:15:40Z,2yyodldan4gscxb0jjrpkygyy,J. Luyeye-Lutumba,,,5694365831,56,Right,5694365833,347,,5694366251,233,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794159,162,5,1,14,55,ea3yd0dgq6uy6pupkpn17j5xg,1,45.8,101.4,2025-05-02T17:14:59.192Z,2025-05-02T17:15:40Z,bxd2pse7enn5c11fu8jlqjcwk,N. Tahmbi,,,5694365719,56,Back,5694365721,347,,5694366241,233,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794309,163,1,1,15,11,ea3yd0dgq6uy6pupkpn17j5xg,1,53.2,100.0,2025-05-02T17:15:16.038Z,2025-05-02T17:15:17Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5694366509,107,,5694366515,141,86.0,5694366519,213,5.09,5694366513,140,57.2,5694366511,56,Left,5694366517,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794319,164,1,1,15,12,ea3yd0dgq6uy6pupkpn17j5xg,1,57.2,86.0,2025-05-02T17:15:17.110Z,2025-05-02T17:35:18Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5694366567,56,Back,5694366581,212,12.6,5694366573,140,47.4,5694415951,156,,5694366577,141,96.6,5694366583,213,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794323,165,1,1,15,14,ea3yd0dgq6uy6pupkpn17j5xg,0,47.4,96.6,2025-05-02T17:15:18.710Z,2025-05-02T17:15:21Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5694366593,140,49.1,5694366599,213,5.74,5694366591,56,Back,5694366597,212,2.1,5694366699,233,139,5694366703,286,,5694366595,141,95.0,5694366697,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794345,139,74,1,15,14,1c7dv8ays675v9kp6a04sd8pq,1,54.5,7.7,2025-05-02T17:15:18.711Z,2025-05-02T17:41:21Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5694366693,56,Right,5694366695,285,,5694366731,233,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794359,140,5,1,15,17,1c7dv8ays675v9kp6a04sd8pq,0,62.1,-1.7,2025-05-02T17:15:21.784Z,2025-05-02T17:15:41Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5694366787,347,,5694367225,233,167,5694366783,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794451,167,5,1,15,17,ea3yd0dgq6uy6pupkpn17j5xg,1,37.9,101.7,2025-05-02T17:15:21.784Z,2025-05-02T17:15:41Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5694367199,347,,5694367197,56,Back,5694367205,233,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794475,168,1,1,15,25,ea3yd0dgq6uy6pupkpn17j5xg,1,39.9,100.0,2025-05-02T17:15:29.446Z,2025-05-02T17:15:32Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5694367345,213,5.82,5694367339,140,57.2,5694367337,56,Left,5694367341,141,88.4,5694367335,107,,5694367343,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794483,169,61,1,15,28,ea3yd0dgq6uy6pupkpn17j5xg,0,55.9,89.0,2025-05-02T17:15:32.519Z,2025-05-02T17:15:32Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5694367385,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794509,141,61,1,15,30,1c7dv8ays675v9kp6a04sd8pq,0,47.8,5.7,2025-05-02T17:15:34.358Z,2025-05-02T17:36:28Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5694367495,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794503,170,43,1,15,30,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-05-02T17:15:34.359Z,2025-05-02T17:36:31Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5694367463,285,0,5694420437,144,7,5694367461,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794513,171,1,1,15,30,ea3yd0dgq6uy6pupkpn17j5xg,1,45.0,94.7,2025-05-02T17:15:35.030Z,2025-05-02T17:15:36Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5694367521,212,4.1,5694367515,56,Back,5694367523,213,3.09,5694367517,140,41.1,5694367519,141,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794529,172,3,1,15,32,ea3yd0dgq6uy6pupkpn17j5xg,0,41.3,84.8,2025-05-02T17:15:36.358Z,2025-05-02T17:37:09Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5694422773,233,142,5694367597,286,,5694367595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794545,142,7,1,15,32,1c7dv8ays675v9kp6a04sd8pq,1,58.7,15.4,2025-05-02T17:15:36.359Z,2025-05-02T17:38:00Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5694422755,233,172,5694367663,285,,5694367661,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808804947,370,61,1,15,33,1c7dv8ays675v9kp6a04sd8pq,1,59.7,5.4,2025-05-02T17:15:38.008Z,2025-05-02T17:37:58Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5694425823,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794543,173,1,1,15,34,ea3yd0dgq6uy6pupkpn17j5xg,1,41.6,90.8,2025-05-02T17:15:38.254Z,2025-05-02T17:37:28Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5694367655,212,10.6,5694367651,140,37.0,5694367657,213,4.24,5694367649,56,Back,5694367653,141,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794573,174,1,1,15,35,ea3yd0dgq6uy6pupkpn17j5xg,1,37.0,73.5,2025-05-02T17:15:39.550Z,2025-05-02T17:37:29Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5694367855,1,,5694367845,56,Back,5694367849,141,14.7,5694367853,213,4.98,5694367847,140,47.3,5694367851,212,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794597,175,1,1,15,40,ea3yd0dgq6uy6pupkpn17j5xg,1,54.3,24.4,2025-05-02T17:15:45.014Z,2025-05-02T17:15:46Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5694367965,212,9.4,5694367961,140,48.0,5694367967,213,2.35,5694367959,56,Back,5694367963,141,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794645,176,1,1,15,42,ea3yd0dgq6uy6pupkpn17j5xg,1,48.0,34.3,2025-05-02T17:15:46.231Z,2025-05-02T17:15:51Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5694368171,140,36.8,5694368177,213,3.73,5694368175,212,14.1,5694368173,141,22.8,5694368169,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794665,177,1,1,15,46,ea3yd0dgq6uy6pupkpn17j5xg,1,37.6,22.8,2025-05-02T17:15:51.030Z,2025-05-02T17:15:52Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5694368289,140,32.3,5694368293,212,14.9,5694368287,56,Back,5694368291,141,43.1,5694368295,213,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794695,178,1,1,15,48,ea3yd0dgq6uy6pupkpn17j5xg,1,32.3,43.1,2025-05-02T17:15:52.743Z,2025-05-02T17:15:54Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5694368395,141,68.8,5694368391,56,Back,5694368397,212,17.5,5694368399,213,1.56,5694368393,140,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794721,179,1,1,15,49,ea3yd0dgq6uy6pupkpn17j5xg,1,32.4,68.8,2025-05-02T17:15:54.102Z,2025-05-02T17:15:56Z,bxd2pse7enn5c11fu8jlqjcwk,N. Tahmbi,,,5694368511,141,47.6,5694368513,212,14.4,5694368515,213,4.68,5694368509,140,32.0,5694368507,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794747,180,1,1,15,52,ea3yd0dgq6uy6pupkpn17j5xg,1,33.3,45.1,2025-05-02T17:15:56.582Z,2025-05-02T17:16:00Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5694368665,140,40.6,5694368671,213,4.99,5694368667,141,5.6,5694368669,212,27.9,5694368663,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794755,181,1,1,15,55,ea3yd0dgq6uy6pupkpn17j5xg,1,43.5,3.4,2025-05-02T17:16:00.006Z,2025-05-02T17:16:01Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5694368715,213,0.08,5694368707,140,60.7,5694368711,141,5.5,5694368705,56,Right,5694368713,212,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794763,182,1,1,15,57,ea3yd0dgq6uy6pupkpn17j5xg,0,60.7,5.5,2025-05-02T17:16:01.685Z,2025-05-02T17:16:02Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5694368763,213,1.78,5694368759,141,21.2,5694368761,212,10.9,5694368755,56,Center,5694368757,140,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794767,143,8,1,15,58,1c7dv8ays675v9kp6a04sd8pq,1,42.0,72.0,2025-05-02T17:16:02.767Z,2025-05-02T17:16:02Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5694368777,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794795,145,1,1,15,59,1c7dv8ays675v9kp6a04sd8pq,1,42.0,72.0,2025-05-02T17:16:03.406Z,2025-05-02T17:16:05Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5694368883,141,57.8,5694368879,56,Back,5694368881,140,39.6,5694368887,213,4.46,5694368885,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794805,146,1,1,16,1,1c7dv8ays675v9kp6a04sd8pq,1,39.6,57.8,2025-05-02T17:16:05.374Z,2025-05-02T17:16:06Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5694368949,141,71.7,5694368953,213,1.13,5694368947,140,43.8,5694368951,212,10.4,5694368945,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794829,148,1,1,16,3,1c7dv8ays675v9kp6a04sd8pq,0,43.7,65.1,2025-05-02T17:16:07.950Z,2025-05-02T17:16:09Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5694369069,141,67.0,5694369073,213,0.05,5694369071,212,24.3,5694369067,140,66.8,5694369065,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794837,183,8,1,16,5,ea3yd0dgq6uy6pupkpn17j5xg,1,33.9,33.0,2025-05-02T17:16:09.638Z,2025-05-02T17:16:09Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5694369103,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794923,185,1,1,16,7,ea3yd0dgq6uy6pupkpn17j5xg,1,45.6,30.1,2025-05-02T17:16:11.910Z,2025-05-02T17:16:18Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5694369555,1,,5694369541,140,79.4,5694369547,212,36.9,5694369539,56,Right,5694369551,213,6.01,5694369543,141,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795003,186,1,1,16,14,ea3yd0dgq6uy6pupkpn17j5xg,1,85.6,23.1,2025-05-02T17:16:18.134Z,2025-05-02T17:16:43Z,93961wszqaocy96z45j4a232s,A. Vargas,1.0,,5694369945,140,84.9,5694370811,154,,5694369947,141,48.4,5694369951,213,1.61,5694369949,212,17.2,5694369943,56,Center,5694370809,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795007,187,15,1,16,17,ea3yd0dgq6uy6pupkpn17j5xg,1,87.2,46.0,2025-05-02T17:16:21.189Z,2025-05-02T17:56:09Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5694370823,29,,5694369971,56,Center,5694370827,55,186,5694370821,78,,5694369967,22,,5694370839,230,99.0,5694371485,233,150,5694370825,154,,5694370835,146,5694370841,231,50.2,5694370837,147,49.6,5694370831,102,92.4,50.9,5694370077,82,,5694370833,103,19,5694369969,17,5694370073,20,,,,,,,
2808795237,150,10,1,16,17,1c7dv8ays675v9kp6a04sd8pq,1,7.6,50.4,2025-05-02T17:16:21.289Z,2025-05-02T17:16:56Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5694371247,56,Back,5694371517,233,187,5694371245,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795189,188,2,1,16,18,ea3yd0dgq6uy6pupkpn17j5xg,1,87.6,49.5,2025-05-02T17:16:22.949Z,2025-05-02T17:55:58Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5694370997,140,90.7,5694371021,56,Center,5694370999,141,47.2,5694483711,298,,5694371019,7,9f9rakq22c75ur58uel80f7ys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795325,151,1,1,16,51,1c7dv8ays675v9kp6a04sd8pq,0,14.4,50.1,2025-05-02T17:16:55.229Z,2025-05-02T17:19:37Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5694371641,56,Center,5694371647,212,46.3,5694371651,1,,5694371643,140,58.4,5694371649,213,6.23,5694371639,157,,5694371645,141,46.6,5694378183,152,,5694378179,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795365,189,1,1,16,55,ea3yd0dgq6uy6pupkpn17j5xg,0,42.2,47.8,2025-05-02T17:16:59.175Z,2025-05-02T17:17:02Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5694371807,213,0.01,5694371801,140,56.2,5694371803,141,48.1,5694371797,3,,5694371805,212,14.7,5694371799,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795347,152,44,1,16,56,1c7dv8ays675v9kp6a04sd8pq,1,41.4,52.2,2025-05-02T17:17:00.718Z,2025-05-02T17:41:18Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5694371745,285,,5694371743,56,Back,5694371859,233,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795369,190,44,1,16,56,ea3yd0dgq6uy6pupkpn17j5xg,0,58.6,47.8,2025-05-02T17:17:00.719Z,2025-05-02T17:41:18Z,9f9rakq22c75ur58uel80f7ys,O. Tessilimi,,,5694371823,56,Center,5694371867,233,152,5694371825,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795359,153,1,1,16,57,1c7dv8ays675v9kp6a04sd8pq,0,37.6,52.7,2025-05-02T17:17:01.199Z,2025-05-02T17:17:02Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5694371783,56,Right,5694371793,213,5.52,5694371787,141,20.1,5694371781,3,,5694371791,212,32.2,5694371795,1,,5694371785,140,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795415,192,1,1,16,59,ea3yd0dgq6uy6pupkpn17j5xg,1,44.4,79.0,2025-05-02T17:17:04.021Z,2025-05-02T17:17:07Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5694372063,213,3.52,5694372059,141,71.7,5694372061,212,13.3,5694372055,56,Back,5694372057,140,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795427,193,1,1,17,3,ea3yd0dgq6uy6pupkpn17j5xg,1,32.6,71.7,2025-05-02T17:17:07.318Z,2025-05-02T17:17:08Z,bxd2pse7enn5c11fu8jlqjcwk,N. Tahmbi,,,5694372117,140,40.8,5694372119,141,69.6,5694372121,212,8.7,5694372115,56,Back,5694372123,213,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795433,194,1,1,17,4,ea3yd0dgq6uy6pupkpn17j5xg,1,40.8,69.6,2025-05-02T17:17:08.501Z,2025-05-02T17:17:09Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5694372151,140,29.8,5694372155,212,14.7,5694372153,141,83.0,5694372159,213,2.47,5694372149,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795477,195,1,1,17,5,ea3yd0dgq6uy6pupkpn17j5xg,1,29.8,83.0,2025-05-02T17:17:09.685Z,2025-05-02T17:17:12Z,bxd2pse7enn5c11fu8jlqjcwk,N. Tahmbi,,,5694372319,213,4.41,5694372313,140,25.0,5694372311,56,Back,5694372317,212,17.0,5694372315,141,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795491,196,1,1,17,8,ea3yd0dgq6uy6pupkpn17j5xg,0,29.1,65.4,2025-05-02T17:17:12.277Z,2025-05-02T17:17:13Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5694372393,141,85.4,5694372389,56,Back,5694372397,213,0.82,5694372391,140,41.1,5694372395,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795533,155,1,1,17,10,1c7dv8ays675v9kp6a04sd8pq,1,57.7,8.2,2025-05-02T17:17:14.302Z,2025-05-02T17:17:17Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5694372611,212,17.0,5694372609,141,17.0,5694372613,213,0.36,5694372605,56,Right,5694372607,140,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795537,156,61,1,17,11,1c7dv8ays675v9kp6a04sd8pq,1,72.9,17.0,2025-05-02T17:17:16.118Z,2025-05-02T17:41:34Z,2yyodldan4gscxb0jjrpkygyy,J. Luyeye-Lutumba,,,5694372643,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808807163,413,61,1,17,12,1c7dv8ays675v9kp6a04sd8pq,1,73.2,30.1,2025-05-02T17:17:16.527Z,2025-05-02T17:41:23Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5694438025,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795529,197,43,1,17,12,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-05-02T17:17:16.909Z,2025-05-02T17:40:54Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5694436073,144,61,5694372581,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795553,157,3,1,17,14,1c7dv8ays675v9kp6a04sd8pq,1,68.8,34.8,2025-05-02T17:17:18.134Z,2025-05-02T17:41:35Z,2yyodldan4gscxb0jjrpkygyy,J. Luyeye-Lutumba,,,5694372787,233,198,5694372743,56,Center,5694372745,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795539,198,45,1,17,14,ea3yd0dgq6uy6pupkpn17j5xg,0,31.2,65.2,2025-05-02T17:17:18.134Z,2025-05-02T17:41:32Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5694372805,233,157,5694372645,56,Back,5694372647,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795569,199,83,1,17,15,ea3yd0dgq6uy6pupkpn17j5xg,0,31.6,54.6,2025-05-02T17:17:19.981Z,2025-05-02T17:42:15Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5694372949,399,2yyodldan4gscxb0jjrpkygyy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795579,158,1,1,17,16,1c7dv8ays675v9kp6a04sd8pq,1,70.9,31.8,2025-05-02T17:17:20.661Z,2025-05-02T17:42:04Z,2yyodldan4gscxb0jjrpkygyy,J. Luyeye-Lutumba,,,5694372857,212,26.1,5694372851,56,Center,5694372855,141,70.2,5694372859,213,1.59,5694372853,140,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795591,159,1,1,17,18,1c7dv8ays675v9kp6a04sd8pq,0,78.2,80.0,2025-05-02T17:17:22.334Z,2025-05-02T17:17:23Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,,5694372941,141,53.6,5694372943,212,21.3,5694372935,155,,5694372945,213,5.28,5694372939,140,89.2,5694372933,2,,5694372937,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795603,200,12,1,17,18,ea3yd0dgq6uy6pupkpn17j5xg,1,12.3,38.6,2025-05-02T17:17:23.005Z,2025-05-02T17:17:38Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5694373029,15,,5694373005,140,0.0,5694373007,141,14.3,5694373081,167,,5694373011,213,3.99,5694373009,212,22.0,5694373003,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
