id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2803192075,150,5,1,17,3,7efqk7uh63928il0yffxijnv7,1,-1.4,41.8,2025-04-19T16:16:36.467Z,2025-04-19T16:18:16Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5663402525,346,,5663402523,56,Back,5663402535,233,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803192049,172,5,1,17,3,1c7dv8ays675v9kp6a04sd8pq,0,101.4,58.2,2025-04-19T16:16:36.467Z,2025-04-19T16:16:39Z,27tqgrgwe7bvct5ffmr0sqdey,D. Krasniqi,,,5663402551,233,150,5663402447,346,,5663402445,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803192601,151,1,1,17,27,7efqk7uh63928il0yffxijnv7,1,5.0,37.0,2025-04-19T16:17:01.194Z,2025-04-19T16:17:03Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5663404643,1,,5663404659,189,,5663404641,213,1.01,5663404647,237,,5663404639,212,35.7,5663404637,141,81.5,5663404635,140,23.1,5663404631,124,,5663404633,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803192717,152,1,1,17,30,7efqk7uh63928il0yffxijnv7,1,23.1,81.5,2025-04-19T16:17:04.320Z,2025-04-19T16:17:07Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5663404959,56,Back,5663404971,213,5.17,5663404975,1,,5663404957,196,,5663404963,141,11.7,5663404961,140,45.3,5663404967,212,52.9,5663404949,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803192767,153,1,1,17,33,7efqk7uh63928il0yffxijnv7,1,45.3,11.7,2025-04-19T16:17:07.281Z,2025-04-19T16:17:10Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5663405209,212,10.0,5663405213,213,2.82,5663405207,141,16.4,5663405205,140,36.3,5663405203,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803192787,154,1,1,17,36,7efqk7uh63928il0yffxijnv7,1,36.6,16.2,2025-04-19T16:17:09.977Z,2025-04-19T16:17:11Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5663405289,141,24.6,5663405297,213,2.71,5663405283,140,24.8,5663405293,212,13.6,5663405281,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803192839,155,1,1,17,37,7efqk7uh63928il0yffxijnv7,1,24.7,24.6,2025-04-19T16:17:11.130Z,2025-04-19T16:17:14Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5663405521,213,0.48,5663405519,212,16.2,5663405513,56,Back,5663405517,141,35.5,5663405515,140,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803192857,156,1,1,17,40,7efqk7uh63928il0yffxijnv7,1,38.4,35.5,2025-04-19T16:17:14.409Z,2025-04-19T16:17:15Z,cbceals9gkfqlywg94zzzlgb9,F. Valenčič,,,5663405595,56,Back,5663405597,140,27.4,5663405601,212,12.2,5663405603,213,3.47,5663405599,141,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803192885,157,1,1,17,41,7efqk7uh63928il0yffxijnv7,1,27.3,29.7,2025-04-19T16:17:15.409Z,2025-04-19T16:17:17Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5663405723,140,30.1,5663405721,56,Back,5663405725,141,55.8,5663405727,212,18.0,5663405729,213,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803192923,158,1,1,17,43,7efqk7uh63928il0yffxijnv7,1,30.9,56.9,2025-04-19T16:17:17.168Z,2025-04-19T16:17:21Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5663405951,212,15.4,5663405953,213,4.69,5663405943,140,30.6,5663405947,141,34.2,5663405941,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803192979,159,1,1,17,47,7efqk7uh63928il0yffxijnv7,1,30.5,28.6,2025-04-19T16:17:20.841Z,2025-04-19T16:17:24Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5663406209,213,1.90,5663406203,140,24.5,5663406207,212,19.5,5663406201,56,Back,5663406205,141,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803193015,160,1,1,17,50,7efqk7uh63928il0yffxijnv7,1,26.0,56.0,2025-04-19T16:17:24.049Z,2025-04-19T16:17:25Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5663406371,213,6.27,5663406369,212,12.9,5663406367,141,55.8,5663406365,140,38.3,5663406363,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803193077,161,1,1,17,52,7efqk7uh63928il0yffxijnv7,1,38.2,56.1,2025-04-19T16:17:25.578Z,2025-04-19T16:17:28Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5663406609,212,16.7,5663406605,140,22.4,5663406607,141,59.1,5663406611,213,3.02,5663406603,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803193127,162,1,1,17,54,7efqk7uh63928il0yffxijnv7,0,22.7,59.4,2025-04-19T16:17:28.113Z,2025-04-19T16:17:30Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5663406813,141,59.6,5663406817,213,0.01,5663406811,140,36.0,5663406815,212,14.0,5663406809,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803193083,173,8,1,17,55,1c7dv8ays675v9kp6a04sd8pq,1,57.2,37.6,2025-04-19T16:17:28.581Z,2025-04-19T16:17:28Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5663406645,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803193267,163,1,1,17,58,7efqk7uh63928il0yffxijnv7,1,25.4,54.3,2025-04-19T16:17:32.192Z,2025-04-19T16:17:34Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5663407311,140,24.0,5663407317,213,4.67,5663407315,212,32.9,5663407313,141,5.9,5663407319,1,,5663407309,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803193303,164,1,1,18,0,7efqk7uh63928il0yffxijnv7,1,26.5,7.6,2025-04-19T16:17:34.281Z,2025-04-19T16:17:35Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5663407479,213,0.94,5663407471,56,Back,5663407477,212,12.5,5663407475,141,22.5,5663407473,140,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803193405,165,1,1,18,2,7efqk7uh63928il0yffxijnv7,1,33.5,22.5,2025-04-19T16:17:35.809Z,2025-04-19T16:17:39Z,cbceals9gkfqlywg94zzzlgb9,F. Valenčič,,,5663407919,213,5.44,5663407917,212,16.9,5663407915,141,4.0,5663407911,56,Back,5663407913,140,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803193445,166,1,1,18,6,7efqk7uh63928il0yffxijnv7,0,41.2,6.4,2025-04-19T16:17:39.530Z,2025-04-19T16:17:41Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5663408099,56,Left,5663408109,1,,5663408095,155,,5663408097,196,,5663408103,141,79.4,5663408107,213,1.14,5663408101,140,63.1,5663408105,212,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803193483,174,1,1,18,8,1c7dv8ays675v9kp6a04sd8pq,0,27.5,12.9,2025-04-19T16:17:42.295Z,2025-04-19T16:17:43Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5663408251,3,,5663408255,140,39.7,5663408257,141,12.2,5663408261,213,6.25,5663408253,56,Back,5663408259,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803193541,167,1,1,18,10,7efqk7uh63928il0yffxijnv7,1,61.7,86.5,2025-04-19T16:17:44.089Z,2025-04-19T16:17:46Z,d7od1kij5jchngdcwlvls0max,S. Kähkönen,,,5663408475,140,62.2,5663408477,141,96.3,5663408473,56,Left,5663408479,212,6.7,5663408481,213,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803193589,168,1,1,18,12,7efqk7uh63928il0yffxijnv7,1,62.2,96.3,2025-04-19T16:17:45.865Z,2025-04-19T16:17:47Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5663408657,56,Left,5663408665,141,86.9,5663408661,140,54.7,5663408673,213,3.82,5663408669,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803193633,169,1,1,18,14,7efqk7uh63928il0yffxijnv7,1,55.4,84.8,2025-04-19T16:17:47.562Z,2025-04-19T16:17:49Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5663408839,141,56.1,5663408843,213,5.07,5663408841,212,20.8,5663408835,56,Center,5663408837,140,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803193725,170,1,1,18,15,7efqk7uh63928il0yffxijnv7,1,62.7,56.1,2025-04-19T16:17:48.929Z,2025-04-19T16:17:52Z,cbceals9gkfqlywg94zzzlgb9,F. Valenčič,,,5663409245,56,Center,5663409255,213,0.19,5663409251,141,59.6,5663409249,140,74.6,5663409253,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803193747,171,1,1,18,18,7efqk7uh63928il0yffxijnv7,0,74.7,59.6,2025-04-19T16:17:52.193Z,2025-04-19T16:26:42Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5663409371,56,Center,5663409377,212,8.2,5663409375,141,67.6,5663409373,140,68.9,5663409379,213,2.41,5663443665,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803201507,259,8,1,18,19,1c7dv8ays675v9kp6a04sd8pq,1,29.9,27.8,2025-04-19T16:17:52.561Z,2025-04-19T16:27:01Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5663445801,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803193763,172,61,1,18,20,7efqk7uh63928il0yffxijnv7,1,68.9,67.6,2025-04-19T16:17:53.505Z,2025-04-19T16:27:03Z,cbceals9gkfqlywg94zzzlgb9,F. Valenčič,,,5663409471,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803193795,176,1,1,18,21,1c7dv8ays675v9kp6a04sd8pq,1,27.0,56.1,2025-04-19T16:17:54.502Z,2025-04-19T16:17:56Z,dir0a3gwtnslupca6o36sqvis,D. Agyei,,,5663409597,140,42.2,5663409595,56,Back,5663409601,212,16.2,5663409603,213,0.16,5663409599,141,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803193931,177,1,1,18,22,1c7dv8ays675v9kp6a04sd8pq,1,42.2,59.9,2025-04-19T16:17:55.846Z,2025-04-19T16:18:01Z,2vvnbkdgeje34aivohozzvm5l,A. Heinonen,,,5663410207,140,66.3,5663410205,56,Center,5663410213,212,26.9,5663410215,213,0.35,5663410211,141,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803194043,178,1,1,18,27,1c7dv8ays675v9kp6a04sd8pq,1,76.4,71.8,2025-04-19T16:18:01.271Z,2025-04-19T16:18:05Z,9c2ajg42wya1u4lh1eeye2jo4,M. Toure,,,5663410723,140,77.9,5663410721,56,Center,5663410725,141,38.3,5663410727,212,22.8,5663410719,155,,5663410729,213,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803194123,179,1,1,18,32,1c7dv8ays675v9kp6a04sd8pq,1,75.7,50.0,2025-04-19T16:18:05.478Z,2025-04-19T16:18:21Z,27tqgrgwe7bvct5ffmr0sqdey,D. Krasniqi,1.0,,5663411035,140,83.2,5663411037,141,80.5,5663411033,56,Left,5663411039,212,22.2,5663412247,210,13,5663411041,213,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803194133,180,13,1,18,34,1c7dv8ays675v9kp6a04sd8pq,1,86.2,72.4,2025-04-19T16:18:08.276Z,2025-04-19T16:18:21Z,9c2ajg42wya1u4lh1eeye2jo4,M. Toure,,,5663412263,55,179,5663412267,102,40.2,5663411127,56,Center,5663412273,230,98.4,5663411109,22,,5663411527,20,,5663412261,29,,5663411125,64,,5663412275,231,52.3,5663412271,215,,5663412259,81,,5663412269,103,51.4,,,,,,,,,,,,,,,,,,
2803194169,173,5,1,18,36,7efqk7uh63928il0yffxijnv7,1,-1.8,60.6,2025-04-19T16:18:09.574Z,2025-04-19T16:18:16Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5663411321,233,181,5663411275,56,Back,5663411277,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803194143,181,5,1,18,36,1c7dv8ays675v9kp6a04sd8pq,0,101.8,39.4,2025-04-19T16:18:09.574Z,2025-04-19T16:18:16Z,9c2ajg42wya1u4lh1eeye2jo4,M. Toure,,,5663411347,233,173,5663411171,56,Center,5663411173,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803194717,174,1,1,19,1,7efqk7uh63928il0yffxijnv7,1,3.6,59.6,2025-04-19T16:18:35.337Z,2025-04-19T16:18:50Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5663413739,213,0.87,5663413743,237,,5663413733,140,13.3,5663413737,212,15.8,5663413729,124,,5663413735,141,77.3,5663413731,56,Back,5663414803,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803194747,175,1,1,19,3,7efqk7uh63928il0yffxijnv7,1,13.2,77.5,2025-04-19T16:18:36.602Z,2025-04-19T16:18:51Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5663413861,213,4.08,5663413853,56,Back,5663413855,140,3.0,5663413857,141,55.8,5663414893,189,,5663413859,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803194777,176,1,1,19,4,7efqk7uh63928il0yffxijnv7,1,4.3,54.8,2025-04-19T16:18:38.163Z,2025-04-19T16:18:39Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5663413979,56,Back,5663413983,141,16.7,5663413987,213,4.95,5663413981,140,10.2,5663413985,212,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803194869,177,1,1,19,6,7efqk7uh63928il0yffxijnv7,1,10.3,16.4,2025-04-19T16:18:39.673Z,2025-04-19T16:18:43Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5663414311,212,9.4,5663414307,140,15.4,5663414305,56,Back,5663414313,213,5.32,5663414309,141,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803194875,178,50,1,19,8,7efqk7uh63928il0yffxijnv7,1,18.2,5.0,2025-04-19T16:18:42.245Z,2025-04-19T16:18:51Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5663414563,233,183,5663414323,56,Back,5663414325,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803194927,183,7,1,19,8,1c7dv8ays675v9kp6a04sd8pq,1,81.8,95.0,2025-04-19T16:18:42.246Z,2025-04-19T16:18:50Z,2vvnbkdgeje34aivohozzvm5l,A. Heinonen,,,5663414549,233,178,5663414499,286,,5663414497,56,Left,5663414495,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803195261,186,61,1,19,9,1c7dv8ays675v9kp6a04sd8pq,0,81.1,96.9,2025-04-19T16:18:42.711Z,2025-04-19T16:27:52Z,27tqgrgwe7bvct5ffmr0sqdey,D. Krasniqi,,,5663415875,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803194937,179,43,1,19,12,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-04-19T16:18:46.362Z,2025-04-19T16:18:59Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5663414525,56,Back,5663414527,347,0,5663414935,233,184,5663415511,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803195033,184,43,1,19,13,1c7dv8ays675v9kp6a04sd8pq,1,0.0,0.0,2025-04-19T16:18:46.707Z,2025-04-19T16:19:01Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5663414919,347,0,5663414915,56,Left,5663415711,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803195205,180,5,1,19,26,7efqk7uh63928il0yffxijnv7,1,-1.2,37.3,2025-04-19T16:19:00.031Z,2025-04-19T16:19:28Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5663415689,346,,5663415687,56,Back,5663415727,233,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803195185,185,5,1,19,26,1c7dv8ays675v9kp6a04sd8pq,0,101.2,62.7,2025-04-19T16:19:00.031Z,2025-04-19T16:19:05Z,27tqgrgwe7bvct5ffmr0sqdey,D. Krasniqi,,,5663415603,346,,5663415601,56,Center,5663415801,233,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803195325,187,43,1,19,29,1c7dv8ays675v9kp6a04sd8pq,1,0.0,0.0,2025-04-19T16:19:03.349Z,2025-04-19T16:19:15Z,27tqgrgwe7bvct5ffmr0sqdey,D. Krasniqi,,,5663416097,56,Left,5663416099,346,0,5663417043,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803195603,181,1,1,19,40,7efqk7uh63928il0yffxijnv7,0,5.0,37.0,2025-04-19T16:19:13.466Z,2025-04-19T16:19:18Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5663417233,124,,5663417237,140,62.3,5663417235,56,Center,5663417249,74,,5663417245,1,,5663417241,212,60.4,5663417243,213,6.20,5663417239,141,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803195599,188,44,1,19,44,1c7dv8ays675v9kp6a04sd8pq,1,39.1,75.2,2025-04-19T16:19:17.651Z,2025-04-19T16:44:57Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5663417217,56,Back,5663417219,285,,5663417351,233,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803195607,182,44,1,19,44,7efqk7uh63928il0yffxijnv7,0,60.9,24.8,2025-04-19T16:19:17.652Z,2025-04-19T16:44:57Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,,5663417279,286,,5663417389,233,188,5663417277,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803195613,189,1,1,19,44,1c7dv8ays675v9kp6a04sd8pq,0,41.6,84.1,2025-04-19T16:19:18.019Z,2025-04-19T16:19:18Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5663417303,3,,5663417311,212,23.9,5663417307,140,62.9,5663417305,56,Center,5663417313,213,5.92,5663417309,141,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803195665,183,1,1,19,45,7efqk7uh63928il0yffxijnv7,0,35.1,30.4,2025-04-19T16:19:18.481Z,2025-04-19T16:28:15Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5663417573,212,32.8,5663417577,1,,5663417571,141,62.7,5663417575,213,0.73,5663417569,140,58.3,5663417565,157,,5663417567,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803195697,190,1,1,19,47,1c7dv8ays675v9kp6a04sd8pq,1,34.7,36.3,2025-04-19T16:19:21.079Z,2025-04-19T16:19:23Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5663417693,141,24.9,5663417697,213,5.25,5663417695,212,9.0,5663417691,140,39.1,5663417689,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803195745,192,1,1,19,50,1c7dv8ays675v9kp6a04sd8pq,1,39.3,19.8,2025-04-19T16:19:24.358Z,2025-04-19T16:28:22Z,6bci7uqkdfkqzfyp3kq9lh3pw,E. Tanninen,,,5663417925,56,Back,5663417927,140,23.7,5663417931,212,20.1,5663417929,141,36.9,5663417933,213,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803195891,193,1,1,19,54,1c7dv8ays675v9kp6a04sd8pq,1,24.7,36.7,2025-04-19T16:19:27.571Z,2025-04-19T16:19:33Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5663418449,56,Back,5663418453,141,5.6,5663418455,212,23.0,5663418457,213,5.11,5663418451,140,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803195905,194,1,1,19,59,1c7dv8ays675v9kp6a04sd8pq,1,36.7,9.4,2025-04-19T16:19:33.266Z,2025-04-19T16:28:26Z,6bci7uqkdfkqzfyp3kq9lh3pw,E. Tanninen,,,5663418509,56,Back,5663418521,212,15.4,5663418525,213,2.92,5663418513,140,22.4,5663418517,141,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803195963,195,1,1,20,1,1c7dv8ays675v9kp6a04sd8pq,1,22.4,14.3,2025-04-19T16:19:35.347Z,2025-04-19T16:19:37Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5663418817,141,20.4,5663418815,140,34.7,5663418813,56,Back,5663418819,212,13.6,5663418821,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803195989,196,1,1,20,3,1c7dv8ays675v9kp6a04sd8pq,1,34.6,22.1,2025-04-19T16:19:37.301Z,2025-04-19T16:28:36Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5663418947,56,Back,5663450467,156,,5663418953,212,21.3,5663418949,140,19.7,5663418955,213,2.40,5663418951,141,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803196115,197,1,1,20,6,1c7dv8ays675v9kp6a04sd8pq,1,19.7,43.3,2025-04-19T16:19:39.876Z,2025-04-19T16:19:43Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5663419347,141,14.7,5663419345,140,26.3,5663419343,56,Back,5663419349,212,20.6,5663419351,213,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803196131,198,1,1,20,10,1c7dv8ays675v9kp6a04sd8pq,0,29.3,18.3,2025-04-19T16:19:43.556Z,2025-04-19T16:19:44Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5663419437,212,28.7,5663419435,141,25.9,5663419431,56,Center,5663419433,140,56.2,5663419439,213,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803196209,185,4,1,20,14,7efqk7uh63928il0yffxijnv7,1,47.2,73.6,2025-04-19T16:19:48.346Z,2025-04-19T16:44:49Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5663419785,152,,5663419787,265,,5663419781,13,,5663419997,233,199,5663419783,56,Back,5663419789,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803196237,199,4,1,20,14,1c7dv8ays675v9kp6a04sd8pq,0,52.8,26.4,2025-04-19T16:19:48.347Z,2025-04-19T16:44:49Z,27tqgrgwe7bvct5ffmr0sqdey,D. Krasniqi,,,5663420045,233,185,5663419945,13,,5663419947,56,Center,5663419953,285,,5663419949,152,,5663419951,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803196581,186,1,1,20,32,7efqk7uh63928il0yffxijnv7,1,46.8,82.0,2025-04-19T16:20:06.378Z,2025-04-19T16:20:09Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5663421355,56,Back,5663421363,212,12.2,5663421349,5,,5663421361,141,90.2,5663421365,213,2.67,5663421353,152,,5663421359,140,36.5,5663421373,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803196665,187,1,1,20,36,7efqk7uh63928il0yffxijnv7,1,36.5,90.2,2025-04-19T16:20:09.518Z,2025-04-19T16:20:13Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5663421663,141,71.7,5663421661,140,39.6,5663421667,213,4.97,5663421665,212,13.0,5663421659,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803196679,188,1,1,20,39,7efqk7uh63928il0yffxijnv7,0,40.8,69.3,2025-04-19T16:20:12.851Z,2025-04-19T16:20:14Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5663421737,155,,5663421749,1,,5663421743,141,100.0,5663421745,212,33.2,5663421741,140,64.7,5663421747,213,0.71,5663421739,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803196683,189,5,1,20,41,7efqk7uh63928il0yffxijnv7,0,67.4,101.6,2025-04-19T16:20:14.421Z,2025-04-19T16:20:55Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5663421759,347,,5663421825,233,200,5663421753,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803196691,200,5,1,20,41,1c7dv8ays675v9kp6a04sd8pq,1,32.6,-1.6,2025-04-19T16:20:14.421Z,2025-04-19T16:20:19Z,9c2ajg42wya1u4lh1eeye2jo4,M. Toure,,,5663421797,233,189,5663421787,347,,5663421785,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803196915,201,1,1,20,49,1c7dv8ays675v9kp6a04sd8pq,1,27.0,0.0,2025-04-19T16:20:22.967Z,2025-04-19T16:20:27Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5663422585,213,2.45,5663422581,141,9.2,5663422583,212,11.8,5663422579,140,18.4,5663422577,56,Back,5663422575,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
