id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/12/value,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value
2818322509,258,44,1,20,11,303582z192rnbr2x28o2t7u38,0,26.0,45.0,2025-05-24T16:21:26.057Z,2025-05-24T16:21:31Z,eswp4t4r8ktirsnkodz26gyui,B. Michel,,,5746934059,285,,5746934057,56,Back,5746934075,233,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818322513,137,1,1,20,12,3ptum5fjcgw51mqui0gu6uuf4,0,72.9,55.2,2025-05-24T16:21:26.896Z,2025-05-24T16:38:48Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5747014817,140,73.9,5747014821,212,11.0,5746934067,56,Center,5747014819,141,39.1,5747014815,3,,5747014823,213,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818322527,260,1,1,20,15,303582z192rnbr2x28o2t7u38,1,25.6,63.6,2025-05-24T16:21:29.953Z,2025-05-24T16:21:31Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5746934151,141,62.0,5746934155,213,3.30,5746934149,140,19.2,5746934153,212,6.8,5746934147,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818322537,261,1,1,20,16,303582z192rnbr2x28o2t7u38,1,14.8,66.4,2025-05-24T16:21:30.769Z,2025-05-24T16:39:10Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5746934225,141,87.9,5746934229,213,1.10,5746934221,56,Back,5746934223,140,21.9,5746934227,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818322549,262,43,1,20,18,303582z192rnbr2x28o2t7u38,1,0.0,0.0,2025-05-24T16:21:32.817Z,2025-05-24T16:39:12Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5746934341,212,5.6,5746934335,56,Back,5746934343,213,2.04,5746934339,141,80.5,5747017023,144,1,5746934337,140,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818322579,263,1,1,20,19,303582z192rnbr2x28o2t7u38,1,20.4,80.5,2025-05-24T16:21:34.241Z,2025-05-24T16:21:37Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5746934545,212,45.1,5746934539,56,Back,5746934537,196,,5746934535,155,,5746934549,1,,5746934541,140,27.8,5746934543,141,15.2,5746934547,213,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818322611,264,43,1,20,24,303582z192rnbr2x28o2t7u38,1,0.0,0.0,2025-05-24T16:21:39.073Z,2025-05-24T16:21:44Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5746934795,56,Back,5746934797,285,0,5746935003,144,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818322625,265,1,1,20,26,303582z192rnbr2x28o2t7u38,1,31.6,8.5,2025-05-24T16:21:40.273Z,2025-05-24T16:21:41Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5746934825,56,Right,5746934827,140,61.7,5746934833,213,6.21,5746934831,212,31.7,5746934829,141,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818322635,266,1,1,20,27,303582z192rnbr2x28o2t7u38,0,62.4,5.6,2025-05-24T16:21:41.745Z,2025-05-24T16:21:42Z,eswp4t4r8ktirsnkodz26gyui,B. Michel,,,5746934909,140,58.7,5746934913,212,9.5,5746934911,141,18.3,5746934915,213,1.99,5746934907,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818322651,139,1,1,20,28,3ptum5fjcgw51mqui0gu6uuf4,1,41.1,76.0,2025-05-24T16:21:43.111Z,2025-05-24T16:21:44Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,,5746935017,212,11.6,5746935013,140,35.8,5746935015,141,61.1,5746935019,213,4.21,5746935011,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818322719,141,1,1,20,30,3ptum5fjcgw51mqui0gu6uuf4,1,34.8,60.5,2025-05-24T16:21:45.015Z,2025-05-24T16:21:48Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5746935257,141,45.5,5746935261,213,3.94,5746935253,56,Back,5746935255,140,25.4,5746935259,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818322747,142,1,1,20,33,3ptum5fjcgw51mqui0gu6uuf4,1,25.4,45.8,2025-05-24T16:21:48.039Z,2025-05-24T16:21:50Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5746935437,212,13.7,5746935439,213,1.70,5746935431,140,23.7,5746935429,56,Back,5746935435,141,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818322825,143,1,1,20,35,3ptum5fjcgw51mqui0gu6uuf4,1,31.0,68.5,2025-05-24T16:21:50.248Z,2025-05-24T16:21:55Z,eyxig53mzy4qlf208vpchs7is,M. Fonsell,,,5746935865,140,36.6,5746935871,213,1.22,5746935869,212,16.9,5746935863,56,Back,5746935867,141,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818322849,144,1,1,20,41,3ptum5fjcgw51mqui0gu6uuf4,1,62.3,92.9,2025-05-24T16:21:55.608Z,2025-05-24T16:21:57Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5746935983,140,65.3,5746935987,212,12.3,5746935989,213,4.97,5746935981,56,Center,5746935985,141,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818322885,145,1,1,20,42,3ptum5fjcgw51mqui0gu6uuf4,1,65.2,75.1,2025-05-24T16:21:57.111Z,2025-05-24T16:21:59Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5746936213,140,46.8,5746936217,212,20.2,5746936219,213,2.84,5746936215,141,83.8,5746936211,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818322947,146,1,1,20,44,3ptum5fjcgw51mqui0gu6uuf4,1,45.0,76.6,2025-05-24T16:21:59.239Z,2025-05-24T16:22:02Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,,5746936541,212,24.8,5746936535,56,Back,5746936543,213,4.17,5746936539,141,45.4,5746936537,140,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818322991,147,1,1,20,47,3ptum5fjcgw51mqui0gu6uuf4,1,32.3,43.1,2025-05-24T16:22:02.200Z,2025-05-24T16:22:05Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5746936785,56,Back,5746936789,141,27.4,5746936793,213,5.04,5746936787,140,35.7,5746936791,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818323015,148,1,1,20,51,3ptum5fjcgw51mqui0gu6uuf4,1,35.6,27.4,2025-05-24T16:22:05.575Z,2025-05-24T16:22:07Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5746936905,140,45.5,5746936909,212,11.2,5746936903,56,Back,5746936907,141,21.3,5746936911,213,5.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818323041,149,1,1,20,52,3ptum5fjcgw51mqui0gu6uuf4,1,45.5,21.3,2025-05-24T16:22:06.855Z,2025-05-24T16:22:08Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5746937037,140,40.5,5746937039,141,7.7,5746937043,213,4.20,5746937041,212,10.6,5746937035,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818323065,150,1,1,20,54,3ptum5fjcgw51mqui0gu6uuf4,1,40.5,8.0,2025-05-24T16:22:08.471Z,2025-05-24T16:22:10Z,b7594v117himyndjrpkval8us,E. Okereke,,,5746937177,212,12.1,5746937173,140,41.0,5746937179,213,1.53,5746937175,141,25.8,5746937171,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818323103,151,1,1,20,56,3ptum5fjcgw51mqui0gu6uuf4,1,38.4,25.8,2025-05-24T16:22:10.808Z,2025-05-24T16:22:12Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5746937359,212,15.2,5746937355,140,24.2,5746937361,213,3.33,5746937353,56,Back,5746937357,141,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818323135,152,1,1,20,58,3ptum5fjcgw51mqui0gu6uuf4,1,24.9,18.5,2025-05-24T16:22:12.551Z,2025-05-24T16:22:15Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5746937525,140,13.4,5746937529,212,21.4,5746937531,213,2.17,5746937523,56,Back,5746937527,141,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818323167,153,1,1,21,0,3ptum5fjcgw51mqui0gu6uuf4,1,14.1,44.6,2025-05-24T16:22:15.208Z,2025-05-24T16:22:17Z,eklpacb4xe0yb13zxi642gys4,J. Viitala,,,5746937745,213,0.72,5746937739,140,25.6,5746937737,56,Back,5746937741,141,60.3,5746937743,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818323221,154,1,1,21,3,3ptum5fjcgw51mqui0gu6uuf4,1,25.2,60.5,2025-05-24T16:22:17.544Z,2025-05-24T16:22:21Z,eyxig53mzy4qlf208vpchs7is,M. Fonsell,,,5746938039,141,81.4,5746938031,56,Back,5746938043,212,15.5,5746938047,213,1.17,5746938035,140,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818323231,267,83,1,21,6,303582z192rnbr2x28o2t7u38,0,65.2,3.2,2025-05-24T16:22:20.593Z,2025-05-24T16:22:29Z,eswp4t4r8ktirsnkodz26gyui,B. Michel,,,5746938705,399,8tzmahdp1kkbot7nulpirqhh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818323223,155,61,1,21,7,3ptum5fjcgw51mqui0gu6uuf4,0,33.6,89.1,2025-05-24T16:22:21.257Z,2025-05-24T16:22:21Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5746938053,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818323237,156,5,1,21,8,3ptum5fjcgw51mqui0gu6uuf4,0,36.6,101.4,2025-05-24T16:22:22.791Z,2025-05-24T16:22:26Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5746938377,233,268,5746938125,347,,5746938123,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818323271,268,5,1,21,8,303582z192rnbr2x28o2t7u38,1,63.4,-1.4,2025-05-24T16:22:22.791Z,2025-05-24T16:22:43Z,eswp4t4r8ktirsnkodz26gyui,B. Michel,,,5746938333,233,156,5746938315,347,,5746938313,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818323375,269,1,1,21,16,303582z192rnbr2x28o2t7u38,1,58.1,0.0,2025-05-24T16:22:30.737Z,2025-05-24T16:22:31Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5746938925,212,7.3,5746938919,56,Right,5746938923,141,7.3,5746938917,107,,5746938921,140,61.6,5746938929,213,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818323387,270,1,1,21,17,303582z192rnbr2x28o2t7u38,1,61.6,7.3,2025-05-24T16:22:31.794Z,2025-05-24T16:22:33Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5746938993,156,,5746938981,141,3.2,5746938979,140,56.8,5746938977,56,Right,5746938983,212,5.8,5746938985,213,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818323449,271,1,1,21,19,303582z192rnbr2x28o2t7u38,1,45.9,11.1,2025-05-24T16:22:33.746Z,2025-05-24T16:22:37Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5746939311,141,44.3,5746939313,212,23.6,5746939307,56,Back,5746939315,213,1.86,5746939309,140,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818323571,272,1,1,21,23,303582z192rnbr2x28o2t7u38,1,47.8,65.5,2025-05-24T16:22:37.842Z,2025-05-24T16:22:47Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5746940035,140,59.2,5746940041,213,1.07,5746940037,141,97.7,5746940033,56,Left,5746940039,212,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818323557,157,83,1,21,32,3ptum5fjcgw51mqui0gu6uuf4,0,43.9,13.1,2025-05-24T16:22:46.328Z,2025-05-24T16:22:49Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5746940229,399,4cooeu9zahategmvpj3zdr6xh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818323603,273,1,1,21,33,303582z192rnbr2x28o2t7u38,1,60.3,93.6,2025-05-24T16:22:47.697Z,2025-05-24T16:22:49Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5746940201,140,46.6,5746940203,141,66.0,5746940207,212,23.6,5746940199,56,Back,5746940211,213,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818323629,274,1,1,21,36,303582z192rnbr2x28o2t7u38,1,46.6,66.0,2025-05-24T16:22:51.249Z,2025-05-24T16:22:52Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5746940353,212,19.2,5746940347,140,49.6,5746940357,213,4.88,5746940345,56,Back,5746940349,141,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818323645,275,1,1,21,38,303582z192rnbr2x28o2t7u38,1,55.2,33.3,2025-05-24T16:22:52.609Z,2025-05-24T16:22:54Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5746940477,140,67.7,5746940483,213,6.15,5746940481,212,13.2,5746940479,141,30.7,5746940475,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818323661,276,1,1,21,39,303582z192rnbr2x28o2t7u38,1,67.7,30.7,2025-05-24T16:22:54.053Z,2025-05-24T16:22:55Z,eswp4t4r8ktirsnkodz26gyui,B. Michel,,,5746940585,140,62.7,5746940587,141,32.8,5746940583,56,Center,5746940591,213,2.88,5746940589,212,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818323677,277,1,1,21,41,303582z192rnbr2x28o2t7u38,1,63.5,33.7,2025-05-24T16:22:55.538Z,2025-05-24T16:22:57Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5746940675,141,39.4,5746940679,213,0.49,5746940671,56,Center,5746940677,212,8.2,5746940673,140,70.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818323687,278,1,1,21,43,303582z192rnbr2x28o2t7u38,0,70.5,39.4,2025-05-24T16:22:57.362Z,2025-05-24T16:22:58Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5746940705,141,38.6,5746940709,213,6.22,5746940701,56,Center,5746940699,168,,5746940703,140,78.9,5746940707,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818323723,158,12,1,21,45,3ptum5fjcgw51mqui0gu6uuf4,1,15.5,61.2,2025-05-24T16:22:59.400Z,2025-05-24T16:23:01Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5746940893,140,26.2,5746940897,212,15.2,5746940895,141,46.1,5746940899,213,5.54,5746940891,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818323741,160,4,1,21,47,3ptum5fjcgw51mqui0gu6uuf4,1,27.8,50.5,2025-05-24T16:23:01.848Z,2025-05-24T16:50:57Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5746940975,56,Back,5746940981,285,,5746941223,233,279,5746940979,265,,5746940977,152,,5746940973,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818323759,279,4,1,21,47,303582z192rnbr2x28o2t7u38,0,72.2,49.5,2025-05-24T16:23:01.849Z,2025-05-24T16:50:58Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5746941075,286,,5746941073,265,,5746941231,233,160,5746941067,13,,5746941069,56,Center,5746941071,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818324051,161,1,1,22,10,3ptum5fjcgw51mqui0gu6uuf4,0,25.5,48.8,2025-05-24T16:23:24.776Z,2025-05-24T16:23:29Z,eklpacb4xe0yb13zxi642gys4,J. Viitala,,,5746942765,5,,5746942775,141,34.3,5746942773,140,68.1,5746942767,157,,5746942777,212,45.8,5746942779,213,6.07,5746942771,56,Center,5746942769,152,,5746942781,1,,,,,,,,,,,,,,,,,,,,,,,,,
2818324077,280,1,1,22,17,303582z192rnbr2x28o2t7u38,0,34.9,71.1,2025-05-24T16:23:31.266Z,2025-05-24T16:23:31Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5746942909,56,Back,5746942915,212,6.2,5746942907,3,,5746942913,141,75.1,5746942917,213,0.45,5746942911,140,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818324431,165,8,1,22,18,3ptum5fjcgw51mqui0gu6uuf4,1,63.7,25.2,2025-05-24T16:23:32.649Z,2025-05-24T16:24:19Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5746946219,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818324107,162,3,1,22,19,3ptum5fjcgw51mqui0gu6uuf4,1,58.2,32.6,2025-05-24T16:23:33.463Z,2025-05-24T16:51:12Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5746943025,56,Center,5746943027,286,,5746943089,233,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818324113,281,45,1,22,19,303582z192rnbr2x28o2t7u38,0,41.8,67.4,2025-05-24T16:23:33.463Z,2025-05-24T16:51:12Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5746943061,285,,5746943103,233,162,5746943059,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818324117,163,61,1,22,19,3ptum5fjcgw51mqui0gu6uuf4,0,58.0,33.7,2025-05-24T16:23:34.199Z,2025-05-24T16:24:38Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5746943075,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818324189,283,1,1,22,22,303582z192rnbr2x28o2t7u38,1,48.0,47.3,2025-05-24T16:23:36.562Z,2025-05-24T16:23:42Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5746943599,1,,5746943591,140,89.4,5746943587,155,,5746943589,56,Left,5746943593,141,96.5,5746943597,213,0.66,5746943595,212,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818324195,284,3,1,22,28,303582z192rnbr2x28o2t7u38,0,95.8,95.9,2025-05-24T16:23:42.658Z,2025-05-24T16:23:43Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5746943649,211,,5746943617,286,,5746943615,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818324209,164,5,1,22,29,3ptum5fjcgw51mqui0gu6uuf4,1,-1.2,28.8,2025-05-24T16:23:43.369Z,2025-05-24T16:23:48Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5746943697,56,Back,5746943709,233,285,5746943699,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818324205,285,5,1,22,29,303582z192rnbr2x28o2t7u38,0,101.2,71.2,2025-05-24T16:23:43.369Z,2025-05-24T16:46:46Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5746943681,346,,5746943765,233,164,5746943679,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818324493,166,1,1,22,52,3ptum5fjcgw51mqui0gu6uuf4,0,3.4,44.3,2025-05-24T16:24:06.360Z,2025-05-24T16:24:11Z,eklpacb4xe0yb13zxi642gys4,J. Viitala,,,5746945423,212,37.8,5746945427,1,,5746945419,140,39.1,5746945417,56,Back,5746945421,141,37.1,5746945431,74,,5746945415,124,,5746945425,213,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818324529,286,44,1,22,56,303582z192rnbr2x28o2t7u38,1,57.8,63.6,2025-05-24T16:24:10.262Z,2025-05-24T16:51:14Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5746945603,56,Center,5746945635,233,167,5746945605,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818324499,167,44,1,22,56,3ptum5fjcgw51mqui0gu6uuf4,0,42.2,36.4,2025-05-24T16:24:10.263Z,2025-05-24T16:51:14Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5746945449,56,Back,5746945657,233,286,5746945451,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818324553,287,1,1,22,56,303582z192rnbr2x28o2t7u38,1,52.7,64.9,2025-05-24T16:24:10.514Z,2025-05-24T16:24:19Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5746945789,213,0.07,5746945781,56,Center,5746945779,3,,5746945783,140,60.7,5746945787,212,8.4,5746945785,141,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818324561,288,4,1,22,58,303582z192rnbr2x28o2t7u38,1,64.6,64.8,2025-05-24T16:24:12.712Z,2025-05-24T16:24:19Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5746945967,233,168,5746945963,152,,5746945961,56,Center,5746945959,294,,5746945957,13,,5746945965,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818324533,168,4,1,22,58,3ptum5fjcgw51mqui0gu6uuf4,0,35.4,35.2,2025-05-24T16:24:12.713Z,2025-05-24T16:24:18Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5746945993,233,288,5746945775,285,,5746945767,13,,5746945773,152,,5746945769,294,,5746945771,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818324729,289,1,1,23,14,303582z192rnbr2x28o2t7u38,1,62.4,65.4,2025-05-24T16:24:28.306Z,2025-05-24T16:24:31Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5746946775,212,5.8,5746946765,5,,5746946773,141,73.2,5746946777,213,1.98,5746946767,152,,5746946771,140,60.2,5746946769,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818324777,290,1,1,23,17,303582z192rnbr2x28o2t7u38,1,63.4,86.0,2025-05-24T16:24:31.522Z,2025-05-24T16:24:36Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5746947017,189,,5746946985,56,Back,5746946987,140,44.7,5746946991,212,22.0,5746946993,213,3.61,5746946989,141,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818324815,291,1,1,23,22,303582z192rnbr2x28o2t7u38,1,44.7,71.5,2025-05-24T16:24:36.914Z,2025-05-24T16:24:42Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5746947225,56,Back,5746947231,212,26.2,5746947229,141,33.1,5746947227,140,47.2,5746947233,213,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818324851,292,1,1,23,27,303582z192rnbr2x28o2t7u38,1,51.4,33.6,2025-05-24T16:24:41.986Z,2025-05-24T16:24:45Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5746947429,212,47.4,5746947431,213,1.09,5746947421,196,,5746947433,1,,5746947423,56,Left,5746947419,155,,5746947427,141,95.3,5746947425,140,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818324867,293,1,1,23,30,303582z192rnbr2x28o2t7u38,1,72.4,95.3,2025-05-24T16:24:44.978Z,2025-05-24T16:24:47Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5746947531,213,3.47,5746947529,212,6.7,5746947523,56,Left,5746947527,141,92.1,5746947525,140,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818324931,294,1,1,23,33,303582z192rnbr2x28o2t7u38,1,66.4,92.1,2025-05-24T16:24:47.716Z,2025-05-24T16:24:52Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5746947861,213,5.68,5746947853,56,Center,5746947857,141,73.3,5746947851,155,,5746947859,212,22.6,5746947855,140,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818324935,295,50,1,23,35,303582z192rnbr2x28o2t7u38,1,83.4,78.2,2025-05-24T16:24:49.671Z,2025-05-24T16:51:07Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5746947869,56,Center,5746947871,286,,5746947911,233,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818324919,169,7,1,23,35,3ptum5fjcgw51mqui0gu6uuf4,1,16.6,21.8,2025-05-24T16:24:49.672Z,2025-05-24T16:51:06Z,b7594v117himyndjrpkval8us,E. Okereke,,,5746947891,233,295,5746947805,285,,5746947803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818324983,171,1,1,23,37,3ptum5fjcgw51mqui0gu6uuf4,1,26.5,25.5,2025-05-24T16:24:52.200Z,2025-05-24T16:24:55Z,b7594v117himyndjrpkval8us,E. Okereke,,,5746948105,141,5.8,5746948103,140,35.2,5746948107,212,16.2,5746948109,213,5.31,5746948101,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818325027,172,1,1,23,41,3ptum5fjcgw51mqui0gu6uuf4,1,36.5,10.3,2025-05-24T16:24:55.816Z,2025-05-24T16:25:00Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5746948359,141,11.9,5746948357,140,21.8,5746948363,213,3.07,5746948355,56,Back,5746948361,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818325033,173,61,1,23,46,3ptum5fjcgw51mqui0gu6uuf4,1,23.5,9.5,2025-05-24T16:25:00.336Z,2025-05-24T16:25:00Z,b7594v117himyndjrpkval8us,E. Okereke,,,5746948381,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
