id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/13/value
2806419641,155,1,1,13,44,303582z192rnbr2x28o2t7u38,1,67.8,91.8,2025-04-26T16:14:00.590Z,2025-04-26T16:44:52Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5681137167,213,3.05,5681137159,56,Left,5681137163,141,92.9,5681137165,212,7.9,5681137161,140,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806419649,156,1,1,13,45,303582z192rnbr2x28o2t7u38,1,60.3,92.9,2025-04-26T16:14:01.199Z,2025-04-26T16:44:57Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5681137221,141,83.3,5681137217,56,Left,5681137219,140,63.3,5681137223,212,7.2,5681137225,213,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806419681,157,1,1,13,46,303582z192rnbr2x28o2t7u38,0,63.3,83.2,2025-04-26T16:14:02.191Z,2025-04-26T16:14:04Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5681137377,56,Left,5681137379,140,66.0,5681137381,141,85.4,5681137383,212,3.2,5681137385,213,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806441855,377,8,1,13,46,duspptyvnr5kpx2iko5gerhnz,1,26.2,19.2,2025-04-26T16:14:02.221Z,2025-04-26T16:45:31Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,,,5681253425,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806419723,101,1,1,13,49,duspptyvnr5kpx2iko5gerhnz,1,30.4,26.4,2025-04-26T16:14:05.049Z,2025-04-26T16:14:07Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,,,5681137551,213,3.60,5681137547,141,22.8,5681137549,212,5.5,5681137545,140,25.7,5681137543,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806419705,158,43,1,13,50,303582z192rnbr2x28o2t7u38,1,0.0,0.0,2025-04-26T16:14:05.862Z,2025-04-26T16:14:08Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5681137613,144,12,5681137475,185,0,5681137477,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806419733,102,1,1,13,51,duspptyvnr5kpx2iko5gerhnz,0,24.7,20.9,2025-04-26T16:14:07.241Z,2025-04-26T16:14:08Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5681137627,56,Back,5681137633,212,16.8,5681137635,213,5.95,5681137629,140,39.8,5681137631,141,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806419767,159,1,1,13,53,303582z192rnbr2x28o2t7u38,1,59.0,83.3,2025-04-26T16:14:09.230Z,2025-04-26T16:14:12Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5681137815,56,Left,5681137817,140,64.1,5681137821,212,7.5,5681137819,141,91.1,5681137823,213,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806419779,161,1,1,13,56,303582z192rnbr2x28o2t7u38,1,66.0,95.4,2025-04-26T16:14:12.454Z,2025-04-26T16:14:13Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5681137861,140,53.8,5681137865,212,13.0,5681137867,213,3.33,5681137863,141,91.8,5681137859,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806419827,162,1,1,13,57,303582z192rnbr2x28o2t7u38,1,53.7,91.4,2025-04-26T16:14:13.110Z,2025-04-26T16:14:17Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5681138121,56,Back,5681138127,212,34.4,5681138125,141,47.3,5681138131,1,,5681138129,213,4.20,5681138123,140,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806419841,163,1,1,14,1,303582z192rnbr2x28o2t7u38,1,39.0,37.6,2025-04-26T16:14:17.614Z,2025-04-26T16:14:19Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5681138227,140,47.0,5681138233,213,0.08,5681138225,56,Back,5681138231,212,8.4,5681138229,141,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806419857,164,1,1,14,3,303582z192rnbr2x28o2t7u38,0,47.0,38.6,2025-04-26T16:14:19.038Z,2025-04-26T16:14:21Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5681138307,56,Right,5681138309,140,57.5,5681138311,141,0.0,5681138313,212,29.3,5681138315,213,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806419873,103,5,1,14,5,duspptyvnr5kpx2iko5gerhnz,1,41.8,101.0,2025-04-26T16:14:21.244Z,2025-04-26T16:48:42Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5681138439,56,Back,5681138441,347,,5681138457,233,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806419861,165,5,1,14,5,303582z192rnbr2x28o2t7u38,0,58.2,-1.0,2025-04-26T16:14:21.244Z,2025-04-26T16:14:27Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5681138465,233,103,5681138337,347,,5681138333,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806419895,104,1,1,14,9,duspptyvnr5kpx2iko5gerhnz,1,40.7,100.0,2025-04-26T16:14:24.889Z,2025-04-26T16:14:27Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5681138581,212,14.3,5681138573,107,,5681138579,141,88.3,5681138577,140,29.7,5681138575,56,Back,5681138583,213,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806419919,105,1,1,14,11,duspptyvnr5kpx2iko5gerhnz,1,28.4,88.0,2025-04-26T16:14:26.937Z,2025-04-26T16:14:29Z,2zqarv7c4098qesbomnra5uqx,S. Lindeman,,,5681138699,141,72.4,5681138695,140,15.0,5681138707,213,3.79,5681138691,56,Back,5681138703,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806419943,106,1,1,14,13,duspptyvnr5kpx2iko5gerhnz,1,14.3,72.1,2025-04-26T16:14:28.969Z,2025-04-26T16:14:33Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5681138897,213,4.25,5681138895,212,21.0,5681138891,140,5.4,5681138889,56,Back,5681138893,141,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806419987,107,1,1,14,17,duspptyvnr5kpx2iko5gerhnz,0,6.2,41.9,2025-04-26T16:14:32.921Z,2025-04-26T16:14:39Z,45kijyqwuvgoc6hx51yueyeol,T. Marttinen,,,5681139135,56,Right,5681139137,140,65.8,5681139143,213,5.99,5681139139,141,14.3,5681139133,157,,5681139145,1,,5681139141,212,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806419991,166,61,1,14,23,303582z192rnbr2x28o2t7u38,1,38.4,93.8,2025-04-26T16:14:39.550Z,2025-04-26T16:14:39Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5681139163,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806420011,108,5,1,14,24,duspptyvnr5kpx2iko5gerhnz,1,65.6,-1.4,2025-04-26T16:14:40.070Z,2025-04-26T16:48:42Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,5681139257,56,Right,5681139265,233,167,5681139259,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806419997,167,5,1,14,24,303582z192rnbr2x28o2t7u38,0,34.4,101.4,2025-04-26T16:14:40.070Z,2025-04-26T16:14:45Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5681139291,233,108,5681139179,347,,5681139177,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806420095,109,1,1,14,28,duspptyvnr5kpx2iko5gerhnz,1,77.2,0.0,2025-04-26T16:14:44.681Z,2025-04-26T16:14:50Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,5681139679,107,,5681139681,56,Right,5681139687,212,10.7,5681139685,141,9.5,5681139683,140,70.3,5681139689,213,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806420109,110,1,1,14,34,duspptyvnr5kpx2iko5gerhnz,1,68.2,6.4,2025-04-26T16:14:50.041Z,2025-04-26T16:14:51Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5681139761,212,12.5,5681139755,56,Right,5681139757,140,56.3,5681139759,141,6.7,5681139763,213,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806420129,111,1,1,14,35,duspptyvnr5kpx2iko5gerhnz,1,56.3,6.5,2025-04-26T16:14:51.785Z,2025-04-26T16:14:54Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5681139877,140,34.7,5681139875,56,Back,5681139883,213,2.77,5681139879,141,19.5,5681139881,212,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806420173,112,1,1,14,39,duspptyvnr5kpx2iko5gerhnz,1,36.6,18.2,2025-04-26T16:14:54.857Z,2025-04-26T16:15:01Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5681140113,1,,5681140109,212,55.6,5681140101,56,Right,5681140111,213,6.17,5681140097,155,,5681140105,140,89.2,5681140107,141,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806420183,113,50,1,14,43,duspptyvnr5kpx2iko5gerhnz,1,90.7,10.4,2025-04-26T16:14:59.037Z,2025-04-26T16:50:31Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,5681140161,56,Right,5681140195,233,168,5681140163,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806420165,168,7,1,14,43,303582z192rnbr2x28o2t7u38,1,9.3,89.6,2025-04-26T16:14:59.038Z,2025-04-26T16:50:31Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5681140183,233,113,5681140075,167,,5681140079,285,,5681140077,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806420195,114,6,1,14,45,duspptyvnr5kpx2iko5gerhnz,1,96.0,13.8,2025-04-26T16:15:00.894Z,2025-04-26T16:50:28Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,5681140289,233,169,5681140285,75,,5681140283,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806420169,169,6,1,14,45,303582z192rnbr2x28o2t7u38,0,4.0,86.2,2025-04-26T16:15:00.894Z,2025-04-26T16:15:08Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5681140147,73,,5681140145,56,Back,5681140313,233,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806420445,115,1,1,15,15,duspptyvnr5kpx2iko5gerhnz,1,99.5,0.5,2025-04-26T16:15:31.497Z,2025-04-26T16:15:36Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,,,5681141557,6,,5681141565,212,29.7,5681141567,213,2.52,5681141561,140,76.5,5681141563,141,25.8,5681141559,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806420453,116,1,1,15,18,duspptyvnr5kpx2iko5gerhnz,0,75.6,25.3,2025-04-26T16:15:34.665Z,2025-04-26T16:15:42Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5681141919,2,,5681141617,212,38.8,5681141615,141,66.4,5681141611,56,Center,5681141619,213,0.80,5681141613,140,100.0,5681141659,1,,5681141609,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806420495,117,5,1,15,21,duspptyvnr5kpx2iko5gerhnz,0,101.4,63.6,2025-04-26T16:15:37.029Z,2025-04-26T16:48:43Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5681141869,346,,5681141867,56,Center,5681141927,233,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806420459,170,5,1,15,21,303582z192rnbr2x28o2t7u38,1,-1.4,36.4,2025-04-26T16:15:37.029Z,2025-04-26T16:48:43Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5681141673,346,,5681141889,233,117,5681141671,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806420553,171,1,1,15,30,303582z192rnbr2x28o2t7u38,1,5.0,37.0,2025-04-26T16:15:46.478Z,2025-04-26T16:15:48Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5681142189,189,,5681142161,124,,5681142171,213,0.03,5681142165,140,10.8,5681142167,141,37.3,5681142175,237,,5681142163,56,Back,5681142169,212,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806420575,172,1,1,15,32,303582z192rnbr2x28o2t7u38,1,10.8,37.3,2025-04-26T16:15:48.286Z,2025-04-26T16:15:49Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5681142283,213,2.06,5681142275,56,Back,5681142277,140,3.8,5681142281,212,15.8,5681142279,141,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806420617,173,1,1,15,33,303582z192rnbr2x28o2t7u38,1,4.8,59.0,2025-04-26T16:15:49.654Z,2025-04-26T16:16:01Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5681142501,141,77.2,5681142505,213,1.02,5681142499,140,12.0,5681142503,212,14.5,5681142497,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806420637,174,1,1,15,38,303582z192rnbr2x28o2t7u38,1,30.9,85.0,2025-04-26T16:15:54.014Z,2025-04-26T16:15:55Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5681142637,212,14.5,5681142639,213,0.64,5681142633,140,42.0,5681142635,141,97.7,5681142631,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806420647,175,1,1,15,39,303582z192rnbr2x28o2t7u38,0,44.3,97.8,2025-04-26T16:15:55.518Z,2025-04-26T16:15:57Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5681142811,286,,5681142697,141,95.7,5681142807,233,118,5681142805,236,,5681142695,140,48.2,5681142701,213,5.95,5681142699,212,4.3,5681142693,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806420659,118,74,1,15,39,duspptyvnr5kpx2iko5gerhnz,1,52.1,3.2,2025-04-26T16:15:55.519Z,2025-04-26T17:08:02Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5681142735,285,,5681142733,56,Right,5681142823,233,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806420673,119,5,1,15,40,duspptyvnr5kpx2iko5gerhnz,0,53.8,-1.2,2025-04-26T16:15:56.629Z,2025-04-26T16:48:44Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5681142845,56,Right,5681142847,347,,5681142859,233,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806420661,176,5,1,15,40,303582z192rnbr2x28o2t7u38,1,46.2,101.2,2025-04-26T16:15:56.629Z,2025-04-26T16:48:43Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5681142745,56,Back,5681142747,347,,5681142853,233,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806420815,177,1,1,15,54,303582z192rnbr2x28o2t7u38,1,50.8,100.0,2025-04-26T16:16:10.302Z,2025-04-26T16:16:12Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5681143561,56,Left,5681143567,212,6.9,5681143565,141,93.3,5681143559,107,,5681143563,140,54.2,5681143569,213,5.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806420821,178,1,1,15,56,303582z192rnbr2x28o2t7u38,0,54.2,93.3,2025-04-26T16:16:12.293Z,2025-04-26T16:16:13Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5681143593,140,50.4,5681143599,213,2.86,5681143591,56,Left,5681143597,212,4.2,5681143595,141,95.0,5681143619,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806420833,120,1,1,15,56,duspptyvnr5kpx2iko5gerhnz,1,55.3,9.4,2025-04-26T16:16:12.793Z,2025-04-26T16:16:14Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,,5681143643,56,Right,5681143649,212,12.4,5681143645,140,67.0,5681143647,141,12.3,5681143651,213,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806420879,122,3,1,15,59,duspptyvnr5kpx2iko5gerhnz,1,61.6,9.4,2025-04-26T16:16:15.370Z,2025-04-26T16:50:37Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,,,5681143927,233,179,5681143903,56,Right,5681143907,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806420857,179,45,1,15,59,303582z192rnbr2x28o2t7u38,0,38.4,90.6,2025-04-26T16:16:15.370Z,2025-04-26T16:50:37Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5681143969,233,122,5681143767,56,Back,5681143769,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806420895,123,1,1,16,1,duspptyvnr5kpx2iko5gerhnz,0,63.2,7.6,2025-04-26T16:16:17.033Z,2025-04-26T16:16:18Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,,,5681144017,56,Right,5681144019,140,62.0,5681144025,213,2.46,5681144023,212,1.6,5681144021,141,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806420935,124,3,1,16,2,duspptyvnr5kpx2iko5gerhnz,1,53.4,7.4,2025-04-26T16:16:18.574Z,2025-04-26T16:50:37Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,,,5681144207,286,,5681144205,56,Right,5681144247,233,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806420901,180,45,1,16,2,303582z192rnbr2x28o2t7u38,0,46.6,92.6,2025-04-26T16:16:18.574Z,2025-04-26T16:50:37Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5681144053,56,Back,5681144055,285,,5681144271,233,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806420943,125,4,1,16,5,duspptyvnr5kpx2iko5gerhnz,1,48.8,6.6,2025-04-26T16:16:21.270Z,2025-04-26T16:16:25Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,,,5681144321,286,,5681144337,233,181,5681144313,13,,5681144319,265,,5681144315,56,Back,5681144317,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806420927,181,4,1,16,5,303582z192rnbr2x28o2t7u38,0,51.2,93.4,2025-04-26T16:16:21.271Z,2025-04-26T16:16:26Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5681144357,233,125,5681144219,265,,5681144215,56,Left,5681144213,13,,5681144217,152,,5681144221,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806421011,126,1,1,16,10,duspptyvnr5kpx2iko5gerhnz,1,46.8,4.9,2025-04-26T16:16:26.051Z,2025-04-26T16:16:30Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5681144681,56,Back,5681144679,152,,5681144693,189,,5681144685,141,36.1,5681144687,212,24.4,5681144677,5,,5681144689,213,2.09,5681144683,140,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806421047,127,1,1,16,17,duspptyvnr5kpx2iko5gerhnz,1,36.0,34.9,2025-04-26T16:16:32.874Z,2025-04-26T16:16:34Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5681144911,56,Right,5681144921,1,,5681144915,141,12.9,5681144917,212,36.4,5681144909,155,,5681144919,213,5.86,5681144913,140,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806421065,128,1,1,16,18,duspptyvnr5kpx2iko5gerhnz,1,67.8,8.6,2025-04-26T16:16:34.730Z,2025-04-26T16:16:35Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5681145001,140,70.7,5681145007,213,1.07,5681145005,212,6.4,5681144999,56,Right,5681145003,141,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806421075,129,1,1,16,19,duspptyvnr5kpx2iko5gerhnz,1,70.7,16.8,2025-04-26T16:16:35.641Z,2025-04-26T16:16:36Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5681145061,56,Center,5681145067,212,28.0,5681145063,140,81.5,5681145069,213,1.15,5681145065,141,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806421135,130,1,1,16,21,duspptyvnr5kpx2iko5gerhnz,1,80.9,53.6,2025-04-26T16:16:36.857Z,2025-04-26T16:16:42Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5681145385,213,1.31,5681145383,212,12.8,5681145381,141,71.8,5681145379,140,84.1,5681145377,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806421139,131,50,1,16,26,duspptyvnr5kpx2iko5gerhnz,1,86.4,65.5,2025-04-26T16:16:42.157Z,2025-04-26T16:50:32Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5681145407,286,,5681145721,233,183,5681145403,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806421181,183,7,1,16,26,303582z192rnbr2x28o2t7u38,1,13.6,34.5,2025-04-26T16:16:42.158Z,2025-04-26T16:50:32Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5681145669,56,Back,5681145671,285,,5681145705,233,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806421203,184,1,1,16,31,303582z192rnbr2x28o2t7u38,0,26.7,1.6,2025-04-26T16:16:47.165Z,2025-04-26T16:16:48Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5681145767,212,22.7,5681145765,141,18.2,5681145769,213,0.52,5681145763,140,45.5,5681145761,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806421197,132,8,1,16,32,duspptyvnr5kpx2iko5gerhnz,1,62.5,82.9,2025-04-26T16:16:48.152Z,2025-04-26T16:16:48Z,2zqarv7c4098qesbomnra5uqx,S. Lindeman,,,5681145747,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806421215,185,83,1,16,34,303582z192rnbr2x28o2t7u38,0,37.8,28.3,2025-04-26T16:16:49.829Z,2025-04-26T16:16:52Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5681146067,399,2zqarv7c4098qesbomnra5uqx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806421245,133,1,1,16,35,duspptyvnr5kpx2iko5gerhnz,1,74.3,58.7,2025-04-26T16:16:51.433Z,2025-04-26T16:16:53Z,2zqarv7c4098qesbomnra5uqx,S. Lindeman,,,5681146031,213,5.06,5681146029,212,6.8,5681146023,56,Center,5681146025,140,76.5,5681146027,141,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806421263,134,1,1,16,37,duspptyvnr5kpx2iko5gerhnz,0,75.6,49.4,2025-04-26T16:16:53.209Z,2025-04-26T16:16:54Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,,,5681146141,56,Center,5681146149,213,5.95,5681146143,140,79.5,5681146145,141,47.3,5681146147,212,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806421279,186,1,1,16,39,303582z192rnbr2x28o2t7u38,1,25.2,57.2,2025-04-26T16:16:55.406Z,2025-04-26T16:46:20Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5681146261,141,66.9,5681146265,213,0.52,5681146257,56,Back,5681146259,140,36.2,5681146263,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806421367,188,1,1,16,43,303582z192rnbr2x28o2t7u38,1,53.4,65.2,2025-04-26T16:16:58.894Z,2025-04-26T16:17:06Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5681146709,212,54.2,5681146689,155,,5681146697,56,Right,5681146713,1,,5681146705,141,2.6,5681146711,213,5.38,5681146701,140,85.4,5681146693,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806421375,135,45,1,16,50,duspptyvnr5kpx2iko5gerhnz,0,11.8,95.0,2025-04-26T16:17:06.461Z,2025-04-26T16:50:38Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5681146743,56,Back,5681146745,285,,5681146793,233,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806421371,189,3,1,16,50,303582z192rnbr2x28o2t7u38,1,88.2,5.0,2025-04-26T16:17:06.461Z,2025-04-26T16:50:38Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5681146725,286,,5681146723,56,Right,5681146773,233,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806421393,190,1,1,16,51,303582z192rnbr2x28o2t7u38,1,87.1,4.1,2025-04-26T16:17:07.093Z,2025-04-26T16:17:09Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5681146831,212,18.2,5681146829,141,4.1,5681146825,56,Right,5681146833,213,3.14,5681146827,140,69.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
