id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2820306827,117,1,1,11,18,8sy0cxovuxo76tuoas3uo55xj,1,8.2,30.3,2025-05-31T12:12:59.491Z,2025-05-31T12:14:04Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5758003361,56,Back,5758003367,212,17.0,5758003363,140,24.3,5758003365,141,32.7,5758003369,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820306833,118,1,1,11,20,8sy0cxovuxo76tuoas3uo55xj,0,25.5,31.5,2025-05-31T12:13:01.491Z,2025-05-31T12:13:06Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5758003419,213,0.48,5758003417,212,49.5,5758003409,140,67.4,5758003413,141,64.9,5758003407,56,Center,5758003405,155,,5758003421,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820306843,119,45,1,11,27,8sy0cxovuxo76tuoas3uo55xj,0,58.3,76.3,2025-05-31T12:13:08.397Z,2025-05-31T12:29:24Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5758003483,285,,5758003481,56,Center,5758003567,233,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820306853,132,3,1,11,27,3ptum5fjcgw51mqui0gu6uuf4,1,41.7,23.7,2025-05-31T12:13:08.397Z,2025-05-31T12:29:30Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5758003565,286,,5758003557,233,119,5758003543,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820306855,133,61,1,11,31,3ptum5fjcgw51mqui0gu6uuf4,1,38.5,34.6,2025-05-31T12:13:12.273Z,2025-05-31T13:01:35Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5758003547,56,Back,5758041435,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820306861,134,1,1,11,32,3ptum5fjcgw51mqui0gu6uuf4,1,46.6,35.2,2025-05-31T12:13:13.645Z,2025-05-31T13:01:33Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5758003587,141,39.1,5758003585,140,35.5,5758003589,212,12.0,5758003591,213,2.92,5758003583,56,Back,5758015645,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820306865,135,1,1,11,33,3ptum5fjcgw51mqui0gu6uuf4,0,31.0,51.2,2025-05-31T12:13:14.574Z,2025-05-31T12:30:03Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5758003597,56,Back,5758003603,212,13.4,5758003601,141,63.1,5758003605,213,0.65,5758003599,140,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820306863,120,8,1,11,33,8sy0cxovuxo76tuoas3uo55xj,1,42.2,37.7,2025-05-31T12:13:14.963Z,2025-05-31T12:13:15Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5758003595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820306871,121,61,1,11,36,8sy0cxovuxo76tuoas3uo55xj,0,53.2,25.0,2025-05-31T12:13:17.331Z,2025-05-31T12:13:17Z,1nww1pe0ouxnuwt8q9zy4xrmc,A. Seck,,,5758003651,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820306877,136,43,1,11,37,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-05-31T12:13:18.541Z,2025-05-31T12:30:47Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,,5758016127,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820306905,137,1,1,11,41,3ptum5fjcgw51mqui0gu6uuf4,1,65.3,72.3,2025-05-31T12:13:23.053Z,2025-05-31T12:13:26Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5758003801,213,4.71,5758003799,212,7.5,5758003795,140,65.3,5758003793,56,Center,5758003797,141,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820306911,138,1,1,11,45,3ptum5fjcgw51mqui0gu6uuf4,1,60.7,61.7,2025-05-31T12:13:26.061Z,2025-05-31T12:13:28Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,,5758003841,213,5.30,5758003833,56,Center,5758003839,212,8.3,5758003837,141,51.6,5758003835,140,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820306921,139,1,1,11,47,3ptum5fjcgw51mqui0gu6uuf4,1,66.7,42.2,2025-05-31T12:13:28.492Z,2025-05-31T12:13:31Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5758003877,213,5.38,5758003871,140,74.6,5758003873,141,26.8,5758003869,56,Center,5758003875,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820306939,140,1,1,11,50,3ptum5fjcgw51mqui0gu6uuf4,1,77.2,30.6,2025-05-31T12:13:31.550Z,2025-05-31T12:13:37Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5758003957,56,Center,5758003963,212,31.2,5758003955,155,,5758003961,141,73.2,5758003959,140,88.2,5758003965,213,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820306937,122,83,1,11,54,8sy0cxovuxo76tuoas3uo55xj,0,11.2,27.1,2025-05-31T12:13:35.411Z,2025-05-31T12:13:37Z,1nww1pe0ouxnuwt8q9zy4xrmc,A. Seck,,,5758003981,399,4zizd9804wk2k5v0l7ph0u0kq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820306943,141,1,1,11,55,3ptum5fjcgw51mqui0gu6uuf4,0,95.2,78.8,2025-05-31T12:13:37.005Z,2025-05-31T12:31:06Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,,5758003973,140,90.3,5758003971,56,Center,5758004035,195,,5758003979,213,4.14,5758003977,212,9.5,5758003975,141,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820306963,124,1,1,11,58,8sy0cxovuxo76tuoas3uo55xj,1,11.6,20.6,2025-05-31T12:13:39.860Z,2025-05-31T12:13:42Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5758004051,56,Back,5758004053,140,11.7,5758004059,213,4.72,5758004055,141,4.3,5758004057,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820306967,125,1,1,12,1,8sy0cxovuxo76tuoas3uo55xj,1,12.1,3.8,2025-05-31T12:13:42.244Z,2025-05-31T12:13:44Z,1nww1pe0ouxnuwt8q9zy4xrmc,A. Seck,,,5758004095,141,35.4,5758004093,140,30.8,5758004097,212,29.1,5758004091,56,Back,5758004089,155,,5758004099,213,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820306987,126,1,1,12,3,8sy0cxovuxo76tuoas3uo55xj,0,30.8,35.4,2025-05-31T12:13:44.324Z,2025-05-31T12:13:48Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5758004177,140,36.8,5758004173,155,,5758004175,56,Back,5758004179,141,0.0,5758004183,213,4.96,5758004181,212,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820306989,127,5,1,12,6,8sy0cxovuxo76tuoas3uo55xj,0,37.7,-2.0,2025-05-31T12:13:47.245Z,2025-05-31T12:49:38Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5758004193,233,142,5758004185,56,Back,5758004187,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820306981,142,5,1,12,6,3ptum5fjcgw51mqui0gu6uuf4,1,62.3,102.0,2025-05-31T12:13:47.245Z,2025-05-31T12:49:38Z,eyxig53mzy4qlf208vpchs7is,M. Fonsell,,,5758004189,233,127,5758004153,56,Left,5758004155,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307009,143,1,1,12,7,3ptum5fjcgw51mqui0gu6uuf4,1,56.4,100.0,2025-05-31T12:13:49.022Z,2025-05-31T12:13:57Z,eyxig53mzy4qlf208vpchs7is,M. Fonsell,,,5758004293,213,3.71,5758004289,141,89.3,5758004291,212,15.6,5758004287,140,43.9,5758004283,107,,5758004285,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307025,144,1,1,12,16,3ptum5fjcgw51mqui0gu6uuf4,1,45.9,49.7,2025-05-31T12:13:57.422Z,2025-05-31T12:14:00Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5758004369,140,33.9,5758004373,212,15.7,5758004371,141,36.0,5758004367,56,Back,5758004375,213,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307043,145,1,1,12,19,3ptum5fjcgw51mqui0gu6uuf4,1,36.1,41.2,2025-05-31T12:14:00.445Z,2025-05-31T12:14:07Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5758004513,212,20.4,5758004507,56,Back,5758004511,141,69.6,5758004509,140,42.4,5758004515,213,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307047,146,1,1,12,26,3ptum5fjcgw51mqui0gu6uuf4,1,44.8,73.9,2025-05-31T12:14:07.597Z,2025-05-31T12:14:09Z,eyxig53mzy4qlf208vpchs7is,M. Fonsell,,,5758004539,213,1.05,5758004535,141,83.0,5758004531,56,Back,5758004537,212,7.1,5758004533,140,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307049,147,1,1,12,27,3ptum5fjcgw51mqui0gu6uuf4,1,48.2,83.0,2025-05-31T12:14:08.845Z,2025-05-31T12:14:10Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5758004555,156,,5758004543,56,Back,5758004551,213,3.38,5758004549,212,12.3,5758004545,140,36.8,5758004547,141,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307053,148,1,1,12,29,3ptum5fjcgw51mqui0gu6uuf4,1,38.8,74.1,2025-05-31T12:14:10.637Z,2025-05-31T12:14:13Z,eyxig53mzy4qlf208vpchs7is,M. Fonsell,,,5758004573,141,43.1,5758004571,140,32.9,5758004577,213,4.43,5758004575,212,22.0,5758004569,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307059,149,1,1,12,32,3ptum5fjcgw51mqui0gu6uuf4,1,32.8,45.4,2025-05-31T12:14:13.821Z,2025-05-31T12:14:16Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5758004615,213,1.34,5758004609,140,36.2,5758004611,141,67.3,5758004613,212,15.3,5758004607,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307071,150,1,1,12,35,3ptum5fjcgw51mqui0gu6uuf4,1,36.9,68.8,2025-05-31T12:14:16.109Z,2025-05-31T12:14:22Z,eyxig53mzy4qlf208vpchs7is,M. Fonsell,,,5758004693,213,4.58,5758004689,141,34.8,5758004691,212,23.3,5758004687,140,34.0,5758004685,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307083,151,1,1,12,41,3ptum5fjcgw51mqui0gu6uuf4,1,45.7,23.4,2025-05-31T12:14:22.190Z,2025-05-31T12:14:25Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5758004759,212,15.7,5758004761,213,0.57,5758004755,140,58.3,5758004753,56,Center,5758004757,141,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307091,152,1,1,12,44,3ptum5fjcgw51mqui0gu6uuf4,1,62.8,51.5,2025-05-31T12:14:25.725Z,2025-05-31T12:14:26Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5758004787,56,Center,5758004793,212,6.8,5758004791,141,61.1,5758004789,140,64.7,5758004795,213,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307099,153,1,1,12,45,3ptum5fjcgw51mqui0gu6uuf4,1,64.7,61.1,2025-05-31T12:14:26.509Z,2025-05-31T12:14:28Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5758004835,56,Center,5758004837,140,59.0,5758004841,212,6.1,5758004843,213,3.30,5758004839,141,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307111,154,1,1,12,47,3ptum5fjcgw51mqui0gu6uuf4,1,62.8,72.4,2025-05-31T12:14:28.109Z,2025-05-31T12:14:32Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5758004921,141,95.4,5758004923,212,16.1,5758004917,56,Left,5758004925,213,1.33,5758004919,140,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307117,155,1,1,12,50,3ptum5fjcgw51mqui0gu6uuf4,1,66.2,84.4,2025-05-31T12:14:31.998Z,2025-05-31T12:31:25Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,,5758004959,141,78.1,5758004955,56,Center,5758004961,212,5.1,5758004963,213,4.13,5758004957,140,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307129,156,1,1,12,54,3ptum5fjcgw51mqui0gu6uuf4,1,62.7,75.9,2025-05-31T12:14:35.086Z,2025-05-31T12:14:38Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5758005049,213,1.04,5758005045,141,89.4,5758005043,140,67.8,5758005047,212,10.6,5758005041,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307131,157,1,1,12,57,3ptum5fjcgw51mqui0gu6uuf4,1,70.1,88.1,2025-05-31T12:14:38.366Z,2025-05-31T12:14:39Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5758005059,212,10.7,5758005057,141,82.7,5758005053,56,Left,5758005061,213,3.49,5758005055,140,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307139,158,1,1,12,58,3ptum5fjcgw51mqui0gu6uuf4,1,60.5,82.4,2025-05-31T12:14:39.582Z,2025-05-31T12:14:41Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5758005087,141,75.0,5758005083,56,Center,5758005085,140,65.1,5758005091,213,5.48,5758005089,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307141,159,1,1,13,0,3ptum5fjcgw51mqui0gu6uuf4,1,65.9,77.3,2025-05-31T12:14:41.358Z,2025-05-31T12:14:42Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,,5758005103,213,0.49,5758005099,141,80.8,5758005101,212,5.1,5758005097,140,70.2,5758005095,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307153,160,1,1,13,0,3ptum5fjcgw51mqui0gu6uuf4,1,70.1,80.8,2025-05-31T12:14:42.013Z,2025-05-31T12:14:44Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5758005173,140,71.9,5758005177,212,2.9,5758005171,56,Left,5758005175,141,84.1,5758005179,213,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307157,161,1,1,13,2,3ptum5fjcgw51mqui0gu6uuf4,1,82.2,79.6,2025-05-31T12:14:44.014Z,2025-05-31T12:14:45Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5758005195,213,0.25,5758005189,140,89.9,5758005191,141,82.6,5758005193,212,8.3,5758005187,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307163,162,1,1,13,4,3ptum5fjcgw51mqui0gu6uuf4,1,94.4,76.1,2025-05-31T12:14:45.533Z,2025-05-31T12:15:25Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,1.0,,5758005231,140,88.9,5758005237,213,4.23,5758005229,56,Center,5758005233,141,60.0,5758005559,154,,5758005235,212,12.4,5758005899,195,,5758005557,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307167,163,15,1,13,5,3ptum5fjcgw51mqui0gu6uuf4,1,88.9,60.0,2025-05-31T12:14:46.829Z,2025-05-31T12:15:25Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,,5758005581,230,99.7,5758005583,231,49.6,5758005565,29,,5758005569,55,162,5758005561,72,,5758005563,78,,5758005585,233,128,5758005525,82,,5758005577,146,93.0,5758005241,22,5758005567,154,5758005243,17,,5758005573,102,5758005579,147,56.7,5758005245,56,5758005575,103,,,19,,,,51.1,Center,,,,,,,
2820307171,128,10,1,13,5,8sy0cxovuxo76tuoas3uo55xj,1,7.0,43.3,2025-05-31T12:14:46.929Z,2025-05-31T12:15:06Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5758005265,94,,5758005267,56,Back,5758005589,233,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307173,164,61,1,13,8,3ptum5fjcgw51mqui0gu6uuf4,0,87.9,62.1,2025-05-31T12:14:49.822Z,2025-05-31T12:31:51Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5758005269,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307179,129,12,1,13,10,8sy0cxovuxo76tuoas3uo55xj,1,6.9,31.6,2025-05-31T12:14:51.429Z,2025-05-31T12:14:52Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5758005297,212,18.6,5758005291,56,Back,5758005293,140,8.3,5758005295,141,4.4,5758005299,213,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307189,131,1,1,13,11,8sy0cxovuxo76tuoas3uo55xj,1,8.4,4.7,2025-05-31T12:14:52.804Z,2025-05-31T12:14:53Z,1nww1pe0ouxnuwt8q9zy4xrmc,A. Seck,,,5758005327,140,2.3,5758005325,56,Back,5758005333,213,2.25,5758005331,212,10.2,5758005329,141,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307193,132,1,1,13,12,8sy0cxovuxo76tuoas3uo55xj,0,2.3,16.4,2025-05-31T12:14:53.812Z,2025-05-31T12:14:54Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5758005351,56,Back,5758005353,140,24.2,5758005349,157,,5758005357,212,23.2,5758005355,141,12.3,5758005361,1,,5758005359,213,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307207,166,1,1,13,16,3ptum5fjcgw51mqui0gu6uuf4,0,77.8,83.0,2025-05-31T12:14:57.534Z,2025-05-31T12:32:08Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,,5758005419,140,100.0,5758005415,155,,5758005427,1,,5758005425,213,5.33,5758005417,56,Center,5758005423,212,42.0,5758005421,141,32.5,5758005413,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307213,133,5,1,13,17,8sy0cxovuxo76tuoas3uo55xj,1,-1.0,67.0,2025-05-31T12:14:58.542Z,2025-05-31T12:49:39Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5758005465,233,167,5758005443,346,,5758005441,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307217,167,5,1,13,17,3ptum5fjcgw51mqui0gu6uuf4,0,101.0,33.0,2025-05-31T12:14:58.542Z,2025-05-31T12:49:39Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5758005461,56,Center,5758005463,346,,5758005483,233,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307253,134,1,1,13,29,8sy0cxovuxo76tuoas3uo55xj,1,3.6,56.7,2025-05-31T12:15:10.692Z,2025-05-31T12:15:13Z,dl6lfojhwzis2gboqxonxu904,M. Zhuk,,,5758005669,56,Back,5758005673,141,31.2,5758005671,140,17.1,5758005667,124,,5758005681,237,,5758005675,212,22.4,5758005677,213,5.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307261,135,1,1,13,31,8sy0cxovuxo76tuoas3uo55xj,1,17.1,30.9,2025-05-31T12:15:12.980Z,2025-05-31T12:15:13Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5758005719,140,37.6,5758005717,56,Back,5758005725,213,0.00,5758005721,141,31.0,5758005723,212,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307263,136,1,1,13,32,8sy0cxovuxo76tuoas3uo55xj,1,37.6,31.0,2025-05-31T12:15:13.845Z,2025-05-31T12:32:24Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,,5758005749,141,53.3,5758005751,212,15.8,5758005753,213,1.85,5758005747,140,33.5,5758005745,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307273,137,1,1,13,36,8sy0cxovuxo76tuoas3uo55xj,1,32.7,55.8,2025-05-31T12:15:17.125Z,2025-05-31T12:15:18Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5758005809,141,36.7,5758005813,213,4.62,5758005807,140,31.6,5758005811,212,13.0,5758005805,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307291,138,1,1,13,37,8sy0cxovuxo76tuoas3uo55xj,1,31.6,36.7,2025-05-31T12:15:18.228Z,2025-05-31T12:15:23Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5758005935,212,19.7,5758005933,141,64.6,5758005929,56,Back,5758005937,213,1.84,5758005931,140,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307295,139,1,1,13,42,8sy0cxovuxo76tuoas3uo55xj,1,26.5,64.6,2025-05-31T12:15:23.669Z,2025-05-31T12:15:26Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5758005993,213,0.61,5758005989,141,72.1,5758005991,212,8.9,5758005985,56,Back,5758005987,140,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307309,140,1,1,13,45,8sy0cxovuxo76tuoas3uo55xj,1,39.8,61.8,2025-05-31T12:15:26.261Z,2025-05-31T12:15:30Z,apryim5dle6o29qp6hpio06sq,F. Ellé,,,5758006067,212,13.0,5758006061,56,Back,5758006063,140,39.4,5758006065,141,42.7,5758006069,213,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307321,141,1,1,13,48,8sy0cxovuxo76tuoas3uo55xj,1,40.9,35.8,2025-05-31T12:15:29.973Z,2025-05-31T12:15:36Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5758006137,141,20.4,5758006135,140,34.8,5758006139,212,12.3,5758006133,56,Back,5758006141,213,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307333,142,1,1,13,55,8sy0cxovuxo76tuoas3uo55xj,0,56.8,10.7,2025-05-31T12:15:36.660Z,2025-05-31T12:15:38Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5758006191,141,7.6,5758006189,140,73.3,5758006193,212,17.5,5758006195,213,6.16,5758006187,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307341,169,1,1,13,56,3ptum5fjcgw51mqui0gu6uuf4,0,33.4,84.5,2025-05-31T12:15:37.205Z,2025-05-31T12:18:11Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5758006245,213,5.79,5758006247,1,,5758006239,140,43.0,5758006235,157,,5758006237,56,Back,5758006241,141,76.6,5758006243,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307325,168,43,1,13,57,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-05-31T12:15:38.662Z,2025-05-31T12:32:57Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5758017699,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307339,143,44,1,13,58,8sy0cxovuxo76tuoas3uo55xj,1,58.6,16.6,2025-05-31T12:15:39.196Z,2025-05-31T14:13:25Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5758006233,286,,5758006283,233,170,5758006231,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307343,170,44,1,13,58,3ptum5fjcgw51mqui0gu6uuf4,0,41.4,83.4,2025-05-31T12:15:39.197Z,2025-05-31T12:18:16Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5758006251,56,Back,5758006253,285,,5758006295,233,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307359,144,1,1,13,59,8sy0cxovuxo76tuoas3uo55xj,1,55.7,10.0,2025-05-31T12:15:40.061Z,2025-05-31T14:10:43Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5758006319,3,,5758006329,213,0.15,5758006325,141,11.9,5758006327,212,8.7,5758006321,56,Right,5758006323,140,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820307361,171,83,1,14,2,3ptum5fjcgw51mqui0gu6uuf4,0,38.4,71.2,2025-05-31T12:15:43.507Z,2025-05-31T12:33:35Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5758006363,399,8bk1u1zlolcgphg6dwdezdre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
