id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2799070619,90,1,1,7,39,duspptyvnr5kpx2iko5gerhnz,1,72.6,66.9,2025-04-11T15:09:26.968Z,2025-04-11T15:09:28Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,,,5640783097,56,Center,5640783105,213,4.28,5640783095,3,,5640783101,141,45.5,5640783099,140,66.2,5640783103,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799070653,91,1,1,7,40,duspptyvnr5kpx2iko5gerhnz,1,65.7,47.0,2025-04-11T15:09:28.360Z,2025-04-11T15:09:34Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,,5640783255,212,3.0,5640783257,213,0.25,5640783247,3,,5640783253,141,48.1,5640783249,56,Center,5640783251,140,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799070643,77,83,1,7,45,8sy0cxovuxo76tuoas3uo55xj,0,26.0,50.0,2025-04-11T15:09:32.719Z,2025-04-11T15:09:35Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5640783285,399,1zdrpi7b401hv9w9mtykzyor9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799070657,92,1,1,7,46,duspptyvnr5kpx2iko5gerhnz,0,72.7,54.5,2025-04-11T15:09:34.472Z,2025-04-11T15:09:35Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,,,5640783279,212,7.1,5640783277,141,60.2,5640783275,140,78.4,5640783273,56,Center,5640783281,213,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799070679,79,1,1,7,47,8sy0cxovuxo76tuoas3uo55xj,1,21.1,37.1,2025-04-11T15:09:35.007Z,2025-04-11T15:09:38Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5640783367,56,Back,5640783375,213,6.12,5640783373,212,18.1,5640783369,140,38.1,5640783371,141,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799070711,80,1,1,7,50,8sy0cxovuxo76tuoas3uo55xj,1,31.9,37.3,2025-04-11T15:09:38.447Z,2025-04-11T15:09:44Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,,5640783519,141,61.7,5640783523,213,1.07,5640783517,140,40.6,5640783515,56,Back,5640783521,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799070739,81,1,1,7,56,8sy0cxovuxo76tuoas3uo55xj,1,58.3,62.9,2025-04-11T15:09:44.271Z,2025-04-11T15:09:47Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5640783647,56,Left,5640783655,213,1.23,5640783651,141,92.7,5640783649,140,65.1,5640783653,212,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799070777,82,1,1,7,59,8sy0cxovuxo76tuoas3uo55xj,1,66.1,92.6,2025-04-11T15:09:47.102Z,2025-04-11T15:09:55Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5640783883,141,95.4,5640783879,56,Left,5640783881,140,79.6,5640783885,212,14.3,5640783887,213,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799070785,83,1,1,8,7,8sy0cxovuxo76tuoas3uo55xj,1,79.3,94.8,2025-04-11T15:09:54.958Z,2025-04-11T15:22:38Z,7dvn6m2z49c2n1ev0o9rvk93o,L. Weckström,,,5640783965,213,4.28,5640783957,56,Left,5640783961,141,80.3,5640783963,212,10.8,5640783959,140,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799070795,84,1,1,8,9,8sy0cxovuxo76tuoas3uo55xj,1,75.0,80.3,2025-04-11T15:09:56.591Z,2025-04-11T15:09:57Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5640784023,56,Left,5640784027,140,78.5,5640784037,213,1.23,5640784035,212,11.0,5640784031,141,95.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799070805,85,1,1,8,9,8sy0cxovuxo76tuoas3uo55xj,1,78.5,95.6,2025-04-11T15:09:57.423Z,2025-04-11T15:09:59Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5640784109,141,83.2,5640784113,213,4.21,5640784111,212,9.6,5640784107,140,74.1,5640784105,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799070829,86,1,1,8,11,8sy0cxovuxo76tuoas3uo55xj,1,73.3,82.4,2025-04-11T15:09:59.119Z,2025-04-11T15:10:03Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5640784255,56,Left,5640784257,140,75.7,5640784259,141,85.9,5640784263,213,0.76,5640784261,212,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799070833,87,1,1,8,16,8sy0cxovuxo76tuoas3uo55xj,1,76.6,94.2,2025-04-11T15:10:03.742Z,2025-04-11T15:22:39Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,,5640805429,213,0.94,5640805427,212,1.6,5640805425,141,96.1,5640784283,56,Left,5640805423,140,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799070845,88,1,1,8,17,8sy0cxovuxo76tuoas3uo55xj,1,80.4,97.4,2025-04-11T15:10:04.783Z,2025-04-11T15:10:11Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5640784349,56,Left,5640784351,140,77.2,5640784353,141,93.5,5640784357,213,3.81,5640784355,212,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799070859,89,1,1,8,18,8sy0cxovuxo76tuoas3uo55xj,1,77.2,93.5,2025-04-11T15:10:05.871Z,2025-04-11T15:22:41Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,,5640784441,141,96.2,5640784437,56,Left,5640784443,212,16.5,5640784445,213,0.11,5640784439,140,92.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799070861,90,3,1,8,20,8sy0cxovuxo76tuoas3uo55xj,0,89.8,96.2,2025-04-11T15:10:08.446Z,2025-04-11T15:10:13Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5640784451,56,Left,5640784509,233,94,5640784453,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799070869,94,7,1,8,20,duspptyvnr5kpx2iko5gerhnz,1,10.2,3.8,2025-04-11T15:10:08.447Z,2025-04-11T15:10:13Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5640784495,56,Back,5640784497,285,,5640784501,233,90,5640784493,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799070963,92,5,1,8,23,8sy0cxovuxo76tuoas3uo55xj,1,87.6,101.6,2025-04-11T15:10:10.776Z,2025-04-11T17:16:42Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5640785413,233,95,5640785053,56,Left,5640785055,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799070885,95,5,1,8,23,duspptyvnr5kpx2iko5gerhnz,0,12.4,-1.6,2025-04-11T15:10:10.776Z,2025-04-11T15:10:38Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5640785419,233,92,5640784605,56,Back,5640784607,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799070941,91,1,1,8,37,8sy0cxovuxo76tuoas3uo55xj,0,90.7,100.0,2025-04-11T15:10:25.231Z,2025-04-11T15:10:37Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5640784901,212,21.7,5640785233,107,,5640784897,140,96.8,5640784895,56,Center,5640784903,213,5.01,5640785315,1,,5640784899,141,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799070967,96,43,1,8,38,duspptyvnr5kpx2iko5gerhnz,1,0.0,0.0,2025-04-11T15:10:26.138Z,2025-04-11T15:23:30Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5640806921,144,1,5640785069,212,10.9,5640785061,3,0,5640785071,213,5.01,5640785063,56,Back,5640785067,141,14.1,5640785065,140,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799070977,97,12,1,8,42,duspptyvnr5kpx2iko5gerhnz,1,5.8,16.7,2025-04-11T15:10:30.263Z,2025-04-11T15:10:33Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5640785139,56,Back,5640785235,15,,5640785147,212,7.8,5640785151,213,3.55,5640785141,140,0.0,5640785143,141,12.2,5640785173,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071121,93,6,1,8,43,8sy0cxovuxo76tuoas3uo55xj,1,100.0,92.5,2025-04-11T15:10:31.152Z,2025-04-11T15:49:40Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5640786725,233,98,5640785977,73,,5640785975,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799070979,98,6,1,8,43,duspptyvnr5kpx2iko5gerhnz,0,0.0,7.5,2025-04-11T15:10:31.152Z,2025-04-11T15:49:41Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5640785295,73,,5640786731,233,93,5640785293,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071127,94,1,1,9,8,8sy0cxovuxo76tuoas3uo55xj,1,99.5,99.5,2025-04-11T15:10:55.967Z,2025-04-11T15:25:41Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5640786013,56,Left,5640786011,6,,5640786019,212,11.6,5640786021,213,3.81,5640786015,140,90.8,5640786017,141,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071129,95,1,1,9,9,8sy0cxovuxo76tuoas3uo55xj,1,93.2,88.4,2025-04-11T15:10:57.439Z,2025-04-11T15:25:42Z,b9s6ecsxs323kktg3cs3pisk4,A. Tulehmo,,,5640786029,141,90.5,5640786025,56,Left,5640786027,140,89.7,5640786031,212,3.9,5640786033,213,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071135,96,1,1,9,10,8sy0cxovuxo76tuoas3uo55xj,1,89.3,90.5,2025-04-11T15:10:58.059Z,2025-04-11T15:25:44Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5640786043,56,Center,5640786051,213,3.85,5640786049,212,14.7,5640786047,141,76.4,5640786045,140,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071143,97,1,1,9,11,8sy0cxovuxo76tuoas3uo55xj,1,78.5,76.4,2025-04-11T15:10:58.847Z,2025-04-11T15:10:59Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,,5640786081,212,7.7,5640786077,140,83.0,5640786075,56,Left,5640786079,141,85.3,5640786083,213,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071147,98,1,1,9,12,8sy0cxovuxo76tuoas3uo55xj,0,83.0,85.3,2025-04-11T15:10:59.727Z,2025-04-11T15:11:00Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5640786113,140,91.5,5640786107,2,,5640786119,213,5.12,5640786111,56,Center,5640786115,141,55.1,5640786117,212,22.4,5640786109,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071157,99,44,1,9,13,duspptyvnr5kpx2iko5gerhnz,1,8.7,45.6,2025-04-11T15:11:01.481Z,2025-04-11T15:49:53Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5640786177,56,Back,5640786271,233,99,5640786179,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071173,99,44,1,9,13,8sy0cxovuxo76tuoas3uo55xj,0,91.3,54.4,2025-04-11T15:11:01.482Z,2025-04-11T15:49:54Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5640786261,56,Center,5640786291,233,99,5640786263,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071181,100,12,1,9,14,duspptyvnr5kpx2iko5gerhnz,1,9.0,46.7,2025-04-11T15:11:01.975Z,2025-04-11T15:11:06Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5640786309,212,37.7,5640786343,167,,5640786303,56,Back,5640786305,140,6.4,5640786307,141,100.0,5640786311,213,1.64,5640786377,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071191,100,5,1,9,16,8sy0cxovuxo76tuoas3uo55xj,1,94.6,-1.8,2025-04-11T15:11:03.871Z,2025-04-11T17:16:42Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5640786353,347,,5640786351,56,Right,5640786359,233,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071183,101,5,1,9,16,duspptyvnr5kpx2iko5gerhnz,0,5.4,101.8,2025-04-11T15:11:03.871Z,2025-04-11T15:11:08Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5640786323,56,Back,5640786325,347,,5640786371,233,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071299,101,1,1,9,34,8sy0cxovuxo76tuoas3uo55xj,1,89.3,0.0,2025-04-11T15:11:22.155Z,2025-04-11T15:26:30Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5640786923,107,,5640786929,141,33.8,5640786935,1,,5640786933,213,1.25,5640786931,212,25.1,5640786925,56,Center,5640786927,140,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071301,102,1,1,9,34,8sy0cxovuxo76tuoas3uo55xj,0,94.6,32.7,2025-04-11T15:11:22.359Z,2025-04-11T15:28:00Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5640786943,141,43.4,5640811657,155,,5640786941,140,89.1,5640786945,212,9.3,5640786947,213,2.24,5640786939,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071291,102,12,1,9,35,duspptyvnr5kpx2iko5gerhnz,1,11.6,54.3,2025-04-11T15:11:22.520Z,2025-04-11T15:28:02Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5640786899,15,,5640786881,212,4.3,5640786877,140,15.6,5640786875,56,Back,5640786879,141,52.7,5640786883,213,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071315,103,43,1,9,36,duspptyvnr5kpx2iko5gerhnz,1,0.0,0.0,2025-04-11T15:11:23.719Z,2025-04-11T15:27:52Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,5640787029,141,51.8,5640812557,144,1,5640787023,3,0,5640787025,56,Back,5640787027,140,15.9,5640787031,212,0.7,5640787033,213,5.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071317,104,12,1,9,38,duspptyvnr5kpx2iko5gerhnz,1,15.9,51.8,2025-04-11T15:11:26.025Z,2025-04-11T15:27:57Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,,,5640787057,213,6.02,5640787055,212,9.0,5640812723,15,,5640787053,141,48.4,5640787049,56,Back,5640787051,140,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071331,103,1,1,9,38,8sy0cxovuxo76tuoas3uo55xj,1,77.2,61.7,2025-04-11T15:11:26.160Z,2025-04-11T15:11:28Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5640787129,56,Left,5640787135,212,15.5,5640787137,213,1.87,5640787131,140,72.8,5640787133,141,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071337,104,1,1,9,40,8sy0cxovuxo76tuoas3uo55xj,1,72.7,83.5,2025-04-11T15:11:28.016Z,2025-04-11T15:11:28Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5640787161,140,70.0,5640787167,213,4.36,5640787165,212,8.3,5640787163,141,72.1,5640787159,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071343,105,1,1,9,41,8sy0cxovuxo76tuoas3uo55xj,1,70.0,72.1,2025-04-11T15:11:28.877Z,2025-04-11T15:11:29Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5640787207,212,10.7,5640787205,141,87.7,5640787201,56,Left,5640787209,213,1.69,5640787203,140,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071355,106,1,1,9,42,8sy0cxovuxo76tuoas3uo55xj,1,65.8,87.5,2025-04-11T15:11:29.792Z,2025-04-11T15:11:33Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5640787281,141,59.7,5640787277,56,Back,5640787283,212,29.0,5640787285,213,3.85,5640787279,140,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071389,107,1,1,9,46,8sy0cxovuxo76tuoas3uo55xj,1,46.3,56.4,2025-04-11T15:11:33.679Z,2025-04-11T15:11:39Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5640787507,155,,5640787519,1,,5640787511,140,85.7,5640787513,141,5.5,5640787517,213,5.59,5640787515,212,53.9,5640787509,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071407,108,1,1,9,51,8sy0cxovuxo76tuoas3uo55xj,1,79.4,10.9,2025-04-11T15:11:39.248Z,2025-04-11T15:11:43Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5640787655,213,1.57,5640787647,56,Center,5640787649,140,79.4,5640787651,141,30.7,5640787653,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071425,109,1,1,9,56,8sy0cxovuxo76tuoas3uo55xj,1,85.4,33.0,2025-04-11T15:11:43.712Z,2025-04-11T15:11:46Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5640787761,212,10.4,5640787759,141,43.3,5640787763,213,2.40,5640787757,140,78.1,5640787755,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071427,110,50,1,9,58,8sy0cxovuxo76tuoas3uo55xj,1,76.8,42.2,2025-04-11T15:11:45.574Z,2025-04-11T15:11:49Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5640787767,56,Center,5640787769,286,,5640787805,233,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071431,105,7,1,9,58,duspptyvnr5kpx2iko5gerhnz,0,23.2,57.8,2025-04-11T15:11:45.575Z,2025-04-11T15:11:49Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5640787787,56,Back,5640787795,233,110,5640787789,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071437,111,1,1,9,59,8sy0cxovuxo76tuoas3uo55xj,1,72.7,44.6,2025-04-11T15:11:46.880Z,2025-04-11T15:11:48Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5640787833,56,Center,5640787835,140,80.0,5640787841,213,1.00,5640787837,141,62.3,5640787839,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071451,112,1,1,10,1,8sy0cxovuxo76tuoas3uo55xj,1,80.0,62.3,2025-04-11T15:11:48.655Z,2025-04-11T15:28:41Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,1.0,,5640787929,141,68.2,5640787925,56,Center,5640787927,140,89.4,5640813875,210,15,5640813877,154,,5640787931,212,10.7,5640787933,213,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071453,113,15,1,10,3,8sy0cxovuxo76tuoas3uo55xj,1,90.0,68.5,2025-04-11T15:11:50.930Z,2025-04-11T15:28:41Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5640813909,328,,5640813901,55,112,5640813935,233,106,5640813899,154,,5640787939,22,,5640813895,78,,5640813897,29,,5640787943,56,Center,5640813627,20,,5640787941,64,,5640813907,103,5640813905,102,3.2,51.1,5640813911,146,99.4,5640813913,147,53.4,,,,,,,,,,,,,,,,,
2799071447,106,10,1,10,3,duspptyvnr5kpx2iko5gerhnz,1,1.9,50.7,2025-04-11T15:11:51.030Z,2025-04-11T17:15:04Z,6i2n7bcfphn89v0eccet2fop,R. Leislahti,,,5640787911,56,Back,5640814001,179,,5640813999,174,,5640787909,182,,5640814645,233,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799075889,290,61,1,10,4,duspptyvnr5kpx2iko5gerhnz,1,4.4,49.9,2025-04-11T15:11:52.052Z,2025-04-11T15:29:18Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5640814553,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071461,107,12,1,10,5,duspptyvnr5kpx2iko5gerhnz,1,4.9,51.5,2025-04-11T15:11:53.112Z,2025-04-11T15:12:33Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,5640787975,140,38.1,5640787977,141,34.6,5640787979,212,36.7,5640787973,56,Back,5640787981,213,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071491,109,1,1,10,9,duspptyvnr5kpx2iko5gerhnz,0,33.9,15.2,2025-04-11T15:11:57.400Z,2025-04-11T15:12:01Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5640788143,141,8.9,5640788141,140,54.9,5640788139,56,Right,5640788145,212,22.5,5640788147,213,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071503,114,8,1,10,14,8sy0cxovuxo76tuoas3uo55xj,1,38.7,94.8,2025-04-11T15:12:02.272Z,2025-04-11T15:12:02Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5640788215,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071511,110,5,1,10,15,duspptyvnr5kpx2iko5gerhnz,1,58.7,-2.0,2025-04-11T15:12:02.729Z,2025-04-11T17:16:43Z,6zw6j1zpm7vs8zkx5z6enqpgq,M. Borchers,,,5640788239,56,Right,5640788275,233,115,5640788241,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071509,115,5,1,10,15,8sy0cxovuxo76tuoas3uo55xj,0,41.3,102.0,2025-04-11T15:12:02.729Z,2025-04-11T17:16:43Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5640788279,233,110,5640788235,56,Back,5640788237,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071533,111,1,1,10,15,duspptyvnr5kpx2iko5gerhnz,1,56.0,0.0,2025-04-11T15:12:03.511Z,2025-04-11T15:12:08Z,6zw6j1zpm7vs8zkx5z6enqpgq,M. Borchers,,,5640788389,140,74.8,5640788391,141,10.1,5640788393,212,21.4,5640788397,1,,5640788395,213,0.39,5640788387,56,Right,5640788385,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071547,112,1,1,10,20,duspptyvnr5kpx2iko5gerhnz,1,84.4,31.3,2025-04-11T15:12:08.423Z,2025-04-11T15:12:24Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,1.0,,5640788489,213,2.20,5640788475,56,Center,5640788483,141,35.5,5640788487,212,3.5,5640788831,210,15,5640788479,140,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071549,113,15,1,10,23,duspptyvnr5kpx2iko5gerhnz,1,80.4,36.4,2025-04-11T15:12:10.983Z,2025-04-11T15:12:24Z,6zw6j1zpm7vs8zkx5z6enqpgq,M. Borchers,,,5640788493,22,,5640788855,55,112,5640788867,147,49.6,5640788865,146,98.4,5640788851,76,,5640788859,102,53.9,5640788863,215,,5640788853,29,,5640788861,103,8.9,5640788875,233,116,5640788687,72,5640788495,18,,,5640788497,56,Center,,,,,,,,,,,,,,,,,,,,
2799071551,116,10,1,10,23,8sy0cxovuxo76tuoas3uo55xj,1,2.1,49.6,2025-04-11T15:12:11.083Z,2025-04-11T15:12:25Z,eomg9p2mo39ce40d1elkxerpx,J. Koski,,,5640788881,233,113,5640788519,56,Back,5640788595,174,,5640788597,179,,5640788517,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071719,118,1,1,10,47,8sy0cxovuxo76tuoas3uo55xj,1,4.7,55.1,2025-04-11T15:12:35.088Z,2025-04-11T15:12:40Z,eomg9p2mo39ce40d1elkxerpx,J. Koski,,,5640789343,212,12.2,5640789341,141,38.0,5640789337,56,Back,5640789335,123,,5640789345,213,5.03,5640789339,140,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799071737,119,1,1,10,52,8sy0cxovuxo76tuoas3uo55xj,1,15.5,41.5,2025-04-11T15:12:40.112Z,2025-04-11T15:12:42Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5640789453,140,2.7,5640789459,213,2.67,5640789451,56,Back,5640789457,212,15.1,5640789455,141,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
