id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2813506397,87,1,1,9,8,7efqk7uh63928il0yffxijnv7,0,77.4,2.2,2025-05-11T13:09:52.709Z,2025-05-11T13:09:55Z,7e8irrii6ddjjaex00kq8cand,A. Vidjeskog,,,5720222605,213,0.33,5720222601,141,15.0,5720222597,56,Right,5720222603,212,26.7,5720222599,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813506403,88,5,1,9,10,7efqk7uh63928il0yffxijnv7,0,101.2,15.9,2025-05-11T13:09:54.343Z,2025-05-11T13:44:30Z,7e8irrii6ddjjaex00kq8cand,A. Vidjeskog,,,5720222639,346,,5720222677,233,121,5720222637,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813506395,121,5,1,9,10,303582z192rnbr2x28o2t7u38,1,-1.2,84.1,2025-05-11T13:09:54.343Z,2025-05-11T13:44:30Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5720222653,233,88,5720222591,56,Back,5720222593,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813506871,122,1,1,9,29,303582z192rnbr2x28o2t7u38,1,3.9,47.6,2025-05-11T13:10:13.959Z,2025-05-11T13:10:19Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5720225063,212,15.8,5720225053,124,,5720225061,141,25.3,5720225077,237,,5720225069,213,5.00,5720225057,140,8.2,5720225055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813506965,123,1,1,9,35,303582z192rnbr2x28o2t7u38,1,15.1,16.7,2025-05-11T13:10:19.350Z,2025-05-11T13:10:23Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5720225541,140,67.4,5720225543,141,5.9,5720225545,212,55.4,5720225537,157,,5720225547,213,6.15,5720225539,56,Right,5720225549,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813506969,124,44,1,9,39,303582z192rnbr2x28o2t7u38,1,63.2,5.8,2025-05-11T13:10:23.230Z,2025-05-11T14:12:48Z,eswp4t4r8ktirsnkodz26gyui,B. Michel,,,5720225621,233,89,5720225571,286,,5720225569,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813506959,89,44,1,9,39,7efqk7uh63928il0yffxijnv7,0,36.8,94.2,2025-05-11T13:10:23.231Z,2025-05-11T14:12:48Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5720225517,285,,5720225659,233,124,5720225515,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813506995,125,1,1,9,39,303582z192rnbr2x28o2t7u38,0,66.2,7.3,2025-05-11T13:10:23.927Z,2025-05-11T13:10:25Z,eswp4t4r8ktirsnkodz26gyui,B. Michel,,,5720225715,140,68.8,5720225723,212,13.9,5720225719,141,27.4,5720225725,213,1.37,5720225713,56,Center,5720225711,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813507031,90,1,1,9,41,7efqk7uh63928il0yffxijnv7,1,34.3,68.2,2025-05-11T13:10:25.296Z,2025-05-11T13:10:26Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5720225963,3,,5720225973,213,0.32,5720225971,212,6.4,5720225969,141,71.2,5720225965,56,Back,5720225967,140,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813507059,91,1,1,9,42,7efqk7uh63928il0yffxijnv7,1,40.2,70.8,2025-05-11T13:10:26.847Z,2025-05-11T13:10:28Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5720226151,213,4.32,5720226149,212,10.4,5720226147,141,56.7,5720226145,140,36.4,5720226143,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813507221,93,1,1,9,44,7efqk7uh63928il0yffxijnv7,1,38.5,43.1,2025-05-11T13:10:29.007Z,2025-05-11T13:10:33Z,7e8irrii6ddjjaex00kq8cand,A. Vidjeskog,,,5720226979,140,36.6,5720226985,212,5.6,5720226987,213,4.35,5720226975,56,Back,5720226983,141,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813507281,94,61,1,9,49,7efqk7uh63928il0yffxijnv7,0,49.3,6.4,2025-05-11T13:10:33.551Z,2025-05-11T13:10:39Z,npha09mhy3755go8t6lg3ey2,A. Bjonbäck,,,5720227269,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813507295,95,5,1,9,51,7efqk7uh63928il0yffxijnv7,0,54.9,-1.0,2025-05-11T13:10:35.337Z,2025-05-11T13:44:31Z,npha09mhy3755go8t6lg3ey2,A. Bjonbäck,,,5720227351,347,,5720227349,56,Right,5720227431,233,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813507285,126,5,1,9,51,303582z192rnbr2x28o2t7u38,1,45.1,101.0,2025-05-11T13:10:35.337Z,2025-05-11T13:44:30Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5720227375,233,95,5720227307,56,Back,5720227309,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813507515,127,1,1,9,58,303582z192rnbr2x28o2t7u38,1,43.6,100.0,2025-05-11T13:10:42.263Z,2025-05-11T13:10:45Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5720228451,212,16.8,5720228441,56,Back,5720228437,107,,5720228447,141,82.6,5720228445,140,32.8,5720228455,213,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813507553,128,1,1,10,1,303582z192rnbr2x28o2t7u38,1,34.1,81.1,2025-05-11T13:10:45.207Z,2025-05-11T13:10:46Z,4aoegh7yokqb5ix45ruvqjalm,J. Kallinen,,,5720228615,56,Back,5720228617,140,37.3,5720228621,212,8.1,5720228619,141,70.2,5720228623,213,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813507583,129,1,1,10,2,303582z192rnbr2x28o2t7u38,1,37.3,70.2,2025-05-11T13:10:46.343Z,2025-05-11T13:10:48Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5720228789,212,16.5,5720228783,141,80.2,5720228819,156,,5720228791,213,2.72,5720228777,56,Back,5720228779,140,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813507619,130,1,1,10,4,303582z192rnbr2x28o2t7u38,1,23.0,80.2,2025-05-11T13:10:48.295Z,2025-05-11T13:10:49Z,4aoegh7yokqb5ix45ruvqjalm,J. Kallinen,,,5720228977,140,19.5,5720228987,212,6.8,5720228993,213,4.15,5720228973,56,Back,5720228981,141,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813507691,131,1,1,10,5,303582z192rnbr2x28o2t7u38,1,19.5,71.7,2025-05-11T13:10:49.432Z,2025-05-11T13:10:52Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5720229383,213,1.06,5720229379,141,92.9,5720229375,56,Back,5720229377,140,27.2,5720229381,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813507735,132,1,1,10,8,303582z192rnbr2x28o2t7u38,0,28.0,85.0,2025-05-11T13:10:52.232Z,2025-05-11T13:10:54Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5720229607,141,52.1,5720229611,213,5.43,5720229605,140,46.7,5720229609,212,29.8,5720229603,56,Back,5720229601,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813507761,96,1,1,10,10,7efqk7uh63928il0yffxijnv7,0,44.4,41.0,2025-05-11T13:10:54.871Z,2025-05-11T13:10:58Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5720229747,141,35.5,5720229745,140,66.2,5720229749,212,23.2,5720229743,56,Center,5720229751,213,6.12,5720229741,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813507783,133,1,1,10,13,303582z192rnbr2x28o2t7u38,0,34.4,66.0,2025-05-11T13:10:57.319Z,2025-05-11T13:10:57Z,4aoegh7yokqb5ix45ruvqjalm,J. Kallinen,,,5720229893,3,,5720229901,212,12.0,5720229903,213,5.06,5720229895,56,Back,5720229897,140,38.3,5720229899,141,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813507905,98,1,1,10,15,7efqk7uh63928il0yffxijnv7,0,59.5,41.9,2025-05-11T13:10:59.872Z,2025-05-11T13:11:08Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5720230607,140,100.0,5720230611,212,45.7,5720230605,56,Center,5720230609,141,22.3,5720230603,155,,5720230613,213,5.99,5720230615,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813507921,99,5,1,10,19,7efqk7uh63928il0yffxijnv7,0,100.6,23.8,2025-05-11T13:11:03.607Z,2025-05-11T13:44:31Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5720230761,233,134,5720230691,346,,5720230689,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813507917,134,5,1,10,19,303582z192rnbr2x28o2t7u38,1,-0.6,76.2,2025-05-11T13:11:03.607Z,2025-05-11T13:44:31Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5720230719,233,99,5720230683,346,,5720230681,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813508397,135,1,1,10,38,303582z192rnbr2x28o2t7u38,1,4.3,54.6,2025-05-11T13:11:22.312Z,2025-05-11T13:11:30Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5720233427,237,,5720233423,213,5.15,5720233413,124,,5720233417,140,12.4,5720233415,56,Back,5720233419,141,28.2,5720233421,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813508429,136,1,1,10,46,303582z192rnbr2x28o2t7u38,0,31.6,20.3,2025-05-11T13:11:30.424Z,2025-05-11T13:11:32Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5720233573,1,,5720233561,155,,5720233569,212,43.4,5720233571,213,0.37,5720233565,140,70.1,5720233567,141,43.4,5720233563,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813508461,100,44,1,10,47,7efqk7uh63928il0yffxijnv7,1,31.0,60.6,2025-05-11T13:11:31.846Z,2025-05-11T14:12:49Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5720233725,285,,5720233723,56,Back,5720233777,233,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813508435,137,44,1,10,47,303582z192rnbr2x28o2t7u38,0,69.0,39.4,2025-05-11T13:11:31.847Z,2025-05-11T14:12:49Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5720233613,286,,5720233611,56,Center,5720233807,233,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813508489,101,12,1,10,48,7efqk7uh63928il0yffxijnv7,1,32.7,67.5,2025-05-11T13:11:32.663Z,2025-05-11T13:11:42Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5720233889,212,19.7,5720233885,140,29.8,5720233887,141,38.9,5720234695,15,,5720233883,56,Back,5720233891,213,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813508767,138,1,1,10,58,303582z192rnbr2x28o2t7u38,1,78.3,82.9,2025-05-11T13:11:42.999Z,2025-05-11T13:19:53Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,1.0,,5720235413,141,33.6,5720235419,1,,5720235417,213,5.13,5720235415,212,36.7,5720235405,2,,5720235411,140,92.6,5720235407,155,,5720237777,210,15,5720235409,56,Center,5720237781,154,,,,,,,,,,,,,,,,,,,,,,,,,,
2813508811,140,15,1,11,1,303582z192rnbr2x28o2t7u38,1,95.4,41.3,2025-05-11T13:11:46.023Z,2025-05-11T13:20:30Z,eswp4t4r8ktirsnkodz26gyui,B. Michel,,,5720237841,154,,5720241773,233,103,5720237851,214,,5720237857,146,97.3,5720294631,60,,5720237837,78,,5720237847,102,49.6,5720235647,56,Center,5720294633,108,,5720237027,20,5720235643,22,5720237859,147,43.3,5720237843,55,138,5720237849,103,3.8,5720237839,29,,,,,,,,,,,,,
2813508869,103,10,1,11,2,7efqk7uh63928il0yffxijnv7,1,2.7,55.6,2025-05-11T13:11:46.123Z,2025-05-11T13:20:36Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5720241901,233,140,5720235933,173,,5720241867,21,,5720241663,389,,5720235939,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813508801,139,43,1,11,3,303582z192rnbr2x28o2t7u38,1,0.0,0.0,2025-05-11T13:11:47.640Z,2025-05-11T13:20:08Z,eswp4t4r8ktirsnkodz26gyui,B. Michel,,,5720292155,144,44,5720235679,233,102,5720235609,286,0,5720235607,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813508793,102,43,1,11,3,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-05-11T13:11:47.641Z,2025-05-11T13:20:10Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5720235581,56,Back,5720235583,285,0,5720292371,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813508925,104,1,1,11,7,7efqk7uh63928il0yffxijnv7,1,26.6,50.1,2025-05-11T13:11:51.697Z,2025-05-11T13:11:53Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5720236233,56,Back,5720236243,1,,5720236239,212,17.0,5720236235,140,35.6,5720236237,141,29.4,5720236241,213,5.30,5720236231,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813508937,105,3,1,11,7,7efqk7uh63928il0yffxijnv7,1,33.9,26.0,2025-05-11T13:11:51.959Z,2025-05-11T13:44:54Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5720236355,233,141,5720236301,286,,5720236297,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813508919,141,45,1,11,7,303582z192rnbr2x28o2t7u38,0,66.1,74.0,2025-05-11T13:11:51.959Z,2025-05-11T13:44:55Z,4aoegh7yokqb5ix45ruvqjalm,J. Kallinen,,,5720236213,56,Center,5720236369,233,105,5720236215,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813508943,106,61,1,11,9,7efqk7uh63928il0yffxijnv7,0,38.8,34.2,2025-05-11T13:11:53.936Z,2025-05-11T13:11:54Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5720236331,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813508969,142,1,1,11,10,303582z192rnbr2x28o2t7u38,0,53.9,60.5,2025-05-11T13:11:54.873Z,2025-05-11T13:12:41Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5720236481,155,,5720236491,213,5.59,5720236483,56,Center,5720236485,140,64.9,5720236487,141,46.3,5720236489,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813509191,108,1,1,11,15,7efqk7uh63928il0yffxijnv7,1,38.2,61.8,2025-05-11T13:11:59.903Z,2025-05-11T13:12:05Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5720237619,213,0.46,5720237617,212,10.7,5720237615,141,68.8,5720237613,140,47.3,5720237609,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813509257,109,1,1,11,20,7efqk7uh63928il0yffxijnv7,1,61.9,73.9,2025-05-11T13:12:04.991Z,2025-05-11T13:12:08Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5720238001,212,12.7,5720237999,141,57.8,5720237995,56,Center,5720237997,140,55.8,5720238003,213,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813509317,110,1,1,11,23,7efqk7uh63928il0yffxijnv7,1,61.0,59.9,2025-05-11T13:12:07.999Z,2025-05-11T13:12:10Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5720238273,56,Center,5720238281,213,2.02,5720238277,141,71.2,5720238275,140,57.5,5720238279,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813509367,111,1,1,11,26,7efqk7uh63928il0yffxijnv7,1,54.2,68.4,2025-05-11T13:12:10.656Z,2025-05-11T13:12:13Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5720238585,56,Back,5720238591,212,9.1,5720238587,140,46.7,5720238593,213,3.67,5720238589,141,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813509435,112,1,1,11,29,7efqk7uh63928il0yffxijnv7,1,46.7,61.7,2025-05-11T13:12:13.183Z,2025-05-11T13:12:15Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5720238939,212,17.9,5720238937,141,35.7,5720238935,140,43.8,5720238933,56,Back,5720238941,213,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813509493,113,1,1,11,31,7efqk7uh63928il0yffxijnv7,1,51.3,33.6,2025-05-11T13:12:15.663Z,2025-05-11T13:12:18Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5720239203,141,47.6,5720239199,140,54.2,5720239211,213,1.26,5720239207,212,10.0,5720239197,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813509553,114,1,1,11,34,7efqk7uh63928il0yffxijnv7,1,55.1,49.3,2025-05-11T13:12:18.400Z,2025-05-11T13:12:22Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5720239535,212,38.7,5720239539,213,0.98,5720239525,155,,5720239527,56,Left,5720239543,1,,5720239529,140,75.6,5720239531,141,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813509637,115,1,1,11,37,7efqk7uh63928il0yffxijnv7,0,75.6,96.6,2025-05-11T13:12:21.871Z,2025-05-11T13:12:25Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5720239989,140,100.0,5720239987,56,Center,5720239993,212,29.8,5720239991,141,75.1,5720239995,213,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813509965,116,5,1,11,40,7efqk7uh63928il0yffxijnv7,0,100.4,75.3,2025-05-11T13:12:24.759Z,2025-05-11T13:44:32Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5720241757,233,143,5720241631,56,Center,5720241633,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813509627,143,5,1,11,40,303582z192rnbr2x28o2t7u38,1,-0.4,24.7,2025-05-11T13:12:24.759Z,2025-05-11T13:44:32Z,eswp4t4r8ktirsnkodz26gyui,B. Michel,,,5720239929,56,Back,5720239931,346,,5720241697,233,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813510025,144,1,1,11,58,303582z192rnbr2x28o2t7u38,1,3.1,51.0,2025-05-11T13:12:42.904Z,2025-05-11T13:12:45Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5720241989,213,5.04,5720241985,141,31.3,5720241993,237,,5720241987,212,14.2,5720241983,140,7.5,5720241979,124,,5720241981,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813510071,145,1,1,12,1,303582z192rnbr2x28o2t7u38,1,10.3,31.2,2025-05-11T13:12:45.671Z,2025-05-11T13:12:47Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5720242235,212,24.2,5720242237,213,5.49,5720242233,141,5.8,5720242229,56,Back,5720242231,140,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813510091,146,1,1,12,3,303582z192rnbr2x28o2t7u38,1,26.4,5.8,2025-05-11T13:12:47.367Z,2025-05-11T13:12:48Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5720242373,140,41.0,5720242377,212,16.0,5720242375,141,12.6,5720242379,213,0.29,5720242369,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813510101,147,1,1,12,4,303582z192rnbr2x28o2t7u38,1,41.0,12.6,2025-05-11T13:12:48.792Z,2025-05-11T13:12:49Z,eswp4t4r8ktirsnkodz26gyui,B. Michel,,,5720242443,213,2.80,5720242439,141,18.5,5720242437,140,30.1,5720242435,56,Back,5720242495,156,,5720242441,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813510177,148,1,1,12,8,303582z192rnbr2x28o2t7u38,0,40.7,28.2,2025-05-11T13:12:52.823Z,2025-05-11T13:12:54Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5720242863,141,30.6,5720242867,213,0.57,5720243073,286,,5720242865,212,3.0,5720242861,140,43.1,5720243069,233,117,5720243067,236,,5720242859,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813510203,117,74,1,12,8,7efqk7uh63928il0yffxijnv7,1,53.2,65.4,2025-05-11T13:12:52.824Z,2025-05-11T13:44:48Z,7e8irrii6ddjjaex00kq8cand,A. Vidjeskog,,,5720243023,285,,5720243021,56,Center,5720243079,233,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813510249,149,83,1,12,12,303582z192rnbr2x28o2t7u38,0,47.8,17.3,2025-05-11T13:12:56.983Z,2025-05-11T13:13:00Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5720243597,399,3cmp95fpjtqoc5njb5p7c9g8a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813510371,119,3,1,12,16,7efqk7uh63928il0yffxijnv7,0,61.1,96.3,2025-05-11T13:13:00.880Z,2025-05-11T13:13:02Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5720243855,211,,5720243847,286,,5720243845,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813510447,150,1,1,12,20,303582z192rnbr2x28o2t7u38,1,18.4,17.3,2025-05-11T13:13:04.072Z,2025-05-11T13:13:07Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5720244263,56,Back,5720244267,141,5.0,5720244265,140,22.0,5720244271,213,5.14,5720244269,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813510477,152,4,1,12,24,303582z192rnbr2x28o2t7u38,1,22.6,4.6,2025-05-11T13:13:08.920Z,2025-05-11T13:44:46Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5720244617,295,,5720244615,13,,5720244619,56,Back,5720244621,152,,5720244707,233,120,5720244623,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813510483,120,4,1,12,24,7efqk7uh63928il0yffxijnv7,0,77.4,95.4,2025-05-11T13:13:08.921Z,2025-05-11T13:44:46Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5720244651,13,,5720244653,295,,5720244659,286,,5720244735,233,152,5720244655,56,Left,5720244657,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813510819,153,1,1,12,41,303582z192rnbr2x28o2t7u38,0,21.3,4.6,2025-05-11T13:13:25.144Z,2025-05-11T13:13:26Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5720246219,5,,5720246221,157,,5720246231,212,41.0,5720246235,1,,5720246223,152,,5720246225,56,Center,5720246227,140,55.5,5720246229,141,33.7,5720246233,213,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813510839,121,1,1,12,43,7efqk7uh63928il0yffxijnv7,0,45.5,68.8,2025-05-11T13:13:27.104Z,2025-05-11T13:13:27Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5720246379,56,Center,5720246385,212,13.0,5720246377,3,,5720246387,213,0.19,5720246383,141,72.4,5720246381,140,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813511051,154,1,1,12,45,303582z192rnbr2x28o2t7u38,1,42.9,35.4,2025-05-11T13:13:29.512Z,2025-05-11T13:13:37Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5720247501,213,2.20,5720247493,56,Back,5720247495,140,33.0,5720247497,141,56.4,5720247499,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813511195,155,2,1,12,52,303582z192rnbr2x28o2t7u38,1,46.8,39.8,2025-05-11T13:13:36.920Z,2025-05-11T13:13:42Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5720248229,140,72.4,5720248233,141,26.4,5720248289,7,8jb026oewf17pg61vdstcgj4l,5720248291,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813511385,123,43,1,13,5,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-05-11T13:13:49.522Z,2025-05-11T13:13:58Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5720249077,347,0,5720249075,56,Back,5720250091,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813511841,124,1,1,13,25,7efqk7uh63928il0yffxijnv7,0,28.0,86.6,2025-05-11T13:14:09.953Z,2025-05-11T13:14:10Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5720251519,157,,5720251521,241,,5720251517,5,,5720251531,213,5.68,5720251523,56,Center,5720251529,212,53.8,5720251533,1,,5720251525,140,70.1,5720251527,141,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
