id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2815723917,174,1,1,14,38,2rdnn9p03qrmmv34tyx1nahpa,1,36.4,36.7,2025-05-17T14:15:51.298Z,2025-05-17T14:15:52Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5732579457,56,Back,5732579461,141,16.7,5732579459,140,46.9,5732579463,212,17.5,5732579465,213,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815723947,175,1,1,14,39,2rdnn9p03qrmmv34tyx1nahpa,1,46.9,16.7,2025-05-17T14:15:52.258Z,2025-05-17T14:15:54Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5732579629,141,33.1,5732579633,212,14.3,5732579627,140,38.3,5732579625,56,Back,5732579637,213,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815724009,176,1,1,14,41,2rdnn9p03qrmmv34tyx1nahpa,1,38.3,33.1,2025-05-17T14:15:54.482Z,2025-05-17T14:15:58Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5732579893,141,57.3,5732579889,56,Back,5732579891,140,35.2,5732579895,212,16.8,5732579897,213,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815724033,177,1,1,14,45,2rdnn9p03qrmmv34tyx1nahpa,1,38.3,52.5,2025-05-17T14:15:58.340Z,2025-05-17T14:16:01Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5732580023,141,66.3,5732580025,212,28.8,5732580027,213,0.33,5732580019,56,Center,5732580021,140,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815724119,178,1,1,14,47,2rdnn9p03qrmmv34tyx1nahpa,0,64.2,66.3,2025-05-17T14:16:00.930Z,2025-05-17T14:16:03Z,6yreepfqr0qh9o2mlglzkri6t,R. Riski,,,5732580377,56,Center,5732580381,141,65.2,5732580385,213,6.25,5732580383,212,26.1,5732580379,140,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815724291,108,1,1,15,1,8eab5wbcnttsiosd1o8c71gmk,1,4.9,50.9,2025-05-17T14:16:14.458Z,2025-05-17T14:16:15Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5732581227,123,,5732581231,140,6.1,5732581229,56,Back,5732581233,141,66.3,5732581237,213,1.45,5732581235,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815724341,109,1,1,15,2,8eab5wbcnttsiosd1o8c71gmk,1,6.1,66.3,2025-05-17T14:16:15.753Z,2025-05-17T14:16:18Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5732581455,141,55.1,5732581457,212,8.2,5732581453,140,3.2,5732581451,56,Back,5732581459,213,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815724373,110,1,1,15,5,8eab5wbcnttsiosd1o8c71gmk,1,2.6,59.1,2025-05-17T14:16:18.297Z,2025-05-17T14:16:21Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5732581617,212,20.5,5732581615,141,89.1,5732581613,140,4.4,5732581611,56,Back,5732581619,213,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815724431,111,1,1,15,8,8eab5wbcnttsiosd1o8c71gmk,1,7.1,90.6,2025-05-17T14:16:21.498Z,2025-05-17T14:16:26Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5732581871,141,78.4,5732581877,213,5.95,5732581875,212,25.0,5732581865,56,Back,5732581867,140,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815724455,112,1,1,15,12,8eab5wbcnttsiosd1o8c71gmk,1,30.9,67.3,2025-05-17T14:16:26.056Z,2025-05-17T14:16:27Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5732581975,213,4.52,5732581973,212,8.2,5732581967,56,Back,5732581969,140,29.4,5732581971,141,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815724479,113,1,1,15,14,8eab5wbcnttsiosd1o8c71gmk,1,29.4,55.4,2025-05-17T14:16:27.321Z,2025-05-17T14:16:29Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5732582135,212,5.9,5732582137,213,1.28,5732582131,141,63.7,5732582127,140,31.0,5732582125,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815724493,114,1,1,15,15,8eab5wbcnttsiosd1o8c71gmk,1,28.8,64.0,2025-05-17T14:16:28.873Z,2025-05-17T14:16:30Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5732582205,140,21.9,5732582207,141,43.6,5732582201,56,Back,5732582209,212,15.7,5732582211,213,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815724535,115,1,1,15,17,8eab5wbcnttsiosd1o8c71gmk,1,23.7,37.6,2025-05-17T14:16:30.122Z,2025-05-17T14:16:33Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5732582413,212,15.7,5732582407,56,Back,5732582415,213,5.07,5732582409,140,28.9,5732582411,141,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815724627,116,1,1,15,20,8eab5wbcnttsiosd1o8c71gmk,1,28.1,17.0,2025-05-17T14:16:33.273Z,2025-05-17T14:16:38Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5732582813,140,30.0,5732582817,212,10.1,5732582815,141,31.5,5732582819,213,1.37,5732582809,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815724697,117,1,1,15,24,8eab5wbcnttsiosd1o8c71gmk,1,47.0,33.3,2025-05-17T14:16:37.978Z,2025-05-17T14:16:44Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5732583163,213,5.83,5732583159,141,20.9,5732583161,212,19.2,5732583157,140,63.4,5732583155,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815724747,118,1,1,15,30,8eab5wbcnttsiosd1o8c71gmk,1,72.3,29.1,2025-05-17T14:16:44.042Z,2025-05-17T14:16:47Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5732583355,140,88.5,5732583353,56,Center,5732583365,213,0.19,5732583363,212,17.3,5732583359,141,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815724827,119,1,1,15,34,8eab5wbcnttsiosd1o8c71gmk,0,96.2,25.2,2025-05-17T14:16:47.626Z,2025-05-17T14:16:51Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5732583737,213,1.42,5732583735,212,38.0,5732583733,141,80.5,5732583729,56,Left,5732583727,155,,5732583725,2,,5732583731,140,100.0,5732583739,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815724831,120,5,1,15,38,8eab5wbcnttsiosd1o8c71gmk,0,101.2,76.2,2025-05-17T14:16:51.517Z,2025-05-17T14:16:56Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5732583755,56,Center,5732583757,346,,5732583817,233,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815724841,179,5,1,15,38,2rdnn9p03qrmmv34tyx1nahpa,1,-1.2,23.8,2025-05-17T14:16:51.517Z,2025-05-17T14:55:00Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5732583795,346,,5732583793,56,Back,5732583809,233,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815725337,180,1,1,16,4,2rdnn9p03qrmmv34tyx1nahpa,1,5.1,62.1,2025-05-17T14:17:17.283Z,2025-05-17T14:17:20Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5732585847,141,43.6,5732585845,140,4.7,5732585841,124,,5732585855,237,,5732585851,213,4.68,5732585843,56,Back,5732585849,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815725387,181,1,1,16,7,2rdnn9p03qrmmv34tyx1nahpa,0,10.9,29.8,2025-05-17T14:17:20.324Z,2025-05-17T14:17:23Z,5h0xmzqj69qpakvv8b3gfin6d,O. Virtanen,,,5732586051,213,6.12,5732586041,157,,5732586047,141,16.5,5732586045,140,64.6,5732586049,212,57.1,5732586043,56,Right,5732586053,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815725423,121,1,1,16,11,8eab5wbcnttsiosd1o8c71gmk,0,46.4,88.6,2025-05-17T14:17:24.186Z,2025-05-17T14:17:26Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5732586201,3,,5732586211,213,0.01,5732586209,212,20.7,5732586207,141,89.0,5732586205,140,66.1,5732586203,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815725469,182,1,1,16,13,2rdnn9p03qrmmv34tyx1nahpa,1,31.1,16.4,2025-05-17T14:17:26.163Z,2025-05-17T14:17:29Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5732586429,1,,5732586419,140,36.9,5732586413,157,,5732586423,141,26.8,5732586415,56,Back,5732586427,213,0.86,5732586425,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815725485,183,43,1,16,16,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-05-17T14:17:29.380Z,2025-05-17T14:17:39Z,87xd8a3n7mtk57za6pcc5l5n9,L. Ala-Myllymäki,,,5732587111,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815725517,184,50,1,16,16,2rdnn9p03qrmmv34tyx1nahpa,1,37.8,24.6,2025-05-17T14:17:29.528Z,2025-05-17T14:17:35Z,87xd8a3n7mtk57za6pcc5l5n9,L. Ala-Myllymäki,,,5732586673,233,122,5732586615,56,Back,5732586617,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815725531,122,7,1,16,16,8eab5wbcnttsiosd1o8c71gmk,0,62.2,75.4,2025-05-17T14:17:29.529Z,2025-05-17T14:17:36Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5732586649,233,184,5732586629,285,,5732586627,56,Center,5732586625,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815725565,185,61,1,16,17,2rdnn9p03qrmmv34tyx1nahpa,1,36.9,29.2,2025-05-17T14:17:30.436Z,2025-05-17T14:17:40Z,87xd8a3n7mtk57za6pcc5l5n9,L. Ala-Myllymäki,,,5732586775,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815725579,123,5,1,16,18,8eab5wbcnttsiosd1o8c71gmk,1,63.0,101.6,2025-05-17T14:17:31.386Z,2025-05-17T14:17:38Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5732586841,347,,5732586839,56,Left,5732587025,233,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815725589,186,5,1,16,18,2rdnn9p03qrmmv34tyx1nahpa,0,37.0,-1.6,2025-05-17T14:17:31.386Z,2025-05-17T14:55:00Z,87xd8a3n7mtk57za6pcc5l5n9,L. Ala-Myllymäki,,,5732586895,56,Back,5732586897,347,,5732587053,233,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815725763,124,1,1,16,30,8eab5wbcnttsiosd1o8c71gmk,1,63.0,100.0,2025-05-17T14:17:43.993Z,2025-05-17T14:17:46Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5732587651,213,4.00,5732587641,140,55.5,5732587645,212,12.1,5732587637,107,,5732587639,56,Left,5732587643,141,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815725837,125,1,1,16,33,8eab5wbcnttsiosd1o8c71gmk,1,46.2,89.7,2025-05-17T14:17:46.377Z,2025-05-17T14:17:52Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5732588031,56,Back,5732588039,213,2.82,5732588037,212,9.0,5732588035,141,93.8,5732588033,140,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815725885,126,1,1,16,39,8eab5wbcnttsiosd1o8c71gmk,1,28.1,76.6,2025-05-17T14:17:52.297Z,2025-05-17T14:17:57Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5732588305,141,63.4,5732588307,212,13.1,5732588303,140,19.0,5732588301,56,Back,5732588309,213,3.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815725919,127,1,1,16,44,8eab5wbcnttsiosd1o8c71gmk,1,22.9,66.0,2025-05-17T14:17:57.722Z,2025-05-17T14:18:02Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5732588463,140,31.0,5732588459,155,,5732588469,213,1.16,5732588467,212,21.1,5732588465,141,94.4,5732588461,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815725957,128,1,1,16,49,8eab5wbcnttsiosd1o8c71gmk,1,38.7,91.7,2025-05-17T14:18:02.233Z,2025-05-17T14:18:04Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5732588633,213,6.05,5732588629,141,89.1,5732588627,140,45.7,5732588631,212,7.6,5732588625,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815725961,129,50,1,16,51,8eab5wbcnttsiosd1o8c71gmk,1,50.8,82.2,2025-05-17T14:18:04.082Z,2025-05-17T16:05:41Z,5fvzbq3mstt7eatkjpodbvpm2,J. Botué,,,5732588643,286,,5732588671,233,187,5732588641,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815725949,187,7,1,16,51,2rdnn9p03qrmmv34tyx1nahpa,0,49.2,17.8,2025-05-17T14:18:04.083Z,2025-05-17T16:05:41Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5732588663,233,129,5732588601,56,Back,5732588603,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815725979,130,3,1,16,53,8eab5wbcnttsiosd1o8c71gmk,0,56.8,74.8,2025-05-17T14:18:06.090Z,2025-05-17T16:05:42Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5732588737,56,Center,5732588883,233,188,5732588739,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815726009,188,7,1,16,53,2rdnn9p03qrmmv34tyx1nahpa,1,43.2,25.2,2025-05-17T14:18:06.091Z,2025-05-17T16:05:41Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5732588875,233,130,5732588865,56,Back,5732588867,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815726025,190,1,1,16,55,2rdnn9p03qrmmv34tyx1nahpa,1,49.9,43.0,2025-05-17T14:18:08.515Z,2025-05-17T14:18:10Z,87xd8a3n7mtk57za6pcc5l5n9,L. Ala-Myllymäki,,,5732588939,140,55.6,5732588943,212,9.6,5732588945,213,5.38,5732588941,141,31.9,5732588937,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815726035,191,1,1,16,57,2rdnn9p03qrmmv34tyx1nahpa,0,53.1,32.7,2025-05-17T14:18:10.505Z,2025-05-17T14:23:32Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5732589001,155,,5732605903,1,,5732589019,213,0.97,5732589011,141,78.3,5732589007,140,73.2,5732589015,212,37.5,5732589003,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815726117,132,1,1,17,0,8eab5wbcnttsiosd1o8c71gmk,1,27.2,28.2,2025-05-17T14:18:13.561Z,2025-05-17T14:18:18Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5732589385,3,,5732589387,56,Back,5732589391,141,28.9,5732589393,212,11.1,5732589395,213,0.04,5732589389,140,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815729945,206,3,1,17,3,8eab5wbcnttsiosd1o8c71gmk,1,34.6,20.2,2025-05-17T14:18:16.204Z,2025-05-17T16:05:57Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5732610337,233,228,5732610059,286,,5732610055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815729959,228,45,1,17,3,2rdnn9p03qrmmv34tyx1nahpa,0,65.4,79.8,2025-05-17T14:18:16.204Z,2025-05-17T16:05:57Z,87xd8a3n7mtk57za6pcc5l5n9,L. Ala-Myllymäki,,,5732610319,285,,5732610317,56,Left,5732610373,233,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815726103,193,83,1,17,4,2rdnn9p03qrmmv34tyx1nahpa,0,70.6,62.0,2025-05-17T14:18:17.347Z,2025-05-17T14:18:19Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5732589449,399,bwn0e8pjrikjcpold20o2os2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815726151,134,1,1,17,6,8eab5wbcnttsiosd1o8c71gmk,1,36.1,58.5,2025-05-17T14:18:19.130Z,2025-05-17T14:18:20Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5732589523,213,2.43,5732589515,56,Back,5732589517,140,25.5,5732589519,141,72.7,5732589521,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815726213,135,1,1,17,7,8eab5wbcnttsiosd1o8c71gmk,1,25.5,72.7,2025-05-17T14:18:20.489Z,2025-05-17T14:18:24Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5732589835,56,Back,5732589841,141,58.8,5732589845,213,5.37,5732589843,212,11.9,5732589839,140,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815726243,136,1,1,17,10,8eab5wbcnttsiosd1o8c71gmk,1,34.2,77.9,2025-05-17T14:18:24.041Z,2025-05-17T14:18:25Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5732589971,213,1.36,5732589963,56,Back,5732589969,212,12.3,5732589967,141,95.6,5732589965,140,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815726301,137,1,1,17,12,8eab5wbcnttsiosd1o8c71gmk,1,35.9,96.2,2025-05-17T14:18:25.705Z,2025-05-17T14:18:31Z,524qf48twiwfk14oxmwsxj2tw,D. Legbo,,,5732590219,213,3.54,5732590211,56,Back,5732590213,140,22.8,5732590217,212,14.9,5732590215,141,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815726309,138,1,1,17,17,8eab5wbcnttsiosd1o8c71gmk,1,22.8,87.8,2025-05-17T14:18:31.002Z,2025-05-17T14:18:32Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5732590263,213,4.17,5732590259,141,72.3,5732590255,56,Back,5732590261,212,12.3,5732590257,140,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815726327,139,1,1,17,18,8eab5wbcnttsiosd1o8c71gmk,1,16.8,72.3,2025-05-17T14:18:31.897Z,2025-05-17T14:18:33Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5732590369,213,5.72,5732590363,140,23.9,5732590361,56,Back,5732590365,141,65.4,5732590367,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815726337,140,1,1,17,20,8eab5wbcnttsiosd1o8c71gmk,1,23.9,65.4,2025-05-17T14:18:33.098Z,2025-05-17T14:18:40Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5732590397,56,Back,5732590405,213,3.69,5732590403,212,20.9,5732590401,141,49.3,5732590421,156,,5732590399,140,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815726499,141,1,1,17,27,8eab5wbcnttsiosd1o8c71gmk,1,13.9,53.9,2025-05-17T14:18:40.586Z,2025-05-17T14:18:47Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5732591215,140,27.1,5732591217,141,97.4,5732591213,56,Back,5732591223,1,,5732591221,213,1.13,5732591211,155,,5732591219,212,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815726573,142,1,1,17,34,8eab5wbcnttsiosd1o8c71gmk,1,31.9,89.3,2025-05-17T14:18:47.098Z,2025-05-17T14:18:52Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5732591467,140,25.7,5732591465,56,Back,5732591473,213,4.18,5732591471,212,12.9,5732591469,141,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815726585,143,1,1,17,38,8eab5wbcnttsiosd1o8c71gmk,1,29.9,61.5,2025-05-17T14:18:51.882Z,2025-05-17T14:18:53Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5732591495,140,26.2,5732591497,141,40.6,5732591501,213,4.45,5732591499,212,14.7,5732591493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815726655,144,1,1,17,40,8eab5wbcnttsiosd1o8c71gmk,1,27.9,34.2,2025-05-17T14:18:53.401Z,2025-05-17T14:19:00Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5732591851,140,37.6,5732591859,213,5.76,5732591855,141,25.6,5732591857,212,11.7,5732591849,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815726679,145,1,1,17,47,8eab5wbcnttsiosd1o8c71gmk,1,44.9,25.9,2025-05-17T14:19:00.362Z,2025-05-17T14:19:02Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5732591983,56,Right,5732591991,213,5.27,5732591985,140,53.0,5732591987,141,5.8,5732591989,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815726699,146,1,1,17,49,8eab5wbcnttsiosd1o8c71gmk,1,53.0,5.8,2025-05-17T14:19:02.410Z,2025-05-17T14:19:03Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5732592063,141,14.0,5732592065,212,14.6,5732592067,213,2.75,5732592061,140,40.2,5732592057,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815726721,147,1,1,17,50,8eab5wbcnttsiosd1o8c71gmk,1,38.7,16.2,2025-05-17T14:19:03.834Z,2025-05-17T14:19:06Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5732592181,212,13.2,5732592175,56,Back,5732592177,140,32.4,5732592179,141,33.0,5732592183,213,2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815726765,148,1,1,17,53,8eab5wbcnttsiosd1o8c71gmk,1,32.4,33.0,2025-05-17T14:19:06.089Z,2025-05-17T14:19:09Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5732592419,140,36.2,5732592421,141,15.3,5732592423,212,12.7,5732592417,56,Back,5732592425,213,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815726781,149,1,1,17,55,8eab5wbcnttsiosd1o8c71gmk,1,39.4,21.5,2025-05-17T14:19:09.049Z,2025-05-17T14:26:12Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5732592517,140,40.8,5732592515,56,Back,5732592523,213,1.38,5732592521,212,7.8,5732592519,141,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815726789,150,1,1,17,57,8eab5wbcnttsiosd1o8c71gmk,1,40.8,32.7,2025-05-17T14:19:10.762Z,2025-05-17T14:26:11Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5732612039,156,,5732592561,140,37.2,5732592559,56,Back,5732592563,141,20.6,5732592567,213,4.28,5732592565,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815726797,151,1,1,17,58,8eab5wbcnttsiosd1o8c71gmk,1,37.2,20.6,2025-05-17T14:19:11.770Z,2025-05-17T14:19:13Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5732592607,56,Back,5732592613,212,9.0,5732592615,213,0.86,5732592609,140,42.8,5732592611,141,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815726835,152,1,1,17,59,8eab5wbcnttsiosd1o8c71gmk,1,43.8,30.4,2025-05-17T14:19:12.905Z,2025-05-17T14:19:14Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5732592791,56,Back,5732592795,141,33.6,5732592799,212,3.1,5732592793,140,45.9,5732592803,213,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815726857,153,1,1,18,1,8eab5wbcnttsiosd1o8c71gmk,1,38.6,37.7,2025-05-17T14:19:14.762Z,2025-05-17T14:19:16Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5732592901,140,33.2,5732592909,213,1.91,5732592907,212,17.3,5732592905,141,61.7,5732592899,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815726921,154,1,1,18,3,8eab5wbcnttsiosd1o8c71gmk,1,35.1,66.3,2025-05-17T14:19:16.411Z,2025-05-17T14:19:21Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5732593229,141,99.6,5732593219,56,Left,5732593233,212,38.9,5732593237,1,,5732593235,213,0.62,5732593223,140,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
