id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value
2815718999,72,1,1,10,54,8sy0cxovuxo76tuoas3uo55xj,1,78.7,66.4,2025-05-17T14:11:13.534Z,2025-05-17T14:11:15Z,1ds8j4s1h4fydkkhl9qe9l5yi,C. Edlund,,,5732556997,56,Center,5732556999,140,78.1,5732557001,141,58.2,5732557005,213,4.60,5732557003,212,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815719009,73,3,1,10,56,8sy0cxovuxo76tuoas3uo55xj,0,78.2,55.7,2025-05-17T14:11:15.534Z,2025-05-17T14:52:41Z,1nww1pe0ouxnuwt8q9zy4xrmc,A. Seck,,,5732557205,233,121,5732557039,56,Center,5732557041,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815719049,121,7,1,10,56,303582z192rnbr2x28o2t7u38,0,21.8,44.3,2025-05-17T14:11:15.535Z,2025-05-17T14:52:40Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5732557175,56,Back,5732557201,233,73,5732557179,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815719069,122,1,1,10,58,303582z192rnbr2x28o2t7u38,0,24.5,44.0,2025-05-17T14:11:18.052Z,2025-05-17T14:11:19Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5732557283,140,28.5,5732557285,141,42.5,5732557281,56,Back,5732557287,212,4.3,5732557289,213,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815719055,74,1,1,10,59,8sy0cxovuxo76tuoas3uo55xj,0,74.8,57.9,2025-05-17T14:11:18.464Z,2025-05-17T14:16:43Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5732557219,213,0.29,5732582967,233,180,5732557211,56,Center,5732557215,141,59.3,5732582971,286,,5732582965,236,,5732557217,212,3.3,5732557213,140,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815724309,180,74,1,10,59,303582z192rnbr2x28o2t7u38,1,23.5,43.0,2025-05-17T14:11:18.465Z,2025-05-17T14:52:56Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5732582935,285,,5732582933,56,Back,5732582989,233,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815719091,123,1,1,11,0,303582z192rnbr2x28o2t7u38,0,19.2,48.7,2025-05-17T14:11:20.428Z,2025-05-17T14:16:15Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5732557387,213,0.03,5732557383,141,49.7,5732580659,1,,5732557379,56,Back,5732557381,140,40.8,5732580657,157,,5732557385,212,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815719137,75,1,1,11,3,8sy0cxovuxo76tuoas3uo55xj,1,57.7,30.6,2025-05-17T14:11:22.975Z,2025-05-17T14:11:24Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5732557559,213,0.76,5732557555,141,37.4,5732557553,140,62.3,5732557551,56,Center,5732557557,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815719187,76,1,1,11,4,8sy0cxovuxo76tuoas3uo55xj,1,60.9,35.1,2025-05-17T14:11:24.111Z,2025-05-17T14:11:27Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5732557773,140,67.2,5732557777,212,19.0,5732557779,213,5.07,5732557771,56,Right,5732557775,141,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815719255,77,1,1,11,7,8sy0cxovuxo76tuoas3uo55xj,1,61.6,10.0,2025-05-17T14:11:27.375Z,2025-05-17T14:11:31Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5732558087,140,34.1,5732558091,212,31.0,5732558085,56,Back,5732558089,141,26.4,5732558093,213,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815719289,78,1,1,11,12,8sy0cxovuxo76tuoas3uo55xj,1,31.0,25.9,2025-05-17T14:11:31.535Z,2025-05-17T14:11:33Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5732558219,56,Back,5732558225,212,21.1,5732558223,141,40.0,5732558221,140,13.1,5732558227,213,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815719381,79,1,1,11,14,8sy0cxovuxo76tuoas3uo55xj,1,13.1,40.0,2025-05-17T14:11:33.663Z,2025-05-17T14:11:38Z,dl6lfojhwzis2gboqxonxu904,M. Zhuk,,,5732558629,213,5.20,5732558627,212,28.1,5732558625,141,3.5,5732558621,56,Back,5732558623,140,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815719461,80,1,1,11,18,8sy0cxovuxo76tuoas3uo55xj,0,30.6,4.4,2025-05-17T14:11:38.079Z,2025-05-17T14:11:43Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5732558987,140,93.0,5732558983,155,,5732558995,1,,5732558991,212,67.0,5732558985,56,Center,5732558989,141,25.2,5732558993,213,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815719611,125,1,1,11,25,303582z192rnbr2x28o2t7u38,1,11.9,84.7,2025-05-17T14:11:45.118Z,2025-05-17T14:11:52Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5732559639,213,0.09,5732559631,56,Back,5732559635,141,87.8,5732559633,140,34.8,5732559637,212,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815719671,126,1,1,11,32,303582z192rnbr2x28o2t7u38,1,30.8,93.5,2025-05-17T14:11:51.960Z,2025-05-17T14:11:55Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5732559869,213,3.45,5732559867,212,25.8,5732559863,140,7.4,5732559865,141,81.8,5732559861,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815719717,127,1,1,11,35,303582z192rnbr2x28o2t7u38,1,14.0,77.9,2025-05-17T14:11:54.913Z,2025-05-17T14:11:57Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5732560145,213,4.30,5732560143,212,21.2,5732560141,141,49.4,5732560139,140,5.9,5732560137,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815719807,128,1,1,11,38,303582z192rnbr2x28o2t7u38,1,6.7,46.7,2025-05-17T14:11:57.693Z,2025-05-17T14:12:04Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5732560555,141,10.9,5732560551,56,Back,5732560559,213,5.26,5732560557,212,28.5,5732560553,140,20.8,5732560549,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815719863,129,1,1,11,44,303582z192rnbr2x28o2t7u38,1,31.6,5.5,2025-05-17T14:12:03.942Z,2025-05-17T14:12:07Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5732560811,213,2.36,5732560807,141,24.4,5732560809,212,18.2,5732560801,56,Back,5732560805,140,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815719971,130,1,1,11,47,303582z192rnbr2x28o2t7u38,1,22.2,22.5,2025-05-17T14:12:06.863Z,2025-05-17T14:12:10Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5732561207,140,25.9,5732561211,212,20.6,5732561205,56,Back,5732561213,213,1.38,5732561209,141,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815719993,131,1,1,11,51,303582z192rnbr2x28o2t7u38,1,23.8,54.0,2025-05-17T14:12:10.800Z,2025-05-17T14:12:12Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5732561283,140,22.8,5732561285,141,38.8,5732561281,56,Back,5732561289,212,10.4,5732561293,213,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815720111,132,1,1,11,52,303582z192rnbr2x28o2t7u38,1,22.8,38.8,2025-05-17T14:12:11.909Z,2025-05-17T14:12:19Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5732561975,213,1.45,5732561971,141,88.9,5732561967,56,Back,5732561969,140,26.7,5732561973,212,34.3,5732561977,1,,5732561965,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815720125,133,1,1,12,0,303582z192rnbr2x28o2t7u38,1,53.8,86.2,2025-05-17T14:12:19.735Z,2025-05-17T14:12:20Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5732562071,140,57.5,5732562075,141,72.1,5732562079,213,5.10,5732562069,56,Center,5732562077,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815720161,134,1,1,12,1,303582z192rnbr2x28o2t7u38,1,57.7,71.2,2025-05-17T14:12:20.657Z,2025-05-17T14:12:22Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5732562225,140,54.1,5732562231,212,11.5,5732562223,56,Left,5732562227,141,87.1,5732562233,213,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815720231,135,1,1,12,2,303582z192rnbr2x28o2t7u38,1,54.1,87.2,2025-05-17T14:12:21.969Z,2025-05-17T14:12:26Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5732562593,212,14.2,5732562589,140,66.1,5732562595,213,0.48,5732562591,141,96.8,5732562587,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815720313,136,1,1,12,6,303582z192rnbr2x28o2t7u38,1,67.0,94.2,2025-05-17T14:12:26.234Z,2025-05-17T14:12:30Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5732562925,213,3.16,5732562917,56,Left,5732562923,212,12.1,5732562921,141,93.9,5732562919,140,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815720371,137,1,1,12,10,303582z192rnbr2x28o2t7u38,0,58.0,90.3,2025-05-17T14:12:29.983Z,2025-05-17T14:12:33Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5732563177,56,Center,5732563183,212,45.0,5732563187,1,,5732563175,155,,5732563179,140,93.2,5732563185,213,5.68,5732563181,141,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815720567,82,1,1,12,22,8sy0cxovuxo76tuoas3uo55xj,1,10.5,46.9,2025-05-17T14:12:41.664Z,2025-05-17T14:12:43Z,dl6lfojhwzis2gboqxonxu904,M. Zhuk,,,5732564091,56,Back,5732564095,141,29.2,5732564099,213,5.12,5732564093,140,15.5,5732564097,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815720611,83,1,1,12,24,8sy0cxovuxo76tuoas3uo55xj,1,14.6,29.1,2025-05-17T14:12:43.616Z,2025-05-17T14:12:46Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5732564307,213,2.04,5732564301,140,7.5,5732564305,212,16.5,5732564303,141,50.7,5732564297,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815720653,84,1,1,12,26,8sy0cxovuxo76tuoas3uo55xj,1,7.5,50.6,2025-05-17T14:12:46.143Z,2025-05-17T14:12:49Z,dl6lfojhwzis2gboqxonxu904,M. Zhuk,,,5732564539,213,0.85,5732564535,141,71.4,5732564533,140,19.4,5732564531,56,Back,5732564537,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815720661,85,1,1,12,29,8sy0cxovuxo76tuoas3uo55xj,1,23.6,72.0,2025-05-17T14:12:48.928Z,2025-05-17T14:12:49Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5732564583,213,0.18,5732564577,140,29.2,5732564581,212,6.0,5732564579,141,73.6,5732564575,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815720713,86,1,1,12,30,8sy0cxovuxo76tuoas3uo55xj,1,29.2,73.6,2025-05-17T14:12:49.840Z,2025-05-17T14:12:53Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5732564871,213,4.40,5732564863,141,58.4,5732564867,212,10.9,5732564859,56,Back,5732564861,140,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815720789,87,1,1,12,34,8sy0cxovuxo76tuoas3uo55xj,0,37.5,55.5,2025-05-17T14:12:53.537Z,2025-05-17T14:12:57Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5732565195,56,Right,5732565203,212,48.0,5732565207,1,,5732565193,155,,5732565197,140,73.8,5732565205,213,5.63,5732565201,141,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815720853,138,12,1,12,38,303582z192rnbr2x28o2t7u38,1,20.0,86.6,2025-05-17T14:12:57.773Z,2025-05-17T14:13:01Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5732565495,56,Back,5732565497,140,45.3,5732565503,213,0.22,5732565501,212,27.2,5732565499,141,95.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815720925,140,1,1,12,42,303582z192rnbr2x28o2t7u38,1,45.4,95.4,2025-05-17T14:13:02.085Z,2025-05-17T14:13:04Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5732565783,213,3.84,5732565777,140,37.1,5732565781,212,11.4,5732565779,141,84.7,5732565775,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815720941,141,1,1,12,45,303582z192rnbr2x28o2t7u38,1,36.0,79.3,2025-05-17T14:13:04.506Z,2025-05-17T14:13:05Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5732565867,56,Back,5732565875,213,5.86,5732565871,141,72.3,5732565873,212,11.5,5732565869,140,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815720965,142,1,1,12,45,303582z192rnbr2x28o2t7u38,1,46.0,72.3,2025-05-17T14:13:05.303Z,2025-05-17T14:13:06Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5732565967,212,11.2,5732565961,140,36.0,5732565965,141,78.2,5732565969,213,2.78,5732565991,156,,5732565957,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815721003,143,1,1,12,47,303582z192rnbr2x28o2t7u38,1,35.9,78.4,2025-05-17T14:13:06.818Z,2025-05-17T14:13:08Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5732566187,140,37.2,5732566199,213,4.81,5732566183,56,Back,5732566195,212,14.7,5732566191,141,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815721099,144,1,1,12,48,303582z192rnbr2x28o2t7u38,1,41.4,56.0,2025-05-17T14:13:08.240Z,2025-05-17T14:13:14Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5732566665,213,5.42,5732566663,212,41.6,5732566661,141,9.4,5732566667,1,,5732566659,140,67.0,5732566657,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815721137,145,1,1,12,55,303582z192rnbr2x28o2t7u38,1,82.8,12.0,2025-05-17T14:13:14.710Z,2025-05-17T14:13:16Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5732566813,140,63.0,5732566817,212,22.0,5732566815,141,22.4,5732566811,56,Center,5732566819,213,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815721215,146,1,1,12,56,303582z192rnbr2x28o2t7u38,1,64.0,21.6,2025-05-17T14:13:16.163Z,2025-05-17T14:13:20Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5732567157,212,10.6,5732567153,140,54.5,5732567155,141,26.7,5732567151,56,Center,5732567159,213,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815721269,147,1,1,13,0,303582z192rnbr2x28o2t7u38,1,56.1,28.3,2025-05-17T14:13:19.930Z,2025-05-17T14:13:23Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5732567397,140,57.4,5732567403,213,1.52,5732567395,56,Center,5732567401,212,28.7,5732567399,141,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815721361,148,1,1,13,3,303582z192rnbr2x28o2t7u38,1,61.8,71.8,2025-05-17T14:13:23.242Z,2025-05-17T14:13:27Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5732567825,213,0.79,5732567823,212,18.9,5732567821,141,91.5,5732567817,56,Left,5732567819,140,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815721405,149,1,1,13,8,303582z192rnbr2x28o2t7u38,1,73.5,82.6,2025-05-17T14:13:27.475Z,2025-05-17T14:13:29Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5732567967,141,70.6,5732567963,56,Center,5732567971,213,4.84,5732567965,140,74.5,5732567969,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815721461,150,1,1,13,10,303582z192rnbr2x28o2t7u38,1,72.1,71.5,2025-05-17T14:13:29.646Z,2025-05-17T14:13:32Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5732568243,56,Left,5732568247,141,96.5,5732568253,213,1.16,5732568245,140,79.1,5732568249,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815721531,151,1,1,13,13,303582z192rnbr2x28o2t7u38,1,84.3,92.4,2025-05-17T14:13:32.802Z,2025-05-17T14:13:36Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5732568549,140,77.5,5732568547,56,Center,5732568555,213,4.12,5732568553,212,12.7,5732568551,141,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815721573,152,1,1,13,17,303582z192rnbr2x28o2t7u38,1,82.4,81.8,2025-05-17T14:13:36.723Z,2025-05-17T14:13:40Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5732568787,213,3.62,5732568779,56,Center,5732568785,212,18.8,5732568783,141,69.1,5732568781,140,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815721579,153,1,1,13,21,303582z192rnbr2x28o2t7u38,1,66.5,69.1,2025-05-17T14:13:40.535Z,2025-05-17T14:13:41Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5732568827,213,5.24,5732568825,212,6.7,5732568821,140,69.7,5732568823,141,60.6,5732568819,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815721605,154,1,1,13,21,303582z192rnbr2x28o2t7u38,1,69.7,60.6,2025-05-17T14:13:41.237Z,2025-05-17T14:13:43Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5732568913,140,75.9,5732568917,212,11.1,5732568919,213,0.95,5732568915,141,73.9,5732568911,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815721619,155,1,1,13,23,303582z192rnbr2x28o2t7u38,0,75.9,73.9,2025-05-17T14:13:43.206Z,2025-05-17T14:13:44Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5732568987,213,4.90,5732568983,141,47.3,5732568985,212,18.4,5732568981,140,79.2,5732568979,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815721629,89,1,1,13,24,8sy0cxovuxo76tuoas3uo55xj,1,22.4,52.7,2025-05-17T14:13:43.728Z,2025-05-17T14:13:45Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5732569029,56,Back,5732569033,141,47.8,5732569035,212,8.6,5732569031,140,30.0,5732569037,213,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815721655,91,1,1,13,25,8sy0cxovuxo76tuoas3uo55xj,1,30.0,47.8,2025-05-17T14:13:45.024Z,2025-05-17T14:13:46Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5732569135,56,Back,5732569141,212,10.5,5732569139,141,61.8,5732569137,140,34.3,5732569143,213,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815721669,92,1,1,13,26,8sy0cxovuxo76tuoas3uo55xj,1,34.3,61.8,2025-05-17T14:13:46Z,2025-05-17T14:13:47Z,1nww1pe0ouxnuwt8q9zy4xrmc,A. Seck,,,5732569217,140,32.4,5732569221,212,3.9,5732569223,213,4.17,5732569215,56,Back,5732569219,141,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815721689,93,1,1,13,27,8sy0cxovuxo76tuoas3uo55xj,1,32.4,56.9,2025-05-17T14:13:47.455Z,2025-05-17T14:13:50Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5732569319,56,Back,5732569327,213,6.07,5732569321,140,39.4,5732569325,212,7.5,5732569323,141,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815721789,94,1,1,13,30,8sy0cxovuxo76tuoas3uo55xj,1,55.6,54.8,2025-05-17T14:13:50.240Z,2025-05-17T14:13:55Z,1nww1pe0ouxnuwt8q9zy4xrmc,A. Seck,,,5732569859,1,,5732569843,140,85.7,5732569847,141,89.1,5732569855,213,0.64,5732569851,212,39.3,5732569839,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815721821,95,1,1,13,36,8sy0cxovuxo76tuoas3uo55xj,1,84.6,88.7,2025-05-17T14:13:55.824Z,2025-05-17T14:13:57Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,,5732570029,213,2.53,5732570023,140,79.8,5732570025,141,93.9,5732570021,56,Left,5732570027,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815721863,96,1,1,13,38,8sy0cxovuxo76tuoas3uo55xj,0,78.9,92.6,2025-05-17T14:13:57.712Z,2025-05-17T14:13:59Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5732570211,213,4.99,5732570203,56,Center,5732570207,141,51.5,5732570199,2,,5732570209,212,29.0,5732570201,155,,5732570205,140,86.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815721879,156,12,1,13,40,303582z192rnbr2x28o2t7u38,1,11.2,51.6,2025-05-17T14:14:00.014Z,2025-05-17T14:14:01Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5732570309,213,6.24,5732570341,15,,5732570301,56,Back,5732570305,141,50.1,5732570307,212,21.5,5732570303,140,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815721937,157,1,1,13,42,303582z192rnbr2x28o2t7u38,1,33.8,49.1,2025-05-17T14:14:01.639Z,2025-05-17T14:14:03Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5732570569,213,2.84,5732570565,141,54.3,5732570563,140,22.9,5732570561,56,Back,5732570567,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815722019,159,1,1,13,43,303582z192rnbr2x28o2t7u38,1,22.9,54.3,2025-05-17T14:14:03.310Z,2025-05-17T14:14:06Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5732570975,141,63.7,5732570971,56,Back,5732570973,140,27.0,5732570979,212,7.7,5732570983,213,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815722039,160,1,1,13,47,303582z192rnbr2x28o2t7u38,1,35.0,45.7,2025-05-17T14:14:06.794Z,2025-05-17T14:14:08Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5732571067,56,Back,5732571071,141,16.2,5732571075,213,4.21,5732571073,212,22.8,5732571069,140,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815722177,161,1,1,13,48,303582z192rnbr2x28o2t7u38,1,24.8,17.6,2025-05-17T14:14:08.434Z,2025-05-17T14:14:16Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5732571717,213,2.39,5732571715,212,29.2,5732571709,56,Back,5732571713,141,46.9,5732571711,140,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815722299,162,1,1,13,56,303582z192rnbr2x28o2t7u38,1,13.9,50.1,2025-05-17T14:14:16.042Z,2025-05-17T14:14:20Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5732572245,141,92.9,5732572241,56,Back,5732572249,213,0.99,5732572251,1,,5732572243,140,32.1,5732572247,212,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815722337,163,1,1,14,0,303582z192rnbr2x28o2t7u38,1,29.4,87.5,2025-05-17T14:14:20.447Z,2025-05-17T14:14:21Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5732572393,140,28.4,5732572395,141,73.9,5732572391,56,Back,5732572397,212,9.3,5732572399,213,4.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815722393,164,1,1,14,2,303582z192rnbr2x28o2t7u38,0,28.4,73.8,2025-05-17T14:14:21.837Z,2025-05-17T14:14:24Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5732572669,1,,5732572657,155,,5732572659,56,Left,5732572667,213,0.21,5732572663,141,88.6,5732572665,212,48.3,5732572661,140,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815722477,98,1,1,14,6,8sy0cxovuxo76tuoas3uo55xj,0,41.1,25.2,2025-05-17T14:14:25.999Z,2025-05-17T14:14:28Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5732573057,213,1.00,5732573053,141,56.4,5732573055,212,25.3,5732573043,157,,5732573045,56,Center,5732573049,140,54.2,5732573059,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
