id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2817386011,91,1,1,12,17,ea3yd0dgq6uy6pupkpn17j5xg,1,57.0,100.0,2025-05-20T15:12:50.926Z,2025-05-20T15:12:55Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5741652413,1,,5741652409,212,32.9,5741652411,213,4.39,5741652405,140,47.0,5741652407,141,55.5,5741652401,107,,5741652403,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386017,92,1,1,12,22,ea3yd0dgq6uy6pupkpn17j5xg,1,47.0,55.5,2025-05-20T15:12:55.390Z,2025-05-20T15:12:57Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5741652427,212,11.1,5741652421,56,Back,5741652423,140,41.7,5741652425,141,41.3,5741652429,213,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386021,93,1,1,12,24,ea3yd0dgq6uy6pupkpn17j5xg,1,41.7,41.3,2025-05-20T15:12:57.133Z,2025-05-20T15:12:59Z,23ngtx061omtotnlvbzlgd3bo,T. Koivisto,,,5741652449,140,39.4,5741652455,213,1.71,5741652451,141,67.6,5741652453,212,18.0,5741652447,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386031,94,1,1,12,25,ea3yd0dgq6uy6pupkpn17j5xg,1,39.4,67.6,2025-05-20T15:12:58.877Z,2025-05-20T15:13:03Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5741652529,213,5.42,5741652525,141,60.2,5741652523,140,43.5,5741652527,212,6.6,5741652521,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386035,95,1,1,12,30,ea3yd0dgq6uy6pupkpn17j5xg,1,54.9,58.1,2025-05-20T15:13:03.373Z,2025-05-20T15:13:05Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5741652565,56,Center,5741652573,213,6.07,5741652567,140,67.4,5741652571,212,13.4,5741652569,141,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386037,96,1,1,12,32,ea3yd0dgq6uy6pupkpn17j5xg,1,67.4,53.9,2025-05-20T15:13:05.502Z,2025-05-20T15:13:08Z,1coz8r44qcr2aau1u09888i6s,M. Bojang,,,5741652595,140,68.6,5741652597,141,58.7,5741652591,168,,5741652593,56,Center,5741652601,213,1.20,5741652599,212,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386055,97,1,1,12,35,ea3yd0dgq6uy6pupkpn17j5xg,1,69.5,61.5,2025-05-20T15:13:08.701Z,2025-05-20T15:13:10Z,ciursygt8i2deeszjdebb28yx,E. Mastokangas,,,5741652669,213,0.78,5741652665,141,93.3,5741652667,212,30.8,5741652661,56,Left,5741652663,140,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386059,98,1,1,12,37,ea3yd0dgq6uy6pupkpn17j5xg,1,95.8,93.9,2025-05-20T15:13:10.350Z,2025-05-20T15:13:20Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5741652697,212,44.3,5741652691,56,Center,5741652693,140,94.3,5741652695,141,28.8,5741652687,2,,5741652701,1,,5741652699,213,4.68,5741652783,345,,5741652689,155,,,,,,,,,,,,,,,,,,,,,,,,,
2817386069,99,1,1,12,39,ea3yd0dgq6uy6pupkpn17j5xg,1,94.3,28.8,2025-05-20T15:13:12.470Z,2025-05-20T15:51:30Z,oqudbhzm03z0sfh8tw4qoqhg,G. Oksanen,1.0,,5741652855,210,13,5741652747,212,2.9,5741652741,56,Center,5741652743,140,92.6,5741652857,154,,5741652745,141,32.1,5741652749,213,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386071,100,13,1,12,41,ea3yd0dgq6uy6pupkpn17j5xg,1,90.6,33.6,2025-05-20T15:13:14.269Z,2025-05-20T15:51:32Z,dytql3b2co1cst72z5qf879pl,J. Streng,,,5741652753,22,,5741652885,55,99,5741652755,63,,5741652883,154,,5741652881,29,,5741652879,84,,5741652889,102,42.5,5741652893,230,99.1,5741652757,56,Center,5741652891,103,5741652791,72,5741652895,231,44.8,,,,,,,5.6,,,,,,,,,,
2817386073,101,5,1,12,43,ea3yd0dgq6uy6pupkpn17j5xg,0,100.8,40.4,2025-05-20T15:13:16.756Z,2025-05-20T15:26:51Z,dytql3b2co1cst72z5qf879pl,J. Streng,,,5741652775,346,,5741652785,233,139,5741652773,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386067,139,5,1,12,43,303582z192rnbr2x28o2t7u38,1,-0.8,59.6,2025-05-20T15:13:16.756Z,2025-05-20T15:26:51Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5741652739,346,,5741652737,56,Back,5741652779,233,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386079,140,1,1,12,59,303582z192rnbr2x28o2t7u38,1,4.4,48.1,2025-05-20T15:13:32.843Z,2025-05-20T15:18:33Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5741652869,212,22.3,5741652861,124,,5741652877,237,,5741652871,213,0.83,5741652867,141,72.4,5741652863,56,Back,5741652865,140,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386551,171,1,1,13,0,303582z192rnbr2x28o2t7u38,0,15.4,75.0,2025-05-20T15:13:33.406Z,2025-05-20T15:18:42Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5741656253,212,24.1,5741656251,141,65.4,5741656249,140,37.5,5741656247,56,Back,5741656255,213,6.01,5741656245,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386287,115,8,1,13,2,ea3yd0dgq6uy6pupkpn17j5xg,1,61.4,39.1,2025-05-20T15:13:35.254Z,2025-05-20T15:18:45Z,23ngtx061omtotnlvbzlgd3bo,T. Koivisto,,,5741655477,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386283,113,1,1,13,2,ea3yd0dgq6uy6pupkpn17j5xg,0,64.1,42.1,2025-05-20T15:13:35.728Z,2025-05-20T15:18:48Z,23ngtx061omtotnlvbzlgd3bo,T. Koivisto,,,5741655515,213,0.47,5741655511,141,44.4,5741655509,140,67.0,5741655507,56,Center,5741655513,212,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386485,165,1,1,13,3,303582z192rnbr2x28o2t7u38,0,15.4,71.1,2025-05-20T15:13:36.455Z,2025-05-20T15:17:51Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5741655595,1,,5741655587,140,47.2,5741655583,157,,5741655589,141,56.6,5741655591,212,34.8,5741655593,213,6.00,5741655585,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386081,141,61,1,13,4,303582z192rnbr2x28o2t7u38,1,34.4,54.9,2025-05-20T15:13:37.167Z,2025-05-20T15:17:30Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5741652897,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386091,103,61,1,13,7,ea3yd0dgq6uy6pupkpn17j5xg,0,77.0,55.1,2025-05-20T15:13:40.710Z,2025-05-20T15:17:58Z,1coz8r44qcr2aau1u09888i6s,M. Bojang,,,5741652929,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386089,142,4,1,13,8,303582z192rnbr2x28o2t7u38,1,21.8,47.5,2025-05-20T15:13:41.492Z,2025-05-20T15:26:56Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5741652941,152,,5741652943,265,,5741652937,13,,5741652945,285,,5741652939,56,Back,5741652999,233,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386095,104,4,1,13,8,ea3yd0dgq6uy6pupkpn17j5xg,0,78.2,52.5,2025-05-20T15:13:41.493Z,2025-05-20T15:26:56Z,1coz8r44qcr2aau1u09888i6s,M. Bojang,,,5741652995,265,,5741652993,152,,5741652997,286,,5741652991,56,Center,5741653003,233,142,5741652989,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386123,143,1,1,13,25,303582z192rnbr2x28o2t7u38,1,15.4,51.5,2025-05-20T15:13:58.580Z,2025-05-20T15:14:00Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5741653287,152,,5741653295,212,12.7,5741653285,5,,5741653291,140,17.7,5741653297,213,1.38,5741653293,141,69.9,5741653289,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386125,144,1,1,13,27,303582z192rnbr2x28o2t7u38,1,17.8,71.4,2025-05-20T15:14:00.244Z,2025-05-20T15:14:02Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5741653305,56,Back,5741653311,212,15.5,5741653309,141,93.3,5741653313,213,1.28,5741653307,140,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386127,145,1,1,13,29,303582z192rnbr2x28o2t7u38,1,22.6,92.1,2025-05-20T15:14:02.757Z,2025-05-20T15:14:06Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5741653329,212,26.3,5741653331,213,3.98,5741653325,140,5.9,5741653323,56,Back,5741653327,141,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386129,146,1,1,13,33,303582z192rnbr2x28o2t7u38,0,6.8,53.6,2025-05-20T15:14:06.500Z,2025-05-20T15:14:10Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5741653349,212,47.2,5741653343,56,Back,5741653347,141,33.6,5741653341,155,,5741653353,1,,5741653351,213,5.99,5741653345,140,49.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386131,105,44,1,13,35,ea3yd0dgq6uy6pupkpn17j5xg,1,48.6,67.7,2025-05-20T15:14:09.062Z,2025-05-20T15:27:04Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5741653357,56,Back,5741653365,233,147,5741653359,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386133,147,44,1,13,35,303582z192rnbr2x28o2t7u38,0,51.4,32.3,2025-05-20T15:14:09.063Z,2025-05-20T15:27:04Z,eswp4t4r8ktirsnkodz26gyui,B. Michel,,,5741653369,233,105,5741653363,286,,5741653361,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386135,106,1,1,13,36,ea3yd0dgq6uy6pupkpn17j5xg,1,48.4,69.9,2025-05-20T15:14:09.486Z,2025-05-20T15:14:11Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5741653383,212,10.2,5741653381,141,79.3,5741653375,3,,5741653385,213,0.68,5741653377,56,Left,5741653379,140,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386145,108,4,1,13,40,ea3yd0dgq6uy6pupkpn17j5xg,1,45.2,78.5,2025-05-20T15:14:14.111Z,2025-05-20T15:26:57Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5741653453,233,148,5741653419,152,,5741653415,294,,5741653417,56,Back,5741653413,13,,5741653421,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386147,148,4,1,13,40,303582z192rnbr2x28o2t7u38,0,54.8,21.5,2025-05-20T15:14:14.112Z,2025-05-20T15:26:57Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5741653425,13,,5741653427,294,,5741653431,152,,5741653429,56,Center,5741653461,233,108,5741653433,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386161,109,1,1,13,52,ea3yd0dgq6uy6pupkpn17j5xg,1,39.7,81.4,2025-05-20T15:14:25.486Z,2025-05-20T15:14:29Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5741653533,212,11.0,5741653531,141,89.1,5741653529,140,30.5,5741653535,213,2.64,5741653527,56,Back,5741653523,5,,5741653525,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386173,110,1,1,13,56,ea3yd0dgq6uy6pupkpn17j5xg,1,29.7,88.4,2025-05-20T15:14:29.732Z,2025-05-20T15:14:35Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5741653615,141,57.5,5741653613,140,10.3,5741653619,213,3.94,5741653617,212,29.3,5741653611,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386177,111,1,1,14,2,ea3yd0dgq6uy6pupkpn17j5xg,0,10.1,46.3,2025-05-20T15:14:35.742Z,2025-05-20T15:14:37Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5741653651,213,5.38,5741653653,1,,5741653647,141,0.0,5741653649,212,41.9,5741653643,56,Back,5741653645,140,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386179,112,5,1,14,4,ea3yd0dgq6uy6pupkpn17j5xg,0,32.0,-2.0,2025-05-20T15:14:37.512Z,2025-05-20T15:14:42Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5741653657,56,Back,5741653659,347,,5741653685,233,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386183,149,5,1,14,4,303582z192rnbr2x28o2t7u38,1,68.0,102.0,2025-05-20T15:14:37.512Z,2025-05-20T15:26:52Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5741653665,56,Left,5741653679,233,112,5741653667,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386217,150,1,1,14,15,303582z192rnbr2x28o2t7u38,1,75.3,100.0,2025-05-20T15:14:48.884Z,2025-05-20T15:14:52Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5741653825,107,,5741653837,213,3.70,5741653831,140,68.3,5741653829,56,Left,5741653833,141,95.3,5741653835,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386221,151,1,1,14,19,303582z192rnbr2x28o2t7u38,1,64.1,90.9,2025-05-20T15:14:52.196Z,2025-05-20T15:14:54Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5741653859,140,64.9,5741653865,213,4.90,5741653857,56,Left,5741653863,212,4.4,5741653861,141,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386225,152,1,1,14,21,303582z192rnbr2x28o2t7u38,1,72.0,90.0,2025-05-20T15:14:54.661Z,2025-05-20T15:14:55Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5741653887,212,3.7,5741653881,56,Left,5741653883,140,70.0,5741653889,213,2.18,5741653885,141,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386227,153,1,1,14,22,303582z192rnbr2x28o2t7u38,1,70.0,94.4,2025-05-20T15:14:55.652Z,2025-05-20T15:14:59Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5741653915,213,3.46,5741653913,212,10.7,5741653909,140,60.3,5741653911,141,89.4,5741653907,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386233,154,1,1,14,25,303582z192rnbr2x28o2t7u38,1,60.1,88.7,2025-05-20T15:14:58.885Z,2025-05-20T15:15:01Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5741653939,141,80.0,5741653937,140,46.4,5741653941,212,15.6,5741653943,213,3.53,5741653935,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386243,155,1,1,14,28,303582z192rnbr2x28o2t7u38,1,46.7,78.4,2025-05-20T15:15:01.700Z,2025-05-20T15:15:05Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5741653977,56,Center,5741653985,213,5.24,5741653981,141,57.9,5741653983,212,16.2,5741653979,140,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386251,156,1,1,14,31,303582z192rnbr2x28o2t7u38,1,55.4,60.8,2025-05-20T15:15:04.837Z,2025-05-20T15:15:10Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5741654059,56,Center,5741654065,212,12.9,5741654063,141,53.9,5741654061,140,66.8,5741654067,213,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386273,157,1,1,14,36,303582z192rnbr2x28o2t7u38,1,79.6,42.2,2025-05-20T15:15:09.389Z,2025-05-20T15:16:10Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,1.0,5741654553,154,,5741654551,210,16,5741654583,4,,5741654189,212,18.7,5741654555,22,,5741654187,141,58.8,5741654191,213,0.65,5741654183,56,Center,5741654181,155,,5741654185,140,,,,,,,,,,,,93.8,,,,,,,,,,
2817386275,158,16,1,14,38,303582z192rnbr2x28o2t7u38,1,93.7,52.6,2025-05-20T15:15:11.636Z,2025-05-20T15:22:13Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5741654403,375,14:38.099,5741654391,15,,5741654199,56,Center,5741654195,22,,5741654573,214,,5741654571,103,24.1,5741654399,374,2025-05-20 16:15:11.225,5741659447,17,,5741654575,230,99.3,5741654569,102,5741654577,231,5741654557,114,,5741654397,328,,51.6,5741659449,81,47.2,,5741654563,154,,5741654561,29,,5741654565,55,157
2817386341,117,1,1,15,38,ea3yd0dgq6uy6pupkpn17j5xg,1,50.2,49.7,2025-05-20T15:16:11.823Z,2025-05-20T15:16:15Z,dytql3b2co1cst72z5qf879pl,J. Streng,,,5741654659,213,2.85,5741654649,56,Back,5741654661,279,G,5741654655,141,55.1,5741654651,140,38.4,5741654657,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386343,118,1,1,15,42,ea3yd0dgq6uy6pupkpn17j5xg,1,38.4,55.1,2025-05-20T15:16:15.806Z,2025-05-20T15:16:17Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5741654669,56,Back,5741654675,212,14.4,5741654673,141,38.6,5741654671,140,29.8,5741654677,213,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386347,119,1,1,15,43,ea3yd0dgq6uy6pupkpn17j5xg,1,29.8,38.6,2025-05-20T15:16:17.038Z,2025-05-20T15:16:18Z,23ngtx061omtotnlvbzlgd3bo,T. Koivisto,,,5741654689,140,27.7,5741654695,213,1.75,5741654687,56,Back,5741654693,212,12.7,5741654691,141,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386353,120,1,1,15,45,ea3yd0dgq6uy6pupkpn17j5xg,1,27.7,57.0,2025-05-20T15:16:18.207Z,2025-05-20T15:16:20Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5741654715,213,2.11,5741654709,140,20.3,5741654711,141,76.1,5741654713,212,15.1,5741654707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386355,121,1,1,15,47,ea3yd0dgq6uy6pupkpn17j5xg,1,20.3,76.1,2025-05-20T15:16:20.431Z,2025-05-20T15:16:25Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5741654747,212,13.9,5741654741,56,Back,5741654749,213,1.18,5741654743,140,25.4,5741654745,141,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386357,122,61,1,15,52,ea3yd0dgq6uy6pupkpn17j5xg,1,27.2,95.4,2025-05-20T15:16:25.145Z,2025-05-20T15:16:25Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5741654753,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386365,123,50,1,15,52,ea3yd0dgq6uy6pupkpn17j5xg,1,34.1,96.7,2025-05-20T15:16:26.052Z,2025-05-20T15:27:01Z,ciursygt8i2deeszjdebb28yx,E. Mastokangas,,,5741654765,56,Back,5741654779,233,159,5741654767,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386359,159,7,1,15,52,303582z192rnbr2x28o2t7u38,1,65.9,3.3,2025-05-20T15:16:26.053Z,2025-05-20T15:27:01Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5741654757,56,Right,5741654773,233,123,5741654755,167,,5741654777,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386377,124,5,1,15,53,ea3yd0dgq6uy6pupkpn17j5xg,1,33.8,101.0,2025-05-20T15:16:26.965Z,2025-05-20T15:26:52Z,ciursygt8i2deeszjdebb28yx,E. Mastokangas,,,5741654827,347,,5741654837,233,160,5741654825,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386361,160,5,1,15,53,303582z192rnbr2x28o2t7u38,0,66.2,-1.0,2025-05-20T15:16:26.965Z,2025-05-20T15:26:52Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5741654843,233,124,5741654761,56,Right,5741654763,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386379,125,1,1,16,0,ea3yd0dgq6uy6pupkpn17j5xg,1,37.1,100.0,2025-05-20T15:16:33.999Z,2025-05-20T15:16:38Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5741654859,212,32.2,5741654861,213,5.73,5741654855,140,63.1,5741654863,1,,5741654851,107,,5741654857,141,77.0,5741654853,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386389,126,1,1,16,5,ea3yd0dgq6uy6pupkpn17j5xg,0,64.3,77.2,2025-05-20T15:16:38.223Z,2025-05-20T15:16:43Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5741654925,4,,5741654905,141,67.3,5741654909,213,6.02,5741654903,140,88.1,5741654907,212,25.9,5741654901,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386397,161,54,1,16,12,303582z192rnbr2x28o2t7u38,1,11.6,34.5,2025-05-20T15:16:45.144Z,2025-05-20T15:16:45Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5741654937,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386437,164,4,1,16,12,303582z192rnbr2x28o2t7u38,1,12.1,34.0,2025-05-20T15:16:45.933Z,2025-05-20T15:17:18Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5741655311,285,,5741655309,265,,5741655313,233,127,5741655305,56,Back,5741655303,13,,5741655307,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386399,127,4,1,16,12,ea3yd0dgq6uy6pupkpn17j5xg,0,87.9,66.0,2025-05-20T15:16:45.934Z,2025-05-20T15:18:14Z,1coz8r44qcr2aau1u09888i6s,M. Bojang,,,5741654959,152,,5741654957,56,Center,5741655317,233,164,5741654963,286,,5741654961,265,,5741654955,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386433,128,27,1,16,20,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-05-20T15:16:53.335Z,2025-05-20T15:26:55Z,,,,,5741663681,233,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386417,163,27,1,16,20,303582z192rnbr2x28o2t7u38,1,0.0,0.0,2025-05-20T15:16:53.335Z,2025-05-20T15:26:55Z,,,,,5741655055,41,Injury,5741663675,233,128,5741655057,53,ebqj8v33xv3otev2pycc6xomh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386517,129,28,1,17,25,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-05-20T15:17:58.287Z,2025-05-20T15:18:01Z,,,,,5741655691,233,166,5741655671,55,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386515,166,28,1,17,25,303582z192rnbr2x28o2t7u38,1,0.0,0.0,2025-05-20T15:17:58.287Z,2025-05-20T15:18:01Z,,,,,5741655687,233,129,5741655661,55,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386527,167,1,1,17,31,303582z192rnbr2x28o2t7u38,1,13.6,33.0,2025-05-20T15:18:04.214Z,2025-05-20T15:20:53Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5741655735,140,16.2,5741655741,213,1.40,5741655731,240,,5741655737,141,56.4,5741655733,56,Back,5741658297,152,,5741655739,212,16.1,5741658295,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386531,168,1,1,17,33,303582z192rnbr2x28o2t7u38,0,16.2,56.4,2025-05-20T15:18:06.134Z,2025-05-20T15:18:08Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5741655769,140,64.9,5741655777,1,,5741655771,141,93.9,5741655767,56,Left,5741655773,212,57.1,5741655765,155,,5741655775,213,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386539,130,1,1,17,35,ea3yd0dgq6uy6pupkpn17j5xg,0,33.5,4.1,2025-05-20T15:18:08.608Z,2025-05-20T15:18:09Z,oqudbhzm03z0sfh8tw4qoqhg,G. Oksanen,,,5741655827,286,,5741655811,1,,5741655805,141,2.5,5741655803,140,36.3,5741655801,56,Back,5741655799,157,,5741655823,233,169,5741655821,236,,5741655809,213,5.93,5741655807,212,,,,,,,,,,,,3.1,,,,,,,,,,
2817386541,169,74,1,17,35,303582z192rnbr2x28o2t7u38,1,64.8,96.0,2025-05-20T15:18:08.609Z,2025-05-20T15:26:58Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5741655813,56,Left,5741655833,233,130,5741655815,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386557,131,5,1,17,36,ea3yd0dgq6uy6pupkpn17j5xg,1,34.4,-1.8,2025-05-20T15:18:09.990Z,2025-05-20T15:26:52Z,oqudbhzm03z0sfh8tw4qoqhg,G. Oksanen,,,5741655939,233,170,5741655937,347,,5741655935,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817386543,170,5,1,17,36,303582z192rnbr2x28o2t7u38,0,65.6,101.8,2025-05-20T15:18:09.990Z,2025-05-20T15:26:52Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5741655943,233,131,5741655843,347,,5741655841,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
