id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/11/value,qualifier/15/value,qualifier/16/value
2817829485,227,4,1,20,25,ajtb177oqwawkdwbqhldmq6mx,1,32.2,35.9,2025-05-22T17:22:37.404Z,2025-05-22T17:51:22Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5744254149,295,,5744199021,285,,5744198657,152,,5744198653,13,,5744198655,56,Back,5744198711,233,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829493,154,4,1,20,25,bd4qakf7j0wwie8wke9km7uj8,0,67.8,64.1,2025-05-22T17:22:37.405Z,2025-05-22T17:22:50Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5744198687,152,,5744198733,233,227,5744199019,295,,5744198685,56,Center,5744198683,13,,5744198737,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829613,228,1,1,20,49,ajtb177oqwawkdwbqhldmq6mx,1,31.8,37.9,2025-05-22T17:23:02.060Z,2025-05-22T19:20:00Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5744199415,5,,5744199419,56,Back,5744254813,189,,5744199425,212,9.8,5744199423,141,23.7,5744199417,152,,5744199421,140,33.4,5744199427,213,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829627,229,1,1,20,51,ajtb177oqwawkdwbqhldmq6mx,1,33.4,23.6,2025-05-22T17:23:03.356Z,2025-05-22T17:23:05Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5744199495,141,36.6,5744199499,213,2.81,5744199497,212,27.0,5744199493,140,9.1,5744199491,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829655,230,1,1,20,52,ajtb177oqwawkdwbqhldmq6mx,1,9.2,38.6,2025-05-22T17:23:05.141Z,2025-05-22T17:23:11Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5744199687,213,4.72,5744199681,140,9.3,5744199679,56,Back,5744199683,141,22.2,5744199685,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829729,231,1,1,20,59,ajtb177oqwawkdwbqhldmq6mx,1,22.0,6.7,2025-05-22T17:23:11.356Z,2025-05-22T17:23:27Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5744200049,212,21.9,5744200047,141,27.6,5744200043,56,Back,5744200045,140,6.1,5744200051,213,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829741,232,1,1,21,14,ajtb177oqwawkdwbqhldmq6mx,1,12.0,47.5,2025-05-22T17:23:26.820Z,2025-05-22T17:23:30Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5744200105,140,43.7,5744200103,56,Back,5744200109,212,33.4,5744200113,1,,5744200107,141,52.2,5744200101,155,,5744200111,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829747,233,50,1,21,18,ajtb177oqwawkdwbqhldmq6mx,1,43.5,50.8,2025-05-22T17:23:30.708Z,2025-05-23T18:11:15Z,x3ad9hfxts6jpfugy3kvq9d5,C. Björk,,,5744947957,286,,5744200135,56,Back,5745139211,233,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829753,155,7,1,21,18,bd4qakf7j0wwie8wke9km7uj8,0,56.5,49.2,2025-05-22T17:23:30.709Z,2025-05-23T18:11:15Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5745139207,233,233,5744948009,178,,5744947993,285,,5744200161,56,Center,5744948007,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829769,234,1,1,21,19,ajtb177oqwawkdwbqhldmq6mx,0,38.4,46.9,2025-05-22T17:23:32.180Z,2025-05-22T17:23:36Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5744200257,141,21.3,5744200251,155,,5744200263,1,,5744200253,56,Center,5744200259,212,47.4,5744200255,140,80.4,5744200261,213,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829773,157,1,1,21,23,bd4qakf7j0wwie8wke9km7uj8,1,22.5,78.4,2025-05-22T17:23:35.917Z,2025-05-22T17:23:37Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5744200285,56,Back,5744200287,140,9.1,5744200289,141,61.2,5744200293,213,3.84,5744200291,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829797,158,1,1,21,25,bd4qakf7j0wwie8wke9km7uj8,0,9.1,61.2,2025-05-22T17:23:37.534Z,2025-05-22T17:23:41Z,emakjdiju8z2peey3ytjahz6y,A. Jensen,,,5744200407,157,,5744200417,213,0.10,5744200411,140,56.8,5744200409,56,Center,5744200413,141,68.5,5744200419,1,,5744200415,212,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829811,235,1,1,21,29,ajtb177oqwawkdwbqhldmq6mx,1,40.8,31.9,2025-05-22T17:23:42.156Z,2025-05-22T17:23:45Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5744200505,141,13.4,5744200503,140,41.7,5744200509,213,4.79,5744200499,3,,5744200501,56,Back,5744200507,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829835,237,1,1,21,33,ajtb177oqwawkdwbqhldmq6mx,1,41.4,12.3,2025-05-22T17:23:46.028Z,2025-05-22T17:23:49Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5744200599,141,26.2,5744200601,212,9.7,5744200595,56,Back,5744200597,140,43.3,5744200603,213,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829845,238,1,1,21,36,ajtb177oqwawkdwbqhldmq6mx,0,41.4,21.5,2025-05-22T17:23:49.116Z,2025-05-22T17:23:53Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5744200659,140,82.3,5744200655,155,,5744200667,1,,5744200661,141,60.8,5744200657,56,Center,5744200663,212,50.6,5744200665,213,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829841,159,44,1,21,39,bd4qakf7j0wwie8wke9km7uj8,1,20.0,36.0,2025-05-22T17:23:51.958Z,2025-05-22T19:06:54Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5744200633,56,Back,5744200635,285,,5744200717,233,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829847,239,44,1,21,39,ajtb177oqwawkdwbqhldmq6mx,0,80.0,64.0,2025-05-22T17:23:51.959Z,2025-05-22T19:06:55Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5744200739,233,159,5744200671,56,Center,5744200673,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829843,160,12,1,21,40,bd4qakf7j0wwie8wke9km7uj8,1,23.7,30.7,2025-05-22T17:23:52.222Z,2025-05-23T14:45:07Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5744200639,56,Back,5744200645,212,2.3,5744948127,15,,5744200643,141,28.0,5744200641,140,22.4,5744200647,213,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829861,240,43,1,21,42,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-05-22T17:23:54.562Z,2025-05-22T17:58:40Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5744200737,56,Center,5744260209,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829877,241,1,1,21,43,ajtb177oqwawkdwbqhldmq6mx,1,79.7,60.8,2025-05-22T17:23:55.332Z,2025-05-22T17:23:57Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5744200823,56,Left,5744200829,212,19.9,5744200825,140,94.3,5744200827,141,79.4,5744200831,213,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829883,242,1,1,21,45,ajtb177oqwawkdwbqhldmq6mx,0,93.9,79.6,2025-05-22T17:23:57.644Z,2025-05-23T14:45:18Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5744200881,1,,5744948243,224,,5744948245,72,,5744200869,155,,5744200875,141,30.1,5744200873,140,94.4,5744200879,213,4.73,5744200867,2,,5744200871,56,Center,5744200877,212,33.7,,,,,,,,,,,,,,,,,,,,,,,,
2817829899,162,1,1,21,49,bd4qakf7j0wwie8wke9km7uj8,0,6.3,76.1,2025-05-22T17:24:01.829Z,2025-05-22T17:24:04Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5744200979,213,0.31,5744200973,140,44.0,5744200969,157,,5744200975,141,94.7,5744200981,1,,5744200977,212,41.6,5744200971,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829917,243,50,1,21,54,ajtb177oqwawkdwbqhldmq6mx,1,58.2,11.4,2025-05-22T17:24:06.204Z,2025-05-22T18:00:10Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5744201049,56,Right,5744201051,286,,5744261143,233,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829915,163,7,1,21,54,bd4qakf7j0wwie8wke9km7uj8,0,41.8,88.6,2025-05-22T17:24:06.205Z,2025-05-23T14:45:50Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5744948473,178,,5744201047,285,,5744261149,233,243,5744948471,383,,5744201045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829955,244,1,1,22,0,ajtb177oqwawkdwbqhldmq6mx,1,55.4,20.3,2025-05-22T17:24:13.099Z,2025-05-22T18:00:13Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5744201261,213,1.54,5744201253,56,Center,5744201259,212,9.6,5744201255,140,55.7,5744201257,141,34.4,5744256299,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829985,245,1,1,22,4,ajtb177oqwawkdwbqhldmq6mx,1,51.7,46.0,2025-05-22T17:24:16.981Z,2025-05-22T18:00:15Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5744201401,213,5.49,5744201399,212,15.8,5744201393,56,Center,5744201395,140,62.2,5744201397,141,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830007,246,1,1,22,8,ajtb177oqwawkdwbqhldmq6mx,1,69.7,34.8,2025-05-22T17:24:20.643Z,2025-05-22T17:24:25Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5744201535,56,Center,5744201539,141,26.1,5744201537,140,65.7,5744201541,212,7.3,5744201543,213,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830013,247,1,1,22,13,ajtb177oqwawkdwbqhldmq6mx,1,67.4,27.1,2025-05-22T17:24:25.772Z,2025-05-22T17:24:27Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5744201571,213,2.01,5744201567,141,40.0,5744201565,140,63.5,5744201569,212,9.7,5744201563,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830065,248,1,1,22,15,ajtb177oqwawkdwbqhldmq6mx,1,63.7,39.5,2025-05-22T17:24:27.755Z,2025-05-22T17:24:38Z,9213debwtuph6cjborx73sx78,O. Søe,,,5744201851,140,92.7,5744201857,213,5.98,5744201847,155,,5744201855,212,31.9,5744201853,141,25.6,5744201849,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830057,164,83,1,22,22,bd4qakf7j0wwie8wke9km7uj8,0,6.4,96.6,2025-05-22T17:24:35.085Z,2025-05-22T17:24:39Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5744201877,399,8viazilbghyogmhd7w3lg2six,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830069,249,1,1,22,26,ajtb177oqwawkdwbqhldmq6mx,0,96.1,2.0,2025-05-22T17:24:38.347Z,2025-05-22T17:24:40Z,8viazilbghyogmhd7w3lg2six,S. Koch,,,5744201919,233,165,5744201923,286,,5744201873,213,3.23,5744201865,56,Right,5744201869,141,1.7,5744201917,236,,5744201871,212,2.3,5744201867,140,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830067,165,74,1,22,26,bd4qakf7j0wwie8wke9km7uj8,1,6.4,96.6,2025-05-22T17:24:38.348Z,2025-05-22T17:24:41Z,d1qyvtgj16160ufegxkspgb9w,M. Uhd,,,5744201861,56,Back,5744201863,285,,5744201927,233,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830073,166,6,1,22,27,bd4qakf7j0wwie8wke9km7uj8,0,6.2,97.2,2025-05-22T17:24:39.525Z,2025-05-23T14:46:18Z,d1qyvtgj16160ufegxkspgb9w,M. Uhd,,,5744201933,56,Back,5744201935,73,,5744202025,233,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830083,250,6,1,22,27,ajtb177oqwawkdwbqhldmq6mx,1,93.8,2.8,2025-05-22T17:24:39.525Z,2025-05-22T19:06:35Z,8viazilbghyogmhd7w3lg2six,S. Koch,,,5744202003,233,166,5744201983,56,Right,5744201985,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830259,251,1,1,23,3,ajtb177oqwawkdwbqhldmq6mx,1,99.6,0.5,2025-05-22T17:25:15.651Z,2025-05-22T17:25:19Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5744202987,140,93.2,5744202993,213,1.93,5744202983,6,,5744202989,141,27.0,5744202985,56,Center,5744202991,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830261,252,1,1,23,4,ajtb177oqwawkdwbqhldmq6mx,1,93.2,27.0,2025-05-22T17:25:17.075Z,2025-05-22T17:25:18Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5744202997,56,Right,5744203005,213,4.28,5744203003,212,12.2,5744202999,140,88.3,5744203021,156,,5744203001,141,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830289,253,1,1,23,9,ajtb177oqwawkdwbqhldmq6mx,1,78.5,4.6,2025-05-22T17:25:21.234Z,2025-05-22T17:25:22Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5744203147,56,Center,5744203151,141,22.1,5744203149,140,85.1,5744203153,212,13.8,5744203155,213,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830299,254,1,1,23,10,ajtb177oqwawkdwbqhldmq6mx,1,85.3,22.5,2025-05-22T17:25:22.578Z,2025-05-22T17:25:23Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5744203203,212,8.7,5744203205,213,4.38,5744203223,156,,5744203199,140,82.6,5744203201,141,10.4,5744203197,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830323,255,1,1,23,13,ajtb177oqwawkdwbqhldmq6mx,0,83.2,6.0,2025-05-22T17:25:25.250Z,2025-05-23T14:49:44Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5744203341,140,83.9,5744203347,213,1.30,5744203343,141,9.9,5744203345,212,2.8,5744203335,2,,5744203339,56,Right,5744950093,223,,5744950095,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830335,167,61,1,23,15,bd4qakf7j0wwie8wke9km7uj8,1,13.2,81.2,2025-05-22T17:25:27.318Z,2025-05-22T17:28:08Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5744203441,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830369,168,12,1,23,17,bd4qakf7j0wwie8wke9km7uj8,1,5.5,65.5,2025-05-22T17:25:29.390Z,2025-05-22T17:50:11Z,em0yawcqyqwf53hbj0zlz4duc,A. Halsgaard,,,5744203607,212,29.6,5744203609,213,0.59,5744203601,56,Back,5744203603,140,28.9,5744203605,141,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830409,170,43,1,23,20,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2025-05-22T17:25:32.765Z,2025-05-22T17:25:38Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5744204037,144,1,5744203773,141,74.2,5744203775,212,3.9,5744203769,56,Back,5744203777,213,3.66,5744203771,140,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830415,171,4,1,23,22,bd4qakf7j0wwie8wke9km7uj8,1,20.3,73.0,2025-05-22T17:25:34.830Z,2025-05-22T19:06:23Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5744203935,233,256,5744203859,285,,5744203853,56,Back,5744203857,265,,5744203851,13,,5744203855,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830419,256,4,1,23,22,ajtb177oqwawkdwbqhldmq6mx,0,79.7,27.0,2025-05-22T17:25:34.831Z,2025-05-22T19:06:24Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5744203895,13,,5744203899,152,,5744203903,286,,5744203985,233,171,5744203897,56,Center,5744203901,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830521,172,1,1,23,34,bd4qakf7j0wwie8wke9km7uj8,1,18.1,73.3,2025-05-22T17:25:46.861Z,2025-05-23T14:50:06Z,em0yawcqyqwf53hbj0zlz4duc,A. Halsgaard,,,5744950621,189,,5744204431,5,,5744204437,140,39.1,5744204441,212,22.1,5744204433,152,,5744204439,141,76.0,5744204435,56,Back,5744204443,213,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830541,173,1,1,23,35,bd4qakf7j0wwie8wke9km7uj8,1,39.1,76.0,2025-05-22T17:25:47.805Z,2025-05-22T17:25:50Z,d1qyvtgj16160ufegxkspgb9w,M. Uhd,,,5744204545,212,14.8,5744204543,141,86.8,5744204539,56,Back,5744204541,140,26.9,5744204547,213,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830547,174,1,1,23,37,bd4qakf7j0wwie8wke9km7uj8,1,26.9,86.8,2025-05-22T17:25:49.990Z,2025-05-22T17:25:51Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5744204577,141,76.3,5744204571,155,,5744204573,56,Back,5744204579,212,23.2,5744204575,140,47.9,5744204581,213,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830565,175,1,1,23,39,bd4qakf7j0wwie8wke9km7uj8,1,47.9,76.3,2025-05-22T17:25:51.477Z,2025-05-23T14:50:23Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5744204715,140,39.6,5744204719,212,10.8,5744204713,56,Back,5744950679,156,,5744204717,141,67.0,5744204721,213,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830591,176,1,1,23,43,bd4qakf7j0wwie8wke9km7uj8,1,42.0,66.0,2025-05-22T17:25:55.597Z,2025-05-22T17:26:30Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,1.0,,5744204875,155,,5744204879,140,75.6,5744204887,1,,5744204881,141,10.9,5744205693,210,15,5744204877,56,Right,5744204883,212,51.5,5744204885,213,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830593,177,15,1,23,50,bd4qakf7j0wwie8wke9km7uj8,1,87.4,36.8,2025-05-22T17:26:03.070Z,2025-05-23T14:50:56Z,e0nkqbugb4xkpluu5e42zf2ms,F. Engqvist,,,5744205711,147,38.8,5744205697,29,,5744205707,215,,5744205751,233,257,5744205713,230,98.6,5744204895,56,Center,5744205527,82,,5744205699,55,176,5744205709,146,89.4,5744205705,103,19,5744950925,78,5744205511,20,,5744204891,22,5744204893,63,,5744205715,231,47.8,5744205703,102,,,,,,,,49.4,
2817830595,257,10,1,23,50,ajtb177oqwawkdwbqhldmq6mx,1,11.1,63.2,2025-05-22T17:26:03.170Z,2025-05-22T17:58:17Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5744204903,94,,5744204905,56,Back,5744205771,233,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830607,178,1,1,23,52,bd4qakf7j0wwie8wke9km7uj8,1,85.6,11.0,2025-05-22T17:26:04.693Z,2025-05-22T17:26:07Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5744204957,141,11.9,5744204961,213,3.11,5744204959,212,16.9,5744204953,56,Right,5744204955,140,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830625,179,1,1,23,54,bd4qakf7j0wwie8wke9km7uj8,1,71.3,12.3,2025-05-22T17:26:07.101Z,2025-05-22T17:26:10Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5744205043,212,13.1,5744205045,213,5.93,5744205039,140,83.0,5744205041,141,5.6,5744205037,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830631,180,1,1,23,58,bd4qakf7j0wwie8wke9km7uj8,0,83.0,5.6,2025-05-22T17:26:10.429Z,2025-05-22T17:26:11Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5744205065,140,79.5,5744205071,213,1.98,5744205063,56,Right,5744205069,212,9.3,5744205067,141,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830639,258,8,1,23,59,ajtb177oqwawkdwbqhldmq6mx,1,20.7,90.8,2025-05-22T17:26:12.098Z,2025-05-23T14:52:57Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5744951805,383,,5744205099,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830641,259,1,1,24,0,ajtb177oqwawkdwbqhldmq6mx,0,20.7,90.8,2025-05-22T17:26:12.371Z,2025-05-22T17:26:12Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5744205139,56,Back,5744205145,212,2.2,5744205147,213,2.25,5744205141,140,19.4,5744205143,141,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830653,181,3,1,24,1,bd4qakf7j0wwie8wke9km7uj8,1,80.2,10.8,2025-05-22T17:26:13.491Z,2025-05-23T14:53:06Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5744205207,233,260,5744205201,286,,5744205199,56,Right,5744951869,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830647,260,45,1,24,1,ajtb177oqwawkdwbqhldmq6mx,0,19.8,89.2,2025-05-22T17:26:13.491Z,2025-05-22T19:06:44Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5744205177,285,,5744205215,233,181,5744205175,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830659,182,1,1,24,2,bd4qakf7j0wwie8wke9km7uj8,1,79.4,17.6,2025-05-22T17:26:14.237Z,2025-05-22T17:26:16Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5744205227,56,Center,5744205231,141,31.2,5744205233,212,11.0,5744205229,140,85.1,5744205235,213,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830675,183,1,1,24,3,bd4qakf7j0wwie8wke9km7uj8,1,85.1,31.2,2025-05-22T17:26:15.645Z,2025-05-22T17:26:19Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5744205321,213,0.17,5744205317,141,34.3,5744205315,140,96.7,5744205313,56,Center,5744205319,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830685,184,61,1,24,6,bd4qakf7j0wwie8wke9km7uj8,0,96.8,34.3,2025-05-22T17:26:18.974Z,2025-05-22T17:26:19Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5744205341,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830699,185,5,1,24,7,bd4qakf7j0wwie8wke9km7uj8,0,101.4,37.0,2025-05-22T17:26:19.603Z,2025-05-22T19:09:31Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5744205975,233,261,5744205419,56,Center,5744205421,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830785,261,5,1,24,7,ajtb177oqwawkdwbqhldmq6mx,1,-1.4,63.0,2025-05-22T17:26:19.603Z,2025-05-22T19:09:31Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5744205965,233,185,5744205923,56,Back,5744205925,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830799,262,1,1,24,23,ajtb177oqwawkdwbqhldmq6mx,1,4.5,60.5,2025-05-22T17:26:35.410Z,2025-05-22T17:26:37Z,9213debwtuph6cjborx73sx78,O. Søe,,,5744206051,237,,5744206047,213,4.79,5744206035,56,Back,5744206033,124,,5744206039,140,5.0,5744206043,141,50.4,5744206045,212,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830833,263,1,1,24,24,ajtb177oqwawkdwbqhldmq6mx,1,5.0,50.4,2025-05-22T17:26:36.274Z,2025-05-22T17:26:40Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5744206219,213,0.99,5744206213,140,11.7,5744206217,212,12.8,5744206211,56,Back,5744206215,141,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830853,264,1,1,24,28,ajtb177oqwawkdwbqhldmq6mx,1,24.3,62.4,2025-05-22T17:26:40.482Z,2025-05-22T17:26:43Z,9213debwtuph6cjborx73sx78,O. Søe,,,5744206301,141,79.4,5744206307,1,,5744206297,56,Left,5744206305,213,0.27,5744206295,155,,5744206303,212,43.1,5744206299,140,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
