id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value
2797137113,222,7,1,24,53,f1h34qp5zbfl489q8vnkhiq9s,1,60.9,85.7,2025-04-06T12:25:31.905Z,2025-04-06T14:27:50Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5629956365,56,Left,5630368073,233,216,5629956367,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137237,224,1,1,24,55,f1h34qp5zbfl489q8vnkhiq9s,1,63.6,75.7,2025-04-06T12:25:33.898Z,2025-04-06T12:25:37Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5629956929,212,11.0,5629956925,141,91.5,5629956933,213,1.77,5629956921,140,61.5,5629956917,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137279,225,1,1,24,59,f1h34qp5zbfl489q8vnkhiq9s,1,68.5,92.1,2025-04-06T12:25:37.536Z,2025-04-06T12:25:39Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5629957167,213,3.67,5629957163,141,81.1,5629957161,140,56.4,5629957159,56,Left,5629957165,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137313,226,1,1,25,1,f1h34qp5zbfl489q8vnkhiq9s,1,57.4,79.6,2025-04-06T12:25:39.480Z,2025-04-06T12:25:42Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5629957375,141,54.5,5629957371,56,Back,5629957379,213,3.90,5629957377,212,24.7,5629957373,140,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137363,227,1,1,25,3,f1h34qp5zbfl489q8vnkhiq9s,1,38.8,54.6,2025-04-06T12:25:41.928Z,2025-04-06T13:41:43Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5629957729,213,1.33,5629957727,212,19.4,5629957723,140,43.2,5629957725,141,82.3,5629957721,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137369,228,1,1,25,8,f1h34qp5zbfl489q8vnkhiq9s,0,43.9,84.5,2025-04-06T12:25:47.120Z,2025-04-06T13:41:45Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5629957733,56,Left,5629957737,141,80.3,5629957739,212,9.6,5629957741,213,5.98,5629957735,140,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137413,218,45,1,25,9,b8oqgvx1ijeyn6y1cn6929ix4,0,40.7,28.1,2025-04-06T12:25:48.078Z,2025-04-06T14:04:08Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5629957979,285,,5629957977,56,Back,5630368845,233,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137407,229,3,1,25,9,f1h34qp5zbfl489q8vnkhiq9s,1,59.3,71.9,2025-04-06T12:25:48.078Z,2025-04-06T14:04:07Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5630368801,233,218,5629957949,56,Center,5629957951,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137425,230,61,1,25,14,f1h34qp5zbfl489q8vnkhiq9s,1,55.0,75.6,2025-04-06T12:25:52.515Z,2025-04-06T13:41:54Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5629958055,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137445,231,61,1,25,14,f1h34qp5zbfl489q8vnkhiq9s,0,55.1,75.4,2025-04-06T12:25:53Z,2025-04-06T14:07:19Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5629958127,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137469,223,1,1,25,15,b8oqgvx1ijeyn6y1cn6929ix4,1,38.0,32.4,2025-04-06T12:25:53.871Z,2025-04-06T12:25:55Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5629958207,213,5.41,5629958203,141,14.4,5629958201,140,47.8,5629958205,212,16.0,5629958199,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137491,224,3,1,25,17,b8oqgvx1ijeyn6y1cn6929ix4,1,47.2,16.8,2025-04-06T12:25:55.718Z,2025-04-06T14:04:08Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5630398385,233,232,5629958355,286,,5629958353,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137483,232,45,1,25,17,f1h34qp5zbfl489q8vnkhiq9s,0,52.8,83.2,2025-04-06T12:25:55.718Z,2025-04-06T14:04:09Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5630398607,233,224,5629958299,56,Left,5629958301,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137497,225,4,1,25,19,b8oqgvx1ijeyn6y1cn6929ix4,1,52.8,17.4,2025-04-06T12:25:57.718Z,2025-04-06T14:53:21Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5629958611,233,233,5630794105,295,,5629958403,152,,5629958407,286,,5629958399,56,Right,5629958397,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137507,233,4,1,25,19,f1h34qp5zbfl489q8vnkhiq9s,0,47.2,82.6,2025-04-06T12:25:57.719Z,2025-04-06T14:53:24Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5629958553,152,,5629958557,285,,5629958549,13,,5630794343,295,,5629958649,233,225,5629958551,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137903,226,1,1,25,48,b8oqgvx1ijeyn6y1cn6929ix4,1,55.8,9.4,2025-04-06T12:26:27.054Z,2025-04-06T12:26:28Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5629960911,213,2.09,5629960903,56,Right,5629960899,5,,5629960901,152,,5629960905,140,53.3,5629960907,141,16.1,5629960909,212,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137915,227,1,1,25,49,b8oqgvx1ijeyn6y1cn6929ix4,1,53.3,16.1,2025-04-06T12:26:28.069Z,2025-04-06T12:26:29Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5629960987,56,Back,5629960993,212,20.6,5629960989,140,39.0,5629960995,213,2.39,5629960991,141,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137985,228,1,1,25,51,b8oqgvx1ijeyn6y1cn6929ix4,1,39.0,36.9,2025-04-06T12:26:29.334Z,2025-04-06T12:26:35Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5629961415,140,41.6,5629961421,213,1.45,5629961413,56,Back,5629961417,141,70.9,5629961419,212,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797138041,229,1,1,25,57,b8oqgvx1ijeyn6y1cn6929ix4,0,42.5,89.4,2025-04-06T12:26:35.342Z,2025-04-06T12:54:12Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5630114005,1,,5629961777,141,89.3,5629961773,56,Left,5629961779,212,20.4,5629961781,213,6.28,5630114003,157,,5629961775,140,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797138003,234,44,1,25,57,f1h34qp5zbfl489q8vnkhiq9s,1,36.8,13.4,2025-04-06T12:26:35.527Z,2025-04-06T14:04:16Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5629961529,285,,5629963759,233,230,5629961527,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797138101,230,44,1,25,57,b8oqgvx1ijeyn6y1cn6929ix4,0,63.2,86.6,2025-04-06T12:26:35.528Z,2025-04-06T14:04:16Z,e3546n3qj447qgmizao50zx1w,F. Møller,,,5629962083,286,,5629963823,233,234,5629962081,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797138309,239,1,1,25,57,f1h34qp5zbfl489q8vnkhiq9s,0,32.2,8.5,2025-04-06T12:26:35.566Z,2025-04-06T14:07:24Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5629963265,140,34.3,5629963259,3,,5629963271,213,6.13,5629963263,56,Back,5629963267,141,8.0,5629963269,212,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797138055,236,1,1,26,0,f1h34qp5zbfl489q8vnkhiq9s,1,36.4,15.2,2025-04-06T12:26:39.008Z,2025-04-06T12:26:40Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5629961859,212,3.6,5629961861,213,3.18,5629961853,56,Back,5629961857,141,15.0,5629961855,140,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797138067,237,1,1,26,2,f1h34qp5zbfl489q8vnkhiq9s,0,34.4,16.5,2025-04-06T12:26:40.495Z,2025-04-06T14:15:05Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5629961917,140,35.1,5629961919,141,0.0,5629961923,213,4.77,5629961915,56,Back,5629961921,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797138125,232,61,1,26,2,b8oqgvx1ijeyn6y1cn6929ix4,1,61.9,89.3,2025-04-06T12:26:40.519Z,2025-04-06T14:01:41Z,e3546n3qj447qgmizao50zx1w,F. Møller,,,5629962235,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797138147,233,8,1,26,2,b8oqgvx1ijeyn6y1cn6929ix4,1,65.7,83.8,2025-04-06T12:26:41.046Z,2025-04-06T14:01:44Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5630116095,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797138393,234,5,1,26,3,b8oqgvx1ijeyn6y1cn6929ix4,0,64.3,101.6,2025-04-06T12:26:41.662Z,2025-04-06T14:03:26Z,e3546n3qj447qgmizao50zx1w,F. Møller,,,5629963627,56,Left,5629963629,347,,5630498581,233,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797138081,238,5,1,26,3,f1h34qp5zbfl489q8vnkhiq9s,1,35.7,-1.6,2025-04-06T12:26:41.662Z,2025-04-06T14:03:26Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5630498537,233,234,5629961977,56,Back,5629961979,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797138121,231,43,1,26,4,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-04-06T12:26:43.142Z,2025-04-06T12:26:50Z,e3546n3qj447qgmizao50zx1w,F. Møller,,,5629962217,213,3.14,5629962215,212,0,5629962617,144,1,5629962211,140,61.9,5629962207,3,0,5629962209,56,Left,5629962213,141,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797138515,240,1,1,26,31,f1h34qp5zbfl489q8vnkhiq9s,1,44.0,0.0,2025-04-06T12:27:09.534Z,2025-04-06T12:27:10Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5629964343,1,,5629964333,56,Back,5629964335,140,21.6,5629964341,213,2.68,5629964331,107,,5629964339,212,26.3,5629964337,141,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797138549,241,1,1,26,32,f1h34qp5zbfl489q8vnkhiq9s,1,19.3,14.9,2025-04-06T12:27:10.639Z,2025-04-06T12:27:13Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5629964567,212,23.1,5629964563,140,9.3,5629964569,213,2.04,5629964561,56,Back,5629964565,141,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797138563,242,1,1,26,35,f1h34qp5zbfl489q8vnkhiq9s,1,8.7,46.1,2025-04-06T12:27:13.271Z,2025-04-06T12:27:14Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5629964639,140,22.6,5629964637,56,Back,5629964649,213,6.07,5629964641,141,41.5,5629964645,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797138607,243,1,1,26,36,f1h34qp5zbfl489q8vnkhiq9s,1,23.1,42.5,2025-04-06T12:27:14.471Z,2025-04-06T12:27:16Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5629964889,140,16.0,5629964893,212,19.8,5629964887,56,Back,5629964891,141,15.6,5629964895,213,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797138655,244,1,1,26,38,f1h34qp5zbfl489q8vnkhiq9s,1,15.8,14.6,2025-04-06T12:27:16.632Z,2025-04-06T12:27:19Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5629965181,56,Back,5629965185,141,44.3,5629965187,212,22.5,5629965189,213,2.03,5629965183,140,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797138737,245,1,1,26,42,f1h34qp5zbfl489q8vnkhiq9s,1,6.3,40.1,2025-04-06T12:27:21.070Z,2025-04-06T12:27:25Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5629965613,140,12.1,5629965619,213,1.13,5629965617,212,14.4,5629965615,141,59.3,5629965611,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797138759,246,1,1,26,47,f1h34qp5zbfl489q8vnkhiq9s,1,18.8,61.7,2025-04-06T12:27:25.344Z,2025-04-06T12:27:27Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5629965721,56,Back,5629965725,141,45.1,5629965727,212,18.1,5629965723,140,5.3,5629965729,213,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797138827,247,1,1,26,48,f1h34qp5zbfl489q8vnkhiq9s,1,6.8,44.8,2025-04-06T12:27:27.265Z,2025-04-06T12:27:34Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5629966159,213,4.82,5629966153,140,8.6,5629966157,212,16.9,5629966155,141,20.1,5629966151,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797138857,248,1,1,26,55,f1h34qp5zbfl489q8vnkhiq9s,1,13.6,9.5,2025-04-06T12:27:34.007Z,2025-04-06T12:27:36Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5629966323,155,,5629966331,212,49.0,5629966335,1,,5629966327,140,58.1,5629966329,141,31.2,5629966333,213,0.31,5629966325,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797138877,249,1,1,26,57,f1h34qp5zbfl489q8vnkhiq9s,1,58.0,31.5,2025-04-06T12:27:36.014Z,2025-04-06T12:27:37Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5629966463,213,2.81,5629966455,56,Back,5629966457,140,42.4,5629966461,212,17.3,5629966459,141,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797138917,250,1,1,26,59,f1h34qp5zbfl489q8vnkhiq9s,0,42.9,38.8,2025-04-06T12:27:37.664Z,2025-04-06T13:43:34Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5629966725,213,0.68,5629966711,56,Center,5629966715,140,59.5,5629966721,141,59.7,5629966723,212,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797138953,251,1,1,27,3,f1h34qp5zbfl489q8vnkhiq9s,0,62.7,64.8,2025-04-06T12:27:42.006Z,2025-04-06T12:27:43Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5629967013,286,,5629967009,233,236,5629966939,212,7.1,5629967007,236,,5629966931,140,66.4,5629966935,141,73.5,5629966943,213,0.99,5629966927,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797138959,236,74,1,27,3,b8oqgvx1ijeyn6y1cn6929ix4,1,34.8,38.2,2025-04-06T12:27:42.007Z,2025-04-06T14:04:30Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5629966975,285,,5629967051,233,251,5629966973,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797139025,237,5,1,27,7,b8oqgvx1ijeyn6y1cn6929ix4,0,50.3,-1.7,2025-04-06T12:27:46.006Z,2025-04-06T14:03:27Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5629967437,233,252,5629967207,56,Right,5629967209,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797139063,252,5,1,27,7,f1h34qp5zbfl489q8vnkhiq9s,1,49.7,101.7,2025-04-06T12:27:46.006Z,2025-04-06T14:03:26Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5629967385,56,Back,5629967401,233,237,5629967387,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797139113,253,1,1,27,11,f1h34qp5zbfl489q8vnkhiq9s,1,50.1,100.0,2025-04-06T12:27:49.485Z,2025-04-06T12:27:53Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5629967625,140,39.9,5629967621,107,,5629967629,212,18.6,5629967623,56,Back,5629967627,141,79.3,5629967631,213,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797139133,254,1,1,27,14,f1h34qp5zbfl489q8vnkhiq9s,1,40.0,79.4,2025-04-06T12:27:53.253Z,2025-04-06T12:27:56Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5629967755,141,46.1,5629967751,56,Back,5629967761,213,4.27,5629967753,140,29.9,5629967757,212,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797139155,255,1,1,27,17,f1h34qp5zbfl489q8vnkhiq9s,1,30.3,48.8,2025-04-06T12:27:56.053Z,2025-04-06T12:27:58Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5629967897,212,18.4,5629967899,213,1.36,5629967891,56,Back,5629967895,141,75.3,5629967893,140,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797139201,256,1,1,27,19,f1h34qp5zbfl489q8vnkhiq9s,1,33.8,74.2,2025-04-06T12:27:58.246Z,2025-04-06T12:28:01Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5629968159,141,84.8,5629968157,140,50.1,5629968161,212,18.6,5629968153,56,Left,5629968163,213,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797139243,257,1,1,27,23,f1h34qp5zbfl489q8vnkhiq9s,1,48.1,87.4,2025-04-06T12:28:01.295Z,2025-04-06T12:28:04Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5629968389,56,Back,5629968393,141,75.1,5629968397,213,3.70,5629968391,140,35.4,5629968395,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797139295,258,1,1,27,26,f1h34qp5zbfl489q8vnkhiq9s,1,35.6,74.7,2025-04-06T12:28:04.366Z,2025-04-06T12:28:07Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5629968685,213,5.22,5629968681,141,55.5,5629968679,140,42.5,5629968677,56,Back,5629968683,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797139355,259,1,1,27,29,f1h34qp5zbfl489q8vnkhiq9s,1,40.7,65.7,2025-04-06T12:28:07.501Z,2025-04-06T12:28:11Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5629969067,140,31.3,5629969069,141,71.8,5629969073,213,2.74,5629969065,56,Back,5629969071,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797139393,260,1,1,27,33,f1h34qp5zbfl489q8vnkhiq9s,1,30.9,72.9,2025-04-06T12:28:11.710Z,2025-04-06T12:28:14Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5629969305,212,23.6,5629969299,141,40.9,5629969289,56,Back,5629969307,213,4.31,5629969291,140,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797139459,261,1,1,27,35,f1h34qp5zbfl489q8vnkhiq9s,1,22.6,41.2,2025-04-06T12:28:13.885Z,2025-04-06T12:28:17Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5629969685,56,Back,5629969691,212,22.9,5629969687,140,27.7,5629969689,141,8.5,5629969693,213,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797139515,262,1,1,27,39,f1h34qp5zbfl489q8vnkhiq9s,1,29.3,13.5,2025-04-06T12:28:17.767Z,2025-04-06T12:28:22Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5629969989,141,28.9,5629970009,213,1.32,5629969979,56,Back,5629969985,140,31.9,5629969991,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797139581,263,1,1,27,43,f1h34qp5zbfl489q8vnkhiq9s,1,37.4,28.8,2025-04-06T12:28:21.806Z,2025-04-06T12:28:26Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5629970363,213,5.89,5629970355,56,Right,5629970361,212,34.1,5629970357,140,67.3,5629970365,1,,5629970359,141,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797139619,264,1,1,27,48,f1h34qp5zbfl489q8vnkhiq9s,1,66.7,8.6,2025-04-06T12:28:26.469Z,2025-04-06T12:28:28Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5629970541,212,13.3,5629970535,56,Center,5629970537,140,68.9,5629970543,213,1.40,5629970539,141,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797139649,265,1,1,27,50,f1h34qp5zbfl489q8vnkhiq9s,1,68.8,26.2,2025-04-06T12:28:28.301Z,2025-04-06T12:31:47Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5629970683,141,29.7,5629970687,213,0.11,5629970679,56,Center,5629970681,140,89.3,5629970685,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797139657,266,61,1,27,50,f1h34qp5zbfl489q8vnkhiq9s,0,89.3,29.7,2025-04-06T12:28:29.019Z,2025-04-06T14:07:56Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5629970731,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797139751,238,12,1,27,51,b8oqgvx1ijeyn6y1cn6929ix4,1,9.7,53.6,2025-04-06T12:28:29.453Z,2025-04-06T12:28:37Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5629971219,141,27.7,5629971223,213,5.51,5629971217,140,27.0,5629971215,56,Back,5629971221,212,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797139755,267,15,1,27,55,f1h34qp5zbfl489q8vnkhiq9s,1,76.4,69.6,2025-04-06T12:28:33.332Z,2025-04-06T12:31:09Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5629981863,231,49.8,5629981853,215,,5629981843,76,,5629981851,103,19,5629981349,72,,5629981861,230,98.9,5629971227,18,,5629971229,56,Center,5629981353,82,5629971225,22,,5629981893,233,239,5629981855,458,5629981857,146,89.0,5629981859,147,5629981847,102,52.5,,,,,60.5,,,,
2797139759,239,10,1,27,55,b8oqgvx1ijeyn6y1cn6929ix4,1,11.0,39.5,2025-04-06T12:28:33.432Z,2025-04-06T12:31:09Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5629981913,233,267,5629971251,56,Back,5629971249,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797139779,240,6,1,28,0,b8oqgvx1ijeyn6y1cn6929ix4,0,8.4,35.7,2025-04-06T12:28:38.509Z,2025-04-06T14:04:04Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5629971445,73,,5629973007,233,269,5629971443,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797140033,269,6,1,28,0,f1h34qp5zbfl489q8vnkhiq9s,1,91.6,64.3,2025-04-06T12:28:38.509Z,2025-04-06T14:04:03Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5629972777,56,Center,5629972779,75,,5629972969,233,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797139913,268,43,1,28,11,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-04-06T12:28:50.196Z,2025-04-06T12:28:58Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5629972563,144,6,5629972009,73,0,5629972007,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797140207,270,1,1,28,33,f1h34qp5zbfl489q8vnkhiq9s,0,99.5,0.5,2025-04-06T12:29:12.212Z,2025-04-06T12:29:14Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5629973697,212,29.2,5629973683,2,,5629973699,213,1.97,5629973691,56,Center,5629973695,141,40.0,5629973689,224,,5629973693,140,88.6,5629973687,155,,5629973685,6,,,,,,,,,,,,,,,,,,,,,,,,,
2797140365,241,12,1,28,37,b8oqgvx1ijeyn6y1cn6929ix4,1,12.2,60.0,2025-04-06T12:29:15.901Z,2025-04-06T12:29:27Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5629974567,140,47.3,5629974573,213,0.19,5629974569,141,70.2,5629974571,212,37.5,5629974565,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797140371,271,1,1,28,40,f1h34qp5zbfl489q8vnkhiq9s,1,51.6,31.5,2025-04-06T12:29:19.012Z,2025-04-06T12:29:27Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5629974613,141,47.3,5629974617,213,2.77,5629974609,56,Back,5629974615,212,29.6,5629974611,140,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797140385,272,1,1,28,47,f1h34qp5zbfl489q8vnkhiq9s,0,26.3,48.7,2025-04-06T12:29:26.141Z,2025-04-06T14:07:52Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5629974673,212,50.1,5629974667,56,Center,5629974669,140,71.4,5629974677,1,,5629974675,213,0.33,5629974671,141,72.7,5629974665,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
