id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2780130001,164,1,1,16,21,6wwwud48qahpwrfxs20334qk5,1,12.8,11.9,2025-02-23T14:17:01.684Z,2025-02-23T14:17:07Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5536711233,213,0.88,5536711231,212,20.6,5536711229,141,35.3,5536711227,140,25.3,5536711225,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780130079,165,1,1,16,26,6wwwud48qahpwrfxs20334qk5,1,30.4,42.1,2025-02-23T14:17:07.083Z,2025-02-23T14:17:10Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5536711617,213,0.94,5536711615,212,12.1,5536711611,140,37.2,5536711613,141,56.4,5536711609,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780130157,166,1,1,16,30,6wwwud48qahpwrfxs20334qk5,1,42.1,68.0,2025-02-23T14:17:10.691Z,2025-02-23T14:17:14Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5536712013,212,8.6,5536712007,56,Back,5536712009,140,37.2,5536712011,141,57.8,5536712015,213,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780130227,167,1,1,16,33,6wwwud48qahpwrfxs20334qk5,1,45.2,50.3,2025-02-23T14:17:14.251Z,2025-02-23T14:17:18Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5536712391,140,60.3,5536712393,141,7.1,5536712395,212,33.4,5536712389,56,Right,5536712399,1,,5536712397,213,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780130295,168,1,1,16,37,6wwwud48qahpwrfxs20334qk5,1,53.9,19.1,2025-02-23T14:17:18.076Z,2025-02-23T14:17:22Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5536712865,141,29.8,5536712861,140,33.0,5536712869,213,2.82,5536712867,212,23.1,5536712857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780130331,169,1,1,16,42,6wwwud48qahpwrfxs20334qk5,1,28.3,35.0,2025-02-23T14:17:22.363Z,2025-02-23T14:17:23Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5536713011,56,Back,5536713015,140,22.6,5536713019,212,26.1,5536713017,141,72.3,5536713021,213,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780130385,170,1,1,16,43,6wwwud48qahpwrfxs20334qk5,1,22.6,72.3,2025-02-23T14:17:23.644Z,2025-02-23T14:17:26Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5536713333,213,4.10,5536713325,56,Back,5536713329,141,48.1,5536713331,212,20.1,5536713327,140,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780130443,171,1,1,16,45,6wwwud48qahpwrfxs20334qk5,1,11.7,51.3,2025-02-23T14:17:26.267Z,2025-02-23T14:17:29Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5536713645,56,Back,5536713651,212,17.4,5536713649,141,56.9,5536713647,140,27.9,5536713653,213,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780130543,172,1,1,16,49,6wwwud48qahpwrfxs20334qk5,1,29.5,61.4,2025-02-23T14:17:29.332Z,2025-02-23T14:19:00Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5536714221,141,88.8,5536714225,213,1.06,5536714217,56,Back,5536714219,140,39.5,5536714223,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780130559,173,61,1,16,50,6wwwud48qahpwrfxs20334qk5,0,39.5,88.8,2025-02-23T14:17:30.748Z,2025-02-23T14:17:52Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5536714277,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780130565,139,1,1,16,54,8cfkisxf1fkxdqtt6tx1tup48,0,58.1,13.1,2025-02-23T14:17:35.251Z,2025-02-23T14:17:36Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5536714331,141,13.1,5536714389,233,174,5536714387,236,,5536714333,212,4.9,5536714393,286,,5536714327,56,Right,5536714329,140,62.8,5536714335,213,0.00,5536714325,157,,5536714337,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2780130573,174,74,1,16,54,6wwwud48qahpwrfxs20334qk5,1,39.9,88.8,2025-02-23T14:17:35.252Z,2025-02-23T15:00:14Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5536714421,233,139,5536714367,56,Back,5536714369,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780130607,140,1,1,16,56,8cfkisxf1fkxdqtt6tx1tup48,0,39.9,23.1,2025-02-23T14:17:37.098Z,2025-02-23T14:17:37Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5536714571,140,60.6,5536714573,141,0.0,5536714581,1,,5536714575,212,27.6,5536714579,213,5.62,5536714569,56,Right,5536714567,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780130621,141,5,1,16,57,8cfkisxf1fkxdqtt6tx1tup48,0,64.8,-1.8,2025-02-23T14:17:37.472Z,2025-02-23T16:13:36Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5536714613,56,Right,5536718483,233,175,5536714617,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780130775,175,5,1,16,57,6wwwud48qahpwrfxs20334qk5,1,35.2,101.8,2025-02-23T14:17:37.472Z,2025-02-23T16:13:36Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5536718475,233,141,5536715597,56,Back,5536715599,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780130863,176,1,1,17,7,6wwwud48qahpwrfxs20334qk5,1,34.0,100.0,2025-02-23T14:17:47.587Z,2025-02-23T14:17:51Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5536716065,107,,5536716069,56,Back,5536716077,213,3.73,5536716075,212,14.4,5536716073,141,89.3,5536716071,140,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780131043,177,1,1,17,13,6wwwud48qahpwrfxs20334qk5,1,19.2,84.5,2025-02-23T14:17:53.644Z,2025-02-23T14:18:00Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5536717111,140,10.3,5536717113,141,54.6,5536717109,56,Back,5536717117,213,4.28,5536717115,212,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780131109,178,1,1,17,19,6wwwud48qahpwrfxs20334qk5,1,13.1,58.4,2025-02-23T14:18:00.245Z,2025-02-23T14:18:03Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5536717461,140,29.1,5536717463,141,52.1,5536717465,212,17.3,5536717467,213,6.03,5536717457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780131161,179,1,1,17,23,6wwwud48qahpwrfxs20334qk5,1,25.5,63.0,2025-02-23T14:18:03.708Z,2025-02-23T14:18:06Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5536717715,213,2.82,5536717711,141,69.6,5536717709,140,12.5,5536717713,212,14.4,5536717707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780131225,180,1,1,17,26,6wwwud48qahpwrfxs20334qk5,0,14.3,67.7,2025-02-23T14:18:06.612Z,2025-02-23T14:18:11Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5536718101,157,,5536718103,56,Left,5536718105,140,69.0,5536718107,141,100.0,5536718109,212,61.8,5536718113,1,,5536718111,213,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780131275,142,5,1,17,29,8cfkisxf1fkxdqtt6tx1tup48,1,30.6,-1.2,2025-02-23T14:18:09.986Z,2025-02-23T16:13:37Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5536718411,56,Back,5536718479,233,181,5536718413,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780131233,181,5,1,17,29,6wwwud48qahpwrfxs20334qk5,0,69.4,101.2,2025-02-23T14:18:09.986Z,2025-02-23T16:13:37Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5536718135,347,,5536718133,56,Left,5536718501,233,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780131311,143,1,1,17,34,8cfkisxf1fkxdqtt6tx1tup48,1,34.7,0.0,2025-02-23T14:18:14.762Z,2025-02-23T14:18:18Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5536718649,213,2.31,5536718647,212,30.6,5536718651,1,,5536718645,141,32.1,5536718639,107,,5536718641,56,Back,5536718643,140,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780131345,144,1,1,17,37,8cfkisxf1fkxdqtt6tx1tup48,1,15.7,34.5,2025-02-23T14:18:17.921Z,2025-02-23T14:18:20Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5536718879,141,65.7,5536718877,140,19.3,5536718883,213,1.39,5536718875,56,Back,5536718881,212,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780131409,145,1,1,17,40,8cfkisxf1fkxdqtt6tx1tup48,1,20.6,67.6,2025-02-23T14:18:20.305Z,2025-02-23T14:18:24Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5536719203,213,0.94,5536719199,212,16.5,5536719187,56,Back,5536719195,141,87.2,5536719191,140,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780131437,146,1,1,17,44,8cfkisxf1fkxdqtt6tx1tup48,1,34.6,93.9,2025-02-23T14:18:24.298Z,2025-02-23T14:18:25Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5536719333,141,79.9,5536719335,212,30.7,5536719329,140,62.4,5536719327,56,Left,5536719337,213,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780131449,147,1,1,17,45,8cfkisxf1fkxdqtt6tx1tup48,1,62.4,79.9,2025-02-23T14:18:25.386Z,2025-02-23T14:18:26Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5536719417,213,2.31,5536719415,212,10.0,5536719411,140,56.0,5536719413,141,90.8,5536719405,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780131487,148,1,1,17,46,8cfkisxf1fkxdqtt6tx1tup48,1,56.0,90.8,2025-02-23T14:18:26.457Z,2025-02-23T14:18:28Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5536719625,141,86.5,5536719627,212,22.1,5536719629,213,6.15,5536719623,140,76.9,5536719621,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780131493,149,61,1,17,48,8cfkisxf1fkxdqtt6tx1tup48,0,77.1,86.5,2025-02-23T14:18:28.554Z,2025-02-23T14:18:29Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5536719665,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780131559,183,1,1,17,50,6wwwud48qahpwrfxs20334qk5,1,7.3,8.9,2025-02-23T14:18:31.195Z,2025-02-23T14:18:32Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5536719979,213,1.96,5536719977,212,12.0,5536719975,141,25.3,5536719973,140,3.0,5536719971,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780131619,184,1,1,17,52,6wwwud48qahpwrfxs20334qk5,0,3.9,23.6,2025-02-23T14:18:32.772Z,2025-02-23T14:18:37Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5536720249,141,20.8,5536720239,56,Back,5536720237,157,,5536720253,212,45.3,5536720259,213,6.24,5536720267,1,,5536720243,140,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780131617,150,44,1,17,54,8cfkisxf1fkxdqtt6tx1tup48,1,58.7,76.0,2025-02-23T14:18:35.250Z,2025-02-23T16:14:05Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5536720233,56,Center,5536720235,286,,5536720359,233,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780131625,185,44,1,17,54,6wwwud48qahpwrfxs20334qk5,0,41.3,24.0,2025-02-23T14:18:35.251Z,2025-02-23T16:14:06Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5536720275,285,,5536720433,233,150,5536720273,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780131631,151,1,1,17,55,8cfkisxf1fkxdqtt6tx1tup48,0,68.1,70.9,2025-02-23T14:18:35.787Z,2025-02-23T14:18:36Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5536720305,56,Center,5536720313,212,15.0,5536720309,140,81.7,5536720311,141,64.0,5536720315,213,5.97,5536720303,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780131711,186,12,1,17,58,6wwwud48qahpwrfxs20334qk5,1,28.1,48.3,2025-02-23T14:18:38.660Z,2025-02-23T14:56:26Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5536720773,213,5.48,5536720765,56,Back,5536720769,141,32.1,5536720767,140,38.3,5536720771,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780131755,187,1,1,18,0,6wwwud48qahpwrfxs20334qk5,1,35.0,22.0,2025-02-23T14:18:41.140Z,2025-02-23T14:18:44Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5536720943,3,,5536720949,141,16.6,5536720947,140,27.6,5536720945,56,Back,5536720951,212,8.6,5536720953,213,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780131761,188,1,1,18,1,6wwwud48qahpwrfxs20334qk5,0,29.7,15.5,2025-02-23T14:18:42.173Z,2025-02-23T14:56:41Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5536720981,212,31.3,5536936341,155,,5536720975,56,Center,5536720983,213,0.34,5536720979,141,30.8,5536720977,140,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780131935,152,1,1,18,12,8cfkisxf1fkxdqtt6tx1tup48,1,34.0,68.8,2025-02-23T14:18:52.794Z,2025-02-23T14:18:54Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5536721939,213,4.72,5536721937,212,25.0,5536721935,141,32.1,5536721931,56,Back,5536721933,140,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780132127,153,1,1,18,13,8cfkisxf1fkxdqtt6tx1tup48,1,34.2,32.1,2025-02-23T14:18:54.233Z,2025-02-23T14:19:05Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5536722925,56,Back,5536722927,140,20.6,5536722931,141,53.3,5536722935,213,2.35,5536722933,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780132187,154,1,1,18,24,8cfkisxf1fkxdqtt6tx1tup48,0,24.4,54.9,2025-02-23T14:19:05.178Z,2025-02-23T14:19:08Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5536723263,212,63.0,5536723261,141,0.0,5536723265,213,5.63,5536723255,157,,5536723259,140,72.1,5536723267,1,,5536723257,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780132195,155,5,1,18,27,8cfkisxf1fkxdqtt6tx1tup48,0,70.4,-1.4,2025-02-23T14:19:07.808Z,2025-02-23T16:13:38Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5536724077,233,189,5536723277,56,Right,5536723279,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780132357,189,5,1,18,27,6wwwud48qahpwrfxs20334qk5,1,29.6,101.4,2025-02-23T14:19:07.808Z,2025-02-23T16:13:38Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5536724009,56,Back,5536724011,347,,5536724051,233,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780132575,190,1,1,18,35,6wwwud48qahpwrfxs20334qk5,1,32.9,100.0,2025-02-23T14:19:15.373Z,2025-02-23T14:19:26Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5536725101,107,,5536725121,213,3.88,5536725117,212,13.3,5536725105,56,Back,5536725113,141,88.1,5536725109,140,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780132691,191,1,1,18,46,6wwwud48qahpwrfxs20334qk5,1,24.7,72.8,2025-02-23T14:19:26.676Z,2025-02-23T14:19:32Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5536725575,212,6.8,5536725577,213,1.57,5536725569,56,Back,5536725571,140,24.7,5536725573,141,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780132741,192,1,1,18,51,6wwwud48qahpwrfxs20334qk5,1,30.7,50.0,2025-02-23T14:19:32.173Z,2025-02-23T14:19:35Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5536725883,56,Back,5536725885,140,25.7,5536725891,213,4.38,5536725887,141,27.8,5536725889,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780132807,193,1,1,18,55,6wwwud48qahpwrfxs20334qk5,1,25.1,28.7,2025-02-23T14:19:35.693Z,2025-02-23T14:19:39Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5536726209,141,44.8,5536726213,213,2.35,5536726207,140,14.9,5536726205,56,Back,5536726211,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780132847,194,1,1,18,58,6wwwud48qahpwrfxs20334qk5,1,14.5,47.6,2025-02-23T14:19:39.246Z,2025-02-23T14:19:41Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5536726421,141,58.8,5536726425,213,0.57,5536726419,140,25.7,5536726417,56,Back,5536726423,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780132927,195,1,1,19,3,6wwwud48qahpwrfxs20334qk5,0,27.9,59.4,2025-02-23T14:19:43.637Z,2025-02-23T14:19:46Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5536726861,212,40.0,5536726851,155,,5536726863,213,6.20,5536726859,141,54.8,5536726857,140,65.9,5536726865,1,,5536726855,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780132951,156,1,1,19,6,8cfkisxf1fkxdqtt6tx1tup48,1,37.7,28.8,2025-02-23T14:19:46.602Z,2025-02-23T14:19:47Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5536726983,56,Back,5536726987,141,56.9,5536726989,212,19.3,5536726991,213,1.71,5536726985,140,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780133027,158,1,1,19,9,8cfkisxf1fkxdqtt6tx1tup48,1,35.1,57.2,2025-02-23T14:19:49.418Z,2025-02-23T14:19:50Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5536727439,1,,5536727437,213,6.05,5536727435,212,37.2,5536727427,155,,5536727429,56,Center,5536727433,141,44.8,5536727431,140,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780133037,159,1,1,19,10,8cfkisxf1fkxdqtt6tx1tup48,1,69.7,44.8,2025-02-23T14:19:50.802Z,2025-02-23T14:19:51Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5536727473,141,35.7,5536727471,140,73.7,5536727469,56,Center,5536727475,212,7.5,5536727477,213,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780133055,160,1,1,19,11,8cfkisxf1fkxdqtt6tx1tup48,0,73.7,35.7,2025-02-23T14:19:51.626Z,2025-02-23T14:19:52Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5536727579,141,50.0,5536727577,140,82.3,5536727575,56,Center,5536727583,213,0.82,5536727581,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780133125,196,12,1,19,15,6wwwud48qahpwrfxs20334qk5,1,26.1,43.1,2025-02-23T14:19:55.437Z,2025-02-23T14:20:02Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5536727897,56,Back,5536727899,140,27.5,5536727903,212,3.5,5536727901,141,38.5,5536727905,213,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780133129,161,13,1,19,17,8cfkisxf1fkxdqtt6tx1tup48,1,86.4,60.7,2025-02-23T14:19:57.498Z,2025-02-23T16:55:41Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5536735703,214,,5536728409,84,,5536728413,103,23.6,5536728411,102,43.7,5536728415,458,,5536728417,230,94.1,5536728419,231,55.4,5536727911,56,Center,5536728133,72,,5536727907,22,5536727909,17,,,,,,,,,,,,,,,,,,,,,,,,
2780133169,162,5,1,19,17,8cfkisxf1fkxdqtt6tx1tup48,0,101.4,42.2,2025-02-23T14:19:57.973Z,2025-02-23T16:13:39Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5536728123,346,,5536728203,233,197,5536728121,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780133171,197,5,1,19,17,6wwwud48qahpwrfxs20334qk5,1,-1.4,57.8,2025-02-23T14:19:57.973Z,2025-02-23T14:20:04Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5536728129,56,Back,5536728131,346,,5536728157,233,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780133607,198,1,1,19,41,6wwwud48qahpwrfxs20334qk5,1,2.7,40.7,2025-02-23T14:20:22.173Z,2025-02-23T14:20:24Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5536730505,213,1.32,5536730493,124,,5536730513,237,,5536730499,141,54.5,5536730497,140,5.0,5536730495,56,Back,5536730501,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780133665,199,1,1,19,44,6wwwud48qahpwrfxs20334qk5,1,10.9,52.2,2025-02-23T14:20:24.517Z,2025-02-23T14:20:27Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5536730837,213,5.75,5536730829,56,Back,5536730835,212,15.3,5536730831,140,23.4,5536730833,141,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780133693,200,1,1,19,47,6wwwud48qahpwrfxs20334qk5,1,24.8,35.9,2025-02-23T14:20:27.566Z,2025-02-23T14:20:29Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5536730995,56,Back,5536731001,212,16.3,5536730997,140,9.6,5536730999,141,31.3,5536731003,213,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780133725,201,1,1,19,48,6wwwud48qahpwrfxs20334qk5,1,9.6,31.3,2025-02-23T14:20:29.055Z,2025-02-23T14:20:30Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5536731163,56,Back,5536731171,213,1.99,5536731165,140,4.5,5536731167,141,49.0,5536731169,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780133831,202,1,1,19,50,6wwwud48qahpwrfxs20334qk5,1,4.5,49.0,2025-02-23T14:20:30.397Z,2025-02-23T14:20:38Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5536731731,141,26.2,5536731729,140,5.6,5536731727,56,Back,5536731735,213,4.79,5536731733,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780133901,203,1,1,19,58,6wwwud48qahpwrfxs20334qk5,1,25.5,12.1,2025-02-23T14:20:38.293Z,2025-02-23T14:20:43Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5536732135,140,70.3,5536732129,157,,5536732139,141,93.2,5536732145,213,0.86,5536732147,1,,5536732143,212,72.5,5536732133,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780134523,204,1,1,20,3,6wwwud48qahpwrfxs20334qk5,1,76.1,73.4,2025-02-23T14:20:43.757Z,2025-02-23T14:21:39Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,1.0,,5536737639,210,16,5536735537,213,5.58,5536735529,56,Center,5536735535,212,22.1,5536735533,141,52.5,5536737641,154,,5536737643,22,,5536735531,140,92.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780134527,205,16,1,20,6,6wwwud48qahpwrfxs20334qk5,1,95.0,58.3,2025-02-23T14:20:46.582Z,2025-02-23T16:54:46Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5536737737,214,,5536737739,230,100,5536737725,29,,5536737735,103,2.5,5536737727,154,,5536737729,55,204,5536737741,231,50.7,5536737277,375,20:05.831,5537566433,76,,5536737273,374,5536737733,102,2025-02-23 14:20:46.120,51.9,5536737269,61,5536737267,72,5536735565,22,5536735569,56,Center,,,,,,,,,,,,,
2780134887,163,1,1,20,53,8cfkisxf1fkxdqtt6tx1tup48,1,49.7,49.6,2025-02-23T14:21:34.043Z,2025-02-23T14:22:36Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5536737451,56,Back,5536743091,189,,5536737453,140,33.2,5536737457,212,21.7,5536737459,213,2.50,5536737455,141,68.7,5536742697,279,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
