id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/14/value,qualifier/8/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2782044485,123,1,1,12,26,b8oqgvx1ijeyn6y1cn6929ix4,0,19.0,71.2,2025-03-01T13:12:40.443Z,2025-03-01T13:12:43Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5547288671,212,41.0,5547288667,141,47.3,5547288663,140,54.9,5547288679,1,,5547288659,56,Center,5547288655,157,,5547288675,213,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782044559,105,1,1,12,30,ajtb177oqwawkdwbqhldmq6mx,1,44.4,53.0,2025-03-01T13:12:44.439Z,2025-03-01T14:03:25Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5547289035,213,3.56,5547289027,56,Back,5547289029,140,21.4,5547289033,212,26.4,5547289031,141,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782044609,106,1,1,12,32,ajtb177oqwawkdwbqhldmq6mx,1,21.4,36.6,2025-03-01T13:12:46.735Z,2025-03-01T14:03:26Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5547289279,56,Back,5547289281,140,28.4,5547289285,212,12.2,5547289283,141,22.2,5547289287,213,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782044615,107,61,1,12,35,ajtb177oqwawkdwbqhldmq6mx,0,27.9,22.2,2025-03-01T13:12:49.359Z,2025-03-01T14:03:28Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5547289331,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782094081,402,83,1,12,36,ajtb177oqwawkdwbqhldmq6mx,0,31.8,17.0,2025-03-01T13:12:49.957Z,2025-03-01T13:59:29Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5547551881,399,e3546n3qj447qgmizao50zx1w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782044709,124,1,1,12,38,b8oqgvx1ijeyn6y1cn6929ix4,1,65.6,85.9,2025-03-01T13:12:52.026Z,2025-03-01T13:12:55Z,e3546n3qj447qgmizao50zx1w,F. Møller,,,5547289847,140,63.3,5547289849,141,80.6,5547289853,213,4.12,5547289845,56,Left,5547289851,212,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782044745,126,1,1,12,41,b8oqgvx1ijeyn6y1cn6929ix4,1,63.5,80.3,2025-03-01T13:12:55.363Z,2025-03-01T14:04:32Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5547290021,140,91.3,5547290027,213,0.14,5547290023,141,86.3,5547290017,155,,5547290019,56,Left,5547290025,212,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782044799,127,1,1,12,44,b8oqgvx1ijeyn6y1cn6929ix4,0,93.4,81.7,2025-03-01T13:12:58.650Z,2025-03-01T13:12:59Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5547290391,236,,5547290345,212,4.4,5547290335,2,,5547290347,213,4.57,5547290337,155,,5547290339,56,Center,5547290343,141,75.3,5547290393,233,108,5547290397,286,5547290341,140,92.8,,,,,,,,,,,,,,,,,,,,,,,,,
2782044793,108,12,1,12,44,ajtb177oqwawkdwbqhldmq6mx,1,5.6,27.6,2025-03-01T13:12:58.750Z,2025-03-01T13:13:00Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5547290405,233,127,5547290307,185,,5547290309,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782044999,128,1,1,12,48,b8oqgvx1ijeyn6y1cn6929ix4,1,87.8,92.4,2025-03-01T13:13:02.706Z,2025-03-01T13:13:21Z,e3546n3qj447qgmizao50zx1w,F. Møller,1.0,,5547291337,140,92.6,5547291339,141,46.6,5547291333,155,,5547291343,213,4.87,5547292891,210,15,5547291335,56,Center,5547291341,212,31.5,5547291331,2,,5547292893,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782045001,129,15,1,12,52,b8oqgvx1ijeyn6y1cn6929ix4,1,92.5,45.9,2025-03-01T13:13:06.386Z,2025-03-01T15:25:54Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5547292005,328,,5547292973,146,99.8,5547292959,29,,5548186633,214,,5547291351,17,,5547292967,102,48.9,5547292963,55,128,5547292001,15,,5547292961,154,5547292957,78,,5547292975,147,49.6,5547292969,103,10.1,5547292995,233,5547291353,56,Center,5547291349,22,,,,109,,,,,,,,
2782044977,109,10,1,12,52,ajtb177oqwawkdwbqhldmq6mx,1,1.1,49.6,2025-03-01T13:13:06.486Z,2025-03-01T13:13:22Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5547291259,182,,5547291261,56,Back,5547293031,233,129,5547291507,177,,5547291509,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782045363,112,1,1,13,8,ajtb177oqwawkdwbqhldmq6mx,1,12.6,46.9,2025-03-01T13:13:22.662Z,2025-03-01T13:13:24Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5547293295,140,26.6,5547293297,141,52.4,5547293299,212,15.2,5547293301,213,0.25,5547293293,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782045473,113,1,1,13,10,ajtb177oqwawkdwbqhldmq6mx,1,26.1,51.8,2025-03-01T13:13:24.038Z,2025-03-01T13:13:29Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5547293883,141,14.1,5547293887,213,4.33,5547293885,212,27.7,5547293881,140,16.2,5547293879,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782045495,114,1,1,13,15,ajtb177oqwawkdwbqhldmq6mx,1,16.2,14.1,2025-03-01T13:13:28.967Z,2025-03-01T13:13:30Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5547294021,212,41.5,5547294025,1,,5547294015,56,Center,5547294019,141,34.5,5547294023,213,0.34,5547294017,140,53.4,5547294013,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782045503,115,44,1,13,16,ajtb177oqwawkdwbqhldmq6mx,1,51.7,30.6,2025-03-01T13:13:30.423Z,2025-03-01T15:13:26Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5547294077,286,,5547294075,56,Center,5547294227,233,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782045523,130,44,1,13,16,b8oqgvx1ijeyn6y1cn6929ix4,0,48.3,69.4,2025-03-01T13:13:30.424Z,2025-03-01T15:13:27Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5547294245,233,115,5547294201,56,Back,5547294203,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782045515,116,1,1,13,16,ajtb177oqwawkdwbqhldmq6mx,0,53.4,34.5,2025-03-01T13:13:30.655Z,2025-03-01T13:13:31Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5547294141,56,Center,5547294151,213,0.40,5547294145,141,42.2,5547294143,140,65.1,5547294149,212,13.4,5547294139,168,,5547294137,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782045559,117,61,1,13,18,ajtb177oqwawkdwbqhldmq6mx,1,63.9,41.9,2025-03-01T13:13:32.288Z,2025-03-01T13:58:24Z,x3ad9hfxts6jpfugy3kvq9d5,C. Björk,,,5547294351,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782045551,131,1,1,13,18,b8oqgvx1ijeyn6y1cn6929ix4,1,40.2,73.2,2025-03-01T13:13:32.466Z,2025-03-01T14:05:33Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5547294315,213,6.07,5547294307,56,Back,5547294311,141,71.4,5547294309,140,45.6,5547294313,212,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782045641,132,61,1,13,23,b8oqgvx1ijeyn6y1cn6929ix4,1,56.8,49.3,2025-03-01T13:13:37.139Z,2025-03-01T13:13:37Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5547294771,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782045691,134,1,1,13,24,b8oqgvx1ijeyn6y1cn6929ix4,1,54.6,57.2,2025-03-01T13:13:38.305Z,2025-03-01T14:05:46Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5547295003,213,4.44,5547294995,56,Center,5547295001,212,7.1,5547294997,140,52.8,5547294999,141,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782045719,135,1,1,13,25,b8oqgvx1ijeyn6y1cn6929ix4,1,52.8,47.2,2025-03-01T13:13:39.049Z,2025-03-01T14:05:48Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5547295165,213,1.21,5547295161,141,77.0,5547295159,140,60.0,5547295163,212,21.6,5547295157,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782045797,136,1,1,13,28,b8oqgvx1ijeyn6y1cn6929ix4,1,72.7,81.4,2025-03-01T13:13:42.098Z,2025-03-01T13:13:45Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5547295543,213,0.65,5547295537,140,82.3,5547295539,141,92.7,5547295535,56,Left,5547295541,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782045843,137,1,1,13,30,b8oqgvx1ijeyn6y1cn6929ix4,1,88.4,88.6,2025-03-01T13:13:44.906Z,2025-03-01T13:13:47Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5547295801,141,70.0,5547295809,213,3.96,5547295793,56,Center,5547295805,212,17.3,5547295797,140,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782045889,138,1,1,13,33,b8oqgvx1ijeyn6y1cn6929ix4,1,76.7,69.6,2025-03-01T13:13:47.306Z,2025-03-01T13:13:50Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5547296055,56,Center,5547296061,212,10.0,5547296057,140,78.4,5547296059,141,55.2,5547296063,213,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782045905,139,1,1,13,36,b8oqgvx1ijeyn6y1cn6929ix4,1,79.2,55.7,2025-03-01T13:13:50.258Z,2025-03-01T13:13:51Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5547296115,141,40.6,5547296117,212,12.0,5547296119,213,4.16,5547296111,56,Center,5547296113,140,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782045961,140,1,1,13,37,b8oqgvx1ijeyn6y1cn6929ix4,1,73.2,40.6,2025-03-01T13:13:51.465Z,2025-03-01T13:13:54Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5547296441,141,15.9,5547296437,56,Right,5547296439,140,82.8,5547296443,212,19.6,5547296445,213,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782046005,141,1,1,13,40,b8oqgvx1ijeyn6y1cn6929ix4,1,83.0,16.1,2025-03-01T13:13:54.443Z,2025-03-01T13:13:56Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5547296641,56,Right,5547296651,212,12.1,5547296647,141,20.4,5547296653,213,0.24,5547296643,140,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782046025,142,1,1,13,42,b8oqgvx1ijeyn6y1cn6929ix4,0,94.2,20.9,2025-03-01T13:13:56.458Z,2025-03-01T13:13:57Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5547296793,212,10.9,5547296787,56,Center,5547296789,140,91.3,5547296791,141,36.3,5547296795,213,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782046161,118,12,1,13,44,ajtb177oqwawkdwbqhldmq6mx,1,10.9,61.2,2025-03-01T13:13:58.782Z,2025-03-01T13:58:25Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5547297519,212,17.3,5547297517,141,64.3,5547297509,56,Back,5547297513,140,27.3,5547297521,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782046157,143,1,1,13,45,b8oqgvx1ijeyn6y1cn6929ix4,1,72.9,34.9,2025-03-01T13:13:59.841Z,2025-03-01T13:14:04Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5547297487,213,1.12,5547297483,141,42.8,5547297485,212,6.0,5547297481,140,75.4,5547297479,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782046255,144,1,1,13,49,b8oqgvx1ijeyn6y1cn6929ix4,1,69.4,40.6,2025-03-01T13:14:03.906Z,2025-03-01T13:14:08Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5547298015,212,38.3,5547298017,213,1.10,5547298009,56,Left,5547298007,155,,5547298019,1,,5547298013,141,90.9,5547298011,140,85.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782046321,145,1,1,13,54,b8oqgvx1ijeyn6y1cn6929ix4,1,81.8,87.2,2025-03-01T13:14:08.721Z,2025-03-01T13:14:12Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5547298345,141,47.5,5547298343,140,85.7,5547298337,2,,5547298347,212,27.3,5547298349,213,4.86,5547298339,155,,5547298341,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782046331,146,61,1,13,55,b8oqgvx1ijeyn6y1cn6929ix4,0,85.7,47.9,2025-03-01T13:14:09.858Z,2025-03-01T14:07:00Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5547298391,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782046381,119,12,1,13,57,ajtb177oqwawkdwbqhldmq6mx,1,9.7,43.7,2025-03-01T13:14:11.327Z,2025-03-01T13:58:26Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5547298683,141,41.3,5547298681,140,33.7,5547298687,213,6.22,5547298685,212,25.3,5547298679,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782046545,147,1,1,14,0,b8oqgvx1ijeyn6y1cn6929ix4,1,64.9,66.6,2025-03-01T13:14:14.098Z,2025-03-01T13:14:23Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5547299551,212,37.5,5547299553,213,3.31,5547299549,141,57.2,5547299547,140,29.7,5547299545,56,Back,5547299555,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782046609,148,1,1,14,9,b8oqgvx1ijeyn6y1cn6929ix4,1,34.6,48.1,2025-03-01T13:14:23.522Z,2025-03-01T13:14:26Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5547299905,56,Back,5547299913,213,5.77,5547299909,141,42.7,5547299907,140,40.8,5547299911,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782046679,149,1,1,14,12,b8oqgvx1ijeyn6y1cn6929ix4,1,37.6,50.4,2025-03-01T13:14:26.825Z,2025-03-01T13:14:30Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5547300279,213,1.51,5547300271,56,Back,5547300277,212,19.1,5547300273,140,38.7,5547300275,141,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782046781,150,1,1,14,16,b8oqgvx1ijeyn6y1cn6929ix4,1,39.2,78.7,2025-03-01T13:14:30.185Z,2025-03-01T13:14:35Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5547300733,140,28.7,5547300737,212,14.9,5547300739,213,3.88,5547300735,141,63.9,5547300731,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782046883,151,1,1,14,20,b8oqgvx1ijeyn6y1cn6929ix4,1,30.2,66.6,2025-03-01T13:14:34.825Z,2025-03-01T13:14:39Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5547301295,140,88.9,5547301287,157,,5547301297,141,84.8,5547301299,212,62.9,5547301301,213,0.20,5547301303,1,,5547301291,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782046961,152,1,1,14,25,b8oqgvx1ijeyn6y1cn6929ix4,1,88.6,88.0,2025-03-01T13:14:39.609Z,2025-03-01T13:14:42Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5547301731,56,Left,5547301733,140,82.5,5547301739,213,2.91,5547301737,212,6.6,5547301735,141,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782047015,153,1,1,14,28,b8oqgvx1ijeyn6y1cn6929ix4,1,83.0,88.7,2025-03-01T13:14:42.449Z,2025-03-01T13:14:45Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5547301971,140,76.2,5547301969,56,Center,5547301975,212,12.8,5547301973,141,73.0,5547301977,213,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782047043,154,1,1,14,31,b8oqgvx1ijeyn6y1cn6929ix4,0,79.9,75.6,2025-03-01T13:14:45.153Z,2025-03-01T13:14:47Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5547302155,141,57.6,5547302151,56,Center,5547302159,213,5.51,5547302157,212,17.5,5547302153,140,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782047219,121,1,1,14,38,ajtb177oqwawkdwbqhldmq6mx,1,11.0,51.6,2025-03-01T13:14:52.694Z,2025-03-01T13:14:55Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5547303011,56,Back,5547303009,123,,5547303017,212,27.2,5547303019,213,1.24,5547303013,140,19.4,5547303015,141,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782047255,122,1,1,14,41,ajtb177oqwawkdwbqhldmq6mx,1,19.4,89.4,2025-03-01T13:14:55.677Z,2025-03-01T13:14:58Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,,5547303249,213,4.03,5547303247,212,13.6,5547303243,140,11.2,5547303245,141,73.9,5547303241,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782047291,123,1,1,14,43,ajtb177oqwawkdwbqhldmq6mx,1,15.5,76.1,2025-03-01T13:14:57.903Z,2025-03-01T13:15:00Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5547303479,141,93.8,5547303477,140,20.0,5547303483,213,1.20,5547303475,56,Back,5547303481,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782047355,124,1,1,14,45,ajtb177oqwawkdwbqhldmq6mx,1,20.1,93.8,2025-03-01T13:14:59.893Z,2025-03-01T13:15:02Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,,5547303793,56,Back,5547303797,141,96.3,5547303801,212,14.6,5547303795,140,33.9,5547303803,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782047369,125,61,1,14,48,ajtb177oqwawkdwbqhldmq6mx,0,33.9,96.3,2025-03-01T13:15:02.606Z,2025-03-01T13:15:03Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5547303859,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782047391,126,5,1,14,49,ajtb177oqwawkdwbqhldmq6mx,0,35.3,101.8,2025-03-01T13:15:03.041Z,2025-03-01T15:41:07Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5547303983,56,Back,5547305569,233,155,5547303985,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782047673,155,5,1,14,49,b8oqgvx1ijeyn6y1cn6929ix4,1,64.7,-1.8,2025-03-01T13:15:03.041Z,2025-03-01T15:41:07Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5547305501,233,126,5547305461,347,,5547305459,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782047917,156,1,1,15,4,b8oqgvx1ijeyn6y1cn6929ix4,1,62.4,0.0,2025-03-01T13:15:18.657Z,2025-03-01T13:15:30Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5547306761,140,49.6,5547306757,107,,5547306759,56,Back,5547306769,213,2.74,5547306763,141,6.8,5547306765,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782047923,157,1,1,15,7,b8oqgvx1ijeyn6y1cn6929ix4,0,40.1,33.0,2025-03-01T13:15:20.977Z,2025-03-01T14:06:52Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5547306813,56,Back,5547306821,212,6.2,5547306819,141,33.0,5547306817,140,46.0,5547306823,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782047977,127,61,1,15,15,ajtb177oqwawkdwbqhldmq6mx,1,58.0,65.8,2025-03-01T13:15:29.534Z,2025-03-01T13:57:23Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5547307079,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782048067,158,1,1,15,18,b8oqgvx1ijeyn6y1cn6929ix4,0,36.2,59.6,2025-03-01T13:15:32.777Z,2025-03-01T13:15:39Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5547307451,56,Center,5547307455,141,31.5,5547307449,157,,5547307459,213,5.82,5547307457,212,42.7,5547307461,1,,5547307453,140,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782048061,128,44,1,15,23,ajtb177oqwawkdwbqhldmq6mx,1,28.2,68.6,2025-03-01T13:15:37.365Z,2025-03-01T15:13:27Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5547307575,233,159,5547307439,56,Back,5547307441,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782048071,159,44,1,15,23,b8oqgvx1ijeyn6y1cn6929ix4,0,71.8,31.4,2025-03-01T13:15:37.366Z,2025-03-01T15:13:27Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5547307605,233,128,5547307483,286,,5547307481,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782048081,129,1,1,15,23,ajtb177oqwawkdwbqhldmq6mx,0,29.4,68.8,2025-03-01T13:15:37.605Z,2025-03-01T13:57:24Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5547307529,56,Back,5547307527,3,,5547307535,212,20.3,5547307531,140,39.1,5547307537,213,1.05,5547307533,141,94.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782048115,160,1,1,15,25,b8oqgvx1ijeyn6y1cn6929ix4,1,60.1,12.0,2025-03-01T13:15:39.921Z,2025-03-01T13:15:42Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5547307691,213,3.75,5547307685,140,53.3,5547307687,141,4.7,5547307689,212,8.7,5547307683,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782048137,161,1,1,15,27,b8oqgvx1ijeyn6y1cn6929ix4,1,53.3,5.0,2025-03-01T13:15:41.865Z,2025-03-01T13:15:42Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5547307807,213,1.01,5547307803,212,13.4,5547307791,56,Center,5547307795,140,60.1,5547307799,141,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782048207,162,1,1,15,28,b8oqgvx1ijeyn6y1cn6929ix4,1,60.1,22.1,2025-03-01T13:15:42.746Z,2025-03-01T13:15:47Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5547308145,213,3.11,5547308143,212,25.4,5547308137,56,Back,5547308139,140,35.9,5547308141,141,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782048257,163,1,1,15,34,b8oqgvx1ijeyn6y1cn6929ix4,1,34.8,23.6,2025-03-01T13:15:48.737Z,2025-03-01T13:15:49Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5547308395,56,Back,5547308399,141,25.8,5547308397,140,43.7,5547308401,212,9.5,5547308405,213,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782048293,164,1,1,15,35,b8oqgvx1ijeyn6y1cn6929ix4,1,43.7,25.8,2025-03-01T13:15:49.785Z,2025-03-01T13:15:51Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5547308633,141,34.9,5547308625,56,Back,5547308637,212,6.5,5547308641,213,1.87,5547308629,140,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782048361,165,1,1,15,37,b8oqgvx1ijeyn6y1cn6929ix4,1,41.9,29.7,2025-03-01T13:15:51.777Z,2025-03-01T13:15:55Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5547309005,140,53.1,5547309003,56,Right,5547309009,212,20.3,5547309007,141,5.3,5547309011,213,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782048473,166,1,1,15,40,b8oqgvx1ijeyn6y1cn6929ix4,1,55.9,6.8,2025-03-01T13:15:54.905Z,2025-03-01T13:16:02Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5547309757,212,19.7,5547309759,213,2.43,5547309753,140,41.7,5547309755,141,25.8,5547309751,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782048535,167,1,1,15,48,b8oqgvx1ijeyn6y1cn6929ix4,1,44.1,35.2,2025-03-01T13:16:02.281Z,2025-03-01T13:16:06Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5547310141,141,7.4,5547310143,212,22.5,5547310137,56,Right,5547310139,140,55.7,5547310145,213,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
