id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2792508779,157,83,1,15,42,8gxd9ry2580pu1b1dd5ny9ymy,0,23.9,20.0,2025-03-29T12:16:34.813Z,2025-03-29T12:18:22Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5604673525,399,7wo1hk736v1xhovvu2t2trw89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792508807,148,3,1,15,44,f1h34qp5zbfl489q8vnkhiq9s,0,71.2,90.0,2025-03-29T12:16:36.388Z,2025-03-29T13:02:05Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5604673367,56,Left,5604673433,233,158,5604673369,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792508815,158,7,1,15,44,8gxd9ry2580pu1b1dd5ny9ymy,1,28.8,10.0,2025-03-29T12:16:36.389Z,2025-03-29T12:16:41Z,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,,,5604673389,56,Back,5604673405,233,148,5604673391,285,,5604673387,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792508867,149,5,1,15,45,f1h34qp5zbfl489q8vnkhiq9s,1,71.4,101.4,2025-03-29T12:16:37.423Z,2025-03-29T14:07:27Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5604673641,56,Left,5604673695,233,159,5604673643,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792508869,159,5,1,15,45,8gxd9ry2580pu1b1dd5ny9ymy,0,28.6,-1.4,2025-03-29T12:16:37.423Z,2025-03-29T14:07:27Z,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,,,5604673655,56,Back,5604673733,233,149,5604673657,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792508973,150,1,1,15,57,f1h34qp5zbfl489q8vnkhiq9s,1,65.7,100.0,2025-03-29T12:16:49.384Z,2025-03-29T12:16:51Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5604674225,140,74.9,5604674227,141,88.9,5604674231,213,5.59,5604674221,107,,5604674229,212,12.5,5604674223,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792508983,151,1,1,15,58,f1h34qp5zbfl489q8vnkhiq9s,1,74.9,88.9,2025-03-29T12:16:51.023Z,2025-03-29T12:16:52Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5604674283,140,71.6,5604674281,56,Left,5604674289,213,2.72,5604674287,212,3.8,5604674285,141,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792508995,152,1,1,16,0,f1h34qp5zbfl489q8vnkhiq9s,0,78.4,92.4,2025-03-29T12:16:52.520Z,2025-03-29T12:16:53Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5604674365,140,81.9,5604674359,2,,5604674367,141,60.9,5604674371,213,4.88,5604674361,155,,5604674369,212,21.7,5604674363,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792509047,160,12,1,16,2,8gxd9ry2580pu1b1dd5ny9ymy,1,11.8,45.2,2025-03-29T12:16:54.493Z,2025-03-29T12:16:56Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5604674657,141,52.1,5604674661,213,0.36,5604674653,56,Back,5604674659,212,13.2,5604674655,140,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792509063,153,13,1,16,3,f1h34qp5zbfl489q8vnkhiq9s,1,78.5,39.5,2025-03-29T12:16:55.896Z,2025-03-29T14:30:28Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5604675681,103,31.9,5604675679,102,40.2,5604674761,56,Center,5604675691,231,48.9,5604675677,75,,5604674759,18,,5604675685,328,,5604675683,108,,5604675689,230,98.9,5604675687,458,,5604675211,20,5605322249,160,,,,,,,,,,,,,,,,,
2792509069,154,5,1,16,4,f1h34qp5zbfl489q8vnkhiq9s,0,101.2,42.4,2025-03-29T12:16:56.541Z,2025-03-29T14:07:27Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5604675099,233,161,5604674803,346,,5604674801,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792509113,161,5,1,16,4,8gxd9ry2580pu1b1dd5ny9ymy,1,-1.2,57.6,2025-03-29T12:16:56.541Z,2025-03-29T12:17:02Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5604675015,56,Back,5604675047,233,154,5604675017,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792509319,162,1,1,16,17,8gxd9ry2580pu1b1dd5ny9ymy,1,4.4,50.6,2025-03-29T12:17:10.006Z,2025-03-29T12:17:11Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5604676067,237,,5604676059,141,64.1,5604676053,124,,5604676055,56,Back,5604676063,213,1.05,5604676057,140,9.4,5604676061,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792509331,163,1,1,16,19,8gxd9ry2580pu1b1dd5ny9ymy,1,9.4,64.1,2025-03-29T12:17:11.646Z,2025-03-29T12:17:12Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5604676139,56,Back,5604676147,213,4.46,5604676145,212,11.8,5604676143,141,47.3,5604676141,140,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792509359,164,1,1,16,20,8gxd9ry2580pu1b1dd5ny9ymy,1,7.1,47.5,2025-03-29T12:17:12.694Z,2025-03-29T12:17:15Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5604676311,213,6.26,5604676307,141,45.7,5604676313,1,,5604676305,140,52.0,5604676303,56,Center,5604676301,157,,5604676309,212,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792509375,165,44,1,16,21,8gxd9ry2580pu1b1dd5ny9ymy,1,56.7,35.8,2025-03-29T12:17:13.694Z,2025-03-29T13:02:14Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5604676381,56,Center,5604676383,286,,5604676653,233,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792509355,155,44,1,16,21,f1h34qp5zbfl489q8vnkhiq9s,0,43.3,64.2,2025-03-29T12:17:13.695Z,2025-03-29T13:02:14Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5604676691,233,165,5604676281,56,Back,5604676283,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792509393,166,1,1,16,21,8gxd9ry2580pu1b1dd5ny9ymy,0,52.0,45.7,2025-03-29T12:17:14.125Z,2025-03-29T14:08:36Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5604676447,168,,5604676445,3,,5604676457,141,46.0,5604676461,213,0.19,5604676459,212,1.1,5604676449,56,Center,5604676453,140,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792509369,156,43,1,16,22,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-03-29T12:17:14.743Z,2025-03-29T12:17:17Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5604676357,56,Back,5604676621,144,44,5604676359,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792509389,157,61,1,16,23,f1h34qp5zbfl489q8vnkhiq9s,1,40.6,69.7,2025-03-29T12:17:15.251Z,2025-03-29T12:17:15Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5604676431,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792509461,167,1,1,16,25,8gxd9ry2580pu1b1dd5ny9ymy,1,60.1,68.9,2025-03-29T12:17:17.782Z,2025-03-29T12:17:22Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5604676793,140,56.0,5604676805,213,1.85,5604676789,56,Left,5604676797,141,91.4,5604676801,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792509481,168,1,1,16,29,8gxd9ry2580pu1b1dd5ny9ymy,1,61.0,92.7,2025-03-29T12:17:21.862Z,2025-03-29T12:17:23Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5604676909,212,5.9,5604676905,140,66.5,5604676907,141,94.2,5604676903,56,Left,5604676911,213,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792509525,169,1,1,16,31,8gxd9ry2580pu1b1dd5ny9ymy,1,67.0,93.6,2025-03-29T12:17:23.469Z,2025-03-29T12:17:26Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5604677113,213,3.80,5604677111,212,9.7,5604677107,140,59.7,5604677109,141,84.8,5604677103,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792509541,170,1,1,16,33,8gxd9ry2580pu1b1dd5ny9ymy,1,57.7,77.0,2025-03-29T12:17:26.046Z,2025-03-29T12:17:27Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5604677213,212,12.3,5604677209,140,66.6,5604677211,141,65.3,5604677215,213,5.58,5604677207,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792509567,171,1,1,16,35,8gxd9ry2580pu1b1dd5ny9ymy,1,66.1,66.2,2025-03-29T12:17:27.798Z,2025-03-29T12:17:29Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5604677351,141,73.7,5604677347,56,Back,5604677355,213,2.89,5604677349,140,47.1,5604677353,212,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792509607,172,1,1,16,37,8gxd9ry2580pu1b1dd5ny9ymy,1,47.1,73.7,2025-03-29T12:17:29.766Z,2025-03-29T12:17:32Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5604677587,213,2.95,5604677585,212,8.9,5604677583,141,76.2,5604677581,140,38.8,5604677579,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792509679,173,1,1,16,39,8gxd9ry2580pu1b1dd5ny9ymy,1,38.8,76.2,2025-03-29T12:17:32.110Z,2025-03-29T12:17:38Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5604677979,56,Center,5604677981,140,51.5,5604677983,141,77.3,5604677985,212,13.4,5604677987,213,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792509687,174,4,1,16,43,8gxd9ry2580pu1b1dd5ny9ymy,1,44.2,75.6,2025-03-29T12:17:35.903Z,2025-03-29T12:17:42Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5604678061,152,,5604678057,13,,5604678063,265,,5604678073,233,158,5604678065,286,,5604678059,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792509649,158,4,1,16,43,f1h34qp5zbfl489q8vnkhiq9s,0,55.8,24.4,2025-03-29T12:17:35.904Z,2025-03-29T12:17:41Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5604677861,56,Center,5604677863,152,,5604678103,233,174,5604677865,265,,5604677867,285,,5604677859,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792509875,175,1,1,17,0,8gxd9ry2580pu1b1dd5ny9ymy,1,49.8,78.9,2025-03-29T12:17:52.230Z,2025-03-29T12:17:53Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5604679001,212,5.9,5604678987,5,,5604678991,56,Center,5604679003,213,5.60,5604678995,140,54.2,5604678989,152,,5604678997,141,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792509893,176,1,1,17,0,8gxd9ry2580pu1b1dd5ny9ymy,1,54.2,73.4,2025-03-29T12:17:53.039Z,2025-03-29T12:17:54Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5604679051,212,9.6,5604679047,140,48.5,5604679053,213,2.24,5604679049,141,84.5,5604679045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792509959,177,1,1,17,1,8gxd9ry2580pu1b1dd5ny9ymy,1,48.5,84.5,2025-03-29T12:17:53.927Z,2025-03-29T12:17:58Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5604679409,212,9.6,5604679405,140,55.5,5604679403,56,Left,5604679407,141,93.6,5604679411,213,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792509969,178,3,1,17,5,8gxd9ry2580pu1b1dd5ny9ymy,0,49.0,85.2,2025-03-29T12:17:58.070Z,2025-03-29T12:18:04Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5604679455,56,Back,5604679457,286,,5604679551,233,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792509983,159,7,1,17,5,f1h34qp5zbfl489q8vnkhiq9s,1,51.0,14.8,2025-03-29T12:17:58.071Z,2025-03-29T12:18:03Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5604679525,285,,5604679521,167,,5604679529,233,178,5604679523,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792510041,160,5,1,17,7,f1h34qp5zbfl489q8vnkhiq9s,0,58.2,-1.2,2025-03-29T12:17:59.558Z,2025-03-29T14:07:28Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5604680305,233,179,5604679857,56,Right,5604679859,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792510113,179,5,1,17,7,8gxd9ry2580pu1b1dd5ny9ymy,1,41.8,101.2,2025-03-29T12:17:59.558Z,2025-03-29T14:07:28Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5604680229,56,Back,5604680231,347,,5604680263,233,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792510153,180,1,1,17,15,8gxd9ry2580pu1b1dd5ny9ymy,1,45.2,100.0,2025-03-29T12:18:07.686Z,2025-03-29T12:18:11Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5604680439,1,,5604680431,140,20.6,5604680429,56,Back,5604680433,141,76.8,5604680435,212,30.8,5604680425,107,,5604680437,213,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792510195,181,1,1,17,18,8gxd9ry2580pu1b1dd5ny9ymy,1,20.2,76.4,2025-03-29T12:18:11.023Z,2025-03-29T12:18:13Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5604680671,56,Back,5604680679,141,81.5,5604680681,212,12.9,5604680683,213,0.27,5604680675,140,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792510215,182,1,1,17,21,8gxd9ry2580pu1b1dd5ny9ymy,1,31.4,81.6,2025-03-29T12:18:13.639Z,2025-03-29T12:18:15Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5604680763,212,26.9,5604680781,156,,5604680761,141,45.2,5604680757,56,Back,5604680759,140,21.3,5604680765,213,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792510407,183,1,1,17,25,8gxd9ry2580pu1b1dd5ny9ymy,1,24.7,38.2,2025-03-29T12:18:17.294Z,2025-03-29T12:18:27Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5604681713,213,5.41,5604681705,56,Back,5604681707,140,37.5,5604681711,212,20.8,5604681709,141,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792510415,184,1,1,17,35,8gxd9ry2580pu1b1dd5ny9ymy,0,81.7,7.7,2025-03-29T12:18:27.639Z,2025-03-29T12:18:28Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5604681761,213,1.46,5604681757,141,11.9,5604681753,56,Right,5604681759,212,2.9,5604681755,140,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792510475,161,8,1,17,36,f1h34qp5zbfl489q8vnkhiq9s,1,19.3,88.3,2025-03-29T12:18:28.862Z,2025-03-29T14:08:37Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5604682067,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792510483,162,5,1,17,37,f1h34qp5zbfl489q8vnkhiq9s,0,15.8,100.6,2025-03-29T12:18:29.544Z,2025-03-29T14:07:29Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5604682107,347,,5604682265,233,185,5604682105,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792510497,185,5,1,17,37,8gxd9ry2580pu1b1dd5ny9ymy,1,84.2,-0.6,2025-03-29T12:18:29.544Z,2025-03-29T14:07:28Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5604682165,347,,5604682211,233,162,5604682163,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792510605,186,1,1,17,40,8gxd9ry2580pu1b1dd5ny9ymy,1,85.1,0.0,2025-03-29T12:18:32.479Z,2025-03-29T12:18:39Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5604682729,141,12.4,5604682731,212,11.0,5604682733,213,2.19,5604682723,107,,5604682725,56,Right,5604682727,140,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792510557,163,83,1,17,43,f1h34qp5zbfl489q8vnkhiq9s,0,24.9,81.4,2025-03-29T12:18:35.848Z,2025-03-29T14:08:38Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5605207499,399,1cumsropo1r0msfzxxteml1w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792510609,187,61,1,17,47,8gxd9ry2580pu1b1dd5ny9ymy,0,72.0,18.2,2025-03-29T12:18:39.615Z,2025-03-29T12:18:40Z,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,,,5604682751,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792510745,165,1,1,17,50,f1h34qp5zbfl489q8vnkhiq9s,1,62.3,66.0,2025-03-29T12:18:42.726Z,2025-03-29T12:18:48Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5604683327,141,74.1,5604683325,140,78.3,5604683323,56,Center,5604683331,213,0.32,5604683329,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792510761,166,1,1,17,56,f1h34qp5zbfl489q8vnkhiq9s,0,93.3,81.7,2025-03-29T12:18:48.231Z,2025-03-29T12:18:48Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5604683425,2,,5604683435,212,19.5,5604683429,56,Center,5604683431,140,90.2,5604683427,155,,5604683433,141,53.4,5604683437,213,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792510781,188,12,1,17,57,8gxd9ry2580pu1b1dd5ny9ymy,1,8.7,46.7,2025-03-29T12:18:49.478Z,2025-03-29T12:18:50Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5604683539,212,6.7,5604683535,140,11.2,5604683533,56,Back,5604683541,213,5.12,5604683537,141,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792510851,190,1,1,17,58,8gxd9ry2580pu1b1dd5ny9ymy,1,11.2,37.7,2025-03-29T12:18:50.542Z,2025-03-29T12:18:56Z,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,,,5604683857,141,26.9,5604683861,213,5.60,5604683853,56,Back,5604683859,212,11.6,5604683855,140,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792510877,191,1,1,18,4,8gxd9ry2580pu1b1dd5ny9ymy,1,28.9,29.9,2025-03-29T12:18:56.326Z,2025-03-29T12:18:58Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5604683997,56,Back,5604684011,213,1.28,5604684001,140,32.6,5604684009,212,13.6,5604684005,141,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792510951,192,1,1,18,5,8gxd9ry2580pu1b1dd5ny9ymy,1,32.6,49.0,2025-03-29T12:18:57.950Z,2025-03-29T12:19:04Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5604684399,141,52.5,5604684405,213,2.32,5604684395,56,Back,5604684397,140,30.5,5604684401,212,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792510979,193,1,1,18,11,8gxd9ry2580pu1b1dd5ny9ymy,1,30.5,52.5,2025-03-29T12:19:03.870Z,2025-03-29T12:19:06Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5604684577,212,26.3,5604684575,141,65.4,5604684573,140,54.1,5604684569,155,,5604684571,56,Center,5604684579,213,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792510987,194,61,1,18,14,8gxd9ry2580pu1b1dd5ny9ymy,1,54.1,65.4,2025-03-29T12:19:06.254Z,2025-03-29T12:57:05Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5604684623,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792511045,167,83,1,18,20,f1h34qp5zbfl489q8vnkhiq9s,0,29.6,14.1,2025-03-29T12:19:12.463Z,2025-03-29T12:19:18Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5604685393,399,9r07ooissj5mz15g87x5rmbx1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792511129,195,50,1,18,25,8gxd9ry2580pu1b1dd5ny9ymy,1,95.8,97.6,2025-03-29T12:19:17.400Z,2025-03-29T13:02:05Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5604685315,286,,5604685483,233,168,5604685313,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792511149,168,7,1,18,25,f1h34qp5zbfl489q8vnkhiq9s,1,4.2,2.4,2025-03-29T12:19:17.401Z,2025-03-29T13:02:05Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5604685451,233,195,5604685385,285,,5604685383,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792511195,170,1,1,18,26,f1h34qp5zbfl489q8vnkhiq9s,1,13.7,12.7,2025-03-29T12:19:18.703Z,2025-03-29T12:19:21Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5604685621,212,10.1,5604685617,140,12.1,5604685615,56,Back,5604685619,141,27.4,5604685623,213,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792511227,171,1,1,18,29,f1h34qp5zbfl489q8vnkhiq9s,1,12.0,28.0,2025-03-29T12:19:21.334Z,2025-03-29T12:19:24Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5604685769,213,0.48,5604685761,56,Back,5604685763,140,38.3,5604685765,141,48.9,5604685767,212,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792511279,172,1,1,18,31,f1h34qp5zbfl489q8vnkhiq9s,1,36.5,48.0,2025-03-29T12:19:24.095Z,2025-03-29T12:19:29Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5604686039,56,Back,5604686047,213,1.57,5604686045,212,20.2,5604686043,141,77.7,5604686041,140,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792511303,173,1,1,18,37,f1h34qp5zbfl489q8vnkhiq9s,1,36.6,82.9,2025-03-29T12:19:29.311Z,2025-03-29T12:19:32Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5604686189,213,4.14,5604686181,56,Back,5604686183,140,30.8,5604686185,141,69.1,5604686187,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792511403,174,1,1,18,43,f1h34qp5zbfl489q8vnkhiq9s,1,33.5,60.7,2025-03-29T12:19:36.063Z,2025-03-29T12:19:39Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5604686685,141,70.8,5604686687,212,28.8,5604686681,56,Center,5604686689,213,0.24,5604686683,140,60.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792511415,175,1,1,18,47,f1h34qp5zbfl489q8vnkhiq9s,1,61.5,73.9,2025-03-29T12:19:39.414Z,2025-03-29T12:19:40Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5604686755,213,1.20,5604686751,141,89.2,5604686747,56,Left,5604686753,212,11.2,5604686749,140,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792511453,176,1,1,18,48,f1h34qp5zbfl489q8vnkhiq9s,1,65.4,89.2,2025-03-29T12:19:40.287Z,2025-03-29T12:19:43Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5604686979,141,70.9,5604686981,212,22.5,5604686983,213,3.73,5604686975,56,Back,5604686977,140,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792511495,177,1,1,18,51,f1h34qp5zbfl489q8vnkhiq9s,1,57.0,76.5,2025-03-29T12:19:43.246Z,2025-03-29T12:19:46Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5604687241,213,5.05,5604687227,56,Center,5604687239,212,11.7,5604687231,140,60.7,5604687235,141,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792511519,178,1,1,18,53,f1h34qp5zbfl489q8vnkhiq9s,1,63.2,66.6,2025-03-29T12:19:46.079Z,2025-03-29T12:19:48Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5604687361,212,13.0,5604687357,140,68.8,5604687355,56,Left,5604687363,213,1.10,5604687359,141,83.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792511545,179,1,1,18,56,f1h34qp5zbfl489q8vnkhiq9s,1,66.6,90.1,2025-03-29T12:19:48.430Z,2025-03-29T12:19:50Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5604687515,141,81.7,5604687517,212,33.5,5604687511,56,Back,5604687519,213,3.31,5604687513,140,35.2,5604687521,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
