id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2809172185,217,1,1,22,53,b8oqgvx1ijeyn6y1cn6929ix4,0,26.4,45.4,2025-05-03T10:54:42.129Z,2025-05-03T10:57:10Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,5696443231,212,27.0,5696443227,141,74.5,5696443223,140,43.9,5696443219,157,,5696443221,56,Back,5696443235,1,,5696443233,213,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172203,224,1,1,22,58,8gxd9ry2580pu1b1dd5ny9ymy,1,56.2,21.0,2025-05-03T10:54:46.369Z,2025-05-03T12:54:36Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,5696443421,141,17.9,5696443417,56,Right,5696443423,212,8.1,5696443419,140,63.6,5696443425,213,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172211,225,1,1,22,59,8gxd9ry2580pu1b1dd5ny9ymy,1,64.3,16.7,2025-05-03T10:54:48.033Z,2025-05-03T10:54:50Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5696443497,213,6.06,5696443495,212,11.2,5696443493,141,13.1,5696443491,140,74.7,5696443489,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172217,226,1,1,23,1,8gxd9ry2580pu1b1dd5ny9ymy,1,74.7,13.1,2025-05-03T10:54:49.930Z,2025-05-03T10:54:51Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5696443525,212,6.0,5696443519,56,Right,5696443523,141,13.2,5696443527,213,3.13,5696443535,156,,5696443521,140,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172231,227,1,1,23,3,8gxd9ry2580pu1b1dd5ny9ymy,1,69.0,13.2,2025-05-03T10:54:51.593Z,2025-05-03T10:55:38Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5696443663,141,34.8,5696443665,212,17.1,5696443659,56,Center,5696443667,213,2.11,5696443661,140,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172257,228,1,1,23,7,8gxd9ry2580pu1b1dd5ny9ymy,1,57.6,33.7,2025-05-03T10:54:55.784Z,2025-05-03T10:54:57Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5696443815,56,Back,5696443823,213,2.57,5696443817,140,43.9,5696443821,212,17.1,5696443819,141,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172263,229,1,1,23,9,8gxd9ry2580pu1b1dd5ny9ymy,1,43.9,47.2,2025-05-03T10:54:57.466Z,2025-05-03T10:54:58Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,5696443851,56,Center,5696443859,213,0.44,5696443857,212,12.5,5696443855,141,55.1,5696443853,140,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172275,230,1,1,23,10,8gxd9ry2580pu1b1dd5ny9ymy,1,54.7,55.1,2025-05-03T10:54:58.281Z,2025-05-03T10:55:01Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5696443965,56,Back,5696443973,213,4.36,5696443971,212,29.9,5696443967,140,45.0,5696443969,141,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172283,231,1,1,23,13,8gxd9ry2580pu1b1dd5ny9ymy,1,50.7,15.0,2025-05-03T10:55:01.241Z,2025-05-03T10:55:04Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5696444021,141,11.1,5696444017,56,Right,5696444025,213,6.16,5696444019,140,70.5,5696444023,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172295,232,1,1,23,15,8gxd9ry2580pu1b1dd5ny9ymy,1,70.2,11.0,2025-05-03T10:55:03.833Z,2025-05-03T10:55:05Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5696444089,212,29.7,5696444091,213,2.81,5696444087,141,25.2,5696444085,140,43.5,5696444083,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172329,233,1,1,23,16,8gxd9ry2580pu1b1dd5ny9ymy,1,43.5,25.2,2025-05-03T10:55:05.169Z,2025-05-03T10:55:08Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5696444255,213,2.30,5696444249,141,44.6,5696444247,140,32.2,5696444251,212,17.7,5696444245,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172345,234,1,1,23,20,8gxd9ry2580pu1b1dd5ny9ymy,1,32.2,44.6,2025-05-03T10:55:08.369Z,2025-05-03T10:55:11Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,5696444329,141,34.0,5696444333,213,4.64,5696444327,140,31.7,5696444331,212,7.2,5696444325,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172361,235,1,1,23,22,8gxd9ry2580pu1b1dd5ny9ymy,1,35.2,23.1,2025-05-03T10:55:11.073Z,2025-05-03T10:55:15Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5696444397,213,0.00,5696444391,140,77.4,5696444399,1,,5696444387,155,,5696444395,212,44.3,5696444393,141,23.1,5696444389,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172363,236,44,1,23,26,8gxd9ry2580pu1b1dd5ny9ymy,1,74.8,29.8,2025-05-03T10:55:14.462Z,2025-05-03T12:33:58Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5696444407,56,Center,5696444691,233,220,5696444409,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172407,220,44,1,23,26,b8oqgvx1ijeyn6y1cn6929ix4,0,25.2,70.2,2025-05-03T10:55:14.463Z,2025-05-03T12:33:59Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,5696444671,56,Back,5696444673,285,,5696444695,233,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172373,237,1,1,23,27,8gxd9ry2580pu1b1dd5ny9ymy,1,77.8,23.1,2025-05-03T10:55:15.217Z,2025-05-03T10:55:20Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5696444471,140,97.5,5696444467,168,,5696444477,213,0.16,5696444469,56,Center,5696444465,3,,5696444473,141,28.0,5696444475,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172379,238,1,1,23,31,8gxd9ry2580pu1b1dd5ny9ymy,0,97.0,28.9,2025-05-03T10:55:19.810Z,2025-05-03T10:55:21Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,5696444513,141,30.3,5696444515,212,1.3,5696444543,286,,5696444509,56,Center,5696444537,236,,5696444517,213,2.35,5696444539,233,218,5696444511,140,96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172381,218,74,1,23,31,b8oqgvx1ijeyn6y1cn6929ix4,1,1.7,64.8,2025-05-03T10:55:19.811Z,2025-05-03T13:20:20Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,5696444531,56,Back,5696444533,285,,5696444545,233,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172383,219,6,1,23,32,b8oqgvx1ijeyn6y1cn6929ix4,0,3.4,73.2,2025-05-03T10:55:21.001Z,2025-05-03T11:40:31Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,5696444559,73,,5696444587,233,239,5696444557,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172385,239,6,1,23,32,8gxd9ry2580pu1b1dd5ny9ymy,1,96.6,26.8,2025-05-03T10:55:21.001Z,2025-05-03T10:55:27Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,5696444581,233,219,5696444571,56,Center,5696444575,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172553,240,1,1,24,8,8gxd9ry2580pu1b1dd5ny9ymy,1,99.5,0.5,2025-05-03T10:55:56.721Z,2025-05-03T10:56:06Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5696445481,56,Center,5696445491,1,,5696445487,212,37.4,5696445475,6,,5696445473,2,,5696445489,213,1.68,5696445477,155,,5696445483,140,95.6,5696445485,141,5696445479,223,55.1,,,,,,,,,,,,,,,,,,,,,,,,,
2809172559,241,1,1,24,12,8gxd9ry2580pu1b1dd5ny9ymy,0,93.6,58.7,2025-05-03T10:56:00.882Z,2025-05-03T11:34:44Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5696445509,3,,5696445511,56,Center,5696445519,213,5.23,5696445515,141,48.7,5696445513,140,97.3,5696445517,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172549,221,11,1,24,13,b8oqgvx1ijeyn6y1cn6929ix4,1,2.0,48.3,2025-05-03T10:56:02.167Z,2025-05-03T10:58:48Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,5696445777,56,Back,5696445779,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172623,222,1,1,24,25,b8oqgvx1ijeyn6y1cn6929ix4,1,3.9,46.8,2025-05-03T10:56:13.560Z,2025-05-03T10:56:17Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,5696445887,141,77.5,5696445893,1,,5696445881,123,,5696445889,212,32.3,5696445885,140,27.4,5696445883,56,Back,5696445891,213,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172633,223,1,1,24,29,b8oqgvx1ijeyn6y1cn6929ix4,1,31.4,74.4,2025-05-03T10:56:17.455Z,2025-05-03T10:56:19Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,5696445953,213,4.06,5696445949,141,61.3,5696445951,212,11.2,5696445945,56,Back,5696445947,140,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172653,224,1,1,24,31,b8oqgvx1ijeyn6y1cn6929ix4,1,28.0,43.2,2025-05-03T10:56:19.614Z,2025-05-03T10:56:24Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,5696446055,56,Back,5696446057,140,27.7,5696446061,212,7.5,5696446063,213,4.67,5696446059,141,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172693,225,1,1,24,36,b8oqgvx1ijeyn6y1cn6929ix4,1,34.2,30.4,2025-05-03T10:56:24.552Z,2025-05-03T10:56:31Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,5696446277,140,26.9,5696446283,213,2.00,5696446275,56,Back,5696446281,212,18.3,5696446279,141,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172705,226,1,1,24,42,b8oqgvx1ijeyn6y1cn6929ix4,1,28.3,58.6,2025-05-03T10:56:30.887Z,2025-05-03T10:56:33Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,5696446369,212,15.9,5696446367,141,82.0,5696446365,140,28.8,5696446363,56,Back,5696446371,213,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172731,227,1,1,24,44,b8oqgvx1ijeyn6y1cn6929ix4,1,29.2,83.4,2025-05-03T10:56:33.191Z,2025-05-03T10:56:35Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,5696446469,213,0.22,5696446461,56,Back,5696446467,212,16.2,5696446463,140,44.3,5696446465,141,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172737,228,1,1,24,47,b8oqgvx1ijeyn6y1cn6929ix4,1,44.3,88.5,2025-05-03T10:56:35.472Z,2025-05-03T10:56:39Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,5696446511,213,5.65,5696446503,56,Left,5696446505,140,52.7,5696446509,212,10.9,5696446501,168,,5696446507,141,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172753,229,1,1,24,50,b8oqgvx1ijeyn6y1cn6929ix4,1,52.6,78.9,2025-05-03T10:56:38.959Z,2025-05-03T10:56:45Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,5696446739,156,,5696446609,56,Back,5696446615,212,8.1,5696446613,141,68.5,5696446611,140,48.8,5696446617,213,4.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172757,230,3,1,24,51,b8oqgvx1ijeyn6y1cn6929ix4,0,52.8,74.0,2025-05-03T10:56:39.672Z,2025-05-03T12:38:50Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,5696446625,56,Center,5696446711,233,242,5696446627,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172761,242,7,1,24,51,8gxd9ry2580pu1b1dd5ny9ymy,1,47.2,26.0,2025-05-03T10:56:39.673Z,2025-05-03T12:38:49Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,5696446641,56,Back,5696446643,285,,5696446703,233,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172769,244,1,1,24,52,8gxd9ry2580pu1b1dd5ny9ymy,1,41.4,25.8,2025-05-03T10:56:40.997Z,2025-05-03T12:55:09Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5696446663,56,Back,5696446665,140,32.3,5696446715,1,,5696446671,213,1.82,5696446667,141,80.8,5696446669,212,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172789,245,1,1,24,55,8gxd9ry2580pu1b1dd5ny9ymy,1,32.3,80.8,2025-05-03T10:56:43.737Z,2025-05-03T10:56:46Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5696446779,56,Back,5696446781,140,29.0,5696446787,213,4.55,5696446783,141,49.0,5696446785,212,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172803,246,1,1,24,58,8gxd9ry2580pu1b1dd5ny9ymy,1,28.3,46.6,2025-05-03T10:56:46.288Z,2025-05-03T10:56:49Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,5696446861,56,Back,5696446869,213,4.99,5696446867,212,21.5,5696446865,141,16.2,5696446863,140,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172807,247,43,1,25,1,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2025-05-03T10:56:49.489Z,2025-05-03T10:56:59Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,5696447131,144,1,5696446885,56,Back,5696446891,212,11.1,5696446893,213,6.05,5696446887,140,44.4,5696446889,141,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172829,248,4,1,25,8,8gxd9ry2580pu1b1dd5ny9ymy,1,37.2,17.5,2025-05-03T10:56:57.137Z,2025-05-03T11:40:29Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,5696446989,152,,5696447059,233,231,5696446993,286,,5696446987,56,Back,5696446991,265,,5696446985,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172831,231,4,1,25,8,b8oqgvx1ijeyn6y1cn6929ix4,0,62.8,82.5,2025-05-03T10:56:57.138Z,2025-05-03T11:40:29Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,5696447033,152,,5696447035,265,,5696447031,56,Left,5696447029,13,,5696447037,285,,5696447137,233,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172891,249,1,1,25,18,8gxd9ry2580pu1b1dd5ny9ymy,1,36.3,11.3,2025-05-03T10:57:07.193Z,2025-05-03T10:57:09Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5696447361,212,23.3,5696447355,56,Back,5696447353,152,,5696447357,140,26.9,5696447351,5,,5696447359,141,42.4,5696447363,213,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172913,250,1,1,25,20,8gxd9ry2580pu1b1dd5ny9ymy,1,26.9,42.4,2025-05-03T10:57:08.873Z,2025-05-03T10:57:15Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,5696447513,141,74.4,5696447515,212,23.4,5696447517,213,1.19,5696447509,56,Back,5696447511,140,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172929,251,1,1,25,26,8gxd9ry2580pu1b1dd5ny9ymy,1,34.0,85.1,2025-05-03T10:57:14.920Z,2025-05-03T10:57:18Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5696447595,140,43.9,5696447593,56,Back,5696447601,213,0.43,5696447597,141,92.1,5696447599,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172939,252,1,1,25,29,8gxd9ry2580pu1b1dd5ny9ymy,1,43.7,92.0,2025-05-03T10:57:18.049Z,2025-05-03T10:57:20Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5696447663,141,86.5,5696447665,212,12.5,5696447659,56,Back,5696447667,213,3.44,5696447661,140,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172951,253,1,1,25,33,8gxd9ry2580pu1b1dd5ny9ymy,1,32.4,85.4,2025-05-03T10:57:22.105Z,2025-05-03T10:57:25Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5696447751,56,Back,5696447759,213,4.23,5696447757,212,11.4,5696447755,141,70.5,5696447753,140,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172963,254,1,1,25,36,8gxd9ry2580pu1b1dd5ny9ymy,1,28.1,70.3,2025-05-03T10:57:25.113Z,2025-05-03T10:57:28Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,5696447849,141,21.8,5696447851,212,57.2,5696447847,140,72.6,5696447855,1,,5696447853,213,5.67,5696447845,56,Center,5696447843,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172973,255,1,1,25,39,8gxd9ry2580pu1b1dd5ny9ymy,1,72.6,21.0,2025-05-03T10:57:28.185Z,2025-05-03T10:57:30Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5696447899,141,36.1,5696447903,213,2.00,5696447897,140,68.1,5696447901,212,11.3,5696447895,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172977,256,1,1,25,42,8gxd9ry2580pu1b1dd5ny9ymy,1,68.1,36.1,2025-05-03T10:57:30.489Z,2025-05-03T10:57:31Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5696447947,56,Center,5696447951,141,29.4,5696447955,213,5.59,5696447953,212,7.1,5696447949,140,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172981,257,1,1,25,43,8gxd9ry2580pu1b1dd5ny9ymy,0,66.5,8.6,2025-05-03T10:57:31.633Z,2025-05-03T10:57:37Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5696447979,141,11.1,5696448015,286,,5696448009,236,,5696447977,140,68.9,5696447983,213,0.59,5696447981,212,3.0,5696447975,56,Right,5696448011,233,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172987,232,74,1,25,43,b8oqgvx1ijeyn6y1cn6929ix4,1,29.7,91.0,2025-05-03T10:57:31.634Z,2025-05-03T12:34:12Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,5696447999,56,Back,5696448025,233,257,5696448001,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809172995,233,5,1,25,45,b8oqgvx1ijeyn6y1cn6929ix4,0,30.6,101.0,2025-05-03T10:57:33.232Z,2025-05-03T12:44:35Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,5696448029,56,Back,5696448107,233,258,5696448031,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809173003,258,5,1,25,45,8gxd9ry2580pu1b1dd5ny9ymy,1,69.4,-1.0,2025-05-03T10:57:33.232Z,2025-05-03T12:44:34Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5696448059,347,,5696448081,233,233,5696448057,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809173085,259,1,1,26,1,8gxd9ry2580pu1b1dd5ny9ymy,1,74.5,0.0,2025-05-03T10:57:50.073Z,2025-05-03T10:58:01Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5696448547,140,94.1,5696448551,212,21.2,5696448549,141,6.4,5696448543,107,,5696448545,56,Right,5696448553,213,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809173091,260,61,1,26,2,8gxd9ry2580pu1b1dd5ny9ymy,1,93.7,6.4,2025-05-03T10:57:50.225Z,2025-05-03T11:38:27Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5696448569,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809173107,261,1,1,26,5,8gxd9ry2580pu1b1dd5ny9ymy,0,85.2,6.0,2025-05-03T10:57:53.553Z,2025-05-03T11:38:18Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5696448671,212,7.9,5696448665,56,Right,5696448667,140,91.3,5696448669,141,0.0,5696448673,213,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809173087,234,5,1,26,7,b8oqgvx1ijeyn6y1cn6929ix4,1,11.8,101.3,2025-05-03T10:57:55.671Z,2025-05-03T12:44:35Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,5696601747,233,262,5696448561,347,,5696448559,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809173109,262,5,1,26,7,8gxd9ry2580pu1b1dd5ny9ymy,0,88.2,-1.3,2025-05-03T10:57:55.671Z,2025-05-03T12:44:36Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5696448679,56,Right,5696448681,347,,5696601767,233,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809173177,235,1,1,26,29,b8oqgvx1ijeyn6y1cn6929ix4,0,11.5,100.0,2025-05-03T10:58:18.151Z,2025-05-03T10:58:22Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,5696448969,56,Back,5696448975,212,28.0,5696448973,141,84.1,5696448977,213,5.87,5696448967,107,,5696448971,140,36.0,5696448979,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809173181,236,43,1,26,32,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-05-03T10:58:21.118Z,2025-05-03T10:59:40Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,5696448999,56,Back,5696449001,285,0,5696450519,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809173185,263,1,1,26,33,8gxd9ry2580pu1b1dd5ny9ymy,1,58.3,21.8,2025-05-03T10:58:21.961Z,2025-05-03T10:58:23Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5696449009,3,,5696449013,140,61.4,5696449015,141,23.4,5696449019,213,0.32,5696449011,56,Center,5696449017,212,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809173189,264,61,1,26,34,8gxd9ry2580pu1b1dd5ny9ymy,1,61.4,23.7,2025-05-03T10:58:22.728Z,2025-05-03T11:39:01Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5696449033,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809173233,237,5,1,26,35,b8oqgvx1ijeyn6y1cn6929ix4,1,37.2,101.5,2025-05-03T10:58:23.439Z,2025-05-03T11:39:03Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,5696449243,233,265,5696449241,347,,5696449239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809173199,265,5,1,26,35,8gxd9ry2580pu1b1dd5ny9ymy,0,62.8,-1.5,2025-05-03T10:58:23.439Z,2025-05-03T12:44:36Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5696449069,347,,5696449249,233,237,5696449067,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809173253,238,1,1,26,43,b8oqgvx1ijeyn6y1cn6929ix4,0,33.3,100.0,2025-05-03T10:58:31.310Z,2025-05-03T10:58:34Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,5696449333,212,49.2,5696449335,213,5.79,5696449325,107,,5696449329,140,74.6,5696449337,1,,5696449327,56,Center,5696449331,141,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809173265,267,1,1,26,46,8gxd9ry2580pu1b1dd5ny9ymy,1,29.5,29.8,2025-05-03T10:58:35.177Z,2025-05-03T12:54:59Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,5696449381,141,45.2,5696449379,140,19.6,5696449383,212,14.8,5696449385,213,2.35,5696449377,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809173271,268,1,1,26,50,8gxd9ry2580pu1b1dd5ny9ymy,1,19.4,45.4,2025-05-03T10:58:38.464Z,2025-05-03T10:58:41Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,5696449409,141,69.3,5696449411,212,21.8,5696449413,213,0.84,5696449407,140,33.2,5696449405,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809173273,269,1,1,26,52,8gxd9ry2580pu1b1dd5ny9ymy,1,34.0,69.7,2025-05-03T10:58:40.777Z,2025-05-03T10:58:41Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5696449423,212,6.7,5696449425,213,5.31,5696449419,140,37.6,5696449421,141,61.5,5696449417,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
