id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value
2817829339,200,1,1,19,30,7gkglopz9cjsysn2u6sbhuvc5,1,62.3,85.4,2025-05-22T17:22:13.219Z,2025-05-22T17:22:16Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5744197779,213,5.12,5744197771,56,Center,5744197777,212,9.7,5744197773,140,66.0,5744197775,141,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829347,201,61,1,19,34,7gkglopz9cjsysn2u6sbhuvc5,1,66.7,70.5,2025-05-22T17:22:16.664Z,2025-05-22T17:22:17Z,9vbxe5gvruap8h546efz3nx1w,A. Rise Kristiansen,,,5744197823,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829345,174,43,1,19,34,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-05-22T17:22:16.991Z,2025-05-22T17:22:23Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5744198113,144,83,5744197955,399,ju24rgwcctj5yizl54o91gfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829363,202,1,1,19,35,7gkglopz9cjsysn2u6sbhuvc5,1,66.7,70.5,2025-05-22T17:22:17.923Z,2025-05-22T17:22:18Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5744197927,141,88.6,5744197925,140,66.2,5744197933,213,1.61,5744197929,212,12.3,5744197923,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829407,203,1,1,19,40,7gkglopz9cjsysn2u6sbhuvc5,1,87.3,87.2,2025-05-22T17:22:22.786Z,2025-05-22T17:22:26Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5744198181,141,76.7,5744198179,140,63.8,5744198185,213,3.42,5744198183,212,25.7,5744198177,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829421,205,1,1,19,44,7gkglopz9cjsysn2u6sbhuvc5,1,60.0,66.3,2025-05-22T17:22:26.435Z,2025-05-22T17:22:28Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5744198265,56,Center,5744198273,213,3.93,5744198269,141,55.8,5744198271,212,10.1,5744198267,140,53.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829457,206,1,1,19,45,7gkglopz9cjsysn2u6sbhuvc5,1,53.2,55.8,2025-05-22T17:22:27.891Z,2025-05-22T17:22:32Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5744198417,141,16.2,5744198421,213,4.91,5744198415,140,58.4,5744198419,212,27.5,5744198413,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829469,207,1,1,19,50,7gkglopz9cjsysn2u6sbhuvc5,1,62.0,10.6,2025-05-22T17:22:32.450Z,2025-05-22T18:03:37Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5744198495,213,1.69,5744198493,212,7.7,5744198487,56,Center,5744198491,141,21.8,5744198489,140,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829483,208,1,1,19,51,7gkglopz9cjsysn2u6sbhuvc5,1,61.0,21.9,2025-05-22T17:22:33.555Z,2025-05-22T17:22:35Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5744198595,140,43.6,5744198601,213,3.06,5744198599,212,18.3,5744198593,56,Back,5744198597,141,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829489,209,1,1,19,53,7gkglopz9cjsysn2u6sbhuvc5,1,51.5,26.4,2025-05-22T17:22:35.507Z,2025-05-22T17:22:37Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5744198639,141,33.7,5744198637,140,62.3,5744198635,56,Center,5744198641,212,12.4,5744198643,213,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829501,210,1,1,19,55,7gkglopz9cjsysn2u6sbhuvc5,1,61.5,30.0,2025-05-22T17:22:37.490Z,2025-05-22T17:22:39Z,9gr9rdahnavv0irjauh5xim8k,M. Munck,,,5744198725,212,13.6,5744198723,141,10.7,5744198719,56,Right,5744198727,213,4.45,5744198721,140,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829511,211,1,1,19,56,7gkglopz9cjsysn2u6sbhuvc5,1,58.1,10.7,2025-05-22T17:22:39.066Z,2025-05-22T18:03:51Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5744198805,213,2.66,5744198803,212,17.1,5744198797,56,Back,5744198801,141,22.4,5744198799,140,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829523,212,1,1,19,59,7gkglopz9cjsysn2u6sbhuvc5,1,45.7,29.4,2025-05-22T17:22:41.675Z,2025-05-22T17:22:45Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5744198865,155,,5744198873,212,38.7,5744198869,140,54.5,5744198875,213,1.33,5744198871,141,84.7,5744198877,1,,5744198867,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829545,213,1,1,20,3,7gkglopz9cjsysn2u6sbhuvc5,1,59.9,85.9,2025-05-22T17:22:45.690Z,2025-05-22T17:22:50Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5744199023,56,Back,5744199029,212,14.9,5744199025,140,47.0,5744199031,213,3.58,5744199027,141,76.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829559,214,1,1,20,8,7gkglopz9cjsysn2u6sbhuvc5,1,56.2,68.7,2025-05-22T17:22:50.499Z,2025-05-22T17:22:52Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5744199109,213,4.31,5744199107,212,11.4,5744199101,56,Center,5744199103,140,52.0,5744199105,141,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829581,215,1,1,20,10,7gkglopz9cjsysn2u6sbhuvc5,1,48.6,49.7,2025-05-22T17:22:52.659Z,2025-05-22T18:04:19Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5744199249,212,20.1,5744199243,56,Center,5744199245,140,66.7,5744199247,141,59.3,5744199251,213,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829587,216,1,1,20,14,7gkglopz9cjsysn2u6sbhuvc5,1,67.9,61.5,2025-05-22T17:22:57.003Z,2025-05-22T18:04:23Z,9gr9rdahnavv0irjauh5xim8k,M. Munck,,,5744199285,140,85.5,5744199283,56,Left,5744199289,212,23.3,5744199291,213,0.65,5744199287,141,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829595,217,1,1,20,16,7gkglopz9cjsysn2u6sbhuvc5,1,85.5,82.3,2025-05-22T17:22:59.251Z,2025-05-22T17:23:01Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5744199331,213,3.82,5744199327,141,63.7,5744199323,56,Center,5744199329,212,20.1,5744199325,140,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829601,218,1,1,20,18,7gkglopz9cjsysn2u6sbhuvc5,0,70.6,63.7,2025-05-22T17:23:01.186Z,2025-05-22T18:04:30Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5744199359,56,Center,5744199455,236,,5744199361,140,75.5,5744199461,286,,5744199367,213,5.65,5744199457,233,175,5744199363,141,58.2,5744199365,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829617,175,74,1,20,18,aqtkb4mgrz8c6iqfufj6qjbv9,1,20.7,40.1,2025-05-22T17:23:01.187Z,2025-05-22T19:06:58Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5744199487,233,218,5744199449,285,,5744199447,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829633,219,1,1,20,22,7gkglopz9cjsysn2u6sbhuvc5,1,76.3,63.4,2025-05-22T17:23:04.787Z,2025-05-22T17:23:06Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5744199535,212,21.3,5744199529,56,Left,5744199533,141,82.6,5744199531,140,92.3,5744199537,213,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829625,176,83,1,20,22,aqtkb4mgrz8c6iqfufj6qjbv9,0,20.8,36.9,2025-05-22T17:23:04.806Z,2025-05-22T17:23:08Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5744199585,399,bvw5oc4c040ey5dt5wn0choiy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829637,220,1,1,20,24,7gkglopz9cjsysn2u6sbhuvc5,0,92.3,82.6,2025-05-22T17:23:06.650Z,2025-05-22T17:23:08Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5744199555,140,92.5,5744199553,56,Center,5744199559,212,23.3,5744199549,2,,5744199561,213,4.72,5744199557,141,48.4,5744199551,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829647,177,12,1,20,26,aqtkb4mgrz8c6iqfufj6qjbv9,1,7.3,50.9,2025-05-22T17:23:08.535Z,2025-05-22T17:23:16Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5744199601,141,13.8,5744199599,140,17.8,5744199609,15,,5744199603,212,27.5,5744199605,213,5.12,5744199597,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829681,178,3,1,20,33,aqtkb4mgrz8c6iqfufj6qjbv9,0,24.3,11.0,2025-05-22T17:23:15.856Z,2025-05-22T17:23:16Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5744199779,56,Back,5744199783,211,,5744199781,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829787,179,5,1,20,33,aqtkb4mgrz8c6iqfufj6qjbv9,0,52.5,-1.3,2025-05-22T17:23:15.939Z,2025-05-22T19:07:45Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5744200379,56,Right,5744294005,233,221,5744200381,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829687,221,5,1,20,33,7gkglopz9cjsysn2u6sbhuvc5,1,47.5,101.3,2025-05-22T17:23:15.939Z,2025-05-22T19:07:45Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5744293993,233,179,5744199803,56,Back,5744199805,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829713,222,1,1,20,38,7gkglopz9cjsysn2u6sbhuvc5,1,42.2,100.0,2025-05-22T17:23:21.283Z,2025-05-22T17:23:23Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5744199965,56,Back,5744199973,213,3.78,5744199969,141,75.4,5744199975,1,,5744199963,107,,5744199971,212,29.5,5744199967,140,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829751,223,1,1,20,41,7gkglopz9cjsysn2u6sbhuvc5,1,23.7,66.6,2025-05-22T17:23:23.602Z,2025-05-22T17:23:31Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5744200157,213,0.70,5744200151,140,30.1,5744200149,56,Back,5744200153,141,75.0,5744200155,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829763,224,1,1,20,49,7gkglopz9cjsysn2u6sbhuvc5,1,37.3,68.2,2025-05-22T17:23:31.499Z,2025-05-22T17:23:35Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5744200235,141,36.1,5744200237,212,21.8,5744200239,213,4.73,5744200233,140,37.7,5744200231,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829781,225,1,1,20,52,7gkglopz9cjsysn2u6sbhuvc5,0,34.8,30.3,2025-05-22T17:23:35.147Z,2025-05-22T17:23:39Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5744200341,212,49.7,5744200337,140,79.7,5744200343,213,5.96,5744200345,1,,5744200335,56,Right,5744200339,141,7.4,5744200333,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829805,181,1,1,20,59,aqtkb4mgrz8c6iqfufj6qjbv9,1,12.2,88.6,2025-05-22T17:23:41.598Z,2025-05-22T17:23:42Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5744200461,212,12.0,5744200463,213,4.05,5744200455,56,Back,5744200457,140,5.2,5744200459,141,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829827,182,1,1,21,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,5.2,74.7,2025-05-22T17:23:42.687Z,2025-05-22T17:23:48Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5744200567,157,,5744200577,213,0.17,5744200571,140,41.6,5744200575,212,38.8,5744200569,56,Back,5744200579,1,,5744200573,141,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829833,183,1,1,21,3,aqtkb4mgrz8c6iqfufj6qjbv9,0,45.2,83.0,2025-05-22T17:23:45.840Z,2025-05-22T18:21:03Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5744202599,213,4.21,5744202593,140,42.9,5744200585,56,Back,5744202595,141,76.5,5744202597,212,5.0,5744202591,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829823,226,1,1,21,4,7gkglopz9cjsysn2u6sbhuvc5,0,62.3,32.1,2025-05-22T17:23:46.634Z,2025-05-22T17:23:47Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5744200541,56,Center,5744200547,212,11.6,5744200545,141,24.0,5744200549,213,5.79,5744200543,140,72.0,5744200539,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829839,184,43,1,21,7,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-05-22T17:23:49.799Z,2025-05-22T17:25:14Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5744200619,3,0,5744200629,213,1.73,5744200623,140,43.4,5744200625,141,76.7,5744202933,144,1,5744200621,56,Back,5744200627,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829849,185,1,1,21,8,aqtkb4mgrz8c6iqfufj6qjbv9,1,43.4,76.7,2025-05-22T17:23:51.213Z,2025-05-22T17:23:53Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5744200683,213,1.76,5744200677,140,40.9,5744200681,212,14.2,5744200675,56,Back,5744200679,141,97.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829863,186,1,1,21,10,aqtkb4mgrz8c6iqfufj6qjbv9,1,40.9,97.2,2025-05-22T17:23:53.342Z,2025-05-22T17:23:55Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5744200745,140,37.0,5744200743,56,Back,5744200749,212,9.6,5744200747,141,84.5,5744200751,213,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829893,187,1,1,21,14,aqtkb4mgrz8c6iqfufj6qjbv9,1,35.4,78.7,2025-05-22T17:23:56.446Z,2025-05-22T17:24:01Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5744200931,140,30.4,5744200937,213,4.11,5744200935,212,9.3,5744200933,141,67.5,5744200929,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829907,188,61,1,21,24,aqtkb4mgrz8c6iqfufj6qjbv9,1,35.3,52.1,2025-05-22T17:24:06.639Z,2025-05-22T17:24:07Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5744201011,56,Back,5744201027,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830011,189,5,1,21,25,aqtkb4mgrz8c6iqfufj6qjbv9,0,50.8,-1.0,2025-05-22T17:24:08.239Z,2025-05-22T19:07:47Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5744203285,233,227,5744201561,347,,5744201559,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829925,227,5,1,21,25,7gkglopz9cjsysn2u6sbhuvc5,1,49.2,101.0,2025-05-22T17:24:08.239Z,2025-05-22T19:07:46Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5744201109,56,Back,5744201111,347,,5744203279,233,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830015,190,27,1,21,44,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-05-22T17:24:27.039Z,2025-05-22T19:08:18Z,,,,,5744396591,233,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830249,229,27,1,21,44,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2025-05-22T17:24:27.039Z,2025-05-22T19:08:19Z,,,,,5744396607,233,190,5744202949,53,bh06w40pwo6dy3cjrw3r2i0ru,5744202947,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830275,191,28,1,22,34,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-05-22T17:25:16.498Z,2025-05-22T17:25:20Z,,,,,5744203061,55,190,5744203079,233,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830253,230,28,1,22,34,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2025-05-22T17:25:16.498Z,2025-05-22T17:25:21Z,,,,,5744203097,233,191,5744202967,55,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830283,231,1,1,22,38,7gkglopz9cjsysn2u6sbhuvc5,0,48.1,100.0,2025-05-22T17:25:20.489Z,2025-05-22T17:25:22Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5744203111,212,27.1,5744203107,140,70.7,5744203131,238,,5744203113,213,5.78,5744203115,1,,5744203103,107,,5744203109,141,82.3,5744203105,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830337,193,1,1,22,44,aqtkb4mgrz8c6iqfufj6qjbv9,1,33.0,25.5,2025-05-22T17:25:26.408Z,2025-05-22T17:25:27Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5744203447,56,Back,5744203451,141,56.0,5744203449,140,32.9,5744203455,213,1.58,5744203453,212,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830347,194,1,1,22,45,aqtkb4mgrz8c6iqfufj6qjbv9,1,32.9,56.0,2025-05-22T17:25:27.590Z,2025-05-22T17:25:29Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5744203499,212,15.9,5744203493,56,Back,5744203495,140,39.3,5744203501,213,1.13,5744203497,141,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830393,195,1,1,22,46,aqtkb4mgrz8c6iqfufj6qjbv9,1,39.3,77.2,2025-05-22T17:25:28.846Z,2025-05-22T17:25:33Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5744203707,141,51.2,5744203711,213,4.48,5744203705,140,35.4,5744203703,56,Back,5744203709,212,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830435,196,1,1,22,50,aqtkb4mgrz8c6iqfufj6qjbv9,1,37.3,48.4,2025-05-22T17:25:33.342Z,2025-05-22T17:25:36Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5744203925,141,20.0,5744203923,140,39.0,5744203929,213,4.80,5744203927,212,19.4,5744203921,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830457,197,1,1,22,54,aqtkb4mgrz8c6iqfufj6qjbv9,1,41.9,22.1,2025-05-22T17:25:36.446Z,2025-05-22T17:25:40Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5744204101,141,41.3,5744204099,140,15.4,5744204105,213,2.70,5744204103,212,30.7,5744204097,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830525,198,1,1,22,58,aqtkb4mgrz8c6iqfufj6qjbv9,1,15.4,41.3,2025-05-22T17:25:40.550Z,2025-05-22T17:25:48Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5744204469,212,60.8,5744204463,56,Center,5744204473,1,,5744204465,140,73.0,5744204467,141,32.2,5744204461,157,,5744204471,213,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830535,232,4,1,23,5,7gkglopz9cjsysn2u6sbhuvc5,1,27.4,68.0,2025-05-22T17:25:48.140Z,2025-05-22T17:25:58Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5744204625,13,,5744204633,285,,5744204629,56,Back,5744204631,152,,5744204627,294,,5744204641,233,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830529,199,4,1,23,5,aqtkb4mgrz8c6iqfufj6qjbv9,0,72.6,32.0,2025-05-22T17:25:48.141Z,2025-05-22T17:26:19Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5744204503,13,,5744204505,56,Center,5744204663,233,232,5744204725,294,,5744204511,286,,5744205361,55,200,5744204507,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830553,200,17,1,23,11,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-05-22T17:25:53.861Z,2025-05-22T17:26:19Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5744204673,392,,5744204671,31,,5744204675,13,243,5744205337,55,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830789,233,1,1,23,51,7gkglopz9cjsysn2u6sbhuvc5,1,31.0,72.3,2025-05-22T17:26:33.378Z,2025-05-22T17:26:36Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5744205963,213,5.78,5744205957,140,53.9,5744205951,5,,5744205961,212,27.5,5744205955,56,Center,5744205959,141,52.7,5744205953,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830791,234,1,1,23,53,7gkglopz9cjsysn2u6sbhuvc5,1,54.0,52.7,2025-05-22T17:26:35.784Z,2025-05-22T17:26:37Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5744206003,212,13.0,5744205997,56,Back,5744206005,213,4.01,5744206001,141,38.2,5744205999,140,46.0,5744206031,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830813,235,1,1,23,55,7gkglopz9cjsysn2u6sbhuvc5,0,46.0,38.2,2025-05-22T17:26:37.418Z,2025-05-22T17:26:38Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5744206115,213,6.20,5744206111,141,35.2,5744206113,212,25.7,5744206107,56,Center,5744206109,140,70.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830823,201,8,1,23,57,aqtkb4mgrz8c6iqfufj6qjbv9,1,27.9,59.0,2025-05-22T17:26:39.423Z,2025-05-22T17:26:39Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5744206161,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830855,203,2,1,23,58,aqtkb4mgrz8c6iqfufj6qjbv9,1,30.5,56.4,2025-05-22T17:26:40.710Z,2025-05-22T17:26:44Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5744206313,141,41.0,5744206363,56,Center,5744206361,7,1fjkjzsei9slx2t4zhsqdkve1,5744206311,140,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830871,236,55,1,23,58,7gkglopz9cjsysn2u6sbhuvc5,1,32.9,56.0,2025-05-22T17:26:40.711Z,2025-05-22T19:07:27Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5744206411,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830917,237,1,1,24,8,7gkglopz9cjsysn2u6sbhuvc5,1,31.6,55.7,2025-05-22T17:26:50.858Z,2025-05-22T17:26:54Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5744206631,140,38.0,5744206637,213,5.37,5744206627,241,,5744206633,141,43.0,5744206629,56,Back,5744206635,212,10.9,5744206625,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830931,238,1,1,24,11,7gkglopz9cjsysn2u6sbhuvc5,1,41.9,34.2,2025-05-22T17:26:54.049Z,2025-05-22T17:26:55Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5744206693,140,31.8,5744206699,213,2.80,5744206697,212,11.3,5744206691,56,Back,5744206695,141,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830939,239,1,1,24,13,7gkglopz9cjsysn2u6sbhuvc5,1,31.8,42.2,2025-05-22T17:26:55.441Z,2025-05-22T17:26:56Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5744206747,141,56.6,5744206751,213,1.53,5744206749,212,9.8,5744206743,56,Back,5744206745,140,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830961,240,1,1,24,14,7gkglopz9cjsysn2u6sbhuvc5,1,32.0,58.8,2025-05-22T17:26:56.706Z,2025-05-22T17:26:59Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5744206819,140,39.1,5744206823,212,7.9,5744206825,213,5.94,5744206817,56,Back,5744206821,141,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817830967,241,1,1,24,16,7gkglopz9cjsysn2u6sbhuvc5,1,39.1,54.9,2025-05-22T17:26:58.777Z,2025-05-22T17:27:00Z,9gr9rdahnavv0irjauh5xim8k,M. Munck,,,5744206845,140,12.9,5744206843,56,Back,5744206849,212,27.5,5744206861,156,,5744206847,141,55.1,5744206851,213,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
