id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2726842725,215,5,1,20,55,8gxd9ry2580pu1b1dd5ny9ymy,0,85.6,101.2,2024-09-28T12:20:40.839Z,2024-09-28T13:44:42Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5246763297,56,Left,5246763299,347,,5246763391,233,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726842905,184,1,1,21,7,7gkglopz9cjsysn2u6sbhuvc5,1,22.1,0.0,2024-09-28T12:20:53.532Z,2024-09-28T12:20:55Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5246764349,140,31.8,5246764347,56,Back,5246764355,213,0.62,5246764351,141,8.6,5246764353,212,12.5,5246764345,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726842929,185,1,1,21,9,7gkglopz9cjsysn2u6sbhuvc5,0,31.8,8.6,2024-09-28T12:20:54.972Z,2024-09-28T12:20:56Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5246764483,141,15.0,5246764489,213,0.34,5246764481,140,43.4,5246764479,56,Back,5246764475,3,,5246764485,212,12.9,5246764477,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726843027,216,1,1,21,11,8gxd9ry2580pu1b1dd5ny9ymy,1,66.1,80.9,2024-09-28T12:20:57.403Z,2024-09-28T12:21:02Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5246765007,212,12.5,5246765011,1,,5246765005,141,63.7,5246764999,157,,5246765009,213,5.07,5246765003,140,70.3,5246765001,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726843067,217,44,1,21,14,8gxd9ry2580pu1b1dd5ny9ymy,1,68.2,56.8,2024-09-28T12:20:59.923Z,2024-09-28T14:19:26Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5246765305,233,186,5246765267,56,Center,5246765269,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726843005,186,44,1,21,14,7gkglopz9cjsysn2u6sbhuvc5,0,31.8,43.2,2024-09-28T12:20:59.924Z,2024-09-28T14:19:26Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5246764833,285,,5246764829,56,Back,5246765323,233,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726843073,218,61,1,21,15,8gxd9ry2580pu1b1dd5ny9ymy,1,69.0,62.1,2024-09-28T12:21:00.755Z,2024-09-28T15:43:04Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5246765299,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726843043,187,1,1,21,16,7gkglopz9cjsysn2u6sbhuvc5,1,33.8,56.0,2024-09-28T12:21:02.235Z,2024-09-28T12:21:03Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5246765105,56,Back,5246765119,213,1.66,5246765107,140,33.0,5246765111,141,70.5,5246765115,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726843063,188,1,1,21,17,7gkglopz9cjsysn2u6sbhuvc5,1,33.0,70.5,2024-09-28T12:21:03.404Z,2024-09-28T12:21:04Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5246765251,213,1.15,5246765247,141,85.0,5246765245,140,37.2,5246765243,56,Back,5246765249,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726843097,189,1,1,21,18,7gkglopz9cjsysn2u6sbhuvc5,1,37.2,85.0,2024-09-28T12:21:04.531Z,2024-09-28T12:21:07Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5246765395,212,13.5,5246765389,56,Back,5246765397,213,3.65,5246765391,140,26.0,5246765393,141,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726843155,190,1,1,21,21,7gkglopz9cjsysn2u6sbhuvc5,1,27.1,70.5,2024-09-28T12:21:07.045Z,2024-09-28T12:21:11Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5246765689,213,3.65,5246765683,140,7.0,5246765679,56,Back,5246765687,212,24.2,5246765685,141,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726843159,191,1,1,21,25,7gkglopz9cjsysn2u6sbhuvc5,0,6.6,67.9,2024-09-28T12:21:11.412Z,2024-09-28T12:21:12Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5246765721,212,32.2,5246765715,56,Back,5246765719,141,61.8,5246765717,140,37.0,5246765729,1,,5246765723,213,6.15,5246765713,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726843183,219,1,1,21,27,8gxd9ry2580pu1b1dd5ny9ymy,0,75.1,34.6,2024-09-28T12:21:12.945Z,2024-09-28T12:21:14Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5246765857,141,39.4,5246765849,56,Center,5246765853,140,90.0,5246765863,213,0.21,5246765859,212,16.0,5246765847,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726843313,193,1,1,21,37,7gkglopz9cjsysn2u6sbhuvc5,1,10.1,53.4,2024-09-28T12:21:22.796Z,2024-09-28T12:21:27Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5246766465,212,29.0,5246766467,213,0.06,5246766457,123,,5246766461,140,37.7,5246766497,287,,5246766459,56,Back,5246766463,141,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726843391,194,1,1,21,41,7gkglopz9cjsysn2u6sbhuvc5,0,37.7,55.8,2024-09-28T12:21:27.027Z,2024-09-28T12:43:37Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5246766951,212,15.3,5246766937,168,,5246766945,141,64.3,5246766939,56,Center,5246766955,213,0.39,5246766941,140,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726843447,221,1,1,21,42,8gxd9ry2580pu1b1dd5ny9ymy,1,47.4,43.3,2024-09-28T12:21:27.786Z,2024-09-28T12:21:32Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5246767225,212,33.6,5246767217,56,Back,5246767227,213,2.99,5246767221,140,15.8,5246767229,1,,5246767223,141,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726843475,222,1,1,21,46,8gxd9ry2580pu1b1dd5ny9ymy,1,15.7,50.9,2024-09-28T12:21:31.913Z,2024-09-28T12:21:34Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5246767447,213,0.03,5246767445,212,12.1,5246767443,141,51.5,5246767439,56,Back,5246767441,140,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726843557,223,1,1,21,49,8gxd9ry2580pu1b1dd5ny9ymy,1,28.4,50.7,2024-09-28T12:21:34.730Z,2024-09-28T12:21:41Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5246767875,56,Back,5246767877,140,31.1,5246767883,213,4.85,5246767881,212,20.1,5246767879,141,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726843633,224,1,1,21,56,8gxd9ry2580pu1b1dd5ny9ymy,1,34.3,21.8,2024-09-28T12:21:41.745Z,2024-09-28T12:21:46Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5246768257,213,2.85,5246768253,141,31.9,5246768251,140,12.4,5246768255,212,24.0,5246768249,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726843707,225,1,1,22,0,8gxd9ry2580pu1b1dd5ny9ymy,1,12.9,33.1,2024-09-28T12:21:46.041Z,2024-09-28T12:21:51Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5246768663,212,36.4,5246768659,140,21.2,5246768661,141,85.0,5246768667,1,,5246768657,56,Back,5246768665,213,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726843757,226,1,1,22,5,8gxd9ry2580pu1b1dd5ny9ymy,1,26.1,87.4,2024-09-28T12:21:51.217Z,2024-09-28T12:21:55Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5246768883,141,70.8,5246768879,56,Back,5246768881,140,29.9,5246768887,213,5.05,5246768885,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726843803,195,83,1,22,8,7gkglopz9cjsysn2u6sbhuvc5,0,70.0,37.6,2024-09-28T12:21:54.715Z,2024-09-28T14:28:56Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5247656125,399,6uwvbagahvoavs630k8uksxjp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726843763,227,4,1,22,9,8gxd9ry2580pu1b1dd5ny9ymy,1,29.8,67.6,2024-09-28T12:21:55.537Z,2024-09-28T14:13:41Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,,5246769351,13,,5246768907,285,,5246769355,152,,5246769425,233,196,5246769359,265,,5246768905,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726843829,196,4,1,22,9,7gkglopz9cjsysn2u6sbhuvc5,0,70.2,32.4,2024-09-28T12:21:55.538Z,2024-09-28T14:13:41Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5246769383,56,Center,5246769389,286,,5246769381,13,,5246769387,265,,5246769445,233,227,5246769385,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726843901,228,1,1,22,17,8gxd9ry2580pu1b1dd5ny9ymy,1,29.9,76.9,2024-09-28T12:22:03.345Z,2024-09-28T12:22:04Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5246769715,213,5.87,5246769703,5,,5246769709,140,38.4,5246769713,212,9.8,5246769705,152,,5246769711,141,71.1,5246769707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726843959,229,1,1,22,18,8gxd9ry2580pu1b1dd5ny9ymy,1,38.4,71.1,2024-09-28T12:22:04.521Z,2024-09-28T12:22:08Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,,5246770019,213,4.19,5246770007,56,Back,5246770011,141,58.8,5246770009,140,33.8,5246770015,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726844025,230,1,1,22,22,8gxd9ry2580pu1b1dd5ny9ymy,1,34.4,49.1,2024-09-28T12:22:08.545Z,2024-09-28T12:22:12Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5246770347,141,53.3,5246770351,213,0.23,5246770345,140,45.9,5246770349,212,12.4,5246770343,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726844029,231,50,1,22,26,8gxd9ry2580pu1b1dd5ny9ymy,1,46.2,52.3,2024-09-28T12:22:11.874Z,2024-09-28T14:17:02Z,2cup1vjw8n43kbzzxfflnmplg,J. Singh,,,5246770369,286,,5246770367,56,Back,5246770439,233,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726844021,197,7,1,22,26,7gkglopz9cjsysn2u6sbhuvc5,0,53.8,47.7,2024-09-28T12:22:11.875Z,2024-09-28T14:17:02Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5246770325,56,Center,5246770385,233,231,5246770327,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726844113,232,1,1,22,29,8gxd9ry2580pu1b1dd5ny9ymy,1,54.1,47.8,2024-09-28T12:22:14.777Z,2024-09-28T12:22:18Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5246770765,213,4.86,5246770761,141,8.2,5246770763,212,27.2,5246770757,56,Right,5246770759,140,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726844141,233,1,1,22,32,8gxd9ry2580pu1b1dd5ny9ymy,1,58.9,9.1,2024-09-28T12:22:18.305Z,2024-09-28T12:22:20Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5246770909,141,15.0,5246770907,140,45.6,5246770911,212,14.5,5246770913,213,2.86,5246770905,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726844225,234,1,1,22,34,8gxd9ry2580pu1b1dd5ny9ymy,1,45.9,16.8,2024-09-28T12:22:20.128Z,2024-09-28T12:22:25Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5246771365,213,2.50,5246771361,141,28.9,5246771357,56,Back,5246771363,212,13.8,5246771359,140,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726844269,235,1,1,22,39,8gxd9ry2580pu1b1dd5ny9ymy,1,39.6,30.0,2024-09-28T12:22:24.938Z,2024-09-28T12:22:27Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5246771535,141,10.9,5246771531,56,Back,5246771537,212,13.4,5246771539,213,4.97,5246771533,140,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726844325,236,1,1,22,42,8gxd9ry2580pu1b1dd5ny9ymy,0,46.8,10.6,2024-09-28T12:22:27.777Z,2024-09-28T12:22:31Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5246771801,56,Center,5246771803,140,90.3,5246771809,213,0.25,5246771805,141,27.7,5246771811,1,,5246771807,212,47.1,5246771799,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726844437,199,1,1,22,48,7gkglopz9cjsysn2u6sbhuvc5,1,13.8,64.6,2024-09-28T12:22:34.051Z,2024-09-28T12:22:38Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5246772285,56,Back,5246772291,212,11.7,5246772287,140,22.0,5246772293,213,5.54,5246772281,123,,5246772289,141,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726844405,237,83,1,22,50,8gxd9ry2580pu1b1dd5ny9ymy,0,72.6,61.7,2024-09-28T12:22:36.568Z,2024-09-28T12:22:44Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5246772595,399,78iynnu6cnznv6fxpo4br4mlm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726844439,200,4,1,22,52,7gkglopz9cjsysn2u6sbhuvc5,1,27.2,38.8,2024-09-28T12:22:38.496Z,2024-09-28T12:22:43Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5246772479,233,238,5246772453,56,Back,5246772451,295,,5246772457,285,,5246772455,152,,5246772449,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726844433,238,4,1,22,52,8gxd9ry2580pu1b1dd5ny9ymy,0,72.8,61.2,2024-09-28T12:22:38.497Z,2024-09-28T12:22:44Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5246772497,233,200,5246772435,152,,5246772439,286,,5246772429,13,,5246772433,56,Center,5246772431,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726844501,201,1,1,22,57,7gkglopz9cjsysn2u6sbhuvc5,1,30.3,41.8,2024-09-28T12:22:43.155Z,2024-09-28T12:22:45Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5246772665,56,Back,5246772667,140,38.7,5246772661,5,,5246772671,212,9.1,5246772669,141,38.6,5246772673,213,6.04,5246772663,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726844547,202,1,1,22,58,7gkglopz9cjsysn2u6sbhuvc5,1,38.7,38.6,2024-09-28T12:22:44.211Z,2024-09-28T12:22:47Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5246772913,213,5.62,5246772905,56,Back,5246772909,141,29.1,5246772907,140,46.6,5246772911,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726844551,203,4,1,23,1,7gkglopz9cjsysn2u6sbhuvc5,1,41.2,32.4,2024-09-28T12:22:47.189Z,2024-09-28T14:13:42Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5246772977,13,,5246772985,286,,5246772981,152,,5246772979,56,Back,5246773177,233,239,5246772983,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726844563,239,4,1,23,1,8gxd9ry2580pu1b1dd5ny9ymy,0,58.8,67.6,2024-09-28T12:22:47.190Z,2024-09-28T14:13:42Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5246773129,152,,5246773133,285,,5246773131,265,,5246773127,56,Center,5246773183,233,203,5246773125,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726844763,204,1,1,23,12,7gkglopz9cjsysn2u6sbhuvc5,0,41.6,36.3,2024-09-28T12:22:57.722Z,2024-09-28T12:22:59Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5246774003,141,20.3,5246773993,5,,5246773999,56,Right,5246774009,1,,5246774001,140,92.0,5246773997,152,,5246774007,213,6.08,5246774005,212,54.0,5246773995,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726844789,205,61,1,23,15,7gkglopz9cjsysn2u6sbhuvc5,0,92.0,20.3,2024-09-28T12:23:01.634Z,2024-09-28T12:55:07Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5246774107,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726844835,241,1,1,23,17,8gxd9ry2580pu1b1dd5ny9ymy,1,8.3,77.9,2024-09-28T12:23:03.201Z,2024-09-28T12:23:05Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5246774343,56,Back,5246774349,212,9.7,5246774351,213,4.67,5246774347,141,63.6,5246774345,140,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726844859,242,1,1,23,19,8gxd9ry2580pu1b1dd5ny9ymy,1,7.9,63.6,2024-09-28T12:23:04.984Z,2024-09-28T12:23:07Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5246774491,212,12.4,5246774485,56,Back,5246774487,140,8.3,5246774489,141,81.8,5246774493,213,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726844911,243,1,1,23,21,8gxd9ry2580pu1b1dd5ny9ymy,0,8.6,84.5,2024-09-28T12:23:07.104Z,2024-09-28T12:23:11Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5246774761,212,26.6,5246774755,56,Back,5246774763,213,0.29,5246774759,141,95.6,5246774757,140,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726844945,206,12,1,23,25,7gkglopz9cjsysn2u6sbhuvc5,1,67.4,8.6,2024-09-28T12:23:11.099Z,2024-09-28T12:23:13Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5246774923,56,Right,5246774937,213,5.73,5246774933,212,13.6,5246774929,141,0.0,5246774977,167,,5246774925,140,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726844953,207,5,1,23,26,7gkglopz9cjsysn2u6sbhuvc5,0,74.8,-2.0,2024-09-28T12:23:12Z,2024-09-28T14:19:54Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5246776477,233,244,5246774957,56,Right,5246774959,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726845229,244,5,1,23,26,8gxd9ry2580pu1b1dd5ny9ymy,1,25.2,102.0,2024-09-28T12:23:12Z,2024-09-28T14:19:54Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5246776467,233,207,5246776459,347,,5246776457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726845245,245,1,1,23,47,8gxd9ry2580pu1b1dd5ny9ymy,1,38.3,100.0,2024-09-28T12:23:33.584Z,2024-09-28T12:23:35Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5246776535,141,82.6,5246776537,212,17.0,5246776531,56,Back,5246776539,213,4.01,5246776533,140,27.9,5246776529,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726845297,246,1,1,23,49,8gxd9ry2580pu1b1dd5ny9ymy,1,25.3,70.0,2024-09-28T12:23:34.976Z,2024-09-28T12:23:39Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5246776783,213,4.97,5246776781,212,27.3,5246776779,141,31.2,5246776775,56,Back,5246776777,140,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726845317,247,1,1,23,53,8gxd9ry2580pu1b1dd5ny9ymy,0,40.0,13.5,2024-09-28T12:23:39.639Z,2024-09-28T12:23:41Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5246776905,140,67.5,5246776909,212,29.3,5246776907,141,20.4,5246776911,213,0.16,5246776903,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726845349,208,1,1,23,57,7gkglopz9cjsysn2u6sbhuvc5,1,37.2,74.4,2024-09-28T12:23:43.098Z,2024-09-28T12:55:29Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5246777063,140,44.7,5246777069,213,6.16,5246777067,212,7.9,5246777065,141,73.0,5246777061,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726845361,209,1,1,23,58,7gkglopz9cjsysn2u6sbhuvc5,1,44.7,73.0,2024-09-28T12:23:44.042Z,2024-09-28T12:55:36Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5246777157,212,13.2,5246777191,156,,5246777155,141,85.7,5246777159,213,2.43,5246777153,140,35.2,5246777151,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726845409,210,1,1,24,0,7gkglopz9cjsysn2u6sbhuvc5,0,32.1,89.7,2024-09-28T12:23:45.908Z,2024-09-28T12:55:40Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5246777431,213,6.10,5246777457,236,,5246777423,56,Back,5246777429,212,6.9,5246777459,233,248,5246777463,286,,5246777425,140,38.6,5246777427,141,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726845379,248,74,1,24,0,8gxd9ry2580pu1b1dd5ny9ymy,1,65.9,8.6,2024-09-28T12:23:45.909Z,2024-09-28T12:23:48Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5246777491,233,210,5246777241,56,Right,5246777243,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726845443,211,61,1,24,2,7gkglopz9cjsysn2u6sbhuvc5,1,38.6,87.8,2024-09-28T12:23:48.122Z,2024-09-28T12:55:41Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5246777601,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726845459,212,5,1,24,3,7gkglopz9cjsysn2u6sbhuvc5,0,35.6,101.8,2024-09-28T12:23:49.274Z,2024-09-28T13:44:45Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5246777907,233,249,5246777661,56,Back,5246777663,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726845485,249,5,1,24,3,8gxd9ry2580pu1b1dd5ny9ymy,1,64.4,-1.8,2024-09-28T12:23:49.274Z,2024-09-28T14:19:55Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5246777817,347,,5246777871,233,212,5246777813,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726845521,250,1,1,24,6,8gxd9ry2580pu1b1dd5ny9ymy,1,65.5,0.0,2024-09-28T12:23:52.144Z,2024-09-28T12:23:54Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5246777999,212,7.2,5246777993,56,Right,5246777991,107,,5246777997,141,8.3,5246778001,213,1.81,5246777995,140,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726845525,251,1,1,24,7,8gxd9ry2580pu1b1dd5ny9ymy,0,61.5,8.0,2024-09-28T12:23:53.304Z,2024-09-28T12:24:01Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,,5246778033,213,5.09,5246778027,140,64.0,5246778029,141,0.0,5246778031,212,7.2,5246778025,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726845721,213,5,1,24,8,7gkglopz9cjsysn2u6sbhuvc5,1,38.2,101.4,2024-09-28T12:23:54.367Z,2024-09-28T14:19:55Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5246779045,56,Back,5246783281,347,,5246779087,233,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726845635,252,5,1,24,8,8gxd9ry2580pu1b1dd5ny9ymy,0,61.8,-1.4,2024-09-28T12:23:54.367Z,2024-09-28T12:25:06Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5246778583,56,Right,5246779121,233,213,5246783251,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726845785,214,1,1,24,21,7gkglopz9cjsysn2u6sbhuvc5,1,45.4,100.0,2024-09-28T12:24:06.882Z,2024-09-28T12:24:10Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5246779361,107,,5246779371,213,5.75,5246779369,212,15.0,5246779363,56,Left,5246779365,140,57.7,5246779367,141,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726845821,215,3,1,24,24,7gkglopz9cjsysn2u6sbhuvc5,1,47.4,83.2,2024-09-28T12:24:10.611Z,2024-09-28T12:24:16Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5246779541,56,Back,5246779543,286,,5246779571,233,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726845819,253,45,1,24,24,8gxd9ry2580pu1b1dd5ny9ymy,0,52.6,16.8,2024-09-28T12:24:10.611Z,2024-09-28T12:24:17Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5246779533,56,Right,5246779631,233,215,5246779535,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
