id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value
2719777159,196,1,1,19,38,aqtkb4mgrz8c6iqfufj6qjbv9,0,73.1,23.0,2024-09-14T12:20:49.631Z,2024-09-14T12:20:50Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5208109477,141,38.5,5208109481,213,1.15,5208109473,56,Center,5208109479,212,11.6,5208109475,140,77.6,5208109471,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719777225,171,1,1,19,39,7gkglopz9cjsysn2u6sbhuvc5,1,20.4,66.6,2024-09-14T12:20:51.130Z,2024-09-14T12:20:55Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5208109723,157,,5208109727,140,31.9,5208109731,212,17.5,5208109735,1,,5208109729,141,47.9,5208109733,213,5.47,5208109725,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719777231,172,1,1,19,43,7gkglopz9cjsysn2u6sbhuvc5,0,31.9,47.9,2024-09-14T12:20:55.193Z,2024-09-14T12:20:55Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5208109759,212,5.3,5208109755,140,35.4,5208109751,3,,5208109753,56,Back,5208109757,141,53.6,5208109761,213,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719777253,197,1,1,19,44,aqtkb4mgrz8c6iqfufj6qjbv9,1,70.3,47.3,2024-09-14T12:20:55.814Z,2024-09-14T12:20:56Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5208109833,3,,5208109837,140,70.4,5208109839,141,56.0,5208109843,213,1.55,5208109841,212,5.9,5208109835,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719777287,199,1,1,19,45,aqtkb4mgrz8c6iqfufj6qjbv9,1,70.4,56.0,2024-09-14T12:20:56.790Z,2024-09-14T12:20:58Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5208109981,212,15.0,5208109977,140,70.4,5208109979,141,78.1,5208109975,56,Center,5208109983,213,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719777303,200,1,1,19,46,aqtkb4mgrz8c6iqfufj6qjbv9,1,70.4,78.1,2024-09-14T12:20:58.230Z,2024-09-14T12:21:00Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5208110097,212,10.6,5208110093,140,76.5,5208110089,56,Center,5208110095,141,65.7,5208110099,213,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719777323,201,1,1,19,49,aqtkb4mgrz8c6iqfufj6qjbv9,1,76.5,65.7,2024-09-14T12:21:00.462Z,2024-09-14T12:21:33Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5208110245,56,Center,5208110253,213,3.19,5208110249,141,65.1,5208110251,212,8.9,5208110247,140,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719777359,202,1,1,19,52,aqtkb4mgrz8c6iqfufj6qjbv9,0,68.5,63.7,2024-09-14T12:21:03.928Z,2024-09-14T12:21:32Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5208110491,212,47.5,5208110495,1,,5208110483,155,,5208110487,140,100.0,5208110485,56,Right,5208110493,213,5.50,5208110489,141,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719777401,173,5,1,19,56,7gkglopz9cjsysn2u6sbhuvc5,1,-1.0,75.6,2024-09-14T12:21:07.403Z,2024-09-14T13:52:31Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5208110689,233,203,5208110675,346,,5208110673,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719777365,203,5,1,19,56,aqtkb4mgrz8c6iqfufj6qjbv9,0,101.0,24.4,2024-09-14T12:21:07.403Z,2024-09-14T12:21:15Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5208110521,346,,5208110519,56,Center,5208110695,233,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719777589,174,1,1,20,20,7gkglopz9cjsysn2u6sbhuvc5,1,4.4,50.9,2024-09-14T12:21:31.682Z,2024-09-14T12:21:33Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5208111759,141,31.5,5208111755,56,Back,5208111767,237,,5208111763,213,4.99,5208111761,212,13.7,5208111753,124,,5208111757,140,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719777615,175,1,1,20,21,7gkglopz9cjsysn2u6sbhuvc5,1,8.0,31.5,2024-09-14T12:21:33.066Z,2024-09-14T12:21:36Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5208111869,141,51.9,5208111865,56,Back,5208111873,213,1.98,5208111867,140,2.3,5208111871,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719777645,176,1,1,20,25,7gkglopz9cjsysn2u6sbhuvc5,1,2.3,51.9,2024-09-14T12:21:36.410Z,2024-09-14T12:21:39Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5208111955,140,24.4,5208111953,56,Back,5208111957,141,66.4,5208111959,212,25.2,5208111961,213,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719777631,204,83,1,20,26,aqtkb4mgrz8c6iqfufj6qjbv9,0,72.0,30.1,2024-09-14T12:21:38.087Z,2024-09-14T12:21:42Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5208112087,399,11cna826ls27ahux2w0ckapqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719777667,177,1,1,20,28,7gkglopz9cjsysn2u6sbhuvc5,1,24.4,66.4,2024-09-14T12:21:39.450Z,2024-09-14T12:21:41Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5208112039,56,Back,5208112047,213,3.59,5208112043,141,59.6,5208112041,140,15.2,5208112045,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719777681,178,1,1,20,30,7gkglopz9cjsysn2u6sbhuvc5,0,15.2,59.6,2024-09-14T12:21:41.690Z,2024-09-14T12:21:45Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5208112117,141,62.1,5208112121,213,0.03,5208112113,56,Center,5208112119,212,51.9,5208112111,157,,5208112123,1,,5208112115,140,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719777755,206,1,1,20,38,aqtkb4mgrz8c6iqfufj6qjbv9,1,26.7,28.8,2024-09-14T12:21:50.063Z,2024-09-14T12:21:52Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5208112505,140,43.3,5208112511,213,0.31,5208112509,212,18.3,5208112503,56,Back,5208112507,141,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719777775,207,1,1,20,40,aqtkb4mgrz8c6iqfufj6qjbv9,1,43.3,36.9,2024-09-14T12:21:52.154Z,2024-09-14T12:21:54Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5208112615,212,16.9,5208112611,140,57.6,5208112617,213,5.81,5208112613,141,25.6,5208112609,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719777781,208,1,1,20,42,aqtkb4mgrz8c6iqfufj6qjbv9,0,57.6,25.6,2024-09-14T12:21:53.855Z,2024-09-14T12:21:56Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5208112645,140,85.8,5208112641,168,,5208112647,141,17.6,5208112643,56,Right,5208112651,213,6.10,5208112649,212,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719777841,179,1,1,20,48,7gkglopz9cjsysn2u6sbhuvc5,0,11.8,93.9,2024-09-14T12:22:00.091Z,2024-09-14T12:22:01Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5208112995,213,4.02,5208112985,157,,5208112991,141,69.6,5208112989,140,0.0,5208112993,212,21.4,5208112999,1,,5208112987,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719777849,180,6,1,20,49,7gkglopz9cjsysn2u6sbhuvc5,0,2.0,68.0,2024-09-14T12:22:00.663Z,2024-09-14T13:52:58Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5208211793,233,209,5208113055,73,,5208113053,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719777973,209,6,1,20,49,aqtkb4mgrz8c6iqfufj6qjbv9,1,98.0,32.0,2024-09-14T12:22:00.663Z,2024-09-14T13:52:58Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5208113679,56,Center,5208113681,75,,5208211753,233,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719778143,210,1,1,21,22,aqtkb4mgrz8c6iqfufj6qjbv9,0,99.5,0.5,2024-09-14T12:22:34.088Z,2024-09-14T13:53:22Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5208114535,141,37.4,5208114531,56,Center,5208114523,2,,5208114527,155,,5208114539,213,1.92,5208114525,6,,5208114533,140,90.9,5208114537,212,26.7,5208114529,224,,,,,,,,,,,,,,,,,,,,,,
2719778151,181,12,1,21,25,7gkglopz9cjsysn2u6sbhuvc5,1,9.5,65.1,2024-09-14T12:22:36.611Z,2024-09-14T13:53:20Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5208114565,213,0.36,5208114557,56,Back,5208114573,15,,5208114561,141,68.4,5208114559,140,15.1,5208114563,212,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719778165,182,12,1,21,27,7gkglopz9cjsysn2u6sbhuvc5,1,15.1,68.4,2024-09-14T12:22:38.667Z,2024-09-14T12:23:24Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5208114627,212,0,5208114623,140,15.1,5208114621,56,Back,5208114625,141,68.4,5208114629,213,3.14,5208116501,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719778185,211,44,1,21,28,aqtkb4mgrz8c6iqfufj6qjbv9,1,69.9,39.6,2024-09-14T12:22:40.145Z,2024-09-14T13:53:18Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5208114719,233,184,5208114713,56,Center,5208114715,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719778173,184,44,1,21,28,7gkglopz9cjsysn2u6sbhuvc5,0,30.1,60.4,2024-09-14T12:22:40.146Z,2024-09-14T12:50:42Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5208114639,56,Back,5208114739,233,211,5208114641,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719778199,212,1,1,21,30,aqtkb4mgrz8c6iqfufj6qjbv9,1,64.3,41.5,2024-09-14T12:22:41.751Z,2024-09-14T12:22:43Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5208114781,140,65.5,5208114773,3,,5208114785,141,38.8,5208114775,56,Center,5208114795,213,5.31,5208114791,212,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719778213,213,1,1,21,31,aqtkb4mgrz8c6iqfufj6qjbv9,1,65.5,38.8,2024-09-14T12:22:42.447Z,2024-09-14T12:22:44Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5208114849,56,Right,5208114851,140,79.5,5208114855,212,20.7,5208114847,3,,5208114853,141,17.3,5208114857,213,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719778235,214,1,1,21,33,aqtkb4mgrz8c6iqfufj6qjbv9,1,86.4,9.2,2024-09-14T12:22:45.151Z,2024-09-14T13:54:17Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,1.0,,5208115053,212,8.4,5208115049,140,80.5,5208115823,154,,5208115821,210,13,5208115051,141,17.6,5208115055,213,2.40,5208115047,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719778239,215,13,1,21,36,aqtkb4mgrz8c6iqfufj6qjbv9,1,77.2,29.7,2024-09-14T12:22:47.679Z,2024-09-14T13:54:17Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5208115837,103,2.8,5208115075,56,Center,5208115585,20,,5208115835,102,79.3,5208540209,230,98.5,5208115827,29,,5208540207,153,,5208115071,22,,5208115829,154,,5208115841,147,5208115831,55,5208115073,18,,5208540205,73,5208540211,231,52.2,214,,49.6,5208115839,146,94.7,,,
2719778249,185,10,1,21,39,7gkglopz9cjsysn2u6sbhuvc5,1,2.7,46.7,2024-09-14T12:22:50.692Z,2024-09-14T12:22:59Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5208115109,173,,5208115113,182,,5208115469,190,,5208115115,56,Back,5208115467,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719778267,186,6,1,21,39,7gkglopz9cjsysn2u6sbhuvc5,0,9.4,58.8,2024-09-14T12:22:51.256Z,2024-09-14T13:52:58Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5208115307,233,216,5208115281,73,,5208115279,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719778255,216,6,1,21,39,aqtkb4mgrz8c6iqfufj6qjbv9,1,90.6,41.2,2024-09-14T12:22:51.256Z,2024-09-14T13:52:58Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5208115297,233,186,5208115179,56,Center,5208115181,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719778583,217,1,1,22,14,aqtkb4mgrz8c6iqfufj6qjbv9,0,99.5,99.5,2024-09-14T12:23:25.696Z,2024-09-14T12:23:29Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5208116733,223,,5208116737,140,93.2,5208116729,6,,5208116743,213,4.57,5208116741,212,45.1,5208116735,56,Center,5208116731,155,,5208116745,1,,5208116727,2,,5208116739,141,,,,,,,,,,33.9,,,,,,,,,
2719778605,187,61,1,22,20,7gkglopz9cjsysn2u6sbhuvc5,1,14.0,66.4,2024-09-14T12:23:31.524Z,2024-09-14T12:24:48Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5208116833,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719778611,218,1,1,22,20,aqtkb4mgrz8c6iqfufj6qjbv9,0,92.1,32.2,2024-09-14T12:23:31.991Z,2024-09-14T12:23:32Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5208116875,141,42.8,5208116871,56,Center,5208116873,140,90.1,5208116877,212,7.5,5208116879,213,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719778735,220,61,1,22,22,aqtkb4mgrz8c6iqfufj6qjbv9,1,92.9,46.2,2024-09-14T12:23:34.112Z,2024-09-14T13:53:17Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5208119969,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719778615,219,79,1,22,22,aqtkb4mgrz8c6iqfufj6qjbv9,0,0.0,0.0,2024-09-14T12:23:34.222Z,2024-09-14T12:23:34Z,,,,,5208116903,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719778693,188,79,1,22,34,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-09-14T12:23:46.268Z,2024-09-14T12:23:46Z,,,,,5208117231,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719778763,189,8,1,22,44,7gkglopz9cjsysn2u6sbhuvc5,1,11.7,60.5,2024-09-14T12:23:55.685Z,2024-09-14T12:26:09Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5208122335,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719778821,193,27,1,22,47,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-09-14T12:23:58.813Z,2024-09-14T12:24:04Z,,,,,5208117757,53,ef7l91pb4w6yk7lijxjxlievp,5208117755,41,Injury,5208117787,233,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719778797,225,27,1,22,47,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-09-14T12:23:58.813Z,2024-09-14T12:24:04Z,,,,,5208117807,233,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719779395,194,28,1,24,21,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-09-14T12:25:33.054Z,2024-09-14T12:25:37Z,,,,,5208121031,233,226,5208120825,55,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719779439,226,28,1,24,21,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-09-14T12:25:33.054Z,2024-09-14T12:25:38Z,,,,,5208121027,55,225,5208121065,233,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719779503,228,1,1,24,28,aqtkb4mgrz8c6iqfufj6qjbv9,1,48.6,51.2,2024-09-14T12:25:39.791Z,2024-09-14T12:25:43Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5208121265,141,78.4,5208121261,56,Center,5208121269,213,1.37,5208121267,212,18.9,5208121263,140,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719779511,229,1,1,24,31,aqtkb4mgrz8c6iqfufj6qjbv9,1,47.8,76.3,2024-09-14T12:25:43.271Z,2024-09-14T12:25:44Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5208121307,141,58.4,5208121303,56,Back,5208121311,213,4.27,5208121305,140,42.3,5208121309,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719779521,230,1,1,24,33,aqtkb4mgrz8c6iqfufj6qjbv9,0,43.4,57.5,2024-09-14T12:25:44.615Z,2024-09-14T12:25:47Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5208121371,212,44.3,5208121367,140,84.3,5208121375,1,,5208121363,155,,5208121369,141,73.3,5208121373,213,0.25,5208121365,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719779531,196,8,1,24,36,7gkglopz9cjsysn2u6sbhuvc5,1,15.4,33.3,2024-09-14T12:25:48.022Z,2024-09-14T12:25:48Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5208121411,56,Back,5208121425,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719779557,231,1,1,24,39,aqtkb4mgrz8c6iqfufj6qjbv9,0,86.1,67.3,2024-09-14T12:25:50.631Z,2024-09-14T12:25:51Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5208121541,56,Center,5208121545,141,47.0,5208121549,213,4.38,5208121539,3,,5208121547,212,14.6,5208121543,140,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719779643,197,1,1,24,42,7gkglopz9cjsysn2u6sbhuvc5,1,22.2,63.7,2024-09-14T12:25:54.229Z,2024-09-14T12:25:59Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5208121929,140,47.0,5208121937,1,,5208121933,212,33.6,5208121925,157,,5208121927,56,Back,5208121931,141,95.0,5208121935,213,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719779647,198,43,1,24,48,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-09-14T12:25:59.429Z,2024-09-14T12:26:03Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5208122111,144,61,5208121949,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719779669,232,4,1,24,49,aqtkb4mgrz8c6iqfufj6qjbv9,1,54.4,8.1,2024-09-14T12:26:01.150Z,2024-09-14T12:26:05Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5208122093,233,199,5208122081,286,,5208122077,152,,5208122071,13,,5208122075,56,Right,5208122079,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719779661,199,4,1,24,49,7gkglopz9cjsysn2u6sbhuvc5,0,45.6,91.9,2024-09-14T12:26:01.151Z,2024-09-14T12:26:06Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5208122059,285,,5208122055,152,,5208122051,13,,5208122103,233,232,5208122057,265,,5208122053,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719779855,233,79,1,25,9,aqtkb4mgrz8c6iqfufj6qjbv9,0,0.0,0.0,2024-09-14T12:26:21.151Z,2024-09-14T12:26:21Z,,,,,5208122987,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719780595,200,79,1,27,1,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-09-14T12:28:13.039Z,2024-09-14T12:28:13Z,,,,,5208126661,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719780637,234,4,1,27,6,aqtkb4mgrz8c6iqfufj6qjbv9,1,65.7,72.7,2024-09-14T12:28:18.070Z,2024-09-14T13:53:16Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5208126803,13,,5208126807,152,,5208128527,233,201,5208126809,265,,5208126805,56,Center,5208126811,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719780627,201,4,1,27,6,7gkglopz9cjsysn2u6sbhuvc5,0,34.3,27.3,2024-09-14T12:28:18.071Z,2024-09-14T13:53:16Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5208126789,285,,5208126785,152,,5208126781,13,,5208126787,265,,5208126783,56,Back,5208128533,233,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719780753,235,79,1,27,21,aqtkb4mgrz8c6iqfufj6qjbv9,0,0.0,0.0,2024-09-14T12:28:32.831Z,2024-09-14T12:28:33Z,,,,,5208127331,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719780797,236,79,1,27,28,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-09-14T12:28:39.456Z,2024-09-14T12:28:39Z,,,,,5208127593,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719780807,202,79,1,27,28,7gkglopz9cjsysn2u6sbhuvc5,0,0.0,0.0,2024-09-14T12:28:40.119Z,2024-09-14T12:28:40Z,,,,,5208127623,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719780839,237,15,1,27,29,aqtkb4mgrz8c6iqfufj6qjbv9,1,58.7,75.0,2024-09-14T12:28:40.736Z,2024-09-14T13:53:16Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5208128221,146,96.5,5208128207,102,48.9,5208127707,19,,5208128223,147,51.1,5208128211,103,19,5208127705,26,,5208128231,233,204,5208128219,458,,5208128077,20,,5208128203,78,5208127709,56,,,,,,,,,Center,,,,,,,,
2719780847,204,10,1,27,29,7gkglopz9cjsysn2u6sbhuvc5,1,3.2,55.7,2024-09-14T12:28:40.836Z,2024-09-14T12:28:54Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5208127747,178,,5208128249,233,237,5208127751,56,Back,5208127749,182,,5208127745,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719780821,203,79,1,27,29,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-09-14T12:28:41.295Z,2024-09-14T12:28:41Z,,,,,5208127659,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719780867,205,4,1,27,35,7gkglopz9cjsysn2u6sbhuvc5,1,34.3,90.7,2024-09-14T12:28:47.071Z,2024-09-14T13:51:57Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5208127935,13,,5208211397,233,238,5208127939,152,,5208128177,294,,5208211401,286,,5208127937,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719780873,238,4,1,27,35,aqtkb4mgrz8c6iqfufj6qjbv9,0,65.7,9.3,2024-09-14T12:28:47.072Z,2024-09-14T13:51:57Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5208127951,13,,5208127955,152,,5208211371,285,,5208211403,233,205,5208127953,56,Right,5208127957,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719781035,206,1,1,27,52,7gkglopz9cjsysn2u6sbhuvc5,0,32.5,87.7,2024-09-14T12:29:03.663Z,2024-09-14T12:29:09Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5208128781,56,Right,5208128777,196,,5208128773,5,,5208128785,141,19.8,5208128789,213,5.45,5208128791,1,,5208128779,152,,5208128775,155,,5208128787,212,62.1,5208128783,140,,,,,,,,,,72.1,,,,,,,,,
2719781043,239,1,1,27,57,aqtkb4mgrz8c6iqfufj6qjbv9,1,32.4,87.5,2024-09-14T12:29:09.016Z,2024-09-14T12:29:11Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5208128817,5,,5208128821,56,Back,5208128825,141,64.9,5208128829,213,3.66,5208128819,152,,5208128823,140,6.8,5208128827,212,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719781075,241,1,1,28,2,aqtkb4mgrz8c6iqfufj6qjbv9,1,5.6,64.3,2024-09-14T12:29:13.681Z,2024-09-14T12:29:14Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5208128959,140,28.8,5208128963,212,28.0,5208128955,155,,5208128961,141,84.5,5208128965,213,0.51,5208128957,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719781083,242,1,1,28,3,aqtkb4mgrz8c6iqfufj6qjbv9,0,28.8,84.5,2024-09-14T12:29:14.744Z,2024-09-14T12:29:16Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5208128991,212,22.9,5208128985,56,Back,5208128993,213,0.55,5208128989,141,100.0,5208128987,140,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719781089,207,5,1,28,5,7gkglopz9cjsysn2u6sbhuvc5,1,54.8,-2.0,2024-09-14T12:29:16.562Z,2024-09-14T13:52:31Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5208129013,56,Right,5208129029,233,243,5208129015,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
