id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2742546729,163,1,1,21,30,b8oqgvx1ijeyn6y1cn6929ix4,1,61.9,78.7,2024-11-02T12:23:02.716Z,2024-11-02T12:23:03Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5332622125,56,Left,5332622129,141,86.5,5332622127,140,53.0,5332622133,213,2.63,5332622131,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742546747,164,1,1,21,31,b8oqgvx1ijeyn6y1cn6929ix4,1,53.0,86.5,2024-11-02T12:23:03.620Z,2024-11-02T12:23:05Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5332622239,213,4.43,5332622237,212,10.3,5332622233,140,50.3,5332622235,141,72.0,5332622231,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742546741,213,83,1,21,32,bd4qakf7j0wwie8wke9km7uj8,0,43.3,22.2,2024-11-02T12:23:05.011Z,2024-11-02T12:23:09Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5332622307,399,9fvf8z6p8ok0n5vu999ysfywa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742546783,165,1,1,21,33,b8oqgvx1ijeyn6y1cn6929ix4,1,50.7,73.3,2024-11-02T12:23:05.462Z,2024-11-02T12:23:08Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5332622287,141,92.1,5332622289,212,13.7,5332622283,56,Left,5332622285,140,55.4,5332622291,213,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742546775,214,83,1,21,35,bd4qakf7j0wwie8wke9km7uj8,0,38.0,14.4,2024-11-02T12:23:07.753Z,2024-11-02T12:23:14Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5332622423,399,f58yr2jmfp8kpgprfxbokt1t6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742546813,166,1,1,21,37,b8oqgvx1ijeyn6y1cn6929ix4,0,55.9,91.7,2024-11-02T12:23:09.374Z,2024-11-02T12:23:14Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5332622417,212,33.7,5332622427,1,,5332622413,140,87.8,5332622409,155,,5332622419,213,0.11,5332622415,141,96.9,5332622411,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742546835,216,1,1,21,43,bd4qakf7j0wwie8wke9km7uj8,0,8.7,1.7000000000000002,2024-11-02T12:23:15.498Z,2024-11-02T12:23:16Z,35og29e19w0ykeqcvudhpgr8,N. Vesterbæk,,,5332622547,286,,5332622527,212,2.3,5332622521,56,Back,5332622543,233,167,5332622541,236,,5332622529,213,0.15,5332622523,140,10.9,5332622525,141,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742546831,167,74,1,21,43,b8oqgvx1ijeyn6y1cn6929ix4,1,85.1,96.6,2024-11-02T12:23:15.499Z,2024-11-02T12:23:17Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5332622561,233,216,5332622503,285,,5332622501,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742546847,168,5,1,21,44,b8oqgvx1ijeyn6y1cn6929ix4,0,87.0,101.6,2024-11-02T12:23:16.940Z,2024-11-02T14:18:31Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5332623003,233,217,5332622563,56,Left,5332622565,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742546943,217,5,1,21,44,bd4qakf7j0wwie8wke9km7uj8,1,13.0,-1.6,2024-11-02T12:23:16.940Z,2024-11-02T14:18:31Z,35og29e19w0ykeqcvudhpgr8,N. Vesterbæk,,,5332622965,56,Back,5332622967,347,,5332622983,233,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742546973,218,1,1,21,56,bd4qakf7j0wwie8wke9km7uj8,0,15.5,0.0,2024-11-02T12:23:28.234Z,2024-11-02T12:23:30Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5332623091,107,,5332623101,213,0.40,5332623095,140,31.3,5332623093,56,Back,5332623099,212,18.0,5332623097,141,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742546983,169,1,1,21,59,b8oqgvx1ijeyn6y1cn6929ix4,1,60.0,90.0,2024-11-02T12:23:31.341Z,2024-11-02T12:23:32Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5332623159,56,Center,5332623161,140,63.2,5332623165,212,9.1,5332623163,141,77.6,5332623157,3,,5332623167,213,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742546989,170,44,1,22,0,b8oqgvx1ijeyn6y1cn6929ix4,1,65.6,81.6,2024-11-02T12:23:32.301Z,2024-11-02T12:23:36Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5332623195,56,Left,5332623197,286,,5332623223,233,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742546987,219,44,1,22,0,bd4qakf7j0wwie8wke9km7uj8,0,34.4,18.4,2024-11-02T12:23:32.302Z,2024-11-02T12:23:35Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5332623243,233,170,5332623187,56,Back,5332623189,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742547041,171,1,1,22,0,b8oqgvx1ijeyn6y1cn6929ix4,1,63.2,77.6,2024-11-02T12:23:32.743Z,2024-11-02T12:23:36Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5332623471,56,Left,5332623475,141,92.4,5332623479,213,0.96,5332623473,140,69.9,5332623469,3,,5332623477,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742547053,172,61,1,22,3,b8oqgvx1ijeyn6y1cn6929ix4,0,70.4,93.0,2024-11-02T12:23:35.573Z,2024-11-02T14:22:10Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5332623525,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742547051,220,1,1,22,4,bd4qakf7j0wwie8wke9km7uj8,0,25.3,3.8,2024-11-02T12:23:36.404Z,2024-11-02T14:15:39Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5332623511,140,42.5,5332623513,141,9.5,5332623519,1,,5332623509,56,Back,5332623515,212,18.5,5332623517,213,0.21,5332623507,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742547055,173,8,1,22,5,b8oqgvx1ijeyn6y1cn6929ix4,1,57.8,83.0,2024-11-02T12:23:37.670Z,2024-11-02T13:01:18Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5332623541,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742547071,174,1,1,22,6,b8oqgvx1ijeyn6y1cn6929ix4,0,59.1,77.2,2024-11-02T12:23:38.805Z,2024-11-02T13:01:20Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5332623585,56,Left,5332623587,140,74.1,5332623593,213,0.36,5332623589,141,86.0,5332623591,212,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742547109,221,1,1,22,8,bd4qakf7j0wwie8wke9km7uj8,0,27.7,24.7,2024-11-02T12:23:40.611Z,2024-11-02T12:23:44Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5332623749,157,,5332623761,1,,5332623759,213,0.41,5332623753,140,79.5,5332623755,141,59.0,5332623751,56,Center,5332623757,212,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742547155,176,1,1,22,14,b8oqgvx1ijeyn6y1cn6929ix4,1,16.9,48.8,2024-11-02T12:23:46.476Z,2024-11-02T12:23:50Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5332624031,212,6.7,5332624027,140,22.4,5332624029,141,53.9,5332624025,56,Back,5332624033,213,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742547215,177,1,1,22,17,b8oqgvx1ijeyn6y1cn6929ix4,1,22.8,49.9,2024-11-02T12:23:49.877Z,2024-11-02T12:23:55Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5332624347,56,Back,5332624351,141,55.7,5332624349,140,10.2,5332624353,212,13.8,5332624355,213,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742547271,178,1,1,22,23,b8oqgvx1ijeyn6y1cn6929ix4,1,14.6,69.1,2024-11-02T12:23:55.333Z,2024-11-02T12:23:59Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5332624571,212,49.4,5332624573,213,0.23,5332624575,1,,5332624567,140,60.4,5332624565,56,Left,5332624563,157,,5332624569,141,85.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742547275,179,4,1,22,26,b8oqgvx1ijeyn6y1cn6929ix4,1,60.0,87.4,2024-11-02T12:23:58.633Z,2024-11-02T14:22:03Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5332624635,13,,5332624639,152,,5333090365,294,,5332624637,56,Left,5332624645,233,222,5332624643,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742547263,222,4,1,22,26,bd4qakf7j0wwie8wke9km7uj8,0,40.0,12.6,2024-11-02T12:23:58.634Z,2024-11-02T12:24:04Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5332624607,285,,5332624599,13,,5332624675,233,179,5332624605,152,,5332624603,56,Back,5332624601,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742547421,180,1,1,22,40,b8oqgvx1ijeyn6y1cn6929ix4,1,56.9,85.0,2024-11-02T12:24:12.293Z,2024-11-02T12:24:16Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5332625319,140,77.9,5332625313,5,,5332625315,152,,5332625321,141,84.8,5332625323,212,22.1,5332625325,213,6.28,5332625317,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742547451,181,3,1,22,43,b8oqgvx1ijeyn6y1cn6929ix4,1,76.4,89.9,2024-11-02T12:24:16.093Z,2024-11-02T14:17:49Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5332625467,286,,5332625473,233,223,5332625465,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742547441,223,45,1,22,43,bd4qakf7j0wwie8wke9km7uj8,0,23.6,10.1,2024-11-02T12:24:16.093Z,2024-11-02T14:17:50Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5332625495,233,181,5332625407,56,Back,5332625409,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742547477,182,1,1,22,45,b8oqgvx1ijeyn6y1cn6929ix4,1,69.7,90.6,2024-11-02T12:24:17.981Z,2024-11-02T12:24:20Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5332625581,56,Left,5332625583,140,68.6,5332625589,213,4.48,5332625585,141,83.5,5332625587,212,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742547509,183,1,1,22,48,b8oqgvx1ijeyn6y1cn6929ix4,1,70.2,82.1,2024-11-02T12:24:20.742Z,2024-11-02T12:24:24Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5332625725,155,,5332625729,56,Center,5332625737,213,4.95,5332625727,196,,5332625739,1,,5332625733,141,21.5,5332625735,212,42.4,5332625731,140,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742547529,184,1,1,22,52,b8oqgvx1ijeyn6y1cn6929ix4,1,79.2,13.8,2024-11-02T12:24:24.309Z,2024-11-02T12:24:26Z,2qedb8t85t1ieeed9613c9crt,C. Enemark,,,5332625833,213,1.65,5332625827,140,78.1,5332625829,141,35.8,5332625825,56,Center,5332625831,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742547551,185,1,1,22,53,b8oqgvx1ijeyn6y1cn6929ix4,1,78.1,35.8,2024-11-02T12:24:26.125Z,2024-11-02T12:24:29Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5332625925,213,2.84,5332625921,212,8.3,5332625915,56,Center,5332625919,141,39.4,5332625917,140,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742547579,186,1,1,22,56,b8oqgvx1ijeyn6y1cn6929ix4,1,72.2,34.6,2024-11-02T12:24:29.029Z,2024-11-02T12:24:32Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5332626111,56,Right,5332626115,141,10.6,5332626117,212,24.1,5332626119,213,5.54,5332626113,140,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742547597,187,1,1,22,59,b8oqgvx1ijeyn6y1cn6929ix4,1,89.2,11.7,2024-11-02T12:24:31.973Z,2024-11-02T12:24:33Z,2qedb8t85t1ieeed9613c9crt,C. Enemark,,,5332626181,213,2.96,5332626175,140,81.1,5332626179,212,8.6,5332626173,56,Right,5332626177,141,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742547649,188,1,1,23,1,b8oqgvx1ijeyn6y1cn6929ix4,0,82.1,14.0,2024-11-02T12:24:33.685Z,2024-11-02T12:24:38Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5332626375,1,,5332626367,140,91.4,5332626373,213,1.27,5332626371,212,32.9,5332626369,141,60.2,5332626363,155,,5332626365,56,Center,5332626361,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742547639,224,44,1,23,4,bd4qakf7j0wwie8wke9km7uj8,1,7.2,40.0,2024-11-02T12:24:36.489Z,2024-11-02T14:33:45Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5332626319,56,Back,5332626321,285,,5332626431,233,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742547655,189,44,1,23,4,b8oqgvx1ijeyn6y1cn6929ix4,0,92.8,60.0,2024-11-02T12:24:36.490Z,2024-11-02T14:33:45Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5332626399,286,,5332626397,56,Center,5332626449,233,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742547651,225,12,1,23,4,bd4qakf7j0wwie8wke9km7uj8,1,5.0,40.1,2024-11-02T12:24:36.873Z,2024-11-02T12:24:41Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5332626383,141,0.0,5332626385,212,28.4,5332626379,56,Back,5332626381,140,5.6,5332626387,213,4.73,5332626477,167,,5332626401,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742547801,190,5,1,23,8,b8oqgvx1ijeyn6y1cn6929ix4,1,91.1,101.6,2024-11-02T12:24:40.514Z,2024-11-02T14:18:32Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5332627135,56,Left,5332627137,347,,5332627161,233,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742547667,226,5,1,23,8,bd4qakf7j0wwie8wke9km7uj8,0,8.9,-1.6,2024-11-02T12:24:40.514Z,2024-11-02T14:18:32Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5332626461,56,Back,5332627165,233,190,5332626463,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742547965,191,1,1,23,44,b8oqgvx1ijeyn6y1cn6929ix4,0,83.0,100.0,2024-11-02T12:25:17.165Z,2024-11-02T12:25:22Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5332627957,107,,5332627967,213,4.90,5332627959,56,Center,5332627961,140,88.2,5332627969,1,,5332627963,141,60.3,5332627965,212,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742547991,228,44,1,23,47,bd4qakf7j0wwie8wke9km7uj8,1,10.9,37.6,2024-11-02T12:25:20.149Z,2024-11-02T14:21:02Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5332628083,56,Back,5332629031,233,192,5332628085,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742547975,192,44,1,23,47,b8oqgvx1ijeyn6y1cn6929ix4,0,89.1,62.4,2024-11-02T12:25:20.150Z,2024-11-02T14:21:03Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5332629065,233,228,5332628005,286,,5332628003,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742547967,227,12,1,23,48,bd4qakf7j0wwie8wke9km7uj8,1,8.5,38.6,2024-11-02T12:25:20.642Z,2024-11-02T12:25:22Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5332627985,141,31.3,5332627989,213,4.65,5332627987,212,5.0,5332627983,140,8.2,5332627979,56,Back,5332628011,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742548003,229,12,1,23,51,bd4qakf7j0wwie8wke9km7uj8,1,8.2,31.3,2024-11-02T12:25:23.403Z,2024-11-02T14:21:55Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5332628151,140,25.2,5332628149,56,Back,5332628155,212,20.7,5332628157,213,5.75,5332628153,141,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742548007,193,1,1,23,51,b8oqgvx1ijeyn6y1cn6929ix4,1,70.4,73.3,2024-11-02T12:25:23.725Z,2024-11-02T12:25:26Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5332628179,213,1.03,5332628177,212,12.3,5332628173,140,76.4,5332628175,141,88.9,5332628171,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742548021,194,1,1,23,53,b8oqgvx1ijeyn6y1cn6929ix4,1,76.5,88.9,2024-11-02T12:25:25.917Z,2024-11-02T12:25:28Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5332628261,212,30.1,5332628259,141,44.6,5332628257,140,75.6,5332628253,155,,5332628255,56,Center,5332628263,213,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742548049,195,1,1,23,56,b8oqgvx1ijeyn6y1cn6929ix4,1,74.8,44.2,2024-11-02T12:25:28.549Z,2024-11-02T12:25:33Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5332628381,140,81.7,5332628379,56,Center,5332628383,141,22.4,5332628385,212,16.5,5332628387,213,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742548053,196,50,1,24,0,b8oqgvx1ijeyn6y1cn6929ix4,1,88.6,9.0,2024-11-02T12:25:32.886Z,2024-11-02T12:25:36Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5332628407,56,Right,5332628409,286,,5332628481,233,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742548055,230,7,1,24,0,bd4qakf7j0wwie8wke9km7uj8,0,11.4,91.0,2024-11-02T12:25:32.887Z,2024-11-02T12:25:36Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5332628411,56,Back,5332628437,233,196,5332628413,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742548083,231,83,1,24,3,bd4qakf7j0wwie8wke9km7uj8,0,7.7,93.9,2024-11-02T12:25:35.330Z,2024-11-02T12:26:58Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5332631273,399,ekx0wotp433tuaw4g93nybjmc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742548077,197,61,1,24,4,b8oqgvx1ijeyn6y1cn6929ix4,0,91.2,11.6,2024-11-02T12:25:36.966Z,2024-11-02T12:25:37Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5332628527,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742548135,233,1,1,24,6,bd4qakf7j0wwie8wke9km7uj8,1,12.4,91.5,2024-11-02T12:25:38.873Z,2024-11-02T12:25:43Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5332628785,140,41.2,5332628783,56,Back,5332628789,212,30.2,5332628791,213,0.01,5332628787,141,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742548137,234,3,1,24,10,bd4qakf7j0wwie8wke9km7uj8,0,59.4,93.0,2024-11-02T12:25:43.100Z,2024-11-02T12:25:50Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5332628799,56,Left,5332628933,233,198,5332628801,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742548157,198,7,1,24,10,b8oqgvx1ijeyn6y1cn6929ix4,1,40.6,7.0,2024-11-02T12:25:43.101Z,2024-11-02T12:25:49Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5332628895,56,Back,5332628899,285,,5332628893,167,,5332628911,233,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742548181,199,5,1,24,14,b8oqgvx1ijeyn6y1cn6929ix4,0,38.0,-1.2,2024-11-02T12:25:46.670Z,2024-11-02T12:25:54Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5332629143,233,235,5332628989,347,,5332628987,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742548187,235,5,1,24,14,bd4qakf7j0wwie8wke9km7uj8,1,62.0,101.2,2024-11-02T12:25:46.670Z,2024-11-02T14:18:32Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5332629017,56,Left,5332629019,347,,5332629099,233,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742548337,236,1,1,24,39,bd4qakf7j0wwie8wke9km7uj8,0,77.0,100.0,2024-11-02T12:26:11.305Z,2024-11-02T12:26:12Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5332629757,107,,5332629767,213,5.12,5332629761,140,87.2,5332629759,56,Center,5332629763,141,65.1,5332629769,1,,5332629765,212,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742548349,200,12,1,24,42,b8oqgvx1ijeyn6y1cn6929ix4,1,11.1,34.8,2024-11-02T12:26:14.198Z,2024-11-02T12:27:31Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5332629821,56,Back,5332629827,212,14.3,5332629829,213,5.90,5332629823,140,23.7,5332629825,141,27.0,5332629863,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742548365,237,1,1,24,43,bd4qakf7j0wwie8wke9km7uj8,0,71.6,74.8,2024-11-02T12:26:15.386Z,2024-11-02T12:27:48Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5332629951,212,15.9,5332629945,56,Center,5332629949,141,58.8,5332629943,155,,5332629947,140,82.7,5332629953,213,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742548369,201,12,1,24,46,b8oqgvx1ijeyn6y1cn6929ix4,1,15.5,35.2,2024-11-02T12:26:18.405Z,2024-11-02T12:27:29Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5332629975,56,Back,5332630431,141,36.8,5332630429,140,19.5,5332630435,213,0.25,5332630433,212,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742548377,238,1,1,24,47,bd4qakf7j0wwie8wke9km7uj8,1,74.5,58.5,2024-11-02T12:26:19.650Z,2024-11-02T12:27:47Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5332633485,141,67.5,5332633489,213,1.50,5332633483,140,74.9,5332633487,212,6.1,5332630015,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742548399,239,4,1,24,49,bd4qakf7j0wwie8wke9km7uj8,1,75.6,65.8,2024-11-02T12:26:21.781Z,2024-11-02T12:26:27Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5332630167,286,,5332630163,152,,5332630165,265,,5332630159,13,,5332630161,56,Center,5332630181,233,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742548395,202,4,1,24,49,b8oqgvx1ijeyn6y1cn6929ix4,0,24.4,34.2,2024-11-02T12:26:21.782Z,2024-11-02T15:54:33Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5333846903,55,884,5332630133,13,,5332630143,265,,5332630219,233,239,5332630145,285,,5332630141,152,,5332630137,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742548719,203,27,1,25,34,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-11-02T12:27:06.679Z,2024-11-02T14:18:01Z,,,,,5333068409,233,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742549423,240,27,1,25,34,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2024-11-02T12:27:06.679Z,2024-11-02T14:18:01Z,,,,,5332635229,41,Injury,5333068345,233,203,5332635231,53,4rhxehi019n7z1z1m7a39w1sk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742667369,884,17,1,26,10,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-11-02T12:27:42.183Z,2024-11-02T15:54:33Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5333255073,189,,5333254755,13,243,5333254753,392,,5333253937,31,,5333846855,55,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742549521,204,28,1,26,56,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-11-02T12:28:28.465Z,2024-11-02T14:18:02Z,,,,,5333068495,233,241,5332635713,55,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
