id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/15/value,qualifier/16/value
2725072899,126,1,1,10,29,aqtkb4mgrz8c6iqfufj6qjbv9,1,76.3,3.5,2024-09-23T17:12:35.319Z,2024-09-23T17:12:38Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5236915485,141,12.2,5236915489,213,2.66,5236915481,56,Right,5236915483,140,65.5,5236915487,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725072921,127,1,1,10,32,aqtkb4mgrz8c6iqfufj6qjbv9,1,65.6,12.2,2024-09-23T17:12:38.255Z,2024-09-23T17:12:40Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5236915625,56,Center,5236915633,212,22.3,5236915635,213,2.01,5236915629,140,56.5,5236915631,141,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725072955,128,1,1,10,34,aqtkb4mgrz8c6iqfufj6qjbv9,1,56.6,43.9,2024-09-23T17:12:40.159Z,2024-09-23T17:12:43Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5236915843,212,31.6,5236915841,141,88.3,5236915839,140,65.4,5236915845,213,1.27,5236915837,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725072975,129,1,1,10,37,aqtkb4mgrz8c6iqfufj6qjbv9,1,68.6,87.8,2024-09-23T17:12:43.328Z,2024-09-23T17:12:44Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5236915947,140,76.1,5236915945,56,Left,5236915951,212,10.1,5236915953,213,0.68,5236915949,141,97.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725073005,130,1,1,10,38,aqtkb4mgrz8c6iqfufj6qjbv9,1,75.8,96.3,2024-09-23T17:12:44.615Z,2024-09-23T17:12:47Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5236916099,212,17.6,5236916097,141,73.2,5236916093,56,Center,5236916095,140,68.2,5236916101,213,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725073035,131,1,1,10,41,aqtkb4mgrz8c6iqfufj6qjbv9,1,68.2,73.2,2024-09-23T17:12:47.575Z,2024-09-23T17:12:51Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5236916301,212,19.8,5236916295,56,Center,5236916303,213,3.99,5236916299,141,51.3,5236916297,140,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725073049,132,1,1,10,45,aqtkb4mgrz8c6iqfufj6qjbv9,1,56.1,49.9,2024-09-23T17:12:51.047Z,2024-09-23T17:12:52Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5236916371,212,14.9,5236916365,56,Center,5236916373,213,1.57,5236916367,140,56.1,5236916369,141,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725073091,133,1,1,10,46,aqtkb4mgrz8c6iqfufj6qjbv9,1,55.8,73.6,2024-09-23T17:12:52.375Z,2024-09-23T17:12:56Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5236916643,212,18.8,5236916645,213,0.89,5236916637,56,Left,5236916641,141,95.1,5236916639,140,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725073115,134,1,1,10,50,aqtkb4mgrz8c6iqfufj6qjbv9,1,69.7,90.9,2024-09-23T17:12:56.376Z,2024-09-23T17:12:59Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5236916771,141,97.2,5236916775,213,0.34,5236916767,56,Left,5236916773,212,12.8,5236916769,140,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725073141,135,1,1,10,53,aqtkb4mgrz8c6iqfufj6qjbv9,1,77.1,95.3,2024-09-23T17:12:58.991Z,2024-09-23T17:13:01Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5236916949,140,59.2,5236916951,141,94.8,5236916947,56,Left,5236916955,213,3.16,5236916953,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725073173,136,1,1,10,55,aqtkb4mgrz8c6iqfufj6qjbv9,1,54.3,93.9,2024-09-23T17:13:01.750Z,2024-09-23T17:13:05Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5236917171,213,3.73,5236917165,140,14.9,5236917173,1,,5236917163,56,Back,5236917167,141,53.0,5236917169,212,49.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725073229,137,2,1,10,59,aqtkb4mgrz8c6iqfufj6qjbv9,1,14.9,53.0,2024-09-23T17:13:05.535Z,2024-09-23T17:13:12Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5236917485,140,66.7,5236917501,1,,5236917503,56,Center,5236917499,7,1n4eldqa7h9jvcx1693zqu06i,5236917487,141,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725073311,96,1,1,11,12,6wwwud48qahpwrfxs20334qk5,1,25.6,66.7,2024-09-23T17:13:18.797Z,2024-09-23T17:13:20Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5236918065,140,28.6,5236918059,5,,5236918061,241,,5236918087,189,,5236918069,141,44.3,5236918063,56,Back,5236918077,213,4.92,5236918073,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725073317,97,1,1,11,14,6wwwud48qahpwrfxs20334qk5,1,28.7,44.0,2024-09-23T17:13:20.373Z,2024-09-23T17:13:21Z,dgcbjg2ymgi70yv1n8ugkv02c,A. Andersen,,,5236918111,141,74.5,5236918115,213,1.95,5236918109,140,20.9,5236918113,212,22.3,5236918107,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725073361,98,1,1,11,15,6wwwud48qahpwrfxs20334qk5,1,20.9,75.0,2024-09-23T17:13:21.333Z,2024-09-23T17:13:27Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5236918435,140,5.5,5236918433,56,Back,5236918437,141,56.0,5236918439,212,20.7,5236918441,213,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725073387,99,1,1,11,21,6wwwud48qahpwrfxs20334qk5,0,7.3,56.1,2024-09-23T17:13:27.126Z,2024-09-23T17:13:30Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5236918599,212,38.0,5236918595,140,43.4,5236918597,141,53.1,5236918593,56,Back,5236918591,155,,5236918603,1,,5236918601,213,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725073441,140,1,1,11,27,aqtkb4mgrz8c6iqfufj6qjbv9,1,65.3,33.9,2024-09-23T17:13:33.239Z,2024-09-23T17:13:35Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5236918899,212,12.1,5236918901,213,4.99,5236918895,140,68.5,5236918897,141,16.8,5236918893,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725073481,141,1,1,11,29,aqtkb4mgrz8c6iqfufj6qjbv9,1,68.5,16.8,2024-09-23T17:13:35.295Z,2024-09-23T17:13:37Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,,5236919111,213,2.15,5236919105,140,63.3,5236919109,212,10.0,5236919103,56,Center,5236919107,141,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725073541,142,1,1,11,31,aqtkb4mgrz8c6iqfufj6qjbv9,1,65.1,30.3,2024-09-23T17:13:37.471Z,2024-09-23T17:13:41Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5236919395,212,45.4,5236919391,140,88.5,5236919399,1,,5236919387,155,,5236919397,213,1.00,5236919393,141,86.5,5236919389,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725073569,143,1,1,11,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,88.3,89.4,2024-09-23T17:13:41.415Z,2024-09-23T17:13:45Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5236919559,141,79.7,5236919561,212,15.4,5236919557,140,75.0,5236919563,213,3.58,5236919555,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725073579,144,1,1,11,39,aqtkb4mgrz8c6iqfufj6qjbv9,0,74.7,79.6,2024-09-23T17:13:45.320Z,2024-09-23T19:12:09Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5236919637,1,,5236919633,212,33.5,5236919625,155,,5236919627,56,Center,5236919623,2,,5236919631,141,40.7,5236919635,213,5.37,5236919629,140,94.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725073777,102,1,1,11,54,6wwwud48qahpwrfxs20334qk5,1,3.3,49.3,2024-09-23T17:14:00.701Z,2024-09-23T17:14:07Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5236920823,212,13.5,5236920819,140,4.5,5236920821,141,29.5,5236920817,56,Back,5236920825,213,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725073791,103,1,1,12,1,6wwwud48qahpwrfxs20334qk5,0,5.5,13.7,2024-09-23T17:14:07.244Z,2024-09-23T17:14:08Z,dgcbjg2ymgi70yv1n8ugkv02c,A. Andersen,,,5236920915,155,,5236920923,212,20.4,5236920921,141,0.0,5236920919,140,22.1,5236920925,213,5.73,5236920917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725073793,104,5,1,12,2,6wwwud48qahpwrfxs20334qk5,0,28.9,-1.5,2024-09-23T17:14:08.207Z,2024-09-23T18:01:18Z,dgcbjg2ymgi70yv1n8ugkv02c,A. Andersen,,,5236921069,233,145,5236920927,56,Back,5236920929,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725073813,145,5,1,12,2,aqtkb4mgrz8c6iqfufj6qjbv9,1,71.1,101.5,2024-09-23T17:14:08.207Z,2024-09-23T18:01:18Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5236921025,347,,5236921043,233,104,5236921023,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725073827,146,1,1,12,4,aqtkb4mgrz8c6iqfufj6qjbv9,1,63.9,100.0,2024-09-23T17:14:10.191Z,2024-09-23T17:14:12Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5236921113,212,21.7,5236921117,1,,5236921109,140,83.4,5236921105,56,Left,5236921111,141,90.3,5236921115,213,5.95,5236921101,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725073871,147,1,1,12,5,aqtkb4mgrz8c6iqfufj6qjbv9,1,83.4,90.3,2024-09-23T17:14:11.846Z,2024-09-23T19:12:07Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5236921379,213,2.80,5236921375,141,94.2,5236921371,56,Left,5236921377,212,8.0,5236921373,140,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725073899,148,1,1,12,10,aqtkb4mgrz8c6iqfufj6qjbv9,1,81.7,93.9,2024-09-23T17:14:16.343Z,2024-09-23T17:14:18Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5236921537,56,Left,5236921545,213,3.12,5236921541,141,94.4,5236921539,140,65.8,5236921543,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725073935,149,1,1,12,12,aqtkb4mgrz8c6iqfufj6qjbv9,1,63.9,93.3,2024-09-23T17:14:18.566Z,2024-09-23T17:14:22Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5236921745,212,25.2,5236921743,141,62.9,5236921747,213,4.10,5236921741,140,50.1,5236921739,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725073961,150,1,1,12,16,aqtkb4mgrz8c6iqfufj6qjbv9,1,53.3,56.9,2024-09-23T17:14:22.687Z,2024-09-23T17:14:25Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5236921891,141,19.1,5236921895,213,4.85,5236921889,140,56.8,5236921893,212,26.0,5236921887,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074007,151,1,1,12,19,aqtkb4mgrz8c6iqfufj6qjbv9,1,57.6,19.2,2024-09-23T17:14:25.151Z,2024-09-23T17:14:28Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5236922133,212,13.1,5236922129,140,64.8,5236922135,213,5.33,5236922127,56,Right,5236922131,141,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074041,152,1,1,12,22,aqtkb4mgrz8c6iqfufj6qjbv9,1,65.3,4.0,2024-09-23T17:14:28.270Z,2024-09-23T17:14:31Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,,5236922269,140,92.2,5236922267,56,Center,5236922273,212,31.9,5236922275,213,0.49,5236922265,155,,5236922271,141,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074049,153,1,1,12,24,aqtkb4mgrz8c6iqfufj6qjbv9,0,94.4,28.9,2024-09-23T17:14:30.823Z,2024-09-23T17:14:33Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5236922467,233,105,5236922329,213,1.43,5236922323,140,95.7,5236922327,212,9.7,5236922471,286,,5236922325,141,43.0,5236922321,56,Center,5236922465,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074073,105,74,1,12,24,6wwwud48qahpwrfxs20334qk5,1,7.5,67.8,2024-09-23T17:14:30.824Z,2024-09-23T18:00:54Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5236922451,285,,5236922483,233,153,5236922449,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074193,107,1,1,12,30,6wwwud48qahpwrfxs20334qk5,1,7.7,68.8,2024-09-23T17:14:36.381Z,2024-09-23T17:14:42Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5236923093,141,84.2,5236923089,56,Back,5236923097,213,0.59,5236923087,123,,5236923091,140,22.5,5236923095,212,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074205,108,1,1,12,36,6wwwud48qahpwrfxs20334qk5,1,33.5,87.4,2024-09-23T17:14:42.772Z,2024-09-23T17:14:44Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5236923179,213,4.40,5236923169,56,Back,5236923175,141,73.3,5236923173,140,30.6,5236923177,212,10.1,5236923185,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074221,109,1,1,12,38,6wwwud48qahpwrfxs20334qk5,1,31.0,64.9,2024-09-23T17:14:44.692Z,2024-09-23T17:14:46Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5236923245,212,20.6,5236923239,56,Back,5236923243,141,38.6,5236923247,213,4.19,5236923241,140,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074233,110,1,1,12,40,6wwwud48qahpwrfxs20334qk5,1,21.2,38.6,2024-09-23T17:14:46.212Z,2024-09-23T17:14:48Z,dgcbjg2ymgi70yv1n8ugkv02c,A. Andersen,,,5236923299,213,1.51,5236923297,212,24.6,5236923293,140,22.7,5236923295,141,74.7,5236923291,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074265,111,1,1,12,42,6wwwud48qahpwrfxs20334qk5,1,22.7,74.7,2024-09-23T17:14:47.926Z,2024-09-23T17:14:51Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5236923453,212,17.1,5236923455,213,0.81,5236923447,56,Back,5236923451,141,92.9,5236923449,140,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074299,112,1,1,12,45,6wwwud48qahpwrfxs20334qk5,1,31.2,91.1,2024-09-23T17:14:51.612Z,2024-09-23T17:14:55Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5236923631,212,8.0,5236923627,140,31.4,5236923629,141,79.4,5236923633,213,4.74,5236923625,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074267,154,83,1,12,46,aqtkb4mgrz8c6iqfufj6qjbv9,0,64.0,9.7,2024-09-23T17:14:51.934Z,2024-09-23T17:32:49Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,,5236923665,399,23sc7wc7my7wes6cuaxw1v0no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074303,113,3,1,12,48,6wwwud48qahpwrfxs20334qk5,0,35.2,84.6,2024-09-23T17:14:54.885Z,2024-09-23T17:14:58Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5236923709,233,155,5236923649,56,Back,5236923651,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074305,155,7,1,12,48,aqtkb4mgrz8c6iqfufj6qjbv9,0,64.8,15.4,2024-09-23T17:14:54.886Z,2024-09-23T17:15:01Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5236923661,285,,5236923691,233,113,5236923659,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074325,114,1,1,12,51,6wwwud48qahpwrfxs20334qk5,1,34.0,76.6,2024-09-23T17:14:57.468Z,2024-09-23T17:26:05Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5236923825,212,16.5,5236923827,213,5.40,5236923823,141,57.8,5236923819,56,Back,5236923821,140,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074359,115,1,1,12,53,6wwwud48qahpwrfxs20334qk5,1,44.7,55.8,2024-09-23T17:14:59.532Z,2024-09-23T17:15:04Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5236923999,213,0.74,5236923995,141,84.5,5236923991,56,Left,5236923993,140,65.1,5236923997,212,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074387,116,1,1,12,58,6wwwud48qahpwrfxs20334qk5,1,67.5,72.9,2024-09-23T17:15:03.996Z,2024-09-23T17:26:42Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5236924127,141,59.1,5236924123,56,Center,5236924131,213,5.10,5236924129,212,10.1,5236924125,140,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074397,117,61,1,12,59,6wwwud48qahpwrfxs20334qk5,0,73.8,59.0,2024-09-23T17:15:05.853Z,2024-09-23T17:26:43Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5236924167,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074415,157,1,1,13,1,aqtkb4mgrz8c6iqfufj6qjbv9,1,20.2,45.1,2024-09-23T17:15:07.134Z,2024-09-23T17:15:08Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5236924275,212,14.7,5236924271,140,6.2,5236924269,56,Back,5236924273,141,44.5,5236924277,213,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074483,158,1,1,13,2,aqtkb4mgrz8c6iqfufj6qjbv9,1,5.8,44.5,2024-09-23T17:15:08.829Z,2024-09-23T17:15:13Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5236924635,141,53.9,5236924631,140,52.1,5236924627,56,Center,5236924641,1,,5236924639,213,0.13,5236924621,157,,5236924637,212,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074487,159,50,1,13,7,aqtkb4mgrz8c6iqfufj6qjbv9,1,54.7,59.3,2024-09-23T17:15:13.566Z,2024-09-23T18:00:57Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5236992671,233,118,5236924651,286,,5236924649,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074513,118,7,1,13,7,6wwwud48qahpwrfxs20334qk5,1,45.3,40.7,2024-09-23T17:15:13.567Z,2024-09-23T18:00:56Z,dgcbjg2ymgi70yv1n8ugkv02c,A. Andersen,,,5236924819,285,,5236992639,233,159,5236924817,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074519,119,1,1,13,10,6wwwud48qahpwrfxs20334qk5,0,41.0,31.3,2024-09-23T17:15:16.428Z,2024-09-23T17:33:42Z,dgcbjg2ymgi70yv1n8ugkv02c,A. Andersen,,,5236924845,212,5.3,5236924841,140,45.8,5236924843,141,33.7,5236924847,213,0.31,5236924839,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074523,160,61,1,13,11,aqtkb4mgrz8c6iqfufj6qjbv9,1,45.6,57.2,2024-09-23T17:15:17.281Z,2024-09-23T17:15:17Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5236924855,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074561,161,1,1,13,12,aqtkb4mgrz8c6iqfufj6qjbv9,1,47.3,49.4,2024-09-23T17:15:18.206Z,2024-09-23T17:15:19Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5236925063,213,3.56,5236925055,56,Back,5236925057,140,41.5,5236925059,141,45.4,5236925061,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074637,162,1,1,13,13,aqtkb4mgrz8c6iqfufj6qjbv9,1,41.8,45.5,2024-09-23T17:15:19.270Z,2024-09-23T17:15:25Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5236925489,140,59.0,5236925493,212,29.2,5236925487,56,Right,5236925491,141,11.7,5236925495,213,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074649,163,1,1,13,19,aqtkb4mgrz8c6iqfufj6qjbv9,1,73.0,11.0,2024-09-23T17:15:25.478Z,2024-09-23T17:15:27Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,,5236925585,213,1.68,5236925581,141,28.6,5236925577,56,Center,5236925583,212,12.0,5236925579,140,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074695,164,1,1,13,21,aqtkb4mgrz8c6iqfufj6qjbv9,1,69.4,31.3,2024-09-23T17:15:27.655Z,2024-09-23T17:15:32Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5236925837,56,Center,5236925839,140,69.4,5236925849,213,1.57,5236925851,1,,5236925843,141,78.4,5236925847,212,32.0,5236925835,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074701,165,1,1,13,26,aqtkb4mgrz8c6iqfufj6qjbv9,1,75.9,84.2,2024-09-23T17:15:32.798Z,2024-09-23T17:15:33Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5236925885,212,9.9,5236925881,140,82.6,5236925879,56,Left,5236925887,213,0.78,5236925883,141,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074731,166,1,1,13,27,aqtkb4mgrz8c6iqfufj6qjbv9,1,82.6,94.4,2024-09-23T17:15:33.829Z,2024-09-23T17:15:36Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5236926089,212,17.1,5236926087,141,79.7,5236926083,56,Left,5236926085,140,69.4,5236926091,213,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074749,167,1,1,13,30,aqtkb4mgrz8c6iqfufj6qjbv9,1,68.1,77.3,2024-09-23T17:15:36.390Z,2024-09-23T17:15:39Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5236926211,213,4.08,5236926205,140,54.6,5236926207,141,48.7,5236926203,56,Center,5236926209,212,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074779,168,1,1,13,33,aqtkb4mgrz8c6iqfufj6qjbv9,1,54.7,47.8,2024-09-23T17:15:39.543Z,2024-09-23T17:15:43Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5236926349,141,9.5,5236926351,212,26.8,5236926345,56,Right,5236926353,213,4.95,5236926347,140,60.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074809,169,1,1,13,36,aqtkb4mgrz8c6iqfufj6qjbv9,1,63.4,6.4,2024-09-23T17:15:42.912Z,2024-09-23T17:15:46Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5236926511,140,91.5,5236926515,212,30.1,5236926517,213,0.21,5236926513,141,15.5,5236926509,56,Right,5236926507,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074831,170,1,1,13,40,aqtkb4mgrz8c6iqfufj6qjbv9,1,94.9,18.8,2024-09-23T17:15:46.423Z,2024-09-23T17:18:01Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,1.0,,5236934889,210,15,5236926645,141,50.9,5236928265,195,,5236926641,56,Center,5236934891,154,,5236926649,213,1.83,5236926643,140,89.3,5236926647,212,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725074839,171,15,1,13,42,aqtkb4mgrz8c6iqfufj6qjbv9,1,88.3,45.4,2024-09-23T17:15:48.453Z,2024-09-23T19:45:52Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5236934897,29,,5237506957,275,,5236926673,56,Center,5236926671,17,,5236934925,147,50,5236926669,22,,5236934907,103,26.6,5236934921,146,98.9,5236934905,102,48.7,5236934901,55,170,5236934913,328,5236934945,233,5236934899,154,,5237506959,138,5236934895,79,121,5236934641,20,,,,,,,,,,
2725074859,121,10,1,13,42,6wwwud48qahpwrfxs20334qk5,1,3.0,53.3,2024-09-23T17:15:48.553Z,2024-09-23T17:17:57Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5236934701,233,171,5236926807,56,Back,5236926803,178,,5236926801,173,,5236926805,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
