id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2787827125,154,10,1,12,44,6wwwud48qahpwrfxs20334qk5,1,0.9,52.1,2025-03-14T18:13:31.015Z,2025-03-14T18:13:58Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5579011077,56,Back,5579011075,182,,5579011347,179,,5579011069,173,,5579012157,233,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787827121,128,6,1,12,45,7gkglopz9cjsysn2u6sbhuvc5,1,91.2,57.9,2025-03-14T18:13:32.276Z,2025-03-14T20:09:42Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5579011121,75,,5579011217,233,155,5579011119,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787827139,155,6,1,12,45,6wwwud48qahpwrfxs20334qk5,0,8.8,42.1,2025-03-14T18:13:32.276Z,2025-03-14T20:09:42Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5579011187,56,Back,5579011233,233,128,5579011189,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787827497,129,1,1,13,26,7gkglopz9cjsysn2u6sbhuvc5,0,99.5,0.5,2025-03-14T18:14:12.860Z,2025-03-14T18:14:14Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5579013115,6,,5579013135,213,1.92,5579013121,56,Center,5579013113,2,,5579013117,155,,5579013131,212,27.4,5579013123,140,90.6,5579013127,141,38.3,5579013119,223,,,,,,,,,,,,,,,,,,,,,,,,,
2787827541,156,12,1,13,29,6wwwud48qahpwrfxs20334qk5,1,4.1,56.7,2025-03-14T18:14:16.083Z,2025-03-14T18:14:19Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5579013391,140,24.6,5579013397,213,0.90,5579013395,212,34.5,5579013389,56,Back,5579013393,141,96.3,5579013415,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787827567,130,1,1,13,32,7gkglopz9cjsysn2u6sbhuvc5,0,78.2,9.5,2025-03-14T18:14:19.259Z,2025-03-14T18:14:23Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5579013547,213,1.15,5579013543,141,36.3,5579013541,140,85.9,5579013545,212,19.9,5579013537,155,,5579013539,56,Center,5579013535,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787827565,157,44,1,13,35,6wwwud48qahpwrfxs20334qk5,1,12.8,61.1,2025-03-14T18:14:21.930Z,2025-03-14T20:26:25Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5579013531,56,Back,5579013533,285,,5579013609,233,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787827577,131,44,1,13,35,7gkglopz9cjsysn2u6sbhuvc5,0,87.2,38.9,2025-03-14T18:14:21.931Z,2025-03-14T20:26:26Z,ag1psg17osvgbq5fz9xo7kmj8,Z. Dalügge,,,5579013619,233,157,5579013589,56,Center,5579013591,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787827591,158,12,1,13,35,6wwwud48qahpwrfxs20334qk5,1,10.6,56.7,2025-03-14T18:14:22.212Z,2025-03-14T18:14:25Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5579013651,141,55.5,5579013653,212,10.5,5579013647,56,Back,5579013649,140,20.6,5579013655,213,6.21,5579013671,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787827611,132,61,1,13,39,7gkglopz9cjsysn2u6sbhuvc5,0,81.1,38.9,2025-03-14T18:14:26.147Z,2025-03-14T18:55:05Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5579013725,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787827639,159,1,1,13,41,6wwwud48qahpwrfxs20334qk5,0,26.9,59.0,2025-03-14T18:14:28.051Z,2025-03-14T18:14:28Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5579013881,1,,5579013871,140,44.3,5579013879,213,5.61,5579013863,157,,5579013867,56,Back,5579013875,141,37.7,5579013877,212,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787827667,133,1,1,13,44,7gkglopz9cjsysn2u6sbhuvc5,1,55.0,65.4,2025-03-14T18:14:30.955Z,2025-03-14T18:14:32Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5579014011,213,3.68,5579013999,140,35.1,5579014003,141,47.2,5579013995,56,Back,5579014007,212,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787827673,134,59,1,13,46,7gkglopz9cjsysn2u6sbhuvc5,1,35.1,47.2,2025-03-14T18:14:32.611Z,2025-03-14T18:14:33Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5579014043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787827685,135,1,1,13,46,7gkglopz9cjsysn2u6sbhuvc5,0,35.1,47.2,2025-03-14T18:14:33.290Z,2025-03-14T18:14:34Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5579014111,140,74.3,5579014113,141,31.3,5579014115,212,42.6,5579014119,1,,5579014117,213,6.03,5579014109,56,Center,5579014107,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787827721,161,1,1,13,50,6wwwud48qahpwrfxs20334qk5,1,24.3,65.5,2025-03-14T18:14:36.636Z,2025-03-14T18:14:40Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5579014323,140,8.0,5579014325,141,58.5,5579014327,212,17.8,5579014321,56,Back,5579014329,213,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787827759,162,1,1,13,53,6wwwud48qahpwrfxs20334qk5,1,11.8,53.0,2025-03-14T18:14:40.445Z,2025-03-14T18:14:45Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5579014541,212,12.0,5579014543,213,5.33,5579014539,141,38.6,5579014537,140,18.4,5579014535,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787827793,163,1,1,13,58,6wwwud48qahpwrfxs20334qk5,1,27.5,35.7,2025-03-14T18:14:45.140Z,2025-03-14T18:14:49Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5579014685,212,26.2,5579014681,140,44.8,5579014683,141,8.0,5579014679,56,Back,5579014687,213,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787827829,164,1,1,14,2,6wwwud48qahpwrfxs20334qk5,1,60.1,7.0,2025-03-14T18:14:49.067Z,2025-03-14T18:14:52Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5579014871,213,0.81,5579014867,141,25.0,5579014865,140,71.3,5579014863,56,Center,5579014869,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787827831,136,45,1,14,5,7gkglopz9cjsysn2u6sbhuvc5,0,29.5,80.3,2025-03-14T18:14:51.947Z,2025-03-14T20:19:33Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5579014895,285,,5579014893,56,Back,5579015079,233,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787827865,165,3,1,14,5,6wwwud48qahpwrfxs20334qk5,1,70.5,19.7,2025-03-14T18:14:51.947Z,2025-03-14T20:19:33Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5579015031,286,,5579015029,56,Right,5579015055,233,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787827873,166,61,1,14,8,6wwwud48qahpwrfxs20334qk5,0,77.8,29.5,2025-03-14T18:14:55.204Z,2025-03-14T18:14:55Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5579015051,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787827927,137,12,1,14,9,7gkglopz9cjsysn2u6sbhuvc5,1,12.0,51.8,2025-03-14T18:14:55.851Z,2025-03-14T18:54:25Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5579015331,56,Back,5579015333,140,15.4,5579015335,141,86.0,5579015339,213,1.42,5579015337,212,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787827883,167,61,1,14,10,6wwwud48qahpwrfxs20334qk5,1,77.8,29.5,2025-03-14T18:14:56.788Z,2025-03-14T20:20:28Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5579015109,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787827917,168,83,1,14,14,6wwwud48qahpwrfxs20334qk5,0,80.0,8.6,2025-03-14T18:15:00.499Z,2025-03-14T18:15:02Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5579015369,399,9nafz0c0x2qvmo5ldm0djmcq1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787827957,139,1,1,14,16,7gkglopz9cjsysn2u6sbhuvc5,1,10.3,89.7,2025-03-14T18:15:02.675Z,2025-03-14T18:15:04Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5579015437,56,Back,5579015439,140,8.6,5579015441,141,85.1,5579015443,212,3.6,5579015445,213,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787827975,140,1,1,14,17,7gkglopz9cjsysn2u6sbhuvc5,0,8.6,85.1,2025-03-14T18:15:03.818Z,2025-03-14T18:15:05Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5579015541,1,,5579015539,213,6.26,5579015531,56,Back,5579015537,212,32.1,5579015529,157,,5579015535,141,84.1,5579015533,140,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787828005,169,1,1,14,20,6wwwud48qahpwrfxs20334qk5,1,68.4,24.0,2025-03-14T18:15:06.716Z,2025-03-14T18:15:08Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5579015711,3,,5579015719,212,23.8,5579015715,140,46.6,5579015721,213,2.86,5579015713,56,Back,5579015717,141,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787828037,171,1,1,14,22,6wwwud48qahpwrfxs20334qk5,1,45.1,34.0,2025-03-14T18:15:09.459Z,2025-03-14T18:15:12Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5579015927,56,Right,5579015931,141,17.9,5579015929,140,59.8,5579015935,213,5.67,5579015933,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787828073,172,1,1,14,25,6wwwud48qahpwrfxs20334qk5,1,56.4,18.3,2025-03-14T18:15:12.180Z,2025-03-14T18:15:24Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5579016111,56,Center,5579016569,4,,5579016119,213,0.08,5579016113,140,97.3,5579016121,1,,5579016115,141,23.4,5579016117,212,43.1,5579016109,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787828065,141,83,1,14,30,7gkglopz9cjsysn2u6sbhuvc5,0,5.9,68.8,2025-03-14T18:15:16.906Z,2025-03-14T18:15:20Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5579016269,399,65g5cfsdr10378yvmkpm19444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787828081,173,1,1,14,31,6wwwud48qahpwrfxs20334qk5,0,98.3,23.4,2025-03-14T18:15:17.689Z,2025-03-14T18:15:19Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5579016161,236,,5579016149,140,97.3,5579016151,141,27.1,5579016233,195,,5579016167,286,,5579016155,213,1.97,5579016163,233,142,5579016147,56,Center,5579016153,212,2.7,,,,,,,,,,,,,,,,,,,,,,,,
2787828077,142,74,1,14,31,7gkglopz9cjsysn2u6sbhuvc5,1,5.9,68.8,2025-03-14T18:15:17.690Z,2025-03-14T18:15:19Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5579016129,56,Back,5579016131,285,,5579016193,233,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787828089,143,6,1,14,32,7gkglopz9cjsysn2u6sbhuvc5,0,0.4,71.6,2025-03-14T18:15:18.988Z,2025-03-14T18:15:25Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5579016197,73,,5579016369,233,174,5579016195,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787828107,174,6,1,14,32,6wwwud48qahpwrfxs20334qk5,1,99.6,28.4,2025-03-14T18:15:18.988Z,2025-03-14T20:09:42Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5579016343,75,,5579016357,233,143,5579016339,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787828363,175,1,1,15,9,6wwwud48qahpwrfxs20334qk5,1,99.5,0.5,2025-03-14T18:15:55.491Z,2025-03-14T18:20:55Z,bvc80w5ai425plu54nhgx5fxl,D. Thøgersen,,,5579017799,56,Center,5579017803,141,35.7,5579017805,212,24.6,5579017791,2,,5579017801,140,94.2,5579017797,223,,5579017793,6,,5579017809,213,1.80,5579017795,155,,,,,,,,,,,,,,,,,,,,,,,,,
2787828379,176,1,1,15,10,6wwwud48qahpwrfxs20334qk5,0,94.2,35.5,2025-03-14T18:15:57.379Z,2025-03-14T21:43:15Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5579017845,3,,5579017857,213,1.09,5579017853,141,46.4,5579017847,168,,5579017855,212,8.4,5579017851,140,97.9,5579017849,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787828459,145,1,1,15,14,7gkglopz9cjsysn2u6sbhuvc5,1,4.3,50.4,2025-03-14T18:16:01.115Z,2025-03-14T18:16:08Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5579018339,141,33.1,5579018341,212,18.8,5579018333,123,,5579018335,56,Back,5579018337,140,18.3,5579018343,213,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787828481,146,1,1,15,21,7gkglopz9cjsysn2u6sbhuvc5,1,29.9,21.6,2025-03-14T18:16:07.979Z,2025-03-14T18:16:11Z,abrdu87vmuqj50ebgalr3c7op,H. Ndam,,,5579018451,212,15.5,5579018449,141,44.0,5579018445,56,Back,5579018453,213,1.75,5579018447,140,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787828513,147,1,1,15,24,7gkglopz9cjsysn2u6sbhuvc5,1,27.9,50.7,2025-03-14T18:16:11.299Z,2025-03-14T18:16:14Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5579018603,140,30.4,5579018601,56,Back,5579018605,141,66.9,5579018609,213,1.34,5579018607,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787828517,148,1,1,15,28,7gkglopz9cjsysn2u6sbhuvc5,1,32.2,67.5,2025-03-14T18:16:14.674Z,2025-03-14T18:16:15Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5579018627,56,Left,5579018631,141,88.9,5579018629,140,55.4,5579018633,212,28.4,5579018635,213,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787828533,149,1,1,15,29,7gkglopz9cjsysn2u6sbhuvc5,1,55.5,88.9,2025-03-14T18:16:15.786Z,2025-03-14T18:16:18Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5579018753,213,3.40,5579018747,140,43.9,5579018745,56,Back,5579018751,212,12.6,5579018749,141,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787828581,150,1,1,15,31,7gkglopz9cjsysn2u6sbhuvc5,1,53.8,80.2,2025-03-14T18:16:18.363Z,2025-03-14T18:16:24Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5579019029,212,18.1,5579019031,213,3.63,5579019023,56,Back,5579019025,140,38.6,5579019027,141,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787828605,151,1,1,15,37,7gkglopz9cjsysn2u6sbhuvc5,1,45.0,56.1,2025-03-14T18:16:24.075Z,2025-03-14T18:16:26Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5579019147,213,1.49,5579019143,141,79.6,5579019141,140,46.3,5579019145,212,16.0,5579019139,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787828631,152,1,1,15,39,7gkglopz9cjsysn2u6sbhuvc5,1,53.7,86.0,2025-03-14T18:16:25.922Z,2025-03-14T18:16:27Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5579019261,212,11.3,5579019263,213,0.54,5579019255,56,Left,5579019259,141,94.5,5579019257,140,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787828659,153,1,1,15,41,7gkglopz9cjsysn2u6sbhuvc5,1,62.7,90.3,2025-03-14T18:16:27.538Z,2025-03-14T18:16:31Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5579019431,141,82.6,5579019427,56,Back,5579019433,212,16.5,5579019435,213,3.46,5579019429,140,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787828699,154,1,1,15,44,7gkglopz9cjsysn2u6sbhuvc5,1,36.8,75.6,2025-03-14T18:16:30.898Z,2025-03-14T18:16:34Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5579019639,56,Back,5579019641,140,22.9,5579019643,141,42.7,5579019645,212,26.7,5579019647,213,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787828749,155,1,1,15,47,7gkglopz9cjsysn2u6sbhuvc5,1,22.4,43.0,2025-03-14T18:16:34.146Z,2025-03-14T18:16:39Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5579019885,141,54.9,5579019883,140,23.5,5579019887,212,8.2,5579019881,56,Back,5579019889,213,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787828779,156,1,1,15,52,7gkglopz9cjsysn2u6sbhuvc5,0,26.2,56.9,2025-03-14T18:16:38.842Z,2025-03-14T18:16:41Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5579020031,140,68.4,5579020039,1,,5579020027,157,,5579020033,141,63.9,5579020035,212,44.6,5579020029,56,Center,5579020037,213,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787828853,177,1,1,15,56,6wwwud48qahpwrfxs20334qk5,0,22.9,22.5,2025-03-14T18:16:42.883Z,2025-03-14T18:16:47Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5579020423,3,,5579020431,212,23.5,5579020425,56,Back,5579020427,140,44.1,5579020433,213,0.32,5579020429,141,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787828847,157,44,1,15,59,7gkglopz9cjsysn2u6sbhuvc5,1,57.4,66.3,2025-03-14T18:16:45.586Z,2025-03-14T20:26:26Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5579020397,56,Center,5579020521,233,178,5579020399,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787828859,178,44,1,15,59,6wwwud48qahpwrfxs20334qk5,0,42.6,33.7,2025-03-14T18:16:45.587Z,2025-03-14T20:26:26Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5579020549,233,157,5579020463,285,,5579020461,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787828885,158,1,1,15,59,7gkglopz9cjsysn2u6sbhuvc5,1,59.9,65.8,2025-03-14T18:16:45.898Z,2025-03-14T18:16:49Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5579020601,213,1.07,5579020595,140,65.1,5579020593,56,Left,5579020597,141,80.5,5579020591,3,,5579020599,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787828915,159,1,1,16,1,7gkglopz9cjsysn2u6sbhuvc5,1,64.8,90.0,2025-03-14T18:16:48.386Z,2025-03-14T18:16:51Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5579020771,212,8.3,5579020773,213,4.86,5579020765,56,Center,5579020769,141,77.9,5579020767,140,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787828919,160,61,1,16,5,7gkglopz9cjsysn2u6sbhuvc5,0,71.5,76.1,2025-03-14T18:16:51.514Z,2025-03-14T18:18:47Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5579020789,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787828945,179,1,1,16,5,6wwwud48qahpwrfxs20334qk5,1,20.1,24.4,2025-03-14T18:16:52.162Z,2025-03-14T18:16:54Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5579020901,141,31.8,5579020897,56,Back,5579020905,213,0.29,5579020903,212,17.4,5579020899,140,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787829009,181,1,1,16,8,6wwwud48qahpwrfxs20334qk5,1,35.4,40.6,2025-03-14T18:16:54.888Z,2025-03-14T18:16:59Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5579021249,140,34.0,5579021255,213,1.63,5579021253,212,25.1,5579021247,56,Back,5579021251,141,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787829101,182,1,1,16,14,6wwwud48qahpwrfxs20334qk5,1,57.0,84.4,2025-03-14T18:17:01.187Z,2025-03-14T18:17:08Z,bvc80w5ai425plu54nhgx5fxl,D. Thøgersen,,,5579021733,213,0.82,5579021729,141,96.3,5579021725,56,Left,5579021731,212,11.1,5579021727,140,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787829123,183,1,1,16,21,6wwwud48qahpwrfxs20334qk5,1,66.1,69.1,2025-03-14T18:17:08.426Z,2025-03-14T18:17:11Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5579021923,141,44.8,5579021925,212,20.5,5579021919,56,Center,5579021927,213,4.08,5579021921,140,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787829155,184,1,1,16,24,6wwwud48qahpwrfxs20334qk5,1,55.8,44.2,2025-03-14T18:17:11.434Z,2025-03-14T18:17:14Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5579022069,141,32.2,5579022067,140,67.9,5579022065,56,Center,5579022071,212,15.1,5579022073,213,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787829177,185,1,1,16,27,6wwwud48qahpwrfxs20334qk5,1,67.3,30.7,2025-03-14T18:17:14.003Z,2025-03-14T18:17:17Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5579022185,212,19.2,5579022173,56,Right,5579022181,141,3.8,5579022189,213,5.02,5579022177,140,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787829191,186,1,1,16,30,6wwwud48qahpwrfxs20334qk5,1,75.8,5.8,2025-03-14T18:17:16.874Z,2025-03-14T18:17:20Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5579022321,140,65.9,5579022327,213,2.50,5579022319,56,Right,5579022325,212,13.0,5579022323,141,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787829213,187,1,1,16,33,6wwwud48qahpwrfxs20334qk5,1,64.7,19.1,2025-03-14T18:17:20.178Z,2025-03-14T18:17:23Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5579022441,212,14.6,5579022443,213,2.28,5579022437,140,55.7,5579022439,141,35.4,5579022435,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787829233,188,1,1,16,36,6wwwud48qahpwrfxs20334qk5,1,57.0,37.4,2025-03-14T18:17:22.970Z,2025-03-14T18:17:26Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5579022563,213,5.58,5579022561,212,9.7,5579022555,56,Center,5579022557,140,64.0,5579022559,141,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787829245,189,1,1,16,41,6wwwud48qahpwrfxs20334qk5,0,68.2,27.9,2025-03-14T18:17:27.603Z,2025-03-14T18:17:28Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5579022635,212,31.3,5579022633,141,58.2,5579022637,213,0.72,5579022629,56,Center,5579022625,2,,5579022631,140,90.7,5579022627,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787829251,162,12,1,16,41,7gkglopz9cjsysn2u6sbhuvc5,1,10.2,41.3,2025-03-14T18:17:28.370Z,2025-03-14T18:17:30Z,abrdu87vmuqj50ebgalr3c7op,H. Ndam,,,5579022695,15,,5579022659,141,17.3,5579022657,140,15.5,5579022663,213,5.04,5579022661,212,17.2,5579022655,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787829301,190,1,1,16,45,6wwwud48qahpwrfxs20334qk5,0,86.2,81.8,2025-03-14T18:17:31.738Z,2025-03-14T18:17:36Z,bvc80w5ai425plu54nhgx5fxl,D. Thøgersen,,,5579022941,155,,5579022951,213,4.94,5579022949,212,43.5,5579022939,2,,5579022945,140,95.5,5579022943,56,Right,5579022947,141,19.5,5579022953,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787829327,163,1,1,16,52,7gkglopz9cjsysn2u6sbhuvc5,1,10.0,79.6,2025-03-14T18:17:38.730Z,2025-03-14T18:18:32Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5579023077,213,3.67,5579023071,140,4.6,5579023073,141,74.7,5579023075,212,6.6,5579023069,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787829645,171,3,1,16,53,7gkglopz9cjsysn2u6sbhuvc5,0,6.6,77.6,2025-03-14T18:17:40.298Z,2025-03-14T20:19:20Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5579024821,233,191,5579024691,285,,5579024689,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
