id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2720039167,204,1,1,24,21,a9vw7ikerpr4cuweeeka5aneg,1,82.1,95.4,2024-09-14T15:26:30.392Z,2024-09-14T16:01:19Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5209484305,140,89.5,5209500043,213,5.23,5209484307,141,75.5,5209485935,56,Center,5209500041,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720042489,213,1,1,24,22,a9vw7ikerpr4cuweeeka5aneg,1,94.8,74.1,2024-09-14T15:26:31.136Z,2024-09-14T15:28:18Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5209502553,212,7.4,5209502545,140,91.0,5209502557,213,4.14,5209502539,155,,5209502541,56,Center,5209502549,141,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720043039,215,2,1,24,25,a9vw7ikerpr4cuweeeka5aneg,1,90.5,62.9,2024-09-14T15:26:34.334Z,2024-09-14T16:59:07Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5209505561,141,70.7,5209505559,140,92.8,5209524871,7,cl4xl80n4gew1ox03r3ooshrd,5209505557,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720039181,205,43,1,24,26,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-09-14T15:26:35.800Z,2024-09-14T15:26:42Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5209484417,212,4.5,5209484413,141,69.5,5209484409,56,Center,5209484427,213,4.26,5209484407,155,0,5209485527,144,1,5209484411,140,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720039779,231,1,1,24,43,dbl7ir1qugqz8nvp1vzn8im50,1,5.6,24.3,2024-09-14T15:26:52.572Z,2024-09-14T15:26:53Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5209487795,140,4.4,5209487793,56,Back,5209487797,141,46.1,5209487791,241,,5209487799,212,14.9,5209487801,213,1.66,5209487789,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720039823,232,1,1,24,44,dbl7ir1qugqz8nvp1vzn8im50,1,4.4,46.1,2024-09-14T15:26:53.796Z,2024-09-14T15:26:55Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5209488077,212,15.3,5209488069,56,Back,5209488079,213,0.08,5209488071,140,18.9,5209488075,141,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720039895,233,1,1,24,46,dbl7ir1qugqz8nvp1vzn8im50,1,18.9,47.9,2024-09-14T15:26:55.428Z,2024-09-14T15:26:58Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5209488521,213,2.25,5209488515,140,5.9,5209488513,56,Back,5209488517,141,72.6,5209488519,212,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720040011,234,1,1,24,48,dbl7ir1qugqz8nvp1vzn8im50,1,5.8,72.7,2024-09-14T15:26:58.091Z,2024-09-14T15:27:01Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5209489107,141,53.1,5209489109,212,13.5,5209489111,213,4.54,5209489103,56,Back,5209489105,140,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720040121,235,1,1,24,52,dbl7ir1qugqz8nvp1vzn8im50,1,5.9,45.2,2024-09-14T15:27:01.276Z,2024-09-14T15:27:04Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5209489741,140,54.7,5209489739,56,Center,5209489807,1,,5209489737,157,,5209489795,212,52.7,5209489747,141,27.1,5209489803,213,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720040143,236,44,1,24,55,dbl7ir1qugqz8nvp1vzn8im50,1,58.4,26.6,2024-09-14T15:27:04.244Z,2024-09-14T16:59:07Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5209489869,286,,5209489863,56,Center,5209490245,233,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720040155,206,44,1,24,55,a9vw7ikerpr4cuweeeka5aneg,0,41.6,73.4,2024-09-14T15:27:04.245Z,2024-09-14T16:59:08Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5209489919,285,,5209490271,233,236,5209489917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720040185,237,1,1,24,55,dbl7ir1qugqz8nvp1vzn8im50,0,54.7,27.1,2024-09-14T15:27:04.364Z,2024-09-14T15:27:06Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5209490087,212,2.5,5209490085,141,26.7,5209490077,168,,5209490083,140,57.1,5209490071,3,,5209490079,56,Center,5209490089,213,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720040205,207,61,1,24,55,a9vw7ikerpr4cuweeeka5aneg,1,39.3,73.7,2024-09-14T15:27:05.094Z,2024-09-14T15:27:06Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5209490193,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720040261,238,83,1,24,58,dbl7ir1qugqz8nvp1vzn8im50,0,43.6,69.9,2024-09-14T15:27:08.091Z,2024-09-14T15:27:11Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5209491107,399,9dh7cnu4uzbraeck0t5iqlj4k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720040363,209,1,1,24,59,a9vw7ikerpr4cuweeeka5aneg,1,57.8,33.7,2024-09-14T15:27:08.711Z,2024-09-14T15:27:11Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5209491039,140,48.5,5209491043,212,17.6,5209491045,213,4.12,5209491037,56,Back,5209491041,141,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720040513,210,1,1,25,2,a9vw7ikerpr4cuweeeka5aneg,0,50.9,10.9,2024-09-14T15:27:11.744Z,2024-09-14T15:27:15Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5209491805,155,,5209491811,141,0.0,5209491807,56,Right,5209491813,212,30.2,5209491809,140,78.7,5209491815,213,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720040529,211,5,1,25,6,a9vw7ikerpr4cuweeeka5aneg,0,80.6,-0.8,2024-09-14T15:27:15.372Z,2024-09-14T17:01:55Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5209491895,56,Right,5209494115,233,239,5209491897,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720040895,239,5,1,25,6,dbl7ir1qugqz8nvp1vzn8im50,1,19.4,100.8,2024-09-14T15:27:15.372Z,2024-09-14T17:01:55Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5209493969,56,Back,5209494019,233,211,5209493971,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720040939,240,1,1,25,19,dbl7ir1qugqz8nvp1vzn8im50,1,18.9,100.0,2024-09-14T15:27:28.508Z,2024-09-14T15:27:30Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5209494217,212,11.3,5209494215,141,88.6,5209494209,107,,5209494213,140,25.9,5209494211,56,Back,5209494219,213,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720040951,241,1,1,25,20,dbl7ir1qugqz8nvp1vzn8im50,1,25.9,88.6,2024-09-14T15:27:29.556Z,2024-09-14T15:27:31Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5209494267,141,95.0,5209494263,140,19.4,5209494259,56,Back,5209494271,213,2.57,5209494269,212,8.1,5209494337,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720041095,242,4,1,25,25,dbl7ir1qugqz8nvp1vzn8im50,1,31.2,90.1,2024-09-14T15:27:34.420Z,2024-09-14T16:58:37Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5209495159,152,,5209495165,285,,5209495155,13,,5209495161,265,,5209495157,56,Back,5209495261,233,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720041101,212,4,1,25,25,a9vw7ikerpr4cuweeeka5aneg,0,68.8,9.9,2024-09-14T15:27:34.421Z,2024-09-14T16:58:37Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5209495281,233,242,5209495201,56,Right,5209495199,13,,5209495207,286,,5209495205,265,,5209495203,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720043093,216,17,1,25,48,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-09-14T15:27:57.968Z,2024-09-14T15:31:40Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5209505979,31,,5209536183,189,,5209505983,13,243,5209505981,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720042241,243,43,1,25,59,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2024-09-14T15:28:08.533Z,2024-09-14T15:29:11Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5209501227,213,0.00,5209511285,144,1,5209501219,56,Back,5209501223,141,89.7,5209501225,212,4.7,5209501217,152,0,5209501221,140,26.7,5209501215,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720042279,244,1,1,26,0,dbl7ir1qugqz8nvp1vzn8im50,1,26.7,89.7,2024-09-14T15:28:09.357Z,2024-09-14T15:59:33Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5209501411,140,16.9,5209511705,152,,5209501413,141,92.6,5209511701,5,,5209501415,212,10.5,5209501409,56,Back,5209501417,213,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720042343,245,1,1,26,2,dbl7ir1qugqz8nvp1vzn8im50,1,19.7,91.5,2024-09-14T15:28:11.324Z,2024-09-14T15:28:12Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5209501777,213,5.17,5209501775,212,23.1,5209501773,141,61.1,5209501769,56,Back,5209501771,140,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720042559,246,1,1,26,3,dbl7ir1qugqz8nvp1vzn8im50,1,29.5,61.1,2024-09-14T15:28:12.676Z,2024-09-14T15:28:20Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5209502929,212,25.3,5209502931,213,4.82,5209502927,141,24.1,5209502923,56,Back,5209502925,140,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720042579,247,4,1,26,11,dbl7ir1qugqz8nvp1vzn8im50,1,59.6,31.2,2024-09-14T15:28:20.805Z,2024-09-14T16:58:37Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5209503103,13,,5209503107,56,Center,5209503113,265,,5209503109,152,,5209503117,286,,5209503253,233,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720042571,214,4,1,26,11,a9vw7ikerpr4cuweeeka5aneg,0,40.4,68.8,2024-09-14T15:28:20.806Z,2024-09-14T16:58:38Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5209503157,56,Back,5209503177,265,,5209503349,233,247,5209503155,13,,5209503179,285,,5209503159,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720043145,248,1,1,26,28,dbl7ir1qugqz8nvp1vzn8im50,1,63.6,36.4,2024-09-14T15:28:37.213Z,2024-09-14T15:58:33Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5209506099,152,,5209506115,213,5.43,5209506109,141,10.3,5209506113,212,23.7,5209805859,189,,5209506095,5,,5209506103,56,Right,5209506105,140,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720043173,249,1,1,26,30,dbl7ir1qugqz8nvp1vzn8im50,0,78.7,10.3,2024-09-14T15:28:39.590Z,2024-09-14T15:28:40Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5209506229,141,40.0,5209506231,212,22.5,5209506221,2,,5209506227,140,88.2,5209506223,155,,5209506233,213,1.11,5209506225,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720043247,217,12,1,26,34,a9vw7ikerpr4cuweeeka5aneg,1,9.3,92.3,2024-09-14T15:28:43.206Z,2024-09-14T15:59:37Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5209506659,140,18.6,5209506663,212,11.5,5209506709,15,,5209506665,213,0.55,5209506661,141,100.0,5209506657,56,Back,5209506837,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720043267,218,5,1,26,34,a9vw7ikerpr4cuweeeka5aneg,0,19.0,101.2,2024-09-14T15:28:43.884Z,2024-09-14T17:01:55Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5209506745,347,,5209506743,56,Back,5209507125,233,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720043253,250,5,1,26,34,dbl7ir1qugqz8nvp1vzn8im50,1,81.0,-1.2,2024-09-14T15:28:43.884Z,2024-09-14T16:59:05Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5209506679,56,Right,5209506681,347,,5209506783,233,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720043419,251,1,1,26,35,dbl7ir1qugqz8nvp1vzn8im50,1,74.5,0.0,2024-09-14T15:28:44.530Z,2024-09-14T15:28:48Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5209507523,141,20.7,5209507519,56,Right,5209507525,212,28.8,5209507537,1,,5209507529,213,0.55,5209507515,107,,5209507521,140,97.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720043503,252,1,1,26,39,dbl7ir1qugqz8nvp1vzn8im50,1,91.7,19.5,2024-09-14T15:28:48.277Z,2024-09-14T15:28:50Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5209507909,141,3.2,5209507905,140,87.5,5209507901,56,Right,5209507913,212,11.9,5209507917,213,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720043559,253,1,1,26,41,dbl7ir1qugqz8nvp1vzn8im50,0,90.5,4.0,2024-09-14T15:28:50.301Z,2024-09-14T15:28:52Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5209508223,155,,5209508233,141,40.6,5209508237,212,25.0,5209508227,56,Center,5209508229,140,88.5,5209508241,213,1.65,5209508217,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720043591,219,12,1,26,44,a9vw7ikerpr4cuweeeka5aneg,1,7.3,56.3,2024-09-14T15:28:53.327Z,2024-09-14T15:28:59Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5209508487,15,,5209508407,213,4.98,5209508379,56,Back,5209508397,141,44.9,5209508401,212,8.0,5209508387,140,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720043699,254,15,1,26,47,dbl7ir1qugqz8nvp1vzn8im50,1,90.5,62.9,2024-09-14T15:28:56.661Z,2024-09-14T15:30:50Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5209527849,273,,5209527859,147,51.4,5209508991,56,Center,5209527845,458,,5209527855,146,98.8,5209527833,78,,5209527965,233,220,5209508989,17,,5209526023,72,,5209527839,103,5.1,5209527851,138,,5209527843,215,5209527837,102,48.4,5209508987,22,,,,,,,,,,,,,,,,
2720043747,220,10,1,26,47,a9vw7ikerpr4cuweeeka5aneg,1,3.4,45.5,2024-09-14T15:28:56.761Z,2024-09-14T15:30:39Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5209509299,182,,5209510713,274,,5209526199,233,254,5209509295,173,,5209509297,178,,5209509301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720043771,255,13,1,26,50,dbl7ir1qugqz8nvp1vzn8im50,1,98.3,33.7,2024-09-14T15:28:59.165Z,2024-09-14T15:31:05Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5209529411,20,,5209509427,62,,5209529975,103,81.9,5209529981,328,,5209509429,56,Center,5209529991,458,,5209509423,22,,5209529995,230,99.5,5209529973,102,49.6,5209529971,74,,5209529999,231,46.8,,,,,,,,,,,,,,,,,,,,,,,
2720043979,221,5,1,26,51,a9vw7ikerpr4cuweeeka5aneg,1,-1.4,53.1,2024-09-14T15:29:00.629Z,2024-09-14T17:01:56Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5209510737,233,256,5209510621,346,,5209510619,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720043781,256,5,1,26,51,dbl7ir1qugqz8nvp1vzn8im50,0,101.4,46.9,2024-09-14T15:29:00.629Z,2024-09-14T17:01:56Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5209509475,56,Center,5209510761,233,221,5209509477,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720044463,222,1,1,27,9,a9vw7ikerpr4cuweeeka5aneg,1,2.6,51.8,2024-09-14T15:29:18.286Z,2024-09-14T15:29:24Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5209513491,212,21.3,5209513489,141,22.4,5209513481,124,,5209513487,140,9.6,5209513493,213,5.06,5209513497,237,,5209513485,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720044473,257,83,1,27,11,dbl7ir1qugqz8nvp1vzn8im50,0,93.2,89.9,2024-09-14T15:29:21.077Z,2024-09-14T15:56:23Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5209795299,399,5lu7bn7uec3zjqpoi1x81gbu1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720044485,223,1,1,27,14,a9vw7ikerpr4cuweeeka5aneg,0,6.3,9.2,2024-09-14T15:29:23.822Z,2024-09-14T15:29:25Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5209513761,233,258,5209513581,140,8.9,5209513591,213,5.74,5209513577,56,Back,5209513765,286,,5209513583,141,6.8,5209513759,236,,5209513587,212,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720044515,258,74,1,27,14,dbl7ir1qugqz8nvp1vzn8im50,1,91.8,93.8,2024-09-14T15:29:23.823Z,2024-09-14T16:52:47Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5209513725,56,Left,5209513853,233,223,5209513727,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720044995,224,5,1,27,16,a9vw7ikerpr4cuweeeka5aneg,1,9.8,-1.2,2024-09-14T15:29:25.383Z,2024-09-14T17:01:56Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5209516585,347,,5209516609,233,259,5209516583,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720044559,259,5,1,27,16,dbl7ir1qugqz8nvp1vzn8im50,0,90.2,101.2,2024-09-14T15:29:25.383Z,2024-09-14T17:01:57Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5209513979,347,,5209513973,56,Left,5209516691,233,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720045041,225,1,1,27,31,a9vw7ikerpr4cuweeeka5aneg,1,8.6,0.0,2024-09-14T15:29:40.366Z,2024-09-14T15:29:42Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5209516793,212,11.3,5209516791,141,11.0,5209516787,56,Back,5209516795,213,0.74,5209516785,107,,5209516789,140,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720045079,226,1,1,27,32,a9vw7ikerpr4cuweeeka5aneg,0,16.5,11.0,2024-09-14T15:29:42.022Z,2024-09-14T15:29:43Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5209517023,141,10.1,5209517019,56,Back,5209517025,212,4.7,5209517021,140,12.1,5209517027,213,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720045089,260,8,1,27,34,dbl7ir1qugqz8nvp1vzn8im50,1,90.6,93.5,2024-09-14T15:29:43.629Z,2024-09-14T15:29:43Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5209517093,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720045151,261,1,1,27,35,dbl7ir1qugqz8nvp1vzn8im50,0,90.6,93.5,2024-09-14T15:29:44.302Z,2024-09-14T17:05:08Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5209517429,212,5.7,5209517435,213,3.67,5209517415,56,Left,5209517425,141,89.3,5209517421,140,85.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720045141,227,50,1,27,36,a9vw7ikerpr4cuweeeka5aneg,1,12.4,9.1,2024-09-14T15:29:45.590Z,2024-09-14T15:29:48Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5209517371,285,,5209517971,233,262,5209517369,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720045223,262,7,1,27,36,dbl7ir1qugqz8nvp1vzn8im50,1,87.6,90.9,2024-09-14T15:29:45.591Z,2024-09-14T15:29:49Z,1b32j0lqi7ggcabdra4tygxzo,M. Jensen,,,5209517789,286,,5209517785,167,,5209517869,233,227,5209517787,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720045457,228,5,1,27,38,a9vw7ikerpr4cuweeeka5aneg,1,6.5,-1.5,2024-09-14T15:29:47.862Z,2024-09-14T17:01:57Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5209519129,347,,5209519127,56,Back,5209519197,233,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720045297,263,5,1,27,38,dbl7ir1qugqz8nvp1vzn8im50,0,93.5,101.5,2024-09-14T15:29:47.862Z,2024-09-14T17:01:57Z,1b32j0lqi7ggcabdra4tygxzo,M. Jensen,,,5209518193,347,,5209518191,56,Left,5209519291,233,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720045501,229,1,1,27,46,a9vw7ikerpr4cuweeeka5aneg,1,8.0,0.0,2024-09-14T15:29:55.870Z,2024-09-14T15:29:58Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5209519451,213,0.36,5209519453,1,,5209519447,141,11.5,5209519445,140,30.0,5209519441,107,,5209519443,56,Back,5209519449,212,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720045531,230,1,1,27,48,a9vw7ikerpr4cuweeeka5aneg,0,30.0,11.5,2024-09-14T15:29:57.790Z,2024-09-14T15:29:59Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5209519629,212,9.4,5209519621,168,,5209519631,213,0.45,5209519619,3,,5209519623,56,Back,5209519625,140,38.1,5209519627,141,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720045573,264,1,1,27,50,dbl7ir1qugqz8nvp1vzn8im50,1,60.1,87.5,2024-09-14T15:29:59.278Z,2024-09-14T15:30:00Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5209519853,56,Left,5209519861,213,6.14,5209519855,140,69.5,5209519857,141,85.4,5209519859,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720045607,265,1,1,27,51,dbl7ir1qugqz8nvp1vzn8im50,1,69.5,85.4,2024-09-14T15:30:00.470Z,2024-09-14T15:30:01Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5209520041,213,0.97,5209520037,141,93.8,5209520033,56,Left,5209520039,212,6.9,5209520035,140,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720045617,266,3,1,27,52,dbl7ir1qugqz8nvp1vzn8im50,0,73.6,91.6,2024-09-14T15:30:01.573Z,2024-09-14T16:57:21Z,1b32j0lqi7ggcabdra4tygxzo,M. Jensen,,,5209520109,56,Left,5209520111,286,,5209520505,233,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720045659,231,7,1,27,52,a9vw7ikerpr4cuweeeka5aneg,1,26.4,8.4,2024-09-14T15:30:01.574Z,2024-09-14T16:57:20Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5209520337,285,,5209520335,56,Back,5209520417,233,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720045713,232,1,1,27,55,a9vw7ikerpr4cuweeeka5aneg,1,29.5,10.7,2024-09-14T15:30:04.126Z,2024-09-14T15:30:06Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5209520629,56,Back,5209520631,140,26.0,5209520633,141,22.4,5209520635,212,8.8,5209520637,213,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720045733,233,1,1,27,55,a9vw7ikerpr4cuweeeka5aneg,1,26.0,22.4,2024-09-14T15:30:05.078Z,2024-09-14T15:30:06Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5209520739,212,12.4,5209520733,56,Back,5209520735,140,16.0,5209520737,141,12.8,5209520741,213,3.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
