id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2709242267,180,1,1,21,53,b8oqgvx1ijeyn6y1cn6929ix4,1,40.9,84.8,2024-08-16T17:22:30.055Z,2024-08-16T17:22:34Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5150158023,213,3.60,5150158021,212,33.6,5150158019,141,62.9,5150158017,140,12.2,5150158015,56,Back,5150158025,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242291,181,1,1,21,57,b8oqgvx1ijeyn6y1cn6929ix4,1,12.2,57.0,2024-08-16T17:22:34.231Z,2024-08-16T17:22:36Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5150158161,141,85.3,5150158165,213,0.97,5150158159,140,24.7,5150158157,56,Back,5150158163,212,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242317,182,1,1,22,0,b8oqgvx1ijeyn6y1cn6929ix4,1,28.4,86.0,2024-08-16T17:22:36.791Z,2024-08-16T17:22:39Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5150158317,141,82.3,5150158321,212,10.7,5150158313,56,Back,5150158323,213,6.05,5150158315,140,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242377,183,1,1,22,2,b8oqgvx1ijeyn6y1cn6929ix4,1,38.4,82.3,2024-08-16T17:22:39.175Z,2024-08-16T17:22:44Z,1nn1wc14k9zd3wtu73loj7kes,P. Ngongo,,,5150158665,56,Back,5150158671,212,12.9,5150158673,213,2.36,5150158669,141,95.6,5150158667,140,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242391,184,1,1,22,8,b8oqgvx1ijeyn6y1cn6929ix4,1,30.5,80.3,2024-08-16T17:22:44.703Z,2024-08-16T17:22:46Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5150158739,140,34.3,5150158751,213,4.85,5150158735,56,Back,5150158747,212,28.5,5150158743,141,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242447,185,1,1,22,9,b8oqgvx1ijeyn6y1cn6929ix4,1,34.3,38.8,2024-08-16T17:22:45.904Z,2024-08-16T17:22:53Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5150159105,141,43.3,5150159101,56,Back,5150159107,212,10.7,5150159109,213,2.85,5150159103,140,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242423,196,83,1,22,13,a9vw7ikerpr4cuweeeka5aneg,0,61.4,13.9,2024-08-16T17:22:49.946Z,2024-08-16T19:13:05Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5150159447,399,dqssvdpt2iwg8qn9wto3miind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242487,186,1,1,22,16,b8oqgvx1ijeyn6y1cn6929ix4,1,27.3,43.7,2024-08-16T17:22:53.128Z,2024-08-16T17:22:57Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5150159341,140,55.3,5150159337,155,,5150159339,56,Left,5150159343,141,91.5,5150159349,1,,5150159347,213,0.84,5150159345,212,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242503,187,1,1,22,20,b8oqgvx1ijeyn6y1cn6929ix4,0,55.3,91.5,2024-08-16T17:22:56.839Z,2024-08-16T17:23:11Z,1nn1wc14k9zd3wtu73loj7kes,P. Ngongo,,,5150159435,140,55.0,5150159437,141,83.9,5150159439,212,5.2,5150159433,56,Left,5150159441,213,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242515,197,1,1,22,21,a9vw7ikerpr4cuweeeka5aneg,0,39.5,9.1,2024-08-16T17:22:58.266Z,2024-08-16T17:22:59Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5150159575,286,,5150159535,56,Back,5150159569,236,,5150159571,233,188,5150159543,213,0.98,5150159541,212,4.2,5150159537,140,41.7,5150159539,141,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242521,188,74,1,22,21,b8oqgvx1ijeyn6y1cn6929ix4,1,55.0,83.9,2024-08-16T17:22:58.267Z,2024-08-16T19:02:42Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5150159561,56,Left,5150159581,233,197,5150159563,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242563,189,1,1,22,25,b8oqgvx1ijeyn6y1cn6929ix4,1,42.8,81.5,2024-08-16T17:23:02.183Z,2024-08-16T17:23:04Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5150159797,213,0.44,5150159793,141,91.7,5150159789,56,Left,5150159795,212,16.2,5150159791,140,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242627,190,1,1,22,27,b8oqgvx1ijeyn6y1cn6929ix4,1,61.2,91.7,2024-08-16T17:23:04.071Z,2024-08-16T17:23:09Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5150160161,141,70.9,5150160157,56,Center,5150160165,213,5.10,5150160159,140,66.7,5150160163,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242633,191,61,1,22,32,b8oqgvx1ijeyn6y1cn6929ix4,0,66.7,70.9,2024-08-16T17:23:08.839Z,2024-08-16T17:23:09Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5150160191,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242717,199,1,1,22,37,a9vw7ikerpr4cuweeeka5aneg,1,31.2,51.8,2024-08-16T17:23:13.650Z,2024-08-16T17:23:15Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5150160663,212,24.8,5150160661,141,47.3,5150160665,213,3.27,5150160659,140,7.8,5150160657,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242745,200,1,1,22,38,a9vw7ikerpr4cuweeeka5aneg,0,7.8,47.3,2024-08-16T17:23:15.467Z,2024-08-16T17:53:13Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5150160783,140,59.4,5150160787,212,55.7,5150160777,157,,5150160789,213,6.05,5150160781,56,Center,5150160791,1,,5150160785,141,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242751,201,44,1,22,40,a9vw7ikerpr4cuweeeka5aneg,1,59.1,29.6,2024-08-16T17:23:17.197Z,2024-08-16T19:08:19Z,4m9sp9mxlsjk6fv7v218yqfv9,M. Egho,,,5150160819,286,,5150160817,56,Center,5150238645,233,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242749,192,44,1,22,40,b8oqgvx1ijeyn6y1cn6929ix4,0,40.9,70.4,2024-08-16T17:23:17.198Z,2024-08-16T19:08:19Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5150160809,56,Back,5150160813,285,,5150238641,233,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242755,202,61,1,22,41,a9vw7ikerpr4cuweeeka5aneg,1,59.4,28.4,2024-08-16T17:23:17.842Z,2024-08-16T17:53:39Z,4m9sp9mxlsjk6fv7v218yqfv9,M. Egho,,,5150160835,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242759,193,1,1,22,42,b8oqgvx1ijeyn6y1cn6929ix4,1,41.5,68.2,2024-08-16T17:23:18.751Z,2024-08-16T17:53:41Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5150160865,140,43.8,5150160871,213,1.31,5150160867,141,81.5,5150160869,212,9.4,5150160863,56,Back,5150160861,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709256535,394,1,1,22,43,b8oqgvx1ijeyn6y1cn6929ix4,0,42.2,69.0,2024-08-16T17:23:19.589Z,2024-08-16T17:53:49Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5150239517,141,79.6,5150239519,212,8.0,5150239513,56,Back,5150239521,213,2.03,5150239515,140,38.8,5150239511,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242791,203,61,1,22,44,a9vw7ikerpr4cuweeeka5aneg,0,56.1,11.5,2024-08-16T17:23:20.922Z,2024-08-16T19:13:01Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5150161037,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242797,194,1,1,22,45,b8oqgvx1ijeyn6y1cn6929ix4,0,38.5,88.1,2024-08-16T17:23:21.919Z,2024-08-16T17:23:24Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5150161085,140,68.8,5150161091,213,6.28,5150161081,157,,5150161093,1,,5150161087,141,87.8,5150161089,212,31.8,5150161083,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242819,204,1,1,22,50,a9vw7ikerpr4cuweeeka5aneg,1,19.0,10.0,2024-08-16T17:23:27.450Z,2024-08-16T17:23:28Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5150161223,212,20.1,5150161221,141,34.0,5150161219,140,7.8,5150161225,213,2.20,5150161217,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242833,205,1,1,22,51,a9vw7ikerpr4cuweeeka5aneg,1,7.8,34.0,2024-08-16T17:23:28.234Z,2024-08-16T17:23:31Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5150161353,141,83.9,5150161359,213,1.40,5150161351,140,13.4,5150161363,1,,5150161349,56,Back,5150161355,212,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242869,206,1,1,22,55,a9vw7ikerpr4cuweeeka5aneg,1,12.9,86.1,2024-08-16T17:23:31.665Z,2024-08-16T17:23:35Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5150161535,213,6.18,5150161531,141,83.4,5150161527,56,Back,5150161533,212,17.9,5150161529,140,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242879,207,1,1,22,58,a9vw7ikerpr4cuweeeka5aneg,0,29.9,83.4,2024-08-16T17:23:35.466Z,2024-08-16T17:23:36Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5150161577,212,4.7,5150161579,213,5.67,5150161573,140,33.6,5150161575,141,79.4,5150161571,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242877,195,8,1,22,59,b8oqgvx1ijeyn6y1cn6929ix4,1,58.0,5.2,2024-08-16T17:23:35.942Z,2024-08-16T17:23:39Z,1nn1wc14k9zd3wtu73loj7kes,P. Ngongo,,,5150161569,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242895,208,1,1,23,0,a9vw7ikerpr4cuweeeka5aneg,1,30.1,79.8,2024-08-16T17:23:36.769Z,2024-08-16T17:23:37Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5150161673,212,5.4,5150161671,141,72.0,5150161667,56,Back,5150161669,140,30.9,5150161675,213,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242913,209,1,1,23,1,a9vw7ikerpr4cuweeeka5aneg,1,30.9,72.0,2024-08-16T17:23:37.737Z,2024-08-16T17:23:40Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5150161823,212,24.1,5150161817,56,Back,5150161825,213,4.78,5150161819,140,32.4,5150161821,141,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242941,210,1,1,23,4,a9vw7ikerpr4cuweeeka5aneg,1,29.5,27.8,2024-08-16T17:23:40.633Z,2024-08-16T17:23:43Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5150161997,213,5.59,5150161989,56,Back,5150161993,141,5.9,5150161995,212,23.2,5150161991,140,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242971,211,1,1,23,6,a9vw7ikerpr4cuweeeka5aneg,1,56.1,9.4,2024-08-16T17:23:43.457Z,2024-08-16T17:23:47Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5150162171,213,6.11,5150162165,140,73.3,5150162163,56,Right,5150162169,212,18.3,5150162167,141,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242985,212,1,1,23,10,a9vw7ikerpr4cuweeeka5aneg,0,81.2,6.4,2024-08-16T17:23:46.921Z,2024-08-16T17:23:48Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5150162241,212,26.6,5150162233,155,,5150162239,141,43.1,5150162237,140,90.1,5150162243,213,1.21,5150162231,2,,5150162235,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709243177,197,12,1,23,12,b8oqgvx1ijeyn6y1cn6929ix4,1,9.2,53.4,2024-08-16T17:23:49.190Z,2024-08-16T17:24:10Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5150163331,140,35.0,5150163335,212,36.9,5150163333,141,90.3,5150163329,56,Back,5150163337,213,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709243067,213,1,1,23,17,a9vw7ikerpr4cuweeeka5aneg,1,55.1,19.4,2024-08-16T17:23:53.945Z,2024-08-16T17:23:56Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5150162661,56,Back,5150162669,213,1.96,5150162667,212,22.5,5150162663,140,46.9,5150162665,141,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709243099,214,1,1,23,19,a9vw7ikerpr4cuweeeka5aneg,1,47.0,49.9,2024-08-16T17:23:56.313Z,2024-08-16T17:24:01Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5150162833,140,62.4,5150162839,213,0.16,5150162837,212,16.4,5150162831,56,Center,5150162835,141,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709243125,215,1,1,23,24,a9vw7ikerpr4cuweeeka5aneg,1,62.4,53.7,2024-08-16T17:24:00.849Z,2024-08-16T17:24:03Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5150162971,140,50.2,5150162977,212,12.9,5150162975,141,51.6,5150162981,213,3.25,5150162967,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709243155,216,1,1,23,26,a9vw7ikerpr4cuweeeka5aneg,1,50.2,51.6,2024-08-16T17:24:02.929Z,2024-08-16T17:24:06Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5150163183,213,5.02,5150163181,212,21.0,5150163175,56,Center,5150163179,141,22.1,5150163177,140,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709243169,217,1,1,23,29,a9vw7ikerpr4cuweeeka5aneg,0,56.2,22.1,2024-08-16T17:24:06.306Z,2024-08-16T17:24:09Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5150163303,213,5.76,5150163293,140,82.1,5150163289,56,Right,5150163297,141,0.0,5150163299,212,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709243295,198,5,1,23,32,b8oqgvx1ijeyn6y1cn6929ix4,1,16.8,100.8,2024-08-16T17:24:09.196Z,2024-08-16T19:02:57Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5150164057,347,,5150164103,233,218,5150164055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709243175,218,5,1,23,32,a9vw7ikerpr4cuweeeka5aneg,0,83.2,-0.8,2024-08-16T17:24:09.196Z,2024-08-16T19:02:58Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5150163321,347,,5150164127,233,198,5150163319,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709243327,199,1,1,23,53,b8oqgvx1ijeyn6y1cn6929ix4,0,27.1,100.0,2024-08-16T17:24:30.310Z,2024-08-16T17:54:47Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5150164255,140,44.1,5150164253,56,Back,5150164261,213,5.84,5150164259,212,19.7,5150164257,141,89.6,5150164251,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709245323,270,44,1,23,53,a9vw7ikerpr4cuweeeka5aneg,1,51.0,10.0,2024-08-16T17:24:30.414Z,2024-08-16T17:57:09Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5150242739,233,329,5150241453,56,Right,5150241461,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709251699,329,44,1,23,53,b8oqgvx1ijeyn6y1cn6929ix4,0,49.0,90.0,2024-08-16T17:24:30.415Z,2024-08-16T17:57:10Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5150241991,56,Back,5150242365,285,,5150242743,233,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709256701,395,43,1,23,54,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-08-16T17:24:30.589Z,2024-08-16T17:58:48Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5150244559,144,44,5150240483,56,Back,5150240485,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709243353,219,1,1,23,54,a9vw7ikerpr4cuweeeka5aneg,0,54.3,14.9,2024-08-16T17:24:30.674Z,2024-08-16T17:56:37Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5150164375,212,15.8,5150164369,56,Right,5150164367,3,,5150164371,140,65.1,5150164373,141,0.0,5150164377,213,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709243361,200,5,1,23,56,b8oqgvx1ijeyn6y1cn6929ix4,1,34.0,101.4,2024-08-16T17:24:32.991Z,2024-08-16T19:02:58Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5150164423,347,,5150164495,233,220,5150164421,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709243357,220,5,1,23,56,a9vw7ikerpr4cuweeeka5aneg,0,66.0,-1.4,2024-08-16T17:24:32.991Z,2024-08-16T19:02:58Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5150164511,233,200,5150164403,347,,5150164401,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709243453,201,1,1,24,5,b8oqgvx1ijeyn6y1cn6929ix4,1,32.9,100.0,2024-08-16T17:24:42.246Z,2024-08-16T17:24:46Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5150164973,141,90.5,5150164977,213,5.90,5150164971,140,51.5,5150164967,107,,5150164969,56,Left,5150164975,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709243503,202,2,1,24,9,b8oqgvx1ijeyn6y1cn6929ix4,1,52.0,87.5,2024-08-16T17:24:46.493Z,2024-08-16T17:25:00Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5150165647,56,Left,5150165265,141,91.1,5150165263,140,68.7,5150165645,7,f1ba9g771s0zeel0titcj3omi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709243593,222,1,1,24,22,a9vw7ikerpr4cuweeeka5aneg,1,27.7,13.3,2024-08-16T17:24:58.946Z,2024-08-16T17:25:04Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5150165869,56,Back,5150165867,241,,5150165875,212,18.0,5150165877,213,1.60,5150165873,141,39.8,5150165865,5,,5150165871,140,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709243613,223,1,1,24,27,a9vw7ikerpr4cuweeeka5aneg,1,30.9,36.8,2024-08-16T17:25:04.097Z,2024-08-16T17:25:07Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5150166027,213,1.56,5150166023,141,67.4,5150166025,212,20.8,5150166019,56,Back,5150166021,140,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709243633,224,1,1,24,31,a9vw7ikerpr4cuweeeka5aneg,1,32.0,68.7,2024-08-16T17:25:08.369Z,2024-08-16T17:25:09Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5150166115,56,Back,5150166117,140,32.2,5150166119,141,54.6,5150166121,212,9.6,5150166123,213,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709243639,225,1,1,24,32,a9vw7ikerpr4cuweeeka5aneg,1,32.2,54.6,2024-08-16T17:25:09.473Z,2024-08-16T17:25:10Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5150166155,212,8.3,5150166149,56,Back,5150166151,140,32.6,5150166153,141,66.8,5150166157,213,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709243669,226,1,1,24,33,a9vw7ikerpr4cuweeeka5aneg,1,32.6,66.8,2024-08-16T17:25:10.449Z,2024-08-16T17:25:15Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5150166303,56,Back,5150166313,212,20.2,5150166307,140,43.7,5150166309,141,91.1,5150166315,213,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709243689,227,1,1,24,38,a9vw7ikerpr4cuweeeka5aneg,1,44.4,86.7,2024-08-16T17:25:15.001Z,2024-08-16T17:25:18Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5150166451,213,6.07,5150166445,140,59.1,5150166443,56,Left,5150166447,141,81.9,5150166449,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709243691,228,61,1,24,41,a9vw7ikerpr4cuweeeka5aneg,1,59.1,81.9,2024-08-16T17:25:18.433Z,2024-08-16T17:25:18Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5150166459,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709243729,229,1,1,24,44,a9vw7ikerpr4cuweeeka5aneg,1,58.5,83.9,2024-08-16T17:25:20.929Z,2024-08-16T17:28:31Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5150166683,213,0.44,5150166681,212,3.5,5150166675,56,Left,5150166679,141,86.1,5150166677,140,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709243739,230,4,1,24,45,a9vw7ikerpr4cuweeeka5aneg,1,66.7,90.7,2024-08-16T17:25:22.060Z,2024-08-16T19:13:02Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5150166835,152,,5150166843,286,,5150166831,13,,5150166839,265,,5150168311,233,203,5150166833,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709243735,203,4,1,24,45,b8oqgvx1ijeyn6y1cn6929ix4,0,33.3,9.3,2024-08-16T17:25:22.061Z,2024-08-16T19:02:16Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5150168271,13,,5150168277,285,,5150168273,152,,5150166709,56,Back,5150168275,265,,5150168325,233,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709243743,204,43,1,24,46,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-08-16T17:25:22.878Z,2024-08-16T17:26:04Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5150166737,56,Back,5150166739,347,0,5150168387,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709243847,231,1,1,25,1,a9vw7ikerpr4cuweeeka5aneg,1,59.7,91.1,2024-08-16T17:25:38.177Z,2024-08-16T17:25:39Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5150167447,213,5.91,5150167443,141,81.0,5150167439,56,Left,5150167437,152,,5150167441,140,76.5,5150167435,5,,5150167445,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709243853,232,1,1,25,2,a9vw7ikerpr4cuweeeka5aneg,1,76.5,81.0,2024-08-16T17:25:39.057Z,2024-08-16T17:25:40Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5150167493,213,0.42,5150167487,140,90.9,5150167489,141,90.8,5150167491,212,16.5,5150167485,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709243891,233,1,1,25,3,a9vw7ikerpr4cuweeeka5aneg,1,90.9,90.8,2024-08-16T17:25:39.977Z,2024-08-16T17:26:09Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,1.0,,5150168571,210,13,5150167645,212,26.9,5150168573,154,,5150167633,56,Center,5150167641,141,51.3,5150167629,2,,5150167637,140,89.9,5150167631,155,,5150167647,213,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,
2709243897,234,13,1,25,7,a9vw7ikerpr4cuweeeka5aneg,1,89.9,51.3,2024-08-16T17:25:43.673Z,2024-08-16T17:26:09Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5150168597,154,,5150168599,55,233,5150168593,75,,5150168589,15,,5150168205,153,,5150168611,147,14.6,5150168595,29,,5150168603,102,24.4,5150168613,230,98.4,5150168607,328,5150168609,146,5150167677,22,5150167679,17,,,5150167681,56,,Center,5150168615,231,49.5,5150168605,103,18.1,96.4,,,,,
2709243927,206,1,1,25,13,b8oqgvx1ijeyn6y1cn6929ix4,0,4.6,92.3,2024-08-16T17:25:49.692Z,2024-08-16T17:58:58Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5150167841,141,90.3,5150167837,56,Back,5150167845,213,6.23,5150167839,140,27.0,5150167843,212,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
