id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/8/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2711321901,103,12,1,12,5,8cfkisxf1fkxdqtt6tx1tup48,1,9.5,15.6,2024-08-20T16:42:45.852Z,2024-08-20T16:42:48Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5161650455,233,127,5161650421,185,,5161650423,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711321909,104,44,1,12,8,8cfkisxf1fkxdqtt6tx1tup48,1,2.8,30.7,2024-08-20T16:42:48.906Z,2024-08-20T17:35:44Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5161650467,56,Back,5161650685,233,128,5161650469,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711321919,128,44,1,12,8,ajtb177oqwawkdwbqhldmq6mx,0,97.2,69.3,2024-08-20T16:42:48.907Z,2024-08-20T17:35:45Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5161650507,286,,5161650703,233,104,5161650505,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711321945,105,12,1,12,9,8cfkisxf1fkxdqtt6tx1tup48,1,0.8,34.0,2024-08-20T16:42:49.625Z,2024-08-20T16:52:49Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5161650595,56,Back,5161650601,212,3.4,5161650605,15,,5161650603,213,3.96,5161650597,140,0.0,5161650599,141,30.4,5161650611,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711321947,106,6,1,12,12,8cfkisxf1fkxdqtt6tx1tup48,0,0.4,30.2,2024-08-20T16:42:52.607Z,2024-08-20T17:35:32Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5161650649,56,Back,5161665867,233,129,5161650651,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711321927,129,6,1,12,12,ajtb177oqwawkdwbqhldmq6mx,1,99.6,69.8,2024-08-20T16:42:52.607Z,2024-08-20T17:35:32Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5161665859,233,106,5161650553,56,Center,5161650555,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322039,130,1,1,12,39,ajtb177oqwawkdwbqhldmq6mx,1,99.5,99.5,2024-08-20T16:43:19.648Z,2024-08-20T17:11:36Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,1.0,,5161651111,141,52.2,5161651109,140,94.1,5161651107,56,Center,5161651105,223,,5161651103,155,,5161651115,213,4.54,5161667167,210,13,5161651113,212,32.7,5161651099,2,5161651117,1,5161667171,154,,5161651101,6,,,,,,,,,,,,,,,,,,,,,,,,
2711322049,131,44,1,12,40,ajtb177oqwawkdwbqhldmq6mx,1,91.0,53.0,2024-08-20T16:43:20.560Z,2024-08-20T17:35:45Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5161651191,233,109,5161651155,286,,5161651153,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322053,109,44,1,12,40,8cfkisxf1fkxdqtt6tx1tup48,0,9.0,47.0,2024-08-20T16:43:20.561Z,2024-08-20T17:35:45Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5161651175,285,,5161667029,233,131,5161651173,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322051,132,13,1,12,40,ajtb177oqwawkdwbqhldmq6mx,1,96.8,53.4,2024-08-20T16:43:21.472Z,2024-08-20T19:29:31Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5161667215,154,,5161667213,29,,5161667217,55,130,5161930625,16,,5161667221,102,41.0,5161930623,15,,5161667063,153,,5161930627,328,,5161667211,84,5161667229,230,5161930621,25,,5161667223,103,5161667225,146,5161651161,56,Center,5161667231,231,50.2,5161667227,147,43.5,99.7,15.3,97.5,,,,,,,,,,
2711322013,107,12,1,12,45,8cfkisxf1fkxdqtt6tx1tup48,1,7.1,65.8,2024-08-20T16:43:25.705Z,2024-08-20T17:32:16Z,69h930ebovyl7rut5dz4r2iok,M. Khan,,,5161650959,56,Back,5161650981,167,,5161650967,213,4.20,5161650965,212,18.6,5161650961,140,0.0,5161650963,141,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322017,108,6,1,12,45,8cfkisxf1fkxdqtt6tx1tup48,0,1.4,45.1,2024-08-20T16:43:26.343Z,2024-08-20T17:35:33Z,69h930ebovyl7rut5dz4r2iok,M. Khan,,,5161667631,233,133,5161650995,56,Back,5161650997,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322055,133,6,1,12,45,ajtb177oqwawkdwbqhldmq6mx,1,98.6,54.9,2024-08-20T16:43:26.343Z,2024-08-20T17:35:32Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5161651213,56,Center,5161651231,75,,5161667625,233,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322083,134,1,1,13,15,ajtb177oqwawkdwbqhldmq6mx,0,99.4,0.8,2024-08-20T16:43:55.879Z,2024-08-20T16:43:58Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5161651383,141,46.6,5161651385,212,31.4,5161651381,140,95.8,5161651379,56,Center,5161651387,213,1.69,5161651371,2,,5161651375,155,,5161651373,6,,5161651377,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322087,110,44,1,13,19,8cfkisxf1fkxdqtt6tx1tup48,1,6.5,56.4,2024-08-20T16:43:59.760Z,2024-08-20T17:35:45Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5161651397,285,,5161651395,56,Back,5161651435,233,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322089,135,44,1,13,19,ajtb177oqwawkdwbqhldmq6mx,0,93.5,43.6,2024-08-20T16:43:59.761Z,2024-08-20T17:35:46Z,as7qhgi67gngq0nb3zmwg8jro,S. Clemmensen,,,5161651407,286,,5161651441,233,110,5161651405,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322091,111,12,1,13,19,8cfkisxf1fkxdqtt6tx1tup48,1,10.1,61.5,2024-08-20T16:44:00.298Z,2024-08-20T17:31:40Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5161651411,140,4.5,5161651415,212,17.5,5161651413,141,85.7,5161651409,56,Back,5161651417,213,1.91,5161651419,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322103,112,6,1,13,23,8cfkisxf1fkxdqtt6tx1tup48,0,0.2,80.0,2024-08-20T16:44:03.566Z,2024-08-20T17:35:34Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5161651483,56,Back,5161651485,75,,5161667595,233,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322099,136,6,1,13,23,ajtb177oqwawkdwbqhldmq6mx,1,99.8,20.0,2024-08-20T16:44:03.566Z,2024-08-20T17:35:33Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5161651461,73,,5161667591,233,112,5161651459,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322133,137,1,1,13,40,ajtb177oqwawkdwbqhldmq6mx,0,99.6,0.7000000000000001,2024-08-20T16:44:20.687Z,2024-08-20T18:40:10Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5161651641,2,,5161651645,155,,5161651643,6,,5161651657,213,1.66,5161651651,140,96.2,5161651655,212,40.1,5161651647,223,,5161651653,141,59.5,5161651649,56,5161651659,1,,,,,,,,,,,,,,,,,,,,,,,,,Center,,,,
2711322137,113,61,1,13,44,8cfkisxf1fkxdqtt6tx1tup48,1,6.4,39.7,2024-08-20T16:44:25.438Z,2024-08-20T16:44:25Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5161651673,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322145,115,1,1,13,48,8cfkisxf1fkxdqtt6tx1tup48,1,8.3,43.0,2024-08-20T16:44:28.935Z,2024-08-20T16:44:36Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5161651743,287,,5161651713,56,Right,5161651715,140,59.2,5161651711,123,,5161651717,141,15.9,5161651721,213,5.95,5161651719,212,56.5,5161651815,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322165,116,3,1,13,55,8cfkisxf1fkxdqtt6tx1tup48,1,68.7,22.1,2024-08-20T16:44:35.918Z,2024-08-20T17:35:41Z,d2ukggo2v5jsw4pctznmaijo4,A. Gøthler,,,5161651819,56,Center,5161651821,286,,5161651823,233,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322163,138,45,1,13,55,ajtb177oqwawkdwbqhldmq6mx,0,31.3,77.9,2024-08-20T16:44:35.918Z,2024-08-20T17:35:42Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5161651813,285,,5161651811,56,Back,5161651827,233,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322167,117,1,1,13,57,8cfkisxf1fkxdqtt6tx1tup48,0,73.1,30.4,2024-08-20T16:44:37.937Z,2024-08-20T16:44:39Z,d2ukggo2v5jsw4pctznmaijo4,A. Gøthler,,,5161651837,141,60.3,5161651841,213,1.48,5161651833,56,Center,5161651839,212,20.4,5161651835,140,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322175,139,8,1,14,0,ajtb177oqwawkdwbqhldmq6mx,1,22.9,35.4,2024-08-20T16:44:41.406Z,2024-08-20T16:44:44Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5161651871,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322191,118,1,1,14,3,8cfkisxf1fkxdqtt6tx1tup48,1,69.5,46.9,2024-08-20T16:44:43.928Z,2024-08-20T16:44:46Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5161651939,140,80.0,5161651943,212,11.4,5161651941,141,51.2,5161651945,213,0.26,5161651937,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322193,119,50,1,14,4,8cfkisxf1fkxdqtt6tx1tup48,1,80.5,49.4,2024-08-20T16:44:45.039Z,2024-08-20T19:12:49Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5161651997,233,140,5161651951,286,,5161651949,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322197,140,7,1,14,4,ajtb177oqwawkdwbqhldmq6mx,1,19.5,50.6,2024-08-20T16:44:45.040Z,2024-08-20T17:17:11Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5161651969,56,Back,5161651973,285,,5161651989,233,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322201,141,1,1,14,4,ajtb177oqwawkdwbqhldmq6mx,0,21.5,47.9,2024-08-20T16:44:45.325Z,2024-08-20T17:20:04Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5161651987,213,0.33,5161652019,286,,5161651983,141,48.9,5161651979,56,Back,5161651985,212,2.1,5161651981,140,23.4,5161652013,236,,5161672389,233,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711325043,377,74,1,14,4,8cfkisxf1fkxdqtt6tx1tup48,1,76.6,48.3,2024-08-20T16:44:45.326Z,2024-08-20T17:35:48Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5161672385,56,Center,5161672393,233,141,5161672387,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711325107,499,61,1,14,6,ajtb177oqwawkdwbqhldmq6mx,1,24.9,50.1,2024-08-20T16:44:46.527Z,2024-08-20T17:18:33Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5161671211,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322203,120,43,1,14,6,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-08-20T16:44:47.326Z,2024-08-20T16:45:02Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5161652007,285,0,5161652167,144,74,5161652005,56,Center,5161652033,233,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322213,142,4,1,14,13,ajtb177oqwawkdwbqhldmq6mx,1,20.0,44.4,2024-08-20T16:44:53.806Z,2024-08-20T19:59:46Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5161652109,285,,5161652105,152,,5161652101,13,,5161652103,56,Back,5161652149,233,121,5161652107,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322215,121,4,1,14,13,8cfkisxf1fkxdqtt6tx1tup48,0,80.0,55.6,2024-08-20T16:44:53.807Z,2024-08-20T17:35:24Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5161652141,56,Center,5161652145,265,,5161652143,152,,5161652153,233,142,5161652139,13,,5161652147,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322229,143,1,1,14,25,ajtb177oqwawkdwbqhldmq6mx,1,24.9,47.6,2024-08-20T16:45:06.461Z,2024-08-20T16:45:07Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5161652209,141,40.9,5161652213,213,5.07,5161652211,212,4.9,5161652203,152,,5161652201,5,,5161652205,56,Back,5161652207,140,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322255,144,1,1,14,26,ajtb177oqwawkdwbqhldmq6mx,1,26.5,40.9,2024-08-20T16:45:07.238Z,2024-08-20T16:45:09Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5161652289,141,56.1,5161652291,212,12.8,5161652293,213,0.94,5161652285,56,Back,5161652287,140,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322267,145,1,1,14,28,ajtb177oqwawkdwbqhldmq6mx,1,32.2,53.7,2024-08-20T16:45:09.118Z,2024-08-20T16:45:13Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5161652337,56,Back,5161652339,140,29.2,5161652345,213,4.53,5161652341,141,29.2,5161652343,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322269,146,1,1,14,32,ajtb177oqwawkdwbqhldmq6mx,1,29.1,29.4,2024-08-20T16:45:13.365Z,2024-08-20T16:45:15Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5161652359,212,13.8,5161652361,213,1.91,5161652357,141,48.5,5161652355,140,24.8,5161652353,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322275,147,1,1,14,34,ajtb177oqwawkdwbqhldmq6mx,1,24.8,48.4,2024-08-20T16:45:15.373Z,2024-08-20T16:45:18Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5161652399,141,73.2,5161652397,140,28.9,5161652401,212,17.4,5161652403,213,1.32,5161652395,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322283,148,1,1,14,37,ajtb177oqwawkdwbqhldmq6mx,1,30.1,75.1,2024-08-20T16:45:18.077Z,2024-08-20T16:45:21Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5161652457,213,5.86,5161652455,212,12.3,5161652451,140,40.8,5161652453,141,67.6,5161652449,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322301,149,1,1,14,41,ajtb177oqwawkdwbqhldmq6mx,1,46.2,54.5,2024-08-20T16:45:21.637Z,2024-08-20T16:45:26Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5161652563,213,4.67,5161652557,140,45.4,5161652561,212,22.5,5161652555,56,Back,5161652559,141,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322309,150,1,1,14,45,ajtb177oqwawkdwbqhldmq6mx,1,55.3,25.9,2024-08-20T16:45:26.501Z,2024-08-20T16:45:28Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5161652599,212,9.9,5161652593,56,Back,5161652601,213,2.33,5161652595,140,48.8,5161652597,141,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322325,151,1,1,14,47,ajtb177oqwawkdwbqhldmq6mx,1,48.8,36.4,2024-08-20T16:45:27.902Z,2024-08-20T16:45:32Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5161652673,141,70.2,5161652675,212,23.0,5161652671,140,47.3,5161652677,213,1.64,5161652669,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322345,152,1,1,14,52,ajtb177oqwawkdwbqhldmq6mx,1,53.1,71.1,2024-08-20T16:45:32.742Z,2024-08-20T16:45:37Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5161652753,212,24.3,5161652747,56,Back,5161652751,141,35.8,5161652755,213,4.56,5161652749,140,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322353,153,1,1,14,56,ajtb177oqwawkdwbqhldmq6mx,1,52.7,34.6,2024-08-20T16:45:37.509Z,2024-08-20T16:45:40Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5161652767,141,30.1,5161652771,213,6.11,5161652763,56,Center,5161652769,212,17.5,5161652765,140,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322355,154,1,1,14,59,ajtb177oqwawkdwbqhldmq6mx,1,69.1,30.1,2024-08-20T16:45:40.517Z,2024-08-20T16:45:41Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5161652783,212,17.8,5161652779,140,52.2,5161652781,141,31.0,5161652785,213,3.11,5161652789,156,,5161652777,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322361,155,1,1,15,1,ajtb177oqwawkdwbqhldmq6mx,1,52.0,31.0,2024-08-20T16:45:42.006Z,2024-08-20T16:45:44Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5161652831,212,20.6,5161652827,140,62.3,5161652833,213,5.26,5161652825,56,Right,5161652829,141,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322369,156,1,1,15,3,ajtb177oqwawkdwbqhldmq6mx,1,62.3,5.2,2024-08-20T16:45:43.949Z,2024-08-20T16:45:47Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5161652873,212,10.0,5161652867,56,Right,5161652871,141,18.0,5161652875,213,2.09,5161652869,140,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322365,122,83,1,15,5,8cfkisxf1fkxdqtt6tx1tup48,0,45.4,84.1,2024-08-20T16:45:45.831Z,2024-08-20T16:45:51Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5161652947,399,as7qhgi67gngq0nb3zmwg8jro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322373,157,1,1,15,6,ajtb177oqwawkdwbqhldmq6mx,1,48.5,24.7,2024-08-20T16:45:47.212Z,2024-08-20T16:45:48Z,as7qhgi67gngq0nb3zmwg8jro,S. Clemmensen,,,5161652883,56,Back,5161652893,141,40.3,5161652895,212,10.7,5161652897,213,1.46,5161652889,140,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322379,158,1,1,15,7,ajtb177oqwawkdwbqhldmq6mx,1,49.6,40.3,2024-08-20T16:45:47.989Z,2024-08-20T16:45:50Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5161652937,140,20.4,5161652935,56,Back,5161652943,213,3.23,5161652941,212,30.8,5161652939,141,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322387,159,1,1,15,10,ajtb177oqwawkdwbqhldmq6mx,0,25.7,37.0,2024-08-20T16:45:50.796Z,2024-08-20T16:45:54Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5161653015,1,,5161653011,212,61.6,5161653013,213,0.80,5161653009,141,100.0,5161653007,140,66.7,5161653001,155,,5161653005,56,Left,5161653003,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322395,123,5,1,15,13,8cfkisxf1fkxdqtt6tx1tup48,1,32.8,-1.6,2024-08-20T16:45:54.078Z,2024-08-20T18:27:30Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5161653047,56,Back,5161653051,233,160,5161653049,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322389,160,5,1,15,13,ajtb177oqwawkdwbqhldmq6mx,0,67.2,101.6,2024-08-20T16:45:54.078Z,2024-08-20T18:27:31Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5161653057,233,123,5161653019,56,Left,5161653021,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322403,124,1,1,15,17,8cfkisxf1fkxdqtt6tx1tup48,1,32.0,0.0,2024-08-20T16:45:57.791Z,2024-08-20T16:46:04Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5161653101,212,19.6,5161653097,140,16.0,5161653103,213,2.60,5161653095,56,Back,5161653093,107,,5161653099,141,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322413,125,1,1,15,23,8cfkisxf1fkxdqtt6tx1tup48,1,20.0,23.4,2024-08-20T16:46:03.847Z,2024-08-20T16:46:16Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5161653193,213,2.24,5161653191,212,22.5,5161653189,141,49.3,5161653187,140,6.6,5161653185,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322423,126,1,1,15,35,8cfkisxf1fkxdqtt6tx1tup48,1,9.6,47.2,2024-08-20T16:46:16.112Z,2024-08-20T16:46:23Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5161653237,155,,5161653249,1,,5161653239,56,Center,5161653247,213,0.39,5161653241,140,58.8,5161653245,212,56.0,5161653243,141,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322441,161,4,1,15,42,ajtb177oqwawkdwbqhldmq6mx,1,38.5,20.8,2024-08-20T16:46:22.806Z,2024-08-20T17:35:25Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5161653365,13,,5161653367,56,Back,5161653427,233,127,5161653369,152,,5161653421,294,,5161653373,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322427,127,4,1,15,42,8cfkisxf1fkxdqtt6tx1tup48,0,61.5,79.2,2024-08-20T16:46:22.807Z,2024-08-20T17:35:25Z,e0u730to91qqtvvx16uhajz10,S. Jalaei,,,5161653309,294,,5161653435,233,161,5161653315,285,,5161653311,56,Left,5161653313,152,,5161653307,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322467,162,1,1,15,59,ajtb177oqwawkdwbqhldmq6mx,1,36.5,26.7,2024-08-20T16:46:40.004Z,2024-08-20T16:46:42Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5161653529,140,43.4,5161653527,56,Back,5161653531,141,37.6,5161653535,213,0.80,5161653533,212,10.4,5161653523,5,,5161653525,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322469,163,1,1,16,1,ajtb177oqwawkdwbqhldmq6mx,1,43.4,37.6,2024-08-20T16:46:42.436Z,2024-08-20T16:46:43Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5161653551,212,13.6,5161653547,140,32.5,5161653553,213,3.71,5161653565,156,,5161653545,56,Back,5161653549,141,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322471,164,1,1,16,3,ajtb177oqwawkdwbqhldmq6mx,1,32.7,28.6,2024-08-20T16:46:44.148Z,2024-08-20T16:46:45Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5161653577,141,69.7,5161653575,140,35.3,5161653581,213,1.47,5161653579,212,28.1,5161653573,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322475,165,1,1,16,5,ajtb177oqwawkdwbqhldmq6mx,1,35.3,69.7,2024-08-20T16:46:45.604Z,2024-08-20T16:46:48Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5161653597,56,Back,5161653603,212,15.6,5161653601,141,47.0,5161653605,213,4.57,5161653599,140,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322477,166,1,1,16,8,ajtb177oqwawkdwbqhldmq6mx,1,33.2,47.0,2024-08-20T16:46:48.547Z,2024-08-20T16:46:54Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5161653629,141,31.3,5161653625,56,Back,5161653633,213,5.66,5161653627,140,47.3,5161653631,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711322479,167,1,1,16,13,ajtb177oqwawkdwbqhldmq6mx,1,47.3,32.5,2024-08-20T16:46:54.204Z,2024-08-20T16:46:56Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5161653643,140,36.1,5161653649,213,2.26,5161653641,56,Back,5161653645,141,53.4,5161653647,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
