id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/15/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2787832613,203,1,1,24,26,a9vw7ikerpr4cuweeeka5aneg,1,53.6,57.6,2025-03-14T18:25:31.089Z,2025-03-14T18:25:35Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5579041527,213,3.74,5579041523,141,46.9,5579041519,56,Back,5579041525,212,12.9,5579041521,140,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832625,204,1,1,24,29,a9vw7ikerpr4cuweeeka5aneg,0,56.0,38.0,2025-03-14T18:25:34.826Z,2025-03-14T18:25:37Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5579041611,141,91.5,5579041615,213,0.92,5579041605,155,,5579041607,56,Left,5579041609,140,82.6,5579041617,1,,5579041613,212,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832627,208,12,1,24,32,f1h34qp5zbfl489q8vnkhiq9s,1,25.0,11.9,2025-03-14T18:25:37.870Z,2025-03-14T18:25:40Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5579041625,212,4.3,5579041621,140,24.9,5579041641,15,,5579041623,141,18.2,5579041627,213,1.60,5579041619,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832665,209,12,1,24,35,f1h34qp5zbfl489q8vnkhiq9s,1,24.9,18.2,2025-03-14T18:25:40.023Z,2025-03-14T18:25:44Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5579041835,212,21.4,5579041829,56,Back,5579041831,140,44.1,5579041833,141,7.7,5579041837,213,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832681,211,1,1,24,41,f1h34qp5zbfl489q8vnkhiq9s,0,44.9,22.4,2025-03-14T18:25:46.606Z,2025-03-14T18:25:47Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5579041941,212,17.2,5579041937,140,60.4,5579041943,213,0.33,5579041935,56,Center,5579041939,141,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832703,206,1,1,24,46,a9vw7ikerpr4cuweeeka5aneg,0,57.0,48.4,2025-03-14T18:25:51.185Z,2025-03-14T18:25:52Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5579042051,56,Center,5579042059,213,0.47,5579042055,141,62.1,5579042057,212,20.5,5579042053,140,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832717,212,1,1,24,47,f1h34qp5zbfl489q8vnkhiq9s,1,32.0,35.5,2025-03-14T18:25:52.207Z,2025-03-14T18:25:53Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5579042133,213,1.05,5579042127,140,36.6,5579042125,56,Back,5579042129,141,47.9,5579042131,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832779,214,1,1,24,50,f1h34qp5zbfl489q8vnkhiq9s,1,35.8,51.2,2025-03-14T18:25:55.198Z,2025-03-14T18:26:02Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5579042473,213,5.72,5579042465,56,Back,5579042469,141,39.2,5579042471,212,15.3,5579042467,140,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832787,215,1,1,24,57,f1h34qp5zbfl489q8vnkhiq9s,0,46.2,57.5,2025-03-14T18:26:02.591Z,2025-03-14T19:00:52Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5579042511,141,100.0,5579042515,213,0.65,5579042505,155,,5579042507,56,Left,5579042517,1,,5579042509,140,84.2,5579042513,212,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832899,207,5,1,24,58,a9vw7ikerpr4cuweeeka5aneg,1,14.8,-1.8,2025-03-14T18:26:03.302Z,2025-03-14T20:24:46Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5579043199,233,216,5579043171,56,Back,5579043173,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832797,216,5,1,24,58,f1h34qp5zbfl489q8vnkhiq9s,0,85.2,101.8,2025-03-14T18:26:03.302Z,2025-03-14T20:24:46Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5579042577,347,,5579042575,56,Left,5579043203,233,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832911,208,1,1,25,17,a9vw7ikerpr4cuweeeka5aneg,0,13.8,0.0,2025-03-14T18:26:22.584Z,2025-03-14T18:26:24Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5579043255,141,27.4,5579043251,56,Back,5579043261,1,,5579043257,212,38.9,5579043253,140,45.6,5579043249,107,,5579043259,213,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832935,217,1,1,25,18,f1h34qp5zbfl489q8vnkhiq9s,0,57.6,73.0,2025-03-14T18:26:23.198Z,2025-03-14T18:58:38Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5579043367,3,,5579043377,212,4.6,5579043373,141,67.5,5579043369,56,Center,5579043371,140,60.2,5579043381,213,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787848039,395,44,1,25,19,a9vw7ikerpr4cuweeeka5aneg,1,40.8,37.6,2025-03-14T18:26:24.099Z,2025-03-14T20:33:55Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5579124947,56,Back,5579126309,233,392,5579124949,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787847981,392,44,1,25,19,f1h34qp5zbfl489q8vnkhiq9s,0,59.2,62.4,2025-03-14T18:26:24.100Z,2025-03-14T20:35:01Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5579124691,56,Center,5579126451,233,395,5579124725,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832943,209,1,1,25,19,a9vw7ikerpr4cuweeeka5aneg,0,39.4,35.7,2025-03-14T18:26:24.568Z,2025-03-14T20:34:47Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5579043417,56,Back,5579043425,213,5.72,5579043421,141,30.7,5579043419,140,44.5,5579043415,3,,5579043423,212,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787847345,393,44,1,25,21,a9vw7ikerpr4cuweeeka5aneg,1,35.8,43.8,2025-03-14T18:26:26.099Z,2025-03-14T20:33:45Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5579121363,56,Back,5579126431,233,218,5579121365,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832939,218,44,1,25,21,f1h34qp5zbfl489q8vnkhiq9s,0,64.2,56.2,2025-03-14T18:26:26.100Z,2025-03-14T20:33:50Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5579043393,56,Center,5579126435,233,393,5579043395,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787847241,392,1,1,25,22,a9vw7ikerpr4cuweeeka5aneg,0,39.6,32.7,2025-03-14T18:26:27Z,2025-03-14T18:56:04Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5579120845,3,,5579120849,140,59.2,5579120855,213,6.26,5579120851,141,31.9,5579120847,56,Center,5579120853,212,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787847365,391,43,1,25,23,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-03-14T18:26:28Z,2025-03-14T18:56:06Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5579121479,286,0,5579121477,56,Center,5579121525,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832951,219,1,1,25,23,f1h34qp5zbfl489q8vnkhiq9s,0,55.6,69.0,2025-03-14T18:26:28.326Z,2025-03-14T20:34:44Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5579043459,141,63.6,5579043455,56,Center,5579043463,213,5.39,5579043461,212,4.7,5579043457,140,58.4,5579043453,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832987,220,1,1,25,28,f1h34qp5zbfl489q8vnkhiq9s,1,33.4,69.9,2025-03-14T18:26:33.679Z,2025-03-14T18:26:35Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5579043669,140,13.2,5579043673,212,25.5,5579043667,56,Back,5579043675,213,3.73,5579043671,141,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833011,221,1,1,25,30,f1h34qp5zbfl489q8vnkhiq9s,1,13.2,48.8,2025-03-14T18:26:35.304Z,2025-03-14T18:26:39Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5579043821,213,0.49,5579043813,56,Left,5579043817,141,79.1,5579043819,212,43.9,5579043815,140,50.1,5579043823,1,,5579043811,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833013,222,1,1,25,34,f1h34qp5zbfl489q8vnkhiq9s,1,49.7,77.9,2025-03-14T18:26:39.023Z,2025-03-14T18:26:47Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5579044155,141,80.8,5579044159,213,2.55,5579044195,156,,5579043827,56,Back,5579044157,212,3.5,5579044153,140,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833029,223,1,1,25,36,f1h34qp5zbfl489q8vnkhiq9s,0,46.7,93.8,2025-03-14T18:26:41.063Z,2025-03-14T18:26:41Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5579043923,140,73.9,5579043927,212,29.1,5579043919,157,,5579043929,213,0.19,5579043931,1,,5579043921,56,Left,5579043925,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833205,210,5,1,25,36,a9vw7ikerpr4cuweeeka5aneg,1,27.7,-1.5,2025-03-14T18:26:41.655Z,2025-03-14T20:24:46Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5579044997,233,224,5579044965,347,,5579044961,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833033,224,5,1,25,36,f1h34qp5zbfl489q8vnkhiq9s,0,72.3,101.5,2025-03-14T18:26:41.655Z,2025-03-14T20:24:47Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5579043947,347,,5579043945,56,Left,5579045013,233,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833223,211,1,1,26,5,a9vw7ikerpr4cuweeeka5aneg,1,27.5,0.0,2025-03-14T18:27:10.104Z,2025-03-14T18:27:11Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5579045065,212,35.1,5579045057,107,,5579045061,140,32.9,5579045059,56,Back,5579045069,1,,5579045063,141,49.7,5579045067,213,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833247,212,1,1,26,6,a9vw7ikerpr4cuweeeka5aneg,1,33.0,49.9,2025-03-14T18:27:11.439Z,2025-03-14T18:27:16Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5579045205,141,74.8,5579045201,140,59.5,5579045217,1,,5579045213,213,0.55,5579045209,212,32.6,5579045197,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833269,213,1,1,26,10,a9vw7ikerpr4cuweeeka5aneg,1,64.0,75.1,2025-03-14T18:27:15.864Z,2025-03-14T18:27:19Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5579045313,56,Center,5579045317,141,71.7,5579045321,213,5.94,5579045315,140,70.2,5579045319,212,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833257,225,83,1,26,11,f1h34qp5zbfl489q8vnkhiq9s,0,34.8,27.4,2025-03-14T18:27:16.726Z,2025-03-14T18:27:22Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5579045441,399,6k7khwtkxpem9z17bl5rrf2p6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833277,214,1,1,26,14,a9vw7ikerpr4cuweeeka5aneg,0,66.7,70.8,2025-03-14T18:27:19.527Z,2025-03-14T18:27:20Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5579045371,213,5.73,5579045363,56,Center,5579045367,141,65.7,5579045365,140,72.0,5579045369,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833283,226,8,1,26,16,f1h34qp5zbfl489q8vnkhiq9s,1,35.7,27.0,2025-03-14T18:27:21.750Z,2025-03-14T18:58:32Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5579045415,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833315,228,1,1,26,18,f1h34qp5zbfl489q8vnkhiq9s,1,39.7,19.5,2025-03-14T18:27:23.246Z,2025-03-14T18:58:29Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5579045587,213,3.84,5579045583,141,11.3,5579045579,56,Back,5579045581,140,33.4,5579045585,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833333,229,1,1,26,19,f1h34qp5zbfl489q8vnkhiq9s,1,33.4,11.3,2025-03-14T18:27:24.423Z,2025-03-14T18:27:26Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5579045669,56,Back,5579045673,140,40.9,5579045677,141,24.1,5579045679,212,11.7,5579045683,213,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833347,230,1,1,26,21,f1h34qp5zbfl489q8vnkhiq9s,1,40.9,24.1,2025-03-14T18:27:26.166Z,2025-03-14T18:27:27Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5579045753,56,Back,5579045757,141,20.1,5579045761,213,3.38,5579045759,212,11.4,5579045755,140,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833355,231,1,1,26,22,f1h34qp5zbfl489q8vnkhiq9s,1,30.4,20.1,2025-03-14T18:27:27.383Z,2025-03-14T18:27:28Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5579045787,140,8.3,5579045791,212,27.2,5579045793,213,2.59,5579045789,141,41.0,5579045785,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833381,232,1,1,26,23,f1h34qp5zbfl489q8vnkhiq9s,0,8.6,40.3,2025-03-14T18:27:28.479Z,2025-03-14T18:27:31Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5579045935,1,,5579045925,56,Right,5579045929,141,10.4,5579045931,212,59.8,5579045927,140,62.2,5579045923,157,,5579045933,213,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833399,215,1,1,26,28,a9vw7ikerpr4cuweeeka5aneg,0,36.2,75.6,2025-03-14T18:27:33.144Z,2025-03-14T18:27:34Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5579046043,213,5.88,5579046039,141,65.5,5579046035,56,Center,5579046037,140,51.7,5579046041,212,17.7,5579046033,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833461,233,1,1,26,30,f1h34qp5zbfl489q8vnkhiq9s,1,50.8,53.6,2025-03-14T18:27:35.782Z,2025-03-14T18:28:05Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,1.0,,5579046403,141,86.2,5579046407,213,0.92,5579046399,56,Left,5579046401,140,67.0,5579047135,210,15,5579046405,212,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833465,234,15,1,26,39,f1h34qp5zbfl489q8vnkhiq9s,1,75.5,69.7,2025-03-14T18:27:44.366Z,2025-03-14T18:28:05Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5579047159,55,233,5579047171,147,63.5,5579047165,103,19,5579047155,78,,5579047163,102,49.7,5579047013,82,,5579046417,18,,5579047169,146,83.0,5579047213,233,216,5579047175,231,5579046415,22,,50.2,5579047157,29,,5579046419,56,Center,5579047167,215,5579047009,20,5579047173,230,,,,,98.6,,,,
2787833471,216,10,1,26,39,a9vw7ikerpr4cuweeeka5aneg,1,17.0,36.5,2025-03-14T18:27:44.466Z,2025-03-14T18:28:06Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5579046461,94,,5579047257,233,234,5579046463,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833473,235,83,1,26,40,f1h34qp5zbfl489q8vnkhiq9s,0,75.5,66.4,2025-03-14T18:27:45.958Z,2025-03-14T18:27:49Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5579046553,399,cqsc3mj8klukkgutdrpegybdg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833571,218,1,1,26,51,a9vw7ikerpr4cuweeeka5aneg,1,54.4,54.6,2025-03-14T18:27:56.480Z,2025-03-14T18:28:01Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5579046999,140,45.3,5579047003,212,11.4,5579046997,56,Back,5579047001,141,45.4,5579047005,213,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833575,219,1,1,26,55,a9vw7ikerpr4cuweeeka5aneg,1,55.7,36.0,2025-03-14T18:28:00.872Z,2025-03-14T18:28:02Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5579047043,140,44.4,5579047047,212,12.4,5579047049,213,3.43,5579047045,141,30.9,5579047041,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833591,220,1,1,26,57,a9vw7ikerpr4cuweeeka5aneg,1,44.4,30.9,2025-03-14T18:28:02.632Z,2025-03-14T18:28:04Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5579047125,212,17.9,5579047121,140,56.7,5579047119,56,Right,5579047127,213,5.52,5579047123,141,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833603,221,1,1,26,59,a9vw7ikerpr4cuweeeka5aneg,1,56.7,12.6,2025-03-14T18:28:04.480Z,2025-03-14T18:28:06Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5579047241,213,1.34,5579047237,141,28.6,5579047233,56,Center,5579047239,212,11.2,5579047235,140,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833619,222,1,1,27,0,a9vw7ikerpr4cuweeeka5aneg,1,59.1,28.6,2025-03-14T18:28:05.992Z,2025-03-14T18:28:09Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5579047339,212,6.2,5579047335,140,53.3,5579047333,56,Center,5579047341,213,2.99,5579047337,141,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833637,223,1,1,27,3,a9vw7ikerpr4cuweeeka5aneg,1,54.6,30.6,2025-03-14T18:28:08.832Z,2025-03-14T18:28:13Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5579047449,213,1.66,5579047445,141,50.3,5579047441,56,Center,5579047447,212,13.5,5579047443,140,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833641,224,1,1,27,7,a9vw7ikerpr4cuweeeka5aneg,1,53.4,52.1,2025-03-14T18:28:12.863Z,2025-03-14T18:28:14Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5579047471,141,38.0,5579047475,213,4.64,5579047473,212,9.6,5579047469,140,52.7,5579047467,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833651,225,1,1,27,9,a9vw7ikerpr4cuweeeka5aneg,1,54.3,27.6,2025-03-14T18:28:14.431Z,2025-03-14T18:28:17Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5579047509,140,61.9,5579047513,212,14.9,5579047507,56,Right,5579047511,141,9.1,5579047515,213,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833659,226,1,1,27,12,a9vw7ikerpr4cuweeeka5aneg,1,62.6,9.4,2025-03-14T18:28:17.535Z,2025-03-14T18:28:20Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5579047559,212,24.3,5579047555,140,41.4,5579047557,141,23.9,5579047553,56,Back,5579047561,213,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833671,227,1,1,27,15,a9vw7ikerpr4cuweeeka5aneg,1,34.1,28.0,2025-03-14T18:28:20.663Z,2025-03-14T18:28:25Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5579047657,141,49.6,5579047653,140,17.9,5579047661,212,22.5,5579047665,213,2.43,5579047651,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833685,228,1,1,27,20,a9vw7ikerpr4cuweeeka5aneg,1,20.8,47.9,2025-03-14T18:28:25.320Z,2025-03-14T18:28:30Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5579047699,212,18.7,5579047695,140,37.0,5579047701,213,0.43,5579047697,141,59.4,5579047693,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833703,229,1,1,27,24,a9vw7ikerpr4cuweeeka5aneg,1,47.4,58.5,2025-03-14T18:28:29.975Z,2025-03-14T18:28:34Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5579047801,213,5.52,5579047797,141,47.0,5579047793,56,Center,5579047795,140,55.2,5579047799,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833711,230,1,1,27,29,a9vw7ikerpr4cuweeeka5aneg,0,66.7,53.9,2025-03-14T18:28:34.239Z,2025-03-14T18:28:35Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5579047823,140,69.7,5579047827,212,7.0,5579047825,141,63.1,5579047829,213,1.10,5579047821,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833717,236,1,1,27,30,f1h34qp5zbfl489q8vnkhiq9s,0,35.1,32.1,2025-03-14T18:28:35.015Z,2025-03-14T18:28:36Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5579047865,56,Back,5579047869,141,60.3,5579047873,213,1.47,5579047871,212,19.3,5579047867,140,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833733,231,1,1,27,32,a9vw7ikerpr4cuweeeka5aneg,1,62.4,38.8,2025-03-14T18:28:37.568Z,2025-03-14T18:28:39Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5579047971,140,75.0,5579047975,212,13.3,5579047977,213,0.06,5579047973,141,40.0,5579047969,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833735,232,3,1,27,34,a9vw7ikerpr4cuweeeka5aneg,0,75.1,40.0,2025-03-14T18:28:39.303Z,2025-03-14T18:28:42Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5579048027,211,,5579047995,286,,5579047993,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833743,237,1,1,27,36,f1h34qp5zbfl489q8vnkhiq9s,1,18.1,49.3,2025-03-14T18:28:41.751Z,2025-03-14T18:28:43Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5579048047,212,13.3,5579048043,140,5.5,5579048045,141,51.6,5579048049,213,3.02,5579048041,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833765,238,1,1,27,38,f1h34qp5zbfl489q8vnkhiq9s,0,5.7,51.5,2025-03-14T18:28:43.071Z,2025-03-14T18:28:47Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5579048157,56,Left,5579048161,141,93.8,5579048171,1,,5579048159,140,65.5,5579048167,213,0.43,5579048163,212,69.1,5579048155,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833827,233,1,1,27,45,a9vw7ikerpr4cuweeeka5aneg,1,29.3,14.4,2025-03-14T18:28:50.623Z,2025-03-14T18:28:57Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5579048525,56,Back,5579048529,141,32.4,5579048531,212,15.1,5579048533,213,0.95,5579048527,140,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833837,234,1,1,27,52,a9vw7ikerpr4cuweeeka5aneg,1,45.7,42.8,2025-03-14T18:28:57.167Z,2025-03-14T18:29:00Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5579048601,56,Back,5579048609,213,4.57,5579048605,141,33.3,5579048603,140,44.8,5579048607,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833841,235,1,1,27,54,a9vw7ikerpr4cuweeeka5aneg,0,47.5,34.2,2025-03-14T18:28:59.846Z,2025-03-14T18:29:00Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5579048627,140,61.4,5579048633,213,0.24,5579048629,141,39.5,5579048625,56,Center,5579048631,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833845,239,8,1,27,57,f1h34qp5zbfl489q8vnkhiq9s,1,46.5,64.5,2025-03-14T18:29:02.111Z,2025-03-14T18:29:02Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5579048687,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833857,236,1,1,27,59,a9vw7ikerpr4cuweeeka5aneg,1,52.7,31.6,2025-03-14T18:29:04.240Z,2025-03-14T18:29:05Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5579048763,141,13.7,5579048767,213,5.18,5579048765,212,13.7,5579048761,140,58.6,5579048759,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
