id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value
2701845545,146,1,1,14,4,bd4qakf7j0wwie8wke9km7uj8,0,95.2,28.2,2024-07-19T17:14:04.652Z,2024-07-19T17:14:05Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5109095285,141,32.8,5109095287,212,3.4,5109095289,213,1.98,5109095281,56,Center,5109095283,140,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701845547,124,61,1,14,5,7gkglopz9cjsysn2u6sbhuvc5,1,3.5,59.0,2024-07-19T17:14:05.306Z,2024-07-19T17:14:05Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5109095293,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701845557,125,6,1,14,5,7gkglopz9cjsysn2u6sbhuvc5,0,2.2,68.4,2024-07-19T17:14:05.776Z,2024-07-19T17:14:28Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5109095377,233,147,5109095327,56,Back,5109095361,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701845549,147,6,1,14,5,bd4qakf7j0wwie8wke9km7uj8,1,97.8,31.6,2024-07-19T17:14:05.776Z,2024-07-19T17:14:07Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5109095369,233,125,5109095331,56,Center,5109095333,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701845681,148,1,1,14,31,bd4qakf7j0wwie8wke9km7uj8,0,99.5,0.5,2024-07-19T17:14:31.886Z,2024-07-19T17:14:39Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5109096123,6,,5109096141,1,,5109096119,2,,5109096139,213,1.79,5109096137,212,70.5,5109096131,56,Left,5109096185,345,,5109096133,140,84.8,5109096129,224,5109096127,155,,5109096135,141,,,,,100.0,,,,,,,,,,,,
2701845689,126,5,1,14,37,7gkglopz9cjsysn2u6sbhuvc5,1,14.2,-1.6,2024-07-19T17:14:37.460Z,2024-07-19T17:17:43Z,4csz412vb3lquessbnf999ct0,A. Ahmad,,,5109096181,56,Back,5109096189,233,149,5109096183,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701845685,149,5,1,14,37,bd4qakf7j0wwie8wke9km7uj8,0,85.8,101.6,2024-07-19T17:14:37.460Z,2024-07-19T17:14:40Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5109096193,233,126,5109096155,56,Left,5109096157,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701845801,127,1,1,14,55,7gkglopz9cjsysn2u6sbhuvc5,0,16.6,0.0,2024-07-19T17:14:56.123Z,2024-07-19T17:15:00Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5109096791,140,33.9,5109096797,213,0.30,5109096787,107,,5109096789,56,Back,5109096795,212,19.0,5109096793,141,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701845797,150,44,1,14,58,bd4qakf7j0wwie8wke9km7uj8,1,63.6,89.2,2024-07-19T17:14:58.781Z,2024-07-19T17:15:01Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5109096765,56,Left,5109096857,233,128,5109096767,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701845805,128,44,1,14,58,7gkglopz9cjsysn2u6sbhuvc5,0,36.4,10.8,2024-07-19T17:14:58.782Z,2024-07-19T17:15:02Z,4csz412vb3lquessbnf999ct0,A. Ahmad,,,5109096805,56,Back,5109096807,285,,5109096861,233,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701845807,151,1,1,14,58,bd4qakf7j0wwie8wke9km7uj8,1,61.2,85.3,2024-07-19T17:14:59.149Z,2024-07-19T17:15:06Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5109096809,3,,5109096819,213,0.13,5109096817,212,9.3,5109096811,56,Left,5109096815,141,87.1,5109096813,140,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701845959,156,44,1,15,1,bd4qakf7j0wwie8wke9km7uj8,1,69.4,91.4,2024-07-19T17:15:01.964Z,2024-07-19T17:15:34Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5109097681,286,,5109097683,233,129,5109097679,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701845819,129,44,1,15,1,7gkglopz9cjsysn2u6sbhuvc5,0,30.6,8.6,2024-07-19T17:15:01.965Z,2024-07-19T17:15:37Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5109097689,233,156,5109096905,56,Back,5109096907,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701845817,152,1,1,15,2,bd4qakf7j0wwie8wke9km7uj8,0,69.7,86.6,2024-07-19T17:15:02.412Z,2024-07-19T17:15:30Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5109096891,141,90.5,5109096895,213,2.63,5109096887,56,Left,5109096889,140,65.2,5109096893,212,5.4,5109096885,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701845859,131,61,1,15,3,7gkglopz9cjsysn2u6sbhuvc5,0,38.1,3.8,2024-07-19T17:15:03.737Z,2024-07-19T17:15:14Z,4csz412vb3lquessbnf999ct0,A. Ahmad,,,5109097089,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701845829,130,5,1,15,3,7gkglopz9cjsysn2u6sbhuvc5,0,33.5,-1.5,2024-07-19T17:15:03.869Z,2024-07-19T17:17:43Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5109097917,233,153,5109096955,347,,5109096953,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701845825,153,5,1,15,3,bd4qakf7j0wwie8wke9km7uj8,1,66.5,101.5,2024-07-19T17:15:03.869Z,2024-07-19T17:15:41Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5109096935,347,,5109097913,233,130,5109096933,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701845893,154,1,1,15,12,bd4qakf7j0wwie8wke9km7uj8,1,65.3,100.0,2024-07-19T17:15:12.813Z,2024-07-19T17:15:20Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5109097279,107,,5109097283,140,83.2,5109097285,141,96.3,5109097289,213,6.08,5109097281,56,Left,5109097287,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701845897,155,4,1,15,18,bd4qakf7j0wwie8wke9km7uj8,1,86.4,96.0,2024-07-19T17:15:18.824Z,2024-07-19T17:15:21Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5109097301,152,,5109097305,286,,5109097299,56,Left,5109097303,265,,5109097297,13,,5109097339,233,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701845881,132,4,1,15,18,7gkglopz9cjsysn2u6sbhuvc5,0,13.6,4.0,2024-07-19T17:15:18.825Z,2024-07-19T17:15:22Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5109097361,233,155,5109097327,152,,5109097329,265,,5109097325,56,Back,5109097331,285,,5109097323,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846067,157,1,1,15,56,bd4qakf7j0wwie8wke9km7uj8,0,88.3,94.7,2024-07-19T17:15:57.005Z,2024-07-19T17:16:00Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5109098361,212,30.6,5109098357,140,92.1,5109098359,141,50.1,5109098351,155,,5109098349,5,,5109098347,2,,5109098355,56,Center,5109098363,213,4.84,5109098353,152,,,,,,,,,,,,,,,,,,,,,,
2701846081,133,44,1,15,59,7gkglopz9cjsysn2u6sbhuvc5,1,9.3,49.8,2024-07-19T17:15:59.419Z,2024-07-19T17:16:01Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5109098425,56,Back,5109098429,285,,5109098445,233,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846069,158,44,1,15,59,bd4qakf7j0wwie8wke9km7uj8,0,90.7,50.2,2024-07-19T17:15:59.420Z,2024-07-19T17:16:01Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5109098449,233,133,5109098369,286,,5109098367,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846085,134,12,1,15,59,7gkglopz9cjsysn2u6sbhuvc5,1,10.4,50.3,2024-07-19T17:16:00.177Z,2024-07-19T17:16:01Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5109098455,140,32.1,5109098453,56,Back,5109098463,212,23.0,5109098459,141,55.2,5109098467,213,0.15,5109098473,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846095,159,1,1,16,0,bd4qakf7j0wwie8wke9km7uj8,0,74.8,43.7,2024-07-19T17:16:01.036Z,2024-07-19T18:00:25Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5109098515,213,1.60,5109098511,141,69.9,5109098509,140,74.3,5109098507,56,Center,5109098513,212,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846135,138,3,1,16,4,7gkglopz9cjsysn2u6sbhuvc5,0,42.4,27.0,2024-07-19T17:16:04.251Z,2024-07-19T17:17:03Z,4csz412vb3lquessbnf999ct0,A. Ahmad,,,5109098723,286,,5109100241,233,160,5109098721,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846099,160,7,1,16,4,bd4qakf7j0wwie8wke9km7uj8,0,57.6,73.0,2024-07-19T17:16:04.252Z,2024-07-19T17:16:12Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5109098759,233,138,5109098535,56,Center,5109098763,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846109,136,1,1,16,5,7gkglopz9cjsysn2u6sbhuvc5,1,24.1,29.1,2024-07-19T17:16:05.808Z,2024-07-19T17:20:09Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5109102883,140,36.0,5109102885,141,16.8,5109102881,56,Back,5109102889,213,5.69,5109102887,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846113,137,50,1,16,6,7gkglopz9cjsysn2u6sbhuvc5,1,58.2,24.2,2024-07-19T17:16:07.152Z,2024-07-19T17:20:10Z,4csz412vb3lquessbnf999ct0,A. Ahmad,,,5109105705,233,161,5109105655,56,Center,5109105657,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846141,161,7,1,16,6,bd4qakf7j0wwie8wke9km7uj8,1,41.8,75.8,2024-07-19T17:16:07.153Z,2024-07-19T17:40:52Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5109098745,56,Back,5109098747,285,,5109098751,233,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846151,163,1,1,16,11,bd4qakf7j0wwie8wke9km7uj8,1,43.7,79.6,2024-07-19T17:16:11.740Z,2024-07-19T17:16:34Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5109098803,140,66.1,5109098805,141,74.2,5109098801,56,Center,5109098809,213,6.13,5109098807,212,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846189,164,1,1,16,12,bd4qakf7j0wwie8wke9km7uj8,1,65.7,74.1,2024-07-19T17:16:12.845Z,2024-07-19T17:16:20Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5109098981,140,72.2,5109098987,213,1.07,5109098985,212,14.1,5109098979,56,Left,5109098983,141,92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846213,165,1,1,16,20,bd4qakf7j0wwie8wke9km7uj8,1,86.8,84.1,2024-07-19T17:16:20.252Z,2024-07-19T17:16:23Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5109099103,140,90.9,5109099101,56,Left,5109099109,213,0.79,5109099107,212,6.1,5109099105,141,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846215,139,45,1,16,23,7gkglopz9cjsysn2u6sbhuvc5,0,10.9,21.7,2024-07-19T17:16:23.371Z,2024-07-19T17:16:25Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5109099115,285,,5109099113,56,Back,5109099143,233,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846219,166,3,1,16,23,bd4qakf7j0wwie8wke9km7uj8,1,89.1,78.3,2024-07-19T17:16:23.371Z,2024-07-19T17:16:25Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5109099139,233,139,5109099131,286,,5109099129,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846221,167,50,1,16,24,bd4qakf7j0wwie8wke9km7uj8,1,88.4,75.6,2024-07-19T17:16:25.116Z,2024-07-19T17:16:27Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5109099193,233,140,5109099135,56,Center,5109099137,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846229,140,7,1,16,24,7gkglopz9cjsysn2u6sbhuvc5,1,11.6,24.4,2024-07-19T17:16:25.117Z,2024-07-19T17:16:27Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5109099187,285,,5109099189,233,167,5109099185,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846247,142,1,1,16,27,7gkglopz9cjsysn2u6sbhuvc5,0,11.4,19.5,2024-07-19T17:16:28.144Z,2024-07-19T17:16:31Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5109099295,213,6.06,5109099285,157,,5109099293,212,48.0,5109099291,141,4.0,5109099297,1,,5109099289,140,56.0,5109099287,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846251,168,1,1,16,30,bd4qakf7j0wwie8wke9km7uj8,0,43.5,96.0,2024-07-19T17:16:31.132Z,2024-07-19T17:16:33Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5109099315,56,Back,5109099313,157,,5109099321,212,1.2,5109099319,141,95.7,5109099379,286,,5109099323,213,6.11,5109099373,236,,5109099317,140,44.6,5109099325,1,5109099375,233,143,,,,,,,,,,,,,,,,,,,
2701846261,143,74,1,16,30,7gkglopz9cjsysn2u6sbhuvc5,1,52.6,3.4,2024-07-19T17:16:31.133Z,2024-07-19T17:17:44Z,4csz412vb3lquessbnf999ct0,A. Ahmad,,,5109099369,56,Right,5109099371,285,,5109099381,233,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846271,144,5,1,16,31,7gkglopz9cjsysn2u6sbhuvc5,0,57.4,-2.0,2024-07-19T17:16:31.868Z,2024-07-19T17:17:43Z,4csz412vb3lquessbnf999ct0,A. Ahmad,,,5109099405,56,Right,5109099419,233,169,5109099407,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846265,169,5,1,16,31,bd4qakf7j0wwie8wke9km7uj8,1,42.6,102.0,2024-07-19T17:16:31.868Z,2024-07-19T17:16:35Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5109099389,347,,5109099387,56,Back,5109099413,233,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846343,170,1,1,16,50,bd4qakf7j0wwie8wke9km7uj8,0,51.7,100.0,2024-07-19T17:16:50.812Z,2024-07-19T17:16:53Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5109099821,107,,5109099829,212,21.0,5109099827,141,93.9,5109099825,140,71.0,5109099831,213,6.02,5109099823,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846375,145,1,1,16,53,7gkglopz9cjsysn2u6sbhuvc5,0,18.9,7.6,2024-07-19T17:16:53.756Z,2024-07-19T17:16:57Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5109100005,213,6.13,5109100001,141,4.1,5109100003,212,15.8,5109099997,56,Back,5109099999,140,33.8,5109099995,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846369,171,44,1,16,55,bd4qakf7j0wwie8wke9km7uj8,1,64.9,95.5,2024-07-19T17:16:55.772Z,2024-07-19T17:16:58Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5109100045,233,146,5109099979,286,,5109099977,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846379,146,44,1,16,55,7gkglopz9cjsysn2u6sbhuvc5,0,35.1,4.5,2024-07-19T17:16:55.773Z,2024-07-19T17:16:58Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5109100053,233,171,5109100017,56,Back,5109100019,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846373,172,1,1,16,55,bd4qakf7j0wwie8wke9km7uj8,0,63.6,95.1,2024-07-19T17:16:56.205Z,2024-07-19T17:16:56Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5109099983,3,,5109099985,56,Left,5109099993,213,1.83,5109099991,212,4.9,5109099987,140,62.4,5109099989,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846393,147,5,1,16,56,7gkglopz9cjsysn2u6sbhuvc5,1,37.4,-2.0,2024-07-19T17:16:56.655Z,2024-07-19T17:17:43Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5109100113,56,Back,5109100117,233,173,5109100115,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846377,173,5,1,16,56,bd4qakf7j0wwie8wke9km7uj8,0,62.6,102.0,2024-07-19T17:16:56.655Z,2024-07-19T17:16:59Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5109100141,233,147,5109100011,347,,5109100009,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846487,148,1,1,17,17,7gkglopz9cjsysn2u6sbhuvc5,1,37.3,0.0,2024-07-19T17:17:17.396Z,2024-07-19T17:17:20Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5109100683,1,,5109100675,140,62.9,5109100671,107,,5109100679,212,28.6,5109100677,141,12.8,5109100673,56,Right,5109100681,213,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846513,149,1,1,17,19,7gkglopz9cjsysn2u6sbhuvc5,1,62.9,12.8,2024-07-19T17:17:19.946Z,2024-07-19T17:17:25Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5109100907,213,5.39,5109100901,140,67.3,5109100905,212,7.3,5109100897,3,,5109100903,141,4.4,5109100899,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846519,150,1,1,17,25,7gkglopz9cjsysn2u6sbhuvc5,1,92.8,19.7,2024-07-19T17:17:25.560Z,2024-07-19T17:17:27Z,4csz412vb3lquessbnf999ct0,A. Ahmad,,,5109100945,212,7.9,5109100943,141,10.1,5109100941,140,88.6,5109100947,213,4.12,5109100939,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846537,151,1,1,17,27,7gkglopz9cjsysn2u6sbhuvc5,1,88.6,10.1,2024-07-19T17:17:27.372Z,2024-07-19T17:17:29Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5109101035,56,Center,5109101043,213,1.85,5109101033,155,,5109101039,141,51.8,5109101037,140,80.8,5109101041,212,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846549,152,1,1,17,29,7gkglopz9cjsysn2u6sbhuvc5,1,80.1,54.2,2024-07-19T17:17:29.572Z,2024-07-19T17:17:32Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5109101101,141,76.6,5109101103,212,16.9,5109101099,140,87.0,5109101097,56,Center,5109101105,213,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846589,153,1,1,17,31,7gkglopz9cjsysn2u6sbhuvc5,1,86.5,76.3,2024-07-19T17:17:32.178Z,2024-07-19T17:17:54Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,1.0,,5109101373,56,Center,5109101381,213,5.20,5109101661,210,13,5109101375,140,98.7,5109101369,2,,5109101663,154,,5109101379,212,27.6,5109101371,155,,5109101377,141,,,,,,,,,40.4,,,,,,,,,,,,,
2701846591,154,13,1,17,34,7gkglopz9cjsysn2u6sbhuvc5,1,96.8,43.0,2024-07-19T17:17:34.999Z,2024-07-19T17:17:57Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5109101699,328,,5109101387,22,,5109101687,55,153,5109101681,74,,5109101695,214,,5109101395,56,Center,5109101693,103,68.1,5109101701,230,99.3,5109101393,60,5109101439,20,,5109101691,102,5109101697,108,,,44.2,5109101703,231,5109101683,29,5109101685,154,48.6,,,,,
2701846597,155,5,1,17,35,7gkglopz9cjsysn2u6sbhuvc5,0,101.2,51.5,2024-07-19T17:17:35.676Z,2024-07-19T17:17:44Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5109101405,56,Center,5109101417,233,174,5109101407,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846577,174,5,1,17,35,bd4qakf7j0wwie8wke9km7uj8,1,-1.2,48.5,2024-07-19T17:17:35.676Z,2024-07-19T17:17:40Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5109101255,56,Back,5109101257,346,,5109101409,233,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846689,175,1,1,18,2,bd4qakf7j0wwie8wke9km7uj8,1,3.5,54.2,2024-07-19T17:18:02.397Z,2024-07-19T17:18:04Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5109102041,237,,5109102037,213,5.05,5109102031,140,8.0,5109102033,141,34.6,5109102035,212,14.1,5109102027,124,,5109102029,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846703,176,1,1,18,4,bd4qakf7j0wwie8wke9km7uj8,1,6.3,28.6,2024-07-19T17:18:04.572Z,2024-07-19T17:18:07Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5109102115,141,48.8,5109102119,213,1.80,5109102111,56,Back,5109102117,212,14.1,5109102113,140,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846725,177,1,1,18,7,bd4qakf7j0wwie8wke9km7uj8,0,1.5,54.6,2024-07-19T17:18:07.420Z,2024-07-19T17:18:11Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5109102229,56,Center,5109102235,141,63.6,5109102233,140,54.3,5109102237,212,55.8,5109102239,213,0.11,5109102225,157,,5109102241,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846735,156,1,1,18,11,7gkglopz9cjsysn2u6sbhuvc5,0,48.3,29.8,2024-07-19T17:18:11.531Z,2024-07-19T17:18:13Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5109102287,212,23.6,5109102281,56,Center,5109102289,213,6.10,5109102285,141,23.6,5109102279,3,,5109102283,140,70.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846739,178,61,1,18,14,bd4qakf7j0wwie8wke9km7uj8,0,25.3,75.6,2024-07-19T17:18:14.380Z,2024-07-19T17:18:14Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5109102299,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846755,157,3,1,18,14,7gkglopz9cjsysn2u6sbhuvc5,1,75.8,24.3,2024-07-19T17:18:15.019Z,2024-07-19T17:18:18Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5109102389,56,Center,5109102399,233,179,5109102391,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846743,179,45,1,18,14,bd4qakf7j0wwie8wke9km7uj8,0,24.2,75.7,2024-07-19T17:18:15.019Z,2024-07-19T17:18:18Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5109102305,56,Back,5109102307,285,,5109102403,233,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846767,159,1,1,18,17,7gkglopz9cjsysn2u6sbhuvc5,1,89.4,27.3,2024-07-19T17:18:17.552Z,2024-07-19T17:18:20Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5109102439,56,Center,5109102441,140,88.0,5109102447,213,1.67,5109102443,141,48.2,5109102445,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846769,160,3,1,18,19,7gkglopz9cjsysn2u6sbhuvc5,0,88.8,47.8,2024-07-19T17:18:19.611Z,2024-07-19T17:18:22Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5109102451,56,Center,5109102473,233,180,5109102453,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846765,180,7,1,18,19,bd4qakf7j0wwie8wke9km7uj8,0,11.2,52.2,2024-07-19T17:18:19.612Z,2024-07-19T17:18:21Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5109102469,233,160,5109102435,56,Back,5109102437,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846783,181,12,1,18,21,bd4qakf7j0wwie8wke9km7uj8,1,13.9,47.5,2024-07-19T17:18:21.643Z,2024-07-19T17:24:45Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5109102527,213,1.18,5109102515,140,23.2,5109102523,212,25.9,5109102519,141,82.7,5109102511,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846775,161,61,1,18,21,7gkglopz9cjsysn2u6sbhuvc5,1,85.6,46.3,2024-07-19T17:18:22.074Z,2024-07-19T17:24:25Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5109102481,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846807,183,1,1,18,26,bd4qakf7j0wwie8wke9km7uj8,1,27.9,87.7,2024-07-19T17:18:27.211Z,2024-07-19T17:18:29Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5109102657,212,6.9,5109102659,213,4.94,5109102651,56,Back,5109102655,141,77.8,5109102653,140,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
