id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/15/value
2705201613,313,4,1,26,9,aqtkb4mgrz8c6iqfufj6qjbv9,0,31.4,8.1,2024-08-02T17:26:19.523Z,2024-08-02T17:26:23Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,5127875641,285,,5127875637,152,,5127875709,233,217,5127875635,56,Back,5127875633,13,,5127875639,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705201793,218,1,1,26,35,bd4qakf7j0wwie8wke9km7uj8,0,72.6,95.0,2024-08-02T17:26:46.322Z,2024-08-02T17:26:50Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,5127876523,152,,5127876533,213,5.19,5127876517,2,,5127876529,141,40.1,5127876519,5,,5127876527,140,90.8,5127876521,155,,5127876535,1,,5127876525,56,Center,5127876531,212,,,,,,,,,,,,,41.9,,,,,,,,,,,,,,,,
2705202167,321,44,1,26,39,aqtkb4mgrz8c6iqfufj6qjbv9,1,6.2,52.6,2024-08-02T17:26:49.607Z,2024-08-02T17:28:29Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5127878687,285,,5127879195,233,231,5127878685,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202239,231,44,1,26,39,bd4qakf7j0wwie8wke9km7uj8,0,93.8,47.4,2024-08-02T17:26:49.608Z,2024-08-02T17:28:29Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,5127879199,233,321,5127879135,286,,5127879133,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705201825,314,12,1,26,39,aqtkb4mgrz8c6iqfufj6qjbv9,1,8.1,49.7,2024-08-02T17:26:50.197Z,2024-08-02T17:59:20Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5127876663,140,13.2,5127876667,212,7.8,5127876665,141,58.1,5127876661,56,Back,5127876669,213,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705201821,219,13,1,26,42,bd4qakf7j0wwie8wke9km7uj8,1,81.7,31.5,2024-08-02T17:26:53.009Z,2024-08-02T17:27:08Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,5127877017,230,98.4,5127876721,24,,5127877015,458,,5127877011,215,,5127876641,56,Center,5127877019,231,47.7,5127876723,20,,5127877003,102,49.6,5127876639,18,,5127877001,74,5127877007,103,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2705201831,220,5,1,26,46,bd4qakf7j0wwie8wke9km7uj8,0,100.8,50.5,2024-08-02T17:26:56.790Z,2024-08-02T18:01:32Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,5127876673,56,Center,5127876699,233,315,5127876675,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705201837,315,5,1,26,46,aqtkb4mgrz8c6iqfufj6qjbv9,1,-0.8,49.5,2024-08-02T17:26:56.790Z,2024-08-02T17:26:57Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5127876689,56,Back,5127876691,346,,5127876695,233,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202071,316,1,1,27,26,aqtkb4mgrz8c6iqfufj6qjbv9,1,4.3,51.5,2024-08-02T17:27:36.654Z,2024-08-02T17:27:42Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5127878075,141,69.4,5127878071,140,10.8,5127878063,124,,5127878079,212,14.0,5127878085,237,,5127878081,213,1.06,5127878067,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202075,317,1,1,27,31,aqtkb4mgrz8c6iqfufj6qjbv9,1,25.6,75.1,2024-08-02T17:27:41.861Z,2024-08-02T17:27:42Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,5127878105,212,13.5,5127878101,140,31.4,5127878099,56,Back,5127878107,213,1.10,5127878103,141,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202087,318,1,1,27,32,aqtkb4mgrz8c6iqfufj6qjbv9,1,31.4,92.9,2024-08-02T17:27:42.622Z,2024-08-02T17:27:45Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,5127878199,213,3.97,5127878195,141,61.1,5127878191,56,Back,5127878197,212,29.3,5127878193,140,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202103,319,1,1,27,34,aqtkb4mgrz8c6iqfufj6qjbv9,0,12.5,61.1,2024-08-02T17:27:45.414Z,2024-08-02T17:27:50Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5127878329,212,53.2,5127878323,56,Center,5127878333,1,,5127878325,140,62.5,5127878331,213,6.12,5127878321,157,,5127878327,141,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202111,221,44,1,27,39,bd4qakf7j0wwie8wke9km7uj8,1,34.6,55.2,2024-08-02T17:27:49.964Z,2024-08-02T17:27:51Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,5127878363,285,,5127878361,56,Back,5127878383,233,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202109,320,44,1,27,39,aqtkb4mgrz8c6iqfufj6qjbv9,0,65.4,44.8,2024-08-02T17:27:49.965Z,2024-08-02T17:27:52Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5127878353,56,Center,5127878355,286,,5127878401,233,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202121,222,1,1,27,40,bd4qakf7j0wwie8wke9km7uj8,1,31.7,58.7,2024-08-02T17:27:50.538Z,2024-08-02T17:27:53Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,5127878435,3,,5127878437,56,Back,5127878441,141,66.6,5127878445,213,0.37,5127878439,140,44.9,5127878443,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202131,224,1,1,27,42,bd4qakf7j0wwie8wke9km7uj8,1,44.2,69.0,2024-08-02T17:27:53.337Z,2024-08-02T17:27:56Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,5127878491,140,47.8,5127878495,212,16.8,5127878489,56,Back,5127878493,141,44.9,5127878497,213,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202145,225,1,1,27,46,bd4qakf7j0wwie8wke9km7uj8,1,51.3,42.4,2024-08-02T17:27:56.536Z,2024-08-02T17:28:01Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,5127878557,140,60.0,5127878555,56,Right,5127878561,212,21.2,5127878563,213,5.16,5127878559,141,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202153,226,1,1,27,50,bd4qakf7j0wwie8wke9km7uj8,1,65.3,19.8,2024-08-02T17:28:01.425Z,2024-08-02T17:28:03Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,5127878615,213,1.69,5127878607,56,Center,5127878611,141,44.0,5127878613,212,16.6,5127878609,140,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202163,227,1,1,27,53,bd4qakf7j0wwie8wke9km7uj8,1,63.5,44.0,2024-08-02T17:28:03.544Z,2024-08-02T17:28:05Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,5127878675,141,28.0,5127878671,56,Back,5127878677,212,21.7,5127878679,213,3.67,5127878673,140,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202183,228,1,1,27,55,bd4qakf7j0wwie8wke9km7uj8,1,45.6,27.6,2024-08-02T17:28:05.529Z,2024-08-02T17:28:09Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,5127878793,213,5.32,5127878789,141,5.8,5127878791,212,18.1,5127878787,140,55.5,5127878785,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202193,229,1,1,27,58,bd4qakf7j0wwie8wke9km7uj8,1,48.5,5.6,2024-08-02T17:28:09.153Z,2024-08-02T17:28:12Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,5127878865,141,12.3,5127878861,56,Back,5127878869,213,2.92,5127878863,140,29.2,5127878867,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202195,230,1,1,28,1,bd4qakf7j0wwie8wke9km7uj8,0,29.2,12.3,2024-08-02T17:28:12.089Z,2024-08-02T17:28:12Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,5127878877,140,54.9,5127878875,56,Center,5127878883,213,0.51,5127878885,1,,5127878881,212,30.9,5127878873,157,,5127878879,141,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202203,322,8,1,28,4,aqtkb4mgrz8c6iqfufj6qjbv9,1,52.7,64.2,2024-08-02T17:28:15.270Z,2024-08-02T17:28:15Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5127878919,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202211,324,1,1,28,5,aqtkb4mgrz8c6iqfufj6qjbv9,1,54.2,69.0,2024-08-02T17:28:15.829Z,2024-08-02T17:28:19Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5127878967,56,Back,5127878973,212,13.3,5127878969,140,46.0,5127878971,141,83.9,5127878975,213,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202227,325,1,1,28,8,aqtkb4mgrz8c6iqfufj6qjbv9,1,55.8,82.1,2024-08-02T17:28:19.383Z,2024-08-02T17:28:22Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,5127879061,56,Left,5127879065,141,95.0,5127879069,213,0.65,5127879063,140,66.7,5127879067,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202233,326,1,1,28,12,aqtkb4mgrz8c6iqfufj6qjbv9,1,66.8,95.3,2024-08-02T17:28:22.686Z,2024-08-02T17:28:23Z,uiyol728wan4mxco2foplknp,A. Justinussen,,5127879093,213,3.25,5127879089,141,93.0,5127879085,56,Left,5127879087,140,53.5,5127879091,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202237,327,1,1,28,12,aqtkb4mgrz8c6iqfufj6qjbv9,1,52.5,93.0,2024-08-02T17:28:23.302Z,2024-08-02T17:28:25Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,5127879127,212,20.1,5127879121,56,Back,5127879125,141,74.7,5127879123,140,37.5,5127879129,213,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202247,328,1,1,28,14,aqtkb4mgrz8c6iqfufj6qjbv9,1,37.4,74.5,2024-08-02T17:28:24.904Z,2024-08-02T17:28:28Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,5127879189,212,24.2,5127879185,140,34.3,5127879191,213,4.58,5127879187,141,39.2,5127879183,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202253,329,1,1,28,18,aqtkb4mgrz8c6iqfufj6qjbv9,1,35.8,39.5,2024-08-02T17:28:28.495Z,2024-08-02T17:28:32Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5127879225,212,12.6,5127879221,140,47.8,5127879223,141,40.1,5127879219,56,Back,5127879227,213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202265,330,1,1,28,21,aqtkb4mgrz8c6iqfufj6qjbv9,1,46.7,45.8,2024-08-02T17:28:32.094Z,2024-08-02T17:28:35Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5127879299,141,70.6,5127879303,213,1.67,5127879297,140,45.1,5127879301,212,16.9,5127879295,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202279,331,1,1,28,25,aqtkb4mgrz8c6iqfufj6qjbv9,1,44.1,64.8,2024-08-02T17:28:35.550Z,2024-08-02T17:28:37Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,5127879375,140,45.8,5127879377,141,41.2,5127879379,212,16.1,5127879381,213,4.82,5127879373,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202297,332,1,1,28,27,aqtkb4mgrz8c6iqfufj6qjbv9,0,45.6,41.3,2024-08-02T17:28:37.655Z,2024-08-02T17:28:40Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5127879483,140,79.9,5127879489,213,0.68,5127879477,155,,5127879487,212,46.3,5127879491,1,,5127879485,141,84.1,5127879481,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202313,232,1,1,28,29,bd4qakf7j0wwie8wke9km7uj8,1,21.8,16.7,2024-08-02T17:28:40.344Z,2024-08-02T17:28:41Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,5127879553,212,10.6,5127879549,140,31.7,5127879545,3,,5127879555,213,0.17,5127879551,141,19.4,5127879547,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202329,234,1,1,28,32,bd4qakf7j0wwie8wke9km7uj8,1,28.3,28.8,2024-08-02T17:28:42.793Z,2024-08-02T17:28:44Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,5127879663,213,3.17,5127879659,141,28.2,5127879655,140,13.3,5127879651,56,Back,5127879661,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202341,235,1,1,28,33,bd4qakf7j0wwie8wke9km7uj8,1,13.3,28.2,2024-08-02T17:28:44.393Z,2024-08-02T17:28:47Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,5127879727,140,2.2,5127879731,212,16.7,5127879725,56,Back,5127879733,213,2.35,5127879729,141,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202349,236,1,1,28,36,bd4qakf7j0wwie8wke9km7uj8,1,2.2,45.7,2024-08-02T17:28:47.416Z,2024-08-02T17:28:49Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,5127879795,213,0.15,5127879787,56,Back,5127879791,141,50.3,5127879793,212,21.0,5127879789,140,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202359,237,1,1,28,38,bd4qakf7j0wwie8wke9km7uj8,1,22.1,53.1,2024-08-02T17:28:49.456Z,2024-08-02T17:59:24Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,5127879863,56,Back,5127879867,141,75.7,5127879871,213,1.60,5127879865,140,21.6,5127879869,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202369,238,1,1,28,43,bd4qakf7j0wwie8wke9km7uj8,1,25.4,80.9,2024-08-02T17:28:53.712Z,2024-08-02T17:28:56Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,5127879949,140,37.8,5127879953,212,13.7,5127879947,56,Back,5127879955,213,5.96,5127879951,141,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202377,239,1,1,28,45,bd4qakf7j0wwie8wke9km7uj8,1,37.8,74.4,2024-08-02T17:28:56.321Z,2024-08-02T17:28:57Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,5127880013,213,3.42,5127880005,56,Back,5127880007,140,29.1,5127880009,141,70.5,5127880011,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202383,240,1,1,28,47,bd4qakf7j0wwie8wke9km7uj8,1,29.1,70.5,2024-08-02T17:28:57.793Z,2024-08-02T17:31:11Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,5127880043,155,,5127880053,213,0.51,5127880049,141,95.7,5127880055,1,,5127880051,212,34.9,5127880047,140,58.1,5127880045,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202391,333,83,1,28,50,aqtkb4mgrz8c6iqfufj6qjbv9,1,32.6,12.8,2024-08-02T17:29:00.919Z,2024-08-02T17:59:21Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,5127930121,399,aejgqvdw1jftxaa538kaa15w4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202393,241,61,1,28,51,bd4qakf7j0wwie8wke9km7uj8,0,67.4,87.2,2024-08-02T17:29:01.918Z,2024-08-02T17:31:21Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,5127880143,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202433,335,1,1,28,51,aqtkb4mgrz8c6iqfufj6qjbv9,1,29.9,21.6,2024-08-02T17:29:02.286Z,2024-08-02T17:29:06Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,5127880329,213,6.10,5127880323,140,36.7,5127880325,141,19.7,5127880321,56,Back,5127880327,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202437,336,4,1,28,55,aqtkb4mgrz8c6iqfufj6qjbv9,1,34.8,7.8,2024-08-02T17:29:06.150Z,2024-08-02T19:09:38Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5128118913,294,,5127880377,56,Back,5127880511,233,242,5127880383,286,,5127880375,13,,5127880379,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202449,242,4,1,28,55,bd4qakf7j0wwie8wke9km7uj8,0,65.2,92.2,2024-08-02T17:29:06.151Z,2024-08-02T19:20:11Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,5127880467,13,,5128119093,294,,5127880469,56,Left,5127880531,233,336,5127880475,285,,5127880471,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202523,337,1,1,29,10,aqtkb4mgrz8c6iqfufj6qjbv9,0,32.9,10.0,2024-08-02T17:29:20.863Z,2024-08-02T17:29:26Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5127880885,157,,5127880897,213,0.17,5127880895,212,47.4,5127880891,140,77.4,5127880887,152,,5127880889,56,Center,5127880893,141,21.5,5127880899,1,,5127880883,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202521,243,4,1,29,15,bd4qakf7j0wwie8wke9km7uj8,1,22.0,75.6,2024-08-02T17:29:25.648Z,2024-08-02T17:29:29Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,5127880929,56,Back,5127880933,285,,5127881011,233,338,5127880931,152,,5127880925,13,,5127880927,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202527,338,4,1,29,15,aqtkb4mgrz8c6iqfufj6qjbv9,0,78.0,24.4,2024-08-02T17:29:25.649Z,2024-08-02T17:29:29Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5127880979,13,,5127880987,286,,5127880983,56,Center,5127881019,233,243,5127880981,294,,5127880985,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202615,244,1,1,29,36,bd4qakf7j0wwie8wke9km7uj8,0,21.5,74.2,2024-08-02T17:29:46.848Z,2024-08-02T17:35:30Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,5127881417,152,,5127881429,1,,5127881423,141,75.0,5127881415,157,,5127881425,212,46.7,5127881413,5,,5127881421,140,66.0,5127881419,56,Center,5127881427,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202625,339,1,1,29,38,aqtkb4mgrz8c6iqfufj6qjbv9,0,32.9,27.7,2024-08-02T17:29:49.071Z,2024-08-02T17:29:51Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5127881507,213,5.82,5127881503,141,15.6,5127881497,3,,5127881505,212,18.3,5127881501,140,48.5,5127881499,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202629,245,1,1,29,41,bd4qakf7j0wwie8wke9km7uj8,1,58.2,92.7,2024-08-02T17:29:51.712Z,2024-08-02T17:29:52Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,5127881529,212,5.1,5127881523,56,Left,5127881525,140,58.7,5127881531,213,4.82,5127881527,141,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202635,246,1,1,29,42,bd4qakf7j0wwie8wke9km7uj8,0,59.1,87.8,2024-08-02T17:29:52.720Z,2024-08-02T17:29:54Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,5127881559,140,72.7,5127881563,212,14.9,5127881565,213,0.29,5127881561,141,94.1,5127881555,155,,5127881557,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202645,340,1,1,29,44,aqtkb4mgrz8c6iqfufj6qjbv9,0,32.7,7.1,2024-08-02T17:29:54.632Z,2024-08-02T17:29:56Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,5127881617,212,19.8,5127881609,157,,5127881615,141,0.0,5127881611,56,Right,5127881621,1,,5127881613,140,50.6,5127881619,213,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202769,247,5,1,29,45,bd4qakf7j0wwie8wke9km7uj8,1,51.4,102.0,2024-08-02T17:29:55.943Z,2024-08-02T17:30:20Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,5127882279,347,,5127882317,233,341,5127882277,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202649,341,5,1,29,45,aqtkb4mgrz8c6iqfufj6qjbv9,0,48.6,-2.0,2024-08-02T17:29:55.943Z,2024-08-02T18:01:33Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,5127881643,347,,5127882325,233,247,5127881641,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202783,248,1,1,30,7,bd4qakf7j0wwie8wke9km7uj8,0,58.2,100.0,2024-08-02T17:30:17.784Z,2024-08-02T17:30:26Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,5127882343,212,22.0,5127882339,140,78.9,5127882341,141,97.2,5127882345,213,6.13,5127882337,56,Left,5127882365,189,,5127882335,107,,5127882347,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202777,342,61,1,30,9,aqtkb4mgrz8c6iqfufj6qjbv9,1,28.5,5.8,2024-08-02T17:30:20.216Z,2024-08-02T17:30:21Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5127882311,56,Back,5127882331,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202813,249,5,1,30,11,bd4qakf7j0wwie8wke9km7uj8,1,75.2,101.7,2024-08-02T17:30:21.879Z,2024-08-02T17:30:26Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,5127882495,56,Left,5127882503,233,343,5127882497,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202795,343,5,1,30,11,aqtkb4mgrz8c6iqfufj6qjbv9,0,24.8,-1.7000000000000002,2024-08-02T17:30:21.879Z,2024-08-02T18:01:33Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5127882409,347,,5127882405,56,Back,5127882567,189,,5127882511,233,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202835,250,1,1,30,17,bd4qakf7j0wwie8wke9km7uj8,1,78.6,100.0,2024-08-02T17:30:28.048Z,2024-08-02T17:30:32Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,5127882611,56,Left,5127882615,141,87.1,5127882609,107,,5127882617,212,21.2,5127882619,213,5.78,5127882613,140,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202841,251,1,1,30,22,bd4qakf7j0wwie8wke9km7uj8,0,93.4,88.7,2024-08-02T17:30:32.832Z,2024-08-02T17:30:34Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,5127882653,56,Center,5127882649,2,,5127882659,212,21.8,5127882657,141,56.6,5127882661,213,4.68,5127882655,140,92.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202873,344,12,1,30,23,aqtkb4mgrz8c6iqfufj6qjbv9,1,7.5,41.5,2024-08-02T17:30:33.959Z,2024-08-02T17:30:38Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5127882819,212,34.8,5127882815,140,32.9,5127882817,141,8.6,5127882813,56,Back,5127882821,213,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202875,252,44,1,30,27,bd4qakf7j0wwie8wke9km7uj8,1,65.8,92.7,2024-08-02T17:30:38.357Z,2024-08-02T18:01:41Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,5127882827,286,,5127882823,56,Left,5127882869,233,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705202881,345,44,1,30,27,aqtkb4mgrz8c6iqfufj6qjbv9,0,34.2,7.3,2024-08-02T17:30:38.358Z,2024-08-02T17:46:52Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5127882863,233,252,5127882861,285,,5127882859,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705209079,406,1,1,30,28,bd4qakf7j0wwie8wke9km7uj8,0,67.8,90.6,2024-08-02T17:30:38.480Z,2024-08-02T17:46:52Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,5127918717,212,3.7,5127918709,3,,5127918713,140,69.8,5127918719,213,0.97,5127918711,56,Left,5127918715,141,95.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
