id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2711915177,252,1,1,21,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,73.7,4.9,2024-08-23T17:21:35.164Z,2024-08-23T17:21:36Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,5165006903,213,1.54,5165006897,140,74.0,5165006899,141,20.0,5165006901,212,10.3,5165006895,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915203,253,1,1,21,1,aqtkb4mgrz8c6iqfufj6qjbv9,1,74.0,20.0,2024-08-23T17:21:35.948Z,2024-08-23T17:21:37Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5165007031,140,70.1,5165007029,56,Right,5165007035,212,10.6,5165007037,213,4.32,5165007033,141,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915241,254,1,1,21,3,aqtkb4mgrz8c6iqfufj6qjbv9,1,69.1,4.6,2024-08-23T17:21:37.781Z,2024-08-23T17:21:40Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,5165007207,212,21.9,5165007201,56,Back,5165007209,213,2.76,5165007203,140,49.7,5165007205,141,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915251,255,1,1,21,6,aqtkb4mgrz8c6iqfufj6qjbv9,1,50.1,19.4,2024-08-23T17:21:40.565Z,2024-08-23T17:21:42Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5165007281,212,9.0,5165007279,141,28.6,5165007277,140,56.3,5165007275,56,Center,5165007283,213,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915259,256,1,1,21,7,aqtkb4mgrz8c6iqfufj6qjbv9,1,56.3,28.8,2024-08-23T17:21:42.444Z,2024-08-23T17:21:43Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,5165007321,213,5.38,5165007313,56,Right,5165007319,212,12.8,5165007315,140,63.8,5165007317,141,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915277,257,1,1,21,8,aqtkb4mgrz8c6iqfufj6qjbv9,1,63.8,14.0,2024-08-23T17:21:43.420Z,2024-08-23T17:21:45Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5165007417,141,36.0,5165007419,212,19.2,5165007421,213,0.90,5165007415,140,75.2,5165007413,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915281,258,61,1,21,11,aqtkb4mgrz8c6iqfufj6qjbv9,0,75.2,36.0,2024-08-23T17:21:45.700Z,2024-08-23T17:21:46Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5165007427,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915305,194,1,1,21,12,ajtb177oqwawkdwbqhldmq6mx,1,17.2,51.2,2024-08-23T17:21:46.953Z,2024-08-23T17:21:49Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,5165007581,56,Back,5165007591,212,11.8,5165007585,140,6.1,5165007589,141,48.5,5165007593,213,3.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915347,195,1,1,21,14,ajtb177oqwawkdwbqhldmq6mx,1,6.1,48.5,2024-08-23T17:21:48.881Z,2024-08-23T17:21:54Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,5165007835,213,5.91,5165007829,140,37.6,5165007827,56,Back,5165007831,141,29.5,5165007833,212,35.5,5165007825,157,,5165007837,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915375,197,3,1,21,22,ajtb177oqwawkdwbqhldmq6mx,0,36.0,17.0,2024-08-23T17:21:57.185Z,2024-08-23T17:22:04Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,5165007953,286,,5165007951,56,Back,5165008091,233,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915397,259,7,1,21,22,aqtkb4mgrz8c6iqfufj6qjbv9,1,64.0,83.0,2024-08-23T17:21:57.186Z,2024-08-23T17:22:35Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,5165008071,167,,5165008085,233,197,5165008073,56,Left,5165008075,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915479,198,5,1,21,24,ajtb177oqwawkdwbqhldmq6mx,1,36.6,-1.2,2024-08-23T17:21:58.905Z,2024-08-23T17:22:14Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,5165008481,56,Back,5165008485,233,260,5165008483,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915427,260,5,1,21,24,aqtkb4mgrz8c6iqfufj6qjbv9,0,63.4,101.2,2024-08-23T17:21:58.905Z,2024-08-23T18:59:04Z,uiyol728wan4mxco2foplknp,A. Justinussen,,5165008251,56,Left,5165008489,233,198,5165008253,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915485,199,1,1,21,38,ajtb177oqwawkdwbqhldmq6mx,1,36.8,0.0,2024-08-23T17:22:13.121Z,2024-08-23T17:22:15Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,5165008529,213,2.21,5165008523,140,23.6,5165008531,1,,5165008527,212,23.1,5165008525,141,25.6,5165008521,56,Back,5165008519,107,,5165008537,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915489,200,1,1,21,40,ajtb177oqwawkdwbqhldmq6mx,1,24.0,26.5,2024-08-23T17:22:14.993Z,2024-08-23T17:22:16Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,5165008561,141,5.2,5165008557,56,Back,5165008563,212,17.5,5165008565,213,5.31,5165008559,140,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915505,201,1,1,21,42,ajtb177oqwawkdwbqhldmq6mx,1,33.4,5.3,2024-08-23T17:22:16.617Z,2024-08-23T17:22:19Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,5165008647,140,25.7,5165008649,141,26.1,5165008653,213,2.09,5165008651,212,16.3,5165008645,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915527,202,1,1,21,45,ajtb177oqwawkdwbqhldmq6mx,1,27.6,34.5,2024-08-23T17:22:19.569Z,2024-08-23T17:22:22Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,5165008763,56,Back,5165008769,212,23.6,5165008765,140,25.4,5165008771,213,1.67,5165008767,141,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915533,203,1,1,21,47,ajtb177oqwawkdwbqhldmq6mx,1,25.4,69.0,2024-08-23T17:22:22.161Z,2024-08-23T17:22:23Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5165008805,56,Back,5165008813,213,4.56,5165008809,141,47.3,5165008811,212,14.9,5165008807,140,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915553,204,1,1,21,48,ajtb177oqwawkdwbqhldmq6mx,1,23.2,47.3,2024-08-23T17:22:23.361Z,2024-08-23T17:22:27Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,5165008911,56,Back,5165008915,141,50.7,5165008917,212,18.7,5165008913,140,5.5,5165008919,213,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915577,205,1,1,21,52,ajtb177oqwawkdwbqhldmq6mx,1,8.1,50.9,2024-08-23T17:22:27.217Z,2024-08-23T17:22:29Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,5165008997,141,76.7,5165009001,213,1.29,5165008993,56,Back,5165008999,212,18.3,5165008995,140,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915607,206,1,1,21,54,ajtb177oqwawkdwbqhldmq6mx,1,12.9,76.7,2024-08-23T17:22:29.209Z,2024-08-23T17:22:33Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5165009161,56,Back,5165009167,212,19.8,5165009165,141,49.4,5165009169,213,4.36,5165009163,140,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915651,207,1,1,21,59,ajtb177oqwawkdwbqhldmq6mx,1,13.5,48.4,2024-08-23T17:22:33.745Z,2024-08-23T17:22:39Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,5165009381,56,Back,5165009385,141,28.2,5165009387,212,14.4,5165009383,140,17.7,5165009389,213,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915659,208,1,1,22,4,ajtb177oqwawkdwbqhldmq6mx,1,20.8,30.3,2024-08-23T17:22:39.121Z,2024-08-23T17:22:42Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,5165009443,212,19.1,5165009445,213,2.30,5165009437,56,Back,5165009439,140,8.7,5165009441,141,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915669,209,1,1,22,7,ajtb177oqwawkdwbqhldmq6mx,1,13.6,50.1,2024-08-23T17:22:42.329Z,2024-08-23T17:22:44Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,5165009499,56,Back,5165009503,141,72.3,5165009507,213,1.22,5165009505,212,16.1,5165009501,140,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915693,210,1,1,22,10,ajtb177oqwawkdwbqhldmq6mx,1,18.8,72.3,2024-08-23T17:22:44.497Z,2024-08-23T17:22:47Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5165009641,140,13.6,5165009639,56,Back,5165009645,212,15.4,5165009649,213,4.35,5165009643,141,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915703,211,1,1,22,12,ajtb177oqwawkdwbqhldmq6mx,1,13.8,51.9,2024-08-23T17:22:47.329Z,2024-08-23T17:22:49Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,5165009707,56,Back,5165009715,213,0.08,5165009713,212,16.6,5165009709,140,29.6,5165009711,141,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915717,212,1,1,22,15,ajtb177oqwawkdwbqhldmq6mx,1,29.6,54.3,2024-08-23T17:22:49.681Z,2024-08-23T17:22:51Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5165009765,56,Back,5165009771,212,19.1,5165009769,141,51.6,5165009773,213,3.24,5165009767,140,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915745,213,1,1,22,16,ajtb177oqwawkdwbqhldmq6mx,1,11.5,51.6,2024-08-23T17:22:51.466Z,2024-08-23T17:22:55Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,5165009913,140,12.5,5165009919,213,4.80,5165009917,212,12.6,5165009915,141,33.1,5165009911,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915759,214,1,1,22,20,ajtb177oqwawkdwbqhldmq6mx,1,12.5,33.1,2024-08-23T17:22:55.465Z,2024-08-23T17:22:57Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,5165009989,212,26.1,5165009983,56,Back,5165009985,140,19.0,5165009991,213,1.31,5165009987,141,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915763,215,1,1,22,22,ajtb177oqwawkdwbqhldmq6mx,1,19.0,70.2,2024-08-23T17:22:57.409Z,2024-08-23T17:22:59Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5165010021,213,3.92,5165010015,140,8.2,5165010019,212,16.0,5165010013,56,Back,5165010017,141,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915775,216,1,1,22,25,ajtb177oqwawkdwbqhldmq6mx,1,8.2,53.7,2024-08-23T17:22:59.497Z,2024-08-23T17:23:02Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,5165010085,56,Back,5165010091,212,23.5,5165010089,141,87.7,5165010093,213,1.38,5165010087,140,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915785,217,1,1,22,27,ajtb177oqwawkdwbqhldmq6mx,1,12.4,87.7,2024-08-23T17:23:02.025Z,2024-08-23T17:23:04Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5165010185,141,59.7,5165010181,56,Back,5165010189,213,5.55,5165010183,140,32.6,5165010187,212,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915787,218,1,1,22,30,ajtb177oqwawkdwbqhldmq6mx,1,32.5,59.9,2024-08-23T17:23:04.785Z,2024-08-23T17:23:06Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,5165010211,213,4.12,5165010203,56,Back,5165010209,212,8.2,5165010205,140,28.1,5165010207,141,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915823,219,1,1,22,31,ajtb177oqwawkdwbqhldmq6mx,1,28.1,49.9,2024-08-23T17:23:06.073Z,2024-08-23T17:23:13Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5165010435,56,Back,5165010443,213,5.04,5165010439,141,28.3,5165010441,212,15.5,5165010437,140,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915831,220,1,1,22,39,ajtb177oqwawkdwbqhldmq6mx,1,57.1,8.2,2024-08-23T17:23:13.745Z,2024-08-23T17:23:15Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,5165010501,140,57.8,5165010505,212,14.2,5165010507,213,1.52,5165010499,56,Center,5165010503,141,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915837,221,1,1,22,40,ajtb177oqwawkdwbqhldmq6mx,1,57.8,29.1,2024-08-23T17:23:15.050Z,2024-08-23T17:23:16Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,5165010527,140,55.6,5165010531,212,14.6,5165010529,141,7.9,5165010525,56,Right,5165010533,213,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915853,222,1,1,22,41,ajtb177oqwawkdwbqhldmq6mx,1,55.6,7.9,2024-08-23T17:23:16.073Z,2024-08-23T17:23:19Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,5165010587,212,18.6,5165010583,140,42.2,5165010589,213,2.43,5165010581,56,Back,5165010585,141,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915863,223,1,1,22,44,ajtb177oqwawkdwbqhldmq6mx,1,45.7,27.9,2024-08-23T17:23:19.322Z,2024-08-23T17:23:20Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5165010637,213,1.00,5165010633,141,46.6,5165010631,140,53.5,5165010629,56,Center,5165010635,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915869,224,1,1,22,46,ajtb177oqwawkdwbqhldmq6mx,1,53.5,46.6,2024-08-23T17:23:20.722Z,2024-08-23T17:23:22Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,5165010679,212,16.7,5165010675,140,58.6,5165010673,56,Center,5165010681,213,5.04,5165010677,141,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915871,225,1,1,22,47,ajtb177oqwawkdwbqhldmq6mx,1,58.6,23.3,2024-08-23T17:23:22.066Z,2024-08-23T17:23:23Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,5165010697,213,1.44,5165010693,141,38.3,5165010689,56,Center,5165010691,140,59.9,5165010695,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915891,226,1,1,22,48,ajtb177oqwawkdwbqhldmq6mx,1,59.9,38.3,2024-08-23T17:23:23.018Z,2024-08-23T17:23:27Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,5165010801,56,Back,5165010807,212,20.2,5165010803,140,41.2,5165010809,213,3.38,5165010805,141,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915911,227,1,1,22,52,ajtb177oqwawkdwbqhldmq6mx,1,53.9,31.5,2024-08-23T17:23:26.898Z,2024-08-23T17:23:29Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5165010915,140,58.7,5165010911,56,Right,5165010921,213,5.06,5165010919,212,14.9,5165010917,141,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915931,228,1,1,22,54,ajtb177oqwawkdwbqhldmq6mx,1,59.1,11.7,2024-08-23T17:23:29.458Z,2024-08-23T17:23:34Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,5165011037,212,13.8,5165011031,56,Center,5165011035,141,29.7,5165011039,213,2.05,5165011033,140,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915945,229,1,1,23,0,ajtb177oqwawkdwbqhldmq6mx,1,58.6,35.1,2024-08-23T17:23:34.578Z,2024-08-23T17:23:38Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5165011109,140,72.5,5165011111,141,34.9,5165011113,212,14.6,5165011115,213,6.27,5165011107,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915951,230,1,1,23,3,ajtb177oqwawkdwbqhldmq6mx,0,70.6,33.9,2024-08-23T17:23:38.290Z,2024-08-23T17:23:39Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,5165011191,286,,5165011147,213,6.11,5165011143,141,32.7,5165011185,236,,5165011187,233,261,5165011141,140,75.1,5165011139,56,Center,5165011145,212,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915955,261,74,1,23,3,aqtkb4mgrz8c6iqfufj6qjbv9,1,28.0,66.6,2024-08-23T17:23:38.291Z,2024-08-23T18:58:50Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,5165011171,285,,5165011169,56,Back,5165011197,233,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915983,262,1,1,23,9,aqtkb4mgrz8c6iqfufj6qjbv9,0,24.0,59.4,2024-08-23T17:23:43.685Z,2024-08-23T18:00:06Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,5165080651,157,,5165011329,213,2.12,5165011325,141,93.3,5165011323,140,10.5,5165011327,212,27.1,5165080653,1,,5165011321,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711915993,231,1,1,23,10,ajtb177oqwawkdwbqhldmq6mx,1,94.6,4.0,2024-08-23T17:23:44.698Z,2024-08-23T17:23:47Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,5165011399,213,2.70,5165011393,140,85.5,5165011397,212,10.6,5165011395,141,10.6,5165011391,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916009,232,1,1,23,12,ajtb177oqwawkdwbqhldmq6mx,0,85.5,10.6,2024-08-23T17:23:47.234Z,2024-08-23T17:23:49Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,5165011483,213,1.25,5165011471,140,95.7,5165011481,212,33.6,5165011467,56,Center,5165011457,2,,5165011485,1,,5165011477,141,57.5,5165011463,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916019,263,12,1,23,15,aqtkb4mgrz8c6iqfufj6qjbv9,1,7.9,44.3,2024-08-23T17:23:49.943Z,2024-08-23T17:24:32Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,5165011541,167,,5165011517,140,0.0,5165011521,212,10.0,5165011519,141,45.7,5165011523,213,3.05,5165011515,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916015,233,6,1,23,16,ajtb177oqwawkdwbqhldmq6mx,1,99.4,55.5,2024-08-23T17:23:50.554Z,2024-08-23T18:58:18Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,5165011501,73,,5165011547,233,264,5165011499,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916021,264,6,1,23,16,aqtkb4mgrz8c6iqfufj6qjbv9,0,0.6000000000000001,44.5,2024-08-23T17:23:50.554Z,2024-08-23T18:58:18Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,5165011545,73,,5165011543,56,Back,5165011551,233,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916183,234,1,1,23,52,ajtb177oqwawkdwbqhldmq6mx,0,99.5,99.5,2024-08-23T17:24:26.771Z,2024-08-23T17:24:28Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,5165012343,155,,5165012349,140,96.3,5165012353,212,30.9,5165012347,56,Center,5165012345,223,,5165012355,213,4.60,5165012341,6,,5165012339,2,,5165012351,141,,,,,,,,,,,,,,,,,,,,54.3,,,,,,,,
2711916199,265,12,1,23,56,aqtkb4mgrz8c6iqfufj6qjbv9,1,8.0,46.3,2024-08-23T17:24:31.158Z,2024-08-23T17:29:23Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5165012447,213,5.36,5165012449,15,,5165012443,141,13.4,5165012439,56,Back,5165012441,140,24.2,5165012445,212,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916219,236,2,1,23,57,ajtb177oqwawkdwbqhldmq6mx,1,84.9,92.0,2024-08-23T17:24:32.404Z,2024-08-23T19:22:44Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,5165012569,140,96.6,5165012945,56,Center,5165012943,1,,5165012571,141,33.3,5165012941,7,eyvv6b94feknnp1uew6n0ytat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916223,266,43,1,24,1,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-08-23T17:24:35.590Z,2024-08-23T17:24:39Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,5165012611,15,0,5165012587,140,9.4,5165012719,144,12,5165012593,213,3.14,5165012589,141,48.2,5165012591,212,0,5165012585,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916323,269,1,1,24,21,aqtkb4mgrz8c6iqfufj6qjbv9,0,7.4,62.7,2024-08-23T17:24:55.870Z,2024-08-23T17:24:57Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5165013321,141,0.0,5165013319,140,46.5,5165013325,213,5.46,5165013315,56,Back,5165013307,196,,5165013327,1,,5165013323,212,60.2,5165013311,241,,5165013299,5,5165013303,155,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916421,237,5,1,24,22,ajtb177oqwawkdwbqhldmq6mx,1,58.5,102.0,2024-08-23T17:24:57.065Z,2024-08-23T18:59:04Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,5165013877,233,270,5165013853,347,,5165013851,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916329,270,5,1,24,22,aqtkb4mgrz8c6iqfufj6qjbv9,0,41.5,-2.0,2024-08-23T17:24:57.065Z,2024-08-23T18:59:05Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5165013347,56,Back,5165013901,233,237,5165013349,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916453,238,1,1,24,37,ajtb177oqwawkdwbqhldmq6mx,1,66.0,100.0,2024-08-23T17:25:12.083Z,2024-08-23T17:25:16Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,5165014047,140,94.5,5165014049,141,95.4,5165014043,107,,5165014053,213,6.14,5165014051,212,30.2,5165014045,56,Left,5165014055,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916457,239,1,1,24,42,ajtb177oqwawkdwbqhldmq6mx,0,94.5,95.4,2024-08-23T17:25:16.515Z,2024-08-23T17:25:18Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,5165014085,213,4.73,5165014115,236,,5165014079,141,88.4,5165014083,212,4.8,5165014117,233,271,5165014071,56,Left,5165014121,286,,5165014075,140,94.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916463,271,74,1,24,42,aqtkb4mgrz8c6iqfufj6qjbv9,1,5.9,10.6,2024-08-23T17:25:16.516Z,2024-08-23T18:58:51Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,5165014123,233,239,5165014099,56,Back,5165014101,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916487,272,1,1,24,46,aqtkb4mgrz8c6iqfufj6qjbv9,0,5.9,10.1,2024-08-23T17:25:20.637Z,2024-08-23T17:25:21Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,5165014277,141,20.1,5165014271,155,,5165014281,213,0.31,5165014275,140,26.1,5165014279,212,22.3,5165014273,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916497,240,1,1,24,47,ajtb177oqwawkdwbqhldmq6mx,1,77.1,88.3,2024-08-23T17:25:22.083Z,2024-08-23T17:56:27Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,5165014335,141,75.9,5165014331,56,Center,5165014333,140,86.6,5165014341,213,5.58,5165014337,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711929307,444,3,1,24,48,ajtb177oqwawkdwbqhldmq6mx,0,82.2,76.8,2024-08-23T17:25:22.491Z,2024-08-23T18:58:21Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,5165081907,233,273,5165081865,286,,5165081863,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916495,273,7,1,24,48,aqtkb4mgrz8c6iqfufj6qjbv9,1,17.8,23.2,2024-08-23T17:25:22.492Z,2024-08-23T18:58:21Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5165081899,285,,5165014329,56,Back,5165081903,233,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
