id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2807075057,95,1,1,7,37,f1h34qp5zbfl489q8vnkhiq9s,1,32.0,94.7,2025-04-27T13:09:04.701Z,2025-04-27T13:09:07Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,5684678837,141,88.1,5684678829,56,Back,5684678847,213,3.74,5684678833,140,25.7,5684678843,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807075109,96,1,1,7,39,f1h34qp5zbfl489q8vnkhiq9s,1,25.7,88.1,2025-04-27T13:09:06.913Z,2025-04-27T13:42:33Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,5684679075,140,6.0,5684679073,56,Back,5684679079,212,24.6,5684679081,213,3.71,5684679077,141,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807075253,97,1,1,7,43,f1h34qp5zbfl489q8vnkhiq9s,0,6.0,68.5,2025-04-27T13:09:10.137Z,2025-04-27T13:09:12Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,5684679805,56,Left,5684679823,212,54.1,5684679799,157,,5684679831,1,,5684679811,140,53.0,5684679817,141,100.0,5684679829,213,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807075363,74,5,1,7,45,6wwwud48qahpwrfxs20334qk5,1,45.4,-1.3,2025-04-27T13:09:12.622Z,2025-04-27T21:02:36Z,45ssaw51hm80y1tfalyesap9m,E. Simonsen,,5684680521,233,98,5684680451,347,,5684680447,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807075265,98,5,1,7,45,f1h34qp5zbfl489q8vnkhiq9s,0,54.6,101.3,2025-04-27T13:09:12.622Z,2025-04-27T21:02:36Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,5684679897,56,Left,5684679899,347,,5684680589,233,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807075469,75,1,1,7,48,6wwwud48qahpwrfxs20334qk5,1,42.6,0.0,2025-04-27T13:09:15.799Z,2025-04-27T13:09:19Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,5684681069,107,,5684681071,56,Back,5684681075,141,13.7,5684681073,140,32.0,5684681079,213,2.39,5684681077,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807075589,76,1,1,7,52,6wwwud48qahpwrfxs20334qk5,1,32.0,13.7,2025-04-27T13:09:19.575Z,2025-04-27T13:09:24Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,5684681723,212,24.5,5684681717,56,Back,5684681725,213,2.67,5684681719,140,11.2,5684681721,141,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807075645,77,1,1,7,57,6wwwud48qahpwrfxs20334qk5,1,11.6,40.4,2025-04-27T13:09:24.600Z,2025-04-27T13:09:26Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,5684682011,141,16.2,5684682003,56,Back,5684682015,212,20.8,5684682007,140,23.7,5684682017,213,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807075687,78,1,1,7,59,6wwwud48qahpwrfxs20334qk5,1,23.7,16.2,2025-04-27T13:09:26.399Z,2025-04-27T13:09:28Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,5684682263,212,25.4,5684682265,213,0.07,5684682259,141,18.9,5684682255,140,47.8,5684682251,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807075795,79,1,1,8,1,6wwwud48qahpwrfxs20334qk5,0,40.0,21.5,2025-04-27T13:09:28.071Z,2025-04-27T13:09:37Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,5684682835,140,45.7,5684682839,212,16.3,5684682831,56,Back,5684682837,141,0.0,5684682841,213,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807075943,80,5,1,8,4,6wwwud48qahpwrfxs20334qk5,0,46.6,-0.9,2025-04-27T13:09:31.353Z,2025-04-27T21:02:37Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,5684683557,56,Back,5684684489,233,99,5684683559,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807075875,99,5,1,8,4,f1h34qp5zbfl489q8vnkhiq9s,1,53.4,100.9,2025-04-27T13:09:31.353Z,2025-04-27T21:02:36Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,5684683287,56,Left,5684684431,233,80,5684683289,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807076435,100,1,1,8,22,f1h34qp5zbfl489q8vnkhiq9s,1,54.6,100.0,2025-04-27T13:09:49.561Z,2025-04-27T13:09:53Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,5684686273,107,,5684686275,56,Left,5684686277,140,63.7,5684686283,213,5.83,5684686281,212,10.6,5684686279,141,94.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807076449,101,3,1,8,23,f1h34qp5zbfl489q8vnkhiq9s,0,65.1,94.2,2025-04-27T13:09:50.271Z,2025-04-27T18:45:14Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,5684687001,233,81,5684686355,286,,5684686353,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807076513,81,7,1,8,23,6wwwud48qahpwrfxs20334qk5,1,34.9,5.8,2025-04-27T13:09:50.272Z,2025-04-27T20:24:14Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,5684686651,56,Back,5684686653,285,,5684686937,233,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807080629,111,1,1,8,26,6wwwud48qahpwrfxs20334qk5,1,40.7,4.0,2025-04-27T13:09:53.249Z,2025-04-27T18:45:11Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,5684708223,213,2.76,5684708217,140,33.7,5684708221,212,7.9,5684708215,56,Back,5684708219,141,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807076531,82,1,1,8,27,6wwwud48qahpwrfxs20334qk5,0,30.4,6.1,2025-04-27T13:09:54.673Z,2025-04-27T13:09:57Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,5684686787,236,,5684686737,212,1.5,5684686793,286,,5684686789,233,102,5684686739,213,0.46,5684686733,140,31.7,5684686731,56,Back,5684686735,141,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807076481,102,74,1,8,27,f1h34qp5zbfl489q8vnkhiq9s,1,63.7,94.7,2025-04-27T13:09:54.674Z,2025-04-27T13:09:56Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,5684686517,56,Left,5684686519,285,,5684686823,233,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807076589,103,3,1,8,30,f1h34qp5zbfl489q8vnkhiq9s,0,65.4,93.8,2025-04-27T13:09:57.495Z,2025-04-27T13:43:31Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,5684959005,211,,5684687021,286,,5684687019,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807076643,83,1,1,8,30,6wwwud48qahpwrfxs20334qk5,1,35.3,5.4,2025-04-27T13:09:57.496Z,2025-04-27T13:13:23Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,5684687351,56,Back,5684717691,141,17.4,5684717695,213,2.24,5684717689,140,29.2,5684717693,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807076787,84,1,1,8,33,6wwwud48qahpwrfxs20334qk5,1,23.0,3.1,2025-04-27T13:10:00.136Z,2025-04-27T13:10:06Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,5684688087,140,25.1,5684688091,212,7.7,5684688085,56,Back,5684688089,141,14.0,5684688093,213,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807076815,86,1,1,8,34,6wwwud48qahpwrfxs20334qk5,1,25.1,14.0,2025-04-27T13:10:01.132Z,2025-04-27T13:10:06Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,5684688247,141,10.9,5684688251,213,3.46,5684688243,56,Back,5684688245,140,19.0,5684688249,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807076831,87,1,1,8,35,6wwwud48qahpwrfxs20334qk5,0,19.0,10.9,2025-04-27T13:10:02.160Z,2025-04-27T13:14:17Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,5684688307,155,,5684688319,213,6.21,5684688317,212,23.4,5684688311,56,Back,5684688315,141,8.3,5684688313,140,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807076839,104,1,1,8,37,f1h34qp5zbfl489q8vnkhiq9s,1,57.0,89.4,2025-04-27T13:10:03.986Z,2025-04-27T13:10:07Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,5684688357,3,,5684688369,213,3.22,5684688359,56,Back,5684688363,141,87.1,5684688361,140,39.0,5684688365,212,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807076901,106,1,1,8,40,f1h34qp5zbfl489q8vnkhiq9s,1,37.0,84.8,2025-04-27T13:10:07.193Z,2025-04-27T13:10:09Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,5684688697,213,0.57,5684688691,140,46.1,5684688695,212,11.3,5684688689,56,Back,5684688693,141,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807076967,107,1,1,8,42,f1h34qp5zbfl489q8vnkhiq9s,1,47.4,94.2,2025-04-27T13:10:09.202Z,2025-04-27T13:10:11Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,5684688993,56,Left,5684688997,141,88.3,5684689001,213,6.07,5684688999,212,18.8,5684688995,140,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807076983,108,1,1,8,44,f1h34qp5zbfl489q8vnkhiq9s,1,64.9,88.3,2025-04-27T13:10:11.210Z,2025-04-27T13:10:12Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,5684689143,156,,5684689053,56,Left,5684689057,140,56.2,5684689063,213,2.77,5684689061,212,9.8,5684689059,141,93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807077121,109,1,1,8,48,f1h34qp5zbfl489q8vnkhiq9s,1,63.3,92.9,2025-04-27T13:10:15.425Z,2025-04-27T13:10:16Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,5684689723,140,68.1,5684689721,56,Left,5684689725,141,83.2,5684689727,212,8.3,5684689729,213,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807077127,110,1,1,8,49,f1h34qp5zbfl489q8vnkhiq9s,1,68.1,83.2,2025-04-27T13:10:16.593Z,2025-04-27T13:45:35Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,1.0,5684689777,213,3.57,5684689805,156,,5684689767,56,Left,5684975811,210,15,5684689773,212,4.7,5684689771,141,80.3,5684689769,140,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807077267,111,15,1,8,54,f1h34qp5zbfl489q8vnkhiq9s,1,76.3,53.0,2025-04-27T13:10:21.769Z,2025-04-27T20:12:46Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,5684975887,29,,5684736351,20,,5684736355,82,,5684690535,22,,5684975905,147,52.7,5684975901,215,,5687077633,78,,5684975907,230,98.2,5684975893,55,5684690539,56,Center,5684975909,231,50.5,5684690537,18,5684975903,146,80.6,110,5684975955,233,88,5684975897,102,51.4,5684975899,103,,,,,,19,,,,,,,
2807077265,88,10,1,8,54,6wwwud48qahpwrfxs20334qk5,1,19.4,46.6,2025-04-27T13:10:21.869Z,2025-04-27T13:45:36Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,5684976009,233,111,5684690533,56,Back,5684690531,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807077395,112,1,1,8,57,f1h34qp5zbfl489q8vnkhiq9s,1,53.7,46.9,2025-04-27T13:10:24.682Z,2025-04-27T13:45:48Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,5684691283,141,6.8,5684691277,56,Right,5684691285,212,35.5,5684691281,140,75.3,5684691291,1,,5684691287,213,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807077323,89,83,1,8,57,6wwwud48qahpwrfxs20334qk5,0,44.3,53.1,2025-04-27T13:10:24.728Z,2025-04-27T13:10:34Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,5684692121,399,s8c0oxnoqt6zi7pi88rwawvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807077541,113,1,1,9,1,f1h34qp5zbfl489q8vnkhiq9s,1,77.8,7.0,2025-04-27T13:10:28.138Z,2025-04-27T13:10:33Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,5684692061,212,12.1,5684692059,141,11.3,5684692055,56,Right,5684692063,213,0.24,5684692057,140,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807077583,114,3,1,9,3,f1h34qp5zbfl489q8vnkhiq9s,0,89.0,13.2,2025-04-27T13:10:30.519Z,2025-04-27T20:24:15Z,6hmsrr08cllpl4iumu92zskbt,L. From,,5684692261,56,Right,5684692421,233,90,5684692263,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807077531,90,7,1,9,3,6wwwud48qahpwrfxs20334qk5,0,11.0,86.8,2025-04-27T13:10:30.520Z,2025-04-27T20:24:15Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,5684691993,56,Back,5684691995,285,,5684692319,233,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807077619,115,61,1,9,8,f1h34qp5zbfl489q8vnkhiq9s,1,88.9,8.3,2025-04-27T13:10:35.858Z,2025-04-27T13:10:39Z,6hmsrr08cllpl4iumu92zskbt,L. From,,5684692469,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807077555,91,5,1,9,10,6wwwud48qahpwrfxs20334qk5,1,14.8,101.5,2025-04-27T13:10:37Z,2025-04-27T18:45:24Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,5684692139,56,Back,5684692695,233,116,5684692141,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807077661,116,5,1,9,10,f1h34qp5zbfl489q8vnkhiq9s,0,85.2,-1.5,2025-04-27T13:10:37Z,2025-04-27T21:02:37Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,5684692635,347,,5684692751,233,91,5684692633,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807077995,92,1,1,9,21,6wwwud48qahpwrfxs20334qk5,1,12.5,100.0,2025-04-27T13:10:48.032Z,2025-04-27T13:10:50Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,5684694429,212,31.0,5684694427,141,75.3,5684694421,107,,5684694431,213,5.69,5684694425,140,37.0,5684694423,56,Back,5684694433,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807078029,93,1,1,9,23,6wwwud48qahpwrfxs20334qk5,1,37.0,75.3,2025-04-27T13:10:50.064Z,2025-04-27T13:10:51Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,5684694613,212,6.0,5684694611,141,75.0,5684694615,213,3.18,5684694609,140,31.3,5684694607,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807078071,94,1,1,9,24,6wwwud48qahpwrfxs20334qk5,1,31.2,74.8,2025-04-27T13:10:51.560Z,2025-04-27T13:10:53Z,45ssaw51hm80y1tfalyesap9m,E. Simonsen,,5684694857,141,57.0,5684694859,212,13.5,5684694853,56,Back,5684694861,213,4.25,5684694855,140,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807078149,95,1,1,9,26,6wwwud48qahpwrfxs20334qk5,0,25.6,58.2,2025-04-27T13:10:53.080Z,2025-04-27T13:10:55Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,5684695295,213,5.20,5684695287,141,17.6,5684695291,212,31.2,5684695283,140,39.4,5684695279,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807079039,96,5,1,9,29,6wwwud48qahpwrfxs20334qk5,0,38.2,-1.2,2025-04-27T13:10:56.483Z,2025-04-27T21:02:38Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,5684699867,56,Back,5686701003,233,117,5684699869,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807078343,117,5,1,9,29,f1h34qp5zbfl489q8vnkhiq9s,1,61.8,101.2,2025-04-27T13:10:56.483Z,2025-04-27T21:02:38Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,5686700979,233,96,5684696301,56,Left,5684696303,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807078383,118,1,1,9,35,f1h34qp5zbfl489q8vnkhiq9s,1,61.0,100.0,2025-04-27T13:11:02.330Z,2025-04-27T13:11:03Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,5684696483,107,,5684696487,140,61.9,5684696491,212,5.3,5684696485,56,Left,5684696489,141,93.3,5684696493,213,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807078509,119,1,1,9,36,f1h34qp5zbfl489q8vnkhiq9s,1,61.9,93.3,2025-04-27T13:11:03.655Z,2025-04-27T13:11:08Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,5684697073,56,Back,5684697077,140,48.0,5684697083,212,15.2,5684697085,213,2.87,5684697081,141,99.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807078579,120,1,1,9,41,f1h34qp5zbfl489q8vnkhiq9s,1,51.4,98.3,2025-04-27T13:11:08.322Z,2025-04-27T13:11:10Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,5684697489,140,36.1,5684697493,212,22.2,5684697491,141,75.7,5684697487,56,Back,5684697495,213,3.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807078655,121,1,1,9,43,f1h34qp5zbfl489q8vnkhiq9s,1,35.0,73.9,2025-04-27T13:11:10.754Z,2025-04-27T13:11:13Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,5684697847,140,45.3,5684697851,212,17.2,5684697853,213,5.39,5684697849,141,54.3,5684697845,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807078719,122,1,1,9,46,f1h34qp5zbfl489q8vnkhiq9s,1,41.7,56.7,2025-04-27T13:11:13.418Z,2025-04-27T13:11:16Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,5684698197,213,2.06,5684698185,56,Back,5684698193,141,80.0,5684698189,140,33.7,5684698195,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807078831,123,1,1,9,49,f1h34qp5zbfl489q8vnkhiq9s,1,33.7,80.0,2025-04-27T13:11:16.026Z,2025-04-27T13:11:19Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,5684698777,212,26.9,5684698779,213,6.19,5684698773,140,59.2,5684698771,56,Center,5684698775,141,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807078851,124,1,1,9,52,f1h34qp5zbfl489q8vnkhiq9s,1,59.2,76.4,2025-04-27T13:11:19.403Z,2025-04-27T13:11:20Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,5684698915,156,,5684698865,56,Back,5684698877,213,2.96,5684698875,212,20.4,5684698873,141,81.7,5684698867,140,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807078889,125,1,1,9,53,f1h34qp5zbfl489q8vnkhiq9s,1,40.1,81.7,2025-04-27T13:11:20.314Z,2025-04-27T13:11:21Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,5684699117,140,46.2,5684699123,213,0.98,5684699115,56,Back,5684699119,141,95.6,5684699121,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807079003,126,1,1,9,54,f1h34qp5zbfl489q8vnkhiq9s,1,46.2,95.6,2025-04-27T13:11:21.634Z,2025-04-27T13:11:25Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,5684699675,1,,5684699671,212,38.0,5684699669,141,85.6,5684699665,56,Left,5684699673,213,6.10,5684699667,140,81.8,5684699663,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807079043,127,1,1,9,58,f1h34qp5zbfl489q8vnkhiq9s,0,81.8,85.6,2025-04-27T13:11:25.146Z,2025-04-27T13:11:27Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,5684699895,213,4.92,5684699887,56,Center,5684699891,141,33.7,5684699883,2,,5684699893,212,36.0,5684699897,1,,5684699889,140,88.8,5684699885,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807079329,97,12,1,9,59,6wwwud48qahpwrfxs20334qk5,1,6.4,59.7,2025-04-27T13:11:26.824Z,2025-04-27T14:07:06Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,5684701323,212,20.0,5684701317,56,Back,5684701325,213,1.23,5684701319,140,12.7,5684701321,141,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807079199,128,1,1,10,3,f1h34qp5zbfl489q8vnkhiq9s,1,86.6,14.7,2025-04-27T13:11:30.130Z,2025-04-27T13:11:32Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,5684700651,212,23.6,5684700647,141,48.4,5684700643,56,Center,5684700655,213,1.81,5684700645,140,81.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807079225,129,1,1,10,4,f1h34qp5zbfl489q8vnkhiq9s,0,81.3,48.4,2025-04-27T13:11:31.770Z,2025-04-27T13:11:32Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,5684700783,141,56.3,5684700791,213,0.91,5684700787,212,6.8,5684700777,56,Center,5684700779,140,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807079339,98,8,1,10,6,6wwwud48qahpwrfxs20334qk5,1,12.2,43.3,2025-04-27T13:11:33.216Z,2025-04-27T18:45:34Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,5684701377,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807079289,130,50,1,10,7,f1h34qp5zbfl489q8vnkhiq9s,1,78.7,52.1,2025-04-27T13:11:34.939Z,2025-04-27T13:59:59Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,5684701133,56,Center,5684701137,286,,5684702191,233,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807079451,99,7,1,10,8,6wwwud48qahpwrfxs20334qk5,1,21.3,47.9,2025-04-27T13:11:34.940Z,2025-04-27T20:24:16Z,45ssaw51hm80y1tfalyesap9m,E. Simonsen,,5684702059,285,,5684702133,233,130,5684702057,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807143947,411,1,1,10,10,6wwwud48qahpwrfxs20334qk5,1,26.1,49.0,2025-04-27T13:11:36.940Z,2025-04-27T14:00:57Z,45ssaw51hm80y1tfalyesap9m,E. Simonsen,,5685048973,141,55.1,5685048975,212,9.2,5685048969,56,Back,5685048971,140,33.9,5685048977,213,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807079393,131,83,1,10,11,f1h34qp5zbfl489q8vnkhiq9s,0,67.3,41.9,2025-04-27T13:11:38.499Z,2025-04-27T13:11:44Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,5684702521,399,ayxi2m0g0pm6rl1ba5pto66z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807079457,100,3,1,10,13,6wwwud48qahpwrfxs20334qk5,1,37.6,46.6,2025-04-27T13:11:40.817Z,2025-04-27T15:08:05Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,5684702081,56,Back,5685011367,233,132,5684702083,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807079515,132,45,1,10,13,f1h34qp5zbfl489q8vnkhiq9s,0,62.4,53.4,2025-04-27T13:11:40.817Z,2025-04-27T15:08:06Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,5685011397,233,100,5685011359,285,,5684702395,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807079747,102,1,1,10,17,6wwwud48qahpwrfxs20334qk5,1,68.4,40.7,2025-04-27T13:11:44.009Z,2025-04-27T18:39:52Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,5684703545,140,64.4,5684703549,212,10.9,5684703547,141,55.5,5684703551,213,1.97,5684703543,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
