id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value
2746779277,164,1,1,14,8,8gxd9ry2580pu1b1dd5ny9ymy,1,25.3,62.7,2024-11-10T12:14:20.571Z,2024-11-10T12:14:23Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5355554305,140,26.5,5355554309,212,9.4,5355554311,213,4.85,5355554303,56,Back,5355554307,141,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746779303,165,1,1,14,13,8gxd9ry2580pu1b1dd5ny9ymy,1,26.8,45.5,2024-11-10T12:14:26.195Z,2024-11-10T12:14:26Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5355554411,212,19.0,5355554409,141,17.9,5355554405,56,Back,5355554407,140,29.5,5355554413,213,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746779359,166,1,1,14,14,8gxd9ry2580pu1b1dd5ny9ymy,1,29.5,17.9,2024-11-10T12:14:26.771Z,2024-11-10T12:14:30Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5355554559,212,12.6,5355554555,140,38.5,5355554561,213,5.56,5355554557,141,5.6,5355554553,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746779381,167,1,1,14,17,8gxd9ry2580pu1b1dd5ny9ymy,1,38.5,5.6,2024-11-10T12:14:29.827Z,2024-11-10T12:14:33Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5355554681,56,Back,5355554685,141,16.2,5355554689,213,2.48,5355554683,140,29.7,5355554687,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746779407,168,1,1,14,20,8gxd9ry2580pu1b1dd5ny9ymy,1,29.4,16.7,2024-11-10T12:14:33.179Z,2024-11-10T12:14:37Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5355554795,141,36.0,5355554799,213,1.53,5355554791,56,Back,5355554793,140,29.9,5355554797,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746779413,169,1,1,14,23,8gxd9ry2580pu1b1dd5ny9ymy,1,30.4,34.5,2024-11-10T12:14:36.235Z,2024-11-10T12:14:37Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5355554837,212,4.3,5355554833,140,31.3,5355554831,56,Back,5355554839,213,1.35,5355554835,141,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746779423,170,1,1,14,24,8gxd9ry2580pu1b1dd5ny9ymy,1,31.3,40.6,2024-11-10T12:14:36.731Z,2024-11-10T12:14:37Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5355554871,212,13.7,5355554865,56,Back,5355554869,141,53.0,5355554867,140,41.6,5355554873,213,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746779427,171,1,1,14,25,8gxd9ry2580pu1b1dd5ny9ymy,1,41.6,53.0,2024-11-10T12:14:37.491Z,2024-11-10T12:14:46Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5355554897,56,Back,5355554901,141,51.6,5355554905,213,3.36,5355554919,156,,5355554899,140,37.5,5355554903,212,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746779523,172,1,1,14,33,8gxd9ry2580pu1b1dd5ny9ymy,1,32.3,41.3,2024-11-10T12:14:45.883Z,2024-11-10T12:14:48Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5355555433,212,25.9,5355555427,56,Center,5355555435,213,0.01,5355555431,141,41.6,5355555429,140,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746779527,173,61,1,14,34,8gxd9ry2580pu1b1dd5ny9ymy,0,57.5,41.8,2024-11-10T12:14:46.723Z,2024-11-10T12:57:22Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5355555457,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746779561,104,1,1,14,36,8cfkisxf1fkxdqtt6tx1tup48,1,34.8,54.0,2024-11-10T12:14:48.674Z,2024-11-10T12:14:53Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,5355555641,212,14.0,5355555643,213,3.79,5355555635,56,Back,5355555639,141,41.5,5355555637,140,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746779617,105,1,1,14,40,8cfkisxf1fkxdqtt6tx1tup48,1,27.6,36.7,2024-11-10T12:14:52.962Z,2024-11-10T12:14:59Z,am3509ake84cde1xhb9264i22,M. Gudmann,,5355555935,213,2.62,5355555929,140,13.5,5355555931,141,49.3,5355555933,212,17.1,5355555927,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746779633,106,1,1,14,46,8cfkisxf1fkxdqtt6tx1tup48,1,13.9,53.1,2024-11-10T12:14:59.227Z,2024-11-10T12:15:01Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,5355556099,212,12.6,5355556095,140,25.2,5355556097,141,47.0,5355556093,56,Back,5355556101,213,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746779693,107,1,1,14,49,8cfkisxf1fkxdqtt6tx1tup48,1,25.5,47.0,2024-11-10T12:15:01.794Z,2024-11-10T12:15:10Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,5355556359,155,,5355556367,212,32.7,5355556363,140,31.9,5355556361,56,Back,5355556369,213,1.36,5355556365,141,94.1,5355556371,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746779695,108,1,1,14,57,8cfkisxf1fkxdqtt6tx1tup48,0,57.2,87.1,2024-11-10T12:15:09.562Z,2024-11-10T12:15:11Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,5355556389,1,,5355556385,212,35.8,5355556381,140,69.8,5355556379,56,Center,5355556387,213,5.09,5355556383,141,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746779707,174,8,1,15,0,8gxd9ry2580pu1b1dd5ny9ymy,1,34.3,38.9,2024-11-10T12:15:12.643Z,2024-11-10T12:15:12Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5355556439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746779719,176,1,1,15,0,8gxd9ry2580pu1b1dd5ny9ymy,1,34.3,38.9,2024-11-10T12:15:13.179Z,2024-11-10T12:15:14Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5355556493,212,5.7,5355556487,56,Back,5355556495,213,4.21,5355556489,140,31.7,5355556491,141,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746779737,177,1,1,15,2,8gxd9ry2580pu1b1dd5ny9ymy,1,31.7,31.6,2024-11-10T12:15:14.555Z,2024-11-10T12:15:17Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5355556589,141,50.3,5355556585,56,Back,5355556591,212,13.6,5355556587,140,27.2,5355556593,213,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746779773,178,1,1,15,5,8gxd9ry2580pu1b1dd5ny9ymy,1,27.5,53.3,2024-11-10T12:15:17.467Z,2024-11-10T12:15:20Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5355556757,212,25.2,5355556753,140,41.0,5355556751,56,Back,5355556759,213,0.97,5355556755,141,83.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746779809,179,1,1,15,8,8gxd9ry2580pu1b1dd5ny9ymy,1,41.2,83.9,2024-11-10T12:15:20.443Z,2024-11-10T12:15:22Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,5355556943,212,8.4,5355556937,56,Back,5355556941,141,72.3,5355556939,140,38.5,5355556945,213,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746779891,180,1,1,15,10,8gxd9ry2580pu1b1dd5ny9ymy,1,35.9,72.9,2024-11-10T12:15:22.651Z,2024-11-10T12:15:30Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5355557363,56,Back,5355557367,141,37.4,5355557365,140,34.2,5355557371,213,4.64,5355557369,212,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746779985,181,1,1,15,18,8gxd9ry2580pu1b1dd5ny9ymy,1,34.3,33.4,2024-11-10T12:15:30.795Z,2024-11-10T12:15:38Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5355557843,213,1.59,5355557841,212,14.4,5355557837,140,34.0,5355557839,141,54.6,5355557835,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746780029,182,1,1,15,26,8gxd9ry2580pu1b1dd5ny9ymy,1,35.2,57.0,2024-11-10T12:15:38.611Z,2024-11-10T12:15:43Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5355558099,141,10.9,5355558103,212,51.2,5355558091,155,,5355558107,213,5.62,5355558097,140,73.8,5355558111,1,,5355558093,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746780051,183,1,1,15,31,8gxd9ry2580pu1b1dd5ny9ymy,0,73.8,10.9,2024-11-10T12:15:43.739Z,2024-11-10T12:15:47Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5355558231,213,1.38,5355558225,140,75.7,5355558229,212,10.6,5355558223,56,Center,5355558227,141,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746780123,110,1,1,15,36,8cfkisxf1fkxdqtt6tx1tup48,1,24.7,66.4,2024-11-10T12:15:49.234Z,2024-11-10T12:15:57Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,5355558645,213,5.61,5355558639,140,55.6,5355558641,141,28.6,5355558643,212,41.4,5355558637,56,Center,5355558647,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746780171,111,1,1,15,44,8cfkisxf1fkxdqtt6tx1tup48,1,67.2,46.4,2024-11-10T12:15:57.010Z,2024-11-10T12:16:02Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,5355558877,56,Center,5355558883,212,26.0,5355558881,141,46.9,5355558879,140,92.0,5355558885,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746780189,112,3,1,15,49,8cfkisxf1fkxdqtt6tx1tup48,0,92.7,37.3,2024-11-10T12:16:01.451Z,2024-11-10T12:16:03Z,e2aqcawslcbpp88nia8eko2y1,J. Rothmann,,5355558987,286,,5355558985,56,Center,5355558991,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746780313,184,4,1,15,55,8gxd9ry2580pu1b1dd5ny9ymy,1,10.7,63.0,2024-11-10T12:16:07.306Z,2024-11-10T12:24:39Z,,,,5355560403,241,,5355560401,132,,5355561053,233,114,5355560091,285,,5355560085,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746780229,114,4,1,15,55,8cfkisxf1fkxdqtt6tx1tup48,0,89.3,37.0,2024-11-10T12:16:07.307Z,2024-11-10T12:24:39Z,e2aqcawslcbpp88nia8eko2y1,J. Rothmann,,5355561063,233,184,5355559805,55,116,5355559285,56,Center,5355559291,286,,5355560237,132,,5355560239,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746780295,116,17,1,16,0,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-11-10T12:16:12.772Z,2024-11-10T12:16:19Z,e2aqcawslcbpp88nia8eko2y1,J. Rothmann,,5355559765,132,243,5355559763,31,,5355559767,55,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746780645,185,1,1,16,33,8gxd9ry2580pu1b1dd5ny9ymy,1,9.2,59.1,2024-11-10T12:16:45.507Z,2024-11-10T12:16:48Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,5355561287,213,0.83,5355561283,141,74.1,5355561277,241,,5355561285,212,13.8,5355561281,140,18.1,5355561275,5,,5355561279,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746780677,186,1,1,16,36,8gxd9ry2580pu1b1dd5ny9ymy,1,21.1,73.6,2024-11-10T12:16:48.627Z,2024-11-10T12:16:52Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5355561485,140,9.3,5355561491,213,4.10,5355561489,212,21.4,5355561483,56,Back,5355561487,141,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746780759,187,1,1,16,39,8gxd9ry2580pu1b1dd5ny9ymy,1,8.8,47.5,2024-11-10T12:16:52.171Z,2024-11-10T12:17:01Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,5355561983,213,6.07,5355561973,157,,5355561977,140,55.6,5355561985,1,,5355561975,56,Center,5355561981,212,50.3,5355561979,141,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746780763,188,50,1,16,47,8gxd9ry2580pu1b1dd5ny9ymy,1,50.8,26.9,2024-11-10T12:16:59.858Z,2024-11-10T12:56:42Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5355574387,233,121,5355561989,56,Center,5355574187,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746780895,121,7,1,16,47,8cfkisxf1fkxdqtt6tx1tup48,1,49.2,73.1,2024-11-10T12:16:59.859Z,2024-11-10T12:24:44Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,5355567459,285,,5355574349,233,188,5355567457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746780781,118,1,1,16,49,8cfkisxf1fkxdqtt6tx1tup48,1,60.9,71.5,2024-11-10T12:17:02.178Z,2024-11-10T12:17:04Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,5355562087,56,Back,5355562093,212,28.1,5355562091,141,54.8,5355562089,140,36.4,5355562095,213,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746780825,119,1,1,16,52,8cfkisxf1fkxdqtt6tx1tup48,1,32.9,44.5,2024-11-10T12:17:04.305Z,2024-11-10T12:17:08Z,am3509ake84cde1xhb9264i22,M. Gudmann,,5355562341,213,5.07,5355562335,140,42.2,5355562339,212,27.7,5355562333,56,Back,5355562337,141,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746780839,120,1,1,16,55,8cfkisxf1fkxdqtt6tx1tup48,0,41.3,4.1,2024-11-10T12:17:08.193Z,2024-11-10T12:17:10Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,5355562441,155,,5355562445,140,80.2,5355562449,212,42.1,5355562443,56,Right,5355562447,141,18.8,5355562451,213,0.24,5355562453,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746780853,189,1,1,16,57,8gxd9ry2580pu1b1dd5ny9ymy,1,25.3,64.9,2024-11-10T12:17:10.052Z,2024-11-10T12:17:11Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5355562517,140,32.7,5355562513,3,,5355562521,212,11.3,5355562519,141,76.9,5355562515,56,Back,5355562523,213,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746780873,191,1,1,16,59,8gxd9ry2580pu1b1dd5ny9ymy,1,32.9,76.9,2024-11-10T12:17:11.659Z,2024-11-10T12:17:12Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5355562599,212,3.7,5355562595,140,30.0,5355562601,213,3.75,5355562597,141,73.8,5355562593,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746780947,192,1,1,17,0,8gxd9ry2580pu1b1dd5ny9ymy,1,30.0,73.8,2024-11-10T12:17:12.547Z,2024-11-10T12:17:19Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5355562967,140,34.9,5355562973,213,5.11,5355562969,141,55.8,5355562965,56,Back,5355562971,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746780963,193,1,1,17,7,8gxd9ry2580pu1b1dd5ny9ymy,1,31.4,57.6,2024-11-10T12:17:19.363Z,2024-11-10T12:17:23Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5355563021,56,Back,5355563029,213,4.14,5355563025,141,38.2,5355563027,212,15.7,5355563023,140,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746781069,195,1,1,17,13,8gxd9ry2580pu1b1dd5ny9ymy,1,25.0,40.1,2024-11-10T12:17:25.435Z,2024-11-10T12:17:30Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5355563541,213,1.59,5355563539,212,20.7,5355563535,140,24.6,5355563537,141,70.5,5355563533,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746781077,196,1,1,17,18,8gxd9ry2580pu1b1dd5ny9ymy,1,24.6,70.5,2024-11-10T12:17:30.555Z,2024-11-10T12:17:31Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5355563581,140,31.7,5355563579,56,Back,5355563585,212,12.0,5355563587,213,5.38,5355563583,141,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746781095,197,1,1,17,19,8gxd9ry2580pu1b1dd5ny9ymy,1,31.7,56.7,2024-11-10T12:17:31.451Z,2024-11-10T12:17:32Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5355563667,56,Back,5355563677,212,8.2,5355563671,140,26.2,5355563675,141,48.1,5355563679,213,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746781165,198,1,1,17,20,8gxd9ry2580pu1b1dd5ny9ymy,1,26.2,48.1,2024-11-10T12:17:32.508Z,2024-11-10T12:17:40Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5355564067,141,64.5,5355564063,140,28.3,5355564059,56,Back,5355564071,212,11.4,5355564075,213,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746781229,199,1,1,17,27,8gxd9ry2580pu1b1dd5ny9ymy,1,34.3,60.0,2024-11-10T12:17:39.900Z,2024-11-10T12:17:45Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5355564435,140,66.3,5355564439,212,35.9,5355564433,56,Center,5355564437,141,41.5,5355564441,213,5.92,5355564443,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746781235,200,4,1,17,30,8gxd9ry2580pu1b1dd5ny9ymy,1,63.6,41.5,2024-11-10T12:17:43.273Z,2024-11-10T12:17:58Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5355564541,286,,5355564567,233,122,5355564535,56,Center,5355564539,265,,5355564533,13,,5355564537,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746781203,122,4,1,17,30,8cfkisxf1fkxdqtt6tx1tup48,0,36.4,58.5,2024-11-10T12:17:43.274Z,2024-11-10T12:17:49Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,5355564361,265,,5355564357,56,Back,5355564579,233,200,5355564355,13,,5355564359,152,,5355564363,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746781397,201,1,1,17,52,8gxd9ry2580pu1b1dd5ny9ymy,1,64.6,46.1,2024-11-10T12:18:05.284Z,2024-11-10T12:18:09Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5355565365,213,4.07,5355565353,5,,5355565357,56,Center,5355565361,141,27.4,5355565363,212,15.8,5355565355,152,,5355565359,140,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746781407,202,1,1,17,56,8gxd9ry2580pu1b1dd5ny9ymy,1,55.4,27.4,2024-11-10T12:18:08.835Z,2024-11-10T12:18:10Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5355565439,212,13.3,5355565435,140,48.9,5355565437,141,44.2,5355565433,56,Back,5355565441,213,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746781417,203,1,1,17,57,8gxd9ry2580pu1b1dd5ny9ymy,1,48.9,44.2,2024-11-10T12:18:10.107Z,2024-11-10T12:18:12Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5355565513,213,5.30,5355565507,140,59.5,5355565509,141,19.7,5355565505,56,Right,5355565511,212,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746781435,204,1,1,17,59,8gxd9ry2580pu1b1dd5ny9ymy,1,59.5,19.7,2024-11-10T12:18:11.891Z,2024-11-10T12:18:14Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5355565631,212,8.2,5355565625,56,Center,5355565629,141,27.7,5355565633,213,2.42,5355565627,140,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746781455,205,1,1,18,1,8gxd9ry2580pu1b1dd5ny9ymy,1,53.6,27.7,2024-11-10T12:18:13.604Z,2024-11-10T12:18:15Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5355565717,213,5.76,5355565713,141,16.5,5355565715,212,15.3,5355565709,56,Right,5355565711,140,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746781541,206,1,1,18,2,8gxd9ry2580pu1b1dd5ny9ymy,1,66.3,16.5,2024-11-10T12:18:15.059Z,2024-11-10T12:18:24Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5355566123,56,Center,5355566127,141,21.6,5355566131,213,0.47,5355566125,140,72.8,5355566129,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746781475,123,83,1,18,5,8cfkisxf1fkxdqtt6tx1tup48,0,24.2,88.0,2024-11-10T12:18:17.801Z,2024-11-10T12:18:27Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,5355566393,399,4oxf446ya7jwulq6hxlp8r36d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746781491,124,83,1,18,7,8cfkisxf1fkxdqtt6tx1tup48,0,20.1,88.9,2024-11-10T12:18:19.314Z,2024-11-10T12:18:27Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,5355566351,399,4oxf446ya7jwulq6hxlp8r36d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746781557,207,1,1,18,9,8gxd9ry2580pu1b1dd5ny9ymy,0,91.4,12.2,2024-11-10T12:18:21.374Z,2024-11-10T12:18:27Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5355566229,236,,5355566221,213,1.57,5355566219,212,2.9,5355566215,140,91.4,5355566209,2,,5355566231,233,125,5355566217,141,16.5,5355566213,56,Right,5355566235,286,,,,,,,,,,,,,,,,,,,,,,
2746781513,125,12,1,18,9,8cfkisxf1fkxdqtt6tx1tup48,1,15.5,88.6,2024-11-10T12:18:21.474Z,2024-11-10T12:18:26Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,5355566017,56,Back,5355566283,233,207,5355566015,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746781521,126,6,1,18,9,8cfkisxf1fkxdqtt6tx1tup48,0,14.2,87.6,2024-11-10T12:18:22.250Z,2024-11-10T14:07:40Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,5355566149,73,,5355586443,233,208,5355566147,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746781589,208,6,1,18,9,8gxd9ry2580pu1b1dd5ny9ymy,1,85.8,12.4,2024-11-10T12:18:22.250Z,2024-11-10T14:07:40Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5355586411,233,126,5355566459,56,Right,5355566463,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746781821,209,1,1,18,41,8gxd9ry2580pu1b1dd5ny9ymy,0,99.6,0.7000000000000001,2024-11-10T12:18:53.787Z,2024-11-10T12:32:52Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5355567685,212,30.9,5355567681,140,97.2,5355567687,213,1.65,5355567683,141,46.0,5355567671,2,,5355567675,155,,5355567679,56,Center,5355567673,6,,5355567677,223,,,,,,,,,,,,,,,,,,,,,,
2746781825,127,12,1,18,42,8cfkisxf1fkxdqtt6tx1tup48,1,10.8,59.7,2024-11-10T12:18:54.305Z,2024-11-10T12:18:55Z,am3509ake84cde1xhb9264i22,M. Gudmann,,5355567779,15,,5355567711,212,17.8,5355567705,56,Back,5355567709,141,35.2,5355567713,213,5.07,5355567707,140,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746781853,210,1,1,18,45,8gxd9ry2580pu1b1dd5ny9ymy,0,87.8,54.2,2024-11-10T12:18:57.747Z,2024-11-10T15:15:47Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5356314063,141,50.1,5356314055,155,,5356314059,140,97.7,5355567895,56,Center,5356314065,212,10.8,5356314069,213,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746781897,128,43,1,18,45,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-11-10T12:18:57.847Z,2024-11-10T14:33:44Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,5355568151,182,0,5355568153,56,Back,5355568149,178,0,5356314491,144,10,5355568147,173,0,5355611595,233,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746781953,130,1,1,18,49,8cfkisxf1fkxdqtt6tx1tup48,0,13.8,47.5,2024-11-10T12:19:01.585Z,2024-11-10T12:19:29Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,5355568413,212,49.3,5355568397,199,,5355568417,1,,5355568401,56,Center,5355568415,213,6.17,5355568409,141,39.5,5355568405,140,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746781947,211,1,1,18,53,8gxd9ry2580pu1b1dd5ny9ymy,1,33.9,54.8,2024-11-10T12:19:05.299Z,2024-11-10T12:19:06Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5355568363,141,37.4,5355568367,213,5.27,5355568359,56,Back,5355568365,212,13.9,5355568361,140,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746781985,213,1,1,18,54,8gxd9ry2580pu1b1dd5ny9ymy,1,40.9,37.4,2024-11-10T12:19:06.547Z,2024-11-10T12:19:08Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5355568567,141,11.6,5355568563,56,Back,5355568569,212,18.4,5355568571,213,5.01,5355568565,140,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
