id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2714955207,200,1,1,20,14,f1h34qp5zbfl489q8vnkhiq9s,1,40.6,45.4,2024-08-30T17:49:58.166Z,2024-08-30T17:50:02Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5181685605,213,4.94,5181685601,141,8.8,5181685603,212,25.5,5181685597,56,Back,5181685599,140,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714955239,201,1,1,20,18,f1h34qp5zbfl489q8vnkhiq9s,1,55.1,7.9,2024-08-30T17:50:02.414Z,2024-08-30T17:50:05Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5181685719,140,47.3,5181685721,141,17.5,5181685725,213,2.47,5181685717,56,Back,5181685723,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714955269,202,1,1,20,21,f1h34qp5zbfl489q8vnkhiq9s,1,53.7,22.9,2024-08-30T17:50:05.350Z,2024-08-30T17:50:09Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5181685913,56,Center,5181685915,140,58.3,5181685919,212,24.0,5181685917,141,57.5,5181685921,213,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714955295,203,1,1,20,25,f1h34qp5zbfl489q8vnkhiq9s,1,66.5,65.4,2024-08-30T17:50:09.670Z,2024-08-30T17:50:12Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5181686033,213,1.07,5181686027,140,74.4,5181686017,56,Left,5181686029,141,87.6,5181686031,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714955319,204,1,1,20,28,f1h34qp5zbfl489q8vnkhiq9s,1,72.8,90.5,2024-08-30T17:50:11.830Z,2024-08-30T17:50:15Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5181686173,140,48.5,5181686177,212,27.2,5181686175,141,76.7,5181686179,213,3.49,5181686171,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714955335,205,1,1,20,32,f1h34qp5zbfl489q8vnkhiq9s,1,45.8,73.5,2024-08-30T17:50:15.806Z,2024-08-30T17:50:17Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5181686277,141,47.3,5181686281,213,5.38,5181686273,56,Center,5181686275,140,59.1,5181686279,212,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714955369,206,1,1,20,34,f1h34qp5zbfl489q8vnkhiq9s,1,58.8,47.3,2024-08-30T17:50:17.782Z,2024-08-30T17:50:21Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5181686463,156,,5181686457,212,21.5,5181686453,140,39.1,5181686455,141,38.5,5181686459,213,3.42,5181686451,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714955425,207,1,1,20,38,f1h34qp5zbfl489q8vnkhiq9s,1,41.5,30.7,2024-08-30T17:50:22.646Z,2024-08-30T17:50:27Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5181686699,140,49.8,5181686701,141,44.0,5181686705,213,0.80,5181686703,212,12.6,5181686697,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714955461,208,1,1,20,43,f1h34qp5zbfl489q8vnkhiq9s,1,48.8,44.2,2024-08-30T17:50:27.086Z,2024-08-30T17:50:32Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5181686905,141,27.4,5181686909,213,4.02,5181686901,56,Back,5181686903,140,39.7,5181686907,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714955505,209,1,1,20,48,f1h34qp5zbfl489q8vnkhiq9s,1,48.4,31.1,2024-08-30T17:50:31.990Z,2024-08-30T17:50:39Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5181687179,141,56.3,5181687175,140,32.2,5181687171,56,Back,5181687185,213,2.35,5181687183,212,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714955517,210,1,1,20,55,f1h34qp5zbfl489q8vnkhiq9s,0,44.3,48.8,2024-08-30T17:50:39.063Z,2024-08-30T17:50:41Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5181687265,155,,5181687269,140,65.6,5181687271,141,0.0,5181687275,213,5.29,5181687277,1,,5181687267,56,Right,5181687273,212,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714955553,202,5,1,20,57,bd4qakf7j0wwie8wke9km7uj8,1,35.6,101.6,2024-08-30T17:50:41.291Z,2024-08-30T18:31:06Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5181687489,233,211,5181687461,347,,5181687459,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714955523,211,5,1,20,57,f1h34qp5zbfl489q8vnkhiq9s,0,64.4,-1.6,2024-08-30T17:50:41.291Z,2024-08-30T18:31:06Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5181687297,347,,5181687513,233,202,5181687295,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714955575,203,1,1,21,1,bd4qakf7j0wwie8wke9km7uj8,1,37.3,100.0,2024-08-30T17:50:45.519Z,2024-08-30T17:50:48Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5181687583,141,89.0,5181687577,107,,5181687615,189,,5181687581,140,25.1,5181687589,213,3.71,5181687585,212,15.2,5181687579,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714955605,204,1,1,21,5,bd4qakf7j0wwie8wke9km7uj8,1,28.2,90.6,2024-08-30T17:50:49.246Z,2024-08-30T17:50:52Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5181687727,140,40.2,5181687733,213,5.37,5181687725,56,Back,5181687731,212,20.7,5181687729,141,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714955623,205,1,1,21,8,bd4qakf7j0wwie8wke9km7uj8,1,41.1,61.1,2024-08-30T17:50:52.619Z,2024-08-30T17:50:55Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5181687851,56,Back,5181687859,213,4.81,5181687855,141,17.3,5181687853,140,44.0,5181687857,212,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714955653,206,1,1,21,11,bd4qakf7j0wwie8wke9km7uj8,1,44.0,17.3,2024-08-30T17:50:55.015Z,2024-08-30T17:50:57Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5181687995,213,5.84,5181687991,141,5.0,5181687993,212,19.6,5181687987,56,Right,5181687989,140,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714955663,207,1,1,21,13,bd4qakf7j0wwie8wke9km7uj8,1,66.4,3.4,2024-08-30T17:50:57.072Z,2024-08-30T17:50:58Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5181688059,213,3.08,5181688055,141,4.6,5181688051,56,Right,5181688053,140,53.8,5181688057,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714955699,208,1,1,21,14,bd4qakf7j0wwie8wke9km7uj8,1,53.8,4.6,2024-08-30T17:50:58.592Z,2024-08-30T17:51:02Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5181688223,141,28.4,5181688225,212,17.2,5181688221,140,59.4,5181688227,213,1.22,5181688219,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714955711,209,1,1,21,18,bd4qakf7j0wwie8wke9km7uj8,1,58.8,31.0,2024-08-30T17:51:01.846Z,2024-08-30T17:51:03Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5181688275,140,51.5,5181688279,212,16.6,5181688273,56,Center,5181688277,141,52.7,5181688281,213,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714955745,210,1,1,21,19,bd4qakf7j0wwie8wke9km7uj8,1,51.5,52.7,2024-08-30T17:51:03.367Z,2024-08-30T17:51:07Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5181688445,56,Back,5181688449,141,37.7,5181688453,213,3.73,5181688451,212,18.5,5181688447,140,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714955829,211,1,1,21,23,bd4qakf7j0wwie8wke9km7uj8,1,36.7,38.8,2024-08-30T17:51:06.911Z,2024-08-30T17:51:17Z,4brcvdxviy9f03iwcavxll80l,H. Askham,,,5181688927,213,1.76,5181688925,212,23.4,5181688921,140,32.6,5181688923,141,72.6,5181688917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714955853,212,1,1,21,34,bd4qakf7j0wwie8wke9km7uj8,1,53.0,81.8,2024-08-30T17:51:17.799Z,2024-08-30T17:51:21Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5181689053,56,Back,5181689059,212,24.4,5181689055,140,32.0,5181689057,141,66.6,5181689061,213,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714955865,213,1,1,21,37,bd4qakf7j0wwie8wke9km7uj8,1,32.0,66.6,2024-08-30T17:51:20.974Z,2024-08-30T17:51:23Z,4brcvdxviy9f03iwcavxll80l,H. Askham,,,5181689099,212,14.7,5181689095,140,43.8,5181689101,213,5.72,5181689093,56,Back,5181689097,141,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714955875,214,1,1,21,39,bd4qakf7j0wwie8wke9km7uj8,1,43.7,55.1,2024-08-30T17:51:22.830Z,2024-08-30T17:51:24Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5181689161,213,2.69,5181689157,141,64.4,5181689159,212,14.6,5181689155,140,31.2,5181689153,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714955893,215,1,1,21,40,bd4qakf7j0wwie8wke9km7uj8,1,31.2,64.4,2024-08-30T17:51:24.539Z,2024-08-30T17:51:28Z,4brcvdxviy9f03iwcavxll80l,H. Askham,,,5181689253,212,23.3,5181689249,140,22.5,5181689255,213,4.31,5181689247,56,Back,5181689251,141,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714955909,216,1,1,21,44,bd4qakf7j0wwie8wke9km7uj8,1,23.9,39.4,2024-08-30T17:51:27.830Z,2024-08-30T17:51:29Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5181689313,140,8.9,5181689315,141,52.1,5181689319,213,2.64,5181689311,56,Back,5181689317,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714955957,218,1,1,21,47,bd4qakf7j0wwie8wke9km7uj8,1,10.1,52.1,2024-08-30T17:51:30.839Z,2024-08-30T17:51:36Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5181689573,56,Center,5181689571,157,,5181689579,212,61.3,5181689575,140,68.4,5181689577,141,47.0,5181689581,213,6.23,5181689583,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714955953,212,43,1,21,51,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2024-08-30T17:51:35.254Z,2024-08-30T17:51:40Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5181689553,56,Back,5181689555,285,0,5181689649,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714955959,219,61,1,21,51,bd4qakf7j0wwie8wke9km7uj8,1,68.4,47.0,2024-08-30T17:51:35.542Z,2024-08-30T18:26:44Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5181689589,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714955955,213,1,1,21,51,f1h34qp5zbfl489q8vnkhiq9s,0,34.6,45.0,2024-08-30T17:51:35.694Z,2024-08-30T18:25:04Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5181898883,140,49.9,5181689559,56,Back,5181898885,141,47.0,5181898889,213,0.08,5181898879,157,,5181898887,212,16.1,5181898891,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714955969,220,1,1,21,54,bd4qakf7j0wwie8wke9km7uj8,1,45.8,40.0,2024-08-30T17:51:37.999Z,2024-08-30T17:51:41Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5181689663,56,Center,5181689669,212,15.3,5181689665,140,55.1,5181689667,141,22.7,5181689671,213,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714955991,221,1,1,21,57,bd4qakf7j0wwie8wke9km7uj8,1,59.7,20.8,2024-08-30T17:51:41.079Z,2024-08-30T17:51:43Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5181689817,141,44.9,5181689821,212,28.7,5181689825,213,2.53,5181689813,56,Back,5181689815,140,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956009,222,1,1,21,59,bd4qakf7j0wwie8wke9km7uj8,1,37.3,44.9,2024-08-30T17:51:43.758Z,2024-08-30T17:51:46Z,4brcvdxviy9f03iwcavxll80l,H. Askham,,,5181689921,213,0.11,5181689917,141,46.6,5181689919,212,10.5,5181689915,140,47.2,5181689913,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956017,223,1,1,22,2,bd4qakf7j0wwie8wke9km7uj8,1,52.0,44.3,2024-08-30T17:51:46.110Z,2024-08-30T17:51:49Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5181689973,56,Center,5181689979,212,21.2,5181689975,140,72.1,5181689981,213,0.10,5181689977,141,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956019,224,3,1,22,5,bd4qakf7j0wwie8wke9km7uj8,0,71.2,45.8,2024-08-30T17:51:48.854Z,2024-08-30T18:30:44Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5181689993,56,Center,5181690147,233,214,5181689995,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956039,214,7,1,22,5,f1h34qp5zbfl489q8vnkhiq9s,1,28.8,54.2,2024-08-30T17:51:48.855Z,2024-08-30T18:30:44Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5181690143,233,224,5181690119,285,,5181690117,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956093,216,1,1,22,6,f1h34qp5zbfl489q8vnkhiq9s,1,33.7,42.7,2024-08-30T17:51:50.725Z,2024-08-30T17:51:59Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5181690441,141,14.5,5181690437,56,Back,5181690445,213,5.39,5181690443,212,24.7,5181690439,140,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956113,217,1,1,22,15,f1h34qp5zbfl489q8vnkhiq9s,1,74.7,8.9,2024-08-30T17:51:59.301Z,2024-08-30T17:52:02Z,6m4anciafmzc24s44xszymbc9,P. Bjur,,,5181690543,140,60.5,5181690549,213,2.73,5181690545,141,18.4,5181690541,56,Right,5181690547,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956121,218,1,1,22,18,f1h34qp5zbfl489q8vnkhiq9s,1,60.5,18.4,2024-08-30T17:52:02.214Z,2024-08-30T17:52:03Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5181690605,213,5.38,5181690601,141,2.5,5181690603,212,13.8,5181690597,56,Right,5181690599,140,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956127,219,1,1,22,19,f1h34qp5zbfl489q8vnkhiq9s,1,68.7,2.5,2024-08-30T17:52:03.189Z,2024-08-30T17:52:04Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5181690659,140,62.3,5181690663,212,9.4,5181690657,56,Right,5181690665,213,2.37,5181690661,141,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956139,220,1,1,22,20,f1h34qp5zbfl489q8vnkhiq9s,1,62.3,12.1,2024-08-30T17:52:04.637Z,2024-08-30T17:52:06Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5181690743,141,3.8,5181690751,213,5.75,5181690747,212,11.1,5181690735,56,Right,5181690739,140,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956155,221,1,1,22,22,f1h34qp5zbfl489q8vnkhiq9s,1,72.0,4.9,2024-08-30T17:52:06.421Z,2024-08-30T17:52:09Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5181690835,56,Right,5181690839,141,13.1,5181690837,140,64.9,5181690841,212,9.3,5181690843,213,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956163,222,1,1,22,25,f1h34qp5zbfl489q8vnkhiq9s,1,64.0,14.3,2024-08-30T17:52:08.893Z,2024-08-30T17:52:11Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5181690877,212,11.4,5181690873,140,73.2,5181690871,56,Right,5181690879,213,5.72,5181690875,141,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956171,223,1,1,22,27,f1h34qp5zbfl489q8vnkhiq9s,1,73.2,5.3,2024-08-30T17:52:11.164Z,2024-08-30T17:52:12Z,6m4anciafmzc24s44xszymbc9,P. Bjur,,,5181690939,141,11.9,5181690935,56,Right,5181690941,212,12.3,5181690937,140,62.3,5181690943,213,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956177,224,1,1,22,30,f1h34qp5zbfl489q8vnkhiq9s,1,69.0,7.3,2024-08-30T17:52:14.629Z,2024-08-30T17:52:15Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5181690987,141,12.7,5181690993,213,0.43,5181690983,140,76.7,5181690981,56,Right,5181690991,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956193,225,1,1,22,31,f1h34qp5zbfl489q8vnkhiq9s,1,76.7,12.7,2024-08-30T17:52:15.621Z,2024-08-30T17:52:19Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5181691115,212,14.9,5181691111,140,90.2,5181691109,56,Right,5181691113,141,5.9,5181691117,213,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956199,226,1,1,22,35,f1h34qp5zbfl489q8vnkhiq9s,0,90.6,5.3,2024-08-30T17:52:19.469Z,2024-08-30T17:52:20Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5181691153,140,87.3,5181691157,212,11.3,5181691159,213,1.88,5181691155,141,21.1,5181691151,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956209,225,8,1,22,37,bd4qakf7j0wwie8wke9km7uj8,1,18.0,72.9,2024-08-30T17:52:21.109Z,2024-08-30T17:52:21Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5181691197,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956225,226,3,1,22,39,bd4qakf7j0wwie8wke9km7uj8,0,15.6,75.8,2024-08-30T17:52:23.134Z,2024-08-30T17:52:27Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5181691317,233,227,5181691257,56,Back,5181691259,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956229,227,7,1,22,39,f1h34qp5zbfl489q8vnkhiq9s,0,84.4,24.2,2024-08-30T17:52:23.135Z,2024-08-30T18:24:29Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5181691273,56,Center,5181691303,233,226,5181691275,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956293,228,1,1,22,40,f1h34qp5zbfl489q8vnkhiq9s,0,93.6,16.4,2024-08-30T17:52:24.129Z,2024-08-30T17:53:01Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5181691609,140,93.9,5181692655,236,,5181691607,56,Right,5181691603,2,,5181691613,212,1.3,5181691605,155,,5181691611,141,18.2,5181691615,213,1.32,5181692657,233,228,5181692663,286,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956401,228,12,1,22,40,bd4qakf7j0wwie8wke9km7uj8,1,7.9,82.2,2024-08-30T17:52:24.229Z,2024-08-30T17:54:05Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5181692273,56,Back,5181692755,233,228,5181692271,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956399,227,6,1,22,42,bd4qakf7j0wwie8wke9km7uj8,0,0.0,37.8,2024-08-30T17:52:26.582Z,2024-08-30T18:31:14Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5181692267,56,Back,5181692769,73,,5181692793,233,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956301,229,6,1,22,42,f1h34qp5zbfl489q8vnkhiq9s,1,100.0,62.2,2024-08-30T17:52:26.582Z,2024-08-30T18:31:13Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5181692215,75,,5181691637,56,Center,5181692783,233,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956537,230,1,1,23,20,f1h34qp5zbfl489q8vnkhiq9s,0,99.6,0.2,2024-08-30T17:53:04.493Z,2024-08-30T17:53:06Z,6m4anciafmzc24s44xszymbc9,P. Bjur,,,5181692921,155,,5181692929,141,33.7,5181692931,212,23.6,5181692925,56,Center,5181692933,213,1.84,5181692917,2,,5181692923,223,,5181692919,6,,5181692927,140,93.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956543,229,12,1,23,23,bd4qakf7j0wwie8wke9km7uj8,1,8.0,61.2,2024-08-30T17:53:07.317Z,2024-08-30T17:54:07Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5181692975,212,18.7,5181692971,140,24.8,5181692973,141,52.2,5181692983,15,,5181692969,56,Back,5181692977,213,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956579,231,1,1,23,25,f1h34qp5zbfl489q8vnkhiq9s,0,73.9,52.8,2024-08-30T17:53:09.590Z,2024-08-30T17:53:10Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5181693111,212,10.3,5181693105,56,Center,5181693109,141,46.3,5181693113,213,5.84,5181693107,140,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956633,232,83,1,23,32,f1h34qp5zbfl489q8vnkhiq9s,0,41.0,16.4,2024-08-30T17:53:15.812Z,2024-08-30T18:24:48Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5181898021,399,99tm7b6ux9s4qocz0y4pcahas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956635,231,3,1,23,32,bd4qakf7j0wwie8wke9km7uj8,0,58.9,85.1,2024-08-30T17:53:16.694Z,2024-08-30T17:53:17Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5181693395,211,,5181693361,286,,5181693359,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956657,232,5,1,23,35,bd4qakf7j0wwie8wke9km7uj8,0,69.4,101.4,2024-08-30T17:53:19.038Z,2024-08-30T18:31:07Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5181693613,233,233,5181693505,347,,5181693503,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956671,233,5,1,23,35,f1h34qp5zbfl489q8vnkhiq9s,1,30.6,-1.4,2024-08-30T17:53:19.038Z,2024-08-30T18:31:06Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5181693561,347,,5181693587,233,232,5181693559,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956711,234,1,1,23,36,f1h34qp5zbfl489q8vnkhiq9s,1,29.6,0.0,2024-08-30T17:53:20.556Z,2024-08-30T17:53:26Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5181693807,212,26.9,5181693799,107,,5181693803,140,11.7,5181693811,1,,5181693809,213,2.34,5181693805,141,26.3,5181693801,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956743,235,1,1,23,42,f1h34qp5zbfl489q8vnkhiq9s,1,12.8,27.2,2024-08-30T17:53:26.756Z,2024-08-30T17:53:30Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5181693945,212,18.3,5181693941,140,30.1,5181693943,141,23.5,5181693947,213,6.15,5181693939,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956761,236,1,1,23,46,f1h34qp5zbfl489q8vnkhiq9s,1,29.8,21.8,2024-08-30T17:53:30.100Z,2024-08-30T17:53:33Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5181694033,212,9.2,5181694027,56,Back,5181694031,141,34.7,5181694029,140,32.4,5181694035,213,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956771,237,1,1,23,49,f1h34qp5zbfl489q8vnkhiq9s,1,35.6,34.1,2024-08-30T17:53:33.756Z,2024-08-30T17:53:36Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5181694091,140,37.5,5181694095,212,19.6,5181694093,141,5.5,5181694089,56,Back,5181694097,213,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
