id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value
2751281839,187,1,1,25,32,b8oqgvx1ijeyn6y1cn6929ix4,1,25.6,62.4,2024-11-24T14:27:01.747Z,2024-11-24T14:27:07Z,3ywgt5v070xudujs9f7cuqm7d,J. Vetter,,,5380157079,140,29.9,5380157083,212,13.9,5380157077,56,Back,5380157085,213,1.24,5380157081,141,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751281881,188,1,1,25,36,b8oqgvx1ijeyn6y1cn6929ix4,1,34.9,85.7,2024-11-24T14:27:05.715Z,2024-11-24T14:27:09Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5380157333,213,0.03,5380157325,56,Left,5380157329,141,86.5,5380157327,140,55.6,5380157331,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751281917,189,1,1,25,38,b8oqgvx1ijeyn6y1cn6929ix4,1,55.8,86.0,2024-11-24T14:27:07.955Z,2024-11-24T14:27:10Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5380157575,141,78.5,5380157571,56,Center,5380157579,213,4.47,5380157577,212,5.3,5380157573,140,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751281965,190,1,1,25,39,b8oqgvx1ijeyn6y1cn6929ix4,1,54.6,78.5,2024-11-24T14:27:09.475Z,2024-11-24T14:27:12Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5380157823,213,1.77,5380157815,56,Left,5380157821,212,9.8,5380157817,140,52.8,5380157819,141,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751281985,191,1,1,25,41,b8oqgvx1ijeyn6y1cn6929ix4,1,52.8,92.6,2024-11-24T14:27:11.435Z,2024-11-24T14:27:13Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5380157943,141,90.8,5380157939,56,Left,5380157947,213,6.13,5380157945,212,8.1,5380157941,140,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751281991,192,1,1,25,42,b8oqgvx1ijeyn6y1cn6929ix4,1,60.4,90.8,2024-11-24T14:27:12.387Z,2024-11-24T14:27:14Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5380158023,156,,5380157977,212,7.0,5380157979,213,3.05,5380157975,141,91.7,5380157971,56,Left,5380157973,140,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751282089,193,1,1,25,44,b8oqgvx1ijeyn6y1cn6929ix4,1,57.6,90.9,2024-11-24T14:27:13.970Z,2024-11-24T14:27:19Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5380158443,56,Left,5380158451,213,6.27,5380158449,212,29.2,5380158447,141,90.3,5380158445,140,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751282115,194,1,1,25,48,b8oqgvx1ijeyn6y1cn6929ix4,0,87.6,88.7,2024-11-24T14:27:17.763Z,2024-11-24T14:27:21Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5380158577,213,4.91,5380158565,2,,5380158569,56,Center,5380158575,212,19.5,5380158571,140,91.2,5380158573,141,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751282133,238,8,1,25,52,6wwwud48qahpwrfxs20334qk5,1,5.3,43.4,2024-11-24T14:27:22.164Z,2024-11-24T14:27:22Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5380158659,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751282381,240,1,1,26,0,6wwwud48qahpwrfxs20334qk5,1,8.8,56.1,2024-11-24T14:27:29.981Z,2024-11-24T14:27:38Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5380160027,213,0.97,5380160019,56,Back,5380160017,123,,5380160021,140,15.2,5380160025,212,11.9,5380160023,141,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751282415,241,1,1,26,8,6wwwud48qahpwrfxs20334qk5,1,18.1,68.5,2024-11-24T14:27:37.988Z,2024-11-24T14:52:30Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5380160177,56,Back,5380160183,212,26.3,5380160179,140,27.5,5380160245,189,,5380160181,141,32.7,5380160185,213,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751282459,242,1,1,26,11,6wwwud48qahpwrfxs20334qk5,1,31.2,30.7,2024-11-24T14:27:40.716Z,2024-11-24T14:27:42Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5380160459,213,5.64,5380160457,212,15.9,5380160455,141,16.7,5380160451,56,Back,5380160453,140,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751282465,243,1,1,26,12,6wwwud48qahpwrfxs20334qk5,1,43.3,16.7,2024-11-24T14:27:41.676Z,2024-11-24T14:27:43Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5380160509,140,52.7,5380160507,56,Right,5380160513,141,12.3,5380160519,213,5.99,5380160515,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751282513,244,1,1,26,13,6wwwud48qahpwrfxs20334qk5,1,52.7,12.3,2024-11-24T14:27:42.845Z,2024-11-24T14:27:45Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5380160773,140,31.9,5380160777,212,22.0,5380160779,213,3.03,5380160775,141,15.8,5380160771,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751282561,245,1,1,26,16,6wwwud48qahpwrfxs20334qk5,1,31.9,15.8,2024-11-24T14:27:45.685Z,2024-11-24T14:27:50Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5380161057,141,55.4,5380161059,212,28.0,5380161061,213,1.85,5380161055,140,24.6,5380161053,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751282595,246,1,1,26,20,6wwwud48qahpwrfxs20334qk5,1,29.9,61.4,2024-11-24T14:27:49.869Z,2024-11-24T14:27:52Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5380161263,56,Back,5380161271,213,0.71,5380161267,141,82.1,5380161269,212,21.5,5380161265,140,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751282617,247,1,1,26,22,6wwwud48qahpwrfxs20334qk5,1,43.8,82.0,2024-11-24T14:27:52.181Z,2024-11-24T14:27:54Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5380161425,212,10.2,5380161421,140,39.3,5380161427,213,4.23,5380161419,56,Back,5380161423,141,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751282647,248,1,1,26,24,6wwwud48qahpwrfxs20334qk5,1,39.3,68.7,2024-11-24T14:27:53.868Z,2024-11-24T14:27:56Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5380161633,140,52.7,5380161639,213,0.63,5380161637,212,17.4,5380161635,141,83.8,5380161631,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751282687,249,1,1,26,26,6wwwud48qahpwrfxs20334qk5,1,48.9,74.2,2024-11-24T14:27:56.501Z,2024-11-24T14:27:58Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5380161807,213,3.65,5380161801,140,36.8,5380161805,212,14.5,5380161799,56,Back,5380161803,141,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751282799,250,1,1,26,28,6wwwud48qahpwrfxs20334qk5,1,36.6,63.9,2024-11-24T14:27:57.981Z,2024-11-24T14:28:05Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5380162443,56,Back,5380162451,213,4.79,5380162449,212,19.2,5380162447,141,35.8,5380162445,140,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751282849,251,1,1,26,35,6wwwud48qahpwrfxs20334qk5,1,42.4,37.0,2024-11-24T14:28:05.252Z,2024-11-24T14:28:07Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5380162705,140,32.2,5380162709,212,14.5,5380162707,141,51.3,5380162703,56,Back,5380162711,213,2.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751282923,252,1,1,26,37,6wwwud48qahpwrfxs20334qk5,1,32.2,51.9,2024-11-24T14:28:07.365Z,2024-11-24T14:28:11Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5380163149,56,Left,5380163153,141,81.1,5380163157,213,0.71,5380163151,140,54.1,5380163155,212,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751283003,253,1,1,26,41,6wwwud48qahpwrfxs20334qk5,1,63.5,86.0,2024-11-24T14:28:11.596Z,2024-11-24T14:28:15Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5380163593,140,56.5,5380163595,141,72.0,5380163591,56,Center,5380163599,213,4.05,5380163597,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751283007,254,50,1,26,45,6wwwud48qahpwrfxs20334qk5,1,56.8,74.7,2024-11-24T14:28:15.146Z,2024-11-24T14:40:14Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5380163851,233,195,5380163611,56,Center,5380163613,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751283029,195,7,1,26,45,b8oqgvx1ijeyn6y1cn6929ix4,1,43.2,25.3,2024-11-24T14:28:15.147Z,2024-11-24T14:40:13Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5380163747,285,,5380163745,56,Back,5380163831,233,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751283145,197,1,1,26,49,b8oqgvx1ijeyn6y1cn6929ix4,1,70.0,49.7,2024-11-24T14:28:18.899Z,2024-11-24T14:29:11Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,1.0,,5380164327,140,86.4,5380168801,210,15,5380164331,141,30.7,5380164335,213,5.64,5380164333,212,21.5,5380168803,154,,5380164323,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751283159,198,15,1,26,52,b8oqgvx1ijeyn6y1cn6929ix4,1,95.1,34.0,2024-11-24T14:28:21.932Z,2024-11-24T16:26:28Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5380168841,146,98.4,5380164375,56,Center,5380168843,147,47.3,5380168839,103,17.1,5380168893,233,255,5380168827,80,,5380168581,23,,5380872593,62,,5380168833,55,5380168837,102,46.8,5380168831,154,5380168829,29,5380168583,20,,,,197,,,,,,,,,,,,,
2751283175,255,10,1,26,52,6wwwud48qahpwrfxs20334qk5,1,1.6,57.0,2024-11-24T14:28:22.032Z,2024-11-24T16:50:06Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5380164473,173,,5380164477,178,,5380164479,182,,5380168923,233,198,5380164481,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751283181,199,61,1,26,54,b8oqgvx1ijeyn6y1cn6929ix4,0,89.8,42.4,2024-11-24T14:28:24.315Z,2024-11-24T14:49:08Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5380164501,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751283491,201,61,1,26,55,b8oqgvx1ijeyn6y1cn6929ix4,1,88.8,28.8,2024-11-24T14:28:24.756Z,2024-11-24T14:49:06Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5380166273,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751283255,256,12,1,26,56,6wwwud48qahpwrfxs20334qk5,1,11.1,59.7,2024-11-24T14:28:26.140Z,2024-11-24T14:58:58Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5380164911,213,1.27,5380164903,56,Back,5380164907,141,64.2,5380164909,212,3.2,5380164905,140,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751283275,200,5,1,26,59,b8oqgvx1ijeyn6y1cn6929ix4,0,84.6,-1.1,2024-11-24T14:28:28.707Z,2024-11-24T15:02:38Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5380165033,56,Right,5380165117,233,257,5380165035,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751283257,257,5,1,26,59,6wwwud48qahpwrfxs20334qk5,1,15.4,101.1,2024-11-24T14:28:28.707Z,2024-11-24T15:02:37Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5380164917,56,Back,5380165161,233,200,5380164919,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751283599,258,1,1,27,22,6wwwud48qahpwrfxs20334qk5,1,16.5,100.0,2024-11-24T14:28:52.060Z,2024-11-24T14:28:53Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5380166901,56,Back,5380166905,140,28.4,5380166909,141,92.1,5380166913,212,13.9,5380166917,213,5.83,5380166897,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751283625,259,1,1,27,23,6wwwud48qahpwrfxs20334qk5,1,28.4,92.1,2024-11-24T14:28:52.876Z,2024-11-24T14:28:54Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5380167053,140,18.3,5380167051,56,Back,5380167055,141,92.4,5380167057,212,10.6,5380167059,213,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751283643,260,1,1,27,24,6wwwud48qahpwrfxs20334qk5,1,14.4,94.2,2024-11-24T14:28:54.285Z,2024-11-24T14:28:55Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5380167163,213,4.02,5380167155,56,Back,5380167159,141,86.5,5380167157,140,10.3,5380167161,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751283685,261,1,1,27,25,6wwwud48qahpwrfxs20334qk5,0,9.6,85.3,2024-11-24T14:28:55.301Z,2024-11-24T14:28:57Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5380167373,56,Back,5380167383,213,0.30,5380167385,1,,5380167381,212,27.0,5380167377,140,34.2,5380167379,141,96.9,5380167369,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751283749,202,1,1,27,27,b8oqgvx1ijeyn6y1cn6929ix4,1,61.6,6.8,2024-11-24T14:28:57.104Z,2024-11-24T14:29:00Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5380167739,213,0.43,5380167737,212,6.9,5380167735,141,11.1,5380167731,56,Right,5380167729,3,,5380167733,140,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751283763,203,44,1,27,29,b8oqgvx1ijeyn6y1cn6929ix4,1,68.6,9.5,2024-11-24T14:28:59.315Z,2024-11-24T14:40:20Z,2qedb8t85t1ieeed9613c9crt,C. Enemark,,,5380167793,56,Right,5380167797,286,,5380167871,233,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751283739,262,44,1,27,29,6wwwud48qahpwrfxs20334qk5,0,31.4,90.5,2024-11-24T14:28:59.316Z,2024-11-24T14:40:20Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5380167671,56,Back,5380167673,285,,5380167901,233,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751283795,204,1,1,27,29,b8oqgvx1ijeyn6y1cn6929ix4,0,67.6,11.1,2024-11-24T14:28:59.595Z,2024-11-24T14:29:02Z,2qedb8t85t1ieeed9613c9crt,C. Enemark,,,5380167983,141,7.0,5380167975,3,,5380167977,168,,5380167979,56,Right,5380167987,213,5.97,5380167981,140,75.9,5380167985,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751283803,263,1,1,27,30,6wwwud48qahpwrfxs20334qk5,0,20.5,90.0,2024-11-24T14:29:00.636Z,2024-11-24T14:59:40Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5380168013,3,,5380168023,213,0.25,5380168017,140,31.5,5380168019,141,94.4,5380168015,56,Back,5380168021,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751283807,205,61,1,27,31,b8oqgvx1ijeyn6y1cn6929ix4,0,67.5,7.1,2024-11-24T14:29:01.652Z,2024-11-24T14:55:23Z,2qedb8t85t1ieeed9613c9crt,C. Enemark,,,5380168041,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751283817,206,5,1,27,33,b8oqgvx1ijeyn6y1cn6929ix4,0,68.6,-1.2,2024-11-24T14:29:03.277Z,2024-11-24T14:59:22Z,2qedb8t85t1ieeed9613c9crt,C. Enemark,,,5380168091,347,,5380168361,233,264,5380168089,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751283847,264,5,1,27,33,6wwwud48qahpwrfxs20334qk5,1,31.4,101.2,2024-11-24T14:29:03.277Z,2024-11-24T15:02:38Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5380168261,347,,5380168259,56,Back,5380168325,233,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751284025,265,1,1,27,44,6wwwud48qahpwrfxs20334qk5,1,25.0,100.0,2024-11-24T14:29:13.708Z,2024-11-24T14:51:57Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5380169305,56,Back,5380169313,213,5.08,5380169307,140,28.0,5380169309,141,88.7,5380169303,107,,5380169311,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751284029,266,50,1,27,46,6wwwud48qahpwrfxs20334qk5,1,28.8,90.6,2024-11-24T14:29:16.372Z,2024-11-24T14:51:54Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5380316805,189,,5380169527,233,207,5380169329,56,Back,5380169331,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751284059,207,7,1,27,46,b8oqgvx1ijeyn6y1cn6929ix4,1,71.2,9.4,2024-11-24T14:29:16.373Z,2024-11-24T14:55:33Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5380169485,286,,5380169481,167,,5380169517,233,266,5380169483,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751284133,208,5,1,27,47,b8oqgvx1ijeyn6y1cn6929ix4,0,73.8,-1.2,2024-11-24T14:29:17.078Z,2024-11-24T15:02:39Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5380169897,347,,5380169945,233,267,5380169895,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751284051,267,5,1,27,47,6wwwud48qahpwrfxs20334qk5,1,26.2,101.2,2024-11-24T14:29:17.078Z,2024-11-24T15:02:38Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5380169455,347,,5380169919,233,208,5380169453,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751284219,268,1,1,27,55,6wwwud48qahpwrfxs20334qk5,1,17.1,100.0,2024-11-24T14:29:25.189Z,2024-11-24T14:30:59Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5380178897,189,,5380170313,212,20.4,5380170309,140,15.5,5380170307,56,Back,5380170305,107,,5380170315,213,4.63,5380170311,141,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751284237,269,1,1,27,57,6wwwud48qahpwrfxs20334qk5,1,15.5,72.1,2024-11-24T14:29:26.788Z,2024-11-24T14:29:31Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5380170413,56,Back,5380170627,189,,5380170417,141,45.8,5380170419,212,19.4,5380170415,140,8.3,5380170421,213,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751284257,270,1,1,27,58,6wwwud48qahpwrfxs20334qk5,1,8.3,45.8,2024-11-24T14:29:28.164Z,2024-11-24T14:29:30Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5380170553,56,Back,5380170581,189,,5380170561,213,5.65,5380170555,140,27.0,5380170559,212,24.3,5380170557,141,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751284355,271,1,1,28,3,6wwwud48qahpwrfxs20334qk5,1,32.4,24.7,2024-11-24T14:29:32.812Z,2024-11-24T14:29:36Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5380171073,213,5.63,5380171071,212,13.3,5380171069,141,12.8,5380171067,140,42.5,5380171065,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751284417,272,1,1,28,6,6wwwud48qahpwrfxs20334qk5,1,41.3,14.3,2024-11-24T14:29:35.876Z,2024-11-24T14:29:40Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5380171405,213,0.08,5380171401,141,17.3,5380171399,140,65.2,5380171397,56,Right,5380171403,212,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751284423,273,1,1,28,7,6wwwud48qahpwrfxs20334qk5,1,65.2,17.3,2024-11-24T14:29:37.652Z,2024-11-24T14:59:18Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5380171445,213,5.84,5380171441,141,9.7,5380171439,140,75.6,5380171443,212,12.1,5380171437,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751284437,274,1,1,28,10,6wwwud48qahpwrfxs20334qk5,0,75.0,9.4,2024-11-24T14:29:39.819Z,2024-11-24T14:58:31Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5380171493,141,15.9,5380171883,286,,5380171497,213,0.94,5380171491,140,78.1,5380171495,212,5.5,5380171489,56,Right,5380171877,236,,5380171879,233,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751284469,209,74,1,28,10,b8oqgvx1ijeyn6y1cn6929ix4,1,18.9,83.5,2024-11-24T14:29:39.820Z,2024-11-24T14:56:12Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5380336539,285,,5380171635,56,Back,5380336577,233,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751284457,275,1,1,28,11,6wwwud48qahpwrfxs20334qk5,0,75.0,11.9,2024-11-24T14:29:41.549Z,2024-11-24T14:58:31Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5380171601,213,2.22,5380171593,56,Right,5380336623,236,,5380336629,286,,5380171595,140,71.3,5380336625,233,210,5380171597,141,19.4,5380171599,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751284511,210,74,1,28,11,b8oqgvx1ijeyn6y1cn6929ix4,1,20.5,90.3,2024-11-24T14:29:41.550Z,2024-11-24T14:58:32Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5380171859,56,Back,5380171861,285,,5380171891,233,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751284585,212,1,1,28,17,b8oqgvx1ijeyn6y1cn6929ix4,1,23.2,91.8,2024-11-24T14:29:47.451Z,2024-11-24T14:29:53Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5380172287,56,Back,5380172289,140,15.4,5380172293,212,8.4,5380172291,141,89.4,5380172295,213,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751284635,213,1,1,28,22,b8oqgvx1ijeyn6y1cn6929ix4,0,20.1,90.3,2024-11-24T14:29:51.964Z,2024-11-24T14:29:57Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5380172615,140,58.7,5380172621,213,6.00,5380172611,155,,5380172617,141,72.7,5380172619,212,42.3,5380172623,1,,5380172613,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751284623,276,44,1,28,25,6wwwud48qahpwrfxs20334qk5,1,39.0,27.8,2024-11-24T14:29:55.610Z,2024-11-24T14:40:20Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5380172781,233,214,5380172559,285,,5380172557,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751284639,214,44,1,28,25,b8oqgvx1ijeyn6y1cn6929ix4,0,61.0,72.2,2024-11-24T14:29:55.611Z,2024-11-24T14:40:21Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5380172651,56,Center,5380172653,286,,5380172801,233,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751284655,277,1,1,28,26,6wwwud48qahpwrfxs20334qk5,1,35.1,28.8,2024-11-24T14:29:56.445Z,2024-11-24T14:29:58Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5380172751,213,5.74,5380172733,56,Back,5380172747,212,10.4,5380172741,141,20.9,5380172731,3,,5380172737,140,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751284677,278,1,1,28,28,6wwwud48qahpwrfxs20334qk5,1,39.9,23.0,2024-11-24T14:29:58.020Z,2024-11-24T14:29:59Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5380172917,213,5.43,5380172911,140,45.8,5380172915,212,9.5,5380172909,56,Back,5380172913,141,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751284863,280,1,1,28,31,6wwwud48qahpwrfxs20334qk5,1,46.7,4.3,2024-11-24T14:30:00.956Z,2024-11-24T14:30:09Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5380173951,213,2.78,5380173947,141,17.1,5380173949,212,24.9,5380173945,140,24.5,5380173943,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
